page,code,name,req,score,语数之和,语数最高,外语,物理,再选最高,再选次高,志愿号,备注,row
18,C21103,武汉华夏理工学院第03组,化,449,177,110,98,40,70,64,1,,C21103 | 武汉华夏理工学院第03组 | 化 | 449 | 177 | 110 | 98 | 40 | 70 | 64 | 1
18,C21203,武汉城市学院第03组,不限,447,162,98,96,38,80,71,1,,C21203 | 武汉城市学院第03组 | 不限 | 447 | 162 | 98 | 96 | 38 | 80 | 71 | 1
18,C21204,武汉城市学院第04组,化,437,,,,,,,,,C21204 | 武汉城市学院第04组 | 化 | 437
18,C21502,武昌理工学院第02组,不限,468,187,110,100,32,75,64,11,,C21502 | 武昌理工学院第02组 | 不限 | 468 | 187 | 110 | 100 | 32 | 75 | 64 | 11
18,C21503,武昌理工学院第03组,化,455,173,90,106,51,64,61,1,,C21503 | 武昌理工学院第03组 | 化 | 455 | 173 | 90 | 106 | 51 | 64 | 61 | 1
18,C21602,湖北大学知行学院第02组,不限,470,187,122,101,34,78,70,4,,C21602 | 湖北大学知行学院第02组 | 不限 | 470 | 187 | 122 | 101 | 34 | 78 | 70 | 4
18,C21603,湖北大学知行学院第03组,化,450,188,101,46,55,82,79,7,,C21603 | 湖北大学知行学院第03组 | 化 | 450 | 188 | 101 | 46 | 55 | 82 | 79 | 7
18,C21604,湖北大学知行学院第04组,化,461,186,96,72,68,72,63,4,】,C21604 | 湖北大学知行学院第04组 | 化 | 461 | 186 | 96 | 72 | 68 | 72 | 63 | 4 | 】
18,C21703,武汉工商学院第03组,不限,467,186,100,99,40,79,63,B4,,C21703 | 武汉工商学院第03组 | 不限 | 467 | 186 | 100 | 99 | 40 | 79 | 63 | B4
18,C21704,武汉工商学院第04组,不限,437,,,,,,S,,,C21704 | 武汉工商学院第04组 | 不限 | 437 | S
18,C21705,武汉工商学院第05组,化,459,182,104,79,41,80,Z77,9,,C21705 | 武汉工商学院第05组 | 化 | 459 | 182 | 104 | 79 | 41 | 80 | Z77 | 9
18,C21706,武汉工商学院第06组,化,444,188,106,室77,49,S68,62,1,,C21706 | 武汉工商学院第06组 | 化 | 444 | 188 | 106 | 室77 | 49 | S68 | 62 | 1
18,C21707,武汉工商学院第07组,化,437,,公,,,B,,,,C21707 | 武汉工商学院第07组 | 化 | 437 | 公 | B
18,C21802,荆州学院第02组,不限,439,176,98,86,H32,82,63,18,,C21802 | 荆州学院第02组 | 不限 | 439 | 176 | 98 | 86 | H32 | 82 | 63 | 18
18,C21803,荆州学院第03组,化,437,办,,【,,,,,,C21803 | 荆州学院第03组 | 化 | 437 | 办 | 【
18,C21805,荆州学院第05组,地,454,191,】97,31,64,86,82,1,,C21805 | 荆州学院第05组 | 地 | 454 | 191 | 】97 | 31 | 64 | 86 | 82 | 1
18,C21905,长江大学文理学院第05组,招不限,480,办157,104,116,40,86,81,1,,C21905 | 长江大学文理学院第05组 | 招不限 | 480 | 办157 | 104 | 116 | 40 | 86 | 81 | 1
18,C21906,长江大学文理学院第06组,厅化,466,174,99,95,60,71,66,4,,C21906 | 长江大学文理学院第06组 | 厅化 | 466 | 174 | 99 | 95 | 60 | 71 | 66 | 4
18,C22002,教三峡大学科技学院第02组,不限,486,197,113,106,38,77,68,12,,C22002 | 教三峡大学科技学院第02组 | 不限 | 486 | 197 | 113 | 106 | 38 | 77 | 68 | 12
18,C22003,三峡大学科技学院第03组,北化,466,181,102,104,44,69,68,2,,C22003 | 三峡大学科技学院第03组 | 北化 | 466 | 181 | 102 | 104 | 44 | 69 | 68 | 2
18,C22004,省湖三峡大学科技学院第04组,化,479,197,109,109,49,64,60,24,,C22004 | 省湖三峡大学科技学院第04组 | 化 | 479 | 197 | 109 | 109 | 49 | 64 | 60 | 24
18,C22103,武汉体育学院体育科技学院第03组,不限,453,192,106,104,26,71,60,5,,C22103 | 武汉体育学院体育科技学院第03组 | 不限 | 453 | 192 | 106 | 104 | 26 | 71 | 60 | 5
18,C22304,北【武汉文理学院第04组,不限,463,188,94,77,65,72,61,6,,C22304 | 北【武汉文理学院第04组 | 不限 | 463 | 188 | 94 | 77 | 65 | 72 | 61 | 6
18,C22305,湖号武汉文理学院第05组,不限,456,177,102,102,41,74,62,1,,C22305 | 湖号武汉文理学院第05组 | 不限 | 456 | 177 | 102 | 102 | 41 | 74 | 62 | 1
18,C22306,武汉文理学院第06组,化,442,185,94,67,56,67,57,5,,C22306 | 武汉文理学院第06组 | 化 | 442 | 185 | 94 | 67 | 56 | 67 | 57 | 5
18,C22307,众武汉文理学院第07组,生,465,186,96,91,50,77,61,9,护理类,C22307 | 众武汉文理学院第07组 | 生 | 465 | 186 | 96 | 91 | 50 | 77 | 61 | 9 | 护理类
18,C22502,武汉工程大学邮电与信息工程学院第02组,不限,463,184,94,100,45,74,60,10,,C22502 | 武汉工程大学邮电与信息工程学院第02组 | 不限 | 463 | 184 | 94 | 100 | 45 | 74 | 60 | 10
18,C22503,公武汉工程大学邮电与信息工程学院第03组,化,445,162,102,99,49,70,65,4,,C22503 | 公武汉工程大学邮电与信息工程学院第03组 | 化 | 445 | 162 | 102 | 99 | 49 | 70 | 65 | 4
18,C22602,信武昌工学院第02组,不限,459,185,112,67,32,88,87,9,,C22602 | 信武昌工学院第02组 | 不限 | 459 | 185 | 112 | 67 | 32 | 88 | 87 | 9
18,C22603,武昌工学院第03组,化,446,167,97,107,39,72,61,1,,C22603 | 武昌工学院第03组 | 化 | 446 | 167 | 97 | 107 | 39 | 72 | 61 | 1
18,C22701,微湖北医药学院药护学院第01组,不限,472,178,102,95,54,74,71,11,,C22701 | 微湖北医药学院药护学院第01组 | 不限 | 472 | 178 | 102 | 95 | 54 | 74 | 71 | 11
18,C22702,湖北医药学院药护学院第02组,化,458,164,84,78,61,78,77,2,,C22702 | 湖北医药学院药护学院第02组 | 化 | 458 | 164 | 84 | 78 | 61 | 78 | 77 | 2
18,C22703,湖北医药学院药护学院第03组,化,455,166,101,92,55,72,70,6,护理类,C22703 | 湖北医药学院药护学院第03组 | 化 | 455 | 166 | 101 | 92 | 55 | 72 | 70 | 6 | 护理类
18,C22802,武汉纺织大学外经贸学院第02组,不限,448,191,107,81,52,69,55,8,,C22802 | 武汉纺织大学外经贸学院第02组 | 不限 | 448 | 191 | 107 | 81 | 52 | 69 | 55 | 8
18,C22803,武汉纺织大学外经贸学院第03组,不限,455,157,81,106,51,76,65,4,,C22803 | 武汉纺织大学外经贸学院第03组 | 不限 | 455 | 157 | 81 | 106 | 51 | 76 | 65 | 4
18,C22804,武汉纺织大学外经贸学院第04组,化,437,,,,,,,,,C22804 | 武汉纺织大学外经贸学院第04组 | 化 | 437
18,C22902,湖北文理学院理工学院第02组,不限,463,197,100,94,45,67,60,4,,C22902 | 湖北文理学院理工学院第02组 | 不限 | 463 | 197 | 100 | 94 | 45 | 67 | 60 | 4
18,C22903,湖北文理学院理工学院第03组,化,444,182,104,69,57,70,66,5,,C22903 | 湖北文理学院理工学院第03组 | 化 | 444 | 182 | 104 | 69 | 57 | 70 | 66 | 5
18,C23002,湖北工程学院新技术学院第02组,不限,470,185,107,87,51,80,67,6,,C23002 | 湖北工程学院新技术学院第02组 | 不限 | 470 | 185 | 107 | 87 | 51 | 80 | 67 | 6
18,C23003,湖北工程学院新技术学院第03组,化,452,164,104,81,54,87,66,1,,C23003 | 湖北工程学院新技术学院第03组 | 化 | 452 | 164 | 104 | 81 | 54 | 87 | 66 | 1
18,C23102,湖北经济学院法商学院第02组,不限,467,207,111,55,57,79,69,3,,C23102 | 湖北经济学院法商学院第02组 | 不限 | 467 | 207 | 111 | 55 | 57 | 79 | 69 | 3
19,C23103,湖北经济学院法商学院第03组,化,459,165,104,105,58,70,61,1,,C23103 | 湖北经济学院法商学院第03组 | 化 | 459 | 165 | 104 | 105 | 58 | 70 | 61 | 1
19,C23104,湖北经济学院法商学院第04组,生,462,182,106,84,44,84,68,6,,C23104 | 湖北经济学院法商学院第04组 | 生 | 462 | 182 | 106 | 84 | 44 | 84 | 68 | 6
19,C23204,湖北恩施学院第04组,不限,460,171,96,106,40,77,66,2,,C23204 | 湖北恩施学院第04组 | 不限 | 460 | 171 | 96 | 106 | 40 | 77 | 66 | 2
19,C23205,湖北恩施学院第05组,不限,454,166,99,78,42,80,78,7,,C23205 | 湖北恩施学院第05组 | 不限 | 454 | 166 | 99 | 78 | 42 | 80 | 78 | 7
19,C23206,湖北恩施学院第06组,化,470,169,95,100,55,77,59,12,,C23206 | 湖北恩施学院第06组 | 化 | 470 | 169 | 95 | 100 | 55 | 77 | 59 | 12
19,C23207,湖北恩施学院第07组,化,481,168,99,103,64,75,71,32,,C23207 | 湖北恩施学院第07组 | 化 | 481 | 168 | 99 | 103 | 64 | 75 | 71 | 32
19,C23208,湖北恩施学院第08组,化,459,167,95,88,57,89,58,3,,C23208 | 湖北恩施学院第08组 | 化 | 459 | 167 | 95 | 88 | 57 | 89 | 58 | 3
19,C23209,湖北恩施学院第09组,化,442,165,88,75,70,69,63,8,,C23209 | 湖北恩施学院第09组 | 化 | 442 | 165 | 88 | 75 | 70 | 69 | 63 | 8
19,C23210,湖北恩施学院第10组,化,441,188,97,50,47,78,78,3,,C23210 | 湖北恩施学院第10组 | 化 | 441 | 188 | 97 | 50 | 47 | 78 | 78 | 3
19,C23211,湖北恩施学院第11组,生,461,194,99,73,42,85,67,3,】护理类,C23211 | 湖北恩施学院第11组 | 生 | 461 | 194 | 99 | 73 | 42 | 85 | 67 | 3 | 】护理类
19,C23302,湖北工业大学工程技术学院第02组,不限,474,189,101,78,44,87,66,B15,,C23302 | 湖北工业大学工程技术学院第02组 | 不限 | 474 | 189 | 101 | 78 | 44 | 87 | 66 | B15
19,C23303,湖北工业大学工程技术学院第03组,化,464,180,102,98,53,71,S62,8,,C23303 | 湖北工业大学工程技术学院第03组 | 化 | 464 | 180 | 102 | 98 | 53 | 71 | S62 | 8
19,C23502,湖北商贸学院第02组,不限,456,166,105,104,32,81,Z73,16,,C23502 | 湖北商贸学院第02组 | 不限 | 456 | 166 | 105 | 104 | 32 | 81 | Z73 | 16
19,C23503,湖北商贸学院第03组,化,437,,,室,,S,,,,C23503 | 湖北商贸学院第03组 | 化 | 437 | 室 | S
19,C23702,湖北师范大学文理学院第02组,不限,471,177,公95,113,40,B74,67,3,,C23702 | 湖北师范大学文理学院第02组 | 不限 | 471 | 177 | 公95 | 113 | 40 | B74 | 67 | 3
19,C23703,湖北师范大学文理学院第03组,化,450,193,103,56,H63,69,69,9,,C23703 | 湖北师范大学文理学院第03组 | 化 | 450 | 193 | 103 | 56 | H63 | 69 | 69 | 9
19,C23804,武汉生物工程学院第04组,不限,466,办182,100,【85,56,81,62,7,,C23804 | 武汉生物工程学院第04组 | 不限 | 466 | 办182 | 100 | 【85 | 56 | 81 | 62 | 7
19,C23806,武汉生物工程学院第06组,生,463,184,】102,62,59,84,74,20,,C23806 | 武汉生物工程学院第06组 | 生 | 463 | 184 | 】102 | 62 | 59 | 84 | 74 | 20
19,F00101,北京工业大学第01组,招不限,585,办211,107,131,77,87,79,15,,F00101 | 北京工业大学第01组 | 招不限 | 585 | 办211 | 107 | 131 | 77 | 87 | 79 | 15
19,F00102,北京工业大学第02组,厅化,620,227,122,126,96,87,84,5,,F00102 | 北京工业大学第02组 | 厅化 | 620 | 227 | 122 | 126 | 96 | 87 | 84 | 5
19,F00301,教北京工商大学第01组,不限,596,225,115,122,74,88,87,1,,F00301 | 教北京工商大学第01组 | 不限 | 596 | 225 | 115 | 122 | 74 | 88 | 87 | 1
19,F00302,北京工商大学第02组,北不限,596,221,120,134,69,87,85,8,,F00302 | 北京工商大学第02组 | 北不限 | 596 | 221 | 120 | 134 | 69 | 87 | 85 | 8
19,F00303,省湖北京工商大学第03组,不限,586,203,111,121,79,96,87,4,,F00303 | 省湖北京工商大学第03组 | 不限 | 586 | 203 | 111 | 121 | 79 | 96 | 87 | 4
19,F00304,北京工商大学第04组,不限,566,214,111,117,75,80,80,5,国家专项计划,F00304 | 北京工商大学第04组 | 不限 | 566 | 214 | 111 | 117 | 75 | 80 | 80 | 5 | 国家专项计划
19,F00305,北【北京工商大学第05组,不限,590,217,128,121,82,90,80,5,,F00305 | 北【北京工商大学第05组 | 不限 | 590 | 217 | 128 | 121 | 82 | 90 | 80 | 5
19,F00306,湖号北京工商大学第06组,化,576,195,107,116,88,89,88,1,,F00306 | 湖号北京工商大学第06组 | 化 | 576 | 195 | 107 | 116 | 88 | 89 | 88 | 1
19,F00307,北京工商大学第07组,化,589,206,110,129,83,89,82,1,,F00307 | 北京工商大学第07组 | 化 | 589 | 206 | 110 | 129 | 83 | 89 | 82 | 1
19,F00308,众北京工商大学第08组,化,569,209,114,107,77,89,87,18,国家专项计划,F00308 | 众北京工商大学第08组 | 化 | 569 | 209 | 114 | 107 | 77 | 89 | 87 | 18 | 国家专项计划
19,F00309,北京工商大学第09组,化,583,209,107,117,74,87,86,15,,F00309 | 北京工商大学第09组 | 化 | 583 | 209 | 107 | 117 | 74 | 87 | 86 | 15
19,F00310,公北京工商大学第10组,化,569,209,115,124,69,86,71,3,,F00310 | 公北京工商大学第10组 | 化 | 569 | 209 | 115 | 124 | 69 | 86 | 71 | 3
19,F00502,信北京印刷学院第02组,不限,557,185,102,128,71,88,85,10,,F00502 | 信北京印刷学院第02组 | 不限 | 557 | 185 | 102 | 128 | 71 | 88 | 85 | 10
19,F00503,北京印刷学院第03组,化,538,206,110,103,73,84,72,1,,F00503 | 北京印刷学院第03组 | 化 | 538 | 206 | 110 | 103 | 73 | 84 | 72 | 1
19,F00601,微北京建筑大学第01组,不限,580,222,120,108,78,89,83,10,,F00601 | 微北京建筑大学第01组 | 不限 | 580 | 222 | 120 | 108 | 78 | 89 | 83 | 10
19,F00602,北京建筑大学第02组,化,574,223,118,98,84,89,80,6,,F00602 | 北京建筑大学第02组 | 化 | 574 | 223 | 118 | 98 | 84 | 89 | 80 | 6
19,F00702,北京石油化工学院第02组,不限,553,205,108,128,70,79,71,3,,F00702 | 北京石油化工学院第02组 | 不限 | 553 | 205 | 108 | 128 | 70 | 79 | 71 | 3
19,F00703,北京石油化工学院第03组,化,542,203,103,103,76,81,79,10,,F00703 | 北京石油化工学院第03组 | 化 | 542 | 203 | 103 | 103 | 76 | 81 | 79 | 10
19,F00801,北京农学院第01组,化,534,199,113,121,60,78,76,10,,F00801 | 北京农学院第01组 | 化 | 534 | 199 | 113 | 121 | 60 | 78 | 76 | 10
19,F00901,首都医科大学第01组,不限,579,219,117,126,76,85,73,4,国家专项计划,F00901 | 首都医科大学第01组 | 不限 | 579 | 219 | 117 | 126 | 76 | 85 | 73 | 4 | 国家专项计划
19,F00902,首都医科大学第02组,化,630,227,125,119,100,94,90,11,,F00902 | 首都医科大学第02组 | 化 | 630 | 227 | 125 | 119 | 100 | 94 | 90 | 11
19,F00903,首都医科大学第03组,化,596,234,121,121,71,87,83,10,,F00903 | 首都医科大学第03组 | 化 | 596 | 234 | 121 | 121 | 71 | 87 | 83 | 10
19,F00904,首都医科大学第04组,化,581,212,110,140,67,81,71,2,国家专项计划,F00904 | 首都医科大学第04组 | 化 | 581 | 212 | 110 | 140 | 67 | 81 | 71 | 2 | 国家专项计划
19,F01003,首都师范大学第03组,不限,583,217,116,109,69,91,87,17,国家专项计划,F01003 | 首都师范大学第03组 | 不限 | 583 | 217 | 116 | 109 | 69 | 91 | 87 | 17 | 国家专项计划
19,F01004,首都师范大学第04组,化,598,227,122,133,83,81,74,9,,F01004 | 首都师范大学第04组 | 化 | 598 | 227 | 122 | 133 | 83 | 81 | 74 | 9
20,F01005,首都师范大学第05组,化,585,228,126,116,73,91,67,20,国家专项计划,F01005 | 首都师范大学第05组 | 化 | 585 | 228 | 126 | 116 | 73 | 91 | 67 | 20 | 国家专项计划
20,F01006,首都师范大学第06组,化,603,207,112,139,80,89,88,8,,F01006 | 首都师范大学第06组 | 化 | 603 | 207 | 112 | 139 | 80 | 89 | 88 | 8
20,F01102,首都体育学院第02组,不限,536,195,107,130,56,87,68,3,,F01102 | 首都体育学院第02组 | 不限 | 536 | 195 | 107 | 130 | 56 | 87 | 68 | 3
20,F01202,北京第二外国语学院第02组,不限,576,209,119,120,76,87,84,6,,F01202 | 北京第二外国语学院第02组 | 不限 | 576 | 209 | 119 | 120 | 76 | 87 | 84 | 6
20,F01303,北京物资学院第03组,不限,502,193,108,94,64,72,69,5,少数民族预科班,F01303 | 北京物资学院第03组 | 不限 | 502 | 193 | 108 | 94 | 64 | 72 | 69 | 5 | 少数民族预科班
20,F01304,北京物资学院第04组,不限,551,225,113,114,50,83,79,5,,F01304 | 北京物资学院第04组 | 不限 | 551 | 225 | 113 | 114 | 50 | 83 | 79 | 5
20,F01305,北京物资学院第05组,化,558,217,110,92,79,90,80,6,,F01305 | 北京物资学院第05组 | 化 | 558 | 217 | 110 | 92 | 79 | 90 | 80 | 6
20,F01403,首都经济贸易大学第03组,不限,583,213,113,123,76,86,85,15,,F01403 | 首都经济贸易大学第03组 | 不限 | 583 | 213 | 113 | 123 | 76 | 86 | 85 | 15
20,F01404,首都经济贸易大学第04组,不限,567,200,108,123,76,89,69,4,国家专项计划,F01404 | 首都经济贸易大学第04组 | 不限 | 567 | 200 | 108 | 123 | 76 | 89 | 69 | 4 | 国家专项计划
20,F01405,首都经济贸易大学第05组,化,575,226,115,139,67,73,70,7,】,F01405 | 首都经济贸易大学第05组 | 化 | 575 | 226 | 115 | 139 | 67 | 73 | 70 | 7 | 】
20,F01705,北京电影学院第05组,不限,593,233,118,123,68,85,84,B1,,F01705 | 北京电影学院第05组 | 不限 | 593 | 233 | 118 | 123 | 68 | 85 | 84 | B1
20,F01901,北京信息科技大学第01组,不限,587,224,118,125,77,83,S78,3,,F01901 | 北京信息科技大学第01组 | 不限 | 587 | 224 | 118 | 125 | 77 | 83 | S78 | 3
20,F01902,北京信息科技大学第02组,化,590,222,113,127,63,90,Z88,6,,F01902 | 北京信息科技大学第02组 | 化 | 590 | 222 | 113 | 127 | 63 | 90 | Z88 | 6
20,F02002,北京联合大学第02组,化,578,229,119,室111,65,S89,84,4,,F02002 | 北京联合大学第02组 | 化 | 578 | 229 | 119 | 室111 | 65 | S89 | 84 | 4
20,F05402,北京城市学院第02组,不限,469,162,公94,128,42,B76,61,2,,F05402 | 北京城市学院第02组 | 不限 | 469 | 162 | 公94 | 128 | 42 | B76 | 61 | 2
20,F05403,北京城市学院第03组,不限,465,199,104,66,H57,73,70,1,,F05403 | 北京城市学院第03组 | 不限 | 465 | 199 | 104 | 66 | H57 | 73 | 70 | 1
20,F05404,北京城市学院第04组,化,465,办177,96,【107,52,65,64,8,,F05404 | 北京城市学院第04组 | 化 | 465 | 办177 | 96 | 【107 | 52 | 65 | 64 | 8
20,F05602,首都师范大学科德学院第02组,不限,461,155,】101,116,56,68,66,25,,F05602 | 首都师范大学科德学院第02组 | 不限 | 461 | 155 | 】101 | 116 | 56 | 68 | 66 | 25
20,F05603,首都师范大学科德学院第03组,招化,459,办188,100,63,52,86,70,2,,F05603 | 首都师范大学科德学院第03组 | 招化 | 459 | 办188 | 100 | 63 | 52 | 86 | 70 | 2
20,F05702,北京金融科技学院第02组,厅不限,459,180,97,94,48,83,54,11,,F05702 | 北京金融科技学院第02组 | 厅不限 | 459 | 180 | 97 | 94 | 48 | 83 | 54 | 11
20,F09104,教天津科技大学第04组,化,580,224,114,108,78,88,82,2,,F09104 | 教天津科技大学第04组 | 化 | 580 | 224 | 114 | 108 | 78 | 88 | 82 | 2
20,F09105,天津科技大学第05组,北化,544,223,124,64,86,87,84,1,,F09105 | 天津科技大学第05组 | 北化 | 544 | 223 | 124 | 64 | 86 | 87 | 84 | 1
20,F09106,省湖天津科技大学第06组,化,572,199,104,105,83,88,87,15,,F09106 | 省湖天津科技大学第06组 | 化 | 572 | 199 | 104 | 105 | 83 | 88 | 87 | 15
20,F09203,天津工业大学第03组,不限,588,221,112,115,77,88,87,2,,F09203 | 天津工业大学第03组 | 不限 | 588 | 221 | 112 | 115 | 77 | 88 | 87 | 2
20,F09204,北【天津工业大学第04组,化,586,216,112,119,83,86,82,6,,F09204 | 北【天津工业大学第04组 | 化 | 586 | 216 | 112 | 119 | 83 | 86 | 82 | 6
20,F09205,湖号天津工业大学第05组,化,593,217,109,113,89,89,85,7,,F09205 | 湖号天津工业大学第05组 | 化 | 593 | 217 | 109 | 113 | 89 | 89 | 85 | 7
20,F09206,天津工业大学第06组,化,592,223,113,107,94,88,80,9,,F09206 | 天津工业大学第06组 | 化 | 592 | 223 | 113 | 107 | 94 | 88 | 80 | 9
20,F09301,众天津理工大学第01组,不限,566,215,121,128,51,90,82,3,,F09301 | 众天津理工大学第01组 | 不限 | 566 | 215 | 121 | 128 | 51 | 90 | 82 | 3
20,F09302,天津理工大学第02组,化,559,222,115,85,78,87,87,3,,F09302 | 天津理工大学第02组 | 化 | 559 | 222 | 115 | 85 | 78 | 87 | 87 | 3
20,F09401,公天津农学院第01组,不限,514,192,118,104,74,75,69,2,,F09401 | 公天津农学院第01组 | 不限 | 514 | 192 | 118 | 104 | 74 | 75 | 69 | 2
20,F09402,信天津农学院第02组,化,505,205,109,76,58,88,78,7,,F09402 | 信天津农学院第02组 | 化 | 505 | 205 | 109 | 76 | 58 | 88 | 78 | 7
20,F09403,天津农学院第03组,化,514,194,114,90,68,82,80,3,,F09403 | 天津农学院第03组 | 化 | 514 | 194 | 114 | 90 | 68 | 82 | 80 | 3
20,F09501,微天津医科大学第01组,化,609,236,122,112,85,92,74,16,,F09501 | 微天津医科大学第01组 | 化 | 609 | 236 | 122 | 112 | 85 | 92 | 74 | 16
20,F09502,天津医科大学第02组,化,587,232,119,121,71,85,78,2,国家专项计划,F09502 | 天津医科大学第02组 | 化 | 587 | 232 | 119 | 121 | 71 | 85 | 78 | 2 | 国家专项计划
20,F09503,天津医科大学第03组,化,548,221,112,117,53,82,75,1,国家专项计划,F09503 | 天津医科大学第03组 | 化 | 548 | 221 | 112 | 117 | 53 | 82 | 75 | 1 | 国家专项计划
20,F09504,天津医科大学第04组,化和生,643,247,126,138,77,91,90,5,,F09504 | 天津医科大学第04组 | 化和生 | 643 | 247 | 126 | 138 | 77 | 91 | 90 | 5
20,F09505,天津医科大学第05组,化和生,619,224,114,133,85,89,88,1,,F09505 | 天津医科大学第05组 | 化和生 | 619 | 224 | 114 | 133 | 85 | 89 | 88 | 1
20,F09506,天津医科大学第06组,化和生,636,244,126,132,80,91,89,3,,F09506 | 天津医科大学第06组 | 化和生 | 636 | 244 | 126 | 132 | 80 | 91 | 89 | 3
20,F09507,天津医科大学第07组,化和生,616,233,119,126,82,89,86,6,,F09507 | 天津医科大学第07组 | 化和生 | 616 | 233 | 119 | 126 | 82 | 89 | 86 | 6
20,F09508,天津医科大学第08组,化和生,623,232,117,133,78,91,89,7,,F09508 | 天津医科大学第08组 | 化和生 | 623 | 232 | 117 | 133 | 78 | 91 | 89 | 7
20,F09509,天津医科大学第09组,化和生,606,228,115,135,82,86,75,2,,F09509 | 天津医科大学第09组 | 化和生 | 606 | 228 | 115 | 135 | 82 | 86 | 75 | 2
20,F09510,天津医科大学第10组,化和生,588,216,110,135,76,81,80,8,国家专项计划,F09510 | 天津医科大学第10组 | 化和生 | 588 | 216 | 110 | 135 | 76 | 81 | 80 | 8 | 国家专项计划
20,F09604,天津中医药大学第04组,不限,583,235,121,103,77,87,81,11,,F09604 | 天津中医药大学第04组 | 不限 | 583 | 235 | 121 | 103 | 77 | 87 | 81 | 11
21,F09605,天津中医药大学第05组,不限,543,194,104,124,71,78,76,1,国家专项计划,F09605 | 天津中医药大学第05组 | 不限 | 543 | 194 | 104 | 124 | 71 | 78 | 76 | 1 | 国家专项计划
21,F09606,天津中医药大学第06组,化,579,214,118,124,80,82,79,1,,F09606 | 天津中医药大学第06组 | 化 | 579 | 214 | 118 | 124 | 80 | 82 | 79 | 1
21,F09607,天津中医药大学第07组,化,592,217,110,125,94,85,71,14,,F09607 | 天津中医药大学第07组 | 化 | 592 | 217 | 110 | 125 | 94 | 85 | 71 | 14
21,F09608,天津中医药大学第08组,化,581,221,117,121,67,91,81,2,,F09608 | 天津中医药大学第08组 | 化 | 581 | 221 | 117 | 121 | 67 | 91 | 81 | 2
21,F09609,天津中医药大学第09组,化,561,209,109,110,59,90,83,5,国家专项计划,F09609 | 天津中医药大学第09组 | 化 | 561 | 209 | 109 | 110 | 59 | 90 | 83 | 5 | 国家专项计划
21,F09610,天津中医药大学第10组,化,559,197,113,117,72,88,75,7,国家专项计划,F09610 | 天津中医药大学第10组 | 化 | 559 | 197 | 113 | 117 | 72 | 88 | 75 | 7 | 国家专项计划
21,F09702,天津师范大学第02组,不限,543,203,106,100,69,89,72,8,,F09702 | 天津师范大学第02组 | 不限 | 543 | 203 | 106 | 100 | 69 | 89 | 72 | 8
21,F09703,天津师范大学第03组,化,568,223,114,120,73,82,70,12,,F09703 | 天津师范大学第03组 | 化 | 568 | 223 | 114 | 120 | 73 | 82 | 70 | 12
21,F09801,天津职业技术师范大学第01组,化,519,190,113,93,64,85,77,6,,F09801 | 天津职业技术师范大学第01组 | 化 | 519 | 190 | 113 | 93 | 64 | 85 | 77 | 6
21,F09904,天津外国语大学第04组,不限,558,216,120,118,58,89,77,15,】,F09904 | 天津外国语大学第04组 | 不限 | 558 | 216 | 120 | 118 | 58 | 89 | 77 | 15 | 】
21,F09905,天津外国语大学第05组,不限,550,195,113,130,53,86,86,B1,,F09905 | 天津外国语大学第05组 | 不限 | 550 | 195 | 113 | 130 | 53 | 86 | 86 | B1
21,F09906,天津外国语大学第06组,化,571,223,115,124,64,81,S79,2,,F09906 | 天津外国语大学第06组 | 化 | 571 | 223 | 115 | 124 | 64 | 81 | S79 | 2
21,F10004,天津商业大学第04组,不限,544,206,115,104,67,79,Z78,15,,F10004 | 天津商业大学第04组 | 不限 | 544 | 206 | 115 | 104 | 67 | 79 | Z78 | 15
21,F10005,天津商业大学第05组,不限,536,203,119,室125,74,S76,58,5,,F10005 | 天津商业大学第05组 | 不限 | 536 | 203 | 119 | 室125 | 74 | S76 | 58 | 5
21,F10103,天津财经大学第03组,不限,587,226,公117,123,77,B88,73,3,,F10103 | 天津财经大学第03组 | 不限 | 587 | 226 | 公117 | 123 | 77 | B88 | 73 | 3
21,F10104,天津财经大学第04组,不限,582,227,115,95,H81,90,89,1,,F10104 | 天津财经大学第04组 | 不限 | 582 | 227 | 115 | 95 | H81 | 90 | 89 | 1
21,F10105,天津财经大学第05组,不限,545,办189,110,【118,78,82,78,3,国家专项计划,F10105 | 天津财经大学第05组 | 不限 | 545 | 办189 | 110 | 【118 | 78 | 82 | 78 | 3 | 国家专项计划
21,F10107,天津财经大学第07组,化,586,215,】115,125,83,85,78,10,,F10107 | 天津财经大学第07组 | 化 | 586 | 215 | 】115 | 125 | 83 | 85 | 78 | 10
21,F10202,天津体育学院第02组,招不限,508,办196,109,115,49,77,71,3,,F10202 | 天津体育学院第02组 | 招不限 | 508 | 办196 | 109 | 115 | 49 | 77 | 71 | 3
21,F10504,天津城建大学第04组,厅化,516,207,104,103,59,78,69,2,,F10504 | 天津城建大学第04组 | 厅化 | 516 | 207 | 104 | 103 | 59 | 78 | 69 | 2
21,F10603,教天津中德应用技术大学第03组,化,513,206,104,93,53,83,78,2,,F10603 | 教天津中德应用技术大学第03组 | 化 | 513 | 206 | 104 | 93 | 53 | 83 | 78 | 2
21,F13602,天津天狮学院第02组,北不限,468,189,120,87,25,90,77,1,,F13602 | 天津天狮学院第02组 | 北不限 | 468 | 189 | 120 | 87 | 25 | 90 | 77 | 1
