执行顺序,页码版面键,来源页码,版面列,任务来源类型,第一闭环纳入原因,院校代码,院校名称OCR,院校专业组代码OCR规范化,专业组内专业序号,专业代号OCR,专业名称及备注短摘,字段名,OCR专业计划数候选,最佳官网计划数,OCR学费候选,最佳官网学费,OCR再选科目候选,最佳官网选科,官网证据强度,官网来源状态,官网证据匹配状态,计划数核验状态,差异字段集合,是否裁图OCR与高校辅证冲突,是否机器高校冲突,人工核验泳道,人工核验方式,是否需要双人复核,PDF原页核页状态,湖北官方系统或省招办计划核验状态,高校官网或招生章程辅证状态,三方字段一致性状态,字段事实写回状态,当前闭环状态,下一步,专业行ID,稳定基座第一闭环明细任务ID
4,169-right,169,right,P0人工字段任务,EXEC-03-高校辅证线索三方核验,H450,山东工商学院,H45004,12,50,应急技术与管理,专业计划数,,,,,,,fill_candidate,has_reusable_2026_hubei_plan_source,matched,,,true,false,M0-冲突优先双人核页,双人复核,true,pending_manual_pdf_review,pending_hubei_official_review,pending_private_school_reading,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,线索待核，不可写回字段事实,按页列集中看PDF原页，记录私有人工读数；再用湖北官方系统或省招办计划核验字段。,M-4a71a2765412ac2a,FIRSTDETAIL-51b2b8463ec925df
4,169-right,169,right,自动官网辅证任务,OCR计划数缺口但官网有补缺线索，第一批回页核,H450,山东工商学院,H45004,13,51,数据计算及应用,,,2,5500,,,,fill_candidate,has_reusable_2026_hubei_plan_source,matched,ocr_plan_missing_official_available,,,,,,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,线索待核，不可写回字段事实,第一批回到PDF原页核同专业行，再用湖北官方系统或省招办计划确认；官网只作辅证。,M-7a3695c82b5953d6,FIRSTDETAIL-5bf24e503db69e71
4,169-right,169,right,P0人工字段任务,EXEC-03-高校辅证线索三方核验,H450,山东工商学院,H45004,13,51,数据计算及应用,专业计划数,,,,,,,fill_candidate,has_reusable_2026_hubei_plan_source,matched,,,true,false,M0-冲突优先双人核页,双人复核,true,pending_manual_pdf_review,pending_hubei_official_review,pending_private_school_reading,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,线索待核，不可写回字段事实,按页列集中看PDF原页，记录私有人工读数；再用湖北官方系统或省招办计划核验字段。,M-7a3695c82b5953d6,FIRSTDETAIL-46750a08eb17e822
4,169-right,169,right,自动官网辅证任务,OCR计划数缺口但官网有补缺线索，第一批回页核,H450,山东工商学院,H45004,14,52,集成电路设计与集成系统,,,3,5500,,,,fill_candidate,has_reusable_2026_hubei_plan_source,matched,ocr_plan_missing_official_available,,,,,,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,线索待核，不可写回字段事实,第一批回到PDF原页核同专业行，再用湖北官方系统或省招办计划确认；官网只作辅证。,M-7489ddca4dfd3dd8,FIRSTDETAIL-03ffc5cb476ac461
4,169-right,169,right,P0人工字段任务,EXEC-03-高校辅证线索三方核验,H450,山东工商学院,H45004,14,52,集成电路设计与集成系统,专业计划数,,,,,,,fill_candidate,has_reusable_2026_hubei_plan_source,matched,,,true,false,M0-冲突优先双人核页,双人复核,true,pending_manual_pdf_review,pending_hubei_official_review,pending_private_school_reading,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,线索待核，不可写回字段事实,按页列集中看PDF原页，记录私有人工读数；再用湖北官方系统或省招办计划核验字段。,M-7489ddca4dfd3dd8,FIRSTDETAIL-2bedee7b9c7f7990
4,169-right,169,right,自动官网辅证任务,OCR计划数缺口但官网有补缺线索，第一批回页核,H450,山东工商学院,H45004,15,53,数据科学与大数据技术,,,1,5500,,,,fill_candidate,has_reusable_2026_hubei_plan_source,matched,ocr_plan_missing_official_available,,,,,,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,线索待核，不可写回字段事实,第一批回到PDF原页核同专业行，再用湖北官方系统或省招办计划确认；官网只作辅证。,M-d7ad035436e7d0f7,FIRSTDETAIL-d865ed334f79ac8b
4,169-right,169,right,P0人工字段任务,EXEC-03-高校辅证线索三方核验,H450,山东工商学院,H45004,15,53,数据科学与大数据技术,专业计划数,,,,,,,fill_candidate,has_reusable_2026_hubei_plan_source,matched,,,true,false,M0-冲突优先双人核页,双人复核,true,pending_manual_pdf_review,pending_hubei_official_review,pending_private_school_reading,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,线索待核，不可写回字段事实,按页列集中看PDF原页，记录私有人工读数；再用湖北官方系统或省招办计划核验字段。,M-d7ad035436e7d0f7,FIRSTDETAIL-655cc4d71fe13207
4,169-right,169,right,自动官网辅证任务,官网源未稳定匹配专业名，第一批确认专业归属,H450,山东工商学院,H45004,16,54,电子科学与技术H451 山东女子学院（公办）（山东）不限,,9,,5500,,,,unmatched,has_partial_source_needs_followup,unmatched,not_covered,官网专业未匹配；官网计划源待补强,,,,,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,线索待核，不可写回字段事实,第一批回到PDF原页核同专业行，再用湖北官方系统或省招办计划确认；官网只作辅证。,M-b0e700912fffe743,FIRSTDETAIL-391717603ff99852
5,018-left,18,left,自动官网辅证任务,OCR计划数缺口但官网有补缺线索，第一批回页核,A033,中国传媒大学,A03312,1,22,智能视听工程,,,4,5500,5500,化学,"物理,化学(2门科目考生均须选考方可报考)",fill_candidate,has_reusable_2026_hubei_plan_source,matched,ocr_plan_missing_official_available,,,,,,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,线索待核，不可写回字段事实,第一批回到PDF原页核同专业行，再用湖北官方系统或省招办计划确认；官网只作辅证。,M-84b7a37c3bcb4125,FIRSTDETAIL-ab6063ed0b37268b
5,018-left,18,left,P0人工字段任务,EXEC-03-高校辅证线索三方核验,A033,中国传媒大学,A03312,1,22,智能视听工程,专业计划数,,,,,,,fill_candidate,has_reusable_2026_hubei_plan_source,matched,,,false,false,M3-多源一致快速三方核验,三方线索优先核验,false,pending_manual_pdf_review,pending_hubei_official_review,pending_private_school_reading,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,线索待核，不可写回字段事实,按页列集中看PDF原页，记录私有人工读数；再用湖北官方系统或省招办计划核验字段。,M-84b7a37c3bcb4125,FIRSTDETAIL-72a68e80599c0d0d
5,018-left,18,left,自动官网辅证任务,OCR计划数缺口但官网有补缺线索，第一批回页核,A033,中国传媒大学,A03312,2,23,电子信息工程,,,3,5500,5500,,"物理,化学(2门科目考生均须选考方可报考)",fill_candidate,has_reusable_2026_hubei_plan_source,matched,ocr_plan_missing_official_available,,,,,,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,线索待核，不可写回字段事实,第一批回到PDF原页核同专业行，再用湖北官方系统或省招办计划确认；官网只作辅证。,M-83af574ae53d478b,FIRSTDETAIL-06b9748c821af613
5,018-left,18,left,P0人工字段任务,EXEC-03-高校辅证线索三方核验,A033,中国传媒大学,A03312,2,23,电子信息工程,专业计划数,,,,,,,fill_candidate,has_reusable_2026_hubei_plan_source,matched,,,true,false,M0-冲突优先双人核页,双人复核,true,pending_manual_pdf_review,pending_hubei_official_review,pending_private_school_reading,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,线索待核，不可写回字段事实,按页列集中看PDF原页，记录私有人工读数；再用湖北官方系统或省招办计划核验字段。,M-83af574ae53d478b,FIRSTDETAIL-449c8df99faf6a51
5,018-left,18,left,自动官网辅证任务,OCR计划数缺口但官网有补缺线索，第一批回页核,A033,中国传媒大学,A03312,3,24,人工智能（数字演艺工程方向）,,,2,5500,5500,,"物理,化学(2门科目考生均须选考方可报考)",fill_candidate,has_reusable_2026_hubei_plan_source,matched,ocr_plan_missing_official_available,,,,,,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,线索待核，不可写回字段事实,第一批回到PDF原页核同专业行，再用湖北官方系统或省招办计划确认；官网只作辅证。,M-1fb605576ebe5318,FIRSTDETAIL-d3d836a7f7b9fd39
5,018-left,18,left,P0人工字段任务,EXEC-03-高校辅证线索三方核验,A033,中国传媒大学,A03312,3,24,人工智能（数字演艺工程方向）,专业计划数,,,,,,,fill_candidate,has_reusable_2026_hubei_plan_source,matched,,,true,false,M0-冲突优先双人核页,双人复核,true,pending_manual_pdf_review,pending_hubei_official_review,pending_private_school_reading,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,线索待核，不可写回字段事实,按页列集中看PDF原页，记录私有人工读数；再用湖北官方系统或省招办计划核验字段。,M-1fb605576ebe5318,FIRSTDETAIL-c3ce91b769f888ee
5,018-left,18,left,自动官网辅证任务,官网计划数与OCR候选冲突，第一批必须回页核,A033,中国传媒大学,A03312,4,25,数字媒体技术,,12,3,3,5500,,"物理,化学(2门科目考生均须选考方可报考)",conflict_review,has_reusable_2026_hubei_plan_source,matched,mismatch,计划数冲突,,,,,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,线索待核，不可写回字段事实,第一批回到PDF原页核同专业行，再用湖北官方系统或省招办计划确认；官网只作辅证。,M-1313bee178d7d0ee,FIRSTDETAIL-6e2d3b4c7f4c6ceb
5,018-left,18,left,自动官网辅证任务,OCR计划数缺口但官网有补缺线索，第一批回页核,A033,中国传媒大学,A03313,1,26,数字媒体技术（游戏科学与技术方向）,,,3,3,5500,【化学,"物理,化学(2门科目考生均须选考方可报考)",fill_candidate,has_reusable_2026_hubei_plan_source,matched,ocr_plan_missing_official_available,,,,,,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,线索待核，不可写回字段事实,第一批回到PDF原页核同专业行，再用湖北官方系统或省招办计划确认；官网只作辅证。,M-93d6111287b31e95,FIRSTDETAIL-8bf313b58dad8c1d
5,018-left,18,left,P0人工字段任务,EXEC-03-高校辅证线索三方核验,A033,中国传媒大学,A03313,1,26,数字媒体技术（游戏科学与技术方向）,专业计划数,,,,,,,fill_candidate,has_reusable_2026_hubei_plan_source,matched,,,false,false,M3-多源一致快速三方核验,三方线索优先核验,false,pending_manual_pdf_review,pending_hubei_official_review,pending_private_school_reading,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,线索待核，不可写回字段事实,按页列集中看PDF原页，记录私有人工读数；再用湖北官方系统或省招办计划核验字段。,M-93d6111287b31e95,FIRSTDETAIL-5386851502856401
5,018-left,18,left,自动官网辅证任务,OCR计划数缺口但官网有补缺线索，第一批回页核,A033,中国传媒大学,A03313,2,27,智能科学与技术,,,3,5500,5500,,"物理,化学(2门科目考生均须选考方可报考)",fill_candidate,has_reusable_2026_hubei_plan_source,matched,ocr_plan_missing_official_available,,,,,,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,线索待核，不可写回字段事实,第一批回到PDF原页核同专业行，再用湖北官方系统或省招办计划确认；官网只作辅证。,M-03be14d5008a95f0,FIRSTDETAIL-400b9fb6c1658bc2
5,018-left,18,left,P0人工字段任务,EXEC-03-高校辅证线索三方核验,A033,中国传媒大学,A03313,2,27,智能科学与技术,专业计划数,,,,,,,fill_candidate,has_reusable_2026_hubei_plan_source,matched,,,true,false,M0-冲突优先双人核页,双人复核,true,pending_manual_pdf_review,pending_hubei_official_review,pending_private_school_reading,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,线索待核，不可写回字段事实,按页列集中看PDF原页，记录私有人工读数；再用湖北官方系统或省招办计划核验字段。,M-03be14d5008a95f0,FIRSTDETAIL-86668a1fef0683e3
5,018-left,18,left,自动官网辅证任务,OCR计划数缺口但官网有补缺线索，第一批回页核,A033,中国传媒大学,A03313,3,28,数据科学与大数据技术,,,2,2,5500,,"物理,化学(2门科目考生均须选考方可报考)",fill_candidate,has_reusable_2026_hubei_plan_source,matched,ocr_plan_missing_official_available,,,,,,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,线索待核，不可写回字段事实,第一批回到PDF原页核同专业行，再用湖北官方系统或省招办计划确认；官网只作辅证。,M-f588b8040b4edb64,FIRSTDETAIL-0a008f059b306a64
5,018-left,18,left,P0人工字段任务,EXEC-03-高校辅证线索三方核验,A033,中国传媒大学,A03313,3,28,数据科学与大数据技术,专业计划数,,,,,,,fill_candidate,has_reusable_2026_hubei_plan_source,matched,,,false,false,M3-多源一致快速三方核验,三方线索优先核验,false,pending_manual_pdf_review,pending_hubei_official_review,pending_private_school_reading,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,线索待核，不可写回字段事实,按页列集中看PDF原页，记录私有人工读数；再用湖北官方系统或省招办计划核验字段。,M-f588b8040b4edb64,FIRSTDETAIL-bbe99b50911e7f34
5,018-left,18,left,自动官网辅证任务,OCR计划数缺口但官网有补缺线索，第一批回页核,A033,中国传媒大学,A03313,4,29,网络空间安全,,,2,5500,5500,,"物理,化学(2门科目考生均须选考方可报考)",fill_candidate,has_reusable_2026_hubei_plan_source,matched,ocr_plan_missing_official_available,,,,,,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,线索待核，不可写回字段事实,第一批回到PDF原页核同专业行，再用湖北官方系统或省招办计划确认；官网只作辅证。,M-d52b9b951aa3b3b1,FIRSTDETAIL-c44867e8ce0e0774
5,018-left,18,left,P0人工字段任务,EXEC-03-高校辅证线索三方核验,A033,中国传媒大学,A03313,4,29,网络空间安全,专业计划数,,,,,,,fill_candidate,has_reusable_2026_hubei_plan_source,matched,,,false,false,M3-多源一致快速三方核验,三方线索优先核验,false,pending_manual_pdf_review,pending_hubei_official_review,pending_private_school_reading,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,线索待核，不可写回字段事实,按页列集中看PDF原页，记录私有人工读数；再用湖北官方系统或省招办计划核验字段。,M-d52b9b951aa3b3b1,FIRSTDETAIL-83d8fa6dcdc1b3f9
5,018-left,18,left,自动官网辅证任务,OCR计划数缺口但官网有补缺线索，第一批回页核,A033,中国传媒大学,A03313,5,30,网络空间安全（AI 治理与视听安全方,,,2,5500,5500,,"物理,化学(2门科目考生均须选考方可报考)",fill_candidate,has_reusable_2026_hubei_plan_source,matched,ocr_plan_missing_official_available,,,,,,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,线索待核，不可写回字段事实,第一批回到PDF原页核同专业行，再用湖北官方系统或省招办计划确认；官网只作辅证。,M-fddc2e8a1a4582a1,FIRSTDETAIL-4a2ece3f20087581
5,018-left,18,left,P0人工字段任务,EXEC-03-高校辅证线索三方核验,A033,中国传媒大学,A03313,5,30,网络空间安全（AI 治理与视听安全方,专业计划数,,,,,,,fill_candidate,has_reusable_2026_hubei_plan_source,matched,,,false,false,M3-多源一致快速三方核验,三方线索优先核验,false,pending_manual_pdf_review,pending_hubei_official_review,pending_private_school_reading,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,线索待核，不可写回字段事实,按页列集中看PDF原页，记录私有人工读数；再用湖北官方系统或省招办计划核验字段。,M-fddc2e8a1a4582a1,FIRSTDETAIL-18f6e592f362a091
6,037-left,37,left,自动官网辅证任务,官网源未稳定匹配专业名，第一批确认专业归属,A135,山东大学,A13506,2,21,计算机类（智能软件与芯片新工科实验班：软件工程；数字媒体技术：数据科学与大数据技术；微电子科学与工程；集成电路设计与集成系统；含人工智能固际班，网安新工科创新买验班、钦件菁英班、集成电路拔尖人才培养，健坤班”、黄昆半导体英才班、微系统英才班...,,10,,,,,,unmatched,has_reusable_2026_hubei_plan_source,unmatched,not_covered,官网专业未匹配,,,,,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,线索待核，不可写回字段事实,第一批回到PDF原页核同专业行，再用湖北官方系统或省招办计划确认；官网只作辅证。,M-f7fc1e53365bb4e8,FIRSTDETAIL-f6c5e0b8b2a20f9b
6,037-left,37,left,自动官网辅证任务,官网源未稳定匹配专业名，第一批确认专业归属,A135,山东大学,A13506,3,22,电子信息类（通信电子与光电方向：通信工程；电子科学与技术：光电信息科学与工程：含米新学堂、微纳光电子科学与技术实验班、光电科创未来精英班；办学地点：青岛校区）,,8,,6600,,,,unmatched,has_reusable_2026_hubei_plan_source,unmatched,not_covered,官网专业未匹配,,,,,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,线索待核，不可写回字段事实,第一批回到PDF原页核同专业行，再用湖北官方系统或省招办计划确认；官网只作辅证。,M-8364fe2b149b7735,FIRSTDETAIL-fd40ac2674b02354
6,037-left,37,left,P0人工字段任务,EXEC-03-高校辅证线索三方核验,A135,山东大学,A13506,4,23,网络空间安全（可向密码科学与技术分流；国家一流网络安全学院建设示范项目；办学地点：青岛校区）,再选科目,,,,,,,strong_support,has_reusable_2026_hubei_plan_source,matched,,,false,false,M2-裁图OCR未稳定补读人工看图,双人复核,true,pending_manual_pdf_review,pending_hubei_official_review,pending_private_school_reading,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,线索待核，不可写回字段事实,按页列集中看PDF原页，记录私有人工读数；再用湖北官方系统或省招办计划核验字段。,M-ef0c23965ac5fa81,FIRSTDETAIL-38046516b8ae48b2
6,037-left,37,left,P0人工字段任务,EXEC-03-高校辅证线索三方核验,A135,山东大学,A13506,5,24,人工智能,再选科目,,,,,,,strong_support,has_reusable_2026_hubei_plan_source,matched,,,false,false,M2-裁图OCR未稳定补读人工看图,双人复核,true,pending_manual_pdf_review,pending_hubei_official_review,pending_private_school_reading,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,线索待核，不可写回字段事实,按页列集中看PDF原页，记录私有人工读数；再用湖北官方系统或省招办计划核验字段。,M-4cd6e063565dd7c0,FIRSTDETAIL-221bcc4dcd21e125
6,037-left,37,left,自动官网辅证任务,官网计划数与OCR候选冲突，第一批必须回页核,A135,山东大学,A13506,6,25,工程软件（含“钱七虎学堂”）,,11,2,6600,6600,化学,"物理,化学(2门科目考生均须选考方可报考)",conflict_review,has_reusable_2026_hubei_plan_source,matched,mismatch,计划数冲突,,,,,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,线索待核，不可写回字段事实,第一批回到PDF原页核同专业行，再用湖北官方系统或省招办计划确认；官网只作辅证。,M-a85b56dac30243b2,FIRSTDETAIL-a19646da8920400b
7,137-right,137,right,自动官网辅证任务,官网计划数与OCR候选冲突，第一批必须回页核,H002,浙江工业大学,H00204,1,05,生木类（士木工程、给排水科学与工程；办学地点：朝晖校区）,,4,7,6900,,化学,,conflict_review,has_reusable_2026_hubei_plan_source,matched,mismatch,计划数冲突,,,,,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,线索待核，不可写回字段事实,第一批回到PDF原页核同专业行，再用湖北官方系统或省招办计划确认；官网只作辅证。,M-b0f0f795c8848022,FIRSTDETAIL-58197f021c0a83a3
8,194-left,194,left,P0人工字段任务,EXEC-01-冲突异常立即核页,H857,北师香港浸会大学,H85702,3,09,参计学（中外合作办学）（英教学，韭英语语种考生不宜报考；办学地点：广东省珠海市）,专业计划数,,,,,,,,,,,,false,false,M0-冲突优先双人核页,双人复核,true,pending_manual_pdf_review,pending_hubei_official_review,not_applicable_no_school_field_clue,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,线索待核，不可写回字段事实,按页列集中看PDF原页，记录私有人工读数；再用湖北官方系统或省招办计划核验字段。,M-8842bf5399054ddc,FIRSTDETAIL-7ac045a60665505d
8,194-left,194,left,P0人工字段任务,EXEC-01-冲突异常立即核页,H857,北师香港浸会大学,H85702,4,10,经济学（中外合作办学）《培养应用经迹学、商业分析方向，原则上在第一学年第二学期开始前完成专业确认，英文教学，非英语语种考生不宜报考；办学地点：广东省珠海市）,专业计划数,,,,,,,,,,,,false,false,M0-冲突优先双人核页,双人复核,true,pending_manual_pdf_review,pending_hubei_official_review,not_applicable_no_school_field_clue,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,线索待核，不可写回字段事实,按页列集中看PDF原页，记录私有人工读数；再用湖北官方系统或省招办计划核验字段。,M-50cab57f432b5cdc,FIRSTDETAIL-39dc41c06356c551
8,194-left,194,left,P0人工字段任务,EXEC-01-冲突异常立即核页,H857,北师香港浸会大学,H85702,5,11,应用心理学（中外合作办学）（英文教学.非英语语种考生不宜报考；办学地点：广东省珠海市）,专业计划数,,,,,,,,,,,,false,false,M0-冲突优先双人核页,双人复核,true,pending_manual_pdf_review,pending_hubei_official_review,not_applicable_no_school_field_clue,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,线索待核，不可写回字段事实,按页列集中看PDF原页，记录私有人工读数；再用湖北官方系统或省招办计划核验字段。,M-26d2edeaf4b862a5,FIRSTDETAIL-15f16e7e9cbea148
8,194-left,194,left,P0人工字段任务,EXEC-01-冲突异常立即核页,H857,北师香港浸会大学,H85703,2,14,食品科学与工程（中外合作办学）（英文教学.非英语语种考生不宜报考；办学地点：广东省珠海市）,专业计划数,,,,,,,,,,,,false,false,M0-冲突优先双人核页,双人复核,true,pending_manual_pdf_review,pending_hubei_official_review,not_applicable_no_school_field_clue,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,线索待核，不可写回字段事实,按页列集中看PDF原页，记录私有人工读数；再用湖北官方系统或省招办计划核验字段。,M-41f9a26d1cfcd633,FIRSTDETAIL-201082e10e934fd6
8,194-left,194,left,P0人工字段任务,EXEC-02-计划数偏大重点核页,H857,北师香港浸会大学,H85703,3,15,环境科学（中外合作办学）（英文教学非英语语种考生不宜报考；办学地点：广东省珠海市）,专业计划数,,,,,,,,,,,,false,false,M0-冲突优先双人核页,双人复核,true,pending_manual_pdf_review,pending_hubei_official_review,not_applicable_no_school_field_clue,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,线索待核，不可写回字段事实,按页列集中看PDF原页，记录私有人工读数；再用湖北官方系统或省招办计划核验字段。,M-0eb0b28d721dd807,FIRSTDETAIL-fa92585c6f8f40aa
8,194-left,194,left,P0人工字段任务,EXEC-01-冲突异常立即核页,H857,北师香港浸会大学,H85703,4,16,统计学（中外合作办学）（英文教学.非英语语种考生不宜报考；办学地点：厂东省珠海市）,专业计划数,,,,,,,,,,,,false,false,M0-冲突优先双人核页,双人复核,true,pending_manual_pdf_review,pending_hubei_official_review,not_applicable_no_school_field_clue,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,线索待核，不可写回字段事实,按页列集中看PDF原页，记录私有人工读数；再用湖北官方系统或省招办计划核验字段。,M-eb2bc5f19a360334,FIRSTDETAIL-a9bba347a300c262
8,194-left,194,left,P0人工字段任务,EXEC-01-冲突异常立即核页,H857,北师香港浸会大学,H85703,5,17,数学与应用数学（中外合作办学）（英文教学.非英语语种考生不宜报考；办学地点：广东省珠海市）,专业计划数,,,,,,,,,,,,false,false,M0-冲突优先双人核页,双人复核,true,pending_manual_pdf_review,pending_hubei_official_review,not_applicable_no_school_field_clue,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,线索待核，不可写回字段事实,按页列集中看PDF原页，记录私有人工读数；再用湖北官方系统或省招办计划核验字段。,M-8a3c24bfbc59571d,FIRSTDETAIL-a27c8398f1cd4fda
9,056-left,56,left,P0人工字段任务,EXEC-02-计划数偏大重点核页,A193,陕西师范大学,A19319,1,25,数学类（民族班：数学卓应用数学（师范）：数学与应用数学（国俊班）；信息与计算科学：统计学；办学地点：雁塔A195 兰州大学（公办）（甘肃）,专业计划数,,,,,,,,,,,,false,false,M1-计划数偏大重点核页,双人复核,true,pending_manual_pdf_review,pending_hubei_official_review,not_applicable_no_school_field_clue,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,线索待核，不可写回字段事实,按页列集中看PDF原页，记录私有人工读数；再用湖北官方系统或省招办计划核验字段。,M-3ed25d6b30d1fc38,FIRSTDETAIL-d1b16ab1e2bfb550
9,056-left,56,left,自动官网辅证任务,OCR计划数缺口但官网有补缺线索，第一批回页核,A195,兰州大学,A19511,1,35,计算机科学与技术（办学地点：甘肃兰,,,3,5800,,［化学,物理和化学,fill_candidate,has_reusable_2026_hubei_plan_source,matched,ocr_plan_missing_official_available,,,,,,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,线索待核，不可写回字段事实,第一批回到PDF原页核同专业行，再用湖北官方系统或省招办计划确认；官网只作辅证。,M-294c46ae6cb755d6,FIRSTDETAIL-3fddffa420d16af2
9,056-left,56,left,P0人工字段任务,EXEC-03-高校辅证线索三方核验,A195,兰州大学,A19511,1,35,计算机科学与技术（办学地点：甘肃兰,专业计划数,,,,,,,fill_candidate,has_reusable_2026_hubei_plan_source,matched,,,false,false,M3-多源一致快速三方核验,三方线索优先核验,false,pending_manual_pdf_review,pending_hubei_official_review,pending_private_school_reading,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,线索待核，不可写回字段事实,按页列集中看PDF原页，记录私有人工读数；再用湖北官方系统或省招办计划核验字段。,M-294c46ae6cb755d6,FIRSTDETAIL-9bb3690e9f7ce659
9,056-left,56,left,自动官网辅证任务,OCR计划数缺口但官网有补缺线索，第一批回页核,A195,兰州大学,A19511,2,36,计算机科学与技术（脑机智能方向；办学地点：甘肃兰州）,,,2,5800,,,物理和化学,fill_candidate,has_reusable_2026_hubei_plan_source,matched,ocr_plan_missing_official_available,,,,,,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,线索待核，不可写回字段事实,第一批回到PDF原页核同专业行，再用湖北官方系统或省招办计划确认；官网只作辅证。,M-928c8c7935f8e9d2,FIRSTDETAIL-765f09947ed9a2d8
