下一轮组序号,下一轮建议状态,院校代码,院校名称,院校专业组代码,城市,冲稳保,专业组内专业序号,专业代号,专业名称及备注,机器家庭接受度建议,家庭可选项提示,家庭最终接受度待填,家庭最终接受度可填值,是否建议放入6专业讨论,建议6专业理由,调剂风险提示,服从调剂影响,组内调剂判断状态,家庭要回答的问题,专业偏好方向,专业角色判断,专业风险类型,再选科目OCR候选,专业计划数OCR候选,学费OCR候选,字段缺口字段,人工核验优先级,人工核验强度,是否必须100%人工核验,PDF原页核验状态,湖北官方系统核验状态,高校官网证据匹配状态,来源页码,版面列,专业行ID,第四轮候选ID
12,先核页后讨论,H375,赣东学院,H37503,抚州市,稳妥观察,5,09,自动化,勉强接受,勉强接受,待家庭确认,可接受/勉强接受/不能接受/待核后判断,false,可作为调剂容忍项，暂不优先放入6专业。,暂未见硬排除项，但仍需原页/章程闭环,可作为调剂容忍项，但必须由家庭确认是否真的能接受。,可进入调剂讨论，但需确认勉强接受专业是否真能接受,如果被调剂到该专业是否能接受,,主线偏好-工科信息制造,,,2,4350,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,161,right,M-0d05ce8806bff055,R4GROUP-a7a53ab0f4e20447
12,先核页后讨论,H375,赣东学院,H37503,抚州市,稳妥观察,6,10,智能制造工程,勉强接受,勉强接受,待家庭确认,可接受/勉强接受/不能接受/待核后判断,false,可作为调剂容忍项，暂不优先放入6专业。,暂未见硬排除项，但仍需原页/章程闭环,可作为调剂容忍项，但必须由家庭确认是否真的能接受。,可进入调剂讨论，但需确认勉强接受专业是否真能接受,如果被调剂到该专业是否能接受,,主线偏好-工科信息制造,,,2,4350,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,161,right,M-f00bf6d96ccb7d42,R4GROUP-a7a53ab0f4e20447
12,先核页后讨论,H375,赣东学院,H37503,抚州市,稳妥观察,7,11,新能源汽车工程H376 南昌航空大学科技学院（独立）（江西）,勉强接受,勉强接受,待家庭确认,可接受/勉强接受/不能接受/待核后判断,false,可作为调剂容忍项，暂不优先放入6专业。,暂未见硬排除项，但仍需原页/章程闭环,可作为调剂容忍项，但必须由家庭确认是否真的能接受。,可进入调剂讨论，但需确认勉强接受专业是否真能接受,如果被调剂到该专业是否能接受,,字段缺口待核,,,32,4350,再选科目,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,161,right,M-e981c977aa110240,R4GROUP-a7a53ab0f4e20447
13,先核限制后讨论,K005,琼台师范学院,K00505,海口市,稳妥观察,1,06,软件工程（办学地点：桂林洋校区）,可接受,可接受,待家庭确认,可接受/勉强接受/不能接受/待核后判断,true,命中当前偏好方向：计算机类相关。,组内有特殊限制待核，服从调剂前需核完整专业组,可作为6专业或调剂可接受项，仍需原页、湖北官方侧和章程闭环。,存在待核后判断专业，需先核限制/字段再判断调剂,是否愿意把该专业作为组内优先专业,计算机类相关,主线偏好-计算机/数字媒体,,化学,,4620,专业计划数,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,202,left,M-68b6096c537fec1d,R4GROUP-43251e7bdb31e3d9
13,先核限制后讨论,K005,琼台师范学院,K00505,海口市,稳妥观察,2,07,数学与应用数学（师范类；办学地点：桂林洋校区）识别红、紫各种颜色中任何一种颜色者；办学地点：桂林洋校K006 海南比勒贵尔德应用科学大学（中外）（海南）K00601海南比勒费尔德应用科学大学第01不限,可接受,可接受,待家庭确认,可接受/勉强接受/不能接受/待核后判断,true,命中当前偏好方向：师范类相关。,组内有特殊限制待核，服从调剂前需核完整专业组,可作为6专业或调剂可接受项，仍需原页、湖北官方侧和章程闭环。,存在待核后判断专业，需先核限制/字段再判断调剂,是否愿意把该专业作为组内优先专业,师范类相关,可了解-师范,,,,4620,再选科目；专业计划数,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,202,left,M-765e62d010fed49a,R4GROUP-43251e7bdb31e3d9
13,先核限制后讨论,K005,琼台师范学院,K00505,海口市,稳妥观察,3,01,经济工程（英语教学为主，非英语语种考生慎重报考）,待核后判断,待核后判断,待家庭确认,可接受/勉强接受/不能接受/待核后判断,false,限制、字段或费用核清前不放入6专业。,组内有特殊限制待核，服从调剂前需核完整专业组,限制、费用或字段未闭环前，不能判断是否可接受调剂。,存在待核后判断专业，需先核限制/字段再判断调剂,先核限制后再判断是否接受；确认语种或单科要求是否满足,,字段缺口待核,语种或单科限制,,,,再选科目；专业计划数；学费,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,202,left,M-43ef232afb4786f8,R4GROUP-43251e7bdb31e3d9
13,先核限制后讨论,K005,琼台师范学院,K00505,海口市,稳妥观察,4,02,物流工程（英语教学为主，非英语语种考生慎重报考）K00602 海南比勒费尔德应用科学大学第 02化学,待核后判断,待核后判断,待家庭确认,可接受/勉强接受/不能接受/待核后判断,false,限制、字段或费用核清前不放入6专业。,组内有特殊限制待核，服从调剂前需核完整专业组,限制、费用或字段未闭环前，不能判断是否可接受调剂。,存在待核后判断专业，需先核限制/字段再判断调剂,先核限制后再判断是否接受；确认语种或单科要求是否满足,,字段缺口待核,语种或单科限制,,,,再选科目；专业计划数；学费,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,202,left,M-304952e0a49afbdd,R4GROUP-43251e7bdb31e3d9
13,先核限制后讨论,K005,琼台师范学院,K00505,海口市,稳妥观察,5,03,计算机科学与技术（单色识别不清者不予录取：英语教学为主，非英语语种考生慎重报名）,待核后判断,待核后判断,待家庭确认,可接受/勉强接受/不能接受/待核后判断,false,限制、字段或费用核清前不放入6专业。,组内有特殊限制待核，服从调剂前需核完整专业组,限制、费用或字段未闭环前，不能判断是否可接受调剂。,存在待核后判断专业，需先核限制/字段再判断调剂,先核限制后再判断是否接受；确认体检/色觉限制是否影响；确认语种或单科要求是否满足,计算机类相关,主线偏好-计算机/数字媒体,体检或色觉限制；语种或单科限制,,,10万,再选科目；专业计划数；学费,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,202,left,M-86b686687a3d92db,R4GROUP-43251e7bdb31e3d9
13,先核限制后讨论,K005,琼台师范学院,K00505,海口市,稳妥观察,6,04,电子信息科学与技术（单色识别不清煮不予录取：英语教学为主，非英语语种考生慎重报名）,待核后判断,待核后判断,待家庭确认,可接受/勉强接受/不能接受/待核后判断,false,限制、字段或费用核清前不放入6专业。,组内有特殊限制待核，服从调剂前需核完整专业组,限制、费用或字段未闭环前，不能判断是否可接受调剂。,存在待核后判断专业，需先核限制/字段再判断调剂,先核限制后再判断是否接受；确认体检/色觉限制是否影响；确认语种或单科要求是否满足,,主线偏好-工科信息制造,体检或色觉限制；语种或单科限制,,,「10万,再选科目；专业计划数；学费,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,202,left,M-74c1aa721dde978e,R4GROUP-43251e7bdb31e3d9
13,先核限制后讨论,K005,琼台师范学院,K00505,海口市,稳妥观察,7,05,软件工程（单色识别不清者不予录取英语教学为主，非英语语种考生慎重报名）K00603海南比勒费尔德应用科学大学第03化学,待核后判断,待核后判断,待家庭确认,可接受/勉强接受/不能接受/待核后判断,false,限制、字段或费用核清前不放入6专业。,组内有特殊限制待核，服从调剂前需核完整专业组,限制、费用或字段未闭环前，不能判断是否可接受调剂。,存在待核后判断专业，需先核限制/字段再判断调剂,先核限制后再判断是否接受；确认体检/色觉限制是否影响；确认语种或单科要求是否满足,计算机类相关,主线偏好-计算机/数字媒体,体检或色觉限制；语种或单科限制,,,2,再选科目；专业计划数,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,202,left,M-1183b632693d5a5e,R4GROUP-43251e7bdb31e3d9
13,先核限制后讨论,K005,琼台师范学院,K00505,海口市,稳妥观察,8,06,电气工程与智能控制（英语教学为主，非英语语种考生慎重报名）K035 海口经济学院（民办）（海南）,待核后判断,待核后判断,待家庭确认,可接受/勉强接受/不能接受/待核后判断,false,限制、字段或费用核清前不放入6专业。,组内有特殊限制待核，服从调剂前需核完整专业组,限制、费用或字段未闭环前，不能判断是否可接受调剂。,存在待核后判断专业，需先核限制/字段再判断调剂,先核限制后再判断是否接受；确认语种或单科要求是否满足,,字段缺口待核,语种或单科限制,,,10万,再选科目；专业计划数；学费,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,202,left,M-1d948bdb8e0f5e65,R4GROUP-43251e7bdb31e3d9
14,先核页后讨论,F189,保定学院,F18905,保定市,稳妥观察,1,07,数学与应用数学（师范类）,可接受,可接受,待家庭确认,可接受/勉强接受/不能接受/待核后判断,true,命中当前偏好方向：师范类相关。,暂未见硬排除项，但仍需原页/章程闭环,可作为6专业或调剂可接受项，仍需原页、湖北官方侧和章程闭环。,可进入调剂讨论，但需确认勉强接受专业是否真能接受,是否愿意把该专业作为组内优先专业,师范类相关,可了解-师范,,,,5390,再选科目；专业计划数,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,101,right,M-a9cdb2383dd485e9,R4GROUP-b7e335896d03679f
14,先核页后讨论,F189,保定学院,F18905,保定市,稳妥观察,2,08,软件工程,可接受,可接受,待家庭确认,可接受/勉强接受/不能接受/待核后判断,true,命中当前偏好方向：计算机类相关。,暂未见硬排除项，但仍需原页/章程闭环,可作为6专业或调剂可接受项，仍需原页、湖北官方侧和章程闭环。,可进入调剂讨论，但需确认勉强接受专业是否真能接受,是否愿意把该专业作为组内优先专业,计算机类相关,主线偏好-计算机/数字媒体,,,,5390,再选科目；专业计划数,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,101,right,M-adbf733f17230445,R4GROUP-b7e335896d03679f
14,先核页后讨论,F189,保定学院,F18905,保定市,稳妥观察,3,09,份差（不把色頭、堡真疑公森照售型混别红、黄、绿、、紫各种颜色中任何一种颜色的考生）,勉强接受,勉强接受,待家庭确认,可接受/勉强接受/不能接受/待核后判断,false,可作为调剂容忍项，暂不优先放入6专业。,暂未见硬排除项，但仍需原页/章程闭环,可作为调剂容忍项，但必须由家庭确认是否真的能接受。,可进入调剂讨论，但需确认勉强接受专业是否真能接受,如果被调剂到该专业是否能接受,,字段缺口待核,,,,4900,再选科目；专业计划数,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,101,right,M-fd2f73ab505a5c0d,R4GROUP-b7e335896d03679f
14,先核页后讨论,F189,保定学院,F18905,保定市,稳妥观察,4,10,物联网工程F191 唐山师范学院（公办）（河北）,可接受,可接受,待家庭确认,可接受/勉强接受/不能接受/待核后判断,true,命中当前偏好方向：计算机类相关；师范类相关。,暂未见硬排除项，但仍需原页/章程闭环,可作为6专业或调剂可接受项，仍需原页、湖北官方侧和章程闭环。,可进入调剂讨论，但需确认勉强接受专业是否真能接受,是否愿意把该专业作为组内优先专业,计算机类相关；师范类相关,主线偏好-计算机/数字媒体,,,,4900,再选科目；专业计划数,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,101,right,M-3c11775a27ed0c0f,R4GROUP-b7e335896d03679f
15,先核页后讨论,F348,山西电子科技学院,F34801,临汾市,稳妥观察,1,01,光电信息科学与工程,勉强接受,勉强接受,待家庭确认,可接受/勉强接受/不能接受/待核后判断,false,可作为调剂容忍项，暂不优先放入6专业。,暂未见硬排除项，但仍需原页/章程闭环,可作为调剂容忍项，但必须由家庭确认是否真的能接受。,可进入调剂讨论，但需确认勉强接受专业是否真能接受,如果被调剂到该专业是否能接受,,主线偏好-工科信息制造,,「化学,,5280,专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,110,right,M-381098630fbe1e02,R4GROUP-63e7de6cd453c519
15,先核页后讨论,F348,山西电子科技学院,F34801,临汾市,稳妥观察,2,02,网络工程,可接受,可接受,待家庭确认,可接受/勉强接受/不能接受/待核后判断,true,命中当前偏好方向：计算机类相关。,暂未见硬排除项，但仍需原页/章程闭环,可作为6专业或调剂可接受项，仍需原页、湖北官方侧和章程闭环。,可进入调剂讨论，但需确认勉强接受专业是否真能接受,是否愿意把该专业作为组内优先专业,计算机类相关,主线偏好-计算机/数字媒体,,,,5280,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,110,right,M-4432e298a79ae782,R4GROUP-63e7de6cd453c519
15,先核页后讨论,F348,山西电子科技学院,F34801,临汾市,稳妥观察,3,03,智能科学与技术,可接受,可接受,待家庭确认,可接受/勉强接受/不能接受/待核后判断,true,命中当前偏好方向：计算机类相关。,暂未见硬排除项，但仍需原页/章程闭环,可作为6专业或调剂可接受项，仍需原页、湖北官方侧和章程闭环。,可进入调剂讨论，但需确认勉强接受专业是否真能接受,是否愿意把该专业作为组内优先专业,计算机类相关,主线偏好-计算机/数字媒体,,,,5280,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,110,right,M-356b1d073877b505,R4GROUP-63e7de6cd453c519
15,先核页后讨论,F348,山西电子科技学院,F34801,临汾市,稳妥观察,4,04,机械电子工程,勉强接受,勉强接受,待家庭确认,可接受/勉强接受/不能接受/待核后判断,false,可作为调剂容忍项，暂不优先放入6专业。,暂未见硬排除项，但仍需原页/章程闭环,可作为调剂容忍项，但必须由家庭确认是否真的能接受。,可进入调剂讨论，但需确认勉强接受专业是否真能接受,如果被调剂到该专业是否能接受,,主线偏好-工科信息制造,,,,5280,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,110,right,M-5b8f82e8dff108c9,R4GROUP-63e7de6cd453c519
15,先核页后讨论,F348,山西电子科技学院,F34801,临汾市,稳妥观察,5,05,电子封装技术F350 山西科技学院（公办）（山西）,勉强接受,勉强接受,待家庭确认,可接受/勉强接受/不能接受/待核后判断,false,可作为调剂容忍项，暂不优先放入6专业。,暂未见硬排除项，但仍需原页/章程闭环,可作为调剂容忍项，但必须由家庭确认是否真的能接受。,可进入调剂讨论，但需确认勉强接受专业是否真能接受,如果被调剂到该专业是否能接受,,字段缺口待核,,,16,5280,再选科目,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,110,right,M-aff67a155554bee3,R4GROUP-63e7de6cd453c519
16,优先家庭讨论,K272,六盘水师范学院,K27203,六盘水市,稳妥观察,1,03,生物科学（师范类）,可接受,可接受,待家庭确认,可接受/勉强接受/不能接受/待核后判断,true,命中当前偏好方向：师范类相关。,暂未见硬排除项，但仍需原页/章程闭环,可作为6专业或调剂可接受项，仍需原页、湖北官方侧和章程闭环。,可进入调剂讨论，但需确认勉强接受专业是否真能接受,是否愿意把该专业作为组内优先专业,师范类相关,可了解-师范,,化学,3,4200,,P2-家庭费用调剂与三方闭环核,H2-自动官网核验后人工确认,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,216,left,M-4870082daedb4ea4,R4GROUP-9fcb67becaf3ef14
16,优先家庭讨论,K272,六盘水师范学院,K27203,六盘水市,稳妥观察,2,04,数学与应用数学（师范类）,可接受,可接受,待家庭确认,可接受/勉强接受/不能接受/待核后判断,true,命中当前偏好方向：师范类相关。,暂未见硬排除项，但仍需原页/章程闭环,可作为6专业或调剂可接受项，仍需原页、湖北官方侧和章程闭环。,可进入调剂讨论，但需确认勉强接受专业是否真能接受,是否愿意把该专业作为组内优先专业,师范类相关,可了解-师范,,,2,4200,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,216,left,M-7d636a3b9a9668cc,R4GROUP-9fcb67becaf3ef14
16,优先家庭讨论,K272,六盘水师范学院,K27203,六盘水市,稳妥观察,3,05,治金工程,勉强接受,勉强接受,待家庭确认,可接受/勉强接受/不能接受/待核后判断,false,可作为调剂容忍项，暂不优先放入6专业。,暂未见硬排除项，但仍需原页/章程闭环,可作为调剂容忍项，但必须由家庭确认是否真的能接受。,可进入调剂讨论，但需确认勉强接受专业是否真能接受,如果被调剂到该专业是否能接受,,字段缺口待核,,,2,4200,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,216,left,M-74e9b3119736d79c,R4GROUP-9fcb67becaf3ef14
16,优先家庭讨论,K272,六盘水师范学院,K27203,六盘水市,稳妥观察,4,06,物联网工程,可接受,可接受,待家庭确认,可接受/勉强接受/不能接受/待核后判断,true,命中当前偏好方向：计算机类相关。,暂未见硬排除项，但仍需原页/章程闭环,可作为6专业或调剂可接受项，仍需原页、湖北官方侧和章程闭环。,可进入调剂讨论，但需确认勉强接受专业是否真能接受,是否愿意把该专业作为组内优先专业,计算机类相关,主线偏好-计算机/数字媒体,,,2,4200,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,216,left,M-1292154662be557e,R4GROUP-9fcb67becaf3ef14
17,优先家庭讨论,K757,新疆工程学院,K75703,乌鲁木齐市,稳妥观察,1,18,通信工程（信息技术产教融合合作班）,勉强接受,勉强接受,待家庭确认,可接受/勉强接受/不能接受/待核后判断,false,可作为调剂容忍项，暂不优先放入6专业。,暂未见硬排除项，但仍需原页/章程闭环,可作为调剂容忍项，但必须由家庭确认是否真的能接受。,可进入调剂讨论，但需确认勉强接受专业是否真能接受,如果被调剂到该专业是否能接受,,主线偏好-工科信息制造,,［化学,3,8500,,P2-家庭费用调剂与三方闭环核,H2-自动官网核验后人工确认,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,236,left,M-035c4f5d91c7073c,R4GROUP-89cf9bcbf473967f
17,优先家庭讨论,K757,新疆工程学院,K75703,乌鲁木齐市,稳妥观察,2,19,物联网工程（信息技术产教融合合作,可接受,可接受,待家庭确认,可接受/勉强接受/不能接受/待核后判断,true,命中当前偏好方向：计算机类相关。,暂未见硬排除项，但仍需原页/章程闭环,可作为6专业或调剂可接受项，仍需原页、湖北官方侧和章程闭环。,可进入调剂讨论，但需确认勉强接受专业是否真能接受,是否愿意把该专业作为组内优先专业,计算机类相关,主线偏好-计算机/数字媒体,,,4,8500,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,236,left,M-c970f193141878c5,R4GROUP-89cf9bcbf473967f
18,先核限制后讨论,H901,河池学院,H90105,河池市,稳妥观察,1,06,物联网工程（不招色盲；办学地点：龙,待核后判断,待核后判断,待家庭确认,可接受/勉强接受/不能接受/待核后判断,false,限制、字段或费用核清前不放入6专业。,组内有特殊限制待核，服从调剂前需核完整专业组,限制、费用或字段未闭环前，不能判断是否可接受调剂。,存在待核后判断专业，需先核限制/字段再判断调剂,先核限制后再判断是否接受；确认体检/色觉限制是否影响,计算机类相关,主线偏好-计算机/数字媒体,体检或色觉限制,【化学,3,,学费,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,197,left,M-7b64d1ec09d266fe,R4GROUP-3647cf6fb3b88ac1
18,先核限制后讨论,H901,河池学院,H90105,河池市,稳妥观察,2,07,数据科学与大数据技术（不招色盲；办学地点：龙江校区）H902 玉林师范学院（公办）（广西）,待核后判断,待核后判断,待家庭确认,可接受/勉强接受/不能接受/待核后判断,false,限制、字段或费用核清前不放入6专业。,组内有特殊限制待核，服从调剂前需核完整专业组,限制、费用或字段未闭环前，不能判断是否可接受调剂。,存在待核后判断专业，需先核限制/字段再判断调剂,先核限制后再判断是否接受；确认体检/色觉限制是否影响,计算机类相关；师范类相关,主线偏好-计算机/数字媒体,体检或色觉限制,,4600,,再选科目；专业计划数；学费,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,197,left,M-b47acdedea5260b9,R4GROUP-3647cf6fb3b88ac1
19,优先家庭讨论,C127,湖北工程学院,C12708,孝感市,稳妥观察,1,36,电气工程及其自动化,勉强接受,勉强接受,待家庭确认,可接受/勉强接受/不能接受/待核后判断,false,可作为调剂容忍项，暂不优先放入6专业。,暂未见硬排除项，但仍需原页/章程闭环,可作为调剂容忍项，但必须由家庭确认是否真的能接受。,可进入调剂讨论，但需确认勉强接受专业是否真能接受,如果被调剂到该专业是否能接受,,主线偏好-工科信息制造,,要求,95,5200,,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,75,left,M-a550959117c8cad9,R4GROUP-3d290a431cb6510e
19,优先家庭讨论,C127,湖北工程学院,C12708,孝感市,稳妥观察,2,37,自动化,勉强接受,勉强接受,待家庭确认,可接受/勉强接受/不能接受/待核后判断,false,可作为调剂容忍项，暂不优先放入6专业。,暂未见硬排除项，但仍需原页/章程闭环,可作为调剂容忍项，但必须由家庭确认是否真的能接受。,可进入调剂讨论，但需确认勉强接受专业是否真能接受,如果被调剂到该专业是否能接受,,主线偏好-工科信息制造,,,89,4000,再选科目,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,75,left,M-6ebd45eba1142add,R4GROUP-3d290a431cb6510e
19,优先家庭讨论,C127,湖北工程学院,C12708,孝感市,稳妥观察,3,38,计算机科学与技术,可接受,可接受,待家庭确认,可接受/勉强接受/不能接受/待核后判断,true,命中当前偏好方向：计算机类相关。,暂未见硬排除项，但仍需原页/章程闭环,可作为6专业或调剂可接受项，仍需原页、湖北官方侧和章程闭环。,可进入调剂讨论，但需确认勉强接受专业是否真能接受,是否愿意把该专业作为组内优先专业,计算机类相关,主线偏好-计算机/数字媒体,,化学,85,5200,,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,75,left,M-cb7f7e15b22970ee,R4GROUP-3d290a431cb6510e
20,先核页后讨论,F200,河北科技师范学院,F20002,秦皇岛市,稳妥观察,1,05,应用化学（在昌黎校区就读）,勉强接受,勉强接受,待家庭确认,可接受/勉强接受/不能接受/待核后判断,false,可作为调剂容忍项，暂不优先放入6专业。,暂未见硬排除项，但仍需原页/章程闭环,可作为调剂容忍项，但必须由家庭确认是否真的能接受。,可进入调剂讨论，但需确认勉强接受专业是否真能接受,如果被调剂到该专业是否能接受,,调剂接受度待判断,,化学,5,4900,,P2-家庭费用调剂与三方闭环核,H2-自动官网核验后人工确认,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,103,right,M-99575750ffafb866,R4GROUP-abc6b0c3be579ab0
20,先核页后讨论,F200,河北科技师范学院,F20002,秦皇岛市,稳妥观察,2,06,机械设计制造及其自动化（在开发区校区就读）,勉强接受,勉强接受,待家庭确认,可接受/勉强接受/不能接受/待核后判断,false,可作为调剂容忍项，暂不优先放入6专业。,暂未见硬排除项，但仍需原页/章程闭环,可作为调剂容忍项，但必须由家庭确认是否真的能接受。,可进入调剂讨论，但需确认勉强接受专业是否真能接受,如果被调剂到该专业是否能接受,,主线偏好-工科信息制造,,,5,5390,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,103,right,M-086570ca562efb86,R4GROUP-abc6b0c3be579ab0
20,先核页后讨论,F200,河北科技师范学院,F20002,秦皇岛市,稳妥观察,3,07,物联网工程（在秦皇岛校区就读）,可接受,可接受,待家庭确认,可接受/勉强接受/不能接受/待核后判断,true,命中当前偏好方向：计算机类相关。,暂未见硬排除项，但仍需原页/章程闭环,可作为6专业或调剂可接受项，仍需原页、湖北官方侧和章程闭环。,可进入调剂讨论，但需确认勉强接受专业是否真能接受,是否愿意把该专业作为组内优先专业,计算机类相关,主线偏好-计算机/数字媒体,,,5,4900,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,103,right,M-836b3b780c62ef3a,R4GROUP-abc6b0c3be579ab0
20,先核页后讨论,F200,河北科技师范学院,F20002,秦皇岛市,稳妥观察,4,08,数据科学与大数据技术（在秦皇岛校区就读）F201 唐山学院（公办）（河北）,可接受,可接受,待家庭确认,可接受/勉强接受/不能接受/待核后判断,true,命中当前偏好方向：计算机类相关。,暂未见硬排除项，但仍需原页/章程闭环,可作为6专业或调剂可接受项，仍需原页、湖北官方侧和章程闭环。,可进入调剂讨论，但需确认勉强接受专业是否真能接受,是否愿意把该专业作为组内优先专业,计算机类相关,主线偏好-计算机/数字媒体,,,5,4900,再选科目,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,103,right,M-27f14ebdf0689e15,R4GROUP-abc6b0c3be579ab0
21,先核限制后讨论,C151,汉江师范学院,C15108,十堰市,稳妥观察,1,24,科学教育（师范类：办学地点：校本部）,可接受,可接受,待家庭确认,可接受/勉强接受/不能接受/待核后判断,true,命中当前偏好方向：师范类相关。,组内有特殊限制待核，服从调剂前需核完整专业组,可作为6专业或调剂可接受项，仍需原页、湖北官方侧和章程闭环。,存在待核后判断专业，需先核限制/字段再判断调剂,是否愿意把该专业作为组内优先专业,师范类相关,可了解-师范,,,38,4000,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,81,left,M-1589a255f636a226,R4GROUP-5f8b2212333cd246
21,先核限制后讨论,C151,汉江师范学院,C15108,十堰市,稳妥观察,2,25,艺术教育（师范类：办学地点：校本部）,可接受,可接受,待家庭确认,可接受/勉强接受/不能接受/待核后判断,true,命中当前偏好方向：师范类相关。,组内有特殊限制待核，服从调剂前需核完整专业组,可作为6专业或调剂可接受项，仍需原页、湖北官方侧和章程闭环。,存在待核后判断专业，需先核限制/字段再判断调剂,是否愿意把该专业作为组内优先专业,师范类相关,可了解-师范,,,8,4000,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,81,left,M-736a86a4c5d51281,R4GROUP-5f8b2212333cd246
