院校代码,院校名称OCR,院校专业组代码OCR规范化,专业组号OCR,城市候选,公办民办机器线索,家庭底线属性动作,机器家庭匹配初判,调剂初判,偏好专业数,数字媒体技术专业数,计算机类相关专业数,师范类相关专业数,医学护理排除专业数,高收费或超预算专业数,特殊限制待核专业数,专业明细行数,机器筛选价值层级,是否进入机器初筛观察池,保真核验层级,历史线索分层,同代码命中年份最大值,历史最高等位分差,历史最低等位分差,来源页码,版面列,组内完整专业清单索引,机器核验下一步,人工核验下一步,不得进入原因,下一步,专业组出现ID,稳定基座专业组筛选ID
H324,江西财经大学,H32405,05,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,7,0,7,0,0,0,0,12,V1-偏好专业优先线索,true,R2-P1页列集中核,H5-历史最高线高于等位分30分以上,1,73,73,159,left,1.46 应用统计学[M-e5568f5d039e1b85]；2.47 数据科学[M-61aea14654981980]；3.48 计算机科学与技术[M-67d22092d0997deb]；4.49 网络空间安全[M-0f297a2469d18774]；5.50 人工智能[M-dd6c85c6b3d0f7a7]；6.51 数据科学与大数据技术[M-8caa4e38b8335ec1]；7.52 数据科学与大数据技术（智能量化投[M-d52367bc3a8a8723]；8.53 数据科学与大数据技术（数据科学+工商管理双学士学位复合型人才培养项目：学费每年5220+3800元，其中3800元只在第一学年和第二学年收取）[M-9c85968acf36a84e]；9.54 信息与计算科学[M-7577cae05ff74bb5]；10.55 信息与计算科学（信息与计算科学＋经济学双学士学位复合型人才培养项目：学费每年5220+3800元，其中3800完只在第一学年和第二学年收取）[M-b54a60076195dd81]；11.56 物联网工程[M-a9c66dfce6ec2965]；12.57 虚拟现实技术[M-2ff9b60356a6fe2f],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,G-c0bc80415679f53f,STABLEGROUP-1c38a1d9cec6a33a
K067,重庆邮电大学,K06704,04,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,7,0,7,0,0,0,0,18,V1-偏好专业优先线索,true,R1-P0整组先核,H5-历史最高线高于等位分30分以上,2,98,96,202,right,1.04 通信工程（拔尖创新班）[M-bc473428d1075765]；2.05 电子信息类（通信与信息类：通信工程、电子信息工程）[M-54148469d70980ff]；3.06 计算机科学与技术（拔尖创新班）[M-cf913fada1226e93]；4.07 计算机科学与技术08（智能科学与技术（拔尖创新班）[M-fe4e801c59905397]；5.09 数据科学与大数据技术（拔尖创新班）[M-3dde86325336cbdd]；6.10 计算机类（智能技术类：智能科学与技术、数据科学与大数据技术、人工智[M-3c473ef2a68da307]；7.11 机器人工程[M-5022e19477e45fab]；8.12 数据科学与大数据技术（联合学古学位项目：数据科学与大数据技术（重庆邮电大学）＋经济学（重庆工商大学）联合学士学位人才培养项目，第一、第第四学年在重庆邮电大学就读住履；舜辠箤雚噩棗塱胄交罦燚選維[M-784ff49377806b84]；9.13 自动化类（智能自动化：自动化；电气工程及其自动化、物联网工程：物联网工程专业天三、大四在两江新区仙桃数据谷就读）[M-08da89ce0d3a44f3]；10.14 智能车辆工程（大三、大四在两江新区仙桃数据谷就读）[M-dcc263db9464e79c]；11.15 电子信息类（电子工程类；光电信息科学与工程、电子科学与技术、电磁场与无线技术）[M-8629013e43abad30]；12.16 应用物理学[M-f14aa36ebdb310d0]；13.17 集成电路科学与工程（拔尖创新班）[M-9381307b78b4c7dd]；14.18 电子信息类（集成电路类：微电子科学与工程、集成电路设计与集成系统）[M-6d3df3314474d539]；15.19 机械类（电子信息制造类：机械设计制造及其自动化、智能制造工程）[M-40c1c27013573cb3]；16.20 计算机类（网络安全类；信息安全、网[M-280244a2505194fb]；17.21 数学类（数学与信息科学类；数学与应用数学、信息与计算科学）[M-e5a30f797b032b19]；18.22 信息管理与信息系统[M-ff3aa9371efb3aab],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按P0优先核PDF原页结构、字段缺口和官网冲突。,G-2b3d6d3b0ae3a43b,STABLEGROUP-8f936c8f410b18b9
K486,西安邮电大学,K48603,03,西安,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,暂不判断-组内结构异常需先核页,7,1,6,0,0,0,0,19,V1-偏好专业优先线索,true,R1-P0整组先核,H5-历史最高线高于等位分30分以上,3,94,90,226,left,1.08 计算机科学与技术（办学地点：长安校[M-b23da168ecf3a69d]；2.09 通信工程（办学地点：长安校区）[M-b26306df48aeae35]；3.10 电信工程及管理（办学地点：长安校[M-59f2fe4937c929af]；4.11 集成电路设计与集成系统（办学地点：长安校区）[M-697f5f955ecc00c8]；5.12 微电子科学与工程（办学地点：长安校[M-c3ff06ecc81ab136]；6.13 电子信息工程（办学地点：长安校区）[M-c1f8f0fd7414b38f]；7.14 电子科学与技术（办学地点：长安校[M-b55b42a0731954d9]；8.15 电磁场与无线技术（办学地点：长安校[M-da1f5a87edef49c2]；9.16 软件工程（办学地点：长安校区）[M-896f6185282057cc]；10.17 网络工程（办学地点：长安校区）[M-ba5cee9e156ea062]；11.18 数据科学与大数据技术（办学地点：长[M-eb18c68df6af2f4d]；12.19 数字媒体技术（办学地点：长安校区）[M-de96b2c78977c1f5]；13.20 电气工程及其自动化（办学地点：长安[M-216cedcbd6540689]；14.21 信息安全（办学地点：长安校区）[M-a83566d233468121]；15.22 网络空间安全（办学地点：长安校区）[M-4a6209dd341f05a5]；16.23 密码科学与技术（办学地点：长安校[M-3875a60b6b22b3fa]；17.24 信息对抗技术（办学地点：长安校区）[M-b54865ae837a800d]；18.25 新能源材料与器件（办学地点：长安校[M-9807e5b6e5757591]；19.26 邮政工程（办学地点：雁塔校区）[M-188931cfb2409b2a],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按P0优先核PDF原页结构、字段缺口和官网冲突。,G-01338c1d774310d5,STABLEGROUP-af955f667fb5c652
A179,西南财经大学,A17905,05,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,暂不判断-组内结构异常需先核页,6,0,6,0,0,0,0,24,V1-偏好专业优先线索,true,R1-P0整组先核,H5-历史最高线高于等位分30分以上,2,121,101,51,left,1.24 数辛经济（基础学科拔尖实验班：办学地点：柳林校区）[M-1f5021518f703b91]；2.25 金融学（智能金融与区块链金融；办学地点：柳林校区）[M-0c3be69afe9e1708]；3.26 金融科技（办学地点：柳林校区）[M-42b45d45469c02a8]；4.27 金融工程（办学地点：柳林校区）[M-2e2cc58e59a34655]；5.28 精算学（办学地点：柳林校区）[M-6dede26809a68938]；6.29 金壁学类（金融学：金融学（证券与期货方向）：金融学（双语实验班）：信用管理（金融智能风控）；办学地点：柳林校区）[M-3ebe253e134ace55]；7.30 金融工程（金工与数据双学位：办学地AKA◎Z更选科日点：柳林校区）[M-4a5f9569d50fa9d0]；8.31 经济学（国家经济学基础人才培养基地班；办学地点：柳林校区）[M-12f7a78307713448]；9.32 会计学（大数据会计；办学地点：柳林校区）[M-b683b5abc4ff3fc5]；10.33 审计学（大数据审计；办学地点：柳林校区）[M-49506e3da3ec9d73]；11.34 会计学（注册会计师专门化方向；办学地点：柳林校区）[M-5df90242a52f65cc]；12.3 食装产（双清实验班；办学地点：柳林[M-5ef469b2819d7640]；13.36 工商管理炎（工商管理：王商管理（双语实验班）：市场营销：供应链管理；人力资源管理；办学地点：柳林校区）[M-789bdcd4d46d401a]；14.37 财政学类（财政学：税收学；办学地点：[M-b7623b3932c67cb8]；15.38 经济与贸易类（国际商务（双语实验班）：国际经济与贸易（双语实验班）：办学地点：柳林校区）[M-96688a5dc21325f1]；16.39 金融学（经管国际化创新实验班；办学地点：柳林校区）[M-b7fd57334f5e6981]；17.40 管理科学与工程类（计算金融：大数据管理与应用；信息管理与信息系统：办学地点：柳林校区）[M-1436c34e16df8ffb]；18.41 金融数学（办学地点：柳林校区）化学[M-c000484c514d9634]；19.42 计算机科学与技术（基础学科拔尖实验班：办学地点：柳林校区）[M-ca7a5e10a16fd4c6]；20.43 数学与应用数学（基础学科拔尖实验班；办学地点：柳林校区）[M-6b82288268c0593e]；21.44 统计学类（统计学；数据科学；办学地点：柳林校区）[M-d317321eef829231]；22.45 经济统计学（办学地点：柳林校区）[M-4bacef715f1fc471]；23.46 计算机类（人工餐能；计算机科学一落术；网络空间安全；数据科学与大数据技术：办学地点：柳林校区）[M-b9912ad3f851237f]；24.47 数学与应用数学（数学与经济学双学位；办学地点：柳林校区）[M-2cbec6ed1e144ee8],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按P0优先核PDF原页结构、字段缺口和官网冲突。,G-4aca6cfd631f4790,STABLEGROUP-8d32d6a01559c66b
A002,中国人民大学,A00209,09,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,暂不判断-组内结构异常需先核页,5,0,5,0,0,0,0,11,V1-偏好专业优先线索,true,R1-P0整组先核,H5-历史最高线高于等位分30分以上,1,187,187,10,left,1.29 理科试验班（金融学与数学创新人才班：金融工程（财政金融学院金融学与数学双学位项目财政金融学院（金融学）与数学学院（数学写应用数学）共同培养：办学地点：通州校区）[M-b486376052b5b503]；2.30 理科试验班（金融与大数据技术创新人才班；金融工程（财政金融学院金融学与大数据技术双学位项目）：财政金独学院（金融学）与信息学院（数据和資亮部孝院校李业组及专业代号学与大数据技术）共同培养；办学地点：通州校区）[M-43690096e80f7e1f]；3.31 理科试验班（财政学与数学创新人才班：数学与应用数学（财政金融学院财政学与数学双学位项目）；财政金融学院（财政学）与数学学院（数学与应用数学）共同培养；办学地点：通州校区）[M-da44e00e1d67a8a9]；4.32 理科试验班（经济学与数学创新人才班；数字经济（经济学院经济学与数学双学位项目）：经济学院（经济学）与数学学院（数学与应用数学）共同培养；办学地点：通州校区）[M-772075c4b31e8fe5]；5.33 大数据管理与应用（数据资源、数据智熊方向：聚焦数据全生命周期管理、智能分析应用等核心方向：依托联合国教科文组织世界记忆项目北京学术中心等科研平台与校企实践基地：办学地点：通州校区）[M-4f7b04dcf9f3a7a7]；6.34 统计学类（数智科学家计划：经济统计学、应用统计学、统计学、数据科学大类中专业任选；办学地点：通州校35（统计学（统计与数科拔尖人才班；办学地点：通州校区）[M-6b0146c36161f5ad]；7.36 数学类（智能数学与数据计算卓越计划：数学与应用数学、数据计算及应用：无时点专业选择：学院内专业任选，毕业时认定专业；办学地点：中关村校区）[M-8769d011fd6817e0]；8.37 理科试验班类（严济慈物理学拔尖人才班：物理学；办学地点：中关村校区）[M-2e3add13af354ed1]；9.38 量子信息科学（量子信息科学包括量子计算、通讯、精密测量等；办学地点：中关村校区）[M-e6482cf4b2eaaa62]；10.39 计算机类（AI 全栈工程师计划：计算数据科学机科学与技术、信息安全、点大数据技术、信息管理与信息系统、软件工程；无时点专业选择：学院内专业任选，毕业时认定专业；办学地点：中关村校区）[M-f08659bd7c5e1c50]；11.40 计算机类（图灵计算机拔尖人才班智算方向；计算机科学与技术；办学地点：中关村校区）A003 清华大学（公办）（北京）[M-ae5f8f4c7caefb14],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按P0优先核PDF原页结构、字段缺口和官网冲突。,G-92ccac1fb5b632c6,STABLEGROUP-8da9416744587d33
A111,南京航空航天大学,A11104,04,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,暂不判断-组内结构异常需先核页,5,0,5,0,0,0,0,23,V1-偏好专业优先线索,true,R1-P0整组先核,H5-历史最高线高于等位分30分以上,2,140,131,30,left,1.09 航空航天类（包含专业：飞行器设计与工程、飞行器环境与生命保障工程、飞行器动力工程、飞行器制造工程航空航天工程：办学地点：将军路校[M-d2acff6ba3e9019c]；2.10 智能飞行器技术（办学地点：将军路校二1能源与动力工程（大飞机）（办学地点：将军路校区）[M-c536d5859db4e46a]；3.13 智能感知工程（二、三年级在常州市天目湖校区就读，三、四年级在南京市将军路校区就读）[M-6e4485b3fce4ea78]；4.14 电动载运工程（一、二年级在常州市天目湖校区就读，三、四年级在南京市将[M-60753d5a829fbe20]；5.15 电子信息类（包含专业：电子信息科学二年级在常州三、四年级在南京市天具湖校区就读，市将军路校区就读）[M-fdd5babfb8072517]；6.16 机械工程（办学地点：将军路校区）[M-de3b68fa40ed0363]；7.17 机器人工程（办学地点：将军路校区）[M-1ff03b8626a5c860]；8.18 材料科学与工程（二、二年级在常州市天具湖校区就读，三、四年级在南京市将军路校区就读）[M-8e29796f93cb15b7]；9.19 飞行器适航技术（二、二年级在常州市天具湖校区就读，三、四年级在南京市将军路校区就读）[M-2be39bcd07418c2b]；10.20 交通运输（含空管、运输、电气、机坊[M-d03e01726db73797]；11.4 个方向）（一湖校区就读，三、四年级在南京市将军[M-78fb24c88411eb37]；12.21 信息与计算科学（信息与计算科学+人工智能双学士学位培养项目）一、牵级在常州市天自湖校区就读，三、四年级在南京市将军路校区就读）[M-a79e0a08681a3391]；13.22 应用统计学（应用统计学+计算机科学星菱鑫潞炎志芙僧蝴交皮嚴後三、前年级在南京市将军路校区就读）[M-d2ec57f704d2763c]；14.23 飞行器控制与信息工程（办学地点：将军路校区）[M-c34aaa514cb85902]；15.24 软件工程（一、二年级在常州市天目湖三、四年级在南京市将军路校区就读，校区就读）[M-ba8a4b8b1ef96531]；16.25 物联网工程（一、二年级在常州市天目三、四年级在南京市将军湖校区就读，路校区就读）二年级在常州市天目湖[M-aa51363b8b63e778]；17.26 信息安全（一、校区就读，三、四年级在南京市将军路校区就读）[M-da739a479d4c5dda]；18.27 无人驾驶航空器系统工程（入学后在天目湖校区就读）[M-c97cf95b1b179511]；19.28 低空技术与工程（入学后在天目湖校区就读）[M-d037cd0f63e7bc81]；20.29 应用物理学（一、二年级在常州市天目湖校区就读，三、四年级在南京市将军路校区就读）[M-0bf1567208821024]；21.30 微电子科学与工程（集成电路设二年级在常州市天目湖校区一、就读，三、四年级在南京市将军路校区就读）資亮訴李院校专业组及专业代号[M-da721095d6adf440]；22.31 具身智能（一、二年级在常州市天目湖校区就读，三、四年级在南京市将军路校区就读）[M-406d54ecaba23822]；23.32 应用物理学（应用物理学+机器人工程双学士学位培养项目）（一、二年级在常州市天目湖校区就读，三、四年级在南京市将军路校区就读[M-e10ea5ef409bd677],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按P0优先核PDF原页结构、字段缺口和官网冲突。,G-7c12bb10035ec129,STABLEGROUP-05de5fe7281617cd
A145,中国地质大学（武汉）,A14505,05,武汉,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,暂不判断-组内结构异常需先核页,5,0,5,0,0,0,0,25,V1-偏好专业优先线索,true,R1-P0整组先核,H5-历史最高线高于等位分30分以上,2,119,97,40,right,1.10 地质学类（国家拔尖计划、国家理科基地班：地质学（国家拔尖计划、国家理科基地班））[M-dc2af3ddf7e41b8a]；2.11 地球物理学（国家拔尖计划）[M-109405eccc8ce5d1]；3.12 地质学类（背英班：食地质学、地球物理学、地球信息科学与技术，海洋科学、地理科学、资源勘查工程、水文与水资源工程、地质工程专业）14506 中国地质大学（武汉）第06组[M-bd5236570ff0b18a]；4.13 地质学类（含地质学、地球信息科学与技术专业）[M-18f6484bd1b2821b]；5.14 行星科学[M-eae5471b3652ef9c]；6.15 资源勘查工程[M-6da0bdc41673e2b4]；7.16 石油工程[M-333d6a681ac23893]；8.17 资源环境大数据工程[M-3572da3f4b5b015d]；9.18 水文与水资源工程[M-dd5e128807f7eeef]；10.19 地下水科学与工程[M-ac4af997bf348df4]；11.20 环境工程[M-f2d53883ddbd95ff]；12.21 大气科学[M-92f11d070251e622]；13.22 城市地下空间工程[M-31f75cfa45a270af]；14.23 地质工程[M-ac4c26ec03024004]；15.24 安全工程[M-59302dc88ec6d1b4]；16.25 机械设计制造及其自动化[M-11c7cd5e3183141a]；17.26 通信工程[M-cf09362b3e9d8978]；18.27 电子信息工程[M-99ff4bf82011d3e2]；19.28 机器人工程[M-4fc646ccfc00b05c]；20.29 计算机科学与技术[M-c79aabab35304fc7]；21.30 空间信息与数字技术[M-d9a4fd1a8104750b]；22.31 数据科学与大数据技术[M-4a76f70d7ec0fecd]；23.32 智能科学与技术[M-fc83343d6b155829]；24.33 软件工程[M-c6a3efe47ab351fd]；25.34 新能源科学与工程[M-9765b584b7f274b6],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按P0优先核PDF原页结构、字段缺口和官网冲突。,G-0982c5e9e2f76632,STABLEGROUP-5ddc16dc929b91b0
A157,湖南大学,A15707,07,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,暂不判断-组内结构异常需先核页,5,0,5,0,0,0,0,10,V1-偏好专业优先线索,true,R1-P0整组先核,H5-历史最高线高于等位分30分以上,2,152,117,44,left,1.19 期貨亮院校专业组及专业代号[M-bde2869d29368894]；2.25 量子信息科学[M-9954f04bac991b89]；3.26 电气工程及其自动化（含电气工程及基自动化、【（人工智能类））[M-9402654c13a7420a]；4.27 电子信息工程（含电子信息工程、测控技术与仪器，专业分流时在上述专业内任选；入校后可选拔进入工科试验班（人工智能类））[M-1e5097032b261615]；5.28 电子科学与技术（国家级一流本科专业建设点；入校后可选报进入工科试验班（人工智能类））[M-174cb08b007b50ac]；6.29 微电子科学与工程（入校后可选拔进入工科试验班（人工智能类））[M-02dd484b5786ea41]；7.30 集成电路设计与集成系统（入校后可选拔进入工科试验班（人工智能类）[M-4e78fea3dcd75871]；8.31 化学工程与工艺[M-62af6a6c40d609cf]；9.32 环境科学与工程类（环境科学；环境工程；本专业类内分流任选）[M-a9a83e9f5f0831dd]；10.33 建筑环境与能源应用工程（低碳建筑[M-dd3c2339803d59b3],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按P0优先核PDF原页结构、字段缺口和官网冲突。,G-6ce3dcaa2d7dcdcb,STABLEGROUP-c5dad621958b2676
A177,西南大学,A17723,23,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,暂缓进入主方案-组内存在特殊限制待核专业,暂不判断-特殊限制待核,5,0,5,0,0,0,2,7,V1-偏好专业优先线索,true,R1-P0整组先核,H5-历史最高线高于等位分30分以上,3,111,100,50,right,1.61 数学类（数学与盛用数学：统计学；办|学地点：北碚校区）[M-20563a4393feb654]；2.62 计算机科学与技术（不招单色识别不全考生；办学地点：北碚校区）[M-62258d8e2f4790f4]；3.63 软件工程（办学地点：北碚校区）[M-cf6c927e2d725f87]；4.64 电子信息类（电子信息工程；通信工程；不招单色识别不全考生；办学地点：北碚校区）[M-08f811722a88335b]；5.65 智能科学与技术（办学地点：北碚校[M-9ac8df6ed8ea27e3]；6.66 人工智能（办学地点：北碚校区）[M-ea2b83a50796ad3b]；7.67 数据科学与大数据技术（办学地点：北碚校区）[M-1fa833adc6be5c82],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按P0优先核PDF原页结构、字段缺口和官网冲突。,G-0382083b94624db8,STABLEGROUP-e4640f72ea4210bb
A185,西北工业大学,A18502,02,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,暂不判断-组内存在学费字段待核,5,0,5,0,0,0,0,18,V1-偏好专业优先线索,true,R1-P0整组先核,H5-历史最高线高于等位分30分以上,1,162,162,53,left,1.04 航空航天类（智慧三航拔尖班；飞行器设计与工程、飞行器控制与信息工程、飞行器动力工程、飞行器制造工程低罕技术与工程、计算机科学与技术、人工賀能、软件工程、网络空间安全、电子信息工程、集成电路设计与集成系统、水声工程、自动化、材料科学点工程；全...[M-4651f7f6cc9cfec9]；2.05 航空航天类（黄玉珊航空班；飞行器设计与工程；办学地点：长安校区）[M-8c79c92f2a3b6020]；3.06 航空航天类（航空；行器设计与工程：飞行器控制与信息工程：智能飞行器技术：专业分流时，100%类内专业任选；办学地点：长安校区）[M-b924043d62aab89b]；4.07 航空航天类（航天：飞行器设计与工程：飞行器动力工程：飞行器控制与信愿工程；智能飞行器技术：专业分流，100%类内专业任选；办学地点：长安校区）[M-31ae5cf94e9f0f84]；5.08 航空航天类（民用航空；飞行器设计与工程；飞行器控制与信息工程：低空技术与工程；专业分流时，100%类内专业任选；办学地点：长安校区）[M-361729da58a89497]；6.09 航空航天类（航宇智能制造；飞行器制造工程：微机电系统工程：机械电子工程：机械设计制造及其自动化：工业工猩：专业分流时，100%类内专业任选；办学地点：长安校区）GAKA◎Z[M-3e10fa6f70386276]；7.10 航空航天类（航宝力学国家拔尖计划班；工程力学：办学地点：长安校区）[M-54f864d44e001e0a]；8.11 航空航天类（航空发动机：飞行器动力工程：能源与动力工程：专业分流时，100%类内专业任选；办学地点：长安校区）[M-e2a39d7893859424]；9.12 海洋工程炎（黄震中海洋班；船舶与海洋工程：水声工程：信息工程：专业分流时，100%类内专业任选；办学地点：[M-1a8447f19cf7af6f]；10.13 海洋工程类（水下智能系统；船舶与海洋工程；水声工程：信息工程：海洋工程与技术；专业分流时，100%类内专业任选：办学地点：长安校区）[M-fd67db01abdd4d03]；11.14 电子信息类（电子信息；电子科学与技术；电子信息工程；探测制导与控制技术；迪信工程：专业分流时，100%类内专业任选：办学地点：长安校区）[M-13924927d26c0268]；12.15 电子信息类（集成电路；微电子科学与工程：集成电路设计与集成系统：国家示范性微电子学院，专业分流时，100%类内专业任选；办学地点：长安校区）[M-80210c681f4bdf8e]；13.16 电子信息类（柔性电子拔尖班；柔性电子学：办学地点：长安校区）[M-a708f73fe6385eed]；14.17 自动化类（自动化；电气工程及其自动化：机器人工程：专业分流时，100%类内专业任选；办学地点：长安校区）[M-8692e27b55e88dac]；15.18 计算机类（计算机；计算机科学与技术：物联网工程：数据科学与大数据技术；智能交互设计；专业分流时，100%类内专业任选：办学地点：长安校区）[M-d8f92b50b88d5a64]；16.19 计算机类（网络安全：网络空间安全信息安全：保密技术：时，100%类内专业任选：办学地点：长[M-f647d4affb458141]；17.20 计算机类（AT 与软件，软件工程…，二年级6600元/年，三、四年级按学分四年级总学分计，每学分400元，三果高学80学分：苏平地原：长安校区）[M-6d3f39bf64f84309]；18.21 人工智能（办学地点：长安校区）[M-476b0a388ed714c5],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按P0优先核PDF原页结构、字段缺口和官网冲突。,G-3ac186991abce7b2,STABLEGROUP-57ca30abc3a8ac48
A189,长安大学,A18905,05,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,暂不判断-组内结构异常需先核页,5,0,5,0,0,0,0,9,V1-偏好专业优先线索,true,R1-P0整组先核,H5-历史最高线高于等位分30分以上,3,114,94,54,right,1.19 工科试验班（智能系统；人工智能：办学地点：北校区）[M-e3b510ea808bb716]；2.20 工科试验班（计算机；计算机科学与技术；办学地点：北校区）[M-c7e221ca89de87e0]；3.21 计算机科学与技术（办学地点：北校[M-e9d1c798f5722435]；4.22 电子信息类（电子信息工程：通信工程：人工智能：本专业类内分流任选：办学地点：北校区）[M-e323140f9c9682db]；5.23 工科试验班（数智科学；人工智能：办学地点：北校区）[M-e998a14d7511bfed]；6.24 地球物理学类（地球物理与智能探测地球物理学；勘查技术写工程；本专业类内分流任选：办学地点：北校区）[M-1362bf1351d9df79]；7.25 测绘类（测绘与空天信息：测绘工程；遥感科学与技术：地理空间信息工程；本专业类内分流任选：苏学地点：北校[M-6890987498efdff0]；8.26 地理償息科学（时空智能；办学地点：北校区）[M-6bfc3c2f5f1a48f9]；9.27 数学类（数学与应用数学；信息与计算科学：本专业类内分流任选；办学地点：南校区）[M-394dde5d9ea66080],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按P0优先核PDF原页结构、字段缺口和官网冲突。,G-c14414ee02622017,STABLEGROUP-1c6989f15a02c5fd
A195,兰州大学,A19511,11,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,暂不判断-组内结构异常需先核页,5,1,4,0,0,0,0,8,V1-偏好专业优先线索,true,R1-P0整组先核,H5-历史最高线高于等位分30分以上,1,137,137,56,left,1.35 计算机科学与技术（办学地点：甘肃兰[M-294c46ae6cb755d6]；2.36 计算机科学与技术（脑机智能方向；办学地点：甘肃兰州）[M-928c8c7935f8e9d2]；3.37 计算机科学与技术（密码技术创新班；办学地点：甘肃兰州）[M-6f60d88ce3a3687e]；4.38 暨柔障惠科学与技术（办学地点：甘肃[M-24f76d15351fc6e7]；5.39 通信工程（办学地点：甘肃兰州）[M-0331ffd1db7621d2]；6.40 入工智能（办学地点：甘肃兰州）[M-ece9de1329c27d10]；7.41 数据科学与大数据技术（办学地点：甘肃兰州）[M-f7d6787fb6918e72]；8.42 数字媒体技术（办学地点：甘肃兰州）覓亮計孝院校专业组及专业代号[M-3ef576112ee9a076],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按P0优先核PDF原页结构、字段缺口和官网冲突。,G-399026bbf2fbbc18,STABLEGROUP-69865aa489261fc2
