Round4家庭说明ID,来源Round4重点55组,来源Round4暂缓65组,来源Round4优先120组,来源期号,来源PDF_SHA256,生成日期,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,家庭阅读排序,入选状态,是否进入40到60重点核验,为什么入选,为什么暂缓,暂缓主因,同梯度入选线,距同梯度入选线分差,高分暂缓标记,梯度配额标签,梯度内排序,压缩综合分,院校专业组,院校代码,院校名称,院校专业组代码,专业组号,城市,城市来源,城市口径提醒,省份,冲稳保,历史稳定性等级,与515关系,同代码命中年份数,等位分差摘要,专业匹配等级,专业方向命中摘要,完整组内专业数,接受专业数,勉强调剂专业数,待核后判断专业数,不能接受提示专业数,完整组内专业接受度摘要,调剂接受风险等级,调剂风险说明,费用限制风险,高收费或超预算专业数,公办民办机器线索,家庭底线属性动作,结构字段阻断等级,字段缺口专业行数,结构或归属未闭环专业行数,PDF原页待核专业行数,湖北官方系统待核专业行数,官网辅证命中专业行数,第一闭环明细任务数,第一闭环双人复核任务数,高校侧刷新任务数,主要阻断原因,家庭最小决策动作,核验最小动作,下一步核验动作,来源页码,版面列,第四轮候选ID,专业组出现ID,公开安全策略
R4FAMILYEXPLAIN-39522e7184a77308,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-priority-focus55-paused65-groups.csv,data/exports/issue19-round4-city-gradient-priority120-groups.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_family_explanation_board,Round4优先120组家庭阅读说明,院校专业组×入选或暂缓理由×调剂风险摘要,false,false,false,false,false,false,false,false,暂缓24,暂缓保留,false,,P4-同梯度配额外，作为备选保留；同梯度入选线76.00，本组75.25，差值-0.75；计算机/软件/AI2；计算机类2；T4-暂未见硬阻断，仍需人工接受度判断；V2-中等核验成本，保留字段缺口,P4-同梯度配额外，作为备选保留,76.00,-0.75,false,稳冲观察配额18,19,75.25,F386 内蒙古工业大学 F38603 03,F386,内蒙古工业大学,F38603,03,呼和浩特市,教育部所在地,城市只是学校所在地或机器线索；实际校区必须核第19期原页、湖北官方计划和招生章程。,内蒙古自治区,稳冲观察,H3-稳冲历史线索,515对应等位分：2025=494、2024=497、2023=481；485-481=+4；507-497=+10；490-494=-4；历史最高等位分差=10。,3,485-481=+4；507-497=+10；490-494=-4,P1-命中计算机/软件/AI,计算机/软件/AI2；计算机类2,2,2,0,0,0,接受2；勉强调剂0；待核0；不能0,T4-暂未见硬阻断，仍需人工接受度判断,暂未见硬阻断，但仍需家里逐专业确认接受度。,F1-暂未见高收费或超预算线索,0,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,S1-字段事实缺口2行,2,0,2,2,0,0,0,0,仍有计划数、学费或再选科目字段缺口。,暂不投入人工核验时间；家庭点名喜欢时再拉回。,暂缓；若后续回捞，先核完整专业组和调剂风险。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,111,right,R4GROUP-ffdd6f542651646f,G-65ebf80b76a3cd35,该说明表只用于家庭阅读和核验排序；所有组仍需PDF原页、湖北官方侧、高校章程和完整组内专业闭环。
R4FAMILYEXPLAIN-2d0e4616cac8a5a1,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-priority-focus55-paused65-groups.csv,data/exports/issue19-round4-city-gradient-priority120-groups.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_family_explanation_board,Round4优先120组家庭阅读说明,院校专业组×入选或暂缓理由×调剂风险摘要,false,false,false,false,false,false,false,false,暂缓25,暂缓保留,false,,P2-调剂或特殊限制风险较高；同梯度入选线76.00，本组74.50，差值-1.50；计算机/软件/AI3；计算机类3；T2-结构异常，先核完整组内专业；V0-高核验成本，先核页和组边界,P2-调剂或特殊限制风险较高,76.00,-1.50,false,稳冲观察配额18,20,74.50,H909 广西财经学院 H90904 04,H909,广西财经学院,H90904,04,南宁市,教育部所在地,城市只是学校所在地或机器线索；实际校区必须核第19期原页、湖北官方计划和招生章程。,广西壮族自治区,稳冲观察,H3-稳冲历史线索,515对应等位分：2025=494、2024=497、2023=481；473-481=-8；492-497=-5；498-494=+4；历史最高等位分差=4。,3,473-481=-8；492-497=-5；498-494=+4,P1-命中计算机/软件/AI,计算机/软件/AI3；计算机类3,4,3,1,0,0,接受3；勉强调剂1；待核0；不能0,T2-结构异常，先核完整组内专业,组内结构或专业归属未闭环，先核完整组内专业。,F1-暂未见高收费或超预算线索,0,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,S0-结构或归属未闭环4行,4,4,4,4,0,0,0,0,存在结构或专业组归属未闭环专业行。,暂不投入人工核验时间；家庭点名喜欢时再拉回。,暂缓；若后续回捞，先核完整专业组和调剂风险。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,198,left,R4GROUP-8f96ccd7dfbbd62f,G-475c4a184d9f8dbd,该说明表只用于家庭阅读和核验排序；所有组仍需PDF原页、湖北官方侧、高校章程和完整组内专业闭环。
R4FAMILYEXPLAIN-4d2ea188efea4080,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-priority-focus55-paused65-groups.csv,data/exports/issue19-round4-city-gradient-priority120-groups.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_family_explanation_board,Round4优先120组家庭阅读说明,院校专业组×入选或暂缓理由×调剂风险摘要,false,false,false,false,false,false,false,false,暂缓26,暂缓保留,false,,P2-调剂或特殊限制风险较高；同梯度入选线76.00，本组70.25，差值-5.75；计算机/软件/AI2；计算机类2；师范1；T1-特殊限制待核，先核章程/原页；V0-高核验成本，先核页和组边界；特殊限制待核1个,P2-调剂或特殊限制风险较高,76.00,-5.75,false,稳冲观察配额18,21,70.25,H321 宜春学院 H32107 07,H321,宜春学院,H32107,07,宜春市,教育部所在地,城市只是学校所在地或机器线索；实际校区必须核第19期原页、湖北官方计划和招生章程。,江西省,稳冲观察,H3-稳冲历史线索,515对应等位分：2025=494、2024=497、2023=481；483-481=+2；历史最高等位分差=2。,1,483-481=+2,P1-命中计算机/软件/AI,计算机/软件/AI2；计算机类2；师范1,2,1,0,1,0,接受1；勉强调剂0；待核1；不能0,T1-特殊限制待核，先核章程/原页,有体检、语种、单科、专项或章程限制待核，先看限制再谈调剂。,F1-暂未见高收费或超预算线索,0,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,S0-结构或归属未闭环1行,2,1,2,2,0,0,0,0,存在结构或专业组归属未闭环专业行。,暂不投入人工核验时间；家庭点名喜欢时再拉回。,暂缓；若后续回捞，先核完整专业组和调剂风险。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,158,left,R4GROUP-ce1703834ae3d736,G-834a4bea5026736b,该说明表只用于家庭阅读和核验排序；所有组仍需PDF原页、湖北官方侧、高校章程和完整组内专业闭环。
R4FAMILYEXPLAIN-d49a0f8d8c153683,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-priority-focus55-paused65-groups.csv,data/exports/issue19-round4-city-gradient-priority120-groups.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_family_explanation_board,Round4优先120组家庭阅读说明,院校专业组×入选或暂缓理由×调剂风险摘要,false,false,false,false,false,false,false,false,暂缓27,暂缓保留,false,,P1-专业匹配弱于当前优先方向；同梯度入选线76.00，本组62.50，差值-13.50；机械自动化4；T4-暂未见硬阻断，仍需人工接受度判断；V2-中等核验成本，保留字段缺口,P1-专业匹配弱于当前优先方向,76.00,-13.50,false,稳冲观察配额18,22,62.50,C138 湖北理工学院 C13812 12,C138,湖北理工学院,C13812,12,黄石市,教育部所在地,城市只是学校所在地或机器线索；实际校区必须核第19期原页、湖北官方计划和招生章程。,湖北省,稳冲观察,H3-稳冲历史线索,515对应等位分：2025=494、2024=497、2023=481；493-481=+12；491-497=-6；481-494=-13；历史最高等位分差=12。,3,493-481=+12；491-497=-6；481-494=-13,P3-命中备选方向,机械自动化4,4,0,4,0,0,接受0；勉强调剂4；待核0；不能0,T4-暂未见硬阻断，仍需人工接受度判断,暂未见硬阻断，但仍需家里逐专业确认接受度。,F1-暂未见高收费或超预算线索,0,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,S1-字段事实缺口3行,3,0,4,4,0,0,0,0,仍有计划数、学费或再选科目字段缺口。,暂不投入人工核验时间；家庭点名喜欢时再拉回。,暂缓；若后续回捞，先核完整专业组和调剂风险。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,79,right,R4GROUP-7c7c2754f750f063,G-b874ab6ac519bb4a,该说明表只用于家庭阅读和核验排序；所有组仍需PDF原页、湖北官方侧、高校章程和完整组内专业闭环。
R4FAMILYEXPLAIN-f023924ba1c596f8,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-priority-focus55-paused65-groups.csv,data/exports/issue19-round4-city-gradient-priority120-groups.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_family_explanation_board,Round4优先120组家庭阅读说明,院校专业组×入选或暂缓理由×调剂风险摘要,false,false,false,false,false,false,false,false,暂缓28,暂缓保留,false,,P4-同梯度配额外，作为备选保留；同梯度入选线76.00，本组62.25，差值-13.75；计算机/软件/AI1；计算机类1；T4-暂未见硬阻断，仍需人工接受度判断；V3-相对低核验成本，仍未定稿,P4-同梯度配额外，作为备选保留,76.00,-13.75,false,稳冲观察配额18,23,62.25,H671 邵阳学院 H67102 02,H671,邵阳学院,H67102,02,邵阳市,教育部所在地,城市只是学校所在地或机器线索；实际校区必须核第19期原页、湖北官方计划和招生章程。,湖南省,稳冲观察,H3-稳冲历史线索,515对应等位分：2025=494、2024=497、2023=481；503-497=+6；492-494=-2；历史最高等位分差=6。,2,503-497=+6；492-494=-2,P1-命中计算机/软件/AI,计算机/软件/AI1；计算机类1,2,1,1,0,0,接受1；勉强调剂1；待核0；不能0,T4-暂未见硬阻断，仍需人工接受度判断,暂未见硬阻断，但仍需家里逐专业确认接受度。,F1-暂未见高收费或超预算线索,0,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,S2-结构线索相对完整但仍未官方闭环,0,0,2,2,0,0,0,0,可进入分层抽检或官网后人工确认，但不能定稿。,暂不投入人工核验时间；家庭点名喜欢时再拉回。,暂缓；若后续回捞，先核完整专业组和调剂风险。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,181,right,R4GROUP-fdf608fb0dbdcd18,G-c714047bc3296171,该说明表只用于家庭阅读和核验排序；所有组仍需PDF原页、湖北官方侧、高校章程和完整组内专业闭环。
R4FAMILYEXPLAIN-058543ce766abd7b,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-priority-focus55-paused65-groups.csv,data/exports/issue19-round4-city-gradient-priority120-groups.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_family_explanation_board,Round4优先120组家庭阅读说明,院校专业组×入选或暂缓理由×调剂风险摘要,false,false,false,false,false,false,false,false,暂缓29,暂缓保留,false,,P4-同梯度配额外，作为备选保留；同梯度入选线76.00，本组61.12，差值-14.88；数字媒体技术1；T4-暂未见硬阻断，仍需人工接受度判断；V3-相对低核验成本，仍未定稿,P4-同梯度配额外，作为备选保留,76.00,-14.88,false,稳冲观察配额18,24,61.12,H775 韶关学院 H77505 05,H775,韶关学院,H77505,05,韶关市,教育部所在地,城市只是学校所在地或机器线索；实际校区必须核第19期原页、湖北官方计划和招生章程。,广东省,稳冲观察,H3-稳冲历史线索,515对应等位分：2025=494、2024=497、2023=481；478-481=-3；500-497=+3；484-494=-10；历史最高等位分差=3。,3,478-481=-3；500-497=+3；484-494=-10,P0-命中数字媒体技术,数字媒体技术1,1,1,0,0,0,接受1；勉强调剂0；待核0；不能0,T4-暂未见硬阻断，仍需人工接受度判断,暂未见硬阻断，但仍需家里逐专业确认接受度。,F1-暂未见高收费或超预算线索,0,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,S2-结构线索相对完整但仍未官方闭环,0,0,1,1,1,0,0,1,高校侧已有部分来源待结构化，或仍需继续搜索2026湖北计划。,暂不投入人工核验时间；家庭点名喜欢时再拉回。,暂缓；若后续回捞，先核完整专业组和调剂风险。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,187,right,R4GROUP-0649094bd8a9fcab,G-aed32fc724b7746b,该说明表只用于家庭阅读和核验排序；所有组仍需PDF原页、湖北官方侧、高校章程和完整组内专业闭环。
R4FAMILYEXPLAIN-671352c5840a2198,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-priority-focus55-paused65-groups.csv,data/exports/issue19-round4-city-gradient-priority120-groups.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_family_explanation_board,Round4优先120组家庭阅读说明,院校专业组×入选或暂缓理由×调剂风险摘要,false,false,false,false,false,false,false,false,暂缓30,暂缓保留,false,,P0-存在不能接受专业提示，先暂缓；组内有1个不能接受提示；同梯度入选线76.00，本组60.25，差值-15.75；计算机/软件/AI2；计算机类2；电子信息/网络1；机械自动化1；T0-有1条不能接受提示，服从调剂高风险；V0-高核验成本，先核页和组边界,P0-存在不能接受专业提示，先暂缓,76.00,-15.75,false,稳冲观察配额18,,60.25,H455 山东管理学院 H45501 01,H455,山东管理学院,H45501,01,济南市,教育部所在地,城市只是学校所在地或机器线索；实际校区必须核第19期原页、湖北官方计划和招生章程。,山东省,稳冲观察,H3-稳冲历史线索,515对应等位分：2025=494、2024=497、2023=481；498-494=+4；历史最高等位分差=4。,1,498-494=+4,P1-命中计算机/软件/AI,计算机/软件/AI2；计算机类2；电子信息/网络1；机械自动化1,6,2,3,0,1,接受2；勉强调剂3；待核0；不能1,T0-有1条不能接受提示，服从调剂高风险,存在不能接受专业提示，默认不适合无条件服从调剂。,F1-暂未见高收费或超预算线索,0,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,S0-结构或归属未闭环1行,6,1,6,6,0,0,0,0,存在结构或专业组归属未闭环专业行。,暂不投入人工核验时间；家庭点名喜欢时再拉回。,暂缓；若后续回捞，先核完整专业组和调剂风险。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,170,left,R4GROUP-280d246e8e7e5ac3,G-dcfface6881291cb,该说明表只用于家庭阅读和核验排序；所有组仍需PDF原页、湖北官方侧、高校章程和完整组内专业闭环。
R4FAMILYEXPLAIN-cf280c720d0f0032,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-priority-focus55-paused65-groups.csv,data/exports/issue19-round4-city-gradient-priority120-groups.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_family_explanation_board,Round4优先120组家庭阅读说明,院校专业组×入选或暂缓理由×调剂风险摘要,false,false,false,false,false,false,false,false,暂缓31,暂缓保留,false,,P2-调剂或特殊限制风险较高；同梯度入选线76.00，本组59.00，差值-17.00；计算机/软件/AI2；计算机类2；师范1；农业不含动物1；T1-特殊限制待核，先核章程/原页；V0-高核验成本，先核页和组边界；特殊限制待核7个,P2-调剂或特殊限制风险较高,76.00,-17.00,false,稳冲观察配额18,25,59.00,H320 上饶师范学院 H32003 03,H320,上饶师范学院,H32003,03,上饶市,教育部所在地,城市只是学校所在地或机器线索；实际校区必须核第19期原页、湖北官方计划和招生章程。,江西省,稳冲观察,H3-稳冲历史线索,515对应等位分：2025=494、2024=497、2023=481；488-481=+7；483-497=-14；477-494=-17；历史最高等位分差=7。,3,488-481=+7；483-497=-14；477-494=-17,P1-命中计算机/软件/AI,计算机/软件/AI2；计算机类2；师范1；农业不含动物1,10,2,1,7,0,接受2；勉强调剂1；待核7；不能0,T1-特殊限制待核，先核章程/原页,有体检、语种、单科、专项或章程限制待核，先看限制再谈调剂。,F1-暂未见高收费或超预算线索,0,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,S0-结构或归属未闭环9行,9,9,10,10,0,0,0,0,存在结构或专业组归属未闭环专业行。,暂不投入人工核验时间；家庭点名喜欢时再拉回。,暂缓；若后续回捞，先核完整专业组和调剂风险。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,157,right,R4GROUP-0b6dfdf3dc5e0d1b,G-18c7c3f4af6abe8d,该说明表只用于家庭阅读和核验排序；所有组仍需PDF原页、湖北官方侧、高校章程和完整组内专业闭环。
R4FAMILYEXPLAIN-61ff2edeccf2fe9e,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-priority-focus55-paused65-groups.csv,data/exports/issue19-round4-city-gradient-priority120-groups.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_family_explanation_board,Round4优先120组家庭阅读说明,院校专业组×入选或暂缓理由×调剂风险摘要,false,false,false,false,false,false,false,false,暂缓32,暂缓保留,false,,P4-同梯度配额外，作为备选保留；同梯度入选线76.00，本组58.75，差值-17.25；计算机/软件/AI1；计算机类1；T4-暂未见硬阻断，仍需人工接受度判断；V3-相对低核验成本，仍未定稿,P4-同梯度配额外，作为备选保留,76.00,-17.25,false,稳冲观察配额18,26,58.75,H375 赣东学院 H37502 02,H375,赣东学院,H37502,02,抚州市,教育部所在地,城市只是学校所在地或机器线索；实际校区必须核第19期原页、湖北官方计划和招生章程。,江西省,稳冲观察,H3-稳冲历史线索,515对应等位分：2025=494、2024=497、2023=481；485-481=+4；493-497=-4；487-494=-7；历史最高等位分差=4。,3,485-481=+4；493-497=-4；487-494=-7,P1-命中计算机/软件/AI,计算机/软件/AI1；计算机类1,2,1,1,0,0,接受1；勉强调剂1；待核0；不能0,T4-暂未见硬阻断，仍需人工接受度判断,暂未见硬阻断，但仍需家里逐专业确认接受度。,F1-暂未见高收费或超预算线索,0,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,S2-结构线索相对完整但仍未官方闭环,0,0,2,2,0,0,0,0,可进入分层抽检或官网后人工确认，但不能定稿。,暂不投入人工核验时间；家庭点名喜欢时再拉回。,暂缓；若后续回捞，先核完整专业组和调剂风险。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,161,right,R4GROUP-5179efdf0031ccff,G-f1ea4a3a2bc0d286,该说明表只用于家庭阅读和核验排序；所有组仍需PDF原页、湖北官方侧、高校章程和完整组内专业闭环。
R4FAMILYEXPLAIN-d0c87f0dab3ae512,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-priority-focus55-paused65-groups.csv,data/exports/issue19-round4-city-gradient-priority120-groups.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_family_explanation_board,Round4优先120组家庭阅读说明,院校专业组×入选或暂缓理由×调剂风险摘要,false,false,false,false,false,false,false,false,暂缓33,暂缓保留,false,,P4-同梯度配额外，作为备选保留；同梯度入选线76.00，本组57.50，差值-18.50；计算机/软件/AI1；计算机类1；T4-暂未见硬阻断，仍需人工接受度判断；V2-中等核验成本，保留字段缺口,P4-同梯度配额外，作为备选保留,76.00,-18.50,false,稳冲观察配额18,27,57.50,H576 南阳理工学院 H57609 09,H576,南阳理工学院,H57609,09,南阳市,教育部所在地,城市只是学校所在地或机器线索；实际校区必须核第19期原页、湖北官方计划和招生章程。,河南省,稳冲观察,H3-稳冲历史线索,515对应等位分：2025=494、2024=497、2023=481；482-481=+1；506-497=+9；499-494=+5；历史最高等位分差=9。,3,482-481=+1；506-497=+9；499-494=+5,P1-命中计算机/软件/AI,计算机/软件/AI1；计算机类1,2,1,1,0,0,接受1；勉强调剂1；待核0；不能0,T4-暂未见硬阻断，仍需人工接受度判断,暂未见硬阻断，但仍需家里逐专业确认接受度。,F1-暂未见高收费或超预算线索,0,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,S1-字段事实缺口1行,1,0,2,2,0,0,0,0,仍有计划数、学费或再选科目字段缺口。,暂不投入人工核验时间；家庭点名喜欢时再拉回。,暂缓；若后续回捞，先核完整专业组和调剂风险。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,177,left,R4GROUP-f916f9e3f3b8266a,G-b81298ecd508926b,该说明表只用于家庭阅读和核验排序；所有组仍需PDF原页、湖北官方侧、高校章程和完整组内专业闭环。
R4FAMILYEXPLAIN-14ddea6bca093eae,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-priority-focus55-paused65-groups.csv,data/exports/issue19-round4-city-gradient-priority120-groups.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_family_explanation_board,Round4优先120组家庭阅读说明,院校专业组×入选或暂缓理由×调剂风险摘要,false,false,false,false,false,false,false,false,暂缓34,暂缓保留,false,,P1-专业匹配弱于当前优先方向；同梯度入选线76.00，本组57.25，差值-18.75；机械自动化3；T4-暂未见硬阻断，仍需人工接受度判断；V2-中等核验成本，保留字段缺口,P1-专业匹配弱于当前优先方向,76.00,-18.75,false,稳冲观察配额18,28,57.25,C127 湖北工程学院 C12705 05,C127,湖北工程学院,C12705,05,孝感市,教育部所在地,城市只是学校所在地或机器线索；实际校区必须核第19期原页、湖北官方计划和招生章程。,湖北省,稳冲观察,H3-稳冲历史线索,515对应等位分：2025=494、2024=497、2023=481；475-481=-6；488-497=-9；502-494=+8；历史最高等位分差=8。,3,475-481=-6；488-497=-9；502-494=+8,P3-命中备选方向,机械自动化3,6,0,6,0,0,接受0；勉强调剂6；待核0；不能0,T4-暂未见硬阻断，仍需人工接受度判断,暂未见硬阻断，但仍需家里逐专业确认接受度。,F1-暂未见高收费或超预算线索,0,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,S1-字段事实缺口5行,5,0,6,6,0,0,0,0,仍有计划数、学费或再选科目字段缺口。,暂不投入人工核验时间；家庭点名喜欢时再拉回。,暂缓；若后续回捞，先核完整专业组和调剂风险。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,74,right,R4GROUP-e8329f1083c97881,G-7beded86a24638b0,该说明表只用于家庭阅读和核验排序；所有组仍需PDF原页、湖北官方侧、高校章程和完整组内专业闭环。
R4FAMILYEXPLAIN-6886ace61e5f92f9,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-priority-focus55-paused65-groups.csv,data/exports/issue19-round4-city-gradient-priority120-groups.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_family_explanation_board,Round4优先120组家庭阅读说明,院校专业组×入选或暂缓理由×调剂风险摘要,false,false,false,false,false,false,false,false,暂缓35,暂缓保留,false,,P1-专业匹配弱于当前优先方向；同梯度入选线76.00，本组52.75，差值-23.25；机械自动化2；T4-暂未见硬阻断，仍需人工接受度判断；V2-中等核验成本，保留字段缺口,P1-专业匹配弱于当前优先方向,76.00,-23.25,false,稳冲观察配额18,29,52.75,H436 泰山学院 H43603 03,H436,泰山学院,H43603,03,泰安市,教育部所在地,城市只是学校所在地或机器线索；实际校区必须核第19期原页、湖北官方计划和招生章程。,山东省,稳冲观察,H3-稳冲历史线索,515对应等位分：2025=494、2024=497、2023=481；485-481=+4；494-497=-3；475-494=-19；历史最高等位分差=4。,3,485-481=+4；494-497=-3；475-494=-19,P3-命中备选方向,机械自动化2,2,0,2,0,0,接受0；勉强调剂2；待核0；不能0,T4-暂未见硬阻断，仍需人工接受度判断,暂未见硬阻断，但仍需家里逐专业确认接受度。,F1-暂未见高收费或超预算线索,0,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,S1-字段事实缺口2行,2,0,2,2,0,0,0,0,仍有计划数、学费或再选科目字段缺口。,暂不投入人工核验时间；家庭点名喜欢时再拉回。,暂缓；若后续回捞，先核完整专业组和调剂风险。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,168,left,R4GROUP-e3075e714c29a3d8,G-bb425cdd87e5e103,该说明表只用于家庭阅读和核验排序；所有组仍需PDF原页、湖北官方侧、高校章程和完整组内专业闭环。
R4FAMILYEXPLAIN-56c6b71a1ec1bbb2,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-priority-focus55-paused65-groups.csv,data/exports/issue19-round4-city-gradient-priority120-groups.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_family_explanation_board,Round4优先120组家庭阅读说明,院校专业组×入选或暂缓理由×调剂风险摘要,false,false,false,false,false,false,false,false,暂缓36,暂缓保留,false,,P4-同梯度配额外，作为备选保留；同梯度入选线76.00，本组52.50，差值-23.50；师范1；T4-暂未见硬阻断，仍需人工接受度判断；V2-中等核验成本，保留字段缺口,P4-同梯度配额外，作为备选保留,76.00,-23.50,false,稳冲观察配额18,30,52.50,F485 鞍山师范学院 F48503 03,F485,鞍山师范学院,F48503,03,鞍山市,教育部所在地,城市只是学校所在地或机器线索；实际校区必须核第19期原页、湖北官方计划和招生章程。,辽宁省,稳冲观察,H3-稳冲历史线索,515对应等位分：2025=494、2024=497、2023=481；495-494=+1；历史最高等位分差=1。,1,495-494=+1,P2-命中电子信息/网络或师范,师范1,2,1,1,0,0,接受1；勉强调剂1；待核0；不能0,T4-暂未见硬阻断，仍需人工接受度判断,暂未见硬阻断，但仍需家里逐专业确认接受度。,F1-暂未见高收费或超预算线索,0,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,S1-字段事实缺口2行,2,0,2,2,0,0,0,0,仍有计划数、学费或再选科目字段缺口。,暂不投入人工核验时间；家庭点名喜欢时再拉回。,暂缓；若后续回捞，先核完整专业组和调剂风险。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,116,right,R4GROUP-139a76cc3e078d00,G-372d6322e7ddaff7,该说明表只用于家庭阅读和核验排序；所有组仍需PDF原页、湖北官方侧、高校章程和完整组内专业闭环。
