重点核验序号,重点核验状态,压缩结论,入选或暂缓理由,城市偏好提示,核验优先级,建议家庭动作,是否可作为定稿依据,组内硬排除专业数,城市,院校代码,院校名称,院校专业组代码,冲稳保,历史线索分层,同代码命中年份数,2025投档分,2025等位分差,2024投档分,2024等位分差,2023投档分,2023等位分差,专业明细行数,数字媒体技术专业数,计算机类相关专业数,计算机AI软件专业数,电子信息网络专业数,机械自动化机器人专业数,师范类相关专业数,环境工程科学专业数,农业不含动物相关专业数,工商旅游管理专业数,特殊限制待核专业数,调剂初判,完整专业组接受度初判,组内专业摘录,办学地点线索,来源页码,版面列,机器核验下一步,人工核验下一步,下一步核验动作,专业组出现ID,第四轮候选ID
,暂缓,暂缓保留在Round4优先120组备选,冲刺观察本轮名额已优先用于分数/方向/城市综合分更高的组；存在特殊限制待核，先不占用第一核验位,次级可讨论城市：天津市,P3-冲刺择优核,暂不投入人工核验时间；家庭点名喜欢时再拉回,false,0,天津市,F105,天津城建大学,F10504,冲刺观察,H4-历史最高线高于等位分16-30分,2,521,521-494=+27,516,516-497=+19,,,19,0,2,2,2,1,0,1,0,0,5,暂不判断-特殊限制待核,主线机器门禁通过，仍需完整专业组人工核验。,1.08 土木工程[M-48b011eab3010b71]；2.09 城市地下空间工程[M-732547eeb37fccc0]；3.10 道路桥梁与波河工程[M-28b013f83ad66c66]；4.11 港口航道与海岸工程[M-459b1b6da6d9f90c]；5.12 交通工程（不招色盲、单色不识别的考[M-54fe9d41d6370f34]；6.13 建筑环境与能源应用工程[M-0a9b4a1452c0e556]；7.14 材料科学与工程（不招色弱、色盲、单色不识别的考生）[M-9f3a650d84f661b3]；8.15 智能材料与结构[M-5f243d27c4c8e03e]；9.16 给排水科学与工程[M-21290ebfd0f9ee30]；10.17 环境工程（不招色弱、色盲、单色不识别的考生）[M-873c73b2b5c15325]；11.18 电子信息类（电子信息工程：电子信息科学与技术）[M-c90e083e3eb2a107]；12.19 计算机类（计算机科学与技术：网络工程；物联网工程）[M-125023deb34979c0]；13.20 测绘工程[M-4f42757ffccc8129]；14.21 遥感科学与技术[M-16176809987ff4ba]；15.22 应用物理学（不招色盲、单色不识别的院校专业组及专业代号考生）[M-bc923687edbdd7a3]；16.23 应用化学（不招色弱、色盲、单色不识别的考生）[M-93b7f6dd8724bd60]；17.24 智能建造[M-b63c0127640e7182]；18.25 人工智能[M-080c39efbb1ee971]；19.26 智能制造工程[M-12487beb5d4f2172],,96,right,按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,G-79700ef52987db73,R4GROUP-0722c187467f09b3
,暂缓,暂缓保留在Round4优先120组备选,稳冲观察本轮名额已优先用于分数/方向/城市综合分更高的组；城市未命中当前优先城市，只保留为备选,非当前优先城市；只作为录取梯度、学校和专业匹配讨论,P2-稳冲择优核,暂不投入人工核验时间；家庭点名喜欢时再拉回,false,0,抚州市,H375,赣东学院,H37502,稳冲观察,H3-历史最高线高于等位分15分内,3,487,487-494=-7,493,493-497=-4,485,485-481=+4,2,0,1,1,0,0,0,0,0,0,0,可进入人工调剂接受度判断,主线机器门禁通过，仍需完整专业组人工核验。,1.03 工程管理（1）肢体残疾（不继续恶化）；（2）任何一眼矫正到4.8镜片度教大于800度的草符奋以上两种道形的考生，建议慎重报考测绘工程、遥感科学与技术、智能建造及工程管理专[M-d68a7def3a439733]；2.04 大数据管理与应用[M-9508373f76efd761],,161,right,先自动核高校官网/章程来源，再人工确认费用、校区、调剂范围。,官网只作辅证，不能替代湖北省招办计划。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,G-f1ea4a3a2bc0d286,R4GROUP-5179efdf0031ccff
,暂缓,暂缓保留在Round4优先120组备选,稳冲观察本轮名额已优先用于分数/方向/城市综合分更高的组；城市未命中当前优先城市，只保留为备选,非当前优先城市；只作为录取梯度、学校和专业匹配讨论,P2-稳冲择优核,暂不投入人工核验时间；家庭点名喜欢时再拉回,false,0,南阳市,H576,南阳理工学院,H57609,稳冲观察,H3-历史最高线高于等位分15分内,3,499,499-494=+5,506,506-497=+9,482,482-481=+1,2,0,1,1,0,0,0,0,0,0,0,可进入人工调剂接受度判断,主线机器门禁通过，仍需完整专业组人工核验。,1.16 人工智能[M-9459fc08dfb3647c]；2.17 工业软件[M-907fc6e08b784e38],,177,left,按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,G-b81298ecd508926b,R4GROUP-f916f9e3f3b8266a
,暂缓,暂缓保留在Round4优先120组备选,稳妥观察本轮名额已优先用于分数/方向/城市综合分更高的组；城市未命中当前优先城市，只保留为备选；当前专业方向匹配较弱,非当前优先城市；只作为录取梯度、学校和专业匹配讨论,P1-稳妥主力先核,暂不投入人工核验时间；家庭点名喜欢时再拉回,false,0,太原市,F309,太原学院,F30904,稳妥观察,H2-历史最高线不高于等位分,3,488,488-494=-6,494,494-497=-3,480,480-481=-1,5,0,0,0,0,0,0,0,0,2,0,可进入人工调剂接受度判断,主线机器门禁通过，仍需完整专业组人工核验。,1.06 建筑学（办学地点：汾东校区）[M-218e68917c3833a4]；2.07 风景园林（办学地点：汾东校区）[M-19c8379027ab07be]；3.08 跨境电子商务（办学地点：汾东校区）[M-78f006377c8a154c]；4.09 酒店管理（办学地点：汾东校区）[M-dbfd19d99772f1f9]；5.10 旅游管理与服务教育（办学地点：汾东[M-212ed13e690672b1],汾东校区,109,right,按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,G-23496a0b3d52eaac,R4GROUP-d9581be34bf267ae
,暂缓,暂缓保留在Round4优先120组备选,稳冲观察本轮名额已优先用于分数/方向/城市综合分更高的组；城市未命中当前优先城市，只保留为备选,非当前优先城市；只作为录取梯度、学校和专业匹配讨论,P2-稳冲择优核,暂不投入人工核验时间；家庭点名喜欢时再拉回,false,0,孝感市,C127,湖北工程学院,C12705,稳冲观察,H3-历史最高线高于等位分15分内,3,502,502-494=+8,488,488-497=-9,475,475-481=-6,6,0,0,0,0,3,0,0,0,0,0,可进入人工调剂接受度判断,主线机器门禁通过，仍需完整专业组人工核验。,1.21 新能源材料与器件[M-4fbd8284ccbc52a8]；2.22 高分子材料与工程[M-6292ed24fdaa8446]；3.23 材料科学与工程[M-b567e10bebb5026d]；4.24 机械设计制造及其自动化[M-dd009e5ade8b08d3]；5.25 机械电子工程[M-789b80c0c5b843d5]；6.26 智能制造工程[M-f7002ffdeb600577],,74,right,按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,G-7beded86a24638b0,R4GROUP-e8329f1083c97881
,暂缓,暂缓保留在Round4优先120组备选,冲刺观察本轮名额已优先用于分数/方向/城市综合分更高的组；城市未命中当前优先城市，只保留为备选；存在特殊限制待核，先不占用第一核验位,非当前优先城市；只作为录取梯度、学校和专业匹配讨论,P3-冲刺择优核,暂不投入人工核验时间；家庭点名喜欢时再拉回,false,0,景德镇市,H315,景德镇陶瓷大学,H31502,冲刺观察,H4-历史最高线高于等位分16-30分,2,520,520-494=+26,519,519-497=+22,,,11,0,2,2,1,1,0,1,1,0,5,暂不判断-特殊限制待核,主线机器门禁通过，仍需完整专业组人工核验。,1.03 无机非金属材料工程（除患有《普通高等学校招生体检工作指导意见》中第一部分所列严重疾病（严重心脏病、軍症支气管扩张、恶性肿瘤、严重精神单色病等）者学校不予录取外，色盲、识别不全均不予录取：办学地点：湘湖校区）[M-dafaa1f0250c2d7a]；2.04 环境工程（除患有《普通高等学校招生G◎◎[M-e2867b6e6e3ebf2f]；3.K AA完校代号体检工作指导意见》中第一部分所列严重疾病（严重心脏病、重症支气營扩张、恶性肿瘤、严車精神病等）者学校不千录取外，色弱、色育、单色识别不全均不予录取；办学地点：湘湖校区）[M-c50ea7f2fdfa8caf]；4.05 材料化学（除患有《普通高等学校招生体检工作指导意见，中第一部分所烈严童疾病（严重心脏病、重症支气管扩张、恶性肿瘤、严重精神病等）煮学校不予录取外，色弱、色直、单色识别不全均不予录取：办学地点：湘湖校区[M-aacaeb292c0f00f1]；5.06 材料物理（除患有《普通高等学校招生体检工作指导意见》中第一部分所列严童疾病（严重心脏病、重症支气管扒张、恶性肿瘤、严重精神病签）煮学校不子录取外，色真、单色识别不全均不予录取；办学地点：湘湖校区）[M-a62d61c712ae03d6]；6.07 粉体材料科学与工程（办学地点：湘湖[M-8a8ceef709511ea3]；7.08 新能源材料与器件（办学地点：湘湖校[M-be8e56aa63631336]；8.09 机械设计制造及其自动化（办学地点：湘湖校区）[M-d6c91e9235b8bcea]；9.10 电子科学与技术（办学地点：湘湖校计算机科学与技术（除患有《普通高等学校招生体检工作指导意见〉中第部分所列严重疾病（严重心脏病、重症恶性肿瘤、黑重精神病支气管扩张示器上识别红、一颜色数码/字母者不予录取；办学地点：湘湖校区）[M-affa333b6ee166d5]；10.12 信息与计算科学（办学地点：湘湖校[M-4217a77c4b4d180d]；11.13 人工智能（办学地点：湘湖校区）H316江西农业大学（公办）（江西）[M-821a212944c32d0a],湘湖校区,155,left,按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,G-95b37b0322d929ba,R4GROUP-acf429f9acde2bd4
,暂缓,暂缓保留在Round4优先120组备选,稳妥观察本轮名额已优先用于分数/方向/城市综合分更高的组；城市未命中当前优先城市，只保留为备选,非当前优先城市；只作为录取梯度、学校和专业匹配讨论,P1-稳妥主力先核,暂不投入人工核验时间；家庭点名喜欢时再拉回,false,0,通辽市,F390,内蒙古民族大学,F39006,稳妥观察,H2-历史最高线不高于等位分,3,476,476-494=-18,491,491-497=-6,477,477-481=-4,1,0,0,0,0,0,1,0,0,0,0,可进入人工调剂接受度判断,主线机器门禁通过，仍需完整专业组人工核验。,1.06 数学与应用数学（师范类）[M-d2ea777bab423b9f],,112,left,先自动核高校官网/章程来源，再人工确认费用、校区、调剂范围。,官网只作辅证，不能替代湖北省招办计划。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,G-f85de90dd826524a,R4GROUP-ff9c19cf1736cc9e
,暂缓,暂缓保留在Round4优先120组备选,冲刺观察本轮名额已优先用于分数/方向/城市综合分更高的组；城市未命中当前优先城市，只保留为备选,非当前优先城市；只作为录取梯度、学校和专业匹配讨论,P3-冲刺择优核,暂不投入人工核验时间；家庭点名喜欢时再拉回,false,0,咸阳市,K439,西藏民族大学,K43907,冲刺观察,H4-历史最高线高于等位分16-30分,2,506,506-494=+12,,,500,500-481=+19,2,0,2,2,0,0,0,0,0,0,0,暂不判断-组内存在学费字段待核,主线机器门禁通过，仍需完整专业组人工核验。,1.07 数据科学与大数据技术（办学地点：泰[M-cd820567180aca41]；2.08 计算机科学与技术（办学地点：秦汉校[M-d432e2f5901f3f20],,222,left,按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,G-58dd4a55117d1609,R4GROUP-a9a23f5281cdf7de
,暂缓,暂缓保留在Round4优先120组备选,冲刺观察本轮名额已优先用于分数/方向/城市综合分更高的组；城市未命中当前优先城市，只保留为备选,非当前优先城市；只作为录取梯度、学校和专业匹配讨论,P3-冲刺择优核,暂不投入人工核验时间；家庭点名喜欢时再拉回,false,0,哈尔滨市,F699,哈尔滨商业大学,F69902,冲刺观察,H4-历史最高线高于等位分16-30分,2,507,507-494=+13,513,513-497=+16,,,10,0,1,1,0,0,0,0,0,3,0,可进入人工调剂接受度判断,主线机器门禁通过，仍需完整专业组人工核验。,1.06 经济统计学（办学地点：北校区）[M-7cbfe07e07dc5a11]；2.07 金融学（办学地点：北校区）[M-b4dea31419120354]；3.08 金融工程（办学地点：北校区）[M-78ed397b4d596205]；4.09 人力资源管理（办学地点：北校区）[M-22cfeefa12e74ab7]；5.10 物流管理（办学地点：北校区）[M-031300bc819e2ac6]；6.1 物流工程（办学地点：北校区）[M-3808401bd037bbfc]；7.12 质量管理工程（办学地点：北校区）[M-3306d4513abbe8ca]；8.13 审计学（办学地点：北校区）[M-99650d2b77868ac7]；9.14 大数据管理与应用（办学地点：北校[M-d8895a1870ff420d]；10.15 数字经济（办学地点：北校区）[M-277c4e83ff93e184],北校区,127,left,按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,G-6c6ce1b442e36fab,R4GROUP-69799a46df04f377
,暂缓,暂缓保留在Round4优先120组备选,冲刺观察本轮名额已优先用于分数/方向/城市综合分更高的组；城市未命中当前优先城市，只保留为备选,非当前优先城市；只作为录取梯度、学校和专业匹配讨论,P3-冲刺择优核,暂不投入人工核验时间；家庭点名喜欢时再拉回,false,0,襄阳市,C126,湖北文理学院,C12609,冲刺观察,H4-历史最高线高于等位分16-30分,3,494,494-494=+0,516,516-497=+19,494,494-481=+13,4,0,2,2,0,2,0,0,0,0,0,暂不判断-组内结构异常需先核页,组内结构需先核,1.34 人工智能（办学地点：隆中校区）[M-8a9c705440f7afe4]；2.35 自动化（办学地点：隆中校区）[M-a8c043a95a20ff19]；3.36 机器人工程（办学地点：隆中校区）[M-b98f1fdd0221efc3]；4.37 计算机科学与技术（办学地点：隆中校[M-e76c588b082b086e],隆中校区,74,right,按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,G-549fc1c3efa7b73a,R4GROUP-6a00f41d0828a9c0
,暂缓,暂缓保留在Round4优先120组备选,组内存在1条当前硬排除或医学护理相关风险，服从调剂前先暂缓；稳妥观察本轮名额已优先用于分数/方向/城市综合分更高的组；城市未命中当前优先城市，只保留为备选,非当前优先城市；只作为录取梯度、学校和专业匹配讨论,P1-稳妥主力先核,暂不投入人工核验时间；家庭点名喜欢时再拉回,false,1,牡丹江市,F695,牡丹江师范学院,F69503,稳妥观察,H2-历史最高线不高于等位分,2,476,476-494=-18,,,479,479-481=-2,5,0,1,1,0,1,2,0,0,0,0,调剂风险线索-组内存在默认不能接受专业,主线机器门禁通过，仍需完整专业组人工核验。,1.09 数学与应用数学（师范类）[M-e65e734dbe9e91bf]；2.10 物理学（师范类）卫化学（师范类）[M-06e9731bd8ee2306]；3.12 电气工程及其自动化[M-7313a86fa7b77a8e]；4.13 计算机科学与技术[M-58932073000bff72]；5.14 制药工程F696 哈尔滨学院（公办）（黑龙江）[M-a9998e46d8e8e07f],,126,right,先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,G-60ad8ed657dfa7f2,R4GROUP-f78df807ba203c16
,暂缓,暂缓保留在Round4优先120组备选,冲刺观察本轮名额已优先用于分数/方向/城市综合分更高的组；城市未命中当前优先城市，只保留为备选；存在特殊限制待核，先不占用第一核验位,非当前优先城市；只作为录取梯度、学校和专业匹配讨论,P3-冲刺择优核,暂不投入人工核验时间；家庭点名喜欢时再拉回,false,0,黄冈市,C118,黄冈师范学院,C11808,冲刺观察,H4-历史最高线高于等位分16-30分,2,,,492,492-497=-5,499,499-481=+18,10,0,0,0,0,0,7,0,0,0,3,暂不判断-特殊限制待核,主线机器门禁通过，仍需完整专业组人工核验。,1.29 教育技术学（师范类）[M-81164f3f40ef578f]；2.30 学前教育（师范炎）[M-30e2fb00c1592bbd]；3.3 小学教育（师范类）[M-f136610b9fc2e5a7]；4.32 应用心理学（师范类）[M-09bec50f4af0723b]；5.33 汉语言文学（师范类）[M-17bca16508f6cbcd]；6.34 汉语国际教育[M-5f3829926e101ab5]；7.35 历史学（师范类）[M-ab7347d8d5ef6c47]；8.36 日语（外语语种：不限）[M-a4725ee2825f4c8b]；9.37 英语（师范类：外语语种：英语）[M-5cc00319024cc90f]；10.38 商务英语（外语语种：英语）[M-c1ea948209de066b],,73,left,按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,G-aef998ba18d1e5ed,R4GROUP-5d9ad2268dc0bcf8
,暂缓,暂缓保留在Round4优先120组备选,稳冲观察本轮名额已优先用于分数/方向/城市综合分更高的组；城市未命中当前优先城市，只保留为备选,非当前优先城市；只作为录取梯度、学校和专业匹配讨论,P2-稳冲择优核,暂不投入人工核验时间；家庭点名喜欢时再拉回,false,0,泰安市,H436,泰山学院,H43603,稳冲观察,H3-历史最高线高于等位分15分内,3,475,475-494=-19,494,494-497=-3,485,485-481=+4,2,0,0,0,0,2,0,0,0,0,0,可进入人工调剂接受度判断,主线机器门禁通过，仍需完整专业组人工核验。,1.04 机械设计制造及其自动化[M-c3f64ec9d8de64a6]；2.05 智能制造工程[M-8db50e9c0687e13f],,168,left,按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,G-bb425cdd87e5e103,R4GROUP-e3075e714c29a3d8
,暂缓,暂缓保留在Round4优先120组备选,稳冲观察本轮名额已优先用于分数/方向/城市综合分更高的组；城市未命中当前优先城市，只保留为备选,非当前优先城市；只作为录取梯度、学校和专业匹配讨论,P2-稳冲择优核,暂不投入人工核验时间；家庭点名喜欢时再拉回,false,0,鞍山市,F485,鞍山师范学院,F48503,稳冲观察,H3-历史最高线高于等位分15分内,1,495,495-494=+1,,,,,2,0,0,0,0,0,1,0,0,0,0,可进入人工调剂接受度判断,主线机器门禁通过，仍需完整专业组人工核验。,1.04 汉语言文学（师范类；办学地点：铁东[M-2e2fb5efeb580afa]；2.05 汉语国际教育（办学地点：铁东校区）[M-5b980484cd5a5556],铁东校区,116,right,按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,G-372d6322e7ddaff7,R4GROUP-139a76cc3e078d00
,暂缓,暂缓保留在Round4优先120组备选,组内存在1条当前硬排除或医学护理相关风险，服从调剂前先暂缓；冲刺观察本轮名额已优先用于分数/方向/城市综合分更高的组；城市未命中当前优先城市，只保留为备选；存在特殊限制待核，先不占用第一核验位,非当前优先城市；只作为录取梯度、学校和专业匹配讨论,P3-冲刺择优核,暂不投入人工核验时间；家庭点名喜欢时再拉回,false,1,南昌市,H327,江西科技师范大学,H32705,冲刺观察,H4-历史最高线高于等位分16-30分,2,515,515-494=+21,520,520-497=+23,,,15,0,2,2,1,0,4,0,0,0,3,调剂风险线索-组内存在默认不能接受专业,主线机器门禁通过，仍需完整专业组人工核验。,1.16 化学（不招魚弱、色真、不能准确识别颜色者；办学地点：枫林校区）[M-48ff75133730097f]；2.17 计算机科学与技术（不招不能准确在显示器上识别颜色者；办学地点：红角洲校区）[M-b7ba8f55be85a35a]；3.18 智能感知工程（办学地点：红角洲校[M-5d78cd583ce99c6a]；4.19 电子信息工程（办学地点：红角洲校[M-fb16de0cc83035dc]；5.20 人工智能（办学地点：红角洲校区）[M-e2b8defa805f7fdc]；6.21 途料工程（不招色弱、色盲、不能准确识别颜色者.视力异常者不宜填报：办AKAZG◎◎院校专业组及专业代易学地点：枫林校区）[M-19ac25001579e90b]；7.22 土木工程（主要脏器术后及有病史者不宜填报：办学地点：枫林校区）[M-a78e898eaf87fd03]；8.23 建筑环境与能源应用工程（办学地点：枫林校区）[M-07c9e91bdcad0833]；9.24 药学（不招色弱、色盲、不能准确识别颜色者：办学地点：枫林校区）[M-cd411916e9ad9026]；10.25 数学与应用数学（办学地点：红角洲校[M-6a685e3d989e89cf]；11.26 物理学（师范类；办学地点：红角洲校[M-7910f1197ab708ef]；12.27 化学（师范类；不招色弱、色宜、不自佳确识别颜色者；办学地点：枫林杞[M-7b3ce275b60ae475]；13.28 生物科学（师范类：不招色弱、色真不能准确识别颜色者：办学地点：枫林[M-14cac5b3bd6604bb]；14.29 食品科学与工程（职教师范；不招在[M-ad796a58bb1f1cd0]；15.5 色自、不能准确识别颜色者：办学地点：枫林校区）H828 江西水利电力大学（公办）（江西）[M-420570f92dd82263],枫林校区；红角洲校区,159,right,先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,G-80c76be31738256b,R4GROUP-974b682e7fb1deb8
,暂缓,暂缓保留在Round4优先120组备选,冲刺观察本轮名额已优先用于分数/方向/城市综合分更高的组；城市未命中当前优先城市，只保留为备选；存在特殊限制待核，先不占用第一核验位,非当前优先城市；只作为录取梯度、学校和专业匹配讨论,P3-冲刺择优核,暂不投入人工核验时间；家庭点名喜欢时再拉回,false,0,济南市,H449,山东交通学院,H44903,冲刺观察,H4-历史最高线高于等位分16-30分,3,510,510-494=+16,512,512-497=+15,488,488-481=+7,16,0,2,2,0,2,0,0,0,0,3,暂不判断-特殊限制待核,主线机器门禁通过，仍需完整专业组人工核验。,1.05 车辆工程（办学地点：长清校区）06［能源与动力工程（办学地点：长清校[M-f8e6103798e7b78c]；2.07 材料科学与工程（办学地点：长清校[M-a86e179b070784b7]；3.08 港口航道与海岸工程（办学地点：长清校区）[M-7e281c03736fc349]；4.09 士木工程（办学地点：长清校区）[M-4ee7c133cb155f5d]；5.10 智能建造与智慧交通（办学地点：长濟校区）[M-e7a6636d86403fa3]；6.11 机械设计制造及其自动化（办学地点：长清校区）[M-d9bfd9a394637d0d]；7.12 智慧交（无色盲、无色弱：办学地点：长清校区）[M-4ae82799c6833027]；8.13 电气工程及其自动化（办学地点：长清校区）[M-ac37c23022a9710b]；9.14 计算机科学与技术（办学地点：长清校[M-727a0fca5b76d16a]；10.15 人工智能（办学地点：长清校区）GZA。[M-505f64990f87eb00]；11.K A院校[M-8c4cf31234b579cf]；12.16 飞行器制造工程（无色育、无色弱，因专业培养要求，非英语语种考生慎重报考；办学地点：长清校区）[M-22747103e0bacd59]；13.17 執道交通信号与控制（无色盲、无色弱：办学地点：长清校区）[M-8045b4fe8449a26c]；14.18 数据计算及应用（办学地点：长清校[M-ad85cac5dce3588b]；15.19 船舶与海洋工程（威海校区）[M-409eeb2335adea61]；16.20 海洋机器人（威海校区）[M-890a7bf73a83256e],长清校区；长濟校区；威海校区,169,left,按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,G-94a2fc1a936145ee,R4GROUP-ee80d94a81ac6a12
,暂缓,暂缓保留在Round4优先120组备选,稳冲观察本轮名额已优先用于分数/方向/城市综合分更高的组；城市未命中当前优先城市，只保留为备选；当前专业方向匹配较弱,非当前优先城市；只作为录取梯度、学校和专业匹配讨论,P2-稳冲择优核,暂不投入人工核验时间；家庭点名喜欢时再拉回,false,0,长春市,F596,吉林工商学院,F59602,稳冲观察,H3-历史最高线高于等位分15分内,3,486,486-494=-8,500,500-497=+3,485,485-481=+4,4,0,0,0,0,0,0,0,0,3,0,可进入人工调剂接受度判断,主线机器门禁通过，仍需完整专业组人工核验。,1.07 金融学[M-3a6164c5bbbf544f]；2.08 会计学[M-9525ab107c9c9287]；3.09 财务管理[M-b30a768cd2960925]；4.10 电子商务（经济学学位）[M-85c7113e1e59573a],,122,left,按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,G-a812aa03d42b9503,R4GROUP-1982dd887ceb13fc
