第一轮候选ID,第一轮层级,建议梯度,院校代码,院校名称OCR,院校专业组代码OCR规范化,专业组内专业序号,专业代号OCR,专业名称及备注短摘,专业偏好方向,再选科目OCR候选,专业计划数OCR候选,学费OCR候选,字段缺口数,字段缺口字段,人工核验优先级,人工核验强度,是否必须100%人工核验,PDF原页核验状态,湖北官方系统核验状态,高校官网证据匹配状态,来源页码,版面列,专业行ID,专业组出现ID
R1GROUP-4d46a2fb9cb50a6c,S3-冲刺保留讨论,冲刺观察,K002,海南热带海洋学院,K00205,1,14,数学与座用数学（师范类；办学地点：三亚校区）,师范类相关,化学,,2,1,专业计划数,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,200,right,M-18c3c3d39727a1e5,G-401bc94e6f16cf6b
R1GROUP-4d46a2fb9cb50a6c,S3-冲刺保留讨论,冲刺观察,K002,海南热带海洋学院,K00205,2,15,数据计算及应用（办学地点：三亚校,,,,4620,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,200,right,M-1d9a3717770712bb,G-401bc94e6f16cf6b
R1GROUP-4d46a2fb9cb50a6c,S3-冲刺保留讨论,冲刺观察,K002,海南热带海洋学院,K00205,3,16,物理学（师范类：办学地点：三亚校区）,师范类相关,,,4620,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,200,right,M-1a57831faef81c0d,G-401bc94e6f16cf6b
R1GROUP-4d46a2fb9cb50a6c,S3-冲刺保留讨论,冲刺观察,K002,海南热带海洋学院,K00205,4,17,化学（不招色弱、色盲、单色识别不全者：办学地点：三亚校区,,,,2,2,再选科目；专业计划数,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,200,right,M-9f828ce1c6e87720,G-401bc94e6f16cf6b
R1GROUP-4d46a2fb9cb50a6c,S3-冲刺保留讨论,冲刺观察,K002,海南热带海洋学院,K00205,5,18,海洋科学（不招色弱、色盲、单色识别不全者；办学地点：三亚校区）,,,,4620,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,200,right,M-074db62eabc67a28,G-401bc94e6f16cf6b
R1GROUP-4d46a2fb9cb50a6c,S3-冲刺保留讨论,冲刺观察,K002,海南热带海洋学院,K00205,6,19,海洋技术（不招色弱、色盲、單色识别院校,,,,4620,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,200,right,M-74773332862dd10a,G-401bc94e6f16cf6b
R1GROUP-4d46a2fb9cb50a6c,S3-冲刺保留讨论,冲刺观察,K002,海南热带海洋学院,K00205,7,1,组及专业代号不全者；办学地点：三亚校区）,,要求,,,2,专业计划数；学费,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,201,left,M-1af4ffd0f676fdcf,G-401bc94e6f16cf6b
R1GROUP-4d46a2fb9cb50a6c,S3-冲刺保留讨论,冲刺观察,K002,海南热带海洋学院,K00205,8,20,生物科学（不招色弱、色真、单色识别不全者：办学地点：三亚校区）,,,2,4620,1,再选科目,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,201,left,M-93a84d294d543dc4,G-401bc94e6f16cf6b
R1GROUP-4d46a2fb9cb50a6c,S3-冲刺保留讨论,冲刺观察,K002,海南热带海洋学院,K00205,9,21,生物技术（不招色弱、色育、单色识别不全者：办学地点：三亚校区）,,,2,4620,1,再选科目,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,201,left,M-83a16df86ee95a0c,G-401bc94e6f16cf6b
R1GROUP-4d46a2fb9cb50a6c,S3-冲刺保留讨论,冲刺观察,K002,海南热带海洋学院,K00205,10,22,通信工程（办学地点：三亚校区）,,,2,4620,1,再选科目,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,201,left,M-b9ee1c065b82c6ab,G-401bc94e6f16cf6b
R1GROUP-4d46a2fb9cb50a6c,S3-冲刺保留讨论,冲刺观察,K002,海南热带海洋学院,K00205,11,23,计算机科学与技术（不招单色识别不全者：办学地点：三亚校区）,计算机类相关,,2,4620,1,再选科目,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,201,left,M-3427bd6ef22b295a,G-401bc94e6f16cf6b
R1GROUP-4d46a2fb9cb50a6c,S3-冲刺保留讨论,冲刺观察,K002,海南热带海洋学院,K00205,12,24,网络工程（办学地点：三亚校区）,计算机类相关,,2,4620,1,再选科目,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,201,left,M-f36880abadf263b3,G-401bc94e6f16cf6b
R1GROUP-4d46a2fb9cb50a6c,S3-冲刺保留讨论,冲刺观察,K002,海南热带海洋学院,K00205,13,25,轮机工程（陆上方向；无红绿色宜，无复热身高 155cm 及以上，双眼操视力均能达到4.6（0.4）及以上；或双眼棵秘力均能到40（0.1）及以上，且矫正视力均能达到4.6（0.4）及以上；办学地点：三亚校区）,,,2,4620,1,再选科目,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,201,left,M-7ff3f891f35570b5,G-401bc94e6f16cf6b
R1GROUP-4d46a2fb9cb50a6c,S3-冲刺保留讨论,冲刺观察,K002,海南热带海洋学院,K00205,14,26,智葱海洋技术（办学地点：三亚校区）,,,2,4620,1,再选科目,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,201,left,M-3576db17a826f6fe,G-401bc94e6f16cf6b
R1GROUP-4d46a2fb9cb50a6c,S3-冲刺保留讨论,冲刺观察,K002,海南热带海洋学院,K00205,15,27,环境工程（不报色弱、色真、单色识别不全者；办学地点：三亚校区）,,,2,4620,1,再选科目,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,201,left,M-51a614057f398424,G-401bc94e6f16cf6b
R1GROUP-4d46a2fb9cb50a6c,S3-冲刺保留讨论,冲刺观察,K002,海南热带海洋学院,K00205,16,28,食品科学与工程（不招色弱、色真、单色识别不全者：办学地点：三亚校区）,,,2,4620,1,再选科目,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,201,left,M-dcf9db265265256b,G-401bc94e6f16cf6b
R1GROUP-4d46a2fb9cb50a6c,S3-冲刺保留讨论,冲刺观察,K002,海南热带海洋学院,K00205,17,29,食品质量与安全（不招色弱、色真、单色识别不全者：办学地点：三亚校区）,,,2,4620,1,再选科目,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,201,left,M-9fef618e69951770,G-401bc94e6f16cf6b
R1GROUP-4d46a2fb9cb50a6c,S3-冲刺保留讨论,冲刺观察,K002,海南热带海洋学院,K00205,18,30,食品营养与健康（不招色弱、色盲、单色识别不全者；办学地点：三亚校区）,,,2,4620,1,再选科目,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,201,left,M-d1dc7c3878cbc239,G-401bc94e6f16cf6b
R1GROUP-4d46a2fb9cb50a6c,S3-冲刺保留讨论,冲刺观察,K002,海南热带海洋学院,K00205,19,31,园艺（不招色弱、色直、单色识别不全者：办学地点：三亚校区）,,,2,4180,1,再选科目,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,201,left,M-2fe4b62581a0e6dd,G-401bc94e6f16cf6b
R1GROUP-4d46a2fb9cb50a6c,S3-冲刺保留讨论,冲刺观察,K002,海南热带海洋学院,K00205,20,32,水产养殖学（不招色弱、色盲、单色识别不全者：办学地点：三亚校区）,,,2,4180,1,再选科目,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,201,left,M-7d19c229dc90447f,G-401bc94e6f16cf6b
R1GROUP-4d46a2fb9cb50a6c,S3-冲刺保留讨论,冲刺观察,K002,海南热带海洋学院,K00205,21,33,海洋渔业科学与技术（不招色弱、色单色识别不全者；办学地点：三亚,,,,4180,2,再选科目；专业计划数,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,201,left,M-c808953ce84763fd,G-401bc94e6f16cf6b
R1GROUP-56f9767540c67fe2,S2-稳冲优先讨论,稳冲观察,H330,新余学院,H33005,1,20,机械设计制造及其自动化,,化学,2,4120,0,,P2-家庭费用调剂与三方闭环核,H2-自动官网核验后人工确认,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,160,left,M-8029c5f9540eacc1,G-85925ffa88fd8ce1
R1GROUP-56f9767540c67fe2,S2-稳冲优先讨论,稳冲观察,H330,新余学院,H33005,2,21,机器人工程,,,2,4350,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,160,left,M-4bd28bc3195e0bb1,G-85925ffa88fd8ce1
R1GROUP-56f9767540c67fe2,S2-稳冲优先讨论,稳冲观察,H330,新余学院,H33005,3,22,智能科学与技术,计算机类相关,,,4350,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,160,left,M-cfd55fd2040b2813,G-85925ffa88fd8ce1
R1GROUP-56f9767540c67fe2,S2-稳冲优先讨论,稳冲观察,H330,新余学院,H33005,4,23,软件工程,计算机类相关,,,4350,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,160,left,M-63e88cde53a360ce,G-85925ffa88fd8ce1
R1GROUP-56f9767540c67fe2,S2-稳冲优先讨论,稳冲观察,H330,新余学院,H33005,5,19,期資亮院校专业组及专业代号,,,,,3,再选科目；专业计划数；学费,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,160,left,M-30118f1c3469ba92,G-85925ffa88fd8ce1
R1GROUP-56f9767540c67fe2,S2-稳冲优先讨论,稳冲观察,H330,新余学院,H33005,6,24,电子信息工程,,要求,,2,1,专业计划数,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,160,right,M-10e9b900b6e3e228,G-85925ffa88fd8ce1
R1GROUP-56f9767540c67fe2,S2-稳冲优先讨论,稳冲观察,H330,新余学院,H33005,7,25,物联网工程,计算机类相关,,,4350,2,再选科目；专业计划数,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,160,right,M-01c7a7496f5da113,G-85925ffa88fd8ce1
R1GROUP-56f9767540c67fe2,S2-稳冲优先讨论,稳冲观察,H330,新余学院,H33005,8,26,通信工程,,,,4350,2,再选科目；专业计划数,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,160,right,M-4af37e128dfca612,G-85925ffa88fd8ce1
R1GROUP-5eeca95ff7d83a90,S1-保底稳妥优先讨论,稳妥观察,K782,新疆科技学院,K78205,1,12,数字经济（办学地点：鸿雁校区）,,不限,6,4000,0,,P2-家庭费用调剂与三方闭环核,H2-自动官网核验后人工确认,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,237,left,M-ac8ceeeb48ef3fa7,G-1179396e0cacf442
R1GROUP-5eeca95ff7d83a90,S1-保底稳妥优先讨论,稳妥观察,K782,新疆科技学院,K78205,2,13,金融科技（办学地点：鸿雁校区）,,,4,4000,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,237,left,M-f4d0357a7f26db48,G-1179396e0cacf442
R1GROUP-5eeca95ff7d83a90,S1-保底稳妥优先讨论,稳妥观察,K782,新疆科技学院,K78205,3,14,大数据管理与应用（办学地点：鸿雁校区）,计算机类相关,,6,4000,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,237,left,M-09687f19b394e4b2,G-1179396e0cacf442
R1GROUP-5eeca95ff7d83a90,S1-保底稳妥优先讨论,稳妥观察,K782,新疆科技学院,K78205,4,15,物流工程（办学地点：鸿雁校区）,,,,4000,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,237,left,M-f93134d79b6ede6a,G-1179396e0cacf442
R1GROUP-5eeca95ff7d83a90,S1-保底稳妥优先讨论,稳妥观察,K782,新疆科技学院,K78205,5,16,电子商务（办学地点：鸿雁校区）,,,124,4500,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,237,left,M-34142fd6864c12a6,G-1179396e0cacf442
R1GROUP-5f7bb954236370bf,S2-稳冲优先讨论,稳冲观察,C138,湖北理工学院,C13810,1,49,信息与计算科学（大数据安全方向）,计算机类相关,,85,5200,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,79,right,M-3233c336114a530e,G-a289e7d54bd0da07
R1GROUP-5f7bb954236370bf,S2-稳冲优先讨论,稳冲观察,C138,湖北理工学院,C13810,2,50,应用物理学（集成电路方向、光电信息科学方向）,,,76,4000,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,79,right,M-81bcb2e3f9310b58,G-a289e7d54bd0da07
R1GROUP-5f7bb954236370bf,S2-稳冲优先讨论,稳冲观察,C138,湖北理工学院,C13810,3,51,数据科学与大数据技术,计算机类相关,,38,4000,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,79,right,M-0d4fb7b722997d8e,G-a289e7d54bd0da07
R1GROUP-5f7bb954236370bf,S2-稳冲优先讨论,稳冲观察,C138,湖北理工学院,C13810,4,52,人工智能,计算机类相关,,40,4000,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,79,right,M-b8657de6d279dc74,G-a289e7d54bd0da07
R1GROUP-5f7bb954236370bf,S2-稳冲优先讨论,稳冲观察,C138,湖北理工学院,C13810,5,53,人工智能（创新实验班）,计算机类相关,化学,23,4000,0,,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,79,right,M-74b36f7c71439bba,G-a289e7d54bd0da07
R1GROUP-6107063ee3fa3db0,S1-保底稳妥优先讨论,稳妥观察,F305,忻州师范学院,F30508,1,15,应用化学,,化学,,4950,1,专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,matched,109,left,M-51215ebfd6e9c1fb,G-3ed22abc87c8dac2
R1GROUP-6107063ee3fa3db0,S1-保底稳妥优先讨论,稳妥观察,F305,忻州师范学院,F30508,2,16,数字媒体技术,数字媒体技术,,,4800,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,matched,109,left,M-6eb339aae881b3aa,G-3ed22abc87c8dac2
R1GROUP-6107063ee3fa3db0,S1-保底稳妥优先讨论,稳妥观察,F305,忻州师范学院,F30508,3,17,数据科学与大数据技术,计算机类相关,,,4800,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,matched,109,left,M-68e8615d3ab753b9,G-3ed22abc87c8dac2
R1GROUP-6107063ee3fa3db0,S1-保底稳妥优先讨论,稳妥观察,F305,忻州师范学院,F30508,4,18,计算机科学与技术（师范类）,计算机类相关；师范类相关,【化学,,5280,1,专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,matched,109,left,M-b11b9f49fcb51333,G-3ed22abc87c8dac2
R1GROUP-6490eebc5742b3a9,S2-稳冲优先讨论,稳冲观察,F311,太原工业学院,F31102,1,06,机械电子工程GAKA一•z专业组及专业代号,,,3,5280,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,109,right,M-0866480aca85a441,G-9d5ccd6576a2150a
R1GROUP-6490eebc5742b3a9,S2-稳冲优先讨论,稳冲观察,F311,太原工业学院,F31102,2,07,智能制造工程,,要求,,5280,1,专业计划数,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,110,left,M-8cfb43de352f0ed2,G-9d5ccd6576a2150a
R1GROUP-6490eebc5742b3a9,S2-稳冲优先讨论,稳冲观察,F311,太原工业学院,F31102,3,08,智能车辆工程,,,,5280,2,再选科目；专业计划数,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,110,left,M-86d69bc102cb0a69,G-9d5ccd6576a2150a
R1GROUP-6490eebc5742b3a9,S2-稳冲优先讨论,稳冲观察,F311,太原工业学院,F31102,4,09,物联网工程,计算机类相关,,,5280,2,再选科目；专业计划数,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,110,left,M-79978ec21a64feff,G-9d5ccd6576a2150a
R1GROUP-6490eebc5742b3a9,S2-稳冲优先讨论,稳冲观察,F311,太原工业学院,F31102,5,10,智能无人系统技术,,,,5280,2,再选科目；专业计划数,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,110,left,M-6eeccebc28680d58,G-9d5ccd6576a2150a
R1GROUP-6490eebc5742b3a9,S2-稳冲优先讨论,稳冲观察,F311,太原工业学院,F31102,6,11,测控技术与仪器（屈光不正（近视眼或远视眼）任何一眼矫正后镜片度数大于400度者，不宜就读）,,,,5280,2,再选科目；专业计划数,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,110,left,M-44c091cf855e4c63,G-9d5ccd6576a2150a
R1GROUP-6490eebc5742b3a9,S2-稳冲优先讨论,稳冲观察,F311,太原工业学院,F31102,7,12,电气工程及其自动化,,,2,5280,1,再选科目,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,110,left,M-9a8d4ae541b8133c,G-9d5ccd6576a2150a
R1GROUP-6490eebc5742b3a9,S2-稳冲优先讨论,稳冲观察,F311,太原工业学院,F31102,8,13,机器人工程,,,2,5280,1,再选科目,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,110,left,M-c92018b1a4082d03,G-9d5ccd6576a2150a
R1GROUP-6490eebc5742b3a9,S2-稳冲优先讨论,稳冲观察,F311,太原工业学院,F31102,9,14,计算机科学与技术,计算机类相关,,2,5280,1,再选科目,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,110,left,M-e43d4c912f7aa71e,G-9d5ccd6576a2150a
R1GROUP-6490eebc5742b3a9,S2-稳冲优先讨论,稳冲观察,F311,太原工业学院,F31102,10,15,软件工程,计算机类相关,,2,5280,1,再选科目,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,110,left,M-dc3cd37605171f3a,G-9d5ccd6576a2150a
R1GROUP-660de0496eab55f3,S1-保底稳妥优先讨论,稳妥观察,K272,六盘水师范学院,K27203,1,03,生物科学（师范类）,师范类相关,化学,3,4200,0,,P2-家庭费用调剂与三方闭环核,H2-自动官网核验后人工确认,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,216,left,M-4870082daedb4ea4,G-677684376bb18056
R1GROUP-660de0496eab55f3,S1-保底稳妥优先讨论,稳妥观察,K272,六盘水师范学院,K27203,2,04,数学与应用数学（师范类）,师范类相关,,2,4200,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,216,left,M-7d636a3b9a9668cc,G-677684376bb18056
R1GROUP-660de0496eab55f3,S1-保底稳妥优先讨论,稳妥观察,K272,六盘水师范学院,K27203,3,05,治金工程,,,2,4200,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,216,left,M-74e9b3119736d79c,G-677684376bb18056
R1GROUP-660de0496eab55f3,S1-保底稳妥优先讨论,稳妥观察,K272,六盘水师范学院,K27203,4,06,物联网工程,计算机类相关,,2,4200,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,216,left,M-1292154662be557e,G-677684376bb18056
R1GROUP-6fb98842ad813803,S4-城市或历史待补观察,历史待补,K469,西安工程大学,K46904,1,04,软件工程,计算机类相关,化学,,6480,1,专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,224,right,M-8ac8b80800dc322d,G-6638956730b81621
R1GROUP-6fb98842ad813803,S4-城市或历史待补观察,历史待补,K469,西安工程大学,K46904,2,05,智能科学与技术,计算机类相关,,,6480,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,224,right,M-2da7b9b5c8340c63,G-6638956730b81621
R1GROUP-6fb98842ad813803,S4-城市或历史待补观察,历史待补,K469,西安工程大学,K46904,3,06,人工智能,计算机类相关,,,6480,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,224,right,M-3adf896aa008b309,G-6638956730b81621
R1GROUP-73df650790ffdfa2,S2-稳冲优先讨论,稳冲观察,H375,赣东学院,H37502,1,03,工程管理（1）肢体残疾（不继续恶化）；（2）任何一眼矫正到4.8镜片度教大于800度的草符奋以上两种道形的考生，建议慎重报考测绘工程、遥感科学与技术、智能建造及工程管理专,,［不限,2,3880,0,,P2-家庭费用调剂与三方闭环核,H2-自动官网核验后人工确认,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,161,right,M-d68a7def3a439733,G-f1ea4a3a2bc0d286
R1GROUP-73df650790ffdfa2,S2-稳冲优先讨论,稳冲观察,H375,赣东学院,H37502,2,04,大数据管理与应用,计算机类相关,化学,9,3880,0,,P2-家庭费用调剂与三方闭环核,H2-自动官网核验后人工确认,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,161,right,M-9508373f76efd761,G-f1ea4a3a2bc0d286
R1GROUP-754aad2d2fd12482,S1-保底稳妥优先讨论,稳妥观察,F696,哈尔滨学院,F69604,1,10,智能建造,,化学,,5000,1,专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,126,right,M-bc73f96173ffb33e,G-2ffa51d8da6e79de
R1GROUP-754aad2d2fd12482,S1-保底稳妥优先讨论,稳妥观察,F696,哈尔滨学院,F69604,2,11,土木工程,,,,5000,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,126,right,M-693e1809d0d8cee9,G-2ffa51d8da6e79de
R1GROUP-754aad2d2fd12482,S1-保底稳妥优先讨论,稳妥观察,F696,哈尔滨学院,F69604,3,12,城市地下空间工程,,,,5000,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,126,right,M-04e9526b21613de1,G-2ffa51d8da6e79de
R1GROUP-754aad2d2fd12482,S1-保底稳妥优先讨论,稳妥观察,F696,哈尔滨学院,F69604,4,13,电气工程与智能控制,,,,5000,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,126,right,M-2693545eb39c487f,G-2ffa51d8da6e79de
R1GROUP-754aad2d2fd12482,S1-保底稳妥优先讨论,稳妥观察,F696,哈尔滨学院,F69604,5,14,人工智能,计算机类相关,,,5000,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,126,right,M-07323152f5f7493e,G-2ffa51d8da6e79de
R1GROUP-7718ea32acd87d8c,S1-保底稳妥优先讨论,稳妥观察,K474,咸阳师范学院,K47403,1,05,物理学（师范类：办学地点：渭城校区）,师范类相关,,2,5250,1,再选科目,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,225,right,M-626aad240271a2b9,G-412157992c51ccf7
R1GROUP-7718ea32acd87d8c,S1-保底稳妥优先讨论,稳妥观察,K474,咸阳师范学院,K47403,2,06,化学（师范类；办学地点：渭城校区）,师范类相关,,2,5250,1,再选科目,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,225,right,M-304c50aa6663aa80,G-412157992c51ccf7
R1GROUP-7718ea32acd87d8c,S1-保底稳妥优先讨论,稳妥观察,K474,咸阳师范学院,K47403,3,07,数据科学（办学地点：滑城校区）K475 渭南师范学院（公办）（陕西）,计算机类相关；师范类相关,,2,6000,1,再选科目,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,225,right,M-99a6f2238b6d4710,G-412157992c51ccf7
