核验任务序号,页码版面键,执行泳道,院校代码,院校名称,院校专业组代码,专业代号,专业名称短摘,字段范围,任务来源类型,公开冲突桶,候选提示桶,PDFOCR提示,机器坐标提示,高校辅证线索,是否需要双人复核,PDF原页记录状态,湖北官方记录状态,高校辅证记录状态,字段写回状态,人工动作,完成条件,专业行ID,第一闭环任务ID
4,169-right,E0-冲突异常双人优先核验,H450,山东工商学院,H45004,51,数据计算及应用,专业计划数；学费,自动官网辅证任务,R2-高校有线索但PDFOCR缺候选,H2-已有PDFOCR候选,private_pdf_ocr_candidate_seeded,M2-原已有PDFOCR候选不启用机器坐标补候选,true,false,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,blocked_until_required_private_readings_complete,按PDFOCR候选回看PDF原页，再核湖北官方侧,完成PDF原页、湖北官方侧和必要高校辅证记录；冲突任务需双人复核；仍需人工判断是否写回。,M-7a3695c82b5953d6,FIRSTDETAIL-5bf24e503db69e71
4,169-right,E0-冲突异常双人优先核验,H450,山东工商学院,H45004,51,数据计算及应用,专业计划数,P0人工字段任务,R5-无候选需人工看图,H4-无候选需人工看图,private_pdf_ocr_candidate_unavailable_needs_manual_image_review,M1-机器坐标仍无候选需人工看图,false,true,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,blocked_until_required_private_readings_complete,直接回看PDF原页和页列上下文,完成PDF原页、湖北官方侧和必要高校辅证记录；冲突任务需双人复核；仍需人工判断是否写回。,M-7a3695c82b5953d6,FIRSTDETAIL-46750a08eb17e822
4,169-right,E0-冲突异常双人优先核验,H450,山东工商学院,H45004,52,集成电路设计与集成系统,专业计划数；学费,自动官网辅证任务,R2-高校有线索但PDFOCR缺候选,H2-已有PDFOCR候选,private_pdf_ocr_candidate_seeded,M2-原已有PDFOCR候选不启用机器坐标补候选,true,false,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,blocked_until_required_private_readings_complete,按PDFOCR候选回看PDF原页，再核湖北官方侧,完成PDF原页、湖北官方侧和必要高校辅证记录；冲突任务需双人复核；仍需人工判断是否写回。,M-7489ddca4dfd3dd8,FIRSTDETAIL-03ffc5cb476ac461
4,169-right,E0-冲突异常双人优先核验,H450,山东工商学院,H45004,52,集成电路设计与集成系统,专业计划数,P0人工字段任务,R5-无候选需人工看图,H4-无候选需人工看图,private_pdf_ocr_candidate_unavailable_needs_manual_image_review,M1-机器坐标仍无候选需人工看图,false,true,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,blocked_until_required_private_readings_complete,直接回看PDF原页和页列上下文,完成PDF原页、湖北官方侧和必要高校辅证记录；冲突任务需双人复核；仍需人工判断是否写回。,M-7489ddca4dfd3dd8,FIRSTDETAIL-2bedee7b9c7f7990
4,169-right,E0-冲突异常双人优先核验,H450,山东工商学院,H45004,53,数据科学与大数据技术,专业计划数；学费,自动官网辅证任务,R2-高校有线索但PDFOCR缺候选,H2-已有PDFOCR候选,private_pdf_ocr_candidate_seeded,M2-原已有PDFOCR候选不启用机器坐标补候选,true,false,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,blocked_until_required_private_readings_complete,按PDFOCR候选回看PDF原页，再核湖北官方侧,完成PDF原页、湖北官方侧和必要高校辅证记录；冲突任务需双人复核；仍需人工判断是否写回。,M-d7ad035436e7d0f7,FIRSTDETAIL-d865ed334f79ac8b
4,169-right,E0-冲突异常双人优先核验,H450,山东工商学院,H45004,53,数据科学与大数据技术,专业计划数,P0人工字段任务,R5-无候选需人工看图,H4-无候选需人工看图,private_pdf_ocr_candidate_unavailable_needs_manual_image_review,M1-机器坐标仍无候选需人工看图,false,true,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,blocked_until_required_private_readings_complete,直接回看PDF原页和页列上下文,完成PDF原页、湖北官方侧和必要高校辅证记录；冲突任务需双人复核；仍需人工判断是否写回。,M-d7ad035436e7d0f7,FIRSTDETAIL-655cc4d71fe13207
4,169-right,E0-冲突异常双人优先核验,H450,山东工商学院,H45004,54,电子科学与技术H451 山东女子学院（公办）（山东）不限,专业计划数；学费,自动官网辅证任务,R3-仅PDFOCR候选待人工核页,H2-已有PDFOCR候选,private_pdf_ocr_candidate_seeded,M2-原已有PDFOCR候选不启用机器坐标补候选,false,false,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,blocked_until_required_private_readings_complete,按PDFOCR候选回看PDF原页，再核湖北官方侧,完成PDF原页、湖北官方侧和必要高校辅证记录；冲突任务需双人复核；仍需人工判断是否写回。,M-b0e700912fffe743,FIRSTDETAIL-391717603ff99852
5,018-left,E0-冲突异常双人优先核验,A033,中国传媒大学,A03312,22,智能视听工程,专业计划数；学费；再选科目,自动官网辅证任务,R0-PDFOCR与高校辅证存在冲突,H0-PDFOCR与高校辅证冲突,private_pdf_ocr_candidate_seeded,M2-原已有PDFOCR候选不启用机器坐标补候选,true,false,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,blocked_until_required_private_readings_complete,先核PDF原页，再核湖北官方侧，最后对照高校辅证,完成PDF原页、湖北官方侧和必要高校辅证记录；冲突任务需双人复核；仍需人工判断是否写回。,M-84b7a37c3bcb4125,FIRSTDETAIL-ab6063ed0b37268b
5,018-left,E0-冲突异常双人优先核验,A033,中国传媒大学,A03312,22,智能视听工程,专业计划数,P0人工字段任务,R5-无候选需人工看图,H1-原缺PDFOCR但有机器坐标候选,private_pdf_ocr_candidate_unavailable_needs_manual_image_review,M0-机器坐标单一候选可作为人工核页提示,false,false,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,blocked_until_required_private_readings_complete,按机器坐标提示回看PDF原页，再核湖北官方侧,完成PDF原页、湖北官方侧和必要高校辅证记录；冲突任务需双人复核；仍需人工判断是否写回。,M-84b7a37c3bcb4125,FIRSTDETAIL-72a68e80599c0d0d
5,018-left,E0-冲突异常双人优先核验,A033,中国传媒大学,A03312,23,电子信息工程,专业计划数；学费；再选科目,自动官网辅证任务,R1-PDFOCR与高校辅证存在一致字段,H2-已有PDFOCR候选,private_pdf_ocr_candidate_seeded,M2-原已有PDFOCR候选不启用机器坐标补候选,true,false,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,blocked_until_required_private_readings_complete,按PDFOCR候选回看PDF原页，再核湖北官方侧,完成PDF原页、湖北官方侧和必要高校辅证记录；冲突任务需双人复核；仍需人工判断是否写回。,M-83af574ae53d478b,FIRSTDETAIL-06b9748c821af613
5,018-left,E0-冲突异常双人优先核验,A033,中国传媒大学,A03312,23,电子信息工程,专业计划数,P0人工字段任务,R5-无候选需人工看图,H4-无候选需人工看图,private_pdf_ocr_candidate_unavailable_needs_manual_image_review,M1-机器坐标仍无候选需人工看图,false,true,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,blocked_until_required_private_readings_complete,直接回看PDF原页和页列上下文,完成PDF原页、湖北官方侧和必要高校辅证记录；冲突任务需双人复核；仍需人工判断是否写回。,M-83af574ae53d478b,FIRSTDETAIL-449c8df99faf6a51
5,018-left,E0-冲突异常双人优先核验,A033,中国传媒大学,A03312,24,人工智能（数字演艺工程方向）,专业计划数；学费；再选科目,自动官网辅证任务,R1-PDFOCR与高校辅证存在一致字段,H2-已有PDFOCR候选,private_pdf_ocr_candidate_seeded,M2-原已有PDFOCR候选不启用机器坐标补候选,true,false,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,blocked_until_required_private_readings_complete,按PDFOCR候选回看PDF原页，再核湖北官方侧,完成PDF原页、湖北官方侧和必要高校辅证记录；冲突任务需双人复核；仍需人工判断是否写回。,M-1fb605576ebe5318,FIRSTDETAIL-d3d836a7f7b9fd39
5,018-left,E0-冲突异常双人优先核验,A033,中国传媒大学,A03312,24,人工智能（数字演艺工程方向）,专业计划数,P0人工字段任务,R5-无候选需人工看图,H4-无候选需人工看图,private_pdf_ocr_candidate_unavailable_needs_manual_image_review,M1-机器坐标仍无候选需人工看图,false,true,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,blocked_until_required_private_readings_complete,直接回看PDF原页和页列上下文,完成PDF原页、湖北官方侧和必要高校辅证记录；冲突任务需双人复核；仍需人工判断是否写回。,M-1fb605576ebe5318,FIRSTDETAIL-c3ce91b769f888ee
5,018-left,E0-冲突异常双人优先核验,A033,中国传媒大学,A03312,25,数字媒体技术,专业计划数；学费；再选科目,自动官网辅证任务,R0-PDFOCR与高校辅证存在冲突,H0-PDFOCR与高校辅证冲突,private_pdf_ocr_candidate_seeded,M2-原已有PDFOCR候选不启用机器坐标补候选,true,true,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,blocked_until_required_private_readings_complete,先核PDF原页，再核湖北官方侧，最后对照高校辅证,完成PDF原页、湖北官方侧和必要高校辅证记录；冲突任务需双人复核；仍需人工判断是否写回。,M-1313bee178d7d0ee,FIRSTDETAIL-6e2d3b4c7f4c6ceb
5,018-left,E0-冲突异常双人优先核验,A033,中国传媒大学,A03313,26,数字媒体技术（游戏科学与技术方向）,专业计划数；学费；再选科目,自动官网辅证任务,R0-PDFOCR与高校辅证存在冲突,H0-PDFOCR与高校辅证冲突,private_pdf_ocr_candidate_seeded,M2-原已有PDFOCR候选不启用机器坐标补候选,true,false,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,blocked_until_required_private_readings_complete,先核PDF原页，再核湖北官方侧，最后对照高校辅证,完成PDF原页、湖北官方侧和必要高校辅证记录；冲突任务需双人复核；仍需人工判断是否写回。,M-93d6111287b31e95,FIRSTDETAIL-8bf313b58dad8c1d
5,018-left,E0-冲突异常双人优先核验,A033,中国传媒大学,A03313,26,数字媒体技术（游戏科学与技术方向）,专业计划数,P0人工字段任务,R5-无候选需人工看图,H1-原缺PDFOCR但有机器坐标候选,private_pdf_ocr_candidate_unavailable_needs_manual_image_review,M0-机器坐标单一候选可作为人工核页提示,false,false,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,blocked_until_required_private_readings_complete,按机器坐标提示回看PDF原页，再核湖北官方侧,完成PDF原页、湖北官方侧和必要高校辅证记录；冲突任务需双人复核；仍需人工判断是否写回。,M-93d6111287b31e95,FIRSTDETAIL-5386851502856401
5,018-left,E0-冲突异常双人优先核验,A033,中国传媒大学,A03313,27,智能科学与技术,专业计划数；学费；再选科目,自动官网辅证任务,R1-PDFOCR与高校辅证存在一致字段,H2-已有PDFOCR候选,private_pdf_ocr_candidate_seeded,M2-原已有PDFOCR候选不启用机器坐标补候选,true,false,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,blocked_until_required_private_readings_complete,按PDFOCR候选回看PDF原页，再核湖北官方侧,完成PDF原页、湖北官方侧和必要高校辅证记录；冲突任务需双人复核；仍需人工判断是否写回。,M-03be14d5008a95f0,FIRSTDETAIL-400b9fb6c1658bc2
5,018-left,E0-冲突异常双人优先核验,A033,中国传媒大学,A03313,27,智能科学与技术,专业计划数,P0人工字段任务,R5-无候选需人工看图,H4-无候选需人工看图,private_pdf_ocr_candidate_unavailable_needs_manual_image_review,M1-机器坐标仍无候选需人工看图,false,true,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,blocked_until_required_private_readings_complete,直接回看PDF原页和页列上下文,完成PDF原页、湖北官方侧和必要高校辅证记录；冲突任务需双人复核；仍需人工判断是否写回。,M-03be14d5008a95f0,FIRSTDETAIL-86668a1fef0683e3
5,018-left,E0-冲突异常双人优先核验,A033,中国传媒大学,A03313,28,数据科学与大数据技术,专业计划数；学费；再选科目,自动官网辅证任务,R0-PDFOCR与高校辅证存在冲突,H0-PDFOCR与高校辅证冲突,private_pdf_ocr_candidate_seeded,M2-原已有PDFOCR候选不启用机器坐标补候选,true,false,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,blocked_until_required_private_readings_complete,先核PDF原页，再核湖北官方侧，最后对照高校辅证,完成PDF原页、湖北官方侧和必要高校辅证记录；冲突任务需双人复核；仍需人工判断是否写回。,M-f588b8040b4edb64,FIRSTDETAIL-0a008f059b306a64
5,018-left,E0-冲突异常双人优先核验,A033,中国传媒大学,A03313,28,数据科学与大数据技术,专业计划数,P0人工字段任务,R5-无候选需人工看图,H1-原缺PDFOCR但有机器坐标候选,private_pdf_ocr_candidate_unavailable_needs_manual_image_review,M0-机器坐标单一候选可作为人工核页提示,false,false,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,blocked_until_required_private_readings_complete,按机器坐标提示回看PDF原页，再核湖北官方侧,完成PDF原页、湖北官方侧和必要高校辅证记录；冲突任务需双人复核；仍需人工判断是否写回。,M-f588b8040b4edb64,FIRSTDETAIL-bbe99b50911e7f34
5,018-left,E0-冲突异常双人优先核验,A033,中国传媒大学,A03313,29,网络空间安全,专业计划数；学费；再选科目,自动官网辅证任务,R1-PDFOCR与高校辅证存在一致字段,H2-已有PDFOCR候选,private_pdf_ocr_candidate_seeded,M2-原已有PDFOCR候选不启用机器坐标补候选,true,false,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,blocked_until_required_private_readings_complete,按PDFOCR候选回看PDF原页，再核湖北官方侧,完成PDF原页、湖北官方侧和必要高校辅证记录；冲突任务需双人复核；仍需人工判断是否写回。,M-d52b9b951aa3b3b1,FIRSTDETAIL-c44867e8ce0e0774
5,018-left,E0-冲突异常双人优先核验,A033,中国传媒大学,A03313,29,网络空间安全,专业计划数,P0人工字段任务,R5-无候选需人工看图,H1-原缺PDFOCR但有机器坐标候选,private_pdf_ocr_candidate_unavailable_needs_manual_image_review,M0-机器坐标单一候选可作为人工核页提示,false,false,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,blocked_until_required_private_readings_complete,按机器坐标提示回看PDF原页，再核湖北官方侧,完成PDF原页、湖北官方侧和必要高校辅证记录；冲突任务需双人复核；仍需人工判断是否写回。,M-d52b9b951aa3b3b1,FIRSTDETAIL-83d8fa6dcdc1b3f9
5,018-left,E0-冲突异常双人优先核验,A033,中国传媒大学,A03313,30,网络空间安全（AI 治理与视听安全方,专业计划数；学费；再选科目,自动官网辅证任务,R1-PDFOCR与高校辅证存在一致字段,H2-已有PDFOCR候选,private_pdf_ocr_candidate_seeded,M2-原已有PDFOCR候选不启用机器坐标补候选,true,false,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,blocked_until_required_private_readings_complete,按PDFOCR候选回看PDF原页，再核湖北官方侧,完成PDF原页、湖北官方侧和必要高校辅证记录；冲突任务需双人复核；仍需人工判断是否写回。,M-fddc2e8a1a4582a1,FIRSTDETAIL-4a2ece3f20087581
5,018-left,E0-冲突异常双人优先核验,A033,中国传媒大学,A03313,30,网络空间安全（AI 治理与视听安全方,专业计划数,P0人工字段任务,R5-无候选需人工看图,H1-原缺PDFOCR但有机器坐标候选,private_pdf_ocr_candidate_unavailable_needs_manual_image_review,M0-机器坐标单一候选可作为人工核页提示,false,false,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,blocked_until_required_private_readings_complete,按机器坐标提示回看PDF原页，再核湖北官方侧,完成PDF原页、湖北官方侧和必要高校辅证记录；冲突任务需双人复核；仍需人工判断是否写回。,M-fddc2e8a1a4582a1,FIRSTDETAIL-18f6e592f362a091
6,037-left,E0-冲突异常双人优先核验,A135,山东大学,A13506,21,计算机类（智能软件与芯片新工科实验班：软件工程；数字媒体技术：数据科学与大数据技术；微电子科学与工程；集成电路设计与集成系统；含人工智能固际班，网安新工科创新买验班、钦件菁英班、集成电路拔尖人才培养，健坤班”、黄昆半导体英才班、微系统英才班...,专业计划数,自动官网辅证任务,R3-仅PDFOCR候选待人工核页,H2-已有PDFOCR候选,private_pdf_ocr_candidate_seeded,M2-原已有PDFOCR候选不启用机器坐标补候选,false,false,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,blocked_until_required_private_readings_complete,按PDFOCR候选回看PDF原页，再核湖北官方侧,完成PDF原页、湖北官方侧和必要高校辅证记录；冲突任务需双人复核；仍需人工判断是否写回。,M-f7fc1e53365bb4e8,FIRSTDETAIL-f6c5e0b8b2a20f9b
6,037-left,E0-冲突异常双人优先核验,A135,山东大学,A13506,22,电子信息类（通信电子与光电方向：通信工程；电子科学与技术：光电信息科学与工程：含米新学堂、微纳光电子科学与技术实验班、光电科创未来精英班；办学地点：青岛校区）,专业计划数；学费,自动官网辅证任务,R3-仅PDFOCR候选待人工核页,H2-已有PDFOCR候选,private_pdf_ocr_candidate_seeded,M2-原已有PDFOCR候选不启用机器坐标补候选,false,false,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,blocked_until_required_private_readings_complete,按PDFOCR候选回看PDF原页，再核湖北官方侧,完成PDF原页、湖北官方侧和必要高校辅证记录；冲突任务需双人复核；仍需人工判断是否写回。,M-8364fe2b149b7735,FIRSTDETAIL-fd40ac2674b02354
6,037-left,E0-冲突异常双人优先核验,A135,山东大学,A13506,23,网络空间安全（可向密码科学与技术分流；国家一流网络安全学院建设示范项目；办学地点：青岛校区）,再选科目,P0人工字段任务,R5-无候选需人工看图,H4-无候选需人工看图,private_pdf_ocr_candidate_unavailable_needs_manual_image_review,M1-机器坐标仍无候选需人工看图,false,true,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,blocked_until_required_private_readings_complete,直接回看PDF原页和页列上下文,完成PDF原页、湖北官方侧和必要高校辅证记录；冲突任务需双人复核；仍需人工判断是否写回。,M-ef0c23965ac5fa81,FIRSTDETAIL-38046516b8ae48b2
6,037-left,E0-冲突异常双人优先核验,A135,山东大学,A13506,24,人工智能,再选科目,P0人工字段任务,R5-无候选需人工看图,H4-无候选需人工看图,private_pdf_ocr_candidate_unavailable_needs_manual_image_review,M1-机器坐标仍无候选需人工看图,false,true,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,blocked_until_required_private_readings_complete,直接回看PDF原页和页列上下文,完成PDF原页、湖北官方侧和必要高校辅证记录；冲突任务需双人复核；仍需人工判断是否写回。,M-4cd6e063565dd7c0,FIRSTDETAIL-221bcc4dcd21e125
6,037-left,E0-冲突异常双人优先核验,A135,山东大学,A13506,25,工程软件（含“钱七虎学堂”）,专业计划数；学费；再选科目,自动官网辅证任务,R0-PDFOCR与高校辅证存在冲突,H0-PDFOCR与高校辅证冲突,private_pdf_ocr_candidate_seeded,M2-原已有PDFOCR候选不启用机器坐标补候选,true,true,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,blocked_until_required_private_readings_complete,先核PDF原页，再核湖北官方侧，最后对照高校辅证,完成PDF原页、湖北官方侧和必要高校辅证记录；冲突任务需双人复核；仍需人工判断是否写回。,M-a85b56dac30243b2,FIRSTDETAIL-a19646da8920400b
7,137-right,E0-冲突异常双人优先核验,H002,浙江工业大学,H00204,05,生木类（士木工程、给排水科学与工程；办学地点：朝晖校区）,专业计划数；学费；再选科目,自动官网辅证任务,R0-PDFOCR与高校辅证存在冲突,H0-PDFOCR与高校辅证冲突,private_pdf_ocr_candidate_seeded,M2-原已有PDFOCR候选不启用机器坐标补候选,true,true,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,blocked_until_required_private_readings_complete,先核PDF原页，再核湖北官方侧，最后对照高校辅证,完成PDF原页、湖北官方侧和必要高校辅证记录；冲突任务需双人复核；仍需人工判断是否写回。,M-b0f0f795c8848022,FIRSTDETAIL-58197f021c0a83a3
8,194-left,E0-冲突异常双人优先核验,H857,北师香港浸会大学,H85702,09,参计学（中外合作办学）（英教学，韭英语语种考生不宜报考；办学地点：广东省珠海市）,专业计划数,P0人工字段任务,R5-无候选需人工看图,H1-原缺PDFOCR但有机器坐标候选,private_pdf_ocr_candidate_unavailable_needs_manual_image_review,M0-机器坐标单一候选可作为人工核页提示,false,true,pending_private_pdf_reading,pending_private_hubei_reading,not_applicable_no_school_field_clue,blocked_until_required_private_readings_complete,按机器坐标提示回看PDF原页，再核湖北官方侧,完成PDF原页、湖北官方侧和必要高校辅证记录；冲突任务需双人复核；仍需人工判断是否写回。,M-8842bf5399054ddc,FIRSTDETAIL-7ac045a60665505d
8,194-left,E0-冲突异常双人优先核验,H857,北师香港浸会大学,H85702,10,经济学（中外合作办学）《培养应用经迹学、商业分析方向，原则上在第一学年第二学期开始前完成专业确认，英文教学，非英语语种考生不宜报考；办学地点：广东省珠海市）,专业计划数,P0人工字段任务,R5-无候选需人工看图,H1-原缺PDFOCR但有机器坐标候选,private_pdf_ocr_candidate_unavailable_needs_manual_image_review,M0-机器坐标单一候选可作为人工核页提示,false,true,pending_private_pdf_reading,pending_private_hubei_reading,not_applicable_no_school_field_clue,blocked_until_required_private_readings_complete,按机器坐标提示回看PDF原页，再核湖北官方侧,完成PDF原页、湖北官方侧和必要高校辅证记录；冲突任务需双人复核；仍需人工判断是否写回。,M-50cab57f432b5cdc,FIRSTDETAIL-39dc41c06356c551
8,194-left,E0-冲突异常双人优先核验,H857,北师香港浸会大学,H85702,11,应用心理学（中外合作办学）（英文教学.非英语语种考生不宜报考；办学地点：广东省珠海市）,专业计划数,P0人工字段任务,R5-无候选需人工看图,H1-原缺PDFOCR但有机器坐标候选,private_pdf_ocr_candidate_unavailable_needs_manual_image_review,M0-机器坐标单一候选可作为人工核页提示,false,true,pending_private_pdf_reading,pending_private_hubei_reading,not_applicable_no_school_field_clue,blocked_until_required_private_readings_complete,按机器坐标提示回看PDF原页，再核湖北官方侧,完成PDF原页、湖北官方侧和必要高校辅证记录；冲突任务需双人复核；仍需人工判断是否写回。,M-26d2edeaf4b862a5,FIRSTDETAIL-15f16e7e9cbea148
8,194-left,E0-冲突异常双人优先核验,H857,北师香港浸会大学,H85703,14,食品科学与工程（中外合作办学）（英文教学.非英语语种考生不宜报考；办学地点：广东省珠海市）,专业计划数,P0人工字段任务,R5-无候选需人工看图,H1-原缺PDFOCR但有机器坐标候选,private_pdf_ocr_candidate_unavailable_needs_manual_image_review,M0-机器坐标单一候选可作为人工核页提示,false,true,pending_private_pdf_reading,pending_private_hubei_reading,not_applicable_no_school_field_clue,blocked_until_required_private_readings_complete,按机器坐标提示回看PDF原页，再核湖北官方侧,完成PDF原页、湖北官方侧和必要高校辅证记录；冲突任务需双人复核；仍需人工判断是否写回。,M-41f9a26d1cfcd633,FIRSTDETAIL-201082e10e934fd6
8,194-left,E0-冲突异常双人优先核验,H857,北师香港浸会大学,H85703,15,环境科学（中外合作办学）（英文教学非英语语种考生不宜报考；办学地点：广东省珠海市）,专业计划数,P0人工字段任务,R5-无候选需人工看图,H1-原缺PDFOCR但有机器坐标候选,private_pdf_ocr_candidate_unavailable_needs_manual_image_review,M0-机器坐标单一候选可作为人工核页提示,false,true,pending_private_pdf_reading,pending_private_hubei_reading,not_applicable_no_school_field_clue,blocked_until_required_private_readings_complete,按机器坐标提示回看PDF原页，再核湖北官方侧,完成PDF原页、湖北官方侧和必要高校辅证记录；冲突任务需双人复核；仍需人工判断是否写回。,M-0eb0b28d721dd807,FIRSTDETAIL-fa92585c6f8f40aa
8,194-left,E0-冲突异常双人优先核验,H857,北师香港浸会大学,H85703,16,统计学（中外合作办学）（英文教学.非英语语种考生不宜报考；办学地点：厂东省珠海市）,专业计划数,P0人工字段任务,R5-无候选需人工看图,H1-原缺PDFOCR但有机器坐标候选,private_pdf_ocr_candidate_unavailable_needs_manual_image_review,M0-机器坐标单一候选可作为人工核页提示,false,true,pending_private_pdf_reading,pending_private_hubei_reading,not_applicable_no_school_field_clue,blocked_until_required_private_readings_complete,按机器坐标提示回看PDF原页，再核湖北官方侧,完成PDF原页、湖北官方侧和必要高校辅证记录；冲突任务需双人复核；仍需人工判断是否写回。,M-eb2bc5f19a360334,FIRSTDETAIL-a9bba347a300c262
8,194-left,E0-冲突异常双人优先核验,H857,北师香港浸会大学,H85703,17,数学与应用数学（中外合作办学）（英文教学.非英语语种考生不宜报考；办学地点：广东省珠海市）,专业计划数,P0人工字段任务,R5-无候选需人工看图,H1-原缺PDFOCR但有机器坐标候选,private_pdf_ocr_candidate_unavailable_needs_manual_image_review,M0-机器坐标单一候选可作为人工核页提示,false,true,pending_private_pdf_reading,pending_private_hubei_reading,not_applicable_no_school_field_clue,blocked_until_required_private_readings_complete,按机器坐标提示回看PDF原页，再核湖北官方侧,完成PDF原页、湖北官方侧和必要高校辅证记录；冲突任务需双人复核；仍需人工判断是否写回。,M-8a3c24bfbc59571d,FIRSTDETAIL-a27c8398f1cd4fda
9,056-left,E0-冲突异常双人优先核验,A193,陕西师范大学,A19319,25,数学类（民族班：数学卓应用数学（师范）：数学与应用数学（国俊班）；信息与计算科学：统计学；办学地点：雁塔A195 兰州大学（公办）（甘肃）,专业计划数,P0人工字段任务,R5-无候选需人工看图,H1-原缺PDFOCR但有机器坐标候选,private_pdf_ocr_candidate_unavailable_needs_manual_image_review,M0-机器坐标单一候选可作为人工核页提示,false,true,pending_private_pdf_reading,pending_private_hubei_reading,not_applicable_no_school_field_clue,blocked_until_required_private_readings_complete,按机器坐标提示回看PDF原页，再核湖北官方侧,完成PDF原页、湖北官方侧和必要高校辅证记录；冲突任务需双人复核；仍需人工判断是否写回。,M-3ed25d6b30d1fc38,FIRSTDETAIL-d1b16ab1e2bfb550
9,056-left,E0-冲突异常双人优先核验,A195,兰州大学,A19511,35,计算机科学与技术（办学地点：甘肃兰,专业计划数；学费；再选科目,自动官网辅证任务,R0-PDFOCR与高校辅证存在冲突,H0-PDFOCR与高校辅证冲突,private_pdf_ocr_candidate_seeded,M2-原已有PDFOCR候选不启用机器坐标补候选,true,false,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,blocked_until_required_private_readings_complete,先核PDF原页，再核湖北官方侧，最后对照高校辅证,完成PDF原页、湖北官方侧和必要高校辅证记录；冲突任务需双人复核；仍需人工判断是否写回。,M-294c46ae6cb755d6,FIRSTDETAIL-3fddffa420d16af2
9,056-left,E0-冲突异常双人优先核验,A195,兰州大学,A19511,35,计算机科学与技术（办学地点：甘肃兰,专业计划数,P0人工字段任务,R5-无候选需人工看图,H1-原缺PDFOCR但有机器坐标候选,private_pdf_ocr_candidate_unavailable_needs_manual_image_review,M0-机器坐标单一候选可作为人工核页提示,false,false,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,blocked_until_required_private_readings_complete,按机器坐标提示回看PDF原页，再核湖北官方侧,完成PDF原页、湖北官方侧和必要高校辅证记录；冲突任务需双人复核；仍需人工判断是否写回。,M-294c46ae6cb755d6,FIRSTDETAIL-9bb3690e9f7ce659
9,056-left,E0-冲突异常双人优先核验,A195,兰州大学,A19511,36,计算机科学与技术（脑机智能方向；办学地点：甘肃兰州）,专业计划数；学费；再选科目,自动官网辅证任务,R2-高校有线索但PDFOCR缺候选,H2-已有PDFOCR候选,private_pdf_ocr_candidate_seeded,M2-原已有PDFOCR候选不启用机器坐标补候选,true,false,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,blocked_until_required_private_readings_complete,按PDFOCR候选回看PDF原页，再核湖北官方侧,完成PDF原页、湖北官方侧和必要高校辅证记录；冲突任务需双人复核；仍需人工判断是否写回。,M-928c8c7935f8e9d2,FIRSTDETAIL-765f09947ed9a2d8
