Round4家庭说明ID,来源Round4重点55组,来源Round4暂缓65组,来源Round4优先120组,来源期号,来源PDF_SHA256,生成日期,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,家庭阅读排序,入选状态,是否进入40到60重点核验,为什么入选,为什么暂缓,暂缓主因,同梯度入选线,距同梯度入选线分差,高分暂缓标记,梯度配额标签,梯度内排序,压缩综合分,院校专业组,院校代码,院校名称,院校专业组代码,专业组号,城市,城市来源,城市口径提醒,省份,冲稳保,历史稳定性等级,与515关系,同代码命中年份数,等位分差摘要,专业匹配等级,专业方向命中摘要,完整组内专业数,接受专业数,勉强调剂专业数,待核后判断专业数,不能接受提示专业数,完整组内专业接受度摘要,调剂接受风险等级,调剂风险说明,费用限制风险,高收费或超预算专业数,公办民办机器线索,家庭底线属性动作,结构字段阻断等级,字段缺口专业行数,结构或归属未闭环专业行数,PDF原页待核专业行数,湖北官方系统待核专业行数,官网辅证命中专业行数,第一闭环明细任务数,第一闭环双人复核任务数,高校侧刷新任务数,主要阻断原因,家庭最小决策动作,核验最小动作,下一步核验动作,来源页码,版面列,第四轮候选ID,专业组出现ID,公开安全策略
R4FAMILYEXPLAIN-07886d2872c983df,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-priority-focus55-paused65-groups.csv,data/exports/issue19-round4-city-gradient-priority120-groups.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_family_explanation_board,Round4优先120组家庭阅读说明,院校专业组×入选或暂缓理由×调剂风险摘要,false,false,false,false,false,false,false,false,23,重点核验,true,稳冲观察；H3-稳冲历史线索；P1-命中计算机/软件/AI；C2-湖北省内或近距离可讨论：孝感市；计算机/软件/AI4；计算机类3；T4-暂未见硬阻断，仍需人工接受度判断；V2-中等核验成本，保留字段缺口,,,76.00,27.38,false,稳冲观察配额18,10,103.38,C127 湖北工程学院 C12706 06,C127,湖北工程学院,C12706,06,孝感市,教育部所在地,城市只是学校所在地或机器线索；实际校区必须核第19期原页、湖北官方计划和招生章程。,湖北省,稳冲观察,H3-稳冲历史线索,515对应等位分：2025=494、2024=497、2023=481；487-481=+6；505-497=+8；473-494=-21；历史最高等位分差=8。,3,487-481=+6；505-497=+8；473-494=-21,P1-命中计算机/软件/AI,计算机/软件/AI4；计算机类3,5,3,2,0,0,接受3；勉强调剂2；待核0；不能0,T4-暂未见硬阻断，仍需人工接受度判断,暂未见硬阻断，但仍需家里逐专业确认接受度。,F1-暂未见高收费或超预算线索,0,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,S1-字段事实缺口4行,4,0,5,5,0,0,0,0,仍有计划数、学费或再选科目字段缺口。,先看完整组内专业，逐条标可接受/勉强接受/不能接受；保留后再做PDF原页、湖北官方侧和章程核验。,进入下一轮候选后，按完整组内专业做100%原页和湖北官方侧核验。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,74,right,R4GROUP-3744ea633aed7827,G-25242282690fb171,该说明表只用于家庭阅读和核验排序；所有组仍需PDF原页、湖北官方侧、高校章程和完整组内专业闭环。
R4FAMILYEXPLAIN-80a2c70cdfc070cf,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-priority-focus55-paused65-groups.csv,data/exports/issue19-round4-city-gradient-priority120-groups.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_family_explanation_board,Round4优先120组家庭阅读说明,院校专业组×入选或暂缓理由×调剂风险摘要,false,false,false,false,false,false,false,false,24,重点核验,true,稳冲观察；H3-稳冲历史线索；P1-命中计算机/软件/AI；C2-湖北省内或近距离可讨论：襄阳市；计算机/软件/AI2；计算机类2；电子信息/网络2；机械自动化1；T4-暂未见硬阻断，仍需人工接受度判断；V1-中高核验成本，需集中核字段,,,76.00,21.62,false,稳冲观察配额18,11,97.62,C126 湖北文理学院 C12610 10,C126,湖北文理学院,C12610,10,襄阳市,教育部所在地,城市只是学校所在地或机器线索；实际校区必须核第19期原页、湖北官方计划和招生章程。,湖北省,稳冲观察,H3-稳冲历史线索,515对应等位分：2025=494、2024=497、2023=481；494-481=+13；501-497=+4；506-494=+12；历史最高等位分差=13。,3,494-481=+13；501-497=+4；506-494=+12,P1-命中计算机/软件/AI,计算机/软件/AI2；计算机类2；电子信息/网络2；机械自动化1,9,2,7,0,0,接受2；勉强调剂7；待核0；不能0,T4-暂未见硬阻断，仍需人工接受度判断,暂未见硬阻断，但仍需家里逐专业确认接受度。,F1-暂未见高收费或超预算线索,0,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,S1-字段事实缺口8行,8,0,9,9,0,0,0,0,仍有计划数、学费或再选科目字段缺口。,先看完整组内专业，逐条标可接受/勉强接受/不能接受；保留后再做PDF原页、湖北官方侧和章程核验。,进入下一轮候选后，按完整组内专业做100%原页和湖北官方侧核验。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,74,right,R4GROUP-cf9694d1d50673a4,G-cad29fb7a08fd6ae,该说明表只用于家庭阅读和核验排序；所有组仍需PDF原页、湖北官方侧、高校章程和完整组内专业闭环。
R4FAMILYEXPLAIN-5fd8917669e3f9ba,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-priority-focus55-paused65-groups.csv,data/exports/issue19-round4-city-gradient-priority120-groups.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_family_explanation_board,Round4优先120组家庭阅读说明,院校专业组×入选或暂缓理由×调剂风险摘要,false,false,false,false,false,false,false,false,25,重点核验,true,稳冲观察；H3-稳冲历史线索；P1-命中计算机/软件/AI；C3-非当前优先城市，作为梯度和专业匹配讨论；计算机/软件/AI1；计算机类1；电子信息/网络2；机械自动化2；T4-暂未见硬阻断，仍需人工接受度判断；V2-中等核验成本，保留字段缺口,,,76.00,12.12,false,稳冲观察配额18,12,88.12,A197 西北民族大学 A19717 17,A197,西北民族大学,A19717,17,兰州市,教育部所在地,城市只是学校所在地或机器线索；实际校区必须核第19期原页、湖北官方计划和招生章程。,甘肃省,稳冲观察,H3-稳冲历史线索,515对应等位分：2025=494、2024=497、2023=481；502-497=+5；499-494=+5；历史最高等位分差=5。,2,502-497=+5；499-494=+5,P1-命中计算机/软件/AI,计算机/软件/AI1；计算机类1；电子信息/网络2；机械自动化2,5,1,4,0,0,接受1；勉强调剂4；待核0；不能0,T4-暂未见硬阻断，仍需人工接受度判断,暂未见硬阻断，但仍需家里逐专业确认接受度。,F1-暂未见高收费或超预算线索,0,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,S1-字段事实缺口3行,3,0,5,5,5,0,0,3,仍有计划数、学费或再选科目字段缺口。,先看完整组内专业，逐条标可接受/勉强接受/不能接受；保留后再做PDF原页、湖北官方侧和章程核验。,进入下一轮候选后，按完整组内专业做100%原页和湖北官方侧核验。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,57,left,R4GROUP-ed60447ea5876e2c,G-fc81847787fdf794,该说明表只用于家庭阅读和核验排序；所有组仍需PDF原页、湖北官方侧、高校章程和完整组内专业闭环。
R4FAMILYEXPLAIN-dcaa95b12cbbb25d,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-priority-focus55-paused65-groups.csv,data/exports/issue19-round4-city-gradient-priority120-groups.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_family_explanation_board,Round4优先120组家庭阅读说明,院校专业组×入选或暂缓理由×调剂风险摘要,false,false,false,false,false,false,false,false,26,重点核验,true,稳冲观察；H3-稳冲历史线索；P1-命中计算机/软件/AI；C3-非当前优先城市，作为梯度和专业匹配讨论；计算机/软件/AI1；计算机类1；电子信息/网络1；机械自动化3；环境2；T3-组内专业较多，需逐条确认；V0-高核验成本，先核页和组边界,,,76.00,10.62,false,稳冲观察配额18,13,86.62,F583 吉林建筑大学 F58303 03,F583,吉林建筑大学,F58303,03,长春市,教育部所在地,城市只是学校所在地或机器线索；实际校区必须核第19期原页、湖北官方计划和招生章程。,吉林省,稳冲观察,H3-稳冲历史线索,515对应等位分：2025=494、2024=497、2023=481；489-481=+8；503-497=+6；479-494=-15；历史最高等位分差=8。,3,489-481=+8；503-497=+6；479-494=-15,P1-命中计算机/软件/AI,计算机/软件/AI1；计算机类1；电子信息/网络1；机械自动化3；环境2,19,1,18,0,0,接受1；勉强调剂18；待核0；不能0,T3-组内专业较多，需逐条确认,组内专业较多，必须逐条判断能否接受调剂。,F1-暂未见高收费或超预算线索,0,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,S0-结构或归属未闭环1行,18,1,19,19,0,0,0,0,存在结构或专业组归属未闭环专业行。,先看完整组内专业，逐条标可接受/勉强接受/不能接受；保留后再做PDF原页、湖北官方侧和章程核验。,先核PDF原页中的专业组边界、专业归属和完整组内专业。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,119,right,R4GROUP-d938cb211802d8b2,G-30d1416d72ea0545,该说明表只用于家庭阅读和核验排序；所有组仍需PDF原页、湖北官方侧、高校章程和完整组内专业闭环。
R4FAMILYEXPLAIN-d33422b0ad2037f1,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-priority-focus55-paused65-groups.csv,data/exports/issue19-round4-city-gradient-priority120-groups.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_family_explanation_board,Round4优先120组家庭阅读说明,院校专业组×入选或暂缓理由×调剂风险摘要,false,false,false,false,false,false,false,false,27,重点核验,true,稳冲观察；H3-稳冲历史线索；P1-命中计算机/软件/AI；C3-非当前优先城市，作为梯度和专业匹配讨论；计算机/软件/AI4；计算机类3；T1-特殊限制待核，先核章程/原页；V0-高核验成本，先核页和组边界；特殊限制待核1个,,,76.00,10.38,false,稳冲观察配额18,14,86.38,K755 新疆财经大学 K75504 04,K755,新疆财经大学,K75504,04,乌鲁木齐市,教育部所在地,城市只是学校所在地或机器线索；实际校区必须核第19期原页、湖北官方计划和招生章程。,新疆维吾尔自治区,稳冲观察,H3-稳冲历史线索,515对应等位分：2025=494、2024=497、2023=481；484-481=+3；488-497=-9；487-494=-7；历史最高等位分差=3。,3,484-481=+3；488-497=-9；487-494=-7,P1-命中计算机/软件/AI,计算机/软件/AI4；计算机类3,7,3,3,1,0,接受3；勉强调剂3；待核1；不能0,T1-特殊限制待核，先核章程/原页,有体检、语种、单科、专项或章程限制待核，先看限制再谈调剂。,F1-暂未见高收费或超预算线索,0,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,S0-结构或归属未闭环5行,6,5,7,7,0,0,0,0,存在结构或专业组归属未闭环专业行。,先看完整组内专业，逐条标可接受/勉强接受/不能接受；保留后再做PDF原页、湖北官方侧和章程核验。,先核PDF原页中的专业组边界、专业归属和完整组内专业。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,235,right,R4GROUP-e7b186e1dff42be8,G-c60556809274769b,该说明表只用于家庭阅读和核验排序；所有组仍需PDF原页、湖北官方侧、高校章程和完整组内专业闭环。
R4FAMILYEXPLAIN-3bb35dc9732abc52,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-priority-focus55-paused65-groups.csv,data/exports/issue19-round4-city-gradient-priority120-groups.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_family_explanation_board,Round4优先120组家庭阅读说明,院校专业组×入选或暂缓理由×调剂风险摘要,false,false,false,false,false,false,false,false,28,重点核验,true,稳冲观察；H3-稳冲历史线索；P2-命中电子信息/网络或师范；C2-湖北省内或近距离可讨论：黄冈市；电子信息/网络2；师范1；机械自动化3；T4-暂未见硬阻断，仍需人工接受度判断；V1-中高核验成本，需集中核字段,,,76.00,7.62,false,稳冲观察配额18,15,83.62,C118 黄冈师范学院 C11811 11,C118,黄冈师范学院,C11811,11,黄冈市,教育部所在地,城市只是学校所在地或机器线索；实际校区必须核第19期原页、湖北官方计划和招生章程。,湖北省,稳冲观察,H3-稳冲历史线索,515对应等位分：2025=494、2024=497、2023=481；496-494=+2；历史最高等位分差=2。,1,496-494=+2,P2-命中电子信息/网络或师范,电子信息/网络2；师范1；机械自动化3,7,1,6,0,0,接受1；勉强调剂6；待核0；不能0,T4-暂未见硬阻断，仍需人工接受度判断,暂未见硬阻断，但仍需家里逐专业确认接受度。,F1-暂未见高收费或超预算线索,0,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,S1-字段事实缺口7行,7,0,7,7,0,0,0,0,仍有计划数、学费或再选科目字段缺口。,先看完整组内专业，逐条标可接受/勉强接受/不能接受；保留后再做PDF原页、湖北官方侧和章程核验。,进入下一轮候选后，按完整组内专业做100%原页和湖北官方侧核验。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,73,right,R4GROUP-4b655aaaace37805,G-34a92ea063b4d7fa,该说明表只用于家庭阅读和核验排序；所有组仍需PDF原页、湖北官方侧、高校章程和完整组内专业闭环。
R4FAMILYEXPLAIN-092b9f276121ce4e,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-priority-focus55-paused65-groups.csv,data/exports/issue19-round4-city-gradient-priority120-groups.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_family_explanation_board,Round4优先120组家庭阅读说明,院校专业组×入选或暂缓理由×调剂风险摘要,false,false,false,false,false,false,false,false,29,重点核验,true,稳冲观察；H3-稳冲历史线索；P0-命中数字媒体技术；C3-非当前优先城市，作为梯度和专业匹配讨论；数字媒体技术1；计算机/软件/AI1；计算机类1；电子信息/网络2；师范1；机械自动化1；T1-特殊限制待核，先核章程/原页；V0-高核验成本，先核页和组边界；特殊限制待核7个；已进入第一闭环任务2条,,,76.00,3.50,false,稳冲观察配额18,16,79.50,K753 喀什大学 K75307 07,K753,喀什大学,K75307,07,喀什地区,教育部所在地,城市只是学校所在地或机器线索；实际校区必须核第19期原页、湖北官方计划和招生章程。,新疆维吾尔自治区,稳冲观察,H3-稳冲历史线索,515对应等位分：2025=494、2024=497、2023=481；466-481=-15；499-497=+2；482-494=-12；历史最高等位分差=2。,3,466-481=-15；499-497=+2；482-494=-12,P0-命中数字媒体技术,数字媒体技术1；计算机/软件/AI1；计算机类1；电子信息/网络2；师范1；机械自动化1,8,0,1,7,0,接受0；勉强调剂1；待核7；不能0,T1-特殊限制待核，先核章程/原页,有体检、语种、单科、专项或章程限制待核，先看限制再谈调剂。,F1-暂未见高收费或超预算线索,0,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,S1-字段事实缺口7行,7,0,8,8,8,2,0,3,已进入第一闭环批次，需按页列核PDF原页、湖北官方侧和高校辅证。,先看完整组内专业，逐条标可接受/勉强接受/不能接受；保留后再做PDF原页、湖北官方侧和章程核验。,先处理已排入第一闭环的页列和字段，再核湖北官方侧。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,235,left,R4GROUP-864cb60c3d27ed73,G-773111c0b1e7a465,该说明表只用于家庭阅读和核验排序；所有组仍需PDF原页、湖北官方侧、高校章程和完整组内专业闭环。
R4FAMILYEXPLAIN-c7cd00cd0ccbe7c5,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-priority-focus55-paused65-groups.csv,data/exports/issue19-round4-city-gradient-priority120-groups.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_family_explanation_board,Round4优先120组家庭阅读说明,院校专业组×入选或暂缓理由×调剂风险摘要,false,false,false,false,false,false,false,false,30,重点核验,true,稳冲观察；H3-稳冲历史线索；P1-命中计算机/软件/AI；C3-非当前优先城市，作为梯度和专业匹配讨论；计算机/软件/AI2；计算机类2；机械自动化2；农业不含动物2；T2-结构异常，先核完整组内专业；V0-高核验成本，先核页和组边界,,,76.00,2.25,false,稳冲观察配额18,17,78.25,F387 内蒙古农业大学 F38702 02,F387,内蒙古农业大学,F38702,02,呼和浩特市,教育部所在地,城市只是学校所在地或机器线索；实际校区必须核第19期原页、湖北官方计划和招生章程。,内蒙古自治区,稳冲观察,H3-稳冲历史线索,515对应等位分：2025=494、2024=497、2023=481；483-481=+2；490-494=-4；历史最高等位分差=2。,2,483-481=+2；490-494=-4,P1-命中计算机/软件/AI,计算机/软件/AI2；计算机类2；机械自动化2；农业不含动物2,10,2,8,0,0,接受2；勉强调剂8；待核0；不能0,T2-结构异常，先核完整组内专业,组内结构或专业归属未闭环，先核完整组内专业。,F1-暂未见高收费或超预算线索,0,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,S0-结构或归属未闭环1行,10,1,10,10,0,0,0,0,存在结构或专业组归属未闭环专业行。,先看完整组内专业，逐条标可接受/勉强接受/不能接受；保留后再做PDF原页、湖北官方侧和章程核验。,先核PDF原页中的专业组边界、专业归属和完整组内专业。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,111,right,R4GROUP-d11a9bea417fc16f,G-660bf38051556cc2,该说明表只用于家庭阅读和核验排序；所有组仍需PDF原页、湖北官方侧、高校章程和完整组内专业闭环。
R4FAMILYEXPLAIN-619582ba30cbbbd1,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-priority-focus55-paused65-groups.csv,data/exports/issue19-round4-city-gradient-priority120-groups.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_family_explanation_board,Round4优先120组家庭阅读说明,院校专业组×入选或暂缓理由×调剂风险摘要,false,false,false,false,false,false,false,false,31,重点核验,true,稳冲观察；H3-稳冲历史线索；P1-命中计算机/软件/AI；C3-非当前优先城市，作为梯度和专业匹配讨论；计算机/软件/AI2；计算机类2；电子信息/网络2；机械自动化1；T2-结构异常，先核完整组内专业；V0-高核验成本，先核页和组边界,,,76.00,0.00,false,稳冲观察配额18,18,76.00,F694 齐齐哈尔大学 F69403 03,F694,齐齐哈尔大学,F69403,03,齐齐哈尔市,教育部所在地,城市只是学校所在地或机器线索；实际校区必须核第19期原页、湖北官方计划和招生章程。,黑龙江省,稳冲观察,H3-稳冲历史线索,515对应等位分：2025=494、2024=497、2023=481；487-481=+6；491-497=-6；历史最高等位分差=6。,2,487-481=+6；491-497=-6,P1-命中计算机/软件/AI,计算机/软件/AI2；计算机类2；电子信息/网络2；机械自动化1,4,2,2,0,0,接受2；勉强调剂2；待核0；不能0,T2-结构异常，先核完整组内专业,组内结构或专业归属未闭环，先核完整组内专业。,F1-暂未见高收费或超预算线索,0,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,S0-结构或归属未闭环1行,3,1,4,4,0,0,0,0,存在结构或专业组归属未闭环专业行。,先看完整组内专业，逐条标可接受/勉强接受/不能接受；保留后再做PDF原页、湖北官方侧和章程核验。,先核PDF原页中的专业组边界、专业归属和完整组内专业。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,126,right,R4GROUP-9f4e82a3a4689960,G-ebad8a03de7b7ac9,该说明表只用于家庭阅读和核验排序；所有组仍需PDF原页、湖北官方侧、高校章程和完整组内专业闭环。
R4FAMILYEXPLAIN-a0c1a6f1b35dea5c,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-priority-focus55-paused65-groups.csv,data/exports/issue19-round4-city-gradient-priority120-groups.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_family_explanation_board,Round4优先120组家庭阅读说明,院校专业组×入选或暂缓理由×调剂风险摘要,false,false,false,false,false,false,false,false,32,重点核验,true,稳妥观察；H2-稳妥历史线索；P1-命中计算机/软件/AI；C2-湖北省内或近距离可讨论：十堰市；计算机/软件/AI8；计算机类8；电子信息/网络2；机械自动化3；T3-组内专业较多，需逐条确认；V0-高核验成本，先核页和组边界,,,74.50,149.62,false,稳妥观察配额24,1,224.12,C131 湖北汽车工业学院 C13107 07,C131,湖北汽车工业学院,C13107,07,十堰市,教育部所在地,城市只是学校所在地或机器线索；实际校区必须核第19期原页、湖北官方计划和招生章程。,湖北省,稳妥观察,H2-稳妥历史线索,515对应等位分：2025=494、2024=497、2023=481；478-481=-3；492-497=-5；490-494=-4；历史最高等位分差=-3。,3,478-481=-3；492-497=-5；490-494=-4,P1-命中计算机/软件/AI,计算机/软件/AI8；计算机类8；电子信息/网络2；机械自动化3,15,8,7,0,0,接受8；勉强调剂7；待核0；不能0,T3-组内专业较多，需逐条确认,组内专业较多，必须逐条判断能否接受调剂。,F1-暂未见高收费或超预算线索,0,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,S0-结构或归属未闭环14行,14,14,15,15,0,0,0,0,存在结构或专业组归属未闭环专业行。,先看完整组内专业，逐条标可接受/勉强接受/不能接受；保留后再做PDF原页、湖北官方侧和章程核验。,先核PDF原页中的专业组边界、专业归属和完整组内专业。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,77,left,R4GROUP-103ee2b5e642f511,G-c60fd32db2360718,该说明表只用于家庭阅读和核验排序；所有组仍需PDF原页、湖北官方侧、高校章程和完整组内专业闭环。
R4FAMILYEXPLAIN-92790e874c0fd2a8,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-priority-focus55-paused65-groups.csv,data/exports/issue19-round4-city-gradient-priority120-groups.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_family_explanation_board,Round4优先120组家庭阅读说明,院校专业组×入选或暂缓理由×调剂风险摘要,false,false,false,false,false,false,false,false,33,重点核验,true,稳妥观察；H2-稳妥历史线索；P1-命中计算机/软件/AI；C3-非当前优先城市，作为梯度和专业匹配讨论；计算机/软件/AI4；计算机类4；电子信息/网络2；师范1；机械自动化3；T1-特殊限制待核，先核章程/原页；V1-中高核验成本，需集中核字段；特殊限制待核3个,,,74.50,67.12,false,稳妥观察配额24,2,141.62,K754 伊犁师范大学 K75403 03,K754,伊犁师范大学,K75403,03,伊犁哈萨克自治州,教育部所在地,城市只是学校所在地或机器线索；实际校区必须核第19期原页、湖北官方计划和招生章程。,新疆维吾尔自治区,稳妥观察,H2-稳妥历史线索,515对应等位分：2025=494、2024=497、2023=481；492-497=-5；475-494=-19；历史最高等位分差=-5。,2,492-497=-5；475-494=-19,P1-命中计算机/软件/AI,计算机/软件/AI4；计算机类4；电子信息/网络2；师范1；机械自动化3,11,3,5,3,0,接受3；勉强调剂5；待核3；不能0,T1-特殊限制待核，先核章程/原页,有体检、语种、单科、专项或章程限制待核，先看限制再谈调剂。,F1-暂未见高收费或超预算线索,0,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,S1-字段事实缺口11行,11,0,11,11,0,0,0,0,仍有计划数、学费或再选科目字段缺口。,先看完整组内专业，逐条标可接受/勉强接受/不能接受；保留后再做PDF原页、湖北官方侧和章程核验。,先核章程、体检、语种、单科、校区和调剂限制。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,235,right,R4GROUP-9948d103a09dc6ad,G-d7999ebd3ca3839c,该说明表只用于家庭阅读和核验排序；所有组仍需PDF原页、湖北官方侧、高校章程和完整组内专业闭环。
R4FAMILYEXPLAIN-e5044aa725b1b3e1,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-priority-focus55-paused65-groups.csv,data/exports/issue19-round4-city-gradient-priority120-groups.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_family_explanation_board,Round4优先120组家庭阅读说明,院校专业组×入选或暂缓理由×调剂风险摘要,false,false,false,false,false,false,false,false,34,重点核验,true,稳妥观察；H2-稳妥历史线索；P1-命中计算机/软件/AI；C3-非当前优先城市，作为梯度和专业匹配讨论；计算机/软件/AI3；计算机类3；电子信息/网络2；机械自动化3；T3-组内专业较多，需逐条确认；V0-高核验成本，先核页和组边界,,,74.50,63.38,false,稳妥观察配额24,3,137.88,F597 长春工程学院 F59704 04,F597,长春工程学院,F59704,04,长春市,教育部所在地,城市只是学校所在地或机器线索；实际校区必须核第19期原页、湖北官方计划和招生章程。,吉林省,稳妥观察,H2-稳妥历史线索,515对应等位分：2025=494、2024=497、2023=481；495-497=-2；469-494=-25；历史最高等位分差=-2。,2,495-497=-2；469-494=-25,P1-命中计算机/软件/AI,计算机/软件/AI3；计算机类3；电子信息/网络2；机械自动化3,17,3,14,0,0,接受3；勉强调剂14；待核0；不能0,T3-组内专业较多，需逐条确认,组内专业较多，必须逐条判断能否接受调剂。,F1-暂未见高收费或超预算线索,0,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,S0-结构或归属未闭环4行,17,4,17,17,0,0,0,0,存在结构或专业组归属未闭环专业行。,先看完整组内专业，逐条标可接受/勉强接受/不能接受；保留后再做PDF原页、湖北官方侧和章程核验。,先核PDF原页中的专业组边界、专业归属和完整组内专业。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,122,left,R4GROUP-7895dad618982745,G-82c00bbc0942940e,该说明表只用于家庭阅读和核验排序；所有组仍需PDF原页、湖北官方侧、高校章程和完整组内专业闭环。
