第一闭环人工核验字段ID,来源期号,来源PDF_SHA256,生成日期,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,人工核验包序号,稳定基座第一闭环明细任务ID,来源页码,版面列,页码版面键,专业行ID,专业组出现ID,院校代码,字段名,字段映射状态,字段事实状态,字段核验优先级,字段PDF核验状态,字段湖北官方核验状态,字段事实闭环等级,字段事实阻断等级,字段事实缺口类型,PDF原页证据状态,OCR提示状态,机器坐标提示状态,高校辅证证据状态,冲突状态,核验动作层级,执行泳道,当前阻断原因,下一步核验动作,公开人工记录栏,公开填写边界,公开安全策略
FCMV-FIELD-fb2a202f5a8d2273,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_manual_verification_workbook,第一闭环字段人工核验项,第一闭环明细任务×待核字段,false,false,false,false,false,false,false,false,28,FIRSTDETAIL-d865ed334f79ac8b,169,right,169-right,M-d7ad035436e7d0f7,G-69a8112ee16cf2ba,H450,专业计划数,M1-已映射字段事实核验任务,K0-字段缺口无候选需原页重读,P0-字段无候选原页重读,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,L1-两字段缺口优先补证,Q1-字段缺口有候选待人工核验,再选科目；专业计划数,P2-有PDFOCR提示，仍待PDF原页人工确认,O2-高校有线索但PDFOCR缺候选,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,C1-高校补缺线索，PDF原页缺候选需人工看图,N1-高校补缺线索回PDF原页,E0-冲突异常双人优先核验,PDF原页未完成逐字段核页；湖北官方系统或省招办计划未核验；字段无稳定提示需原页重读,回看PDF原页补专业计划数/学费/选科，再用高校辅证作差异解释，最后核湖北官方侧。,留空；字段具体内容只允许写入私有复核表，不写入公开仓库。,公开表只保留状态、计数、ID和SHA；具体核验内容、字段内容、OCR原文和截图路径不得填入公开仓库。,not_final；for_manual_execution_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCMV-FIELD-df6be5ed0a9aa481,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_manual_verification_workbook,第一闭环字段人工核验项,第一闭环明细任务×待核字段,false,false,false,false,false,false,false,false,28,FIRSTDETAIL-d865ed334f79ac8b,169,right,169-right,M-d7ad035436e7d0f7,G-69a8112ee16cf2ba,H450,学费,M1-已映射字段事实核验任务,K2-OCR候选存在但三方核验未闭环,P3-OCR齐全字段三方闭环,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,L1-两字段缺口优先补证,Q1-字段缺口有候选待人工核验,再选科目；专业计划数,P2-有PDFOCR提示，仍待PDF原页人工确认,O2-高校有线索但PDFOCR缺候选,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,C1-高校补缺线索，PDF原页缺候选需人工看图,N1-高校补缺线索回PDF原页,E0-冲突异常双人优先核验,PDF原页未完成逐字段核页；湖北官方系统或省招办计划未核验,回看PDF原页补专业计划数/学费/选科，再用高校辅证作差异解释，最后核湖北官方侧。,留空；字段具体内容只允许写入私有复核表，不写入公开仓库。,公开表只保留状态、计数、ID和SHA；具体核验内容、字段内容、OCR原文和截图路径不得填入公开仓库。,not_final；for_manual_execution_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCMV-FIELD-c95ad73dc9332875,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_manual_verification_workbook,第一闭环字段人工核验项,第一闭环明细任务×待核字段,false,false,false,false,false,false,false,false,28,FIRSTDETAIL-e796394270d8dbd9,169,right,169-right,M-cdfe659d6ddbb7d7,G-69a8112ee16cf2ba,H450,专业计划数,M1-已映射字段事实核验任务,K0-字段缺口无候选需原页重读,P0-字段无候选原页重读,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,L1-两字段缺口优先补证,Q1-字段缺口有候选待人工核验,再选科目；专业计划数,P3-无稳定OCR提示，需人工看PDF原页,O5-无公开OCR候选提示,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,C4-无可比候选，需人工看图或随页列闭环,N3-无稳定候选人工看图,E0-冲突异常双人优先核验,PDF原页未完成逐字段核页；湖北官方系统或省招办计划未核验；字段无稳定提示需原页重读,直接打开PDF原页所在页列人工看图，必要时同页列连带复核。,留空；字段具体内容只允许写入私有复核表，不写入公开仓库。,公开表只保留状态、计数、ID和SHA；具体核验内容、字段内容、OCR原文和截图路径不得填入公开仓库。,not_final；for_manual_execution_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCMV-FIELD-749fb50dde18f8a8,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_manual_verification_workbook,第一闭环字段人工核验项,第一闭环明细任务×待核字段,false,false,false,false,false,false,false,false,29,FIRSTDETAIL-15f16e7e9cbea148,194,left,194-left,M-26d2edeaf4b862a5,G-a0f68bc50be1b3be,H857,专业计划数,M1-已映射字段事实核验任务,K0-字段缺口无候选需原页重读,P0-字段无候选原页重读,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,L0-三字段缺口优先阻断,Q1-字段缺口有候选待人工核验,再选科目；专业计划数；学费,P1-有机器坐标提示，仍待PDF原页人工核验,O4-无PDFOCR但有机器坐标提示,M1-有机器坐标提示可辅助定位,S0-无高校字段线索，本任务高校辅证不适用,C4-无可比候选，需人工看图或随页列闭环,N2-机器坐标辅助核PDF原页,E0-冲突异常双人优先核验,PDF原页未完成逐字段核页；湖北官方系统或省招办计划未核验；字段无稳定提示需原页重读,按机器坐标提示定位原页字段，完成人工记录后再核湖北官方侧。,留空；字段具体内容只允许写入私有复核表，不写入公开仓库。,公开表只保留状态、计数、ID和SHA；具体核验内容、字段内容、OCR原文和截图路径不得填入公开仓库。,not_final；for_manual_execution_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCMV-FIELD-35e99cf648537e00,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_manual_verification_workbook,第一闭环字段人工核验项,第一闭环明细任务×待核字段,false,false,false,false,false,false,false,false,29,FIRSTDETAIL-201082e10e934fd6,194,left,194-left,M-41f9a26d1cfcd633,G-40e8e2649ba8d3a6,H857,专业计划数,M1-已映射字段事实核验任务,K0-字段缺口无候选需原页重读,P0-字段无候选原页重读,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,L0-三字段缺口优先阻断,Q1-字段缺口有候选待人工核验,再选科目；专业计划数；学费,P1-有机器坐标提示，仍待PDF原页人工核验,O4-无PDFOCR但有机器坐标提示,M1-有机器坐标提示可辅助定位,S0-无高校字段线索，本任务高校辅证不适用,C4-无可比候选，需人工看图或随页列闭环,N2-机器坐标辅助核PDF原页,E0-冲突异常双人优先核验,PDF原页未完成逐字段核页；湖北官方系统或省招办计划未核验；字段无稳定提示需原页重读,按机器坐标提示定位原页字段，完成人工记录后再核湖北官方侧。,留空；字段具体内容只允许写入私有复核表，不写入公开仓库。,公开表只保留状态、计数、ID和SHA；具体核验内容、字段内容、OCR原文和截图路径不得填入公开仓库。,not_final；for_manual_execution_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCMV-FIELD-59191bde84215488,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_manual_verification_workbook,第一闭环字段人工核验项,第一闭环明细任务×待核字段,false,false,false,false,false,false,false,false,29,FIRSTDETAIL-39dc41c06356c551,194,left,194-left,M-50cab57f432b5cdc,G-a0f68bc50be1b3be,H857,专业计划数,M1-已映射字段事实核验任务,K0-字段缺口无候选需原页重读,P0-字段无候选原页重读,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,L0-三字段缺口优先阻断,Q1-字段缺口有候选待人工核验,再选科目；专业计划数；学费,P1-有机器坐标提示，仍待PDF原页人工核验,O4-无PDFOCR但有机器坐标提示,M1-有机器坐标提示可辅助定位,S0-无高校字段线索，本任务高校辅证不适用,C4-无可比候选，需人工看图或随页列闭环,N2-机器坐标辅助核PDF原页,E0-冲突异常双人优先核验,PDF原页未完成逐字段核页；湖北官方系统或省招办计划未核验；字段无稳定提示需原页重读,按机器坐标提示定位原页字段，完成人工记录后再核湖北官方侧。,留空；字段具体内容只允许写入私有复核表，不写入公开仓库。,公开表只保留状态、计数、ID和SHA；具体核验内容、字段内容、OCR原文和截图路径不得填入公开仓库。,not_final；for_manual_execution_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCMV-FIELD-f4bcaf9222eb0afe,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_manual_verification_workbook,第一闭环字段人工核验项,第一闭环明细任务×待核字段,false,false,false,false,false,false,false,false,29,FIRSTDETAIL-7ac045a60665505d,194,left,194-left,M-8842bf5399054ddc,G-a0f68bc50be1b3be,H857,专业计划数,M1-已映射字段事实核验任务,K0-字段缺口无候选需原页重读,P0-字段无候选原页重读,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,L0-三字段缺口优先阻断,Q1-字段缺口有候选待人工核验,再选科目；专业计划数；学费,P1-有机器坐标提示，仍待PDF原页人工核验,O4-无PDFOCR但有机器坐标提示,M1-有机器坐标提示可辅助定位,S0-无高校字段线索，本任务高校辅证不适用,C4-无可比候选，需人工看图或随页列闭环,N2-机器坐标辅助核PDF原页,E0-冲突异常双人优先核验,PDF原页未完成逐字段核页；湖北官方系统或省招办计划未核验；字段无稳定提示需原页重读,按机器坐标提示定位原页字段，完成人工记录后再核湖北官方侧。,留空；字段具体内容只允许写入私有复核表，不写入公开仓库。,公开表只保留状态、计数、ID和SHA；具体核验内容、字段内容、OCR原文和截图路径不得填入公开仓库。,not_final；for_manual_execution_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCMV-FIELD-9da9fcefa18957f8,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_manual_verification_workbook,第一闭环字段人工核验项,第一闭环明细任务×待核字段,false,false,false,false,false,false,false,false,29,FIRSTDETAIL-a27c8398f1cd4fda,194,left,194-left,M-8a3c24bfbc59571d,G-40e8e2649ba8d3a6,H857,专业计划数,M1-已映射字段事实核验任务,K0-字段缺口无候选需原页重读,P0-字段无候选原页重读,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,L0-三字段缺口优先阻断,Q1-字段缺口有候选待人工核验,再选科目；专业计划数；学费,P1-有机器坐标提示，仍待PDF原页人工核验,O4-无PDFOCR但有机器坐标提示,M1-有机器坐标提示可辅助定位,S0-无高校字段线索，本任务高校辅证不适用,C4-无可比候选，需人工看图或随页列闭环,N2-机器坐标辅助核PDF原页,E0-冲突异常双人优先核验,PDF原页未完成逐字段核页；湖北官方系统或省招办计划未核验；字段无稳定提示需原页重读,按机器坐标提示定位原页字段，完成人工记录后再核湖北官方侧。,留空；字段具体内容只允许写入私有复核表，不写入公开仓库。,公开表只保留状态、计数、ID和SHA；具体核验内容、字段内容、OCR原文和截图路径不得填入公开仓库。,not_final；for_manual_execution_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCMV-FIELD-379810ecace56d26,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_manual_verification_workbook,第一闭环字段人工核验项,第一闭环明细任务×待核字段,false,false,false,false,false,false,false,false,29,FIRSTDETAIL-a9bba347a300c262,194,left,194-left,M-eb2bc5f19a360334,G-40e8e2649ba8d3a6,H857,专业计划数,M1-已映射字段事实核验任务,K0-字段缺口无候选需原页重读,P0-字段无候选原页重读,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,L0-三字段缺口优先阻断,Q1-字段缺口有候选待人工核验,再选科目；专业计划数；学费,P1-有机器坐标提示，仍待PDF原页人工核验,O4-无PDFOCR但有机器坐标提示,M1-有机器坐标提示可辅助定位,S0-无高校字段线索，本任务高校辅证不适用,C4-无可比候选，需人工看图或随页列闭环,N2-机器坐标辅助核PDF原页,E0-冲突异常双人优先核验,PDF原页未完成逐字段核页；湖北官方系统或省招办计划未核验；字段无稳定提示需原页重读,按机器坐标提示定位原页字段，完成人工记录后再核湖北官方侧。,留空；字段具体内容只允许写入私有复核表，不写入公开仓库。,公开表只保留状态、计数、ID和SHA；具体核验内容、字段内容、OCR原文和截图路径不得填入公开仓库。,not_final；for_manual_execution_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCMV-FIELD-f090b8dbfb101a4e,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_manual_verification_workbook,第一闭环字段人工核验项,第一闭环明细任务×待核字段,false,false,false,false,false,false,false,false,29,FIRSTDETAIL-fa92585c6f8f40aa,194,left,194-left,M-0eb0b28d721dd807,G-40e8e2649ba8d3a6,H857,专业计划数,M1-已映射字段事实核验任务,K0-字段缺口无候选需原页重读,P0-字段无候选原页重读,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,L0-三字段缺口优先阻断,Q1-字段缺口有候选待人工核验,再选科目；专业计划数；学费,P1-有机器坐标提示，仍待PDF原页人工核验,O4-无PDFOCR但有机器坐标提示,M1-有机器坐标提示可辅助定位,S0-无高校字段线索，本任务高校辅证不适用,C4-无可比候选，需人工看图或随页列闭环,N2-机器坐标辅助核PDF原页,E0-冲突异常双人优先核验,PDF原页未完成逐字段核页；湖北官方系统或省招办计划未核验；字段无稳定提示需原页重读,按机器坐标提示定位原页字段，完成人工记录后再核湖北官方侧。,留空；字段具体内容只允许写入私有复核表，不写入公开仓库。,公开表只保留状态、计数、ID和SHA；具体核验内容、字段内容、OCR原文和截图路径不得填入公开仓库。,not_final；for_manual_execution_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCMV-FIELD-c4f6360bce513671,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_manual_verification_workbook,第一闭环字段人工核验项,第一闭环明细任务×待核字段,false,false,false,false,false,false,false,false,30,FIRSTDETAIL-393dba8354b77b5e,199,left,199-left,M-c0e205bf9e212204,G-37268c0379be16ef,H945,专业计划数,M1-已映射字段事实核验任务,K1-字段缺口有候选待PDF原页和官方核验,P1-字段有候选回看原页和官方,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,L1-两字段缺口优先补证,Q1-字段缺口有候选待人工核验,专业计划数；学费,P0-有冲突线索，PDF原页优先人工核验,O0-PDFOCR与高校辅证冲突,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,C0-PDFOCR与高校辅证冲突，必须回PDF原页和湖北官方侧,N0-先双人核PDF原页冲突,E0-冲突异常双人优先核验,PDF原页未完成逐字段核页；湖北官方系统或省招办计划未核验；存在PDFOCR与高校辅证冲突线索,双人回看PDF原页，先判定PDFOCR与高校辅证冲突字段，再核湖北官方侧。,留空；字段具体内容只允许写入私有复核表，不写入公开仓库。,公开表只保留状态、计数、ID和SHA；具体核验内容、字段内容、OCR原文和截图路径不得填入公开仓库。,not_final；for_manual_execution_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCMV-FIELD-8220feebf354e0c2,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_manual_verification_workbook,第一闭环字段人工核验项,第一闭环明细任务×待核字段,false,false,false,false,false,false,false,false,30,FIRSTDETAIL-393dba8354b77b5e,199,left,199-left,M-c0e205bf9e212204,G-37268c0379be16ef,H945,再选科目,M1-已映射字段事实核验任务,K2-OCR候选存在但三方核验未闭环,P3-OCR齐全字段三方闭环,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,L1-两字段缺口优先补证,Q1-字段缺口有候选待人工核验,专业计划数；学费,P0-有冲突线索，PDF原页优先人工核验,O0-PDFOCR与高校辅证冲突,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,C0-PDFOCR与高校辅证冲突，必须回PDF原页和湖北官方侧,N0-先双人核PDF原页冲突,E0-冲突异常双人优先核验,PDF原页未完成逐字段核页；湖北官方系统或省招办计划未核验；存在PDFOCR与高校辅证冲突线索,双人回看PDF原页，先判定PDFOCR与高校辅证冲突字段，再核湖北官方侧。,留空；字段具体内容只允许写入私有复核表，不写入公开仓库。,公开表只保留状态、计数、ID和SHA；具体核验内容、字段内容、OCR原文和截图路径不得填入公开仓库。,not_final；for_manual_execution_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCMV-FIELD-c23639ffbb328114,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_manual_verification_workbook,第一闭环字段人工核验项,第一闭环明细任务×待核字段,false,false,false,false,false,false,false,false,30,FIRSTDETAIL-393dba8354b77b5e,199,left,199-left,M-c0e205bf9e212204,G-37268c0379be16ef,H945,学费,M1-已映射字段事实核验任务,K1-字段缺口有候选待PDF原页和官方核验,P1-字段有候选回看原页和官方,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,L1-两字段缺口优先补证,Q1-字段缺口有候选待人工核验,专业计划数；学费,P0-有冲突线索，PDF原页优先人工核验,O0-PDFOCR与高校辅证冲突,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,C0-PDFOCR与高校辅证冲突，必须回PDF原页和湖北官方侧,N0-先双人核PDF原页冲突,E0-冲突异常双人优先核验,PDF原页未完成逐字段核页；湖北官方系统或省招办计划未核验；存在PDFOCR与高校辅证冲突线索,双人回看PDF原页，先判定PDFOCR与高校辅证冲突字段，再核湖北官方侧。,留空；字段具体内容只允许写入私有复核表，不写入公开仓库。,公开表只保留状态、计数、ID和SHA；具体核验内容、字段内容、OCR原文和截图路径不得填入公开仓库。,not_final；for_manual_execution_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCMV-FIELD-3c119739e5cd6eb6,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_manual_verification_workbook,第一闭环字段人工核验项,第一闭环明细任务×待核字段,false,false,false,false,false,false,false,false,30,FIRSTDETAIL-93e1c6f08abff549,199,left,199-left,M-428c631bc321e966,G-37268c0379be16ef,H945,专业计划数,M1-已映射字段事实核验任务,K1-字段缺口有候选待PDF原页和官方核验,P1-字段有候选回看原页和官方,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,L0-三字段缺口优先阻断,Q1-字段缺口有候选待人工核验,再选科目；专业计划数；学费,P0-有冲突线索，PDF原页优先人工核验,O0-PDFOCR与高校辅证冲突,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,C0-PDFOCR与高校辅证冲突，必须回PDF原页和湖北官方侧,N0-先双人核PDF原页冲突,E0-冲突异常双人优先核验,PDF原页未完成逐字段核页；湖北官方系统或省招办计划未核验；存在PDFOCR与高校辅证冲突线索,双人回看PDF原页，先判定PDFOCR与高校辅证冲突字段，再核湖北官方侧。,留空；字段具体内容只允许写入私有复核表，不写入公开仓库。,公开表只保留状态、计数、ID和SHA；具体核验内容、字段内容、OCR原文和截图路径不得填入公开仓库。,not_final；for_manual_execution_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCMV-FIELD-55da7d3542f535ce,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_manual_verification_workbook,第一闭环字段人工核验项,第一闭环明细任务×待核字段,false,false,false,false,false,false,false,false,30,FIRSTDETAIL-93e1c6f08abff549,199,left,199-left,M-428c631bc321e966,G-37268c0379be16ef,H945,再选科目,M1-已映射字段事实核验任务,K1-字段缺口有候选待PDF原页和官方核验,P1-字段有候选回看原页和官方,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,L0-三字段缺口优先阻断,Q1-字段缺口有候选待人工核验,再选科目；专业计划数；学费,P0-有冲突线索，PDF原页优先人工核验,O0-PDFOCR与高校辅证冲突,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,C0-PDFOCR与高校辅证冲突，必须回PDF原页和湖北官方侧,N0-先双人核PDF原页冲突,E0-冲突异常双人优先核验,PDF原页未完成逐字段核页；湖北官方系统或省招办计划未核验；存在PDFOCR与高校辅证冲突线索,双人回看PDF原页，先判定PDFOCR与高校辅证冲突字段，再核湖北官方侧。,留空；字段具体内容只允许写入私有复核表，不写入公开仓库。,公开表只保留状态、计数、ID和SHA；具体核验内容、字段内容、OCR原文和截图路径不得填入公开仓库。,not_final；for_manual_execution_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCMV-FIELD-15cbac1c6bce6865,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_manual_verification_workbook,第一闭环字段人工核验项,第一闭环明细任务×待核字段,false,false,false,false,false,false,false,false,30,FIRSTDETAIL-93e1c6f08abff549,199,left,199-left,M-428c631bc321e966,G-37268c0379be16ef,H945,学费,M1-已映射字段事实核验任务,K1-字段缺口有候选待PDF原页和官方核验,P1-字段有候选回看原页和官方,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,L0-三字段缺口优先阻断,Q1-字段缺口有候选待人工核验,再选科目；专业计划数；学费,P0-有冲突线索，PDF原页优先人工核验,O0-PDFOCR与高校辅证冲突,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,C0-PDFOCR与高校辅证冲突，必须回PDF原页和湖北官方侧,N0-先双人核PDF原页冲突,E0-冲突异常双人优先核验,PDF原页未完成逐字段核页；湖北官方系统或省招办计划未核验；存在PDFOCR与高校辅证冲突线索,双人回看PDF原页，先判定PDFOCR与高校辅证冲突字段，再核湖北官方侧。,留空；字段具体内容只允许写入私有复核表，不写入公开仓库。,公开表只保留状态、计数、ID和SHA；具体核验内容、字段内容、OCR原文和截图路径不得填入公开仓库。,not_final；for_manual_execution_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCMV-FIELD-a69ef16d01368b70,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_manual_verification_workbook,第一闭环字段人工核验项,第一闭环明细任务×待核字段,false,false,false,false,false,false,false,false,30,FIRSTDETAIL-a54f685382d6b1c6,199,left,199-left,M-dc718284a7b7340c,G-37268c0379be16ef,H945,专业计划数,M1-已映射字段事实核验任务,K1-字段缺口有候选待PDF原页和官方核验,P1-字段有候选回看原页和官方,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,L0-三字段缺口优先阻断,Q1-字段缺口有候选待人工核验,再选科目；专业计划数；学费,P0-有冲突线索，PDF原页优先人工核验,O0-PDFOCR与高校辅证冲突,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,C0-PDFOCR与高校辅证冲突，必须回PDF原页和湖北官方侧,N0-先双人核PDF原页冲突,E0-冲突异常双人优先核验,PDF原页未完成逐字段核页；湖北官方系统或省招办计划未核验；存在PDFOCR与高校辅证冲突线索,双人回看PDF原页，先判定PDFOCR与高校辅证冲突字段，再核湖北官方侧。,留空；字段具体内容只允许写入私有复核表，不写入公开仓库。,公开表只保留状态、计数、ID和SHA；具体核验内容、字段内容、OCR原文和截图路径不得填入公开仓库。,not_final；for_manual_execution_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCMV-FIELD-c69f36d5f020d36d,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_manual_verification_workbook,第一闭环字段人工核验项,第一闭环明细任务×待核字段,false,false,false,false,false,false,false,false,30,FIRSTDETAIL-a54f685382d6b1c6,199,left,199-left,M-dc718284a7b7340c,G-37268c0379be16ef,H945,再选科目,M1-已映射字段事实核验任务,K1-字段缺口有候选待PDF原页和官方核验,P1-字段有候选回看原页和官方,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,L0-三字段缺口优先阻断,Q1-字段缺口有候选待人工核验,再选科目；专业计划数；学费,P0-有冲突线索，PDF原页优先人工核验,O0-PDFOCR与高校辅证冲突,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,C0-PDFOCR与高校辅证冲突，必须回PDF原页和湖北官方侧,N0-先双人核PDF原页冲突,E0-冲突异常双人优先核验,PDF原页未完成逐字段核页；湖北官方系统或省招办计划未核验；存在PDFOCR与高校辅证冲突线索,双人回看PDF原页，先判定PDFOCR与高校辅证冲突字段，再核湖北官方侧。,留空；字段具体内容只允许写入私有复核表，不写入公开仓库。,公开表只保留状态、计数、ID和SHA；具体核验内容、字段内容、OCR原文和截图路径不得填入公开仓库。,not_final；for_manual_execution_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCMV-FIELD-bf8483658884ec6b,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_manual_verification_workbook,第一闭环字段人工核验项,第一闭环明细任务×待核字段,false,false,false,false,false,false,false,false,30,FIRSTDETAIL-a54f685382d6b1c6,199,left,199-left,M-dc718284a7b7340c,G-37268c0379be16ef,H945,学费,M1-已映射字段事实核验任务,K1-字段缺口有候选待PDF原页和官方核验,P1-字段有候选回看原页和官方,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,L0-三字段缺口优先阻断,Q1-字段缺口有候选待人工核验,再选科目；专业计划数；学费,P0-有冲突线索，PDF原页优先人工核验,O0-PDFOCR与高校辅证冲突,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,C0-PDFOCR与高校辅证冲突，必须回PDF原页和湖北官方侧,N0-先双人核PDF原页冲突,E0-冲突异常双人优先核验,PDF原页未完成逐字段核页；湖北官方系统或省招办计划未核验；存在PDFOCR与高校辅证冲突线索,双人回看PDF原页，先判定PDFOCR与高校辅证冲突字段，再核湖北官方侧。,留空；字段具体内容只允许写入私有复核表，不写入公开仓库。,公开表只保留状态、计数、ID和SHA；具体核验内容、字段内容、OCR原文和截图路径不得填入公开仓库。,not_final；for_manual_execution_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
