第一闭环人工核验任务ID,来源期号,来源PDF_SHA256,生成日期,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,人工核验包序号,稳定基座第一闭环明细任务ID,稳定基座第一闭环页列包ID,来源页码,版面列,页码版面键,专业行ID,专业组出现ID,院校代码,任务来源类型,字段名,执行泳道,核验动作层级,任务结果桶,PDF原页证据状态,OCR提示状态,机器坐标提示状态,高校辅证证据状态,湖北官方侧状态,冲突状态,三方闭环状态,字段写回门禁,是否需要双人复核,是否需要人工直接看图,完成证据要求,当前阻断原因,下一步核验动作,公开人工记录栏,公开填写边界,公开安全策略
FCMV-TASK-e4bf58fd0038bc58,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_manual_verification_workbook,第一闭环明细任务人工核验项,逐专业招生明细×第一闭环任务,false,false,false,false,false,false,false,false,24,FIRSTDETAIL-f0ab24cd4aa33cf2,FIRSTPAGE-6f905e62249f58a5,135,right,135-right,M-2d83c1ada1a7794e,G-158e8a85ddd262f3,F902,自动官网辅证任务,待人工判定字段,E2-官网未匹配专业名归属核验,N3-无稳定候选人工看图,R3-无稳定候选需人工看图,P3-无稳定OCR提示，需人工看PDF原页,O5-无公开OCR候选提示,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C4-无可比候选，需人工看图或随页列闭环,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,false,true,PDF原页、湖北官方侧、必要高校辅证和双人复核记录完成后，仍需人工评估是否可写回。,PDF原页未完成逐项核页；湖北官方系统或省招办计划未闭环；高校官网辅证仍待私有记录或回页核验；无可比候选，需人工看图,直接打开PDF原页所在页列人工看图，必要时同页列连带复核。,留空；具体核验内容只允许写入私有复核表，不写入公开仓库。,公开表只保留状态、计数、ID和SHA；具体核验内容、字段内容、OCR原文和截图路径不得填入公开仓库。,not_final；for_manual_execution_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCMV-TASK-8156eb04ee7b6628,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_manual_verification_workbook,第一闭环明细任务人工核验项,逐专业招生明细×第一闭环任务,false,false,false,false,false,false,false,false,25,FIRSTDETAIL-b3e6cbef91c35c3d,FIRSTPAGE-15ba87f70c7f53a2,137,left,137-left,M-07561f2ddca7868c,G-d202caf3a5b24060,H001,自动官网辅证任务,专业计划数；学费；再选科目,E1-计划数补缺或偏大优先核验,N1-高校补缺线索回PDF原页,R1-高校补缺线索回PDF原页,P2-有PDFOCR提示，仍待PDF原页人工确认,O2-高校有线索但PDFOCR缺候选,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C1-高校补缺线索，PDF原页缺候选需人工看图,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,false,false,PDF原页、湖北官方侧、必要高校辅证和双人复核记录完成后，仍需人工评估是否可写回。,PDF原页未完成逐项核页；湖北官方系统或省招办计划未闭环；高校官网辅证仍待私有记录或回页核验,回看PDF原页补专业计划数/学费/选科，再用高校辅证作差异解释，最后核湖北官方侧。,留空；具体核验内容只允许写入私有复核表，不写入公开仓库。,公开表只保留状态、计数、ID和SHA；具体核验内容、字段内容、OCR原文和截图路径不得填入公开仓库。,not_final；for_manual_execution_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCMV-TASK-062d946372b1541d,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_manual_verification_workbook,第一闭环明细任务人工核验项,逐专业招生明细×第一闭环任务,false,false,false,false,false,false,false,false,25,FIRSTDETAIL-b6403975e8cab9e3,FIRSTPAGE-15ba87f70c7f53a2,137,left,137-left,M-07561f2ddca7868c,G-d202caf3a5b24060,H001,P0人工字段任务,专业计划数,E1-计划数补缺或偏大优先核验,N3-无稳定候选人工看图,R3-无稳定候选需人工看图,P3-无稳定OCR提示，需人工看PDF原页,O5-无公开OCR候选提示,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C4-无可比候选，需人工看图或随页列闭环,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,true,true,PDF原页、湖北官方侧、必要高校辅证和双人复核记录完成后，仍需人工评估是否可写回。,PDF原页未完成逐项核页；湖北官方系统或省招办计划未闭环；高校官网辅证仍待私有记录或回页核验；无可比候选，需人工看图,直接打开PDF原页所在页列人工看图，必要时同页列连带复核。,留空；具体核验内容只允许写入私有复核表，不写入公开仓库。,公开表只保留状态、计数、ID和SHA；具体核验内容、字段内容、OCR原文和截图路径不得填入公开仓库。,not_final；for_manual_execution_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCMV-TASK-a722d30ea9c80686,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_manual_verification_workbook,第一闭环明细任务人工核验项,逐专业招生明细×第一闭环任务,false,false,false,false,false,false,false,false,26,FIRSTDETAIL-58197f021c0a83a3,FIRSTPAGE-7826a50352856b5d,137,right,137-right,M-b0f0f795c8848022,G-995f78a388a7f2b5,H002,自动官网辅证任务,专业计划数；学费；再选科目,E0-冲突异常双人优先核验,N0-先双人核PDF原页冲突,R0-冲突优先双人核PDF原页和湖北官方侧,P0-有冲突线索，PDF原页优先人工核验,O0-PDFOCR与高校辅证冲突,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C0-PDFOCR与高校辅证冲突，必须回PDF原页和湖北官方侧,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,true,true,PDF原页、湖北官方侧、必要高校辅证和双人复核记录完成后，仍需人工评估是否可写回。,PDF原页未完成逐项核页；湖北官方系统或省招办计划未闭环；高校官网辅证仍待私有记录或回页核验；PDFOCR与高校辅证存在冲突线索,双人回看PDF原页，先判定PDFOCR与高校辅证冲突字段，再核湖北官方侧。,留空；具体核验内容只允许写入私有复核表，不写入公开仓库。,公开表只保留状态、计数、ID和SHA；具体核验内容、字段内容、OCR原文和截图路径不得填入公开仓库。,not_final；for_manual_execution_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCMV-TASK-f1e87579a59ae53a,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_manual_verification_workbook,第一闭环明细任务人工核验项,逐专业招生明细×第一闭环任务,false,false,false,false,false,false,false,false,27,FIRSTDETAIL-7c954b0742d262ad,FIRSTPAGE-a766473a37caa4de,141,left,141-left,M-ab056be9f534d089,G-13ade75559db9581,H023,P0人工字段任务,学费,E0-冲突异常双人优先核验,N2-机器坐标辅助核PDF原页,R2-机器坐标辅助核PDF原页,P1-有机器坐标提示，仍待PDF原页人工核验,O4-无PDFOCR但有机器坐标提示,M1-有机器坐标提示可辅助定位,S0-无高校字段线索，本任务高校辅证不适用,pending_hubei_official_review,C4-无可比候选，需人工看图或随页列闭环,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,true,false,PDF原页、湖北官方侧、必要高校辅证和双人复核记录完成后，仍需人工评估是否可写回。,PDF原页未完成逐项核页；湖北官方系统或省招办计划未闭环；无可比候选，需人工看图,按机器坐标提示定位原页字段，完成人工记录后再核湖北官方侧。,留空；具体核验内容只允许写入私有复核表，不写入公开仓库。,公开表只保留状态、计数、ID和SHA；具体核验内容、字段内容、OCR原文和截图路径不得填入公开仓库。,not_final；for_manual_execution_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCMV-TASK-992522ba629845e4,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_manual_verification_workbook,第一闭环明细任务人工核验项,逐专业招生明细×第一闭环任务,false,false,false,false,false,false,false,false,28,FIRSTDETAIL-8991edc6731114ee,FIRSTPAGE-815b76bed7962001,169,right,169-right,M-a8b31c9114605c03,G-69a8112ee16cf2ba,H450,自动官网辅证任务,专业计划数；学费,E0-冲突异常双人优先核验,N0-先双人核PDF原页冲突,R0-冲突优先双人核PDF原页和湖北官方侧,P0-有冲突线索，PDF原页优先人工核验,O0-PDFOCR与高校辅证冲突,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C0-PDFOCR与高校辅证冲突，必须回PDF原页和湖北官方侧,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,true,true,PDF原页、湖北官方侧、必要高校辅证和双人复核记录完成后，仍需人工评估是否可写回。,PDF原页未完成逐项核页；湖北官方系统或省招办计划未闭环；高校官网辅证仍待私有记录或回页核验；PDFOCR与高校辅证存在冲突线索,双人回看PDF原页，先判定PDFOCR与高校辅证冲突字段，再核湖北官方侧。,留空；具体核验内容只允许写入私有复核表，不写入公开仓库。,公开表只保留状态、计数、ID和SHA；具体核验内容、字段内容、OCR原文和截图路径不得填入公开仓库。,not_final；for_manual_execution_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCMV-TASK-ea764de5217b8976,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_manual_verification_workbook,第一闭环明细任务人工核验项,逐专业招生明细×第一闭环任务,false,false,false,false,false,false,false,false,28,FIRSTDETAIL-03ffc5cb476ac461,FIRSTPAGE-815b76bed7962001,169,right,169-right,M-7489ddca4dfd3dd8,G-69a8112ee16cf2ba,H450,自动官网辅证任务,专业计划数；学费,E0-冲突异常双人优先核验,N1-高校补缺线索回PDF原页,R1-高校补缺线索回PDF原页,P2-有PDFOCR提示，仍待PDF原页人工确认,O2-高校有线索但PDFOCR缺候选,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C1-高校补缺线索，PDF原页缺候选需人工看图,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,false,false,PDF原页、湖北官方侧、必要高校辅证和双人复核记录完成后，仍需人工评估是否可写回。,PDF原页未完成逐项核页；湖北官方系统或省招办计划未闭环；高校官网辅证仍待私有记录或回页核验,回看PDF原页补专业计划数/学费/选科，再用高校辅证作差异解释，最后核湖北官方侧。,留空；具体核验内容只允许写入私有复核表，不写入公开仓库。,公开表只保留状态、计数、ID和SHA；具体核验内容、字段内容、OCR原文和截图路径不得填入公开仓库。,not_final；for_manual_execution_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCMV-TASK-eefaecd998a74b0c,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_manual_verification_workbook,第一闭环明细任务人工核验项,逐专业招生明细×第一闭环任务,false,false,false,false,false,false,false,false,28,FIRSTDETAIL-1e13c2dc5bcd6811,FIRSTPAGE-815b76bed7962001,169,right,169-right,M-90b2fc54c5bc2e5c,G-69a8112ee16cf2ba,H450,自动官网辅证任务,专业计划数；学费,E0-冲突异常双人优先核验,N1-高校补缺线索回PDF原页,R1-高校补缺线索回PDF原页,P2-有PDFOCR提示，仍待PDF原页人工确认,O2-高校有线索但PDFOCR缺候选,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C1-高校补缺线索，PDF原页缺候选需人工看图,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,false,false,PDF原页、湖北官方侧、必要高校辅证和双人复核记录完成后，仍需人工评估是否可写回。,PDF原页未完成逐项核页；湖北官方系统或省招办计划未闭环；高校官网辅证仍待私有记录或回页核验,回看PDF原页补专业计划数/学费/选科，再用高校辅证作差异解释，最后核湖北官方侧。,留空；具体核验内容只允许写入私有复核表，不写入公开仓库。,公开表只保留状态、计数、ID和SHA；具体核验内容、字段内容、OCR原文和截图路径不得填入公开仓库。,not_final；for_manual_execution_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCMV-TASK-c6c96defa300f29c,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_manual_verification_workbook,第一闭环明细任务人工核验项,逐专业招生明细×第一闭环任务,false,false,false,false,false,false,false,false,28,FIRSTDETAIL-2805b5347b8e40ae,FIRSTPAGE-815b76bed7962001,169,right,169-right,M-cdfe659d6ddbb7d7,G-69a8112ee16cf2ba,H450,自动官网辅证任务,专业计划数；学费,E0-冲突异常双人优先核验,N1-高校补缺线索回PDF原页,R1-高校补缺线索回PDF原页,P2-有PDFOCR提示，仍待PDF原页人工确认,O2-高校有线索但PDFOCR缺候选,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C1-高校补缺线索，PDF原页缺候选需人工看图,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,false,false,PDF原页、湖北官方侧、必要高校辅证和双人复核记录完成后，仍需人工评估是否可写回。,PDF原页未完成逐项核页；湖北官方系统或省招办计划未闭环；高校官网辅证仍待私有记录或回页核验,回看PDF原页补专业计划数/学费/选科，再用高校辅证作差异解释，最后核湖北官方侧。,留空；具体核验内容只允许写入私有复核表，不写入公开仓库。,公开表只保留状态、计数、ID和SHA；具体核验内容、字段内容、OCR原文和截图路径不得填入公开仓库。,not_final；for_manual_execution_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCMV-TASK-cb8341cf37d01376,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_manual_verification_workbook,第一闭环明细任务人工核验项,逐专业招生明细×第一闭环任务,false,false,false,false,false,false,false,false,28,FIRSTDETAIL-2f3d5f6bcb8b8c58,FIRSTPAGE-815b76bed7962001,169,right,169-right,M-13b19a3991c8159a,G-69a8112ee16cf2ba,H450,自动官网辅证任务,专业计划数；学费,E0-冲突异常双人优先核验,N1-高校补缺线索回PDF原页,R1-高校补缺线索回PDF原页,P2-有PDFOCR提示，仍待PDF原页人工确认,O2-高校有线索但PDFOCR缺候选,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C1-高校补缺线索，PDF原页缺候选需人工看图,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,false,false,PDF原页、湖北官方侧、必要高校辅证和双人复核记录完成后，仍需人工评估是否可写回。,PDF原页未完成逐项核页；湖北官方系统或省招办计划未闭环；高校官网辅证仍待私有记录或回页核验,回看PDF原页补专业计划数/学费/选科，再用高校辅证作差异解释，最后核湖北官方侧。,留空；具体核验内容只允许写入私有复核表，不写入公开仓库。,公开表只保留状态、计数、ID和SHA；具体核验内容、字段内容、OCR原文和截图路径不得填入公开仓库。,not_final；for_manual_execution_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCMV-TASK-ab2eeba3e03b29c8,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_manual_verification_workbook,第一闭环明细任务人工核验项,逐专业招生明细×第一闭环任务,false,false,false,false,false,false,false,false,28,FIRSTDETAIL-2fc55fcaedc06c57,FIRSTPAGE-815b76bed7962001,169,right,169-right,M-4a71a2765412ac2a,G-69a8112ee16cf2ba,H450,自动官网辅证任务,专业计划数；学费,E0-冲突异常双人优先核验,N1-高校补缺线索回PDF原页,R1-高校补缺线索回PDF原页,P2-有PDFOCR提示，仍待PDF原页人工确认,O2-高校有线索但PDFOCR缺候选,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C1-高校补缺线索，PDF原页缺候选需人工看图,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,false,false,PDF原页、湖北官方侧、必要高校辅证和双人复核记录完成后，仍需人工评估是否可写回。,PDF原页未完成逐项核页；湖北官方系统或省招办计划未闭环；高校官网辅证仍待私有记录或回页核验,回看PDF原页补专业计划数/学费/选科，再用高校辅证作差异解释，最后核湖北官方侧。,留空；具体核验内容只允许写入私有复核表，不写入公开仓库。,公开表只保留状态、计数、ID和SHA；具体核验内容、字段内容、OCR原文和截图路径不得填入公开仓库。,not_final；for_manual_execution_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCMV-TASK-f6ad5f6f248cb7dc,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_manual_verification_workbook,第一闭环明细任务人工核验项,逐专业招生明细×第一闭环任务,false,false,false,false,false,false,false,false,28,FIRSTDETAIL-32bdf82346802bf7,FIRSTPAGE-815b76bed7962001,169,right,169-right,M-9710c4b647b66507,G-69a8112ee16cf2ba,H450,自动官网辅证任务,专业计划数；学费,E0-冲突异常双人优先核验,N1-高校补缺线索回PDF原页,R1-高校补缺线索回PDF原页,P2-有PDFOCR提示，仍待PDF原页人工确认,O2-高校有线索但PDFOCR缺候选,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C1-高校补缺线索，PDF原页缺候选需人工看图,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,false,false,PDF原页、湖北官方侧、必要高校辅证和双人复核记录完成后，仍需人工评估是否可写回。,PDF原页未完成逐项核页；湖北官方系统或省招办计划未闭环；高校官网辅证仍待私有记录或回页核验,回看PDF原页补专业计划数/学费/选科，再用高校辅证作差异解释，最后核湖北官方侧。,留空；具体核验内容只允许写入私有复核表，不写入公开仓库。,公开表只保留状态、计数、ID和SHA；具体核验内容、字段内容、OCR原文和截图路径不得填入公开仓库。,not_final；for_manual_execution_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCMV-TASK-fa092634da53169a,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_manual_verification_workbook,第一闭环明细任务人工核验项,逐专业招生明细×第一闭环任务,false,false,false,false,false,false,false,false,28,FIRSTDETAIL-391717603ff99852,FIRSTPAGE-815b76bed7962001,169,right,169-right,M-b0e700912fffe743,G-69a8112ee16cf2ba,H450,自动官网辅证任务,专业计划数；学费,E0-冲突异常双人优先核验,N4-PDFOCR候选人工确认,R4-PDFOCR候选人工确认,P2-有PDFOCR提示，仍待PDF原页人工确认,O3-仅PDFOCR候选待人工核页,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C3-仅PDFOCR候选，需人工核页,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,false,false,PDF原页、湖北官方侧、必要高校辅证和双人复核记录完成后，仍需人工评估是否可写回。,PDF原页未完成逐项核页；湖北官方系统或省招办计划未闭环；高校官网辅证仍待私有记录或回页核验,按PDFOCR候选逐项人工确认，不能自动写回。,留空；具体核验内容只允许写入私有复核表，不写入公开仓库。,公开表只保留状态、计数、ID和SHA；具体核验内容、字段内容、OCR原文和截图路径不得填入公开仓库。,not_final；for_manual_execution_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCMV-TASK-7efbc58d3563154e,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_manual_verification_workbook,第一闭环明细任务人工核验项,逐专业招生明细×第一闭环任务,false,false,false,false,false,false,false,false,28,FIRSTDETAIL-4a3b29ecc48bcddc,FIRSTPAGE-815b76bed7962001,169,right,169-right,M-8ba195c86a925e83,G-69a8112ee16cf2ba,H450,自动官网辅证任务,专业计划数；学费；再选科目,E0-冲突异常双人优先核验,N1-高校补缺线索回PDF原页,R1-高校补缺线索回PDF原页,P2-有PDFOCR提示，仍待PDF原页人工确认,O2-高校有线索但PDFOCR缺候选,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C1-高校补缺线索，PDF原页缺候选需人工看图,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,false,false,PDF原页、湖北官方侧、必要高校辅证和双人复核记录完成后，仍需人工评估是否可写回。,PDF原页未完成逐项核页；湖北官方系统或省招办计划未闭环；高校官网辅证仍待私有记录或回页核验,回看PDF原页补专业计划数/学费/选科，再用高校辅证作差异解释，最后核湖北官方侧。,留空；具体核验内容只允许写入私有复核表，不写入公开仓库。,公开表只保留状态、计数、ID和SHA；具体核验内容、字段内容、OCR原文和截图路径不得填入公开仓库。,not_final；for_manual_execution_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCMV-TASK-6113db8116d65e9b,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_manual_verification_workbook,第一闭环明细任务人工核验项,逐专业招生明细×第一闭环任务,false,false,false,false,false,false,false,false,28,FIRSTDETAIL-55c641ecf7db1022,FIRSTPAGE-815b76bed7962001,169,right,169-right,M-b4b8560bd289f9b5,G-69a8112ee16cf2ba,H450,自动官网辅证任务,专业计划数；学费,E0-冲突异常双人优先核验,N1-高校补缺线索回PDF原页,R1-高校补缺线索回PDF原页,P2-有PDFOCR提示，仍待PDF原页人工确认,O2-高校有线索但PDFOCR缺候选,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C1-高校补缺线索，PDF原页缺候选需人工看图,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,false,false,PDF原页、湖北官方侧、必要高校辅证和双人复核记录完成后，仍需人工评估是否可写回。,PDF原页未完成逐项核页；湖北官方系统或省招办计划未闭环；高校官网辅证仍待私有记录或回页核验,回看PDF原页补专业计划数/学费/选科，再用高校辅证作差异解释，最后核湖北官方侧。,留空；具体核验内容只允许写入私有复核表，不写入公开仓库。,公开表只保留状态、计数、ID和SHA；具体核验内容、字段内容、OCR原文和截图路径不得填入公开仓库。,not_final；for_manual_execution_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCMV-TASK-c98132c77dace2b6,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_manual_verification_workbook,第一闭环明细任务人工核验项,逐专业招生明细×第一闭环任务,false,false,false,false,false,false,false,false,28,FIRSTDETAIL-5bf24e503db69e71,FIRSTPAGE-815b76bed7962001,169,right,169-right,M-7a3695c82b5953d6,G-69a8112ee16cf2ba,H450,自动官网辅证任务,专业计划数；学费,E0-冲突异常双人优先核验,N1-高校补缺线索回PDF原页,R1-高校补缺线索回PDF原页,P2-有PDFOCR提示，仍待PDF原页人工确认,O2-高校有线索但PDFOCR缺候选,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C1-高校补缺线索，PDF原页缺候选需人工看图,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,false,false,PDF原页、湖北官方侧、必要高校辅证和双人复核记录完成后，仍需人工评估是否可写回。,PDF原页未完成逐项核页；湖北官方系统或省招办计划未闭环；高校官网辅证仍待私有记录或回页核验,回看PDF原页补专业计划数/学费/选科，再用高校辅证作差异解释，最后核湖北官方侧。,留空；具体核验内容只允许写入私有复核表，不写入公开仓库。,公开表只保留状态、计数、ID和SHA；具体核验内容、字段内容、OCR原文和截图路径不得填入公开仓库。,not_final；for_manual_execution_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCMV-TASK-87daced850334ff0,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_manual_verification_workbook,第一闭环明细任务人工核验项,逐专业招生明细×第一闭环任务,false,false,false,false,false,false,false,false,28,FIRSTDETAIL-d865ed334f79ac8b,FIRSTPAGE-815b76bed7962001,169,right,169-right,M-d7ad035436e7d0f7,G-69a8112ee16cf2ba,H450,自动官网辅证任务,专业计划数；学费,E0-冲突异常双人优先核验,N1-高校补缺线索回PDF原页,R1-高校补缺线索回PDF原页,P2-有PDFOCR提示，仍待PDF原页人工确认,O2-高校有线索但PDFOCR缺候选,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C1-高校补缺线索，PDF原页缺候选需人工看图,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,false,false,PDF原页、湖北官方侧、必要高校辅证和双人复核记录完成后，仍需人工评估是否可写回。,PDF原页未完成逐项核页；湖北官方系统或省招办计划未闭环；高校官网辅证仍待私有记录或回页核验,回看PDF原页补专业计划数/学费/选科，再用高校辅证作差异解释，最后核湖北官方侧。,留空；具体核验内容只允许写入私有复核表，不写入公开仓库。,公开表只保留状态、计数、ID和SHA；具体核验内容、字段内容、OCR原文和截图路径不得填入公开仓库。,not_final；for_manual_execution_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCMV-TASK-1f36041c6bb4b315,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_manual_verification_workbook,第一闭环明细任务人工核验项,逐专业招生明细×第一闭环任务,false,false,false,false,false,false,false,false,28,FIRSTDETAIL-04f5273e386af8c6,FIRSTPAGE-815b76bed7962001,169,right,169-right,M-90b2fc54c5bc2e5c,G-69a8112ee16cf2ba,H450,P0人工字段任务,专业计划数,E0-冲突异常双人优先核验,N3-无稳定候选人工看图,R3-无稳定候选需人工看图,P3-无稳定OCR提示，需人工看PDF原页,O5-无公开OCR候选提示,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C4-无可比候选，需人工看图或随页列闭环,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,false,true,PDF原页、湖北官方侧、必要高校辅证和双人复核记录完成后，仍需人工评估是否可写回。,PDF原页未完成逐项核页；湖北官方系统或省招办计划未闭环；高校官网辅证仍待私有记录或回页核验；无可比候选，需人工看图,直接打开PDF原页所在页列人工看图，必要时同页列连带复核。,留空；具体核验内容只允许写入私有复核表，不写入公开仓库。,公开表只保留状态、计数、ID和SHA；具体核验内容、字段内容、OCR原文和截图路径不得填入公开仓库。,not_final；for_manual_execution_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
