第一闭环事实核验包明细ID,第一闭环事实核验包ID,来源第一闭环事实范围缺口账本,来源期号,来源PDF_SHA256,生成日期,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,包内事实序号,核验包序号,核验波次,核验泳道,第一闭环事实范围缺口公开账本ID,事实域,事实类型,事实粒度,事实闭环状态,稳定基座第一闭环明细任务ID,第一闭环字段事实公开账本ID,第一闭环下一步动作ID,第一闭环证据状态公开账本ID,稳定基座第一闭环页列包ID,来源页码,版面列,页码版面键,专业行ID,专业组出现ID,院校代码,任务来源类型,字段名,执行泳道,核验动作层级,页列主阻断,事实缺口桶,是否需要人工看图,是否需要双人复核,PDF原页核页状态,湖北官方系统或省招办计划核验状态,高校官网源状态,字段事实写回状态,事实对象集合SHA256,公开安全策略
FIRSTFACTITEM-5409d2d04210fafd,FIRSTFACTPKT-db4af8fdf1598b65,data/working/issue19-stable-foundation-first-closure-fact-scope-gap-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_verification_packets_items,第一闭环页列事实核验包明细,核验包×事实范围,false,false,false,false,false,false,false,false,4,10,W0-B0冲突优先,先双人核PDF原页冲突，再核湖北官方侧和高校辅证差异。,FIRSTSCOPE-0255ed909c4bfb29,字段事实,字段事实-再选科目,第一闭环任务×字段,F0-待原页与湖北官方侧闭环,FIRSTDETAIL-ef35601f652ae549,FIRSTFACT-8f25ecd6b3796d58,FIRSTNEXT-9951519fc1c9d981,FIRSTEVID-e0d025910c813273,FIRSTPAGE-ed94df7696953cc5,226,right,226-right,M-850aa6e9b4a3be8a,G-d93dfb85c8cb1c20,K488,自动官网辅证任务,再选科目,E1-计划数补缺或偏大优先核验,N0-先双人核PDF原页冲突,B0-PDFOCR与高校辅证冲突,G0-关键字段待闭环,true,false,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,59b4bb16e42d01cba35a11fe3b33431fbf66c94185b28e802e742215134f233d,公开层只保存事实范围ID、页列、状态桶和SHA；不保存字段明细值、识别正文或私有材料。
FIRSTFACTITEM-a7dc040c05d2b412,FIRSTFACTPKT-db4af8fdf1598b65,data/working/issue19-stable-foundation-first-closure-fact-scope-gap-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_verification_packets_items,第一闭环页列事实核验包明细,核验包×事实范围,false,false,false,false,false,false,false,false,5,10,W0-B0冲突优先,先双人核PDF原页冲突，再核湖北官方侧和高校辅证差异。,FIRSTSCOPE-a15b998e8c9021a3,字段事实,字段事实-再选科目,第一闭环任务×字段,F0-待原页与湖北官方侧闭环,FIRSTDETAIL-b5b65845644b6e4b,FIRSTFACT-fe3de917e4293f03,FIRSTNEXT-f7a751373b95ffa4,FIRSTEVID-d05b614f78dcc27c,FIRSTPAGE-ed94df7696953cc5,226,right,226-right,M-dc273ca69fa31c06,G-95aa0580598e9983,K488,自动官网辅证任务,再选科目,E1-计划数补缺或偏大优先核验,N0-先双人核PDF原页冲突,B0-PDFOCR与高校辅证冲突,G0-关键字段待闭环,true,false,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,fb939f36b4135e73f1514c515b7e3101443c175e9b0d86326db5816aed593965,公开层只保存事实范围ID、页列、状态桶和SHA；不保存字段明细值、识别正文或私有材料。
FIRSTFACTITEM-759ae71f13fecf8f,FIRSTFACTPKT-db4af8fdf1598b65,data/working/issue19-stable-foundation-first-closure-fact-scope-gap-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_verification_packets_items,第一闭环页列事实核验包明细,核验包×事实范围,false,false,false,false,false,false,false,false,6,10,W0-B0冲突优先,先双人核PDF原页冲突，再核湖北官方侧和高校辅证差异。,FIRSTSCOPE-804861c67436b26a,字段事实,字段事实-学费,第一闭环任务×字段,F0-待原页与湖北官方侧闭环,FIRSTDETAIL-b5b65845644b6e4b,FIRSTFACT-45cdd71487f93aee,FIRSTNEXT-f7a751373b95ffa4,FIRSTEVID-d05b614f78dcc27c,FIRSTPAGE-ed94df7696953cc5,226,right,226-right,M-dc273ca69fa31c06,G-95aa0580598e9983,K488,自动官网辅证任务,学费,E1-计划数补缺或偏大优先核验,N0-先双人核PDF原页冲突,B0-PDFOCR与高校辅证冲突,G0-关键字段待闭环,true,false,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,f615a29c592a23157a93e3da5102dd58135846369d015fbe5a4d8c6595516429,公开层只保存事实范围ID、页列、状态桶和SHA；不保存字段明细值、识别正文或私有材料。
FIRSTFACTITEM-2ca17bc6f8d735c9,FIRSTFACTPKT-db4af8fdf1598b65,data/working/issue19-stable-foundation-first-closure-fact-scope-gap-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_verification_packets_items,第一闭环页列事实核验包明细,核验包×事实范围,false,false,false,false,false,false,false,false,7,10,W0-B0冲突优先,先双人核PDF原页冲突，再核湖北官方侧和高校辅证差异。,FIRSTSCOPE-e30112d06d83695d,字段事实,字段事实-学费,第一闭环任务×字段,F0-待原页与湖北官方侧闭环,FIRSTDETAIL-ef35601f652ae549,FIRSTFACT-2132f94928607355,FIRSTNEXT-9951519fc1c9d981,FIRSTEVID-e0d025910c813273,FIRSTPAGE-ed94df7696953cc5,226,right,226-right,M-850aa6e9b4a3be8a,G-d93dfb85c8cb1c20,K488,自动官网辅证任务,学费,E1-计划数补缺或偏大优先核验,N0-先双人核PDF原页冲突,B0-PDFOCR与高校辅证冲突,G0-关键字段待闭环,true,false,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,371bef42491cafb4b2d97fd5c2b05b58bb11c59b1ae8d4c6e7b2f9486d7df1c5,公开层只保存事实范围ID、页列、状态桶和SHA；不保存字段明细值、识别正文或私有材料。
FIRSTFACTITEM-8a6dbfcd7bced9ae,FIRSTFACTPKT-db4af8fdf1598b65,data/working/issue19-stable-foundation-first-closure-fact-scope-gap-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_verification_packets_items,第一闭环页列事实核验包明细,核验包×事实范围,false,false,false,false,false,false,false,false,8,10,W0-B0冲突优先,先双人核PDF原页冲突，再核湖北官方侧和高校辅证差异。,FIRSTSCOPE-74fb2315d882c33d,字段事实,字段事实-专业计划数,第一闭环任务×字段,F0-待原页与湖北官方侧闭环,FIRSTDETAIL-fb79b9a18ba8b23b,FIRSTFACT-16771615cf13c16b,FIRSTNEXT-cbd0b3e3e1b23649,FIRSTEVID-684f9367c7ceb197,FIRSTPAGE-ed94df7696953cc5,226,right,226-right,M-850aa6e9b4a3be8a,G-d93dfb85c8cb1c20,K488,P0人工字段任务,专业计划数,E1-计划数补缺或偏大优先核验,N3-无稳定候选人工看图,B0-PDFOCR与高校辅证冲突,G0-关键字段待闭环,true,true,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,5e71212fba6a59b3bc8e65f3f02506c45a4443ae0667af16083a9dfc7fc87f78,公开层只保存事实范围ID、页列、状态桶和SHA；不保存字段明细值、识别正文或私有材料。
FIRSTFACTITEM-fdbc920c2ffd26e6,FIRSTFACTPKT-db4af8fdf1598b65,data/working/issue19-stable-foundation-first-closure-fact-scope-gap-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_verification_packets_items,第一闭环页列事实核验包明细,核验包×事实范围,false,false,false,false,false,false,false,false,9,10,W0-B0冲突优先,先双人核PDF原页冲突，再核湖北官方侧和高校辅证差异。,FIRSTSCOPE-c73c88c7f1084112,字段事实,字段事实-专业计划数,第一闭环任务×字段,F0-待原页与湖北官方侧闭环,FIRSTDETAIL-873fb0a3fa03869b,FIRSTFACT-2bfa2d8cdfa71b77,FIRSTNEXT-ffe781afdfeda107,FIRSTEVID-687caaf53739da3e,FIRSTPAGE-ed94df7696953cc5,226,right,226-right,M-dc273ca69fa31c06,G-95aa0580598e9983,K488,P0人工字段任务,专业计划数,E1-计划数补缺或偏大优先核验,N3-无稳定候选人工看图,B0-PDFOCR与高校辅证冲突,G0-关键字段待闭环,true,true,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,3e295b8922396f633fd16ff8d667bc5fb6f7749bebeb6fcb8b26546c377634c0,公开层只保存事实范围ID、页列、状态桶和SHA；不保存字段明细值、识别正文或私有材料。
FIRSTFACTITEM-ad674fbb7a5342d0,FIRSTFACTPKT-c1c96d86254873cc,data/working/issue19-stable-foundation-first-closure-fact-scope-gap-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_verification_packets_items,第一闭环页列事实核验包明细,核验包×事实范围,false,false,false,false,false,false,false,false,1,11,W1-专业名归属优先,先核专业行归属和专业组边界，再进入字段事实判断。,FIRSTSCOPE-17f6a907ed511ab6,专业名归属,专业名归属事实,第一闭环任务×专业名归属,F0-待原页与湖北官方侧闭环,FIRSTDETAIL-deb2ed30ccd3ce6f,,FIRSTNEXT-960f1c8a5befc8a4,FIRSTEVID-8059b1aa1a8fc1fa,FIRSTPAGE-6bd94b5fb0abfec4,80,right,080-right,M-f86b6ae14e4edb59,G-43eaec6deac85123,C150,P0人工字段任务,再选科目,E2-官网未匹配专业名归属核验,N3-无稳定候选人工看图,B1-缺PDFOCR候选需人工看图,G1-专业名归属待闭环,true,true,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,1457bb49860e8c7f52cc4a188612b0d7bd64496d357df0df5f9cf88879bd8d2a,公开层只保存事实范围ID、页列、状态桶和SHA；不保存字段明细值、识别正文或私有材料。
FIRSTFACTITEM-92fe9df29ed99cb7,FIRSTFACTPKT-c1c96d86254873cc,data/working/issue19-stable-foundation-first-closure-fact-scope-gap-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_verification_packets_items,第一闭环页列事实核验包明细,核验包×事实范围,false,false,false,false,false,false,false,false,2,11,W1-专业名归属优先,先核专业行归属和专业组边界，再进入字段事实判断。,FIRSTSCOPE-26abdd196a1e187d,专业名归属,专业名归属事实,第一闭环任务×专业名归属,F0-待原页与湖北官方侧闭环,FIRSTDETAIL-958577f341a0c19f,,FIRSTNEXT-104f18eb4071daa6,FIRSTEVID-67b2457033205e22,FIRSTPAGE-6bd94b5fb0abfec4,80,right,080-right,M-f06016c6a1718579,G-43eaec6deac85123,C150,P0人工字段任务,再选科目,E2-官网未匹配专业名归属核验,N3-无稳定候选人工看图,B1-缺PDFOCR候选需人工看图,G1-专业名归属待闭环,true,true,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,acd08e7d7451e8fae8f5a0c030f8189285ee5745fde7ed2e20d79cd432f3cb29,公开层只保存事实范围ID、页列、状态桶和SHA；不保存字段明细值、识别正文或私有材料。
FIRSTFACTITEM-e798171f78ef5691,FIRSTFACTPKT-c1c96d86254873cc,data/working/issue19-stable-foundation-first-closure-fact-scope-gap-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_verification_packets_items,第一闭环页列事实核验包明细,核验包×事实范围,false,false,false,false,false,false,false,false,3,11,W1-专业名归属优先,先核专业行归属和专业组边界，再进入字段事实判断。,FIRSTSCOPE-347f7dbe44ddfaa7,专业名归属,专业名归属事实,第一闭环任务×专业名归属,F0-待原页与湖北官方侧闭环,FIRSTDETAIL-2c7676b40df67140,,FIRSTNEXT-b9fdc87fbb86c989,FIRSTEVID-e42fed266ec29a3e,FIRSTPAGE-6bd94b5fb0abfec4,80,right,080-right,M-d917e2bfc77e9dac,G-43eaec6deac85123,C150,P0人工字段任务,再选科目,E2-官网未匹配专业名归属核验,N3-无稳定候选人工看图,B1-缺PDFOCR候选需人工看图,G1-专业名归属待闭环,true,true,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,d7d0392727294da1564e8ebd71f3f1f00eda2208ff45c97cfb5eb18f247620eb,公开层只保存事实范围ID、页列、状态桶和SHA；不保存字段明细值、识别正文或私有材料。
FIRSTFACTITEM-93dbadda05c90c6c,FIRSTFACTPKT-c1c96d86254873cc,data/working/issue19-stable-foundation-first-closure-fact-scope-gap-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_verification_packets_items,第一闭环页列事实核验包明细,核验包×事实范围,false,false,false,false,false,false,false,false,4,11,W1-专业名归属优先,先核专业行归属和专业组边界，再进入字段事实判断。,FIRSTSCOPE-39ba4691d762d303,专业名归属,专业名归属事实,第一闭环任务×专业名归属,F0-待原页与湖北官方侧闭环,FIRSTDETAIL-8ee09d8ece93b910,,FIRSTNEXT-38b126464caf2ea8,FIRSTEVID-1ebae0d2f96a00b4,FIRSTPAGE-6bd94b5fb0abfec4,80,right,080-right,M-5def93e8f6b082ed,G-43eaec6deac85123,C150,P0人工字段任务,再选科目,E2-官网未匹配专业名归属核验,N3-无稳定候选人工看图,B1-缺PDFOCR候选需人工看图,G1-专业名归属待闭环,true,true,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,80869f54584f94f4c3c621ea23fff982a20a49fa7c84ea5b625590991a1c736d,公开层只保存事实范围ID、页列、状态桶和SHA；不保存字段明细值、识别正文或私有材料。
FIRSTFACTITEM-b371fd1def6297fa,FIRSTFACTPKT-c1c96d86254873cc,data/working/issue19-stable-foundation-first-closure-fact-scope-gap-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_verification_packets_items,第一闭环页列事实核验包明细,核验包×事实范围,false,false,false,false,false,false,false,false,5,11,W1-专业名归属优先,先核专业行归属和专业组边界，再进入字段事实判断。,FIRSTSCOPE-47901b09835cc1c9,专业名归属,专业名归属事实,第一闭环任务×专业名归属,F0-待原页与湖北官方侧闭环,FIRSTDETAIL-5f1ac3cc2efb71c4,,FIRSTNEXT-9f5fbe521dc391ee,FIRSTEVID-a6967fa8a284fcc9,FIRSTPAGE-6bd94b5fb0abfec4,80,right,080-right,M-2ce4650e19004f47,G-43eaec6deac85123,C150,P0人工字段任务,再选科目,E2-官网未匹配专业名归属核验,N3-无稳定候选人工看图,B1-缺PDFOCR候选需人工看图,G1-专业名归属待闭环,true,true,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,508178753fa407752a7303e5d7dcaa8ba9781cf76b7632e22e66cdb9a13cff72,公开层只保存事实范围ID、页列、状态桶和SHA；不保存字段明细值、识别正文或私有材料。
FIRSTFACTITEM-f51309047fbad352,FIRSTFACTPKT-c1c96d86254873cc,data/working/issue19-stable-foundation-first-closure-fact-scope-gap-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_verification_packets_items,第一闭环页列事实核验包明细,核验包×事实范围,false,false,false,false,false,false,false,false,6,11,W1-专业名归属优先,先核专业行归属和专业组边界，再进入字段事实判断。,FIRSTSCOPE-67b88a2c15e4dec9,专业名归属,专业名归属事实,第一闭环任务×专业名归属,F0-待原页与湖北官方侧闭环,FIRSTDETAIL-c0a2392a807864d8,,FIRSTNEXT-c3123e2ede8b12d7,FIRSTEVID-11d8f26641cd5f03,FIRSTPAGE-6bd94b5fb0abfec4,80,right,080-right,M-a961ae6bda479290,G-43eaec6deac85123,C150,P0人工字段任务,再选科目,E2-官网未匹配专业名归属核验,N3-无稳定候选人工看图,B1-缺PDFOCR候选需人工看图,G1-专业名归属待闭环,true,true,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,b88a46e754c490ea65b46a2add8c626472a2705c09e745080f7911e7b89d0a75,公开层只保存事实范围ID、页列、状态桶和SHA；不保存字段明细值、识别正文或私有材料。
FIRSTFACTITEM-a351e9f05127bd47,FIRSTFACTPKT-c1c96d86254873cc,data/working/issue19-stable-foundation-first-closure-fact-scope-gap-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_verification_packets_items,第一闭环页列事实核验包明细,核验包×事实范围,false,false,false,false,false,false,false,false,7,11,W1-专业名归属优先,先核专业行归属和专业组边界，再进入字段事实判断。,FIRSTSCOPE-8b93d1ee9c001ab5,专业名归属,专业名归属事实,第一闭环任务×专业名归属,F0-待原页与湖北官方侧闭环,FIRSTDETAIL-604e240ec07de804,,FIRSTNEXT-f8e42bad83faeccd,FIRSTEVID-d4bf28782cf5af7d,FIRSTPAGE-6bd94b5fb0abfec4,80,right,080-right,M-0f6a13ef21ff0adb,G-43eaec6deac85123,C150,P0人工字段任务,再选科目,E2-官网未匹配专业名归属核验,N3-无稳定候选人工看图,B1-缺PDFOCR候选需人工看图,G1-专业名归属待闭环,true,true,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,85634eddb2ba13489516943a85fb230693011542c7340b31c491725843b604a3,公开层只保存事实范围ID、页列、状态桶和SHA；不保存字段明细值、识别正文或私有材料。
FIRSTFACTITEM-b353895a019c79ff,FIRSTFACTPKT-c1c96d86254873cc,data/working/issue19-stable-foundation-first-closure-fact-scope-gap-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_verification_packets_items,第一闭环页列事实核验包明细,核验包×事实范围,false,false,false,false,false,false,false,false,8,11,W1-专业名归属优先,先核专业行归属和专业组边界，再进入字段事实判断。,FIRSTSCOPE-98e67f717f6782be,专业名归属,专业名归属事实,第一闭环任务×专业名归属,F0-待原页与湖北官方侧闭环,FIRSTDETAIL-bc52d0bfe89b62ce,,FIRSTNEXT-bd055c5bd301a6d2,FIRSTEVID-a7802afbd3f5b710,FIRSTPAGE-6bd94b5fb0abfec4,80,right,080-right,M-25748538eda5066c,G-43eaec6deac85123,C150,P0人工字段任务,再选科目,E2-官网未匹配专业名归属核验,N3-无稳定候选人工看图,B1-缺PDFOCR候选需人工看图,G1-专业名归属待闭环,true,true,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,c4382eb8dc3708f6c4aeff2abd4987dee52e2a5095656e09e164b41fee1fb1b8,公开层只保存事实范围ID、页列、状态桶和SHA；不保存字段明细值、识别正文或私有材料。
FIRSTFACTITEM-2ef8bb7a41ee6ce1,FIRSTFACTPKT-c1c96d86254873cc,data/working/issue19-stable-foundation-first-closure-fact-scope-gap-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_verification_packets_items,第一闭环页列事实核验包明细,核验包×事实范围,false,false,false,false,false,false,false,false,9,11,W1-专业名归属优先,先核专业行归属和专业组边界，再进入字段事实判断。,FIRSTSCOPE-a91915b9efb5bf0d,专业名归属,专业名归属事实,第一闭环任务×专业名归属,F0-待原页与湖北官方侧闭环,FIRSTDETAIL-7518c4efaa62ae79,,FIRSTNEXT-a0d8452b82a071ae,FIRSTEVID-3d5e0ef34a7df671,FIRSTPAGE-6bd94b5fb0abfec4,80,right,080-right,M-acb482f3064a0583,G-43eaec6deac85123,C150,P0人工字段任务,再选科目,E2-官网未匹配专业名归属核验,N3-无稳定候选人工看图,B1-缺PDFOCR候选需人工看图,G1-专业名归属待闭环,true,true,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,ba1efeb0c3ac1edcb8bb6a74b4ad61428678f6315efcfe3750a1cb7108a24cea,公开层只保存事实范围ID、页列、状态桶和SHA；不保存字段明细值、识别正文或私有材料。
FIRSTFACTITEM-2e6dc7f32abd2b4c,FIRSTFACTPKT-c1c96d86254873cc,data/working/issue19-stable-foundation-first-closure-fact-scope-gap-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_verification_packets_items,第一闭环页列事实核验包明细,核验包×事实范围,false,false,false,false,false,false,false,false,10,11,W1-专业名归属优先,先核专业行归属和专业组边界，再进入字段事实判断。,FIRSTSCOPE-aee090e7d7098ed1,专业名归属,专业名归属事实,第一闭环任务×专业名归属,F0-待原页与湖北官方侧闭环,FIRSTDETAIL-20a379c5af2a6ec2,,FIRSTNEXT-478c602788617e9a,FIRSTEVID-0f5aa2f3ac6b51cd,FIRSTPAGE-6bd94b5fb0abfec4,80,right,080-right,M-1501281b42200eee,G-43eaec6deac85123,C150,P0人工字段任务,再选科目,E2-官网未匹配专业名归属核验,N3-无稳定候选人工看图,B1-缺PDFOCR候选需人工看图,G1-专业名归属待闭环,true,true,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,d32e8d811e8f2e244aef119c64fbed797d020b82b0eebef73fbf2d13a869ec16,公开层只保存事实范围ID、页列、状态桶和SHA；不保存字段明细值、识别正文或私有材料。
FIRSTFACTITEM-53bb97fafda7f8c7,FIRSTFACTPKT-c1c96d86254873cc,data/working/issue19-stable-foundation-first-closure-fact-scope-gap-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_verification_packets_items,第一闭环页列事实核验包明细,核验包×事实范围,false,false,false,false,false,false,false,false,11,11,W1-专业名归属优先,先核专业行归属和专业组边界，再进入字段事实判断。,FIRSTSCOPE-c167983f153b8f74,专业名归属,专业名归属事实,第一闭环任务×专业名归属,F0-待原页与湖北官方侧闭环,FIRSTDETAIL-cd888bce9d393364,,FIRSTNEXT-2291e7384388190c,FIRSTEVID-e18ae23fda8df136,FIRSTPAGE-6bd94b5fb0abfec4,80,right,080-right,M-ee8edcf5d811b7c5,G-43eaec6deac85123,C150,P0人工字段任务,再选科目,E2-官网未匹配专业名归属核验,N3-无稳定候选人工看图,B1-缺PDFOCR候选需人工看图,G1-专业名归属待闭环,true,true,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,931aa7ee41fdc42e24a8d9775f2e55e39f712beb08765d5131adf084163b6d63,公开层只保存事实范围ID、页列、状态桶和SHA；不保存字段明细值、识别正文或私有材料。
FIRSTFACTITEM-2fc6605dbe95667d,FIRSTFACTPKT-c1c96d86254873cc,data/working/issue19-stable-foundation-first-closure-fact-scope-gap-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_verification_packets_items,第一闭环页列事实核验包明细,核验包×事实范围,false,false,false,false,false,false,false,false,12,11,W1-专业名归属优先,先核专业行归属和专业组边界，再进入字段事实判断。,FIRSTSCOPE-d63b03c7e1141217,专业名归属,专业名归属事实,第一闭环任务×专业名归属,F0-待原页与湖北官方侧闭环,FIRSTDETAIL-de77fb66cba08767,,FIRSTNEXT-ccd5368e5a642e15,FIRSTEVID-13199aba1d3a10f2,FIRSTPAGE-6bd94b5fb0abfec4,80,right,080-right,M-13e7d081c377eb5c,G-43eaec6deac85123,C150,P0人工字段任务,再选科目,E2-官网未匹配专业名归属核验,N3-无稳定候选人工看图,B1-缺PDFOCR候选需人工看图,G1-专业名归属待闭环,true,true,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,2b4461621c96c1d6ff613cfed03857cb2217a59aae928a77ab3bb61f6a007475,公开层只保存事实范围ID、页列、状态桶和SHA；不保存字段明细值、识别正文或私有材料。
FIRSTFACTITEM-bbcad19f023e28a2,FIRSTFACTPKT-c1c96d86254873cc,data/working/issue19-stable-foundation-first-closure-fact-scope-gap-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_verification_packets_items,第一闭环页列事实核验包明细,核验包×事实范围,false,false,false,false,false,false,false,false,13,11,W1-专业名归属优先,先核专业行归属和专业组边界，再进入字段事实判断。,FIRSTSCOPE-dfafd28516c105e8,专业名归属,专业名归属事实,第一闭环任务×专业名归属,F0-待原页与湖北官方侧闭环,FIRSTDETAIL-5c49755070b48e70,,FIRSTNEXT-5118a784e962c490,FIRSTEVID-1c241926627b99ed,FIRSTPAGE-6bd94b5fb0abfec4,80,right,080-right,M-f68c394eeefc5273,G-43eaec6deac85123,C150,P0人工字段任务,再选科目,E2-官网未匹配专业名归属核验,N3-无稳定候选人工看图,B1-缺PDFOCR候选需人工看图,G1-专业名归属待闭环,true,true,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,267a89ecb93ff1f942a90840b23b930be8f6909c950a26945b6fe4ac054401b4,公开层只保存事实范围ID、页列、状态桶和SHA；不保存字段明细值、识别正文或私有材料。
