来源期号,来源PDF_SHA256,数据阶段,最终可用,核验状态,专业核验任务ID,候选V3入口ID,复核批次,入口类型,院校代码,院校名称OCR,2026院校专业组代码,专业组出现ID,来源页码,私有页图证据编号,专业明细来源,专业行来源,专业行ID,专业组内专业序号,专业代号OCR,专业名称及备注OCR,再选科目OCR候选,专业计划数OCR候选,专业计划数是否纯数字,学费OCR候选,学费OCR数字候选,学费是否纯数字,专业偏好方向,专业风险类型,专业字段完整性标记,专业行结构异常数,专业行高严重结构异常数,逐专业复核优先级,机器专业接受度初判,机器阻断或待核原因,调剂影响初判,PDF专业代号确认值,PDF专业名称确认值,PDF计划数确认值,PDF学费确认值,PDF选科确认值,湖北官方系统确认值,高校官网章程确认值,家庭接受度人工结论,调剂影响人工结论,私有证据编号,字段核验状态,是否阻断组升级,可进入最终专业列表,下一步
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_review_pack,false,pending_b0_b1_major_review,MPK-a008272b43d7762c,V3-b4bd097ae1e5398b,B0-历史候选和组号问题优先核页,历史候选,C150,武汉商学院,C15003,G-43eaec6deac85123,80,page-080,candidate_v2_review_seed,candidate_v2_major_review_seed,,15,34,财务管理（大一在马影河校区就读，大二起在后官湖校区就读）,,12,是,5200,5200,是,,,missing_subject_candidate,0,0,P0-逐专业必须核页,待了解-未命中当前偏好方向,字段待核:missing_subject_candidate,可作为调剂接受度待家庭判断专业,,,,,,,,,,,pending,是,false,逐专业回看第19期原PDF，并与湖北官方系统、省招办计划、高校章程交叉核验；再由家庭确认接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_review_pack,false,pending_b0_b1_major_review,MPK-cd713ef5453bb115,V3-b4bd097ae1e5398b,B0-历史候选和组号问题优先核页,历史候选,C150,武汉商学院,C15003,G-43eaec6deac85123,80,page-080,candidate_v2_review_seed,candidate_v2_major_review_seed,,16,35,审计学（大一在马影河校区就读，大二起在后官湖校区就读）,,25,是,5200,5200,是,,,missing_subject_candidate,0,0,P0-逐专业必须核页,待了解-未命中当前偏好方向,字段待核:missing_subject_candidate,可作为调剂接受度待家庭判断专业,,,,,,,,,,,pending,是,false,逐专业回看第19期原PDF，并与湖北官方系统、省招办计划、高校章程交叉核验；再由家庭确认接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_review_pack,false,pending_b0_b1_major_review,MPK-c2104e5304ca30c3,V3-b4bd097ae1e5398b,B0-历史候选和组号问题优先核页,历史候选,C150,武汉商学院,C15003,G-43eaec6deac85123,80,page-080,candidate_v2_review_seed,candidate_v2_major_review_seed,,17,36,会计学（大一在马影河校区就读，大二起在后官湖校区就读）,,24,是,5200,5200,是,,,missing_subject_candidate,0,0,P0-逐专业必须核页,待了解-未命中当前偏好方向,字段待核:missing_subject_candidate,可作为调剂接受度待家庭判断专业,,,,,,,,,,,pending,是,false,逐专业回看第19期原PDF，并与湖北官方系统、省招办计划、高校章程交叉核验；再由家庭确认接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_review_pack,false,pending_b0_b1_major_review,MPK-f8fb716eca334e0c,V3-b4bd097ae1e5398b,B0-历史候选和组号问题优先核页,历史候选,C150,武汉商学院,C15003,G-43eaec6deac85123,80,page-080,candidate_v2_review_seed,candidate_v2_major_review_seed,,18,37,物流管理（大一在马影河校区就读，大二起在后官湖校区就读）,,18,是,4000,4000,是,,,missing_subject_candidate,0,0,P0-逐专业必须核页,待了解-未命中当前偏好方向,字段待核:missing_subject_candidate,可作为调剂接受度待家庭判断专业,,,,,,,,,,,pending,是,false,逐专业回看第19期原PDF，并与湖北官方系统、省招办计划、高校章程交叉核验；再由家庭确认接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_review_pack,false,pending_b0_b1_major_review,MPK-8ac80d0cd65d2b5f,V3-b4bd097ae1e5398b,B0-历史候选和组号问题优先核页,历史候选,C150,武汉商学院,C15003,G-43eaec6deac85123,80,page-080,candidate_v2_review_seed,candidate_v2_major_review_seed,,19,38,日语（商务方向：大一在马影河校区就读，大二起在后官湖校区就读）,,7,是,4000,4000,是,,,missing_subject_candidate,0,0,P0-逐专业必须核页,待了解-未命中当前偏好方向,字段待核:missing_subject_candidate,可作为调剂接受度待家庭判断专业,,,,,,,,,,,pending,是,false,逐专业回看第19期原PDF，并与湖北官方系统、省招办计划、高校章程交叉核验；再由家庭确认接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_review_pack,false,pending_b0_b1_major_review,MPK-e3c6f1917e3d85c9,V3-b4bd097ae1e5398b,B0-历史候选和组号问题优先核页,历史候选,C150,武汉商学院,C15003,G-43eaec6deac85123,80,page-080,candidate_v2_review_seed,candidate_v2_major_review_seed,,20,39,人力资源管理（大一在马影河校区就读，大二起在后官湖校区就读）,,18,是,4000,4000,是,,,missing_subject_candidate,0,0,P0-逐专业必须核页,待了解-未命中当前偏好方向,字段待核:missing_subject_candidate,可作为调剂接受度待家庭判断专业,,,,,,,,,,,pending,是,false,逐专业回看第19期原PDF，并与湖北官方系统、省招办计划、高校章程交叉核验；再由家庭确认接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_review_pack,false,pending_b0_b1_major_review,MPK-d1f31c19dc39df02,V3-b4bd097ae1e5398b,B0-历史候选和组号问题优先核页,历史候选,C150,武汉商学院,C15003,G-43eaec6deac85123,80,page-080,candidate_v2_review_seed,candidate_v2_major_review_seed,,21,40,电子商务（大一在马影河校区就读，大三起在后官湖校区就读）,,9,是,5200,5200,是,,,missing_subject_candidate,0,0,P0-逐专业必须核页,待了解-未命中当前偏好方向,字段待核:missing_subject_candidate,可作为调剂接受度待家庭判断专业,,,,,,,,,,,pending,是,false,逐专业回看第19期原PDF，并与湖北官方系统、省招办计划、高校章程交叉核验；再由家庭确认接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_review_pack,false,pending_b0_b1_major_review,MPK-58d174f5dfa2c960,V3-b4bd097ae1e5398b,B0-历史候选和组号问题优先核页,历史候选,C150,武汉商学院,C15003,G-43eaec6deac85123,80,page-080,candidate_v2_review_seed,candidate_v2_major_review_seed,,22,41,供应链管理（大一在马影河校区就读，大二起在后官湖校区就读）,,17,是,4000,4000,是,,,missing_subject_candidate,0,0,P0-逐专业必须核页,待了解-未命中当前偏好方向,字段待核:missing_subject_candidate,可作为调剂接受度待家庭判断专业,,,,,,,,,,,pending,是,false,逐专业回看第19期原PDF，并与湖北官方系统、省招办计划、高校章程交叉核验；再由家庭确认接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_review_pack,false,pending_b0_b1_major_review,MPK-088b4d633ce1f5db,V3-88b34060565de38e,B0-历史候选和组号问题优先核页,历史候选,C150,武汉商学院,C15004,G-887faa839014956a,80,page-080,candidate_v2_review_seed,candidate_v2_major_review_seed,,1,42,软件工程（大一在马影河校区就读，大起在后官湖校区就读）,化学,58,是,5200,5200,是,计算机类相关,,,0,0,P0-逐专业必须核页,优先了解-命中当前偏好方向,未触发自动阻断；仍需原PDF和官方来源核验,主动填报优先专业候选,,,,,,,,,,,pending,是,false,逐专业回看第19期原PDF，并与湖北官方系统、省招办计划、高校章程交叉核验；再由家庭确认接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_review_pack,false,pending_b0_b1_major_review,MPK-63f01d7a07adadcd,V3-88b34060565de38e,B0-历史候选和组号问题优先核页,历史候选,C150,武汉商学院,C15004,G-887faa839014956a,80,page-080,candidate_v2_review_seed,candidate_v2_major_review_seed,,2,13,物联网工程（智能系统方向：大一在三影河校区就读，大二起在后官湖校区,,60,是,5200,5200,是,计算机类相关,,missing_subject_candidate;low_ocr_confidence,1,1,P0-逐专业必须核页,优先了解-命中当前偏好方向,字段待核:missing_subject_candidate;low_ocr_confidence；专业行存在高严重结构异常,主动填报优先专业候选,,,,,,,,,,,pending,是,false,逐专业回看第19期原PDF，并与湖北官方系统、省招办计划、高校章程交叉核验；再由家庭确认接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_review_pack,false,pending_b0_b1_major_review,MPK-7b9ea2f5b5da8148,V3-88b34060565de38e,B0-历史候选和组号问题优先核页,历史候选,C150,武汉商学院,C15004,G-887faa839014956a,80,page-080,candidate_v2_review_seed,candidate_v2_major_review_seed,,3,44,数据科学与大数据技术（大一在马影河校区就读，大二起在后官湖校区就,,67,是,5200,5200,是,计算机类相关,,missing_subject_candidate,0,0,P0-逐专业必须核页,优先了解-命中当前偏好方向,字段待核:missing_subject_candidate,主动填报优先专业候选,,,,,,,,,,,pending,是,false,逐专业回看第19期原PDF，并与湖北官方系统、省招办计划、高校章程交叉核验；再由家庭确认接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_review_pack,false,pending_b0_b1_major_review,MPK-5d8f3aee472dc421,V3-88b34060565de38e,B0-历史候选和组号问题优先核页,历史候选,C150,武汉商学院,C15004,G-887faa839014956a,80,page-080,candidate_v2_review_seed,candidate_v2_major_review_seed,,4,45,人工智能（大一在马影河校区就读，大二起在后官湖校区就读）,,57,是,4000,4000,是,计算机类相关,,missing_subject_candidate,0,0,P0-逐专业必须核页,优先了解-命中当前偏好方向,字段待核:missing_subject_candidate,主动填报优先专业候选,,,,,,,,,,,pending,是,false,逐专业回看第19期原PDF，并与湖北官方系统、省招办计划、高校章程交叉核验；再由家庭确认接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_review_pack,false,pending_b0_b1_major_review,MPK-cc12b74e36b1cb54,V3-c56f937a0ff902cb,B0-历史候选和组号问题优先核页,历史候选,C150,武汉商学院,C15005,G-7d8f349bcbb71f76,80,page-080,candidate_v2_review_seed,candidate_v2_major_review_seed,,1,46,机器人工程（大一在马影河校区就读，大二起在后官湖校区就读）,化学257,98,是,5200,5200,是,,,,0,0,P0-逐专业必须核页,待了解-未命中当前偏好方向,未触发自动阻断；仍需原PDF和官方来源核验,可作为调剂接受度待家庭判断专业,,,,,,,,,,,pending,是,false,逐专业回看第19期原PDF，并与湖北官方系统、省招办计划、高校章程交叉核验；再由家庭确认接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_review_pack,false,pending_b0_b1_major_review,MPK-8fdd6824d202f9bb,V3-c56f937a0ff902cb,B0-历史候选和组号问题优先核页,历史候选,C150,武汉商学院,C15005,G-7d8f349bcbb71f76,80,page-080,candidate_v2_review_seed,candidate_v2_major_review_seed,,2,47,建筑环境与能源应用工程（大一在马影河校区就读，大二起在后官湖校区就读）,,45,是,4000,4000,是,,,missing_subject_candidate,0,0,P0-逐专业必须核页,待了解-未命中当前偏好方向,字段待核:missing_subject_candidate,可作为调剂接受度待家庭判断专业,,,,,,,,,,,pending,是,false,逐专业回看第19期原PDF，并与湖北官方系统、省招办计划、高校章程交叉核验；再由家庭确认接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_review_pack,false,pending_b0_b1_major_review,MPK-1fc1bf6a290e7b63,V3-c56f937a0ff902cb,B0-历史候选和组号问题优先核页,历史候选,C150,武汉商学院,C15005,G-7d8f349bcbb71f76,80,page-080,candidate_v2_review_seed,candidate_v2_major_review_seed,,3,48,车辆工程（大一在马影河校区就读，大二起在后官湖校区就读）,,36,是,4000,4000,是,,,missing_subject_candidate,0,0,P0-逐专业必须核页,待了解-未命中当前偏好方向,字段待核:missing_subject_candidate,可作为调剂接受度待家庭判断专业,,,,,,,,,,,pending,是,false,逐专业回看第19期原PDF，并与湖北官方系统、省招办计划、高校章程交叉核验；再由家庭确认接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_review_pack,false,pending_b0_b1_major_review,MPK-ff94999a0b091059,V3-c56f937a0ff902cb,B0-历史候选和组号问题优先核页,历史候选,C150,武汉商学院,C15005,G-7d8f349bcbb71f76,80,page-080,candidate_v2_review_seed,candidate_v2_major_review_seed,,4,49,新能源汽车工程（大一在马影河校区就读，大二起在后官湖校区就读）,,78,是,4000,4000,是,,,missing_subject_candidate,0,0,P0-逐专业必须核页,待了解-未命中当前偏好方向,字段待核:missing_subject_candidate,可作为调剂接受度待家庭判断专业,,,,,,,,,,,pending,是,false,逐专业回看第19期原PDF，并与湖北官方系统、省招办计划、高校章程交叉核验；再由家庭确认接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_review_pack,false,pending_b0_b1_major_review,MPK-ddbe08d3293be281,V3-98af05c3bb0e0b27,B0-历史候选和组号问题优先核页,历史候选,C150,武汉商学院,C15006,G-f240080cc7acc676,80,page-080,candidate_v2_review_seed,candidate_v2_major_review_seed,,1,50,烹饪与营养教育（大一在马影河校区就读，大二起在后官湖校区就读）,化学,70,是,4000,4000,是,,,,0,0,P0-逐专业必须核页,待了解-未命中当前偏好方向,未触发自动阻断；仍需原PDF和官方来源核验,可作为调剂接受度待家庭判断专业,,,,,,,,,,,pending,是,false,逐专业回看第19期原PDF，并与湖北官方系统、省招办计划、高校章程交叉核验；再由家庭确认接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_review_pack,false,pending_b0_b1_major_review,MPK-e7883e6c55fd6f7c,V3-98af05c3bb0e0b27,B0-历史候选和组号问题优先核页,历史候选,C150,武汉商学院,C15006,G-f240080cc7acc676,80,page-080,candidate_v2_review_seed,candidate_v2_major_review_seed,,2,51,食品质量与安全（大一在马影河校区就读，大二起在后官湖校区就读）,,77,是,4000,4000,是,,,missing_subject_candidate,0,0,P0-逐专业必须核页,待了解-未命中当前偏好方向,字段待核:missing_subject_candidate,可作为调剂接受度待家庭判断专业,,,,,,,,,,,pending,是,false,逐专业回看第19期原PDF，并与湖北官方系统、省招办计划、高校章程交叉核验；再由家庭确认接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_review_pack,false,pending_b0_b1_major_review,MPK-2d465f431d0e668a,V3-98af05c3bb0e0b27,B0-历史候选和组号问题优先核页,历史候选,C150,武汉商学院,C15006,G-f240080cc7acc676,80,page-080,candidate_v2_review_seed,candidate_v2_major_review_seed,,3,52,食品科学与工程（大一在马影河校区就读，大二起在后官湖校区就读）院校专业组及专业代号,,73,是,4000,4000,是,,,missing_subject_candidate,1,1,P0-逐专业必须核页,待了解-未命中当前偏好方向,字段待核:missing_subject_candidate；专业行存在高严重结构异常,可作为调剂接受度待家庭判断专业,,,,,,,,,,,pending,是,false,逐专业回看第19期原PDF，并与湖北官方系统、省招办计划、高校章程交叉核验；再由家庭确认接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_review_pack,false,pending_b0_b1_major_review,MPK-60b99e3c59ad67b2,V3-b06feb8b3e530857,B0-历史候选和组号问题优先核页,历史候选,C150,武汉商学院,C15007,G-c17bbc8198fca6e9,81,page-081,candidate_v2_review_seed,candidate_v2_major_review_seed,,1,53,经济与金融（中外合作办学）（“3+“双证培养模式；大一在马影河校区就读，大二起在后官湖校区就读）,不限,35,是,35000,35000,是,,中外合作或高收费,low_ocr_confidence,1,1,P0-逐专业必须核页,默认不能接受-高收费或超预算,中外合作/高收费/超预算风险；字段待核:low_ocr_confidence；专业行存在高严重结构异常,若服从调剂可能形成不能接受风险,,,,,,,,,,,pending,是,false,逐专业回看第19期原PDF，并与湖北官方系统、省招办计划、高校章程交叉核验；再由家庭确认接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_review_pack,false,pending_b0_b1_major_review,MPK-8b204cdbbf6071d7,V3-b06feb8b3e530857,B0-历史候选和组号问题优先核页,历史候选,C150,武汉商学院,C15007,G-c17bbc8198fca6e9,81,page-081,candidate_v2_review_seed,candidate_v2_major_review_seed,,2,54,"物流管理（中外合作办学〉（“4+0""双证培养模式；大一在马影河校区就读，大起在后官湖校区就读）C151汉江师范学院（公办）（湖北）",,35,是,40000,40000,是,师范类相关,中外合作或高收费,missing_subject_candidate;low_ocr_confidence,1,1,P0-逐专业必须核页,默认不能接受-高收费或超预算,中外合作/高收费/超预算风险；字段待核:missing_subject_candidate;low_ocr_confidence；专业行存在高严重结构异常,若服从调剂可能形成不能接受风险,,,,,,,,,,,pending,是,false,逐专业回看第19期原PDF，并与湖北官方系统、省招办计划、高校章程交叉核验；再由家庭确认接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_review_pack,false,pending_b0_b1_major_review,MPK-52cd7e4b684f0412,V3-1c0540347bf84b39,B1-数字媒体技术优先核页,家庭筛选扩展,F305,忻州师范学院,F30508,G-3ed22abc87c8dac2,109,page-109,family_fit_full_ocr,family_fit_major_detail,M-51215ebfd6e9c1fb,1,15,应用化学,化学,,否,4950,4950,是,,,missing_plan_count_candidate;low_ocr_confidence,1,0,P0-逐专业必须核页,待了解-未命中当前偏好方向,计划数字段非纯数字或缺失,可作为调剂接受度待家庭判断专业,,,,,,,,,,,pending,是,false,逐专业回看第19期原PDF，并与湖北官方系统、省招办计划、高校章程交叉核验；再由家庭确认接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_review_pack,false,pending_b0_b1_major_review,MPK-03eadf385bd75588,V3-1c0540347bf84b39,B1-数字媒体技术优先核页,家庭筛选扩展,F305,忻州师范学院,F30508,G-3ed22abc87c8dac2,109,page-109,family_fit_full_ocr,family_fit_major_detail,M-6eb339aae881b3aa,2,16,数字媒体技术,,,否,4800,4800,是,数字媒体技术,,missing_subject_candidate;missing_plan_count_candidate,0,0,P0-逐专业必须核页,优先了解-命中当前偏好方向,计划数字段非纯数字或缺失,主动填报优先专业候选,,,,,,,,,,,pending,是,false,逐专业回看第19期原PDF，并与湖北官方系统、省招办计划、高校章程交叉核验；再由家庭确认接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_review_pack,false,pending_b0_b1_major_review,MPK-0f62b0a3b0195073,V3-1c0540347bf84b39,B1-数字媒体技术优先核页,家庭筛选扩展,F305,忻州师范学院,F30508,G-3ed22abc87c8dac2,109,page-109,family_fit_full_ocr,family_fit_major_detail,M-68e8615d3ab753b9,3,17,数据科学与大数据技术,,,否,4800,4800,是,计算机类相关,,missing_subject_candidate;missing_plan_count_candidate,0,0,P0-逐专业必须核页,优先了解-命中当前偏好方向,计划数字段非纯数字或缺失,主动填报优先专业候选,,,,,,,,,,,pending,是,false,逐专业回看第19期原PDF，并与湖北官方系统、省招办计划、高校章程交叉核验；再由家庭确认接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_review_pack,false,pending_b0_b1_major_review,MPK-2fbf008d0b722604,V3-1c0540347bf84b39,B1-数字媒体技术优先核页,家庭筛选扩展,F305,忻州师范学院,F30508,G-3ed22abc87c8dac2,109,page-109,family_fit_full_ocr,family_fit_major_detail,M-b11b9f49fcb51333,4,18,计算机科学与技术（师范类）,【化学,,否,5280,5280,是,计算机类相关；师范类相关,,missing_plan_count_candidate,0,0,P0-逐专业必须核页,优先了解-命中当前偏好方向,计划数字段非纯数字或缺失,主动填报优先专业候选,,,,,,,,,,,pending,是,false,逐专业回看第19期原PDF，并与湖北官方系统、省招办计划、高校章程交叉核验；再由家庭确认接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_review_pack,false,pending_b0_b1_major_review,MPK-6785ee86ccc8f85e,V3-6798455c18fd3a25,B1-数字媒体技术优先核页,家庭筛选扩展,F582,长春工业大学,F58204,G-2518db829eecd796,119,page-119,family_fit_full_ocr,family_fit_major_detail,M-8a02f61518c73f24,1,17,电气工程及其自动化（不招色盲色弱不招单色识别不全者：办学地点：南湖校区）,,,否,5940,5940,是,,体检或色觉限制,missing_subject_candidate;missing_plan_count_candidate,0,0,P0-逐专业必须核页,暂缓判断-特殊限制待核,体检/语种/专项等特殊限制待核；计划数字段非纯数字或缺失,调剂影响待核,,,,,,,,,,,pending,是,false,逐专业回看第19期原PDF，并与湖北官方系统、省招办计划、高校章程交叉核验；再由家庭确认接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_review_pack,false,pending_b0_b1_major_review,MPK-fc11d7c8793557b0,V3-6798455c18fd3a25,B1-数字媒体技术优先核页,家庭筛选扩展,F582,长春工业大学,F58204,G-2518db829eecd796,119,page-119,family_fit_full_ocr,family_fit_major_detail,M-657c782e75dc12f3,2,18,自动化（办学地点：南湖校区）,,2,是,5940,5940,是,,,missing_subject_candidate,0,0,P0-逐专业必须核页,待了解-未命中当前偏好方向,未触发自动阻断；仍需原PDF和官方来源核验,可作为调剂接受度待家庭判断专业,,,,,,,,,,,pending,是,false,逐专业回看第19期原PDF，并与湖北官方系统、省招办计划、高校章程交叉核验；再由家庭确认接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_review_pack,false,pending_b0_b1_major_review,MPK-ba66820e7e4ca53b,V3-6798455c18fd3a25,B1-数字媒体技术优先核页,家庭筛选扩展,F582,长春工业大学,F58204,G-2518db829eecd796,119,page-119,family_fit_full_ocr,family_fit_major_detail,M-82b0eea8a5c9301d,3,19,测控技术与仪器（办学地点：南湖校,,2,是,5940,5940,是,,,missing_subject_candidate,0,0,P0-逐专业必须核页,待了解-未命中当前偏好方向,未触发自动阻断；仍需原PDF和官方来源核验,可作为调剂接受度待家庭判断专业,,,,,,,,,,,pending,是,false,逐专业回看第19期原PDF，并与湖北官方系统、省招办计划、高校章程交叉核验；再由家庭确认接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_review_pack,false,pending_b0_b1_major_review,MPK-efe99ab8b2ca25c7,V3-6798455c18fd3a25,B1-数字媒体技术优先核页,家庭筛选扩展,F582,长春工业大学,F58204,G-2518db829eecd796,119,page-119,family_fit_full_ocr,family_fit_major_detail,M-ccc777e642eb4b83,4,20,机器人工程（办学地点：南湖校区）,,2,是,5400,5400,是,,,missing_subject_candidate,0,0,P0-逐专业必须核页,待了解-未命中当前偏好方向,未触发自动阻断；仍需原PDF和官方来源核验,可作为调剂接受度待家庭判断专业,,,,,,,,,,,pending,是,false,逐专业回看第19期原PDF，并与湖北官方系统、省招办计划、高校章程交叉核验；再由家庭确认接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_review_pack,false,pending_b0_b1_major_review,MPK-075c8a68dac8da0a,V3-6798455c18fd3a25,B1-数字媒体技术优先核页,家庭筛选扩展,F582,长春工业大学,F58204,G-2518db829eecd796,119,page-119,family_fit_full_ocr,family_fit_major_detail,M-14b3df922e187cc5,5,21,算机科学与技术（办学地点：北湖校,,2,是,5940,5940,是,,,missing_subject_candidate,0,0,P0-逐专业必须核页,待了解-未命中当前偏好方向,未触发自动阻断；仍需原PDF和官方来源核验,可作为调剂接受度待家庭判断专业,,,,,,,,,,,pending,是,false,逐专业回看第19期原PDF，并与湖北官方系统、省招办计划、高校章程交叉核验；再由家庭确认接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_review_pack,false,pending_b0_b1_major_review,MPK-599687c95ec01ecd,V3-6798455c18fd3a25,B1-数字媒体技术优先核页,家庭筛选扩展,F582,长春工业大学,F58204,G-2518db829eecd796,119,page-119,family_fit_full_ocr,family_fit_major_detail,M-c405e6a618b19ac7,6,22,软件工程（办学地点：北湖校区）,,,否,5940,5940,是,计算机类相关,,missing_subject_candidate;missing_plan_count_candidate,0,0,P0-逐专业必须核页,优先了解-命中当前偏好方向,计划数字段非纯数字或缺失,主动填报优先专业候选,,,,,,,,,,,pending,是,false,逐专业回看第19期原PDF，并与湖北官方系统、省招办计划、高校章程交叉核验；再由家庭确认接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_review_pack,false,pending_b0_b1_major_review,MPK-07110ba57a36ddce,V3-6798455c18fd3a25,B1-数字媒体技术优先核页,家庭筛选扩展,F582,长春工业大学,F58204,G-2518db829eecd796,119,page-119,family_fit_full_ocr,family_fit_major_detail,M-480f7a7c9bfdf3af,7,23,人工智能（办学地点：北湖校区）,,,否,5400,5400,是,计算机类相关,,missing_subject_candidate;missing_plan_count_candidate,0,0,P0-逐专业必须核页,优先了解-命中当前偏好方向,计划数字段非纯数字或缺失,主动填报优先专业候选,,,,,,,,,,,pending,是,false,逐专业回看第19期原PDF，并与湖北官方系统、省招办计划、高校章程交叉核验；再由家庭确认接受度。
