第一闭环事实范围缺口公开账本ID,来源第一闭环字段事实公开账本,来源第一闭环下一步动作矩阵,来源第一闭环页列下一步动作汇总,来源第一闭环证据状态账本,来源第一闭环页列证据汇总,来源期号,来源PDF_SHA256,生成日期,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,事实序号,事实域,事实类型,事实粒度,事实闭环状态,稳定基座第一闭环明细任务ID,第一闭环字段事实公开账本ID,第一闭环下一步动作ID,第一闭环页列下一步动作ID,第一闭环证据状态公开账本ID,第一闭环页列证据状态汇总ID,稳定基座第一闭环页列包ID,来源页码,版面列,页码版面键,专业行ID,专业组出现ID,院校代码,任务来源类型,字段名,执行泳道,核验动作层级,页列主阻断,事实缺口桶,PDF原页记录状态,湖北官方侧记录状态,高校辅证记录状态,双人复核状态,三方一致性状态,人工最小核验动作,完成条件,涉及任务数,涉及专业行数,涉及院校代码数,事实对象集合SHA256,页列任务集合SHA256,专业行集合SHA256,院校代码集合SHA256,是否字段事实,是否专业名归属事实,是否专业组边界事实,是否需要人工看图,是否需要双人复核,PDF原页核页状态,湖北官方系统或省招办计划核验状态,高校官网源状态,字段事实写回状态,公开安全策略
FIRSTSCOPE-1bf0967c30f6619d,data/working/issue19-stable-foundation-first-closure-field-fact-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-stable-foundation-first-closure-next-action-page-summary.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-page-side-summary.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_scope_gap_public_ledger,第一闭环事实范围缺口,第一闭环任务×字段,false,false,false,false,false,false,false,false,263,字段事实,字段事实-专业计划数,第一闭环任务×字段,F0-待原页与湖北官方侧闭环,FIRSTDETAIL-b47bcb8a4b82264a,FIRSTFACT-3ecdcbd5b6d983d2,FIRSTNEXT-4e0e561ed026d398,,FIRSTEVID-ad7248a90e6e304b,,FIRSTPAGE-b55961124bc8610b,226,left,226-left,M-188931cfb2409b2a,G-01338c1d774310d5,K486,P0人工字段任务,专业计划数,E1-计划数补缺或偏大优先核验,N3-无稳定候选人工看图,B0-PDFOCR与高校辅证冲突,G0-关键字段待闭环,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,pending_double_review,pending_private_three_way_field_confirmation,直接打开PDF原页所在页列人工看图，必要时同页列连带复核。,PDF原页、湖北官方侧、必要高校辅证和双人复核均闭环后，才可评估字段写回。,1,1,1,4f6c89523908a0a7fc2c6d4581c0f9115a79672a6196ef9307f17f4a8f0a5ab9,,,,true,false,false,true,true,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开层只保存ID、页列、状态桶、计数和SHA；不保存学校专业明细、字段明细值、识别正文或私有材料。
FIRSTSCOPE-b76319b54c372d17,data/working/issue19-stable-foundation-first-closure-field-fact-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-stable-foundation-first-closure-next-action-page-summary.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-page-side-summary.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_scope_gap_public_ledger,第一闭环事实范围缺口,第一闭环任务×字段,false,false,false,false,false,false,false,false,264,字段事实,字段事实-专业计划数,第一闭环任务×字段,F0-待原页与湖北官方侧闭环,FIRSTDETAIL-bb340f79f9405382,FIRSTFACT-cfa6063effbf421e,FIRSTNEXT-68d99b5c4571917a,,FIRSTEVID-b7c72d8cd94d07db,,FIRSTPAGE-b55961124bc8610b,226,left,226-left,M-4a6209dd341f05a5,G-01338c1d774310d5,K486,P0人工字段任务,专业计划数,E1-计划数补缺或偏大优先核验,N3-无稳定候选人工看图,B0-PDFOCR与高校辅证冲突,G0-关键字段待闭环,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,pending_double_review,pending_private_three_way_field_confirmation,直接打开PDF原页所在页列人工看图，必要时同页列连带复核。,PDF原页、湖北官方侧、必要高校辅证和双人复核均闭环后，才可评估字段写回。,1,1,1,36550574a9a481fb87babec1ea14e388cd1d1360e6bfee0e3ec13d84b32d9471,,,,true,false,false,true,true,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开层只保存ID、页列、状态桶、计数和SHA；不保存学校专业明细、字段明细值、识别正文或私有材料。
FIRSTSCOPE-1575462523bd53ac,data/working/issue19-stable-foundation-first-closure-field-fact-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-stable-foundation-first-closure-next-action-page-summary.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-page-side-summary.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_scope_gap_public_ledger,第一闭环事实范围缺口,第一闭环任务×字段,false,false,false,false,false,false,false,false,265,字段事实,字段事实-专业计划数,第一闭环任务×字段,F0-待原页与湖北官方侧闭环,FIRSTDETAIL-c33e439309ee3511,FIRSTFACT-639361f8201d23f4,FIRSTNEXT-349347ad1ddb114e,,FIRSTEVID-94150395271690e4,,FIRSTPAGE-b55961124bc8610b,226,left,226-left,M-b23da168ecf3a69d,G-01338c1d774310d5,K486,P0人工字段任务,专业计划数,E1-计划数补缺或偏大优先核验,N3-无稳定候选人工看图,B0-PDFOCR与高校辅证冲突,G0-关键字段待闭环,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,pending_double_review,pending_private_three_way_field_confirmation,直接打开PDF原页所在页列人工看图，必要时同页列连带复核。,PDF原页、湖北官方侧、必要高校辅证和双人复核均闭环后，才可评估字段写回。,1,1,1,8ebefd2affeb4326f89d2eb37225434b86bf45b9460e704c9a9bd1e6b4a0e6a5,,,,true,false,false,true,true,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开层只保存ID、页列、状态桶、计数和SHA；不保存学校专业明细、字段明细值、识别正文或私有材料。
FIRSTSCOPE-808b1eef0ab8be4b,data/working/issue19-stable-foundation-first-closure-field-fact-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-stable-foundation-first-closure-next-action-page-summary.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-page-side-summary.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_scope_gap_public_ledger,第一闭环事实范围缺口,第一闭环任务×字段,false,false,false,false,false,false,false,false,266,字段事实,字段事实-专业计划数,第一闭环任务×字段,F0-待原页与湖北官方侧闭环,FIRSTDETAIL-7040975d5436c8a8,FIRSTFACT-e2937b9c11a157fc,FIRSTNEXT-d294da0a6389c929,,FIRSTEVID-b744e71e24e3026b,,FIRSTPAGE-551d0b213dbd2529,109,left,109-left,M-51215ebfd6e9c1fb,G-3ed22abc87c8dac2,F305,自动官网辅证任务,专业计划数,E1-计划数补缺或偏大优先核验,N5-多源一致仍待湖北官方侧,B1-缺PDFOCR候选需人工看图,G0-关键字段待闭环,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,double_review_not_required,pending_private_three_way_field_confirmation,保留多源一致线索，但必须等湖北官方侧确认后才能评估写回。,PDF原页、湖北官方侧、必要高校辅证和双人复核均闭环后，才可评估字段写回。,1,1,1,414dbcf57e034a305c81f44eac74a1cd59762b7083c6a13427b9e8c04f41ef9b,,,,true,false,false,false,false,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开层只保存ID、页列、状态桶、计数和SHA；不保存学校专业明细、字段明细值、识别正文或私有材料。
FIRSTSCOPE-c123f33c61e188ef,data/working/issue19-stable-foundation-first-closure-field-fact-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-stable-foundation-first-closure-next-action-page-summary.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-page-side-summary.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_scope_gap_public_ledger,第一闭环事实范围缺口,第一闭环任务×字段,false,false,false,false,false,false,false,false,267,字段事实,字段事实-学费,第一闭环任务×字段,F0-待原页与湖北官方侧闭环,FIRSTDETAIL-7040975d5436c8a8,FIRSTFACT-4f9fb3a352eecf20,FIRSTNEXT-d294da0a6389c929,,FIRSTEVID-b744e71e24e3026b,,FIRSTPAGE-551d0b213dbd2529,109,left,109-left,M-51215ebfd6e9c1fb,G-3ed22abc87c8dac2,F305,自动官网辅证任务,学费,E1-计划数补缺或偏大优先核验,N5-多源一致仍待湖北官方侧,B1-缺PDFOCR候选需人工看图,G0-关键字段待闭环,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,double_review_not_required,pending_private_three_way_field_confirmation,保留多源一致线索，但必须等湖北官方侧确认后才能评估写回。,PDF原页、湖北官方侧、必要高校辅证和双人复核均闭环后，才可评估字段写回。,1,1,1,486d3880c7a484bd122d2b3f1e53511c9963bbac768bb649d4bbf97c8c07f6c2,,,,true,false,false,false,false,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开层只保存ID、页列、状态桶、计数和SHA；不保存学校专业明细、字段明细值、识别正文或私有材料。
FIRSTSCOPE-6418a8ef6f41cb43,data/working/issue19-stable-foundation-first-closure-field-fact-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-stable-foundation-first-closure-next-action-page-summary.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-page-side-summary.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_scope_gap_public_ledger,第一闭环事实范围缺口,第一闭环任务×字段,false,false,false,false,false,false,false,false,268,字段事实,字段事实-再选科目,第一闭环任务×字段,F0-待原页与湖北官方侧闭环,FIRSTDETAIL-7040975d5436c8a8,FIRSTFACT-b24d6ffed2f52a5d,FIRSTNEXT-d294da0a6389c929,,FIRSTEVID-b744e71e24e3026b,,FIRSTPAGE-551d0b213dbd2529,109,left,109-left,M-51215ebfd6e9c1fb,G-3ed22abc87c8dac2,F305,自动官网辅证任务,再选科目,E1-计划数补缺或偏大优先核验,N5-多源一致仍待湖北官方侧,B1-缺PDFOCR候选需人工看图,G0-关键字段待闭环,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,double_review_not_required,pending_private_three_way_field_confirmation,保留多源一致线索，但必须等湖北官方侧确认后才能评估写回。,PDF原页、湖北官方侧、必要高校辅证和双人复核均闭环后，才可评估字段写回。,1,1,1,218a6d334c1c49a2e6366deaf2b6142f6a8f77039573510744cc3d97ae3a76d3,,,,true,false,false,false,false,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开层只保存ID、页列、状态桶、计数和SHA；不保存学校专业明细、字段明细值、识别正文或私有材料。
FIRSTSCOPE-6ab5fb27ccaa323b,data/working/issue19-stable-foundation-first-closure-field-fact-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-stable-foundation-first-closure-next-action-page-summary.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-page-side-summary.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_scope_gap_public_ledger,第一闭环事实范围缺口,第一闭环任务×字段,false,false,false,false,false,false,false,false,269,字段事实,字段事实-专业计划数,第一闭环任务×字段,F0-待原页与湖北官方侧闭环,FIRSTDETAIL-85ebc004f0ee6aa0,FIRSTFACT-9d828ec3221bfb1b,FIRSTNEXT-544b59364e93e421,,FIRSTEVID-9227a3d797b2a997,,FIRSTPAGE-551d0b213dbd2529,109,left,109-left,M-6eb339aae881b3aa,G-3ed22abc87c8dac2,F305,自动官网辅证任务,专业计划数,E1-计划数补缺或偏大优先核验,N5-多源一致仍待湖北官方侧,B1-缺PDFOCR候选需人工看图,G0-关键字段待闭环,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,double_review_not_required,pending_private_three_way_field_confirmation,保留多源一致线索，但必须等湖北官方侧确认后才能评估写回。,PDF原页、湖北官方侧、必要高校辅证和双人复核均闭环后，才可评估字段写回。,1,1,1,ff5b38d2625ca6b947892aeb1e9ba7fe607b540de2a5fc2e667b0225828658f5,,,,true,false,false,false,false,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开层只保存ID、页列、状态桶、计数和SHA；不保存学校专业明细、字段明细值、识别正文或私有材料。
FIRSTSCOPE-ce7bf14c010f4d84,data/working/issue19-stable-foundation-first-closure-field-fact-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-stable-foundation-first-closure-next-action-page-summary.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-page-side-summary.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_scope_gap_public_ledger,第一闭环事实范围缺口,第一闭环任务×字段,false,false,false,false,false,false,false,false,270,字段事实,字段事实-学费,第一闭环任务×字段,F0-待原页与湖北官方侧闭环,FIRSTDETAIL-85ebc004f0ee6aa0,FIRSTFACT-b06e1759616aef84,FIRSTNEXT-544b59364e93e421,,FIRSTEVID-9227a3d797b2a997,,FIRSTPAGE-551d0b213dbd2529,109,left,109-left,M-6eb339aae881b3aa,G-3ed22abc87c8dac2,F305,自动官网辅证任务,学费,E1-计划数补缺或偏大优先核验,N5-多源一致仍待湖北官方侧,B1-缺PDFOCR候选需人工看图,G0-关键字段待闭环,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,double_review_not_required,pending_private_three_way_field_confirmation,保留多源一致线索，但必须等湖北官方侧确认后才能评估写回。,PDF原页、湖北官方侧、必要高校辅证和双人复核均闭环后，才可评估字段写回。,1,1,1,7c45074975aa7d4df9af70b03d7d150598fb8bedfefc2071f16ef956a0a6e321,,,,true,false,false,false,false,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开层只保存ID、页列、状态桶、计数和SHA；不保存学校专业明细、字段明细值、识别正文或私有材料。
FIRSTSCOPE-aa9d3ec1dbace755,data/working/issue19-stable-foundation-first-closure-field-fact-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-stable-foundation-first-closure-next-action-page-summary.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-page-side-summary.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_scope_gap_public_ledger,第一闭环事实范围缺口,第一闭环任务×字段,false,false,false,false,false,false,false,false,271,字段事实,字段事实-专业计划数,第一闭环任务×字段,F0-待原页与湖北官方侧闭环,FIRSTDETAIL-a0e1bc6648e21db0,FIRSTFACT-4c8a26b91d56b733,FIRSTNEXT-37511bea55b55a94,,FIRSTEVID-ec8d2c22ab393326,,FIRSTPAGE-551d0b213dbd2529,109,left,109-left,M-68e8615d3ab753b9,G-3ed22abc87c8dac2,F305,自动官网辅证任务,专业计划数,E1-计划数补缺或偏大优先核验,N5-多源一致仍待湖北官方侧,B1-缺PDFOCR候选需人工看图,G0-关键字段待闭环,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,double_review_not_required,pending_private_three_way_field_confirmation,保留多源一致线索，但必须等湖北官方侧确认后才能评估写回。,PDF原页、湖北官方侧、必要高校辅证和双人复核均闭环后，才可评估字段写回。,1,1,1,b6b6e3becc29e776e64c3f93f81db9949fd50c801e123dbfd178157b95109080,,,,true,false,false,false,false,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开层只保存ID、页列、状态桶、计数和SHA；不保存学校专业明细、字段明细值、识别正文或私有材料。
FIRSTSCOPE-26bb2882ee58d653,data/working/issue19-stable-foundation-first-closure-field-fact-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-stable-foundation-first-closure-next-action-page-summary.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-page-side-summary.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_scope_gap_public_ledger,第一闭环事实范围缺口,第一闭环任务×字段,false,false,false,false,false,false,false,false,272,字段事实,字段事实-学费,第一闭环任务×字段,F0-待原页与湖北官方侧闭环,FIRSTDETAIL-a0e1bc6648e21db0,FIRSTFACT-350f671fbd6f9ba1,FIRSTNEXT-37511bea55b55a94,,FIRSTEVID-ec8d2c22ab393326,,FIRSTPAGE-551d0b213dbd2529,109,left,109-left,M-68e8615d3ab753b9,G-3ed22abc87c8dac2,F305,自动官网辅证任务,学费,E1-计划数补缺或偏大优先核验,N5-多源一致仍待湖北官方侧,B1-缺PDFOCR候选需人工看图,G0-关键字段待闭环,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,double_review_not_required,pending_private_three_way_field_confirmation,保留多源一致线索，但必须等湖北官方侧确认后才能评估写回。,PDF原页、湖北官方侧、必要高校辅证和双人复核均闭环后，才可评估字段写回。,1,1,1,9c641d0c64b4a7c3d152b696e180a85f7e7e79c5b72ad0b8dbad2a3ace31f08b,,,,true,false,false,false,false,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开层只保存ID、页列、状态桶、计数和SHA；不保存学校专业明细、字段明细值、识别正文或私有材料。
FIRSTSCOPE-9270ded72895a745,data/working/issue19-stable-foundation-first-closure-field-fact-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-stable-foundation-first-closure-next-action-page-summary.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-page-side-summary.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_scope_gap_public_ledger,第一闭环事实范围缺口,第一闭环任务×字段,false,false,false,false,false,false,false,false,273,字段事实,字段事实-专业计划数,第一闭环任务×字段,F0-待原页与湖北官方侧闭环,FIRSTDETAIL-b50d8b9170f5d692,FIRSTFACT-77f4ed7ac5e95304,FIRSTNEXT-874a460b91b33565,,FIRSTEVID-fa27398b8468b035,,FIRSTPAGE-551d0b213dbd2529,109,left,109-left,M-b11b9f49fcb51333,G-3ed22abc87c8dac2,F305,自动官网辅证任务,专业计划数,E1-计划数补缺或偏大优先核验,N5-多源一致仍待湖北官方侧,B1-缺PDFOCR候选需人工看图,G0-关键字段待闭环,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,double_review_not_required,pending_private_three_way_field_confirmation,保留多源一致线索，但必须等湖北官方侧确认后才能评估写回。,PDF原页、湖北官方侧、必要高校辅证和双人复核均闭环后，才可评估字段写回。,1,1,1,151f85f0462bbed1fe0786368eb49b227b6536db64c450c4b8d952553d60dd89,,,,true,false,false,false,false,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开层只保存ID、页列、状态桶、计数和SHA；不保存学校专业明细、字段明细值、识别正文或私有材料。
FIRSTSCOPE-3acb2b1c179a92c3,data/working/issue19-stable-foundation-first-closure-field-fact-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-stable-foundation-first-closure-next-action-page-summary.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-page-side-summary.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_scope_gap_public_ledger,第一闭环事实范围缺口,第一闭环任务×字段,false,false,false,false,false,false,false,false,274,字段事实,字段事实-学费,第一闭环任务×字段,F0-待原页与湖北官方侧闭环,FIRSTDETAIL-b50d8b9170f5d692,FIRSTFACT-5f7c5f863a453afe,FIRSTNEXT-874a460b91b33565,,FIRSTEVID-fa27398b8468b035,,FIRSTPAGE-551d0b213dbd2529,109,left,109-left,M-b11b9f49fcb51333,G-3ed22abc87c8dac2,F305,自动官网辅证任务,学费,E1-计划数补缺或偏大优先核验,N5-多源一致仍待湖北官方侧,B1-缺PDFOCR候选需人工看图,G0-关键字段待闭环,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,double_review_not_required,pending_private_three_way_field_confirmation,保留多源一致线索，但必须等湖北官方侧确认后才能评估写回。,PDF原页、湖北官方侧、必要高校辅证和双人复核均闭环后，才可评估字段写回。,1,1,1,1bbddf248f59001e3bb4ec3d60c8fd25f11b3dcb77df725c74bcd208f7c7e894,,,,true,false,false,false,false,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开层只保存ID、页列、状态桶、计数和SHA；不保存学校专业明细、字段明细值、识别正文或私有材料。
FIRSTSCOPE-53c83f93c875938f,data/working/issue19-stable-foundation-first-closure-field-fact-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-stable-foundation-first-closure-next-action-page-summary.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-page-side-summary.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_scope_gap_public_ledger,第一闭环事实范围缺口,第一闭环任务×字段,false,false,false,false,false,false,false,false,275,字段事实,字段事实-再选科目,第一闭环任务×字段,F0-待原页与湖北官方侧闭环,FIRSTDETAIL-b50d8b9170f5d692,FIRSTFACT-dd94ef034e47672e,FIRSTNEXT-874a460b91b33565,,FIRSTEVID-fa27398b8468b035,,FIRSTPAGE-551d0b213dbd2529,109,left,109-left,M-b11b9f49fcb51333,G-3ed22abc87c8dac2,F305,自动官网辅证任务,再选科目,E1-计划数补缺或偏大优先核验,N5-多源一致仍待湖北官方侧,B1-缺PDFOCR候选需人工看图,G0-关键字段待闭环,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,double_review_not_required,pending_private_three_way_field_confirmation,保留多源一致线索，但必须等湖北官方侧确认后才能评估写回。,PDF原页、湖北官方侧、必要高校辅证和双人复核均闭环后，才可评估字段写回。,1,1,1,6f05399f08ac57e22d58f0d5e071dfdb11571aee96cc54b80c8f24cf6fee68f1,,,,true,false,false,false,false,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开层只保存ID、页列、状态桶、计数和SHA；不保存学校专业明细、字段明细值、识别正文或私有材料。
FIRSTSCOPE-32e37886e5077350,data/working/issue19-stable-foundation-first-closure-field-fact-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-stable-foundation-first-closure-next-action-page-summary.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-page-side-summary.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_scope_gap_public_ledger,第一闭环事实范围缺口,第一闭环任务×字段,false,false,false,false,false,false,false,false,276,字段事实,字段事实-专业计划数,第一闭环任务×字段,F0-待原页与湖北官方侧闭环,FIRSTDETAIL-0343054865ae6f8f,FIRSTFACT-a6cca952dba1ef27,FIRSTNEXT-d7aae497a883ee5a,,FIRSTEVID-421c64e14e58c60c,,FIRSTPAGE-551d0b213dbd2529,109,left,109-left,M-68e8615d3ab753b9,G-3ed22abc87c8dac2,F305,P0人工字段任务,专业计划数,E1-计划数补缺或偏大优先核验,N3-无稳定候选人工看图,B1-缺PDFOCR候选需人工看图,G0-关键字段待闭环,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,pending_double_review,pending_private_three_way_field_confirmation,直接打开PDF原页所在页列人工看图，必要时同页列连带复核。,PDF原页、湖北官方侧、必要高校辅证和双人复核均闭环后，才可评估字段写回。,1,1,1,59265b91ceed00814261e3a5eb18b99d2b3de28a7a23674158ac9c4320ec66cf,,,,true,false,false,true,true,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开层只保存ID、页列、状态桶、计数和SHA；不保存学校专业明细、字段明细值、识别正文或私有材料。
