高校源E0人工回页队列ID,来源高校源缺口优先级清单,来源第一闭环下一步动作矩阵,来源期号,来源PDF_SHA256,生成日期,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,人工回页队列序号,高校源缺口优先级ID,高校源最新对齐ID,高校官网辅证状态快照ID,高校官网辅证自动执行批次ID,院校代码,任务学校键SHA16,缺口主类,缺口子类,原自动执行泳道,人工回页风险桶,人工回页优先级分,最小人工动作,完成条件,涉及招生明细数,涉及专业组数,C4C6计划数冲突候选数,C4C6官网可补OCR计划数候选数,同校第一闭环页列提示状态,同校第一闭环任务数,同校第一闭环页列数,同校第一闭环PDF页数,同校N0冲突双人核页任务数,同校N1高校补缺回页任务数,同校N2机器坐标辅助核页任务数,同校N3人工看图任务数,同校N4PDFOCR确认任务数,同校N5待湖北官方侧任务数,同校E0冲突异常页列任务数,同校E1计划数补缺页列任务数,同校E2专业名归属页列任务数,同校自动官网辅证任务数,同校P0人工字段任务数,同校专业计划数字段任务数,同校学费字段任务数,同校再选科目字段任务数,同校需要双人复核任务数,同校需要人工直接看图任务数,同校PDFOCR与高校冲突任务数,同校高校辅证线索任务数,同校第一闭环任务集合SHA16,同校页列集合SHA16,同校核验动作层级分布,同校执行泳道分布,队列使用边界,PDF原页核页状态,湖北官方系统或省招办计划核验状态,高校官网源状态,字段事实写回状态,公开安全策略
SCHOOLSRCMANUAL-15440a9bf613e4a7,data/working/issue19-school-source-gap-priority-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_e0_manual_page_review_queue,高校侧E0人工回页任务,公开任务级队列；不保存学校文本、专业文本、页图、OCR正文或字段读数,false,false,false,false,false,false,false,false,26,SCHOOLGAP-2eb998ddf3fb9150,SOURCESYNC-cb41c0bf8d0de1fc,SCHOOLSRCSTATUS-c9cd16381554e0d4,SCHOOLSRCEXEC-172098773241c841,C108,c96bb06f53e0ad29,G2-专业名归属或匹配规则,A2-同页专业名归属和规则待确认,A2-专业名匹配规则或人工确认,M2-专业名归属或匹配规则先核,900,人工最小核验集中在计划数冲突、OCR补缺、专业组边界和湖北官方侧。,专业名归属、专业组边界和同页上下文人工闭环后，再进入字段事实核验。,12,2,1,0,H1-有同校第一闭环页列提示,13,2,1,0,0,1,0,12,0,2,0,11,12,1,8,11,2,1,0,0,0,5247e81f35c207e8,25fd1a4a8cbb221e,N2-机器坐标辅助核PDF原页=1；N4-PDFOCR候选人工确认=12,E0-冲突异常双人优先核验=2；E2-官网未匹配专业名归属核验=11,该队列只把E0任务接到同校页列提示；不能据此确认计划数、学费、选科、专业归属或专业组边界。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开层只保存任务ID、院校代码、状态桶、计数和SHA；不保存学校文本、专业文本、页图、OCR正文、字段读数、URL、截图或私有路径。
SCHOOLSRCMANUAL-9eea3d40c8e645d6,data/working/issue19-school-source-gap-priority-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_e0_manual_page_review_queue,高校侧E0人工回页任务,公开任务级队列；不保存学校文本、专业文本、页图、OCR正文或字段读数,false,false,false,false,false,false,false,false,27,SCHOOLGAP-57eeab4658440e08,SOURCESYNC-aa73d62ea9b3f5ce,SCHOOLSRCSTATUS-7c25c0cc84c894a6,SCHOOLSRCEXEC-670120d84403ae8a,A135,b339685168ca0680,G2-专业名归属或匹配规则,A2-同页专业名归属和规则待确认,A2-专业名匹配规则或人工确认,M2-专业名归属或匹配规则先核,900,人工最小核验集中在计划数冲突、OCR补缺、专业组边界和湖北官方侧。,专业名归属、专业组边界和同页上下文人工闭环后，再进入字段事实核验。,3,1,0,7,H1-有同校第一闭环页列提示,6,2,2,1,0,0,2,3,0,5,0,1,4,2,3,3,4,3,3,1,1,39c7c48e7e6094fc,e7dd2a362ae4210e,N0-先双人核PDF原页冲突=1；N3-无稳定候选人工看图=2；N4-PDFOCR候选人工确认=3,E0-冲突异常双人优先核验=5；E2-官网未匹配专业名归属核验=1,该队列只把E0任务接到同校页列提示；不能据此确认计划数、学费、选科、专业归属或专业组边界。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开层只保存任务ID、院校代码、状态桶、计数和SHA；不保存学校文本、专业文本、页图、OCR正文、字段读数、URL、截图或私有路径。
SCHOOLSRCMANUAL-e16a3fbcaac8649c,data/working/issue19-school-source-gap-priority-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_e0_manual_page_review_queue,高校侧E0人工回页任务,公开任务级队列；不保存学校文本、专业文本、页图、OCR正文或字段读数,false,false,false,false,false,false,false,false,28,SCHOOLGAP-8db23383122d8c12,SOURCESYNC-46cdb70de9338b49,SCHOOLSRCSTATUS-15cce653e57ed35c,SCHOOLSRCEXEC-7ece5db9c76198f4,F902,333a9b7ee4d02a11,G2-专业名归属或匹配规则,A2-同页专业名归属和规则待确认,A2-专业名匹配规则或人工确认,M2-专业名归属或匹配规则先核,900,人工最小核验集中在计划数冲突、OCR补缺、专业组边界和湖北官方侧。,专业名归属、专业组边界和同页上下文人工闭环后，再进入字段事实核验。,3,1,1,1,H1-有同校第一闭环页列提示,13,2,1,10,0,0,2,1,0,10,0,3,13,0,11,11,1,10,12,10,10,07189673f995c1ff,386a80d04edf688f,N0-先双人核PDF原页冲突=10；N3-无稳定候选人工看图=2；N4-PDFOCR候选人工确认=1,E0-冲突异常双人优先核验=10；E2-官网未匹配专业名归属核验=3,该队列只把E0任务接到同校页列提示；不能据此确认计划数、学费、选科、专业归属或专业组边界。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开层只保存任务ID、院校代码、状态桶、计数和SHA；不保存学校文本、专业文本、页图、OCR正文、字段读数、URL、截图或私有路径。
SCHOOLSRCMANUAL-b388fe633353aa87,data/working/issue19-school-source-gap-priority-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_e0_manual_page_review_queue,高校侧E0人工回页任务,公开任务级队列；不保存学校文本、专业文本、页图、OCR正文或字段读数,false,false,false,false,false,false,false,false,29,SCHOOLGAP-287dde2867382d9d,SOURCESYNC-2f3cda9bc36febfe,SCHOOLSRCSTATUS-f4b3137ff1340149,SCHOOLSRCEXEC-0990b3480ddf7d99,K153,a52159c080487044,G2-专业名归属或匹配规则,A2-同页专业名归属和规则待确认,A2-专业名匹配规则或人工确认,M2-专业名归属或匹配规则先核,900,人工最小核验集中在计划数冲突、OCR补缺、专业组边界和湖北官方侧。,专业名归属、专业组边界和同页上下文人工闭环后，再进入字段事实核验。,3,1,0,4,H1-有同校第一闭环页列提示,13,1,1,2,0,0,4,3,4,13,0,0,9,4,12,9,6,4,6,2,6,086dfd5ce684164c,68a587f7a80580a0,N0-先双人核PDF原页冲突=2；N3-无稳定候选人工看图=4；N4-PDFOCR候选人工确认=3；N5-多源一致仍待湖北官方侧=4,E0-冲突异常双人优先核验=13,该队列只把E0任务接到同校页列提示；不能据此确认计划数、学费、选科、专业归属或专业组边界。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开层只保存任务ID、院校代码、状态桶、计数和SHA；不保存学校文本、专业文本、页图、OCR正文、字段读数、URL、截图或私有路径。
SCHOOLSRCMANUAL-06685d82fa9f8cc0,data/working/issue19-school-source-gap-priority-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_e0_manual_page_review_queue,高校侧E0人工回页任务,公开任务级队列；不保存学校文本、专业文本、页图、OCR正文或字段读数,false,false,false,false,false,false,false,false,30,SCHOOLGAP-da2306da6552fdc2,SOURCESYNC-114b485f6cd78a20,SCHOOLSRCSTATUS-46956b865a934273,SCHOOLSRCEXEC-c8c0cb1e721223c6,C150,1525f93c158a46ab,G2-专业名归属或匹配规则,A2-同页专业名归属和规则待确认,A2-专业名匹配规则或人工确认,M2-专业名归属或匹配规则先核,900,人工按原账本要求核PDF原页、湖北官方侧和必要高校官网辅证。,专业名归属、专业组边界和同页上下文人工闭环后，再进入字段事实核验。,2,2,0,0,H1-有同校第一闭环页列提示,19,2,2,0,0,0,17,2,0,0,0,19,2,17,2,2,17,17,17,0,0,39126a1acba3bf05,0753b64ff149b227,N3-无稳定候选人工看图=17；N4-PDFOCR候选人工确认=2,E2-官网未匹配专业名归属核验=19,该队列只把E0任务接到同校页列提示；不能据此确认计划数、学费、选科、专业归属或专业组边界。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开层只保存任务ID、院校代码、状态桶、计数和SHA；不保存学校文本、专业文本、页图、OCR正文、字段读数、URL、截图或私有路径。
SCHOOLSRCMANUAL-43612216eefab9f5,data/working/issue19-school-source-gap-priority-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_e0_manual_page_review_queue,高校侧E0人工回页任务,公开任务级队列；不保存学校文本、专业文本、页图、OCR正文或字段读数,false,false,false,false,false,false,false,false,31,SCHOOLGAP-c3cf8bfe5050a332,SOURCESYNC-3db5ceb5e0cc2244,SCHOOLSRCSTATUS-f0d836e0618213a7,SCHOOLSRCEXEC-a242c3c80a4b3152,K753,43d36e9e1a49bf91,G2-专业名归属或匹配规则,A2-同页专业名归属和规则待确认,A2-专业名匹配规则或人工确认,M2-专业名归属或匹配规则先核,900,人工最小核验集中在计划数冲突、OCR补缺、专业组边界和湖北官方侧。,专业名归属、专业组边界和同页上下文人工闭环后，再进入字段事实核验。,2,1,2,3,H1-有同校第一闭环页列提示,3,2,1,0,0,1,0,2,0,1,0,2,2,1,3,2,1,1,0,0,0,3b6b7b14c135e6ef,64b652a22e4cabaf,N2-机器坐标辅助核PDF原页=1；N4-PDFOCR候选人工确认=2,E0-冲突异常双人优先核验=1；E2-官网未匹配专业名归属核验=2,该队列只把E0任务接到同校页列提示；不能据此确认计划数、学费、选科、专业归属或专业组边界。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开层只保存任务ID、院校代码、状态桶、计数和SHA；不保存学校文本、专业文本、页图、OCR正文、字段读数、URL、截图或私有路径。
SCHOOLSRCMANUAL-0bc2252eda457c86,data/working/issue19-school-source-gap-priority-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_e0_manual_page_review_queue,高校侧E0人工回页任务,公开任务级队列；不保存学校文本、专业文本、页图、OCR正文或字段读数,false,false,false,false,false,false,false,false,32,SCHOOLGAP-2bc45137e8cdb3ea,SOURCESYNC-c92e8a884ffc0fe4,SCHOOLSRCSTATUS-09e7a53583123570,SCHOOLSRCEXEC-a2a22aeb4c64f38b,A195,8c979da07fee2031,G2-专业名归属或匹配规则,A2-同页专业名归属和规则待确认,A2-专业名匹配规则或人工确认,M2-专业名归属或匹配规则先核,900,人工最小核验集中在计划数冲突、OCR补缺、专业组边界和湖北官方侧。,专业名归属、专业组边界和同页上下文人工闭环后，再进入字段事实核验。,1,1,0,42,H1-有同校第一闭环页列提示,15,1,1,1,6,4,3,1,0,15,0,0,8,7,14,8,7,2,4,1,7,b18389dd680fc39d,527518002cd91cf0,N0-先双人核PDF原页冲突=1；N1-高校补缺线索回PDF原页=6；N2-机器坐标辅助核PDF原页=4；N3-无稳定候选人工看图=3；N4-PDFOCR候选人工确认=1,E0-冲突异常双人优先核验=15,该队列只把E0任务接到同校页列提示；不能据此确认计划数、学费、选科、专业归属或专业组边界。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开层只保存任务ID、院校代码、状态桶、计数和SHA；不保存学校文本、专业文本、页图、OCR正文、字段读数、URL、截图或私有路径。
SCHOOLSRCMANUAL-5df1f29c1c95a56e,data/working/issue19-school-source-gap-priority-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_e0_manual_page_review_queue,高校侧E0人工回页任务,公开任务级队列；不保存学校文本、专业文本、页图、OCR正文或字段读数,false,false,false,false,false,false,false,false,33,SCHOOLGAP-b5584b49ed9b1410,SOURCESYNC-b363fb028f13a27c,SCHOOLSRCSTATUS-a3c75cf23752ea2f,SCHOOLSRCEXEC-f223de3e66da350e,A197,2178fb12971acc33,G2-专业名归属或匹配规则,A2-同页专业名归属和规则待确认,A2-专业名匹配规则或人工确认,M2-专业名归属或匹配规则先核,900,人工最小核验集中在计划数冲突、OCR补缺、专业组边界和湖北官方侧。,专业名归属、专业组边界和同页上下文人工闭环后，再进入字段事实核验。,1,1,4,3,H1-有同校第一闭环页列提示,1,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,08f33c4c206f63f3,c58319e0edfd9c9f,N4-PDFOCR候选人工确认=1,E2-官网未匹配专业名归属核验=1,该队列只把E0任务接到同校页列提示；不能据此确认计划数、学费、选科、专业归属或专业组边界。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开层只保存任务ID、院校代码、状态桶、计数和SHA；不保存学校文本、专业文本、页图、OCR正文、字段读数、URL、截图或私有路径。
SCHOOLSRCMANUAL-71f06d12d0f7b84f,data/working/issue19-school-source-gap-priority-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_e0_manual_page_review_queue,高校侧E0人工回页任务,公开任务级队列；不保存学校文本、专业文本、页图、OCR正文或字段读数,false,false,false,false,false,false,false,false,34,SCHOOLGAP-416afe2edbde9145,SOURCESYNC-72b13fb073d7bab9,SCHOOLSRCSTATUS-90afd6c4c46a5dcf,SCHOOLSRCEXEC-72a6d8264d4aef81,F099,6a0661010f26e793,G2-专业名归属或匹配规则,A2-同页专业名归属和规则待确认,A2-专业名匹配规则或人工确认,M2-专业名归属或匹配规则先核,900,人工最小核验集中在计划数冲突、OCR补缺、专业组边界和湖北官方侧。,专业名归属、专业组边界和同页上下文人工闭环后，再进入字段事实核验。,1,1,0,12,H1-有同校第一闭环页列提示,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,77f9d87ea9ae2d16,8475cbd7ee755e2b,N4-PDFOCR候选人工确认=1,E2-官网未匹配专业名归属核验=1,该队列只把E0任务接到同校页列提示；不能据此确认计划数、学费、选科、专业归属或专业组边界。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开层只保存任务ID、院校代码、状态桶、计数和SHA；不保存学校文本、专业文本、页图、OCR正文、字段读数、URL、截图或私有路径。
SCHOOLSRCMANUAL-a556b0315f2def26,data/working/issue19-school-source-gap-priority-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_e0_manual_page_review_queue,高校侧E0人工回页任务,公开任务级队列；不保存学校文本、专业文本、页图、OCR正文或字段读数,false,false,false,false,false,false,false,false,35,SCHOOLGAP-2187f8dfb3c1d94f,SOURCESYNC-8d72d905b51701f8,SCHOOLSRCSTATUS-208b8f82c0e15a6e,SCHOOLSRCEXEC-5dc039cd4bad021d,H450,96e4d6ad63b20ab1,G2-专业名归属或匹配规则,A2-同页专业名归属和规则待确认,A2-专业名匹配规则或人工确认,M2-专业名归属或匹配规则先核,900,人工最小核验集中在计划数冲突、OCR补缺、专业组边界和湖北官方侧。,专业名归属、专业组边界和同页上下文人工闭环后，再进入字段事实核验。,1,1,2,1,H1-有同校第一闭环页列提示,22,1,1,1,10,0,10,1,0,22,0,0,12,10,22,12,1,10,11,1,11,547df87eb78e04b3,f9a45a6256c240c9,N0-先双人核PDF原页冲突=1；N1-高校补缺线索回PDF原页=10；N3-无稳定候选人工看图=10；N4-PDFOCR候选人工确认=1,E0-冲突异常双人优先核验=22,该队列只把E0任务接到同校页列提示；不能据此确认计划数、学费、选科、专业归属或专业组边界。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开层只保存任务ID、院校代码、状态桶、计数和SHA；不保存学校文本、专业文本、页图、OCR正文、字段读数、URL、截图或私有路径。
SCHOOLSRCMANUAL-7e651b0c78abd32f,data/working/issue19-school-source-gap-priority-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_e0_manual_page_review_queue,高校侧E0人工回页任务,公开任务级队列；不保存学校文本、专业文本、页图、OCR正文或字段读数,false,false,false,false,false,false,false,false,36,SCHOOLGAP-7f537b3bd2374001,SOURCESYNC-87ac7672b3966cae,SCHOOLSRCSTATUS-6bf7065414c2a549,SCHOOLSRCEXEC-21e3314624217acb,H945,6763065f954af248,G2-专业名归属或匹配规则,A2-同页专业名归属和规则待确认,A2-专业名匹配规则或人工确认,M2-专业名归属或匹配规则先核,900,人工最小核验集中在计划数冲突、OCR补缺、专业组边界和湖北官方侧。,专业名归属、专业组边界和同页上下文人工闭环后，再进入字段事实核验。,1,1,7,8,H1-有同校第一闭环页列提示,5,1,1,3,0,1,0,1,0,5,0,0,4,1,4,4,3,4,3,3,3,f8e582967105ab86,a311f4f0bea1ed62,N0-先双人核PDF原页冲突=3；N2-机器坐标辅助核PDF原页=1；N4-PDFOCR候选人工确认=1,E0-冲突异常双人优先核验=5,该队列只把E0任务接到同校页列提示；不能据此确认计划数、学费、选科、专业归属或专业组边界。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开层只保存任务ID、院校代码、状态桶、计数和SHA；不保存学校文本、专业文本、页图、OCR正文、字段读数、URL、截图或私有路径。
SCHOOLSRCMANUAL-d87a1d267858722f,data/working/issue19-school-source-gap-priority-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_e0_manual_page_review_queue,高校侧E0人工回页任务,公开任务级队列；不保存学校文本、专业文本、页图、OCR正文或字段读数,false,false,false,false,false,false,false,false,37,SCHOOLGAP-6764aa7d3c9bf57d,SOURCESYNC-84f06f3ba2555923,SCHOOLSRCSTATUS-a66dcc2c5bca48f9,SCHOOLSRCEXEC-10cd4730394343d2,K485,72900aac127eea12,G2-专业名归属或匹配规则,A2-同页专业名归属和规则待确认,A2-专业名匹配规则或人工确认,M2-专业名归属或匹配规则先核,900,人工最小核验集中在计划数冲突、OCR补缺、专业组边界和湖北官方侧。,专业名归属、专业组边界和同页上下文人工闭环后，再进入字段事实核验。,1,1,0,6,H1-有同校第一闭环页列提示,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,335b501a7b4cb577,c94403f774fa6a23,N4-PDFOCR候选人工确认=1,E1-计划数补缺或偏大优先核验=1,该队列只把E0任务接到同校页列提示；不能据此确认计划数、学费、选科、专业归属或专业组边界。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开层只保存任务ID、院校代码、状态桶、计数和SHA；不保存学校文本、专业文本、页图、OCR正文、字段读数、URL、截图或私有路径。
