第一闭环页列候选看板ID,来源第一闭环执行队列,来源第一闭环PDFOCR候选公开审计,来源第一闭环PDFOCR候选摘要,来源第一闭环PDFOCR候选私有工作台,来源湖北官方公开入口状态快照,来源期号,来源PDF_SHA256,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,执行顺序,执行泳道,第一闭环页列优先级,稳定基座第一闭环页列包ID,稳定基座第一闭环复核公开账本ID,第一闭环私有预填公开审计ID,来源页码,版面列,页码版面键,页列总任务数,PDFOCR候选任务数,无PDFOCR需看图任务数,PDFOCR与高校辅证冲突任务数,PDFOCR与高校辅证一致任务数,仅PDFOCR候选任务数,高校有线索但PDFOCR缺候选任务数,无任何候选需看图任务数,P0候选冲突任务数,P1缺PDFOCR人工看图任务数,P2一致仍需官方闭环任务数,P3有候选需人工确认任务数,PDFOCR候选字段数,高校辅证候选字段数,可比字段数,一致字段数,冲突字段数,缺PDFOCR但有高校线索字段数,PDFOCR计划数候选任务数,PDFOCR学费候选任务数,PDFOCR选科候选任务数,高校计划数线索任务数,高校学费线索任务数,高校选科线索任务数,需要人工直接看图任务数,需要双人复核任务数,PDF原页必核任务数,湖北官方侧必核任务数,高校辅证需复核任务数,第一闭环PDF原页完成任务数,第一闭环湖北官方完成任务数,第一闭环高校辅证完成任务数,第一闭环字段事实写回可进入任务数,候选记录状态摘要,候选审阅桶摘要,候选关系桶摘要,页列候选核验动作,PDFOCR候选私有工作台_SHA256,官方公开计划页可定稿,数智平台可定稿,完成条件,当前阻断原因,字段事实写回状态,公开安全策略,下一步
FIRSTPAGECAND-342a80bcffb9ddc6,data/working/issue19-stable-foundation-first-closure-execution-queue.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit-summary.json,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_page_side_candidate_dashboard,PDF页码×版面列,PDF页码×版面列×第一闭环PDFOCR候选状态,false,false,false,false,false,false,false,false,24,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,FIRSTPAGE-1d715f85ac144ecb,FIRSTREVIEW-1d715f85ac144ecb,FIRSTPREFILLAUDIT-1d715f85ac144ecb,14,left,014-left,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,private_pdf_ocr_candidate_unavailable_needs_manual_image_review:1,P1-缺PDFOCR候选需人工看图:1,R5-无候选需人工看图:1,先人工看图补PDF原页读数，再核湖北官方侧,ebe9a929aa5327d814cf6c1fbf177f8dfd41fb51f57f1642ffdd773a22548525,false,false,PDF原页记录完成=1；湖北官方侧记录完成=1或记录官方系统不可得状态；高校辅证记录完成=0；双人复核完成=1；字段事实写回复查通过后才可进入下一层,PDF原页记录未完成；湖北官方侧记录未完成或不可得状态未确认；双人复核未完成；字段事实写回仍阻断,blocked_until_first_closure_private_review_confirms_values,公开层只保存页列候选状态桶、计数、证据编号、SHA和门禁；不公开候选明细、学校专业明细、识别正文或私有路径,按执行顺序和页列候选核验动作回看PDF原页；再核湖北官方侧；必要时复核高校官网或招生章程；仍不得自动写回字段事实
FIRSTPAGECAND-8476c4a86c805e7b,data/working/issue19-stable-foundation-first-closure-execution-queue.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit-summary.json,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_page_side_candidate_dashboard,PDF页码×版面列,PDF页码×版面列×第一闭环PDFOCR候选状态,false,false,false,false,false,false,false,false,25,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,FIRSTPAGE-807f1d9e99948b29,FIRSTREVIEW-807f1d9e99948b29,FIRSTPREFILLAUDIT-807f1d9e99948b29,32,right,032-right,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,private_pdf_ocr_candidate_unavailable_needs_manual_image_review:1,P1-缺PDFOCR候选需人工看图:1,R5-无候选需人工看图:1,先人工看图补PDF原页读数，再核湖北官方侧,ebe9a929aa5327d814cf6c1fbf177f8dfd41fb51f57f1642ffdd773a22548525,false,false,PDF原页记录完成=1；湖北官方侧记录完成=1或记录官方系统不可得状态；高校辅证记录完成=0；双人复核完成=1；字段事实写回复查通过后才可进入下一层,PDF原页记录未完成；湖北官方侧记录未完成或不可得状态未确认；双人复核未完成；字段事实写回仍阻断,blocked_until_first_closure_private_review_confirms_values,公开层只保存页列候选状态桶、计数、证据编号、SHA和门禁；不公开候选明细、学校专业明细、识别正文或私有路径,按执行顺序和页列候选核验动作回看PDF原页；再核湖北官方侧；必要时复核高校官网或招生章程；仍不得自动写回字段事实
FIRSTPAGECAND-a393e45e86f3e1a6,data/working/issue19-stable-foundation-first-closure-execution-queue.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit-summary.json,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_page_side_candidate_dashboard,PDF页码×版面列,PDF页码×版面列×第一闭环PDFOCR候选状态,false,false,false,false,false,false,false,false,26,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,FIRSTPAGE-9e2f12395b6c066b,FIRSTREVIEW-9e2f12395b6c066b,FIRSTPREFILLAUDIT-9e2f12395b6c066b,33,right,033-right,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,private_pdf_ocr_candidate_unavailable_needs_manual_image_review:1,P1-缺PDFOCR候选需人工看图:1,R5-无候选需人工看图:1,先人工看图补PDF原页读数，再核湖北官方侧,ebe9a929aa5327d814cf6c1fbf177f8dfd41fb51f57f1642ffdd773a22548525,false,false,PDF原页记录完成=1；湖北官方侧记录完成=1或记录官方系统不可得状态；高校辅证记录完成=0；双人复核完成=1；字段事实写回复查通过后才可进入下一层,PDF原页记录未完成；湖北官方侧记录未完成或不可得状态未确认；双人复核未完成；字段事实写回仍阻断,blocked_until_first_closure_private_review_confirms_values,公开层只保存页列候选状态桶、计数、证据编号、SHA和门禁；不公开候选明细、学校专业明细、识别正文或私有路径,按执行顺序和页列候选核验动作回看PDF原页；再核湖北官方侧；必要时复核高校官网或招生章程；仍不得自动写回字段事实
FIRSTPAGECAND-7a49e3a90213d8a4,data/working/issue19-stable-foundation-first-closure-execution-queue.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit-summary.json,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_page_side_candidate_dashboard,PDF页码×版面列,PDF页码×版面列×第一闭环PDFOCR候选状态,false,false,false,false,false,false,false,false,27,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,FIRSTPAGE-26bbbf78aa76ddbe,FIRSTREVIEW-26bbbf78aa76ddbe,FIRSTPREFILLAUDIT-26bbbf78aa76ddbe,102,left,102-left,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,private_pdf_ocr_candidate_unavailable_needs_manual_image_review:1,P1-缺PDFOCR候选需人工看图:1,R5-无候选需人工看图:1,先人工看图补PDF原页读数，再核湖北官方侧,ebe9a929aa5327d814cf6c1fbf177f8dfd41fb51f57f1642ffdd773a22548525,false,false,PDF原页记录完成=1；湖北官方侧记录完成=1或记录官方系统不可得状态；高校辅证记录完成=0；双人复核完成=1；字段事实写回复查通过后才可进入下一层,PDF原页记录未完成；湖北官方侧记录未完成或不可得状态未确认；双人复核未完成；字段事实写回仍阻断,blocked_until_first_closure_private_review_confirms_values,公开层只保存页列候选状态桶、计数、证据编号、SHA和门禁；不公开候选明细、学校专业明细、识别正文或私有路径,按执行顺序和页列候选核验动作回看PDF原页；再核湖北官方侧；必要时复核高校官网或招生章程；仍不得自动写回字段事实
FIRSTPAGECAND-8d18898b6158ec1d,data/working/issue19-stable-foundation-first-closure-execution-queue.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit-summary.json,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_page_side_candidate_dashboard,PDF页码×版面列,PDF页码×版面列×第一闭环PDFOCR候选状态,false,false,false,false,false,false,false,false,28,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,FIRSTPAGE-db5ce399a7fd30e8,FIRSTREVIEW-db5ce399a7fd30e8,FIRSTPREFILLAUDIT-db5ce399a7fd30e8,228,left,228-left,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,private_pdf_ocr_candidate_unavailable_needs_manual_image_review:1,P1-缺PDFOCR候选需人工看图:1,R5-无候选需人工看图:1,先人工看图补PDF原页读数，再核湖北官方侧,ebe9a929aa5327d814cf6c1fbf177f8dfd41fb51f57f1642ffdd773a22548525,false,false,PDF原页记录完成=1；湖北官方侧记录完成=1或记录官方系统不可得状态；高校辅证记录完成=0；双人复核完成=1；字段事实写回复查通过后才可进入下一层,PDF原页记录未完成；湖北官方侧记录未完成或不可得状态未确认；双人复核未完成；字段事实写回仍阻断,blocked_until_first_closure_private_review_confirms_values,公开层只保存页列候选状态桶、计数、证据编号、SHA和门禁；不公开候选明细、学校专业明细、识别正文或私有路径,按执行顺序和页列候选核验动作回看PDF原页；再核湖北官方侧；必要时复核高校官网或招生章程；仍不得自动写回字段事实
FIRSTPAGECAND-436561705643ed1d,data/working/issue19-stable-foundation-first-closure-execution-queue.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit-summary.json,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_page_side_candidate_dashboard,PDF页码×版面列,PDF页码×版面列×第一闭环PDFOCR候选状态,false,false,false,false,false,false,false,false,29,E2-官网未匹配专业名归属核验,Q2-官网未匹配或高校辅证页列先核,FIRSTPAGE-6bd94b5fb0abfec4,FIRSTREVIEW-6bd94b5fb0abfec4,FIRSTPREFILLAUDIT-6bd94b5fb0abfec4,80,right,080-right,18,1,17,0,0,1,0,17,0,17,0,1,2,0,0,0,0,0,1,1,0,0,0,0,17,17,18,18,18,0,0,0,0,private_pdf_ocr_candidate_unavailable_needs_manual_image_review:17；private_pdf_ocr_candidate_seeded:1,P1-缺PDFOCR候选需人工看图:17；P3-有候选但需人工确认:1,R5-无候选需人工看图:17；R3-仅PDFOCR候选待人工核页:1,先人工看图补PDF原页读数，再核湖北官方侧,ebe9a929aa5327d814cf6c1fbf177f8dfd41fb51f57f1642ffdd773a22548525,false,false,PDF原页记录完成=18；湖北官方侧记录完成=18或记录官方系统不可得状态；高校辅证记录完成=18；双人复核完成=17；字段事实写回复查通过后才可进入下一层,PDF原页记录未完成；湖北官方侧记录未完成或不可得状态未确认；高校辅证记录未完成；双人复核未完成；字段事实写回仍阻断,blocked_until_first_closure_private_review_confirms_values,公开层只保存页列候选状态桶、计数、证据编号、SHA和门禁；不公开候选明细、学校专业明细、识别正文或私有路径,按执行顺序和页列候选核验动作回看PDF原页；再核湖北官方侧；必要时复核高校官网或招生章程；仍不得自动写回字段事实
FIRSTPAGECAND-f8f6bd246859ef8f,data/working/issue19-stable-foundation-first-closure-execution-queue.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit-summary.json,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_page_side_candidate_dashboard,PDF页码×版面列,PDF页码×版面列×第一闭环PDFOCR候选状态,false,false,false,false,false,false,false,false,30,E2-官网未匹配专业名归属核验,Q2-官网未匹配或高校辅证页列先核,FIRSTPAGE-4c8c5f6279a32c04,FIRSTREVIEW-4c8c5f6279a32c04,FIRSTPREFILLAUDIT-4c8c5f6279a32c04,70,right,070-right,11,11,0,0,0,11,0,0,0,0,0,11,19,0,0,0,0,0,7,11,1,0,0,0,0,0,11,11,11,0,0,0,0,private_pdf_ocr_candidate_seeded:11,P3-有候选但需人工确认:11,R3-仅PDFOCR候选待人工核页:11,先按PDFOCR候选逐条人工确认原页,ebe9a929aa5327d814cf6c1fbf177f8dfd41fb51f57f1642ffdd773a22548525,false,false,PDF原页记录完成=11；湖北官方侧记录完成=11或记录官方系统不可得状态；高校辅证记录完成=11；双人复核完成=0；字段事实写回复查通过后才可进入下一层,PDF原页记录未完成；湖北官方侧记录未完成或不可得状态未确认；高校辅证记录未完成；字段事实写回仍阻断,blocked_until_first_closure_private_review_confirms_values,公开层只保存页列候选状态桶、计数、证据编号、SHA和门禁；不公开候选明细、学校专业明细、识别正文或私有路径,按执行顺序和页列候选核验动作回看PDF原页；再核湖北官方侧；必要时复核高校官网或招生章程；仍不得自动写回字段事实
FIRSTPAGECAND-4a81791738da8a88,data/working/issue19-stable-foundation-first-closure-execution-queue.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit-summary.json,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_page_side_candidate_dashboard,PDF页码×版面列,PDF页码×版面列×第一闭环PDFOCR候选状态,false,false,false,false,false,false,false,false,31,E2-官网未匹配专业名归属核验,Q2-官网未匹配或高校辅证页列先核,FIRSTPAGE-6f905e62249f58a5,FIRSTREVIEW-6f905e62249f58a5,FIRSTPREFILLAUDIT-6f905e62249f58a5,135,right,135-right,3,1,2,0,0,1,0,2,0,2,0,1,2,0,0,0,0,0,1,1,0,0,0,0,2,0,3,3,3,0,0,0,0,private_pdf_ocr_candidate_unavailable_needs_manual_image_review:2；private_pdf_ocr_candidate_seeded:1,P1-缺PDFOCR候选需人工看图:2；P3-有候选但需人工确认:1,R5-无候选需人工看图:2；R3-仅PDFOCR候选待人工核页:1,先人工看图补PDF原页读数，再核湖北官方侧,ebe9a929aa5327d814cf6c1fbf177f8dfd41fb51f57f1642ffdd773a22548525,false,false,PDF原页记录完成=3；湖北官方侧记录完成=3或记录官方系统不可得状态；高校辅证记录完成=3；双人复核完成=0；字段事实写回复查通过后才可进入下一层,PDF原页记录未完成；湖北官方侧记录未完成或不可得状态未确认；高校辅证记录未完成；字段事实写回仍阻断,blocked_until_first_closure_private_review_confirms_values,公开层只保存页列候选状态桶、计数、证据编号、SHA和门禁；不公开候选明细、学校专业明细、识别正文或私有路径,按执行顺序和页列候选核验动作回看PDF原页；再核湖北官方侧；必要时复核高校官网或招生章程；仍不得自动写回字段事实
FIRSTPAGECAND-b37cd355a198cdbc,data/working/issue19-stable-foundation-first-closure-execution-queue.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit-summary.json,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_page_side_candidate_dashboard,PDF页码×版面列,PDF页码×版面列×第一闭环PDFOCR候选状态,false,false,false,false,false,false,false,false,32,E2-官网未匹配专业名归属核验,Q2-官网未匹配或高校辅证页列先核,FIRSTPAGE-9a59e69a09baeb3c,FIRSTREVIEW-9a59e69a09baeb3c,FIRSTPREFILLAUDIT-9a59e69a09baeb3c,235,left,235-left,2,2,0,0,0,2,0,0,0,0,0,2,5,0,0,0,0,0,2,2,1,0,0,0,0,0,2,2,2,0,0,0,0,private_pdf_ocr_candidate_seeded:2,P3-有候选但需人工确认:2,R3-仅PDFOCR候选待人工核页:2,先按PDFOCR候选逐条人工确认原页,ebe9a929aa5327d814cf6c1fbf177f8dfd41fb51f57f1642ffdd773a22548525,false,false,PDF原页记录完成=2；湖北官方侧记录完成=2或记录官方系统不可得状态；高校辅证记录完成=2；双人复核完成=0；字段事实写回复查通过后才可进入下一层,PDF原页记录未完成；湖北官方侧记录未完成或不可得状态未确认；高校辅证记录未完成；字段事实写回仍阻断,blocked_until_first_closure_private_review_confirms_values,公开层只保存页列候选状态桶、计数、证据编号、SHA和门禁；不公开候选明细、学校专业明细、识别正文或私有路径,按执行顺序和页列候选核验动作回看PDF原页；再核湖北官方侧；必要时复核高校官网或招生章程；仍不得自动写回字段事实
FIRSTPAGECAND-7e311f642ec9d20a,data/working/issue19-stable-foundation-first-closure-execution-queue.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit-summary.json,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_page_side_candidate_dashboard,PDF页码×版面列,PDF页码×版面列×第一闭环PDFOCR候选状态,false,false,false,false,false,false,false,false,33,E2-官网未匹配专业名归属核验,Q2-官网未匹配或高校辅证页列先核,FIRSTPAGE-71c8a1c59d84716c,FIRSTREVIEW-71c8a1c59d84716c,FIRSTPREFILLAUDIT-71c8a1c59d84716c,36,right,036-right,1,1,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,private_pdf_ocr_candidate_seeded:1,P3-有候选但需人工确认:1,R3-仅PDFOCR候选待人工核页:1,先按PDFOCR候选逐条人工确认原页,ebe9a929aa5327d814cf6c1fbf177f8dfd41fb51f57f1642ffdd773a22548525,false,false,PDF原页记录完成=1；湖北官方侧记录完成=1或记录官方系统不可得状态；高校辅证记录完成=1；双人复核完成=0；字段事实写回复查通过后才可进入下一层,PDF原页记录未完成；湖北官方侧记录未完成或不可得状态未确认；高校辅证记录未完成；字段事实写回仍阻断,blocked_until_first_closure_private_review_confirms_values,公开层只保存页列候选状态桶、计数、证据编号、SHA和门禁；不公开候选明细、学校专业明细、识别正文或私有路径,按执行顺序和页列候选核验动作回看PDF原页；再核湖北官方侧；必要时复核高校官网或招生章程；仍不得自动写回字段事实
FIRSTPAGECAND-f96632d08a87c463,data/working/issue19-stable-foundation-first-closure-execution-queue.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit-summary.json,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_page_side_candidate_dashboard,PDF页码×版面列,PDF页码×版面列×第一闭环PDFOCR候选状态,false,false,false,false,false,false,false,false,34,E2-官网未匹配专业名归属核验,Q2-官网未匹配或高校辅证页列先核,FIRSTPAGE-45d30b827811919c,FIRSTREVIEW-45d30b827811919c,FIRSTPREFILLAUDIT-45d30b827811919c,57,left,057-left,1,1,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,private_pdf_ocr_candidate_seeded:1,P3-有候选但需人工确认:1,R3-仅PDFOCR候选待人工核页:1,先按PDFOCR候选逐条人工确认原页,ebe9a929aa5327d814cf6c1fbf177f8dfd41fb51f57f1642ffdd773a22548525,false,false,PDF原页记录完成=1；湖北官方侧记录完成=1或记录官方系统不可得状态；高校辅证记录完成=1；双人复核完成=0；字段事实写回复查通过后才可进入下一层,PDF原页记录未完成；湖北官方侧记录未完成或不可得状态未确认；高校辅证记录未完成；字段事实写回仍阻断,blocked_until_first_closure_private_review_confirms_values,公开层只保存页列候选状态桶、计数、证据编号、SHA和门禁；不公开候选明细、学校专业明细、识别正文或私有路径,按执行顺序和页列候选核验动作回看PDF原页；再核湖北官方侧；必要时复核高校官网或招生章程；仍不得自动写回字段事实
FIRSTPAGECAND-566910e5591006db,data/working/issue19-stable-foundation-first-closure-execution-queue.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit-summary.json,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_page_side_candidate_dashboard,PDF页码×版面列,PDF页码×版面列×第一闭环PDFOCR候选状态,false,false,false,false,false,false,false,false,35,E2-官网未匹配专业名归属核验,Q2-官网未匹配或高校辅证页列先核,FIRSTPAGE-93ec45e4e888f97d,FIRSTREVIEW-93ec45e4e888f97d,FIRSTPREFILLAUDIT-93ec45e4e888f97d,81,left,081-left,1,1,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,private_pdf_ocr_candidate_seeded:1,P3-有候选但需人工确认:1,R3-仅PDFOCR候选待人工核页:1,先按PDFOCR候选逐条人工确认原页,ebe9a929aa5327d814cf6c1fbf177f8dfd41fb51f57f1642ffdd773a22548525,false,false,PDF原页记录完成=1；湖北官方侧记录完成=1或记录官方系统不可得状态；高校辅证记录完成=1；双人复核完成=0；字段事实写回复查通过后才可进入下一层,PDF原页记录未完成；湖北官方侧记录未完成或不可得状态未确认；高校辅证记录未完成；字段事实写回仍阻断,blocked_until_first_closure_private_review_confirms_values,公开层只保存页列候选状态桶、计数、证据编号、SHA和门禁；不公开候选明细、学校专业明细、识别正文或私有路径,按执行顺序和页列候选核验动作回看PDF原页；再核湖北官方侧；必要时复核高校官网或招生章程；仍不得自动写回字段事实
FIRSTPAGECAND-d6be3fcb12ff43f9,data/working/issue19-stable-foundation-first-closure-execution-queue.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit-summary.json,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_page_side_candidate_dashboard,PDF页码×版面列,PDF页码×版面列×第一闭环PDFOCR候选状态,false,false,false,false,false,false,false,false,36,E2-官网未匹配专业名归属核验,Q2-官网未匹配或高校辅证页列先核,FIRSTPAGE-4a89eabd9dcaa967,FIRSTREVIEW-4a89eabd9dcaa967,FIRSTPREFILLAUDIT-4a89eabd9dcaa967,96,right,096-right,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,private_pdf_ocr_candidate_seeded:1,P3-有候选但需人工确认:1,R3-仅PDFOCR候选待人工核页:1,先按PDFOCR候选逐条人工确认原页,ebe9a929aa5327d814cf6c1fbf177f8dfd41fb51f57f1642ffdd773a22548525,false,false,PDF原页记录完成=1；湖北官方侧记录完成=1或记录官方系统不可得状态；高校辅证记录完成=1；双人复核完成=0；字段事实写回复查通过后才可进入下一层,PDF原页记录未完成；湖北官方侧记录未完成或不可得状态未确认；高校辅证记录未完成；字段事实写回仍阻断,blocked_until_first_closure_private_review_confirms_values,公开层只保存页列候选状态桶、计数、证据编号、SHA和门禁；不公开候选明细、学校专业明细、识别正文或私有路径,按执行顺序和页列候选核验动作回看PDF原页；再核湖北官方侧；必要时复核高校官网或招生章程；仍不得自动写回字段事实
