页列底座Overlay公开账本ID,来源页列底座字段线索公开审计,来源私有字段线索模板,来源私有人工复核Overlay,来源期号,来源PDF_SHA256,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,机器是否允许自动写回主表,机器是否允许自动标记核验完成,是否允许作为志愿推荐依据,是否允许生成学校专业建议,批次总序,批次ID,批次名称,批内页列序号,页列全局风险总序,页列底座核验批次行ID,页列底座字段线索公开审计ID,来源页码,版面列,页码版面键,综合风险优先级桶,页列首要核验动作,包内字段任务数,Overlay字段记录数,Overlay字段记录缺失数,私有字段线索模板CSV_SHA256,私有Overlay批次证据编号,私有OverlayCSV_SHA256,私有Overlay页列记录数,私有Overlay批次记录数,PDF原页记录已填字段数,PDF原页状态完成字段数,湖北官方记录已填字段数,湖北官方状态完成字段数,高校辅证记录已填字段数,高校辅证状态完成字段数,字段最终记录已填字段数,三方一致性可评估字段数,首轮复核已填字段数,次轮复核已填字段数,复查结论已填字段数,字段事实写回复查可进入字段数,Overlay进度桶,字段事实写回状态,Overlay合并策略,公开安全策略,下一步
PSOVERLAYPROG-7e604318cba092c4,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_human_review_overlay_public_ledger,PDF页码×版面列,PDF页码×版面列×人工复核Overlay进度,false,false,false,false,false,false,8,PSFOUNDATIONBATCH-64acf798aacc69cb,第08批-页列底座核验,4,179,PSFOUNDATIONBATCHROW-f8118fa9d4511452,PSFIELDCLUE-7e604318cba092c4,209,left,209-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,78,78,0,6e5f231993885a9e1bd7b94d8150b297561fdf98ad7f9242459f16d7a916aa45,ps-human-review-overlay-batch-08-csv,449d17c11731072a78128fedaf011d07453acb60d32c27e80c1560cd4a918174,78,2088,0,0,0,0,0,0,0,0,0,0,0,0,R0-Overlay已生成未填写,blocked_until_overlay_pdf_hubei_review_closed,机器重跑只刷新来源键和SHA；按字段事实核验任务ID保留既有人工填写列；孤立旧记录写入本地私有orphan文件。,公开表只保存Overlay记录计数、完成状态计数、证据编号和SHA；不公开具体字段读数、官方值、学校专业明细、人员字段或备注正文。,在本地Overlay逐字段录入PDF原页、湖北官方侧和必要高校辅证；完成双人复查后再进入字段事实写回复查。
PSOVERLAYPROG-d08674ac8da2f757,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_human_review_overlay_public_ledger,PDF页码×版面列,PDF页码×版面列×人工复核Overlay进度,false,false,false,false,false,false,8,PSFOUNDATIONBATCH-64acf798aacc69cb,第08批-页列底座核验,5,180,PSFOUNDATIONBATCHROW-87fc9605285e3b41,PSFIELDCLUE-d08674ac8da2f757,213,right,213-right,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,96,96,0,6e5f231993885a9e1bd7b94d8150b297561fdf98ad7f9242459f16d7a916aa45,ps-human-review-overlay-batch-08-csv,449d17c11731072a78128fedaf011d07453acb60d32c27e80c1560cd4a918174,96,2088,0,0,0,0,0,0,0,0,0,0,0,0,R0-Overlay已生成未填写,blocked_until_overlay_pdf_hubei_review_closed,机器重跑只刷新来源键和SHA；按字段事实核验任务ID保留既有人工填写列；孤立旧记录写入本地私有orphan文件。,公开表只保存Overlay记录计数、完成状态计数、证据编号和SHA；不公开具体字段读数、官方值、学校专业明细、人员字段或备注正文。,在本地Overlay逐字段录入PDF原页、湖北官方侧和必要高校辅证；完成双人复查后再进入字段事实写回复查。
PSOVERLAYPROG-5e4cf227c75feafb,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_human_review_overlay_public_ledger,PDF页码×版面列,PDF页码×版面列×人工复核Overlay进度,false,false,false,false,false,false,8,PSFOUNDATIONBATCH-64acf798aacc69cb,第08批-页列底座核验,6,181,PSFOUNDATIONBATCHROW-a24fbd878d9381ff,PSFIELDCLUE-5e4cf227c75feafb,174,right,174-right,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,72,72,0,6e5f231993885a9e1bd7b94d8150b297561fdf98ad7f9242459f16d7a916aa45,ps-human-review-overlay-batch-08-csv,449d17c11731072a78128fedaf011d07453acb60d32c27e80c1560cd4a918174,72,2088,0,0,0,0,0,0,0,0,0,0,0,0,R0-Overlay已生成未填写,blocked_until_overlay_pdf_hubei_review_closed,机器重跑只刷新来源键和SHA；按字段事实核验任务ID保留既有人工填写列；孤立旧记录写入本地私有orphan文件。,公开表只保存Overlay记录计数、完成状态计数、证据编号和SHA；不公开具体字段读数、官方值、学校专业明细、人员字段或备注正文。,在本地Overlay逐字段录入PDF原页、湖北官方侧和必要高校辅证；完成双人复查后再进入字段事实写回复查。
PSOVERLAYPROG-b30c03ece20302c2,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_human_review_overlay_public_ledger,PDF页码×版面列,PDF页码×版面列×人工复核Overlay进度,false,false,false,false,false,false,8,PSFOUNDATIONBATCH-64acf798aacc69cb,第08批-页列底座核验,7,182,PSFOUNDATIONBATCHROW-804f43c4be3f261c,PSFIELDCLUE-b30c03ece20302c2,148,left,148-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,87,87,0,6e5f231993885a9e1bd7b94d8150b297561fdf98ad7f9242459f16d7a916aa45,ps-human-review-overlay-batch-08-csv,449d17c11731072a78128fedaf011d07453acb60d32c27e80c1560cd4a918174,87,2088,0,0,0,0,0,0,0,0,0,0,0,0,R0-Overlay已生成未填写,blocked_until_overlay_pdf_hubei_review_closed,机器重跑只刷新来源键和SHA；按字段事实核验任务ID保留既有人工填写列；孤立旧记录写入本地私有orphan文件。,公开表只保存Overlay记录计数、完成状态计数、证据编号和SHA；不公开具体字段读数、官方值、学校专业明细、人员字段或备注正文。,在本地Overlay逐字段录入PDF原页、湖北官方侧和必要高校辅证；完成双人复查后再进入字段事实写回复查。
PSOVERLAYPROG-aca1c5ffdb39745d,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_human_review_overlay_public_ledger,PDF页码×版面列,PDF页码×版面列×人工复核Overlay进度,false,false,false,false,false,false,8,PSFOUNDATIONBATCH-64acf798aacc69cb,第08批-页列底座核验,8,183,PSFOUNDATIONBATCHROW-3dc2483b007a2f04,PSFIELDCLUE-aca1c5ffdb39745d,33,left,033-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,87,87,0,6e5f231993885a9e1bd7b94d8150b297561fdf98ad7f9242459f16d7a916aa45,ps-human-review-overlay-batch-08-csv,449d17c11731072a78128fedaf011d07453acb60d32c27e80c1560cd4a918174,87,2088,0,0,0,0,0,0,0,0,0,0,0,0,R0-Overlay已生成未填写,blocked_until_overlay_pdf_hubei_review_closed,机器重跑只刷新来源键和SHA；按字段事实核验任务ID保留既有人工填写列；孤立旧记录写入本地私有orphan文件。,公开表只保存Overlay记录计数、完成状态计数、证据编号和SHA；不公开具体字段读数、官方值、学校专业明细、人员字段或备注正文。,在本地Overlay逐字段录入PDF原页、湖北官方侧和必要高校辅证；完成双人复查后再进入字段事实写回复查。
PSOVERLAYPROG-aa0b7d1c63f9e1ea,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_human_review_overlay_public_ledger,PDF页码×版面列,PDF页码×版面列×人工复核Overlay进度,false,false,false,false,false,false,8,PSFOUNDATIONBATCH-64acf798aacc69cb,第08批-页列底座核验,9,184,PSFOUNDATIONBATCHROW-899ab2e99c19d838,PSFIELDCLUE-aa0b7d1c63f9e1ea,149,right,149-right,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,96,96,0,6e5f231993885a9e1bd7b94d8150b297561fdf98ad7f9242459f16d7a916aa45,ps-human-review-overlay-batch-08-csv,449d17c11731072a78128fedaf011d07453acb60d32c27e80c1560cd4a918174,96,2088,0,0,0,0,0,0,0,0,0,0,0,0,R0-Overlay已生成未填写,blocked_until_overlay_pdf_hubei_review_closed,机器重跑只刷新来源键和SHA；按字段事实核验任务ID保留既有人工填写列；孤立旧记录写入本地私有orphan文件。,公开表只保存Overlay记录计数、完成状态计数、证据编号和SHA；不公开具体字段读数、官方值、学校专业明细、人员字段或备注正文。,在本地Overlay逐字段录入PDF原页、湖北官方侧和必要高校辅证；完成双人复查后再进入字段事实写回复查。
PSOVERLAYPROG-789e4d280112389e,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_human_review_overlay_public_ledger,PDF页码×版面列,PDF页码×版面列×人工复核Overlay进度,false,false,false,false,false,false,8,PSFOUNDATIONBATCH-64acf798aacc69cb,第08批-页列底座核验,10,185,PSFOUNDATIONBATCHROW-79e077abea835e64,PSFIELDCLUE-789e4d280112389e,211,left,211-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,51,51,0,6e5f231993885a9e1bd7b94d8150b297561fdf98ad7f9242459f16d7a916aa45,ps-human-review-overlay-batch-08-csv,449d17c11731072a78128fedaf011d07453acb60d32c27e80c1560cd4a918174,51,2088,0,0,0,0,0,0,0,0,0,0,0,0,R0-Overlay已生成未填写,blocked_until_overlay_pdf_hubei_review_closed,机器重跑只刷新来源键和SHA；按字段事实核验任务ID保留既有人工填写列；孤立旧记录写入本地私有orphan文件。,公开表只保存Overlay记录计数、完成状态计数、证据编号和SHA；不公开具体字段读数、官方值、学校专业明细、人员字段或备注正文。,在本地Overlay逐字段录入PDF原页、湖北官方侧和必要高校辅证；完成双人复查后再进入字段事实写回复查。
PSOVERLAYPROG-a5b8b3ef441b0b85,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_human_review_overlay_public_ledger,PDF页码×版面列,PDF页码×版面列×人工复核Overlay进度,false,false,false,false,false,false,8,PSFOUNDATIONBATCH-64acf798aacc69cb,第08批-页列底座核验,11,186,PSFOUNDATIONBATCHROW-58168b99699bcf03,PSFIELDCLUE-a5b8b3ef441b0b85,135,left,135-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,123,123,0,6e5f231993885a9e1bd7b94d8150b297561fdf98ad7f9242459f16d7a916aa45,ps-human-review-overlay-batch-08-csv,449d17c11731072a78128fedaf011d07453acb60d32c27e80c1560cd4a918174,123,2088,0,0,0,0,0,0,0,0,0,0,0,0,R0-Overlay已生成未填写,blocked_until_overlay_pdf_hubei_review_closed,机器重跑只刷新来源键和SHA；按字段事实核验任务ID保留既有人工填写列；孤立旧记录写入本地私有orphan文件。,公开表只保存Overlay记录计数、完成状态计数、证据编号和SHA；不公开具体字段读数、官方值、学校专业明细、人员字段或备注正文。,在本地Overlay逐字段录入PDF原页、湖北官方侧和必要高校辅证；完成双人复查后再进入字段事实写回复查。
PSOVERLAYPROG-d6028b01eb0b95f5,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_human_review_overlay_public_ledger,PDF页码×版面列,PDF页码×版面列×人工复核Overlay进度,false,false,false,false,false,false,8,PSFOUNDATIONBATCH-64acf798aacc69cb,第08批-页列底座核验,12,187,PSFOUNDATIONBATCHROW-11c827a62288aadc,PSFIELDCLUE-d6028b01eb0b95f5,105,right,105-right,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,81,81,0,6e5f231993885a9e1bd7b94d8150b297561fdf98ad7f9242459f16d7a916aa45,ps-human-review-overlay-batch-08-csv,449d17c11731072a78128fedaf011d07453acb60d32c27e80c1560cd4a918174,81,2088,0,0,0,0,0,0,0,0,0,0,0,0,R0-Overlay已生成未填写,blocked_until_overlay_pdf_hubei_review_closed,机器重跑只刷新来源键和SHA；按字段事实核验任务ID保留既有人工填写列；孤立旧记录写入本地私有orphan文件。,公开表只保存Overlay记录计数、完成状态计数、证据编号和SHA；不公开具体字段读数、官方值、学校专业明细、人员字段或备注正文。,在本地Overlay逐字段录入PDF原页、湖北官方侧和必要高校辅证；完成双人复查后再进入字段事实写回复查。
PSOVERLAYPROG-97dfca9deb3d3cbc,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_human_review_overlay_public_ledger,PDF页码×版面列,PDF页码×版面列×人工复核Overlay进度,false,false,false,false,false,false,8,PSFOUNDATIONBATCH-64acf798aacc69cb,第08批-页列底座核验,13,188,PSFOUNDATIONBATCHROW-982ee06d2d255276,PSFIELDCLUE-97dfca9deb3d3cbc,46,left,046-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,75,75,0,6e5f231993885a9e1bd7b94d8150b297561fdf98ad7f9242459f16d7a916aa45,ps-human-review-overlay-batch-08-csv,449d17c11731072a78128fedaf011d07453acb60d32c27e80c1560cd4a918174,75,2088,0,0,0,0,0,0,0,0,0,0,0,0,R0-Overlay已生成未填写,blocked_until_overlay_pdf_hubei_review_closed,机器重跑只刷新来源键和SHA；按字段事实核验任务ID保留既有人工填写列；孤立旧记录写入本地私有orphan文件。,公开表只保存Overlay记录计数、完成状态计数、证据编号和SHA；不公开具体字段读数、官方值、学校专业明细、人员字段或备注正文。,在本地Overlay逐字段录入PDF原页、湖北官方侧和必要高校辅证；完成双人复查后再进入字段事实写回复查。
PSOVERLAYPROG-06e8318a6c2b3cc3,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_human_review_overlay_public_ledger,PDF页码×版面列,PDF页码×版面列×人工复核Overlay进度,false,false,false,false,false,false,8,PSFOUNDATIONBATCH-64acf798aacc69cb,第08批-页列底座核验,14,189,PSFOUNDATIONBATCHROW-d267a5298a98e1d0,PSFIELDCLUE-06e8318a6c2b3cc3,172,right,172-right,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,108,108,0,6e5f231993885a9e1bd7b94d8150b297561fdf98ad7f9242459f16d7a916aa45,ps-human-review-overlay-batch-08-csv,449d17c11731072a78128fedaf011d07453acb60d32c27e80c1560cd4a918174,108,2088,0,0,0,0,0,0,0,0,0,0,0,0,R0-Overlay已生成未填写,blocked_until_overlay_pdf_hubei_review_closed,机器重跑只刷新来源键和SHA；按字段事实核验任务ID保留既有人工填写列；孤立旧记录写入本地私有orphan文件。,公开表只保存Overlay记录计数、完成状态计数、证据编号和SHA；不公开具体字段读数、官方值、学校专业明细、人员字段或备注正文。,在本地Overlay逐字段录入PDF原页、湖北官方侧和必要高校辅证；完成双人复查后再进入字段事实写回复查。
PSOVERLAYPROG-d9f65552b8ad0920,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_human_review_overlay_public_ledger,PDF页码×版面列,PDF页码×版面列×人工复核Overlay进度,false,false,false,false,false,false,8,PSFOUNDATIONBATCH-64acf798aacc69cb,第08批-页列底座核验,15,190,PSFOUNDATIONBATCHROW-b7f80cf66aa38e1f,PSFIELDCLUE-d9f65552b8ad0920,152,right,152-right,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,48,48,0,6e5f231993885a9e1bd7b94d8150b297561fdf98ad7f9242459f16d7a916aa45,ps-human-review-overlay-batch-08-csv,449d17c11731072a78128fedaf011d07453acb60d32c27e80c1560cd4a918174,48,2088,0,0,0,0,0,0,0,0,0,0,0,0,R0-Overlay已生成未填写,blocked_until_overlay_pdf_hubei_review_closed,机器重跑只刷新来源键和SHA；按字段事实核验任务ID保留既有人工填写列；孤立旧记录写入本地私有orphan文件。,公开表只保存Overlay记录计数、完成状态计数、证据编号和SHA；不公开具体字段读数、官方值、学校专业明细、人员字段或备注正文。,在本地Overlay逐字段录入PDF原页、湖北官方侧和必要高校辅证；完成双人复查后再进入字段事实写回复查。
PSOVERLAYPROG-e52b9b6edd66913a,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_human_review_overlay_public_ledger,PDF页码×版面列,PDF页码×版面列×人工复核Overlay进度,false,false,false,false,false,false,8,PSFOUNDATIONBATCH-64acf798aacc69cb,第08批-页列底座核验,16,191,PSFOUNDATIONBATCHROW-5da96e2188c9f8b0,PSFIELDCLUE-e52b9b6edd66913a,191,right,191-right,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,57,57,0,6e5f231993885a9e1bd7b94d8150b297561fdf98ad7f9242459f16d7a916aa45,ps-human-review-overlay-batch-08-csv,449d17c11731072a78128fedaf011d07453acb60d32c27e80c1560cd4a918174,57,2088,0,0,0,0,0,0,0,0,0,0,0,0,R0-Overlay已生成未填写,blocked_until_overlay_pdf_hubei_review_closed,机器重跑只刷新来源键和SHA；按字段事实核验任务ID保留既有人工填写列；孤立旧记录写入本地私有orphan文件。,公开表只保存Overlay记录计数、完成状态计数、证据编号和SHA；不公开具体字段读数、官方值、学校专业明细、人员字段或备注正文。,在本地Overlay逐字段录入PDF原页、湖北官方侧和必要高校辅证；完成双人复查后再进入字段事实写回复查。
PSOVERLAYPROG-6b0812d2fa61aee3,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_human_review_overlay_public_ledger,PDF页码×版面列,PDF页码×版面列×人工复核Overlay进度,false,false,false,false,false,false,8,PSFOUNDATIONBATCH-64acf798aacc69cb,第08批-页列底座核验,17,192,PSFOUNDATIONBATCHROW-7c5fafe96844549b,PSFIELDCLUE-6b0812d2fa61aee3,161,left,161-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,108,108,0,6e5f231993885a9e1bd7b94d8150b297561fdf98ad7f9242459f16d7a916aa45,ps-human-review-overlay-batch-08-csv,449d17c11731072a78128fedaf011d07453acb60d32c27e80c1560cd4a918174,108,2088,0,0,0,0,0,0,0,0,0,0,0,0,R0-Overlay已生成未填写,blocked_until_overlay_pdf_hubei_review_closed,机器重跑只刷新来源键和SHA；按字段事实核验任务ID保留既有人工填写列；孤立旧记录写入本地私有orphan文件。,公开表只保存Overlay记录计数、完成状态计数、证据编号和SHA；不公开具体字段读数、官方值、学校专业明细、人员字段或备注正文。,在本地Overlay逐字段录入PDF原页、湖北官方侧和必要高校辅证；完成双人复查后再进入字段事实写回复查。
PSOVERLAYPROG-be963fc46359ebed,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_human_review_overlay_public_ledger,PDF页码×版面列,PDF页码×版面列×人工复核Overlay进度,false,false,false,false,false,false,8,PSFOUNDATIONBATCH-64acf798aacc69cb,第08批-页列底座核验,18,193,PSFOUNDATIONBATCHROW-0eb9b24e85ff4b2b,PSFIELDCLUE-be963fc46359ebed,209,right,209-right,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,90,90,0,6e5f231993885a9e1bd7b94d8150b297561fdf98ad7f9242459f16d7a916aa45,ps-human-review-overlay-batch-08-csv,449d17c11731072a78128fedaf011d07453acb60d32c27e80c1560cd4a918174,90,2088,0,0,0,0,0,0,0,0,0,0,0,0,R0-Overlay已生成未填写,blocked_until_overlay_pdf_hubei_review_closed,机器重跑只刷新来源键和SHA；按字段事实核验任务ID保留既有人工填写列；孤立旧记录写入本地私有orphan文件。,公开表只保存Overlay记录计数、完成状态计数、证据编号和SHA；不公开具体字段读数、官方值、学校专业明细、人员字段或备注正文。,在本地Overlay逐字段录入PDF原页、湖北官方侧和必要高校辅证；完成双人复查后再进入字段事实写回复查。
PSOVERLAYPROG-357b89e9e05a27ae,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_human_review_overlay_public_ledger,PDF页码×版面列,PDF页码×版面列×人工复核Overlay进度,false,false,false,false,false,false,8,PSFOUNDATIONBATCH-64acf798aacc69cb,第08批-页列底座核验,19,194,PSFOUNDATIONBATCHROW-f129e5e35bf0c337,PSFIELDCLUE-357b89e9e05a27ae,187,right,187-right,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,63,63,0,6e5f231993885a9e1bd7b94d8150b297561fdf98ad7f9242459f16d7a916aa45,ps-human-review-overlay-batch-08-csv,449d17c11731072a78128fedaf011d07453acb60d32c27e80c1560cd4a918174,63,2088,0,0,0,0,0,0,0,0,0,0,0,0,R0-Overlay已生成未填写,blocked_until_overlay_pdf_hubei_review_closed,机器重跑只刷新来源键和SHA；按字段事实核验任务ID保留既有人工填写列；孤立旧记录写入本地私有orphan文件。,公开表只保存Overlay记录计数、完成状态计数、证据编号和SHA；不公开具体字段读数、官方值、学校专业明细、人员字段或备注正文。,在本地Overlay逐字段录入PDF原页、湖北官方侧和必要高校辅证；完成双人复查后再进入字段事实写回复查。
PSOVERLAYPROG-56c6f22683899e02,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_human_review_overlay_public_ledger,PDF页码×版面列,PDF页码×版面列×人工复核Overlay进度,false,false,false,false,false,false,8,PSFOUNDATIONBATCH-64acf798aacc69cb,第08批-页列底座核验,20,195,PSFOUNDATIONBATCHROW-856555e35add46a2,PSFIELDCLUE-56c6f22683899e02,68,right,068-right,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,96,96,0,6e5f231993885a9e1bd7b94d8150b297561fdf98ad7f9242459f16d7a916aa45,ps-human-review-overlay-batch-08-csv,449d17c11731072a78128fedaf011d07453acb60d32c27e80c1560cd4a918174,96,2088,0,0,0,0,0,0,0,0,0,0,0,0,R0-Overlay已生成未填写,blocked_until_overlay_pdf_hubei_review_closed,机器重跑只刷新来源键和SHA；按字段事实核验任务ID保留既有人工填写列；孤立旧记录写入本地私有orphan文件。,公开表只保存Overlay记录计数、完成状态计数、证据编号和SHA；不公开具体字段读数、官方值、学校专业明细、人员字段或备注正文。,在本地Overlay逐字段录入PDF原页、湖北官方侧和必要高校辅证；完成双人复查后再进入字段事实写回复查。
PSOVERLAYPROG-ccc51d78c52013b7,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_human_review_overlay_public_ledger,PDF页码×版面列,PDF页码×版面列×人工复核Overlay进度,false,false,false,false,false,false,8,PSFOUNDATIONBATCH-64acf798aacc69cb,第08批-页列底座核验,21,196,PSFOUNDATIONBATCHROW-81a5c6bde27cf72b,PSFIELDCLUE-ccc51d78c52013b7,74,left,074-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,120,120,0,6e5f231993885a9e1bd7b94d8150b297561fdf98ad7f9242459f16d7a916aa45,ps-human-review-overlay-batch-08-csv,449d17c11731072a78128fedaf011d07453acb60d32c27e80c1560cd4a918174,120,2088,0,0,0,0,0,0,0,0,0,0,0,0,R0-Overlay已生成未填写,blocked_until_overlay_pdf_hubei_review_closed,机器重跑只刷新来源键和SHA；按字段事实核验任务ID保留既有人工填写列；孤立旧记录写入本地私有orphan文件。,公开表只保存Overlay记录计数、完成状态计数、证据编号和SHA；不公开具体字段读数、官方值、学校专业明细、人员字段或备注正文。,在本地Overlay逐字段录入PDF原页、湖北官方侧和必要高校辅证；完成双人复查后再进入字段事实写回复查。
