来源期号,来源PDF_SHA256,数据阶段,最终可用,复核状态,复核任务ID,复核对象类型,字段类别,字段名称,关联类型,关联原候选,院校代码,院校名称,2026院校专业组代码,专业组出现ID,专业行ID,组内序号,专业代号,专业名称及备注,来源页码,页图文件名,证据来源,OCR原值,OCR风险提示,原PDF人工确认值,湖北官方系统确认值,高校官网/章程确认值,家庭确认值,私有证据编号,核验责任阶段,字段核验状态,是否阻断候选升级,复核优先级,下一步
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_evidence_ledger,false,pending_manual_field_review,FR-6e1c8c6233f69b81,专业字段,专业明细,计划数,历史候选,武汉体育学院 C10703 第03组,C107,武汉体育学院,C10703,,,4,08,教育技术学,69,page-069.png,page_visual_review_seed;not_in_full_major_workbench,2,页69：专业组12；专业明细84；结构异常18；候选命中10；P0-优先核页,,,,,,核招生计划数是否准确,pending,是,P0-字段必须优先核,逐字段核 PDF 原页；补湖北官方系统和高校章程值；再由家庭确认专业接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_evidence_ledger,false,pending_manual_field_review,FR-907fa3d8987f601d,专业字段,专业明细,调剂影响,历史候选,武汉体育学院 C10703 第03组,C107,武汉体育学院,C10703,,,4,08,教育技术学,69,page-069.png,page_visual_review_seed;not_in_full_major_workbench,待判断,页69：专业组12；专业明细84；结构异常18；候选命中10；P0-优先核页,,,,,,判断该专业是否会影响本组服从调剂,pending,是,P0-字段必须优先核,逐字段核 PDF 原页；补湖北官方系统和高校章程值；再由家庭确认专业接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_evidence_ledger,false,pending_manual_field_review,FR-24a6dce2ba466afb,专业字段,专业明细,专业代号,历史候选,武汉体育学院 C10703 第03组,C107,武汉体育学院,C10703,G-afbb7a450a726ecb,M-38cf0eae495a290e,5,09,信息管理与信息系统,69,page-069.png,page_visual_review_seed;exact_full_major_match,09,页69：专业组12；专业明细84；结构异常18；候选命中10；P0-优先核页,,,,,,核专业代号是否准确,pending,是,P2-字段常规核,逐字段核 PDF 原页；补湖北官方系统和高校章程值；再由家庭确认专业接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_evidence_ledger,false,pending_manual_field_review,FR-2b3a25af6c0aac3b,专业字段,专业明细,专业名称,历史候选,武汉体育学院 C10703 第03组,C107,武汉体育学院,C10703,G-afbb7a450a726ecb,M-38cf0eae495a290e,5,09,信息管理与信息系统,69,page-069.png,page_visual_review_seed;exact_full_major_match,信息管理与信息系统,页69：专业组12；专业明细84；结构异常18；候选命中10；P0-优先核页,,,,,,核专业名称和方向备注是否准确,pending,是,P2-字段常规核,逐字段核 PDF 原页；补湖北官方系统和高校章程值；再由家庭确认专业接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_evidence_ledger,false,pending_manual_field_review,FR-0b82ce21ed9e01ba,专业字段,专业明细,专业接受度,历史候选,武汉体育学院 C10703 第03组,C107,武汉体育学院,C10703,G-afbb7a450a726ecb,M-38cf0eae495a290e,5,09,信息管理与信息系统,69,page-069.png,page_visual_review_seed;exact_full_major_match,待了解,页69：专业组12；专业明细84；结构异常18；候选命中10；P0-优先核页,,,,,,由家庭确认可接受、勉强接受或不能接受,pending,是,P0-字段必须优先核,逐字段核 PDF 原页；补湖北官方系统和高校章程值；再由家庭确认专业接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_evidence_ledger,false,pending_manual_field_review,FR-8db899bd49d14896,专业字段,专业明细,再选科目,历史候选,武汉体育学院 C10703 第03组,C107,武汉体育学院,C10703,G-afbb7a450a726ecb,M-38cf0eae495a290e,5,09,信息管理与信息系统,69,page-069.png,page_visual_review_seed;exact_full_major_match,不限,页69：专业组12；专业明细84；结构异常18；候选命中10；P0-优先核页,,,,,,核再选科目是否匹配化学、地理组合,pending,是,P0-字段必须优先核,逐字段核 PDF 原页；补湖北官方系统和高校章程值；再由家庭确认专业接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_evidence_ledger,false,pending_manual_field_review,FR-0eb33609254f43ce,专业字段,专业明细,备注/限制,历史候选,武汉体育学院 C10703 第03组,C107,武汉体育学院,C10703,G-afbb7a450a726ecb,M-38cf0eae495a290e,5,09,信息管理与信息系统,69,page-069.png,page_visual_review_seed;exact_full_major_match,信息管理与信息系统,页69：专业组12；专业明细84；结构异常18；候选命中10；P0-优先核页,,,,,,核校区、语种、单科、体检、合作办学、专项等备注,pending,是,P2-字段常规核,逐字段核 PDF 原页；补湖北官方系统和高校章程值；再由家庭确认专业接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_evidence_ledger,false,pending_manual_field_review,FR-e7a1692e97a2aa69,专业字段,专业明细,学费,历史候选,武汉体育学院 C10703 第03组,C107,武汉体育学院,C10703,G-afbb7a450a726ecb,M-38cf0eae495a290e,5,09,信息管理与信息系统,69,page-069.png,page_visual_review_seed;exact_full_major_match,4000,页69：专业组12；专业明细84；结构异常18；候选命中10；P0-优先核页,,,,,,核学费是否为正常学费且不超过家庭上限,pending,是,P0-字段必须优先核,逐字段核 PDF 原页；补湖北官方系统和高校章程值；再由家庭确认专业接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_evidence_ledger,false,pending_manual_field_review,FR-d9b902fd49ef65ea,专业字段,专业明细,计划数,历史候选,武汉体育学院 C10703 第03组,C107,武汉体育学院,C10703,G-afbb7a450a726ecb,M-38cf0eae495a290e,5,09,信息管理与信息系统,69,page-069.png,page_visual_review_seed;exact_full_major_match,12,页69：专业组12；专业明细84；结构异常18；候选命中10；P0-优先核页,,,,,,核招生计划数是否准确,pending,是,P0-字段必须优先核,逐字段核 PDF 原页；补湖北官方系统和高校章程值；再由家庭确认专业接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_evidence_ledger,false,pending_manual_field_review,FR-53bf1c1cc385b1ae,专业字段,专业明细,调剂影响,历史候选,武汉体育学院 C10703 第03组,C107,武汉体育学院,C10703,G-afbb7a450a726ecb,M-38cf0eae495a290e,5,09,信息管理与信息系统,69,page-069.png,page_visual_review_seed;exact_full_major_match,待判断,页69：专业组12；专业明细84；结构异常18；候选命中10；P0-优先核页,,,,,,判断该专业是否会影响本组服从调剂,pending,是,P0-字段必须优先核,逐字段核 PDF 原页；补湖北官方系统和高校章程值；再由家庭确认专业接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_evidence_ledger,false,pending_manual_field_review,FR-569a8e3269395695,专业字段,专业明细,专业代号,历史候选,武汉体育学院 C10703 第03组,C107,武汉体育学院,C10703,G-afbb7a450a726ecb,M-33d3912e00ef12f5,6,10,体育经济与管理,69,page-069.png,page_visual_review_seed;exact_full_major_match,10,页69：专业组12；专业明细84；结构异常18；候选命中10；P0-优先核页,,,,,,核专业代号是否准确,pending,是,P2-字段常规核,逐字段核 PDF 原页；补湖北官方系统和高校章程值；再由家庭确认专业接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_evidence_ledger,false,pending_manual_field_review,FR-070f1741cdb52fa7,专业字段,专业明细,专业名称,历史候选,武汉体育学院 C10703 第03组,C107,武汉体育学院,C10703,G-afbb7a450a726ecb,M-33d3912e00ef12f5,6,10,体育经济与管理,69,page-069.png,page_visual_review_seed;exact_full_major_match,体育经济与管理,页69：专业组12；专业明细84；结构异常18；候选命中10；P0-优先核页,,,,,,核专业名称和方向备注是否准确,pending,是,P2-字段常规核,逐字段核 PDF 原页；补湖北官方系统和高校章程值；再由家庭确认专业接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_evidence_ledger,false,pending_manual_field_review,FR-e7198d51525ee636,专业字段,专业明细,专业接受度,历史候选,武汉体育学院 C10703 第03组,C107,武汉体育学院,C10703,G-afbb7a450a726ecb,M-33d3912e00ef12f5,6,10,体育经济与管理,69,page-069.png,page_visual_review_seed;exact_full_major_match,待了解,页69：专业组12；专业明细84；结构异常18；候选命中10；P0-优先核页,,,,,,由家庭确认可接受、勉强接受或不能接受,pending,是,P0-字段必须优先核,逐字段核 PDF 原页；补湖北官方系统和高校章程值；再由家庭确认专业接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_evidence_ledger,false,pending_manual_field_review,FR-d6d296e079c66ae7,专业字段,专业明细,再选科目,历史候选,武汉体育学院 C10703 第03组,C107,武汉体育学院,C10703,G-afbb7a450a726ecb,M-33d3912e00ef12f5,6,10,体育经济与管理,69,page-069.png,page_visual_review_seed;exact_full_major_match,不限,页69：专业组12；专业明细84；结构异常18；候选命中10；P0-优先核页,,,,,,核再选科目是否匹配化学、地理组合,pending,是,P0-字段必须优先核,逐字段核 PDF 原页；补湖北官方系统和高校章程值；再由家庭确认专业接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_evidence_ledger,false,pending_manual_field_review,FR-0b60eefc643ce0e1,专业字段,专业明细,备注/限制,历史候选,武汉体育学院 C10703 第03组,C107,武汉体育学院,C10703,G-afbb7a450a726ecb,M-33d3912e00ef12f5,6,10,体育经济与管理,69,page-069.png,page_visual_review_seed;exact_full_major_match,体育经济与管理,页69：专业组12；专业明细84；结构异常18；候选命中10；P0-优先核页,,,,,,核校区、语种、单科、体检、合作办学、专项等备注,pending,是,P2-字段常规核,逐字段核 PDF 原页；补湖北官方系统和高校章程值；再由家庭确认专业接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_evidence_ledger,false,pending_manual_field_review,FR-06017bee931209e9,专业字段,专业明细,学费,历史候选,武汉体育学院 C10703 第03组,C107,武汉体育学院,C10703,G-afbb7a450a726ecb,M-33d3912e00ef12f5,6,10,体育经济与管理,69,page-069.png,page_visual_review_seed;exact_full_major_match,4000,页69：专业组12；专业明细84；结构异常18；候选命中10；P0-优先核页,,,,,,核学费是否为正常学费且不超过家庭上限,pending,是,P0-字段必须优先核,逐字段核 PDF 原页；补湖北官方系统和高校章程值；再由家庭确认专业接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_evidence_ledger,false,pending_manual_field_review,FR-f8e96fa1dc13e2ae,专业字段,专业明细,计划数,历史候选,武汉体育学院 C10703 第03组,C107,武汉体育学院,C10703,G-afbb7a450a726ecb,M-33d3912e00ef12f5,6,10,体育经济与管理,69,page-069.png,page_visual_review_seed;exact_full_major_match,9,页69：专业组12；专业明细84；结构异常18；候选命中10；P0-优先核页,,,,,,核招生计划数是否准确,pending,是,P0-字段必须优先核,逐字段核 PDF 原页；补湖北官方系统和高校章程值；再由家庭确认专业接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_evidence_ledger,false,pending_manual_field_review,FR-c9e5c1944d9b2f12,专业字段,专业明细,调剂影响,历史候选,武汉体育学院 C10703 第03组,C107,武汉体育学院,C10703,G-afbb7a450a726ecb,M-33d3912e00ef12f5,6,10,体育经济与管理,69,page-069.png,page_visual_review_seed;exact_full_major_match,待判断,页69：专业组12；专业明细84；结构异常18；候选命中10；P0-优先核页,,,,,,判断该专业是否会影响本组服从调剂,pending,是,P0-字段必须优先核,逐字段核 PDF 原页；补湖北官方系统和高校章程值；再由家庭确认专业接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_evidence_ledger,false,pending_manual_field_review,FR-ab43d73148e694f6,专业字段,专业明细,专业代号,历史候选,武汉体育学院 C10703 第03组,C107,武汉体育学院,C10703,,,7,11,新闻学,69,page-069.png,page_visual_review_seed;not_in_full_major_workbench,11,页69：专业组12；专业明细84；结构异常18；候选命中10；P0-优先核页,,,,,,核专业代号是否准确,pending,是,P2-字段常规核,逐字段核 PDF 原页；补湖北官方系统和高校章程值；再由家庭确认专业接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_evidence_ledger,false,pending_manual_field_review,FR-94c4af76d1de356b,专业字段,专业明细,专业名称,历史候选,武汉体育学院 C10703 第03组,C107,武汉体育学院,C10703,,,7,11,新闻学,69,page-069.png,page_visual_review_seed;not_in_full_major_workbench,新闻学,页69：专业组12；专业明细84；结构异常18；候选命中10；P0-优先核页,,,,,,核专业名称和方向备注是否准确,pending,是,P2-字段常规核,逐字段核 PDF 原页；补湖北官方系统和高校章程值；再由家庭确认专业接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_evidence_ledger,false,pending_manual_field_review,FR-c651b1499c8ba180,专业字段,专业明细,专业接受度,历史候选,武汉体育学院 C10703 第03组,C107,武汉体育学院,C10703,,,7,11,新闻学,69,page-069.png,page_visual_review_seed;not_in_full_major_workbench,待了解,页69：专业组12；专业明细84；结构异常18；候选命中10；P0-优先核页,,,,,,由家庭确认可接受、勉强接受或不能接受,pending,是,P0-字段必须优先核,逐字段核 PDF 原页；补湖北官方系统和高校章程值；再由家庭确认专业接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_evidence_ledger,false,pending_manual_field_review,FR-d9ab883a35c94613,专业字段,专业明细,再选科目,历史候选,武汉体育学院 C10703 第03组,C107,武汉体育学院,C10703,,,7,11,新闻学,69,page-069.png,page_visual_review_seed;not_in_full_major_workbench,不限,页69：专业组12；专业明细84；结构异常18；候选命中10；P0-优先核页,,,,,,核再选科目是否匹配化学、地理组合,pending,是,P0-字段必须优先核,逐字段核 PDF 原页；补湖北官方系统和高校章程值；再由家庭确认专业接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_evidence_ledger,false,pending_manual_field_review,FR-e76c1ddfec3d394e,专业字段,专业明细,备注/限制,历史候选,武汉体育学院 C10703 第03组,C107,武汉体育学院,C10703,,,7,11,新闻学,69,page-069.png,page_visual_review_seed;not_in_full_major_workbench,新闻学,页69：专业组12；专业明细84；结构异常18；候选命中10；P0-优先核页,,,,,,核校区、语种、单科、体检、合作办学、专项等备注,pending,是,P2-字段常规核,逐字段核 PDF 原页；补湖北官方系统和高校章程值；再由家庭确认专业接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_evidence_ledger,false,pending_manual_field_review,FR-2225d6a1151e7c80,专业字段,专业明细,学费,历史候选,武汉体育学院 C10703 第03组,C107,武汉体育学院,C10703,,,7,11,新闻学,69,page-069.png,page_visual_review_seed;not_in_full_major_workbench,5200,页69：专业组12；专业明细84；结构异常18；候选命中10；P0-优先核页,,,,,,核学费是否为正常学费且不超过家庭上限,pending,是,P0-字段必须优先核,逐字段核 PDF 原页；补湖北官方系统和高校章程值；再由家庭确认专业接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_evidence_ledger,false,pending_manual_field_review,FR-217ce29f4d53980d,专业字段,专业明细,计划数,历史候选,武汉体育学院 C10703 第03组,C107,武汉体育学院,C10703,,,7,11,新闻学,69,page-069.png,page_visual_review_seed;not_in_full_major_workbench,6,页69：专业组12；专业明细84；结构异常18；候选命中10；P0-优先核页,,,,,,核招生计划数是否准确,pending,是,P0-字段必须优先核,逐字段核 PDF 原页；补湖北官方系统和高校章程值；再由家庭确认专业接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_evidence_ledger,false,pending_manual_field_review,FR-844a5d177ea0474d,专业字段,专业明细,调剂影响,历史候选,武汉体育学院 C10703 第03组,C107,武汉体育学院,C10703,,,7,11,新闻学,69,page-069.png,page_visual_review_seed;not_in_full_major_workbench,待判断,页69：专业组12；专业明细84；结构异常18；候选命中10；P0-优先核页,,,,,,判断该专业是否会影响本组服从调剂,pending,是,P0-字段必须优先核,逐字段核 PDF 原页；补湖北官方系统和高校章程值；再由家庭确认专业接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_evidence_ledger,false,pending_group_evidence_review,FR-abe31a8431d50822,专业组字段,专业组,PDF原页,历史候选,武汉体育学院 C10703 第03组,C107,武汉体育学院,C10703,,,,,,69,page-069.png,page_visual_review_seed,69,医学/护理等排除方向；原PDF页人工核验；湖北官方系统/省招办计划核验；高校官网/招生章程核验；家庭逐专业接受度核验；组内调剂结论；三年投档稳定性复核；页69：专业组12；专业明细84；结构异常18；候选命中10；P0-优先核页,,,,,,回看第19期原PDF页，确认页码、栏位、组号和组内范围,pending,是,P1-字段高优先核,回看第19期原PDF页；再用湖北官方系统、省招办计划和高校章程交叉核验。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_evidence_ledger,false,pending_group_evidence_review,FR-beadd14e4fef56c6,专业组字段,专业组,专业组代码,历史候选,武汉体育学院 C10703 第03组,C107,武汉体育学院,C10703,,,,,,69,page-069.png,page_visual_review_seed,C10703,医学/护理等排除方向；原PDF页人工核验；湖北官方系统/省招办计划核验；高校官网/招生章程核验；家庭逐专业接受度核验；组内调剂结论；三年投档稳定性复核；页69：专业组12；专业明细84；结构异常18；候选命中10；P0-优先核页,,,,,,核院校专业组代码是否与第19期和官方系统一致,pending,是,P1-字段高优先核,回看第19期原PDF页；再用湖北官方系统、省招办计划和高校章程交叉核验。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_evidence_ledger,false,pending_group_evidence_review,FR-09f545afe35a2fb8,专业组字段,专业组,专业组边界,历史候选,武汉体育学院 C10703 第03组,C107,武汉体育学院,C10703,,,,,,69,page-069.png,page_visual_review_seed,7,医学/护理等排除方向；原PDF页人工核验；湖北官方系统/省招办计划核验；高校官网/招生章程核验；家庭逐专业接受度核验；组内调剂结论；三年投档稳定性复核；页69：专业组12；专业明细84；结构异常18；候选命中10；P0-优先核页,,,,,,核该专业组下全部专业是否完整，尤其是跨页、同校相邻组和0明细组,pending,是,P1-字段高优先核,回看第19期原PDF页；再用湖北官方系统、省招办计划和高校章程交叉核验。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_evidence_ledger,false,pending_group_evidence_review,FR-5c0ad4415560b53a,专业组字段,专业组,历史投档线,历史候选,武汉体育学院 C10703 第03组,C107,武汉体育学院,C10703,,,,,,69,page-069.png,page_visual_review_seed,pending,医学/护理等排除方向；原PDF页人工核验；湖北官方系统/省招办计划核验；高校官网/招生章程核验；家庭逐专业接受度核验；组内调剂结论；三年投档稳定性复核；页69：专业组12；专业明细84；结构异常18；候选命中10；P0-优先核页,,,,,,确认2026专业组是否能沿用2023-2025历史投档线参照,pending,是,P1-字段高优先核,回看第19期原PDF页；再用湖北官方系统、省招办计划和高校章程交叉核验。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_evidence_ledger,false,pending_group_evidence_review,FR-2cfaf294e071a924,专业组字段,专业组,家庭接受度,历史候选,武汉体育学院 C10703 第03组,C107,武汉体育学院,C10703,,,,,,69,page-069.png,page_visual_review_seed,pending_family_acceptance_review,医学/护理等排除方向；原PDF页人工核验；湖北官方系统/省招办计划核验；高校官网/招生章程核验；家庭逐专业接受度核验；组内调剂结论；三年投档稳定性复核；页69：专业组12；专业明细84；结构异常18；候选命中10；P0-优先核页,,,,,,确认组内全部专业是否能接受,pending,是,P1-字段高优先核,回看第19期原PDF页；再用湖北官方系统、省招办计划和高校章程交叉核验。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_evidence_ledger,false,pending_group_evidence_review,FR-3e7554e338d6a7f4,专业组字段,专业组,湖北官方系统/省招办计划,历史候选,武汉体育学院 C10703 第03组,C107,武汉体育学院,C10703,,,,,,69,page-069.png,page_visual_review_seed,pending_hubei_official_plan_review,医学/护理等排除方向；原PDF页人工核验；湖北官方系统/省招办计划核验；高校官网/招生章程核验；家庭逐专业接受度核验；组内调剂结论；三年投档稳定性复核；页69：专业组12；专业明细84；结构异常18；候选命中10；P0-优先核页,,,,,,登录湖北官方系统或使用省招办计划核对专业组和计划,pending,是,P1-字段高优先核,回看第19期原PDF页；再用湖北官方系统、省招办计划和高校章程交叉核验。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_evidence_ledger,false,pending_group_evidence_review,FR-60b5e6b57da275b4,专业组字段,专业组,调剂结论,历史候选,武汉体育学院 C10703 第03组,C107,武汉体育学院,C10703,,,,,,69,page-069.png,page_visual_review_seed,pending_transfer_decision,医学/护理等排除方向；原PDF页人工核验；湖北官方系统/省招办计划核验；高校官网/招生章程核验；家庭逐专业接受度核验；组内调剂结论；三年投档稳定性复核；页69：专业组12；专业明细84；结构异常18；候选命中10；P0-优先核页,,,,,,确认是否可以服从该院校专业组内调剂,pending,是,P1-字段高优先核,回看第19期原PDF页；再用湖北官方系统、省招办计划和高校章程交叉核验。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_evidence_ledger,false,pending_group_evidence_review,FR-8540cefd54fb0ba0,专业组字段,专业组,高校官网/招生章程,历史候选,武汉体育学院 C10703 第03组,C107,武汉体育学院,C10703,,,,,,69,page-069.png,page_visual_review_seed,pending_school_charter_review,医学/护理等排除方向；原PDF页人工核验；湖北官方系统/省招办计划核验；高校官网/招生章程核验；家庭逐专业接受度核验；组内调剂结论；三年投档稳定性复核；页69：专业组12；专业明细84；结构异常18；候选命中10；P0-优先核页,,,,,,核高校官网或招生章程是否支持专业、学费、校区、限制条件,pending,是,P1-字段高优先核,回看第19期原PDF页；再用湖北官方系统、省招办计划和高校章程交叉核验。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_evidence_ledger,false,pending_manual_field_review,FR-1cf5fe29b0cfbcd0,专业字段,专业明细,专业代号,历史候选,武汉体育学院 C10704 第04组,C107,武汉体育学院,C10704,,,1,12,中医骨伤科学（学制：五年）,69,page-069.png,page_visual_review_seed;not_in_full_major_workbench,12,风险类型:医学/护理等排除方向；阻断原因:命中医学/护理等当前明确排除方向；风险说明:医学/护理等排除方向；页69：专业组12；专业明细84；结构异常18；候选命中10；P0-优先核页,,,,,,核专业代号是否准确,pending,是,P0-字段必须优先核,逐字段核 PDF 原页；补湖北官方系统和高校章程值；再由家庭确认专业接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_evidence_ledger,false,pending_manual_field_review,FR-47f4957000a5b2e5,专业字段,专业明细,专业名称,历史候选,武汉体育学院 C10704 第04组,C107,武汉体育学院,C10704,,,1,12,中医骨伤科学（学制：五年）,69,page-069.png,page_visual_review_seed;not_in_full_major_workbench,中医骨伤科学（学制：五年）,风险类型:医学/护理等排除方向；阻断原因:命中医学/护理等当前明确排除方向；风险说明:医学/护理等排除方向；页69：专业组12；专业明细84；结构异常18；候选命中10；P0-优先核页,,,,,,核专业名称和方向备注是否准确,pending,是,P0-字段必须优先核,逐字段核 PDF 原页；补湖北官方系统和高校章程值；再由家庭确认专业接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_evidence_ledger,false,pending_manual_field_review,FR-8530ee4c3303225b,专业字段,专业明细,专业接受度,历史候选,武汉体育学院 C10704 第04组,C107,武汉体育学院,C10704,,,1,12,中医骨伤科学（学制：五年）,69,page-069.png,page_visual_review_seed;not_in_full_major_workbench,默认不能接受,风险类型:医学/护理等排除方向；阻断原因:命中医学/护理等当前明确排除方向；风险说明:医学/护理等排除方向；页69：专业组12；专业明细84；结构异常18；候选命中10；P0-优先核页,,,,,,由家庭确认可接受、勉强接受或不能接受,pending,是,P0-字段必须优先核,逐字段核 PDF 原页；补湖北官方系统和高校章程值；再由家庭确认专业接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_evidence_ledger,false,pending_manual_field_review,FR-1d27fa87c1c27367,专业字段,专业明细,再选科目,历史候选,武汉体育学院 C10704 第04组,C107,武汉体育学院,C10704,,,1,12,中医骨伤科学（学制：五年）,69,page-069.png,page_visual_review_seed;not_in_full_major_workbench,化学,风险类型:医学/护理等排除方向；阻断原因:命中医学/护理等当前明确排除方向；风险说明:医学/护理等排除方向；页69：专业组12；专业明细84；结构异常18；候选命中10；P0-优先核页,,,,,,核再选科目是否匹配化学、地理组合,pending,是,P0-字段必须优先核,逐字段核 PDF 原页；补湖北官方系统和高校章程值；再由家庭确认专业接受度。
