高校源AdapterD0D1逐项准出门禁ID,来源D0D1逐项证据路由公开账本,来源D0D1逐项证据路由摘要,来源期号,来源PDF_SHA256,生成日期,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,是否可进入私有写回评审,执行序号,来源页码,版面列,页码版面键SHA16,高校源AdapterD0D1逐项证据路由ID,高校源AdapterD0D1人工核验项ID,高校源AdapterD0D1页列核验包ID,高校源AdapterD0D1页列进度公开账本ID,高校源AdapterD0D1页列PDF视觉核验审计ID,人工核验优先级,冲突核验桶,准出门禁状态,准出动作组,PDF原页证据缺口,湖北官方侧证据缺口,高校辅证验证缺口,冲突处理缺口,双人复核缺口,三方闭环缺口,字段写回缺口,必要缺口数,缺口组合桶,PDF视觉素材状态,私有页图证据编号,私有页图SHA256,私有栏图证据编号,私有栏图SHA256,私有审阅HTML证据编号,私有审阅HTML_SHA256,私有页列CSV证据编号,私有页列CSV_SHA256,私有页列HTML证据编号,私有页列HTML_SHA256,PDF原页核页状态,湖北官方系统或省招办计划核验状态,高校官网结构化源状态,字段事实写回状态,公开安全策略,下一步
SSITEMGATE-e6397ff4805c6838,data/working/issue19-school-source-adapter-d0-d1-item-evidence-route-v1-public-ledger.csv,data/working/issue19-school-source-adapter-d0-d1-item-evidence-route-v1-summary.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_adapter_d0_d1_item_resolution_gate_v1,高校源Adapter D0/D1逐项证据路由,逐项准出门禁,false,false,false,false,false,false,false,false,false,65,56,left,db4991bccc6fd839,SSITEMROUTE-e02d677a16f72e09,SSREVIEWITEM-3107477ae65a787b,SSPAGE-fcb9238a6b3d5754,SSPAGEPROG-f4bcef7d7fa8753e,SSPAGEVIS-541c2769ecf3155b,R1-OCR计划数缺失但高校源可补,C1-OCR计划缺失可补,blocked_missing_required_evidence,G1-OCR缺口补读,true,true,true,false,false,true,true,5,缺PDF原页+缺湖北官方侧+高校辅证未验证+三方闭环未完成+字段写回阻断,local_pdf_visual_ready_sha_recorded,page-056,7e678674f04d3caffbdb708e4f1d763c325bcd9497a03cd60b650e1d31cf32b5,local_d0_d1_page_side_visual_crop_010,e5fd9d2dd3c98ba7ffb3e88ae4e217301402d9a2cc5417184c726babfef78331,local_d0_d1_page_side_visual_html_010,5a01aade32e051c31aa42d72eec1d2fabe85236fde5328700de9af358ceba5c3,local_school_source_adapter_d0_d1_page_side_csv_010_not_public,789e8267c16c5b3ab87917e0bc0a5a73400f48d9c86f7e0e3ce7633d392aaa7e,local_school_source_adapter_d0_d1_page_side_html_010_not_public,f42393c93da14b6dddc29a9f4f426a09c06e73d307cc2a93def5f7853ad1df8d,pending_manual_pdf_review,pending_hubei_official_plan_review,structured_school_source_candidate_not_verified,blocked_until_pdf_hubei_official_review,公开层只保存准出门禁、缺口桶、证据编号和SHA；学校、专业、代码、OCR线索、字段内容、人工记录和本地材料路径均留在本地。,逐条补齐PDF原页、湖北官方侧、高校辅证、冲突处理和必要双人复核；全部完成后才允许进入私有写回评审。
SSITEMGATE-12e4d10f034fd8bd,data/working/issue19-school-source-adapter-d0-d1-item-evidence-route-v1-public-ledger.csv,data/working/issue19-school-source-adapter-d0-d1-item-evidence-route-v1-summary.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_adapter_d0_d1_item_resolution_gate_v1,高校源Adapter D0/D1逐项证据路由,逐项准出门禁,false,false,false,false,false,false,false,false,false,66,56,left,db4991bccc6fd839,SSITEMROUTE-20862c168a17f34a,SSREVIEWITEM-387d6fcb18e3d717,SSPAGE-fcb9238a6b3d5754,SSPAGEPROG-f4bcef7d7fa8753e,SSPAGEVIS-541c2769ecf3155b,R1-OCR计划数缺失但高校源可补,C1-OCR计划缺失可补,blocked_missing_required_evidence,G1-OCR缺口补读,true,true,true,false,false,true,true,5,缺PDF原页+缺湖北官方侧+高校辅证未验证+三方闭环未完成+字段写回阻断,local_pdf_visual_ready_sha_recorded,page-056,7e678674f04d3caffbdb708e4f1d763c325bcd9497a03cd60b650e1d31cf32b5,local_d0_d1_page_side_visual_crop_010,e5fd9d2dd3c98ba7ffb3e88ae4e217301402d9a2cc5417184c726babfef78331,local_d0_d1_page_side_visual_html_010,5a01aade32e051c31aa42d72eec1d2fabe85236fde5328700de9af358ceba5c3,local_school_source_adapter_d0_d1_page_side_csv_010_not_public,789e8267c16c5b3ab87917e0bc0a5a73400f48d9c86f7e0e3ce7633d392aaa7e,local_school_source_adapter_d0_d1_page_side_html_010_not_public,f42393c93da14b6dddc29a9f4f426a09c06e73d307cc2a93def5f7853ad1df8d,pending_manual_pdf_review,pending_hubei_official_plan_review,structured_school_source_candidate_not_verified,blocked_until_pdf_hubei_official_review,公开层只保存准出门禁、缺口桶、证据编号和SHA；学校、专业、代码、OCR线索、字段内容、人工记录和本地材料路径均留在本地。,逐条补齐PDF原页、湖北官方侧、高校辅证、冲突处理和必要双人复核；全部完成后才允许进入私有写回评审。
SSITEMGATE-02398c99098cceb3,data/working/issue19-school-source-adapter-d0-d1-item-evidence-route-v1-public-ledger.csv,data/working/issue19-school-source-adapter-d0-d1-item-evidence-route-v1-summary.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_adapter_d0_d1_item_resolution_gate_v1,高校源Adapter D0/D1逐项证据路由,逐项准出门禁,false,false,false,false,false,false,false,false,false,67,56,left,db4991bccc6fd839,SSITEMROUTE-efa0d57ab2b00ed0,SSREVIEWITEM-550d5f4df083f291,SSPAGE-fcb9238a6b3d5754,SSPAGEPROG-f4bcef7d7fa8753e,SSPAGEVIS-541c2769ecf3155b,R1-OCR计划数缺失但高校源可补,C1-OCR计划缺失可补,blocked_missing_required_evidence,G1-OCR缺口补读,true,true,true,false,false,true,true,5,缺PDF原页+缺湖北官方侧+高校辅证未验证+三方闭环未完成+字段写回阻断,local_pdf_visual_ready_sha_recorded,page-056,7e678674f04d3caffbdb708e4f1d763c325bcd9497a03cd60b650e1d31cf32b5,local_d0_d1_page_side_visual_crop_010,e5fd9d2dd3c98ba7ffb3e88ae4e217301402d9a2cc5417184c726babfef78331,local_d0_d1_page_side_visual_html_010,5a01aade32e051c31aa42d72eec1d2fabe85236fde5328700de9af358ceba5c3,local_school_source_adapter_d0_d1_page_side_csv_010_not_public,789e8267c16c5b3ab87917e0bc0a5a73400f48d9c86f7e0e3ce7633d392aaa7e,local_school_source_adapter_d0_d1_page_side_html_010_not_public,f42393c93da14b6dddc29a9f4f426a09c06e73d307cc2a93def5f7853ad1df8d,pending_manual_pdf_review,pending_hubei_official_plan_review,structured_school_source_candidate_not_verified,blocked_until_pdf_hubei_official_review,公开层只保存准出门禁、缺口桶、证据编号和SHA；学校、专业、代码、OCR线索、字段内容、人工记录和本地材料路径均留在本地。,逐条补齐PDF原页、湖北官方侧、高校辅证、冲突处理和必要双人复核；全部完成后才允许进入私有写回评审。
SSITEMGATE-9a6920f429067c78,data/working/issue19-school-source-adapter-d0-d1-item-evidence-route-v1-public-ledger.csv,data/working/issue19-school-source-adapter-d0-d1-item-evidence-route-v1-summary.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_adapter_d0_d1_item_resolution_gate_v1,高校源Adapter D0/D1逐项证据路由,逐项准出门禁,false,false,false,false,false,false,false,false,false,68,56,left,db4991bccc6fd839,SSITEMROUTE-edd5f64b3bec0366,SSREVIEWITEM-a82360c15ba4e88e,SSPAGE-fcb9238a6b3d5754,SSPAGEPROG-f4bcef7d7fa8753e,SSPAGEVIS-541c2769ecf3155b,R1-OCR计划数缺失但高校源可补,C1-OCR计划缺失可补,blocked_missing_required_evidence,G1-OCR缺口补读,true,true,true,false,false,true,true,5,缺PDF原页+缺湖北官方侧+高校辅证未验证+三方闭环未完成+字段写回阻断,local_pdf_visual_ready_sha_recorded,page-056,7e678674f04d3caffbdb708e4f1d763c325bcd9497a03cd60b650e1d31cf32b5,local_d0_d1_page_side_visual_crop_010,e5fd9d2dd3c98ba7ffb3e88ae4e217301402d9a2cc5417184c726babfef78331,local_d0_d1_page_side_visual_html_010,5a01aade32e051c31aa42d72eec1d2fabe85236fde5328700de9af358ceba5c3,local_school_source_adapter_d0_d1_page_side_csv_010_not_public,789e8267c16c5b3ab87917e0bc0a5a73400f48d9c86f7e0e3ce7633d392aaa7e,local_school_source_adapter_d0_d1_page_side_html_010_not_public,f42393c93da14b6dddc29a9f4f426a09c06e73d307cc2a93def5f7853ad1df8d,pending_manual_pdf_review,pending_hubei_official_plan_review,structured_school_source_candidate_not_verified,blocked_until_pdf_hubei_official_review,公开层只保存准出门禁、缺口桶、证据编号和SHA；学校、专业、代码、OCR线索、字段内容、人工记录和本地材料路径均留在本地。,逐条补齐PDF原页、湖北官方侧、高校辅证、冲突处理和必要双人复核；全部完成后才允许进入私有写回评审。
SSITEMGATE-798dd09fb0eb670b,data/working/issue19-school-source-adapter-d0-d1-item-evidence-route-v1-public-ledger.csv,data/working/issue19-school-source-adapter-d0-d1-item-evidence-route-v1-summary.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_adapter_d0_d1_item_resolution_gate_v1,高校源Adapter D0/D1逐项证据路由,逐项准出门禁,false,false,false,false,false,false,false,false,false,69,56,left,db4991bccc6fd839,SSITEMROUTE-865622d540bc14f6,SSREVIEWITEM-b3881b155f9ef6f1,SSPAGE-fcb9238a6b3d5754,SSPAGEPROG-f4bcef7d7fa8753e,SSPAGEVIS-541c2769ecf3155b,R1-OCR计划数缺失但高校源可补,C1-OCR计划缺失可补,blocked_missing_required_evidence,G1-OCR缺口补读,true,true,true,false,false,true,true,5,缺PDF原页+缺湖北官方侧+高校辅证未验证+三方闭环未完成+字段写回阻断,local_pdf_visual_ready_sha_recorded,page-056,7e678674f04d3caffbdb708e4f1d763c325bcd9497a03cd60b650e1d31cf32b5,local_d0_d1_page_side_visual_crop_010,e5fd9d2dd3c98ba7ffb3e88ae4e217301402d9a2cc5417184c726babfef78331,local_d0_d1_page_side_visual_html_010,5a01aade32e051c31aa42d72eec1d2fabe85236fde5328700de9af358ceba5c3,local_school_source_adapter_d0_d1_page_side_csv_010_not_public,789e8267c16c5b3ab87917e0bc0a5a73400f48d9c86f7e0e3ce7633d392aaa7e,local_school_source_adapter_d0_d1_page_side_html_010_not_public,f42393c93da14b6dddc29a9f4f426a09c06e73d307cc2a93def5f7853ad1df8d,pending_manual_pdf_review,pending_hubei_official_plan_review,structured_school_source_candidate_not_verified,blocked_until_pdf_hubei_official_review,公开层只保存准出门禁、缺口桶、证据编号和SHA；学校、专业、代码、OCR线索、字段内容、人工记录和本地材料路径均留在本地。,逐条补齐PDF原页、湖北官方侧、高校辅证、冲突处理和必要双人复核；全部完成后才允许进入私有写回评审。
SSITEMGATE-da7f673d950cb705,data/working/issue19-school-source-adapter-d0-d1-item-evidence-route-v1-public-ledger.csv,data/working/issue19-school-source-adapter-d0-d1-item-evidence-route-v1-summary.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_adapter_d0_d1_item_resolution_gate_v1,高校源Adapter D0/D1逐项证据路由,逐项准出门禁,false,false,false,false,false,false,false,false,false,70,56,left,db4991bccc6fd839,SSITEMROUTE-689820e76f5d02ea,SSREVIEWITEM-b4c150994d12786a,SSPAGE-fcb9238a6b3d5754,SSPAGEPROG-f4bcef7d7fa8753e,SSPAGEVIS-541c2769ecf3155b,R1-OCR计划数缺失但高校源可补,C1-OCR计划缺失可补,blocked_missing_required_evidence,G1-OCR缺口补读,true,true,true,false,false,true,true,5,缺PDF原页+缺湖北官方侧+高校辅证未验证+三方闭环未完成+字段写回阻断,local_pdf_visual_ready_sha_recorded,page-056,7e678674f04d3caffbdb708e4f1d763c325bcd9497a03cd60b650e1d31cf32b5,local_d0_d1_page_side_visual_crop_010,e5fd9d2dd3c98ba7ffb3e88ae4e217301402d9a2cc5417184c726babfef78331,local_d0_d1_page_side_visual_html_010,5a01aade32e051c31aa42d72eec1d2fabe85236fde5328700de9af358ceba5c3,local_school_source_adapter_d0_d1_page_side_csv_010_not_public,789e8267c16c5b3ab87917e0bc0a5a73400f48d9c86f7e0e3ce7633d392aaa7e,local_school_source_adapter_d0_d1_page_side_html_010_not_public,f42393c93da14b6dddc29a9f4f426a09c06e73d307cc2a93def5f7853ad1df8d,pending_manual_pdf_review,pending_hubei_official_plan_review,structured_school_source_candidate_not_verified,blocked_until_pdf_hubei_official_review,公开层只保存准出门禁、缺口桶、证据编号和SHA；学校、专业、代码、OCR线索、字段内容、人工记录和本地材料路径均留在本地。,逐条补齐PDF原页、湖北官方侧、高校辅证、冲突处理和必要双人复核；全部完成后才允许进入私有写回评审。
SSITEMGATE-3472fe156f4432a4,data/working/issue19-school-source-adapter-d0-d1-item-evidence-route-v1-public-ledger.csv,data/working/issue19-school-source-adapter-d0-d1-item-evidence-route-v1-summary.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_adapter_d0_d1_item_resolution_gate_v1,高校源Adapter D0/D1逐项证据路由,逐项准出门禁,false,false,false,false,false,false,false,false,false,71,56,left,db4991bccc6fd839,SSITEMROUTE-428fb6b62c679ac6,SSREVIEWITEM-be3415c2cf8b24ca,SSPAGE-fcb9238a6b3d5754,SSPAGEPROG-f4bcef7d7fa8753e,SSPAGEVIS-541c2769ecf3155b,R1-OCR计划数缺失但高校源可补,C1-OCR计划缺失可补,blocked_missing_required_evidence,G1-OCR缺口补读,true,true,true,false,false,true,true,5,缺PDF原页+缺湖北官方侧+高校辅证未验证+三方闭环未完成+字段写回阻断,local_pdf_visual_ready_sha_recorded,page-056,7e678674f04d3caffbdb708e4f1d763c325bcd9497a03cd60b650e1d31cf32b5,local_d0_d1_page_side_visual_crop_010,e5fd9d2dd3c98ba7ffb3e88ae4e217301402d9a2cc5417184c726babfef78331,local_d0_d1_page_side_visual_html_010,5a01aade32e051c31aa42d72eec1d2fabe85236fde5328700de9af358ceba5c3,local_school_source_adapter_d0_d1_page_side_csv_010_not_public,789e8267c16c5b3ab87917e0bc0a5a73400f48d9c86f7e0e3ce7633d392aaa7e,local_school_source_adapter_d0_d1_page_side_html_010_not_public,f42393c93da14b6dddc29a9f4f426a09c06e73d307cc2a93def5f7853ad1df8d,pending_manual_pdf_review,pending_hubei_official_plan_review,structured_school_source_candidate_not_verified,blocked_until_pdf_hubei_official_review,公开层只保存准出门禁、缺口桶、证据编号和SHA；学校、专业、代码、OCR线索、字段内容、人工记录和本地材料路径均留在本地。,逐条补齐PDF原页、湖北官方侧、高校辅证、冲突处理和必要双人复核；全部完成后才允许进入私有写回评审。
SSITEMGATE-1927c0f58ecf7e51,data/working/issue19-school-source-adapter-d0-d1-item-evidence-route-v1-public-ledger.csv,data/working/issue19-school-source-adapter-d0-d1-item-evidence-route-v1-summary.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_adapter_d0_d1_item_resolution_gate_v1,高校源Adapter D0/D1逐项证据路由,逐项准出门禁,false,false,false,false,false,false,false,false,false,72,56,left,db4991bccc6fd839,SSITEMROUTE-95ba4cca40f30238,SSREVIEWITEM-f0c7b694692ce302,SSPAGE-fcb9238a6b3d5754,SSPAGEPROG-f4bcef7d7fa8753e,SSPAGEVIS-541c2769ecf3155b,R1-OCR计划数缺失但高校源可补,C1-OCR计划缺失可补,blocked_missing_required_evidence,G1-OCR缺口补读,true,true,true,false,false,true,true,5,缺PDF原页+缺湖北官方侧+高校辅证未验证+三方闭环未完成+字段写回阻断,local_pdf_visual_ready_sha_recorded,page-056,7e678674f04d3caffbdb708e4f1d763c325bcd9497a03cd60b650e1d31cf32b5,local_d0_d1_page_side_visual_crop_010,e5fd9d2dd3c98ba7ffb3e88ae4e217301402d9a2cc5417184c726babfef78331,local_d0_d1_page_side_visual_html_010,5a01aade32e051c31aa42d72eec1d2fabe85236fde5328700de9af358ceba5c3,local_school_source_adapter_d0_d1_page_side_csv_010_not_public,789e8267c16c5b3ab87917e0bc0a5a73400f48d9c86f7e0e3ce7633d392aaa7e,local_school_source_adapter_d0_d1_page_side_html_010_not_public,f42393c93da14b6dddc29a9f4f426a09c06e73d307cc2a93def5f7853ad1df8d,pending_manual_pdf_review,pending_hubei_official_plan_review,structured_school_source_candidate_not_verified,blocked_until_pdf_hubei_official_review,公开层只保存准出门禁、缺口桶、证据编号和SHA；学校、专业、代码、OCR线索、字段内容、人工记录和本地材料路径均留在本地。,逐条补齐PDF原页、湖北官方侧、高校辅证、冲突处理和必要双人复核；全部完成后才允许进入私有写回评审。
SSITEMGATE-aec601a1a62ff3f6,data/working/issue19-school-source-adapter-d0-d1-item-evidence-route-v1-public-ledger.csv,data/working/issue19-school-source-adapter-d0-d1-item-evidence-route-v1-summary.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_adapter_d0_d1_item_resolution_gate_v1,高校源Adapter D0/D1逐项证据路由,逐项准出门禁,false,false,false,false,false,false,false,false,false,73,56,left,db4991bccc6fd839,SSITEMROUTE-bd8b694ca91ae962,SSREVIEWITEM-639af0bc120e4b15,SSPAGE-fcb9238a6b3d5754,SSPAGEPROG-f4bcef7d7fa8753e,SSPAGEVIS-541c2769ecf3155b,R1-OCR计划数缺失但高校源可补,C1-OCR计划缺失可补,blocked_missing_required_evidence,G1-OCR缺口补读,true,true,true,false,false,true,true,5,缺PDF原页+缺湖北官方侧+高校辅证未验证+三方闭环未完成+字段写回阻断,local_pdf_visual_ready_sha_recorded,page-056,7e678674f04d3caffbdb708e4f1d763c325bcd9497a03cd60b650e1d31cf32b5,local_d0_d1_page_side_visual_crop_010,e5fd9d2dd3c98ba7ffb3e88ae4e217301402d9a2cc5417184c726babfef78331,local_d0_d1_page_side_visual_html_010,5a01aade32e051c31aa42d72eec1d2fabe85236fde5328700de9af358ceba5c3,local_school_source_adapter_d0_d1_page_side_csv_010_not_public,789e8267c16c5b3ab87917e0bc0a5a73400f48d9c86f7e0e3ce7633d392aaa7e,local_school_source_adapter_d0_d1_page_side_html_010_not_public,f42393c93da14b6dddc29a9f4f426a09c06e73d307cc2a93def5f7853ad1df8d,pending_manual_pdf_review,pending_hubei_official_plan_review,structured_school_source_candidate_not_verified,blocked_until_pdf_hubei_official_review,公开层只保存准出门禁、缺口桶、证据编号和SHA；学校、专业、代码、OCR线索、字段内容、人工记录和本地材料路径均留在本地。,逐条补齐PDF原页、湖北官方侧、高校辅证、冲突处理和必要双人复核；全部完成后才允许进入私有写回评审。
SSITEMGATE-ec91a38d75f40fd9,data/working/issue19-school-source-adapter-d0-d1-item-evidence-route-v1-public-ledger.csv,data/working/issue19-school-source-adapter-d0-d1-item-evidence-route-v1-summary.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_adapter_d0_d1_item_resolution_gate_v1,高校源Adapter D0/D1逐项证据路由,逐项准出门禁,false,false,false,false,false,false,false,false,false,74,56,left,db4991bccc6fd839,SSITEMROUTE-b042676505b825a8,SSREVIEWITEM-88ff7e8f9a1ad2d6,SSPAGE-fcb9238a6b3d5754,SSPAGEPROG-f4bcef7d7fa8753e,SSPAGEVIS-541c2769ecf3155b,R1-OCR计划数缺失但高校源可补,C1-OCR计划缺失可补,blocked_missing_required_evidence,G1-OCR缺口补读,true,true,true,false,false,true,true,5,缺PDF原页+缺湖北官方侧+高校辅证未验证+三方闭环未完成+字段写回阻断,local_pdf_visual_ready_sha_recorded,page-056,7e678674f04d3caffbdb708e4f1d763c325bcd9497a03cd60b650e1d31cf32b5,local_d0_d1_page_side_visual_crop_010,e5fd9d2dd3c98ba7ffb3e88ae4e217301402d9a2cc5417184c726babfef78331,local_d0_d1_page_side_visual_html_010,5a01aade32e051c31aa42d72eec1d2fabe85236fde5328700de9af358ceba5c3,local_school_source_adapter_d0_d1_page_side_csv_010_not_public,789e8267c16c5b3ab87917e0bc0a5a73400f48d9c86f7e0e3ce7633d392aaa7e,local_school_source_adapter_d0_d1_page_side_html_010_not_public,f42393c93da14b6dddc29a9f4f426a09c06e73d307cc2a93def5f7853ad1df8d,pending_manual_pdf_review,pending_hubei_official_plan_review,structured_school_source_candidate_not_verified,blocked_until_pdf_hubei_official_review,公开层只保存准出门禁、缺口桶、证据编号和SHA；学校、专业、代码、OCR线索、字段内容、人工记录和本地材料路径均留在本地。,逐条补齐PDF原页、湖北官方侧、高校辅证、冲突处理和必要双人复核；全部完成后才允许进入私有写回评审。
SSITEMGATE-1092016f968351b9,data/working/issue19-school-source-adapter-d0-d1-item-evidence-route-v1-public-ledger.csv,data/working/issue19-school-source-adapter-d0-d1-item-evidence-route-v1-summary.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_adapter_d0_d1_item_resolution_gate_v1,高校源Adapter D0/D1逐项证据路由,逐项准出门禁,false,false,false,false,false,false,false,false,false,75,56,left,db4991bccc6fd839,SSITEMROUTE-9d7cd3d51d8f48bb,SSREVIEWITEM-b2f6c74d4bebaad3,SSPAGE-fcb9238a6b3d5754,SSPAGEPROG-f4bcef7d7fa8753e,SSPAGEVIS-541c2769ecf3155b,R1-OCR计划数缺失但高校源可补,C1-OCR计划缺失可补,blocked_missing_required_evidence,G1-OCR缺口补读,true,true,true,false,false,true,true,5,缺PDF原页+缺湖北官方侧+高校辅证未验证+三方闭环未完成+字段写回阻断,local_pdf_visual_ready_sha_recorded,page-056,7e678674f04d3caffbdb708e4f1d763c325bcd9497a03cd60b650e1d31cf32b5,local_d0_d1_page_side_visual_crop_010,e5fd9d2dd3c98ba7ffb3e88ae4e217301402d9a2cc5417184c726babfef78331,local_d0_d1_page_side_visual_html_010,5a01aade32e051c31aa42d72eec1d2fabe85236fde5328700de9af358ceba5c3,local_school_source_adapter_d0_d1_page_side_csv_010_not_public,789e8267c16c5b3ab87917e0bc0a5a73400f48d9c86f7e0e3ce7633d392aaa7e,local_school_source_adapter_d0_d1_page_side_html_010_not_public,f42393c93da14b6dddc29a9f4f426a09c06e73d307cc2a93def5f7853ad1df8d,pending_manual_pdf_review,pending_hubei_official_plan_review,structured_school_source_candidate_not_verified,blocked_until_pdf_hubei_official_review,公开层只保存准出门禁、缺口桶、证据编号和SHA；学校、专业、代码、OCR线索、字段内容、人工记录和本地材料路径均留在本地。,逐条补齐PDF原页、湖北官方侧、高校辅证、冲突处理和必要双人复核；全部完成后才允许进入私有写回评审。
SSITEMGATE-b1d7c894210cccb7,data/working/issue19-school-source-adapter-d0-d1-item-evidence-route-v1-public-ledger.csv,data/working/issue19-school-source-adapter-d0-d1-item-evidence-route-v1-summary.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_adapter_d0_d1_item_resolution_gate_v1,高校源Adapter D0/D1逐项证据路由,逐项准出门禁,false,false,false,false,false,false,false,false,false,76,56,left,db4991bccc6fd839,SSITEMROUTE-909dcc448f564cd9,SSREVIEWITEM-d1f99cc087c4eec3,SSPAGE-fcb9238a6b3d5754,SSPAGEPROG-f4bcef7d7fa8753e,SSPAGEVIS-541c2769ecf3155b,R1-OCR计划数缺失但高校源可补,C1-OCR计划缺失可补,blocked_missing_required_evidence,G1-OCR缺口补读,true,true,true,false,false,true,true,5,缺PDF原页+缺湖北官方侧+高校辅证未验证+三方闭环未完成+字段写回阻断,local_pdf_visual_ready_sha_recorded,page-056,7e678674f04d3caffbdb708e4f1d763c325bcd9497a03cd60b650e1d31cf32b5,local_d0_d1_page_side_visual_crop_010,e5fd9d2dd3c98ba7ffb3e88ae4e217301402d9a2cc5417184c726babfef78331,local_d0_d1_page_side_visual_html_010,5a01aade32e051c31aa42d72eec1d2fabe85236fde5328700de9af358ceba5c3,local_school_source_adapter_d0_d1_page_side_csv_010_not_public,789e8267c16c5b3ab87917e0bc0a5a73400f48d9c86f7e0e3ce7633d392aaa7e,local_school_source_adapter_d0_d1_page_side_html_010_not_public,f42393c93da14b6dddc29a9f4f426a09c06e73d307cc2a93def5f7853ad1df8d,pending_manual_pdf_review,pending_hubei_official_plan_review,structured_school_source_candidate_not_verified,blocked_until_pdf_hubei_official_review,公开层只保存准出门禁、缺口桶、证据编号和SHA；学校、专业、代码、OCR线索、字段内容、人工记录和本地材料路径均留在本地。,逐条补齐PDF原页、湖北官方侧、高校辅证、冲突处理和必要双人复核；全部完成后才允许进入私有写回评审。
SSITEMGATE-97676fb9252ade06,data/working/issue19-school-source-adapter-d0-d1-item-evidence-route-v1-public-ledger.csv,data/working/issue19-school-source-adapter-d0-d1-item-evidence-route-v1-summary.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_adapter_d0_d1_item_resolution_gate_v1,高校源Adapter D0/D1逐项证据路由,逐项准出门禁,false,false,false,false,false,false,false,false,false,77,56,left,db4991bccc6fd839,SSITEMROUTE-569ac5e66e2ce0ca,SSREVIEWITEM-5bbcd1ed31260048,SSPAGE-fcb9238a6b3d5754,SSPAGEPROG-f4bcef7d7fa8753e,SSPAGEVIS-541c2769ecf3155b,R1-OCR计划数缺失但高校源可补,C1-OCR计划缺失可补,blocked_missing_required_evidence,G1-OCR缺口补读,true,true,true,false,false,true,true,5,缺PDF原页+缺湖北官方侧+高校辅证未验证+三方闭环未完成+字段写回阻断,local_pdf_visual_ready_sha_recorded,page-056,7e678674f04d3caffbdb708e4f1d763c325bcd9497a03cd60b650e1d31cf32b5,local_d0_d1_page_side_visual_crop_010,e5fd9d2dd3c98ba7ffb3e88ae4e217301402d9a2cc5417184c726babfef78331,local_d0_d1_page_side_visual_html_010,5a01aade32e051c31aa42d72eec1d2fabe85236fde5328700de9af358ceba5c3,local_school_source_adapter_d0_d1_page_side_csv_010_not_public,789e8267c16c5b3ab87917e0bc0a5a73400f48d9c86f7e0e3ce7633d392aaa7e,local_school_source_adapter_d0_d1_page_side_html_010_not_public,f42393c93da14b6dddc29a9f4f426a09c06e73d307cc2a93def5f7853ad1df8d,pending_manual_pdf_review,pending_hubei_official_plan_review,structured_school_source_candidate_not_verified,blocked_until_pdf_hubei_official_review,公开层只保存准出门禁、缺口桶、证据编号和SHA；学校、专业、代码、OCR线索、字段内容、人工记录和本地材料路径均留在本地。,逐条补齐PDF原页、湖北官方侧、高校辅证、冲突处理和必要双人复核；全部完成后才允许进入私有写回评审。
