G0冲突字段W0W1候选分层ID,来源G0冲突字段W0W1开核执行清单,来源G0冲突字段W0W1开核执行页列汇总,来源G0冲突字段W0W1开核执行摘要,来源G0冲突字段补证缺口任务公开账本,来源私有G0字段复核Overlay,来源期号,来源PDF_SHA256,生成日期,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,是否允许进入私有写回评审,候选分层序号,开核执行清单ID,页码版面键,来源页码,版面列,证据通道序号,证据通道,开核动作组,开核优先级,缺口任务数,涉及字段事实数,涉及任务数,涉及专业行数,涉及院校代码数,字段名分布,私有Overlay候选字段数,PDFOCR有候选字段数,高校辅证有候选字段数,双侧候选字段数,候选一致字段数,候选冲突字段数,仅PDFOCR候选字段数,仅高校辅证候选字段数,候选缺失字段数,高校官网或招生章程线索已填字段数,PDF原页人工记录已填字段数,湖北官方记录已填字段数,高校辅证人工核验已填字段数,字段确认已填字段数,候选分层分布,候选分层主桶,PDFOCR与高校辅证关系桶分布,开核候选提示状态,下一步候选核验动作,来源缺口任务集合SHA256,来源私有Overlay记录集合SHA256,来源私有Overlay文件SHA256,公开安全策略
G0W0W1CANDTRIAGE-0a62343007a46228,data/working/issue19-first-closure-g0-conflict-field-w0-w1-review-launch-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-review-launch-v1-page-summary.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-review-launch-v1-summary.json,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,g0_conflict_field_review_private_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_w0_w1_candidate_triage_v1,G0冲突字段W0/W1候选分层,页列×证据通道,false,false,false,false,false,false,false,false,false,27,G0W0W1LAUNCH-0a62343007a46228,199-left,199,left,05,双人复核,A05-双人核页复核,P0-双人复核先核,9,9,3,3,1,专业计划数:3；再选科目:3；学费:3,9,4,9,4,0,4,0,5,0,9,0,0,0,0,C0-双侧候选冲突优先核:4；C3-仅高校辅证候选需核原页:5,T0-候选冲突优先核PDF原页与湖北官方,R0-PDFOCR与高校辅证存在冲突:9,candidate_conflict_ready_for_human_review_not_fact,安排A/B双人复核冲突字段并记录一致性；未完成前不得定案。,808e90cad66a677d855fe85fe1b4fd69dd49b48fe7ca0cc9d0e51f39de32f09d,e4ace84548432dbfbda822ef1d05904f881ee418c48fde402845d7faee1dd9bb,749d242338c905662993abae16006adfd53a3a8535dcc689051a850987d6820e,公开层只保存候选分层、计数、ID和SHA；不公开私有内容、具体线索、字段记录或学校专业明细。
G0W0W1CANDTRIAGE-0d829edf046abccc,data/working/issue19-first-closure-g0-conflict-field-w0-w1-review-launch-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-review-launch-v1-page-summary.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-review-launch-v1-summary.json,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,g0_conflict_field_review_private_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_w0_w1_candidate_triage_v1,G0冲突字段W0/W1候选分层,页列×证据通道,false,false,false,false,false,false,false,false,false,28,G0W0W1LAUNCH-0d829edf046abccc,209-right,209,right,01,PDF原页记录,A01-PDF原页人工核页,P0-PDF原页先核,6,6,2,2,1,专业计划数:2；再选科目:2；学费:2,6,4,6,4,2,2,0,2,0,6,0,0,0,0,C0-双侧候选冲突优先核:2；C1-双侧候选一致但仍待核:2；C3-仅高校辅证候选需核原页:2,T0-候选冲突优先核PDF原页与湖北官方,R0-PDFOCR与高校辅证存在冲突:6,candidate_conflict_ready_for_human_review_not_fact,优先核PDF原页，判定双侧线索差异来源；不得直接确认字段事实。,8474e4ecdc5ef16ec8223904f91d04ce05af59482ef4703c82060d03ed9656c0,ceb1989c74f93f27f2a80084d075a748c883d4c6ed325984315abf6aff6f09ed,749d242338c905662993abae16006adfd53a3a8535dcc689051a850987d6820e,公开层只保存候选分层、计数、ID和SHA；不公开私有内容、具体线索、字段记录或学校专业明细。
G0W0W1CANDTRIAGE-58b2151cd2e6880a,data/working/issue19-first-closure-g0-conflict-field-w0-w1-review-launch-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-review-launch-v1-page-summary.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-review-launch-v1-summary.json,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,g0_conflict_field_review_private_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_w0_w1_candidate_triage_v1,G0冲突字段W0/W1候选分层,页列×证据通道,false,false,false,false,false,false,false,false,false,29,G0W0W1LAUNCH-58b2151cd2e6880a,209-right,209,right,02,湖北官方侧记录,A02-湖北官方侧核验,P1-湖北官方侧并行核,6,6,2,2,1,专业计划数:2；再选科目:2；学费:2,6,4,6,4,2,2,0,2,0,6,0,0,0,0,C0-双侧候选冲突优先核:2；C1-双侧候选一致但仍待核:2；C3-仅高校辅证候选需核原页:2,T0-候选冲突优先核PDF原页与湖北官方,R0-PDFOCR与高校辅证存在冲突:6,candidate_conflict_ready_for_human_review_not_fact,核湖北官方系统或省招办计划记录；官方侧不可用时继续保留阻断。,28e41e6dd76629c869a67e7223921bd4e278eb127df6eacec908075a7b3c8b59,ceb1989c74f93f27f2a80084d075a748c883d4c6ed325984315abf6aff6f09ed,749d242338c905662993abae16006adfd53a3a8535dcc689051a850987d6820e,公开层只保存候选分层、计数、ID和SHA；不公开私有内容、具体线索、字段记录或学校专业明细。
G0W0W1CANDTRIAGE-0814c229a5c0d2a0,data/working/issue19-first-closure-g0-conflict-field-w0-w1-review-launch-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-review-launch-v1-page-summary.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-review-launch-v1-summary.json,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,g0_conflict_field_review_private_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_w0_w1_candidate_triage_v1,G0冲突字段W0/W1候选分层,页列×证据通道,false,false,false,false,false,false,false,false,false,30,G0W0W1LAUNCH-0814c229a5c0d2a0,209-right,209,right,03,高校辅证人工核验,A03-高校辅证人工核验,P2-高校辅证并行核,6,6,2,2,1,专业计划数:2；再选科目:2；学费:2,6,4,6,4,2,2,0,2,0,6,0,0,0,0,C0-双侧候选冲突优先核:2；C1-双侧候选一致但仍待核:2；C3-仅高校辅证候选需核原页:2,T0-候选冲突优先核PDF原页与湖北官方,R0-PDFOCR与高校辅证存在冲突:6,candidate_conflict_ready_for_human_review_not_fact,核高校辅证线索作为double check；不得替代湖北官方计划。,c67c4b9e82c8fddc626b6f8348cb13c6e5d2faa94b25c815ecaef814309ab9b8,ceb1989c74f93f27f2a80084d075a748c883d4c6ed325984315abf6aff6f09ed,749d242338c905662993abae16006adfd53a3a8535dcc689051a850987d6820e,公开层只保存候选分层、计数、ID和SHA；不公开私有内容、具体线索、字段记录或学校专业明细。
G0W0W1CANDTRIAGE-29ff4429f9287cfa,data/working/issue19-first-closure-g0-conflict-field-w0-w1-review-launch-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-review-launch-v1-page-summary.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-review-launch-v1-summary.json,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,g0_conflict_field_review_private_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_w0_w1_candidate_triage_v1,G0冲突字段W0/W1候选分层,页列×证据通道,false,false,false,false,false,false,false,false,false,31,G0W0W1LAUNCH-29ff4429f9287cfa,209-right,209,right,05,双人复核,A05-双人核页复核,P0-双人复核先核,6,6,2,2,1,专业计划数:2；再选科目:2；学费:2,6,4,6,4,2,2,0,2,0,6,0,0,0,0,C0-双侧候选冲突优先核:2；C1-双侧候选一致但仍待核:2；C3-仅高校辅证候选需核原页:2,T0-候选冲突优先核PDF原页与湖北官方,R0-PDFOCR与高校辅证存在冲突:6,candidate_conflict_ready_for_human_review_not_fact,安排A/B双人复核冲突字段并记录一致性；未完成前不得定案。,858bb74802a7e6eb2ec221ee49dd980fb17741ce4f1be6853f65e1318bc27366,ceb1989c74f93f27f2a80084d075a748c883d4c6ed325984315abf6aff6f09ed,749d242338c905662993abae16006adfd53a3a8535dcc689051a850987d6820e,公开层只保存候选分层、计数、ID和SHA；不公开私有内容、具体线索、字段记录或学校专业明细。
G0W0W1CANDTRIAGE-7ddefa0a1f2bc265,data/working/issue19-first-closure-g0-conflict-field-w0-w1-review-launch-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-review-launch-v1-page-summary.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-review-launch-v1-summary.json,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,g0_conflict_field_review_private_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_w0_w1_candidate_triage_v1,G0冲突字段W0/W1候选分层,页列×证据通道,false,false,false,false,false,false,false,false,false,32,G0W0W1LAUNCH-7ddefa0a1f2bc265,226-left,226,left,01,PDF原页记录,A01-PDF原页人工核页,P0-PDF原页先核,3,3,1,1,1,专业计划数:1；再选科目:1；学费:1,3,2,2,1,0,1,1,1,0,2,0,0,0,0,C0-双侧候选冲突优先核:1；C2-仅PDFOCR候选需补辅证:1；C3-仅高校辅证候选需核原页:1,T0-候选冲突优先核PDF原页与湖北官方,R0-PDFOCR与高校辅证存在冲突:3,candidate_conflict_ready_for_human_review_not_fact,优先核PDF原页，判定双侧线索差异来源；不得直接确认字段事实。,e7d6de9a89841fed0d44fd6198490754a52b9334b71ab4236514b4821f4b7bbb,08ccda76620841e4d77d76dbc1650c65a7c7f2537342654d2eb8e30d1e9b1216,749d242338c905662993abae16006adfd53a3a8535dcc689051a850987d6820e,公开层只保存候选分层、计数、ID和SHA；不公开私有内容、具体线索、字段记录或学校专业明细。
G0W0W1CANDTRIAGE-da873a8127e246d6,data/working/issue19-first-closure-g0-conflict-field-w0-w1-review-launch-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-review-launch-v1-page-summary.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-review-launch-v1-summary.json,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,g0_conflict_field_review_private_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_w0_w1_candidate_triage_v1,G0冲突字段W0/W1候选分层,页列×证据通道,false,false,false,false,false,false,false,false,false,33,G0W0W1LAUNCH-da873a8127e246d6,226-left,226,left,02,湖北官方侧记录,A02-湖北官方侧核验,P1-湖北官方侧并行核,3,3,1,1,1,专业计划数:1；再选科目:1；学费:1,3,2,2,1,0,1,1,1,0,2,0,0,0,0,C0-双侧候选冲突优先核:1；C2-仅PDFOCR候选需补辅证:1；C3-仅高校辅证候选需核原页:1,T0-候选冲突优先核PDF原页与湖北官方,R0-PDFOCR与高校辅证存在冲突:3,candidate_conflict_ready_for_human_review_not_fact,核湖北官方系统或省招办计划记录；官方侧不可用时继续保留阻断。,74f0940787630f4968d88ae4315316805731d3d4a5e5adb13ca2e4806ee1361b,08ccda76620841e4d77d76dbc1650c65a7c7f2537342654d2eb8e30d1e9b1216,749d242338c905662993abae16006adfd53a3a8535dcc689051a850987d6820e,公开层只保存候选分层、计数、ID和SHA；不公开私有内容、具体线索、字段记录或学校专业明细。
G0W0W1CANDTRIAGE-2bd38d5789f109f0,data/working/issue19-first-closure-g0-conflict-field-w0-w1-review-launch-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-review-launch-v1-page-summary.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-review-launch-v1-summary.json,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,g0_conflict_field_review_private_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_w0_w1_candidate_triage_v1,G0冲突字段W0/W1候选分层,页列×证据通道,false,false,false,false,false,false,false,false,false,34,G0W0W1LAUNCH-2bd38d5789f109f0,226-left,226,left,03,高校辅证人工核验,A03-高校辅证人工核验,P2-高校辅证并行核,3,3,1,1,1,专业计划数:1；再选科目:1；学费:1,3,2,2,1,0,1,1,1,0,2,0,0,0,0,C0-双侧候选冲突优先核:1；C2-仅PDFOCR候选需补辅证:1；C3-仅高校辅证候选需核原页:1,T0-候选冲突优先核PDF原页与湖北官方,R0-PDFOCR与高校辅证存在冲突:3,candidate_conflict_ready_for_human_review_not_fact,核高校辅证线索作为double check；不得替代湖北官方计划。,aa6b205da74f5709ee423ba9525f1a07433535a9fc68835163f0b520bedecfce,08ccda76620841e4d77d76dbc1650c65a7c7f2537342654d2eb8e30d1e9b1216,749d242338c905662993abae16006adfd53a3a8535dcc689051a850987d6820e,公开层只保存候选分层、计数、ID和SHA；不公开私有内容、具体线索、字段记录或学校专业明细。
G0W0W1CANDTRIAGE-26f2cfa2a163bafa,data/working/issue19-first-closure-g0-conflict-field-w0-w1-review-launch-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-review-launch-v1-page-summary.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-review-launch-v1-summary.json,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,g0_conflict_field_review_private_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_w0_w1_candidate_triage_v1,G0冲突字段W0/W1候选分层,页列×证据通道,false,false,false,false,false,false,false,false,false,35,G0W0W1LAUNCH-26f2cfa2a163bafa,226-right,226,right,01,PDF原页记录,A01-PDF原页人工核页,P0-PDF原页先核,6,6,2,2,1,专业计划数:2；再选科目:2；学费:2,6,4,6,4,2,2,0,2,0,6,0,0,0,0,C0-双侧候选冲突优先核:2；C1-双侧候选一致但仍待核:2；C3-仅高校辅证候选需核原页:2,T0-候选冲突优先核PDF原页与湖北官方,R0-PDFOCR与高校辅证存在冲突:6,candidate_conflict_ready_for_human_review_not_fact,优先核PDF原页，判定双侧线索差异来源；不得直接确认字段事实。,a1d76bc2a69d5bc8dfe6adbe49e8b1b2382c6d4006da9faeed00073cc7a16673,2ab2731acd214ce796aa2eee69d59be98d09bc306fbcc1035147c07ea8d3368f,749d242338c905662993abae16006adfd53a3a8535dcc689051a850987d6820e,公开层只保存候选分层、计数、ID和SHA；不公开私有内容、具体线索、字段记录或学校专业明细。
G0W0W1CANDTRIAGE-c66dd6fb6b893119,data/working/issue19-first-closure-g0-conflict-field-w0-w1-review-launch-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-review-launch-v1-page-summary.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-review-launch-v1-summary.json,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,g0_conflict_field_review_private_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_w0_w1_candidate_triage_v1,G0冲突字段W0/W1候选分层,页列×证据通道,false,false,false,false,false,false,false,false,false,36,G0W0W1LAUNCH-c66dd6fb6b893119,226-right,226,right,02,湖北官方侧记录,A02-湖北官方侧核验,P1-湖北官方侧并行核,6,6,2,2,1,专业计划数:2；再选科目:2；学费:2,6,4,6,4,2,2,0,2,0,6,0,0,0,0,C0-双侧候选冲突优先核:2；C1-双侧候选一致但仍待核:2；C3-仅高校辅证候选需核原页:2,T0-候选冲突优先核PDF原页与湖北官方,R0-PDFOCR与高校辅证存在冲突:6,candidate_conflict_ready_for_human_review_not_fact,核湖北官方系统或省招办计划记录；官方侧不可用时继续保留阻断。,7ffec0dec96e3d3a1195cbd307659763dc7ba296c7d38ebd9003f7cd05cef8dd,2ab2731acd214ce796aa2eee69d59be98d09bc306fbcc1035147c07ea8d3368f,749d242338c905662993abae16006adfd53a3a8535dcc689051a850987d6820e,公开层只保存候选分层、计数、ID和SHA；不公开私有内容、具体线索、字段记录或学校专业明细。
G0W0W1CANDTRIAGE-3079cda33b51150a,data/working/issue19-first-closure-g0-conflict-field-w0-w1-review-launch-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-review-launch-v1-page-summary.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-review-launch-v1-summary.json,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,g0_conflict_field_review_private_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_w0_w1_candidate_triage_v1,G0冲突字段W0/W1候选分层,页列×证据通道,false,false,false,false,false,false,false,false,false,37,G0W0W1LAUNCH-3079cda33b51150a,226-right,226,right,03,高校辅证人工核验,A03-高校辅证人工核验,P2-高校辅证并行核,6,6,2,2,1,专业计划数:2；再选科目:2；学费:2,6,4,6,4,2,2,0,2,0,6,0,0,0,0,C0-双侧候选冲突优先核:2；C1-双侧候选一致但仍待核:2；C3-仅高校辅证候选需核原页:2,T0-候选冲突优先核PDF原页与湖北官方,R0-PDFOCR与高校辅证存在冲突:6,candidate_conflict_ready_for_human_review_not_fact,核高校辅证线索作为double check；不得替代湖北官方计划。,ae9ede0f01599a225e52e083906276e828d76a5b960b246a984e4700359d3944,2ab2731acd214ce796aa2eee69d59be98d09bc306fbcc1035147c07ea8d3368f,749d242338c905662993abae16006adfd53a3a8535dcc689051a850987d6820e,公开层只保存候选分层、计数、ID和SHA；不公开私有内容、具体线索、字段记录或学校专业明细。
