事实动作包ID,来源事实证据通道工作台,来源准出执行叠加表,来源高校官网辅证进度看板,来源期号,来源PDF_SHA256,生成日期,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,是否允许进入私有写回评审,事实动作包序号,来源执行顺序,页码版面键,来源页码,版面列,准出闭环波次,执行泳道,第一闭环页列优先级,事实核验动作组,动作组排序,包执行优先级,页列事实总数,动作包事实数,动作包字段事实数,动作包专业名归属事实数,动作包专业组边界事实数,专业计划数字段事实数,学费字段事实数,再选科目字段事实数,待人工判定字段事实数,涉及任务数,涉及字段状态数,涉及专业行数,涉及专业组出现数,涉及院校代码数,PDF原页通道状态分布,OCR提示通道状态分布,机器坐标通道状态分布,高校官网辅证通道状态分布,湖北官方侧通道状态分布,冲突处理通道状态分布,双人复核通道状态分布,三方闭环通道状态分布,专业名归属通道状态分布,专业组边界通道状态分布,仍需PDF原页事实数,仍需湖北官方侧事实数,仍需高校辅证事实数,仍需冲突处理事实数,仍需双人复核事实数,仍需三方闭环事实数,仍需专业名归属事实数,仍需专业组边界事实数,同校高校源任务去重数,同校高校源最高证据层级分布,同校高校源下一批优先级分布,同校高校源留存状态分布,同校高校源候选diff去重数,同校高校源冲突候选去重数,同校高校源补缺候选去重数,事实集合SHA16,任务集合SHA16,字段状态集合SHA16,院校代码集合SHA16,包级完成证据要求,包级主阻断原因,包级下一步最小核验动作,公开安全策略
FCFACTPACK-67186dec7deb1397,data/working/issue19-first-closure-fact-evidence-channel-workbench-v1-public-ledger.csv,data/working/issue19-first-closure-resolution-execution-overlay-v1.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_action_packets_v1,第一闭环页列×事实核验动作组,同页列同动作组事实包,false,false,false,false,false,false,false,false,false,28,17,205-left,205,left,R2-双人复核事实先闭环,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,A3-双人复核事实先核,3,017-03,2,1,1,0,0,0,1,0,0,1,1,1,1,1,P1-有机器坐标提示，仍待PDF原页人工核验×1,O4-无PDFOCR但有机器坐标提示×1,M1-有机器坐标提示可辅助定位×1,S0-无高校字段线索，本任务高校辅证不适用×1,pending_hubei_official_review×1,C4-无可比候选，需人工看图或随页列闭环×1,blocked_pending_double_review×1,pending_private_three_way_field_confirmation×1,not_applicable×1,not_applicable×1,1,1,0,0,1,1,0,0,0,,,,0,0,0,95551084835b728d,eed634392a7f10ce,49d93e38b097ce8f,ffbb1621e8910f25,PDF原页；湖北官方侧；双人复核；三方闭环×1,双人复核事实仍缺复核、PDF原页与湖北官方侧闭环×1,先完成双人复核，再回补 PDF 原页、湖北官方侧和必要高校辅证状态。,not_final；fact_action_packet_only；no_field_values；no_school_names；no_major_names；dedup_school_source_context；no_private_paths；no_ocr_text；no_recommendation
FCFACTPACK-e4f763360d52c8ad,data/working/issue19-first-closure-fact-evidence-channel-workbench-v1-public-ledger.csv,data/working/issue19-first-closure-resolution-execution-overlay-v1.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_action_packets_v1,第一闭环页列×事实核验动作组,同页列同动作组事实包,false,false,false,false,false,false,false,false,false,29,18,235-right,235,right,R2-双人复核事实先闭环,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,A2-专业组边界事实随页先核,2,018-02,2,1,0,0,1,0,0,0,0,0,0,0,0,0,blocked_pending_pdf_page_review×1,not_applicable_structure_fact_pdf_hubei_first×1,not_applicable_structure_fact_pdf_hubei_first×1,not_applicable_or_sidecar_only×1,blocked_pending_hubei_official_plan_review×1,blocked_conflict_review_not_closed_or_not_required×1,not_required_or_task_level_pending×1,blocked_pending_three_way_closure×1,not_applicable×1,pending_pdf_hubei_closure×1,1,1,0,0,0,1,0,1,0,,,,0,0,0,30e6cb3709239b46,,,,PDF原页；湖北官方侧；三方闭环；专业组边界×1,结构事实仍缺PDF原页与湖北官方侧闭环×1,随页核专业组边界、左右列和组内专业范围，防止后续字段串组。,not_final；fact_action_packet_only；no_field_values；no_school_names；no_major_names；dedup_school_source_context；no_private_paths；no_ocr_text；no_recommendation
FCFACTPACK-e0510f353f8956ad,data/working/issue19-first-closure-fact-evidence-channel-workbench-v1-public-ledger.csv,data/working/issue19-first-closure-resolution-execution-overlay-v1.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_action_packets_v1,第一闭环页列×事实核验动作组,同页列同动作组事实包,false,false,false,false,false,false,false,false,false,30,18,235-right,235,right,R2-双人复核事实先闭环,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,A3-双人复核事实先核,3,018-03,2,1,1,0,0,1,0,0,0,1,1,1,1,1,P1-有机器坐标提示，仍待PDF原页人工核验×1,O4-无PDFOCR但有机器坐标提示×1,M1-有机器坐标提示可辅助定位×1,S0-无高校字段线索，本任务高校辅证不适用×1,pending_hubei_official_review×1,C4-无可比候选，需人工看图或随页列闭环×1,blocked_pending_double_review×1,pending_private_three_way_field_confirmation×1,not_applicable×1,not_applicable×1,1,1,0,0,1,1,0,0,3,L3-已有湖北物理结构化或候选diff线索×3,P0-冲突优先回PDF原页和湖北官方侧×3,R0-已有公开来源文件或URL留存×3,39,6,9,1017561353dbe8da,9bd3bff993132c7d,85123bf623ffb673,e266f95730db6cb1,PDF原页；湖北官方侧；双人复核；三方闭环×1,双人复核事实仍缺复核、PDF原页与湖北官方侧闭环×1,先完成双人复核，再回补 PDF 原页、湖北官方侧和必要高校辅证状态。,not_final；fact_action_packet_only；no_field_values；no_school_names；no_major_names；dedup_school_source_context；no_private_paths；no_ocr_text；no_recommendation
FCFACTPACK-235373058c665a4e,data/working/issue19-first-closure-fact-evidence-channel-workbench-v1-public-ledger.csv,data/working/issue19-first-closure-resolution-execution-overlay-v1.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_action_packets_v1,第一闭环页列×事实核验动作组,同页列同动作组事实包,false,false,false,false,false,false,false,false,false,31,19,226-left,226,left,R0-W0B0冲突事实先闭环,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,A0-W0B0冲突事实先核,0,019-00,80,80,78,1,1,38,20,20,0,39,78,20,2,2,P0-有冲突线索，PDF原页优先人工核验×3；P1-有机器坐标提示，仍待PDF原页人工核验×13；P2-有PDFOCR提示，仍待PDF原页人工确认×57；P3-无稳定OCR提示，需人工看PDF原页×6；blocked_pending_pdf_page_review×1,O0-PDFOCR与高校辅证冲突×3；O2-高校有线索但PDFOCR缺候选×54；O3-仅PDFOCR候选待人工核页×3；O4-无PDFOCR但有机器坐标提示×13；O5-无公开OCR候选提示×6；not_applicable_structure_fact_pdf_hubei_first×1,M0-无机器坐标提示×66；M1-有机器坐标提示可辅助定位×13；not_applicable_structure_fact_pdf_hubei_first×1,S1-有高校辅证线索或自动官网任务，待私有辅证记录×79；pdf_hubei_first_school_source_later×1,blocked_pending_hubei_official_plan_review×1；pending_hubei_official_review×79,C0-PDFOCR与高校辅证冲突，必须回PDF原页和湖北官方侧×3；C1-高校补缺线索，PDF原页缺候选需人工看图×54；C3-仅PDFOCR候选，需人工核页×3；C4-无可比候选，需人工看图或随页列闭环×19；blocked_b0_conflict_not_closed×1,blocked_pending_double_review×6；not_required_or_task_level_pending×74,blocked_pending_three_way_closure×1；pending_private_three_way_field_confirmation×79,not_applicable×79；pending_pdf_hubei_closure×1,not_applicable×79；pending_pdf_hubei_closure×1,80,80,57,80,6,80,1,1,4,L3-已有湖北物理结构化或候选diff线索×4,P1-官网补缺线索回页×4,R0-已有公开来源文件或URL留存×4,22,0,41,23a8c690fb8f2c1b,00ee5b0b21524c73,90bf583500cf7c4e,d1c755ba46cca36f,PDF原页；湖北官方侧；冲突处理；三方闭环×16；PDF原页；湖北官方侧；冲突处理；三方闭环；专业名归属×1；PDF原页；湖北官方侧；冲突处理；双人复核；三方闭环×5；PDF原页；湖北官方侧；冲突处理；双人复核；三方闭环；专业组边界×1；PDF原页；湖北官方侧；高校官网辅证；冲突处理；三方闭环×57,B0同页伴生事实仍缺冲突处理、PDF原页与湖北官方侧闭环×75；W0/B0核心事实仍缺PDF原页与湖北官方侧闭环×5,先按同一页列核 PDF 原页和湖北官方侧；冲突事实需要双人复核，高校官网只作 double check 提示。,not_final；fact_action_packet_only；no_field_values；no_school_names；no_major_names；dedup_school_source_context；no_private_paths；no_ocr_text；no_recommendation
FCFACTPACK-bf219bda1ae1a4fa,data/working/issue19-first-closure-fact-evidence-channel-workbench-v1-public-ledger.csv,data/working/issue19-first-closure-resolution-execution-overlay-v1.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_action_packets_v1,第一闭环页列×事实核验动作组,同页列同动作组事实包,false,false,false,false,false,false,false,false,false,32,20,109-left,109,left,R2-双人复核事实先闭环,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,A2-专业组边界事实随页先核,2,020-02,15,1,0,0,1,0,0,0,0,0,0,0,0,0,blocked_pending_pdf_page_review×1,not_applicable_structure_fact_pdf_hubei_first×1,not_applicable_structure_fact_pdf_hubei_first×1,not_applicable_or_sidecar_only×1,blocked_pending_hubei_official_plan_review×1,blocked_conflict_review_not_closed_or_not_required×1,not_required_or_task_level_pending×1,blocked_pending_three_way_closure×1,not_applicable×1,pending_pdf_hubei_closure×1,1,1,0,0,0,1,0,1,0,,,,0,0,0,fedcb03580c29350,,,,PDF原页；湖北官方侧；三方闭环；专业组边界×1,结构事实仍缺PDF原页与湖北官方侧闭环×1,随页核专业组边界、左右列和组内专业范围，防止后续字段串组。,not_final；fact_action_packet_only；no_field_values；no_school_names；no_major_names；dedup_school_source_context；no_private_paths；no_ocr_text；no_recommendation
FCFACTPACK-a44320fe2bf53fb6,data/working/issue19-first-closure-fact-evidence-channel-workbench-v1-public-ledger.csv,data/working/issue19-first-closure-resolution-execution-overlay-v1.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_action_packets_v1,第一闭环页列×事实核验动作组,同页列同动作组事实包,false,false,false,false,false,false,false,false,false,33,20,109-left,109,left,R2-双人复核事实先闭环,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,A3-双人复核事实先核,3,020-03,15,2,2,0,0,2,0,0,0,2,2,2,1,1,P3-无稳定OCR提示，需人工看PDF原页×2,O5-无公开OCR候选提示×2,M0-无机器坐标提示×2,S1-有高校辅证线索或自动官网任务，待私有辅证记录×2,pending_hubei_official_review×2,C4-无可比候选，需人工看图或随页列闭环×2,blocked_pending_double_review×2,pending_private_three_way_field_confirmation×2,not_applicable×2,not_applicable×2,2,2,0,0,2,2,0,0,2,L3-已有湖北物理结构化或候选diff线索×2,P1-官网补缺线索回页×2,R0-已有公开来源文件或URL留存×2,14,0,18,16c096bca754ef79,81695a4d06dd2eba,1bb72baaf21ff7ef,53ebdedba422190c,PDF原页；湖北官方侧；双人复核；三方闭环×2,双人复核事实仍缺复核、PDF原页与湖北官方侧闭环×2,先完成双人复核，再回补 PDF 原页、湖北官方侧和必要高校辅证状态。,not_final；fact_action_packet_only；no_field_values；no_school_names；no_major_names；dedup_school_source_context；no_private_paths；no_ocr_text；no_recommendation
FCFACTPACK-2f8105d578dbfe47,data/working/issue19-first-closure-fact-evidence-channel-workbench-v1-public-ledger.csv,data/working/issue19-first-closure-resolution-execution-overlay-v1.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_action_packets_v1,第一闭环页列×事实核验动作组,同页列同动作组事实包,false,false,false,false,false,false,false,false,false,34,20,109-left,109,left,R2-双人复核事实先闭环,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,A4-无稳定OCR人工看图,4,020-04,15,2,2,0,0,2,0,0,0,2,2,2,1,1,P3-无稳定OCR提示，需人工看PDF原页×2,O5-无公开OCR候选提示×2,M0-无机器坐标提示×2,S1-有高校辅证线索或自动官网任务，待私有辅证记录×2,pending_hubei_official_review×2,C4-无可比候选，需人工看图或随页列闭环×2,not_required_or_task_level_pending×2,pending_private_three_way_field_confirmation×2,not_applicable×2,not_applicable×2,2,2,0,0,0,2,0,0,2,L3-已有湖北物理结构化或候选diff线索×2,P1-官网补缺线索回页×2,R0-已有公开来源文件或URL留存×2,14,0,18,efd067dcaecd3bc0,dee7d9a69cff8a0a,1c8e51f3f3276e6b,53ebdedba422190c,PDF原页；湖北官方侧；三方闭环×2,人工看图事实仍缺PDF原页与湖北官方侧闭环×2,人工看 PDF 原页定位事实；机器或高校线索只作定位提示，不直接写回。,not_final；fact_action_packet_only；no_field_values；no_school_names；no_major_names；dedup_school_source_context；no_private_paths；no_ocr_text；no_recommendation
FCFACTPACK-276a70be04fcd7ef,data/working/issue19-first-closure-fact-evidence-channel-workbench-v1-public-ledger.csv,data/working/issue19-first-closure-resolution-execution-overlay-v1.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_action_packets_v1,第一闭环页列×事实核验动作组,同页列同动作组事实包,false,false,false,false,false,false,false,false,false,35,20,109-left,109,left,R2-双人复核事实先闭环,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,A6-高校辅证提示回接,6,020-06,15,10,10,0,0,4,4,2,0,4,10,4,1,1,P2-有PDFOCR提示，仍待PDF原页人工确认×10,O1-PDFOCR与高校辅证有一致字段但仍待官方闭环×10,M0-无机器坐标提示×10,S1-有高校辅证线索或自动官网任务，待私有辅证记录×10,pending_hubei_official_review×10,C2-多源有一致线索，仍待湖北官方侧闭环×10,not_required_or_task_level_pending×10,pending_private_three_way_field_confirmation×10,not_applicable×10,not_applicable×10,10,10,10,0,0,10,0,0,2,L3-已有湖北物理结构化或候选diff线索×2,P1-官网补缺线索回页×2,R0-已有公开来源文件或URL留存×2,14,0,18,7654355a7e656ab2,e32890cb9640935b,52240fb3263c67a9,53ebdedba422190c,PDF原页；湖北官方侧；高校官网辅证；三方闭环×10,常规事实仍缺PDF原页与湖北官方侧闭环×10,先把高校官网辅证接入私有核验材料，再回 PDF 原页和湖北官方侧闭环。,not_final；fact_action_packet_only；no_field_values；no_school_names；no_major_names；dedup_school_source_context；no_private_paths；no_ocr_text；no_recommendation
FCFACTPACK-4bca1ee7a0a70b78,data/working/issue19-first-closure-fact-evidence-channel-workbench-v1-public-ledger.csv,data/working/issue19-first-closure-resolution-execution-overlay-v1.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_action_packets_v1,第一闭环页列×事实核验动作组,同页列同动作组事实包,false,false,false,false,false,false,false,false,false,36,21,226-right,226,right,R0-W0B0冲突事实先闭环,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,A0-W0B0冲突事实先核,0,021-00,9,9,8,0,1,4,2,2,0,4,8,2,2,1,P0-有冲突线索，PDF原页优先人工核验×6；P3-无稳定OCR提示，需人工看PDF原页×2；blocked_pending_pdf_page_review×1,O0-PDFOCR与高校辅证冲突×6；O5-无公开OCR候选提示×2；not_applicable_structure_fact_pdf_hubei_first×1,M0-无机器坐标提示×8；not_applicable_structure_fact_pdf_hubei_first×1,S1-有高校辅证线索或自动官网任务，待私有辅证记录×8；pdf_hubei_first_school_source_later×1,blocked_pending_hubei_official_plan_review×1；pending_hubei_official_review×8,C0-PDFOCR与高校辅证冲突，必须回PDF原页和湖北官方侧×6；C4-无可比候选，需人工看图或随页列闭环×2；blocked_b0_conflict_not_closed×1,blocked_pending_double_review×3；not_required_or_task_level_pending×6,blocked_pending_three_way_closure×1；pending_private_three_way_field_confirmation×8,not_applicable×9,not_applicable×8；pending_pdf_hubei_closure×1,9,9,6,9,3,9,0,1,2,L3-已有湖北物理结构化或候选diff线索×2,P1-官网补缺线索回页×2,R0-已有公开来源文件或URL留存×2,6,0,8,8eb66ea92673a2ee,03906792757ef5d9,eed252d23350f219,640082c04be96da9,PDF原页；湖北官方侧；冲突处理；双人复核；三方闭环×2；PDF原页；湖北官方侧；冲突处理；双人复核；三方闭环；专业组边界×1；PDF原页；湖北官方侧；高校官网辅证；冲突处理；三方闭环×6,B0同页伴生事实仍缺冲突处理、PDF原页与湖北官方侧闭环×2；W0/B0核心事实仍缺PDF原页与湖北官方侧闭环×7,先按同一页列核 PDF 原页和湖北官方侧；冲突事实需要双人复核，高校官网只作 double check 提示。,not_final；fact_action_packet_only；no_field_values；no_school_names；no_major_names；dedup_school_source_context；no_private_paths；no_ocr_text；no_recommendation
FCFACTPACK-19ed2c2b3f0e1883,data/working/issue19-first-closure-fact-evidence-channel-workbench-v1-public-ledger.csv,data/working/issue19-first-closure-resolution-execution-overlay-v1.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_action_packets_v1,第一闭环页列×事实核验动作组,同页列同动作组事实包,false,false,false,false,false,false,false,false,false,37,22,038-right,38,right,R2-双人复核事实先闭环,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,A2-专业组边界事实随页先核,2,022-02,3,1,0,0,1,0,0,0,0,0,0,0,0,0,blocked_pending_pdf_page_review×1,not_applicable_structure_fact_pdf_hubei_first×1,not_applicable_structure_fact_pdf_hubei_first×1,not_applicable_or_sidecar_only×1,blocked_pending_hubei_official_plan_review×1,blocked_conflict_review_not_closed_or_not_required×1,not_required_or_task_level_pending×1,blocked_pending_three_way_closure×1,not_applicable×1,pending_pdf_hubei_closure×1,1,1,0,0,0,1,0,1,0,,,,0,0,0,1cea7c93527c4a1b,,,,PDF原页；湖北官方侧；三方闭环；专业组边界×1,结构事实仍缺PDF原页与湖北官方侧闭环×1,随页核专业组边界、左右列和组内专业范围，防止后续字段串组。,not_final；fact_action_packet_only；no_field_values；no_school_names；no_major_names；dedup_school_source_context；no_private_paths；no_ocr_text；no_recommendation
FCFACTPACK-03d2aadf614e846c,data/working/issue19-first-closure-fact-evidence-channel-workbench-v1-public-ledger.csv,data/working/issue19-first-closure-resolution-execution-overlay-v1.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_action_packets_v1,第一闭环页列×事实核验动作组,同页列同动作组事实包,false,false,false,false,false,false,false,false,false,38,22,038-right,38,right,R2-双人复核事实先闭环,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,A3-双人复核事实先核,3,022-03,3,2,2,0,0,2,0,0,0,2,2,2,1,1,P1-有机器坐标提示，仍待PDF原页人工核验×2,O4-无PDFOCR但有机器坐标提示×2,M1-有机器坐标提示可辅助定位×2,S0-无高校字段线索，本任务高校辅证不适用×2,pending_hubei_official_review×2,C4-无可比候选，需人工看图或随页列闭环×2,blocked_pending_double_review×2,pending_private_three_way_field_confirmation×2,not_applicable×2,not_applicable×2,2,2,0,0,2,2,0,0,0,,,,0,0,0,dbc1c435786c6327,5076c550f887ad56,81a30bf91e57e4b7,b3fab222db08be81,PDF原页；湖北官方侧；双人复核；三方闭环×2,双人复核事实仍缺复核、PDF原页与湖北官方侧闭环×2,先完成双人复核，再回补 PDF 原页、湖北官方侧和必要高校辅证状态。,not_final；fact_action_packet_only；no_field_values；no_school_names；no_major_names；dedup_school_source_context；no_private_paths；no_ocr_text；no_recommendation
FCFACTPACK-8a8dce0fdab0a0b0,data/working/issue19-first-closure-fact-evidence-channel-workbench-v1-public-ledger.csv,data/working/issue19-first-closure-resolution-execution-overlay-v1.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_action_packets_v1,第一闭环页列×事实核验动作组,同页列同动作组事实包,false,false,false,false,false,false,false,false,false,39,23,082-right,82,right,R2-双人复核事实先闭环,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,A2-专业组边界事实随页先核,2,023-02,3,1,0,0,1,0,0,0,0,0,0,0,0,0,blocked_pending_pdf_page_review×1,not_applicable_structure_fact_pdf_hubei_first×1,not_applicable_structure_fact_pdf_hubei_first×1,not_applicable_or_sidecar_only×1,blocked_pending_hubei_official_plan_review×1,blocked_conflict_review_not_closed_or_not_required×1,not_required_or_task_level_pending×1,blocked_pending_three_way_closure×1,not_applicable×1,pending_pdf_hubei_closure×1,1,1,0,0,0,1,0,1,0,,,,0,0,0,6e8ee9a7ea6928f5,,,,PDF原页；湖北官方侧；三方闭环；专业组边界×1,结构事实仍缺PDF原页与湖北官方侧闭环×1,随页核专业组边界、左右列和组内专业范围，防止后续字段串组。,not_final；fact_action_packet_only；no_field_values；no_school_names；no_major_names；dedup_school_source_context；no_private_paths；no_ocr_text；no_recommendation
FCFACTPACK-ee4fb4a73a5dc478,data/working/issue19-first-closure-fact-evidence-channel-workbench-v1-public-ledger.csv,data/working/issue19-first-closure-resolution-execution-overlay-v1.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_action_packets_v1,第一闭环页列×事实核验动作组,同页列同动作组事实包,false,false,false,false,false,false,false,false,false,40,23,082-right,82,right,R2-双人复核事实先闭环,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,A3-双人复核事实先核,3,023-03,3,2,2,0,0,2,0,0,0,2,2,2,1,1,P1-有机器坐标提示，仍待PDF原页人工核验×2,O4-无PDFOCR但有机器坐标提示×2,M1-有机器坐标提示可辅助定位×2,S0-无高校字段线索，本任务高校辅证不适用×2,pending_hubei_official_review×2,C4-无可比候选，需人工看图或随页列闭环×2,blocked_pending_double_review×2,pending_private_three_way_field_confirmation×2,not_applicable×2,not_applicable×2,2,2,0,0,2,2,0,0,0,,,,0,0,0,a45d82620d6abc96,e3ac0d0fd3ef2f0f,6275ca1b508bb2d1,1ce846951063accf,PDF原页；湖北官方侧；双人复核；三方闭环×2,双人复核事实仍缺复核、PDF原页与湖北官方侧闭环×2,先完成双人复核，再回补 PDF 原页、湖北官方侧和必要高校辅证状态。,not_final；fact_action_packet_only；no_field_values；no_school_names；no_major_names；dedup_school_source_context；no_private_paths；no_ocr_text；no_recommendation
FCFACTPACK-d6f6d5b9a8602c1e,data/working/issue19-first-closure-fact-evidence-channel-workbench-v1-public-ledger.csv,data/working/issue19-first-closure-resolution-execution-overlay-v1.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_action_packets_v1,第一闭环页列×事实核验动作组,同页列同动作组事实包,false,false,false,false,false,false,false,false,false,41,24,137-left,137,left,R2-双人复核事实先闭环,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,A2-专业组边界事实随页先核,2,024-02,5,1,0,0,1,0,0,0,0,0,0,0,0,0,blocked_pending_pdf_page_review×1,not_applicable_structure_fact_pdf_hubei_first×1,not_applicable_structure_fact_pdf_hubei_first×1,not_applicable_or_sidecar_only×1,blocked_pending_hubei_official_plan_review×1,blocked_conflict_review_not_closed_or_not_required×1,not_required_or_task_level_pending×1,blocked_pending_three_way_closure×1,not_applicable×1,pending_pdf_hubei_closure×1,1,1,0,0,0,1,0,1,0,,,,0,0,0,fd8d4939e4e376fb,,,,PDF原页；湖北官方侧；三方闭环；专业组边界×1,结构事实仍缺PDF原页与湖北官方侧闭环×1,随页核专业组边界、左右列和组内专业范围，防止后续字段串组。,not_final；fact_action_packet_only；no_field_values；no_school_names；no_major_names；dedup_school_source_context；no_private_paths；no_ocr_text；no_recommendation
FCFACTPACK-6308253f47ec94f1,data/working/issue19-first-closure-fact-evidence-channel-workbench-v1-public-ledger.csv,data/working/issue19-first-closure-resolution-execution-overlay-v1.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_action_packets_v1,第一闭环页列×事实核验动作组,同页列同动作组事实包,false,false,false,false,false,false,false,false,false,42,24,137-left,137,left,R2-双人复核事实先闭环,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,A3-双人复核事实先核,3,024-03,5,1,1,0,0,1,0,0,0,1,1,1,1,1,P3-无稳定OCR提示，需人工看PDF原页×1,O5-无公开OCR候选提示×1,M0-无机器坐标提示×1,S1-有高校辅证线索或自动官网任务，待私有辅证记录×1,pending_hubei_official_review×1,C4-无可比候选，需人工看图或随页列闭环×1,blocked_pending_double_review×1,pending_private_three_way_field_confirmation×1,not_applicable×1,not_applicable×1,1,1,0,0,1,1,0,0,3,L3-已有湖北物理结构化或候选diff线索×3,P0-冲突优先回PDF原页和湖北官方侧×3,R0-已有公开来源文件或URL留存×3,24,3,4,873ebffb49cf35e6,086a7c581b4db735,d9b269074a7de68e,573261a7e560eca8,PDF原页；湖北官方侧；双人复核；三方闭环×1,双人复核事实仍缺复核、PDF原页与湖北官方侧闭环×1,先完成双人复核，再回补 PDF 原页、湖北官方侧和必要高校辅证状态。,not_final；fact_action_packet_only；no_field_values；no_school_names；no_major_names；dedup_school_source_context；no_private_paths；no_ocr_text；no_recommendation
