来源期号,来源PDF_SHA256,数据阶段,最终可用,核验状态,组核验包ID,候选V3入口ID,复核批次,入口类型,入口来源说明,院校代码,院校名称OCR,2026院校专业组代码,专业组出现ID,来源页码,私有页图证据编号,私有页图SHA256,私有OCR文本证据编号,专业明细来源,专业明细行数,逐专业核验任务数,偏好专业数,数字媒体技术专业数,计算机类相关专业数,师范类相关专业数,医学护理排除专业数,高收费或超预算专业数,特殊限制待核专业数,机器家庭匹配初判,调剂初判,组质量层级,组复核优先级,组结构异常数,组高严重结构异常数,历史候选匹配,候选池原始项,候选城市,候选年份覆盖,2023同组投档线,2024同组投档线,2025同组投档线,三年同组命中数,等位分差摘要,历史线使用口径,组内招生明细,核页重点,PDF原页核验状态,湖北官方系统核验状态,高校官网章程核验状态,家庭接受度核验状态,调剂结论状态,历史线核验状态,升级判定状态,可进入下一阶段,下一步
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_review_pack,false,pending_b0_b1_original_page_review,GPK-becf7ac9a4f4ebca,V3-63237b6b04881bbb,B1-数字媒体技术优先核页,家庭筛选扩展,R1-偏好专业且未自动阻断,F902,江苏理工学院,F90202,G-158e8a85ddd262f3,135,page-135,c6bdb619e23f376d0be395e803de9ece928e0219c77a08dfad956006dc4773cd,135_page-135,family_fit_full_ocr,15,15,3,1,2,0,0,0,0,优先复核-有偏好专业且未触发自动阻断,暂不判断-组内结构异常需先核页,Q1-高风险结构异常,P0-必须优先核页,14,11,否,,,,532(不限),,526(不限),2,2023:+51；2025:+32,仅作同组代码历史线索，不能直接证明2026组内专业和投档位次可沿用。,1. 03 机械电子工程｜计划:5800｜学费:｜选科:「化学｜偏好:无｜风险:无｜接受度:待了解-未命中当前偏好方向｜专业行ID:M-dc3b57515c994b61；2. 04 过程装备与控制工程｜计划:5800｜学费:5800｜选科:｜偏好:无｜风险:无｜接受度:待了解-未命中当前偏好方向｜专业行ID:M-4b0ca5231b5e0dda；3. 05 通信工程｜计划:5800｜学费:5800｜选科:｜偏好:无｜风险:无｜接受度:待了解-未命中当前偏好方向｜专业行ID:M-af973281700f5eb7；4. 06 电气工程及其自动化｜计划:5800｜学费:5800｜选科:｜偏好:无｜风险:无｜接受度:待了解-未命中当前偏好方向｜专业行ID:M-78343e2534bdcb7c；5. 07 自动化｜计划:5800｜学费:5800｜选科:｜偏好:无｜风险:无｜接受度:待了解-未命中当前偏好方向｜专业行ID:M-e169ec05a319416b；6. 08 软件工程｜计划:5800｜学费:｜选科:｜偏好:计算机类相关｜风险:无｜接受度:优先了解-命中当前偏好方向｜专业行ID:M-7af5985c525e29ba；7. 09 数据科学与大数据技术｜计划:5800｜学费:｜选科:｜偏好:计算机类相关｜风险:无｜接受度:优先了解-命中当前偏好方向｜专业行ID:M-e61c577465bca697；8. 10 数字媒体技术｜计划:5800｜学费:｜选科:｜偏好:数字媒体技术｜风险:无｜接受度:优先了解-命中当前偏好方向｜专业行ID:M-bf093921a5df7b57；9. 11 储能科学与工程｜计划:5800｜学费:｜选科:｜偏好:无｜风险:无｜接受度:待了解-未命中当前偏好方向｜专业行ID:M-cf6e2346e326fb75；10. 12 功能材料｜计划:5800｜学费:｜选科:｜偏好:无｜风险:无｜接受度:待了解-未命中当前偏好方向｜专业行ID:M-4c1c9015c9d9aef3；11. GA 。｜计划:｜学费:｜选科:｜偏好:无｜风险:无｜接受度:待了解-未命中当前偏好方向｜专业行ID:M-2a039956ee3b5d43；12. KA 。院校代号｜计划:｜学费:｜选科:｜偏好:无｜风险:无｜接受度:待了解-未命中当前偏好方向｜专业行ID:M-2d83c1ada1a7794e；13. 13 资源循环科学与工程｜计划:2｜学费:5800｜选科:要求｜偏好:无｜风险:无｜接受度:待了解-未命中当前偏好方向｜专业行ID:M-17f719aa9334991c；14. 14 浓车服务工程｜计划:1｜学费:5800｜选科:｜偏好:无｜风险:无｜接受度:待了解-未命中当前偏好方向｜专业行ID:M-9e27f51eb2cc6645；15. 15 车辆工程F903 江苏海洋大学（公办）（江苏）｜计划:2｜学费:5800｜选科:｜偏好:无｜风险:无｜接受度:待了解-未命中当前偏好方向｜专业行ID:M-333b9b0165c63dc9,先核数字媒体技术专业是否真实属于该组，并核完整调剂范围,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_charter_review,pending_family_acceptance_review,pending_transfer_decision,pending_history_line_review,pending_upgrade_decision,false,按页码回看第19期原PDF；逐专业核对后，再补湖北官方系统、省招办计划、高校章程、家庭接受度和调剂结论。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_review_pack,false,pending_b0_b1_original_page_review,GPK-d7ca2e1a8ab4965a,V3-99f1a65dd613b31c,B1-数字媒体技术优先核页,家庭筛选扩展,R1-偏好专业且未自动阻断,H001,杭州电子科技大学,H00104,G-d202caf3a5b24060,137,page-137,35edae1167745f43f2b7b2907fa17a4150c9e60938893ca1d78a41a4a3895e40,137_page-137,family_fit_full_ocr,10,10,2,1,1,0,0,0,0,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,Q2-重点候选字段待核,P0-必须优先核页,0,0,否,,,,,606(化),601(化),2,2024:+109；2025:+107,仅作同组代码历史线索，不能直接证明2026组内专业和投档位次可沿用。,1. 13 电子信息类（电子信息学院：电子信息工程、电子科学与技术；办学地点：第一学年在绍兴校区，第二学年起在下沙校区）｜计划:2｜学费:6000｜选科:化学｜偏好:无｜风险:无｜接受度:待了解-未命中当前偏好方向｜专业行ID:M-cc48b3c608e0c178；2. 14 数字媒体技术（办学地点：第一学年在绍兴校区，第二学年起在下沙校区）｜计划:2｜学费:6000｜选科:｜偏好:数字媒体技术｜风险:无｜接受度:优先了解-命中当前偏好方向｜专业行ID:M-b68a6418a68cfb85；3. 15 直动化（办学地点：第一学年在绍兴校区，第二学年起在下沙校区）｜计划:2｜学费:6900｜选科:｜偏好:无｜风险:无｜接受度:待了解-未命中当前偏好方向｜专业行ID:M-31ee2ca09acc48c4；4. 16 机械设计制造及其自动化（办学地点：第一学年在绍兴校区，第二学年起在下沙校区）｜计划:2｜学费:6900｜选科:｜偏好:无｜风险:无｜接受度:待了解-未命中当前偏好方向｜专业行ID:M-f29a255bb6281c25；5. 17 智能车辆工程（办学地点：第一学年在绍兴校区，第二学年起在下沙校区）｜计划:3｜学费:6000｜选科:｜偏好:无｜风险:无｜接受度:待了解-未命中当前偏好方向｜专业行ID:M-5f6e3b49d6187d94；6. 18 数学类（数学与应用数学、信息与计算科学：办学地点：第一学年在绍兴校区，第二学年起在下沙校区）｜计划:｜学费:5300｜选科:｜偏好:无｜风险:无｜接受度:待了解-未命中当前偏好方向｜专业行ID:M-07561f2ddca7868c；7. 19 光电信息科学与工程（办学地点：第学年在绍兴校区，第二学年起在下沙校区）｜计划:2｜学费:6000｜选科:｜偏好:无｜风险:无｜接受度:待了解-未命中当前偏好方向｜专业行ID:M-11e1f50543f8c02d；8. 20 统计学（办学地点：第一学年在绍兴校区，第二学年起在下沙校区）｜计划:4｜学费:5300｜选科:｜偏好:无｜风险:无｜接受度:待了解-未命中当前偏好方向｜专业行ID:M-bee7f31a873d58fe；9. 21 入工智能（办学地点：第一学年在绍兴校区，第二学年起在下沙校区）｜计划:2｜学费:6000｜选科:｜偏好:无｜风险:无｜接受度:待了解-未命中当前偏好方向｜专业行ID:M-7fbf4b0f615e4a72；10. 22 计算机科学与技术（办学地点：下沙校｜计划:4｜学费:6900｜选科:｜偏好:计算机类相关｜风险:无｜接受度:优先了解-命中当前偏好方向｜专业行ID:M-a47ed17f150aaed0,先核数字媒体技术专业是否真实属于该组，并核完整调剂范围,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_charter_review,pending_family_acceptance_review,pending_transfer_decision,pending_history_line_review,pending_upgrade_decision,false,按页码回看第19期原PDF；逐专业核对后，再补湖北官方系统、省招办计划、高校章程、家庭接受度和调剂结论。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_review_pack,false,pending_b0_b1_original_page_review,GPK-842baf6c7cd08130,V3-b0255e0ec98d4e1f,B1-数字媒体技术优先核页,家庭筛选扩展,R1-偏好专业且未自动阻断,H002,浙江工业大学,H00204,G-995f78a388a7f2b5,137,page-137,35edae1167745f43f2b7b2907fa17a4150c9e60938893ca1d78a41a4a3895e40,137_page-137,family_fit_full_ocr,6,6,1,1,1,0,0,0,0,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,Q2-重点候选字段待核,P0-必须优先核页,1,0,否,,,,566(不限，国家专项计划),567(不限，国家专项计划),601(化),3,2023:+85；2024:+70；2025:+107,仅作同组代码历史线索，不能直接证明2026组内专业和投档位次可沿用。,1. 05 生木类（士木工程、给排水科学与工程；办学地点：朝晖校区）｜计划:4｜学费:6900｜选科:化学｜偏好:无｜风险:无｜接受度:待了解-未命中当前偏好方向｜专业行ID:M-b0f0f795c8848022；2. 06 智能建造（办学地点：朝晖校区）｜计划:3｜学费:6900｜选科:｜偏好:无｜风险:无｜接受度:待了解-未命中当前偏好方向｜专业行ID:M-198b77287fc7a7ac；3. 07 物理学类（物理与光电信息类；应用物理学、光电信息科学与工程；办学地点：朝晖校区）｜计划:3｜学费:5300｜选科:｜偏好:无｜风险:无｜接受度:待了解-未命中当前偏好方向｜专业行ID:M-07b8c003bf21d8a2；4. 08 机械类（机械工程、过程装备与控制工程、车辆工程、工业工程、物流工程；办学地点：朝晖校区）｜计划:4｜学费:6000｜选科:｜偏好:无｜风险:无｜接受度:待了解-未命中当前偏好方向｜专业行ID:M-07c0ae0606282bd6；5. 09 机器人工程（办学地点：朝晖校区）｜计划:2｜学费:6000｜选科:｜偏好:无｜风险:无｜接受度:待了解-未命中当前偏好方向｜专业行ID:M-413ddf9391dfce49；6. 10 计算机类（计算机科学与技术、软件工程、网络工程、数字媒体技术：办学地点：朝晖校区）｜计划:5｜学费:6000｜选科:｜偏好:数字媒体技术；计算机类相关｜风险:无｜接受度:优先了解-命中当前偏好方向｜专业行ID:M-9e26fdb0260351e2,先核数字媒体技术专业是否真实属于该组，并核完整调剂范围,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_charter_review,pending_family_acceptance_review,pending_transfer_decision,pending_history_line_review,pending_upgrade_decision,false,按页码回看第19期原PDF；逐专业核对后，再补湖北官方系统、省招办计划、高校章程、家庭接受度和调剂结论。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_review_pack,false,pending_b0_b1_original_page_review,GPK-e85918ac4f959d34,V3-7aa23960cda7a808,B1-数字媒体技术优先核页,家庭筛选扩展,R1-偏好专业且未自动阻断,H026,浙江传媒学院,H02606,G-74160594692a9e74,141,page-141,22182c55e2db4678755153c2a0ed3cb41cee018fa8c82047daecdfb5b8dddf1c,141_page-141,family_fit_full_ocr,7,7,4,1,3,0,0,0,0,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,Q2-重点候选字段待核,P0-必须优先核页,0,0,否,,,,,550(不限),555(化),2,2024:+53；2025:+61,仅作同组代码历史线索，不能直接证明2026组内专业和投档位次可沿用。,1. 31 虚拟现实技术（办学地点：杭州钱塘校｜计划:｜学费:5500｜选科:｜偏好:无｜风险:无｜接受度:待了解-未命中当前偏好方向｜专业行ID:M-17f481b93a7ac33a；2. 32 智能视听工程（办学地点：杭州钱塘校｜计划:｜学费:6300｜选科:｜偏好:无｜风险:无｜接受度:待了解-未命中当前偏好方向｜专业行ID:M-c637a6058d82c288；3. 33 数字媒体技术（办学地点：杭州钱塘校｜计划:2｜学费:5500｜选科:｜偏好:数字媒体技术｜风险:无｜接受度:优先了解-命中当前偏好方向｜专业行ID:M-bf0983f360150462；4. 34 软件工程（办学地点：杭州钱塘校区）｜计划:1｜学费:5500｜选科:｜偏好:计算机类相关｜风险:无｜接受度:优先了解-命中当前偏好方向｜专业行ID:M-80eec545ccfbf9d7；5. 35 电子科学与技术（演艺工程与舞台技术；办学地点：杭州钱塘校区）｜计划:2｜学费:5500｜选科:｜偏好:无｜风险:无｜接受度:待了解-未命中当前偏好方向｜专业行ID:M-5fd054de901efdb3；6. 36 网络工程（办学地点：杭州钱塘校区）｜计划:2｜学费:5500｜选科:｜偏好:计算机类相关｜风险:无｜接受度:优先了解-命中当前偏好方向｜专业行ID:M-5065990aa97fb278；7. 37 人工智能（办学地点：杭州钱塘校区）｜计划:2｜学费:5500｜选科:｜偏好:计算机类相关｜风险:无｜接受度:优先了解-命中当前偏好方向｜专业行ID:M-06e7b384c852abb9,先核数字媒体技术专业是否真实属于该组，并核完整调剂范围,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_charter_review,pending_family_acceptance_review,pending_transfer_decision,pending_history_line_review,pending_upgrade_decision,false,按页码回看第19期原PDF；逐专业核对后，再补湖北官方系统、省招办计划、高校章程、家庭接受度和调剂结论。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_review_pack,false,pending_b0_b1_original_page_review,GPK-cb99c17448eabd35,V3-fb1bec18b8522eeb,B1-数字媒体技术优先核页,家庭筛选扩展,R1-偏好专业且未自动阻断,A022,北京林业大学,A02211,G-db1867eb696d3ac0,16,page-016,6a17cdf9d4e67e3462b1245766bd51590966a488f63b539566f4adcfd76db247,016_page-016,family_fit_full_ocr,8,8,3,1,3,0,0,0,0,优先复核-有偏好专业且未触发自动阻断,暂不判断-组内结构异常需先核页,Q1-高风险结构异常,P0-必须优先核页,5,2,否,,,,,593(化),584(化),2,2024:+96；2025:+90,仅作同组代码历史线索，不能直接证明2026组内专业和投档位次可沿用。,1. 36 机械设计制造及其自动化（一、二年级北京校区培养，三年级起在雄安校区培养）｜计划:｜学费:5500｜选科:｜偏好:无｜风险:无｜接受度:待了解-未命中当前偏好方向｜专业行ID:M-bb349b1d20783fbc；2. 37 自动化（二、二年级在北京校区培养，三年级起在雄安校区培养）｜计划:｜学费:5500｜选科:｜偏好:无｜风险:无｜接受度:待了解-未命中当前偏好方向｜专业行ID:M-c5c8b2dbfdf9fc64；3. 38 电气工程及其自动化（一、二年级在北京校区培养，三年级起在雄安校区培养）｜计划:｜学费:5500｜选科:｜偏好:无｜风险:无｜接受度:待了解-未命中当前偏好方向｜专业行ID:M-6c1be4e4594cae10；4. 39 计算机类（计算机科学与技术、数字媒体技术、数据科学与大数据技术三年级北京校区培养，三年级起在雄安校区培养）二年级在北京校区培｜计划:｜学费:5500｜选科:｜偏好:数字媒体技术；计算机类相关｜风险:无｜接受度:优先了解-命中当前偏好方向｜专业行ID:M-db1fe898054aeeb3；5. 40 网络工程（一、养，三年级起在雄安校区培养）三年级在北京校区培｜计划:｜学费:3｜选科:｜偏好:计算机类相关｜风险:无｜接受度:优先了解-命中当前偏好方向｜专业行ID:M-43f6ccd198ca6f7e；6. 41 人工智能（一、养，三年级起在雄安校区培养）｜计划:｜学费:4｜选科:｜偏好:计算机类相关｜风险:无｜接受度:优先了解-命中当前偏好方向｜专业行ID:M-dc9a8103f567facd；7. 42 数学与应用数学（一、二年级在北京校区培养，三年级起在雄安校区培养二年级在北｜计划:｜学费:5500｜选科:｜偏好:无｜风险:无｜接受度:待了解-未命中当前偏好方向｜专业行ID:M-5851276b20bff152；8. 43 电子信息科学与技术（一、京校区培养，三年级起在雄安校区培｜计划:｜学费:5500｜选科:｜偏好:无｜风险:无｜接受度:待了解-未命中当前偏好方向｜专业行ID:M-28accce00da14532,先核数字媒体技术专业是否真实属于该组，并核完整调剂范围,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_charter_review,pending_family_acceptance_review,pending_transfer_decision,pending_history_line_review,pending_upgrade_decision,false,按页码回看第19期原PDF；逐专业核对后，再补湖北官方系统、省招办计划、高校章程、家庭接受度和调剂结论。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_review_pack,false,pending_b0_b1_original_page_review,GPK-944e628e2e562877,V3-acea0cdf09888c58,B1-数字媒体技术优先核页,家庭筛选扩展,R1-偏好专业且未自动阻断,H439,山东财经大学,H43904,G-3003274e4622ca03,168,page-168,c30416c50a70fc45f824cd2981d66a14c02446edce02a3643f8874aa8b7db12f,168_page-168,family_fit_full_ocr,5,5,4,1,3,0,0,0,0,优先复核-有偏好专业且未触发自动阻断,暂不判断-组内结构异常需先核页,Q1-高风险结构异常,P0-必须优先核页,2,2,否,,,,,565(化),560(化),2,2024:+68；2025:+66,仅作同组代码历史线索，不能直接证明2026组内专业和投档位次可沿用。,1. 26 智能科学与技术（办学地点：章丘校｜计划:｜学费:5500｜选科:｜偏好:计算机类相关｜风险:无｜接受度:优先了解-命中当前偏好方向｜专业行ID:M-da160f8d999df0c9；2. 27 数学与应用数学（办学地点：章丘校｜计划:｜学费:6600｜选科:｜偏好:无｜风险:无｜接受度:待了解-未命中当前偏好方向｜专业行ID:M-cc260a858a53e24e；3. 28 人工智能（办学地点：章丘校区）｜计划:｜学费:5500｜选科:｜偏好:计算机类相关｜风险:无｜接受度:优先了解-命中当前偏好方向｜专业行ID:M-bc732889ef62d23d；4. 29 计算机科学与技术（办学地点：章丘校｜计划:｜学费:1｜选科:｜偏好:计算机类相关｜风险:无｜接受度:优先了解-命中当前偏好方向｜专业行ID:M-8f4cc27062d19c6d；5. 30 数字媒体技术（办学地点：章丘校区）H440 山东体育学院（公办）（山东）｜计划:｜学费:6600｜选科:｜偏好:数字媒体技术｜风险:无｜接受度:优先了解-命中当前偏好方向｜专业行ID:M-f84d4ef7e78d900f,先核数字媒体技术专业是否真实属于该组，并核完整调剂范围,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_charter_review,pending_family_acceptance_review,pending_transfer_decision,pending_history_line_review,pending_upgrade_decision,false,按页码回看第19期原PDF；逐专业核对后，再补湖北官方系统、省招办计划、高校章程、家庭接受度和调剂结论。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_review_pack,false,pending_b0_b1_original_page_review,GPK-392d870d84912cce,V3-8445d7e144574b01,B1-数字媒体技术优先核页,家庭筛选扩展,R1-偏好专业且未自动阻断,H450,山东工商学院,H45004,G-69a8112ee16cf2ba,169,page-169,68154a8768710ed161ae9744da6f34c0186a97e0ea1823cd0bea01436a70a3f1,169_page-169,family_fit_full_ocr,16,16,4,1,3,0,0,0,0,优先复核-有偏好专业且未触发自动阻断,暂不判断-组内结构异常需先核页,Q1-高风险结构异常,P0-必须优先核页,4,1,否,,,,487(不限),502(不限),504(化),3,2023:+6；2024:+5；2025:+10,仅作同组代码历史线索，不能直接证明2026组内专业和投档位次可沿用。,1. 39 统计学｜计划:｜学费:5500｜选科:化学｜偏好:无｜风险:无｜接受度:待了解-未命中当前偏好方向｜专业行ID:M-8ba195c86a925e83；2. 40 人工智能｜计划:｜学费:5500｜选科:｜偏好:计算机类相关｜风险:无｜接受度:优先了解-命中当前偏好方向｜专业行ID:M-90b2fc54c5bc2e5c；3. 41 数学与应用数学｜计划:｜学费:6325｜选科:｜偏好:无｜风险:无｜接受度:待了解-未命中当前偏好方向｜专业行ID:M-9710c4b647b66507；4. 42 应用统计学｜计划:3｜学费:6600｜选科:｜偏好:无｜风险:无｜接受度:待了解-未命中当前偏好方向｜专业行ID:M-8007c889cbd9a1ae；5. 43 自动化｜计划:3｜学费:6325｜选科:｜偏好:无｜风险:无｜接受度:待了解-未命中当前偏好方向｜专业行ID:M-86ef54f0445df8fe；6. 44 电气工程及其自动化｜计划:2｜学费:5500｜选科:｜偏好:无｜风险:无｜接受度:待了解-未命中当前偏好方向｜专业行ID:M-7fc32d85e35b149c；7. 45 电子信息工程｜计划:2｜学费:6600｜选科:｜偏好:无｜风险:无｜接受度:待了解-未命中当前偏好方向｜专业行ID:M-c8e830f39a1d46bb；8. 46 通信工程｜计划:2｜学费:5500｜选科:｜偏好:无｜风险:无｜接受度:待了解-未命中当前偏好方向｜专业行ID:M-a8b31c9114605c03；9. 47 计算机科学与技术｜计划:｜学费:6600｜选科:｜偏好:计算机类相关｜风险:无｜接受度:优先了解-命中当前偏好方向｜专业行ID:M-cdfe659d6ddbb7d7；10. 48 数字媒体技术｜计划:｜学费:5500｜选科:｜偏好:数字媒体技术｜风险:无｜接受度:优先了解-命中当前偏好方向｜专业行ID:M-13b19a3991c8159a；11. 49 安全工程｜计划:｜学费:5500｜选科:｜偏好:无｜风险:无｜接受度:待了解-未命中当前偏好方向｜专业行ID:M-b4b8560bd289f9b5；12. 50 应急技术与管理｜计划:｜学费:5500｜选科:｜偏好:无｜风险:无｜接受度:待了解-未命中当前偏好方向｜专业行ID:M-4a71a2765412ac2a；13. 51 数据计算及应用｜计划:｜学费:5500｜选科:｜偏好:无｜风险:无｜接受度:待了解-未命中当前偏好方向｜专业行ID:M-7a3695c82b5953d6；14. 52 集成电路设计与集成系统｜计划:｜学费:5500｜选科:｜偏好:无｜风险:无｜接受度:待了解-未命中当前偏好方向｜专业行ID:M-7489ddca4dfd3dd8；15. 53 数据科学与大数据技术｜计划:｜学费:5500｜选科:｜偏好:计算机类相关｜风险:无｜接受度:优先了解-命中当前偏好方向｜专业行ID:M-d7ad035436e7d0f7；16. 54 电子科学与技术H451 山东女子学院（公办）（山东）不限｜计划:9｜学费:5500｜选科:｜偏好:无｜风险:无｜接受度:待了解-未命中当前偏好方向｜专业行ID:M-b0e700912fffe743,先核数字媒体技术专业是否真实属于该组，并核完整调剂范围,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_charter_review,pending_family_acceptance_review,pending_transfer_decision,pending_history_line_review,pending_upgrade_decision,false,按页码回看第19期原PDF；逐专业核对后，再补湖北官方系统、省招办计划、高校章程、家庭接受度和调剂结论。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_review_pack,false,pending_b0_b1_original_page_review,GPK-5c7b32ac45b5fb26,V3-3d77f06b1a14e896,B1-数字媒体技术优先核页,家庭筛选扩展,R1-偏好专业且未自动阻断,A033,中国传媒大学,A03312,G-df1242f8618d3971,18,page-018,2e91f8dd3ddf578f1c137e511205ccfa4349e914cc6897563e39219ad2331f1c,018_page-018,family_fit_full_ocr,4,4,2,1,1,0,0,0,0,优先复核-有偏好专业且未触发自动阻断,暂不判断-组内结构异常需先核页,Q1-高风险结构异常,P0-必须优先核页,2,1,否,,,,,,,0,,未命中同组代码历史投档线，需另找同校相邻组或新组参照。,1. 22 智能视听工程｜计划:｜学费:5500｜选科:化学｜偏好:无｜风险:无｜接受度:待了解-未命中当前偏好方向｜专业行ID:M-84b7a37c3bcb4125；2. 23 电子信息工程｜计划:｜学费:5500｜选科:｜偏好:无｜风险:无｜接受度:待了解-未命中当前偏好方向｜专业行ID:M-83af574ae53d478b；3. 24 人工智能（数字演艺工程方向）｜计划:｜学费:5500｜选科:｜偏好:计算机类相关｜风险:无｜接受度:优先了解-命中当前偏好方向｜专业行ID:M-1fb605576ebe5318；4. 25 数字媒体技术｜计划:12｜学费:3｜选科:｜偏好:数字媒体技术｜风险:无｜接受度:优先了解-命中当前偏好方向｜专业行ID:M-1313bee178d7d0ee,先核数字媒体技术专业是否真实属于该组，并核完整调剂范围,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_charter_review,pending_family_acceptance_review,pending_transfer_decision,pending_history_line_review,pending_upgrade_decision,false,按页码回看第19期原PDF；逐专业核对后，再补湖北官方系统、省招办计划、高校章程、家庭接受度和调剂结论。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_review_pack,false,pending_b0_b1_original_page_review,GPK-c4018901e322ee73,V3-5b0e0d8ec7e8635f,B1-数字媒体技术优先核页,家庭筛选扩展,R1-偏好专业且未自动阻断,A033,中国传媒大学,A03313,G-2432826275c85956,18,page-018,2e91f8dd3ddf578f1c137e511205ccfa4349e914cc6897563e39219ad2331f1c,018_page-018,family_fit_full_ocr,5,5,3,1,2,0,0,0,0,优先复核-有偏好专业且未触发自动阻断,暂不判断-组内结构异常需先核页,Q1-高风险结构异常,P0-必须优先核页,2,2,否,,,,,,,0,,未命中同组代码历史投档线，需另找同校相邻组或新组参照。,1. 26 数字媒体技术（游戏科学与技术方向）｜计划:｜学费:3｜选科:【化学｜偏好:数字媒体技术｜风险:无｜接受度:优先了解-命中当前偏好方向｜专业行ID:M-93d6111287b31e95；2. 27 智能科学与技术｜计划:｜学费:5500｜选科:｜偏好:计算机类相关｜风险:无｜接受度:优先了解-命中当前偏好方向｜专业行ID:M-03be14d5008a95f0；3. 28 数据科学与大数据技术｜计划:｜学费:2｜选科:｜偏好:计算机类相关｜风险:无｜接受度:优先了解-命中当前偏好方向｜专业行ID:M-f588b8040b4edb64；4. 29 网络空间安全｜计划:｜学费:5500｜选科:｜偏好:无｜风险:无｜接受度:待了解-未命中当前偏好方向｜专业行ID:M-d52b9b951aa3b3b1；5. 30 网络空间安全（AI 治理与视听安全方｜计划:｜学费:5500｜选科:｜偏好:无｜风险:无｜接受度:待了解-未命中当前偏好方向｜专业行ID:M-fddc2e8a1a4582a1,先核数字媒体技术专业是否真实属于该组，并核完整调剂范围,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_charter_review,pending_family_acceptance_review,pending_transfer_decision,pending_history_line_review,pending_upgrade_decision,false,按页码回看第19期原PDF；逐专业核对后，再补湖北官方系统、省招办计划、高校章程、家庭接受度和调剂结论。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_review_pack,false,pending_b0_b1_original_page_review,GPK-8d270b1cf7961bc9,V3-4eb6d4e508aebdb4,B1-数字媒体技术优先核页,家庭筛选扩展,R1-偏好专业且未自动阻断,H775,韶关学院,H77505,G-aed32fc724b7746b,187,page-187,f43ed7a2639a2f26d7292eac69b6c0ef87df5c4019514915de2e721fcd6e420f,187_page-187,family_fit_full_ocr,1,1,1,1,0,0,0,0,0,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,Q4-结构相对完整待抽检,P0-必须优先核页,0,0,否,,,,478(化或生),500(厅化),484(化),3,2023:-3；2024:+3；2025:-10,仅作同组代码历史线索，不能直接证明2026组内专业和投档位次可沿用。,1. 05 数字媒体技术（办学地点：韶乐园校｜计划:10｜学费:5710｜选科:化学｜偏好:数字媒体技术｜风险:无｜接受度:优先了解-命中当前偏好方向｜专业行ID:M-4b0cc9d74eef3c59,先核数字媒体技术专业是否真实属于该组，并核完整调剂范围,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_charter_review,pending_family_acceptance_review,pending_transfer_decision,pending_history_line_review,pending_upgrade_decision,false,按页码回看第19期原PDF；逐专业核对后，再补湖北官方系统、省招办计划、高校章程、家庭接受度和调剂结论。
