高校官网辅证状态快照ID,来源高校官网辅证机会队列,来源高校侧辅证刷新公开账本,来源C4C6高校源刷新执行包,来源C4C6已留存官网源复用审计,来源C4C6结构化候选diff公开账本,来源C4C6高校官网补源尝试账本,来源高校官网live补源账本,来源湖北官方公开入口活体复查,来源期号,来源PDF_SHA256,生成日期,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,执行建议序号,机会队列ID,高校侧辅证刷新公开账本ID,院校代码,院校名称公开,机会优先级,机会类型,自动收益分,官网辅证自动动作,高校侧刷新批次,高校侧刷新任务类型,闭环优先级,官网证据强度,官网来源状态,来源质量判断,来源文件类型集合,公开来源文件数量,公开来源URL数量,候选官网URL数量,候选官网URL集合SHA256,种子官网URL数量,种子官网URL集合SHA256,本地公开来源文件集合SHA256,涉及招生明细数,涉及专业组数,涉及PDF页数,计划数冲突行数,官网补缺候选行数,强辅证抽检行数,部分来源待结构化行数,继续补源行数,仅章程规则行数,官网未匹配行数,字段辅证行数,C4C6执行包数量,C4C6需补结构化明细数,C4C6需继续补源明细数,C4C6综合结构化官网证据行数,C4C6专业名匹配明细数,C4C6未匹配明细数,C4C6无结构化官网源明细数,C4C6计划数一致候选数,C4C6官网可补OCR计划数候选数,C4C6计划数冲突候选数,C4C6可生成候选diff明细数,最新自动探针状态,是否已有live补源记录,live补源记录数,live结构化线索记录数,live补源状态桶,学校任务总数,学校P0任务数,学校P1任务数,学校P2任务数,学校P3任务数,学校可复用官网源任务数,学校部分来源待跟进任务数,学校仍需搜索计划网源任务数,学校仅章程规则任务数,自动化下一步桶,人工最小核验动作桶,PDF原页核页状态,湖北官方系统或省招办计划核验状态,高校官网源刷新状态,字段事实写回状态,快照结论桶,建议下一步动作,完成条件,公开安全策略
SCHOOLSRCSTATUS-208b8f82c0e15a6e,data/working/issue19-school-source-opportunity-queue.csv,data/working/issue19-stable-foundation-school-source-refresh-public-ledger.csv,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,data/working/issue19-c4-c6-retained-source-reuse-public-ledger.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,data/working/issue19-school-source-live-20260629-ledger.csv,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_status_snapshot_public_ledger,高校×高校侧辅证机会任务,公开任务级状态快照；逐专业字段仍留在原工作台和私有核验材料,false,false,false,false,false,false,false,false,42,SCHOOLOPP-0c7ebd0bf1929381,SCHOOLREFRESH-835c5a20c560dd7d,H450,山东工商学院,P0-立即处理,O2-官网专业名未匹配先补规则,19,C7-官网源未匹配专业需人工确认专业名,S1-专业名匹配人工确认,官网专业名未匹配人工确认,02-P1未匹配先核,unmatched,has_partial_source_needs_followup,Q6-来源质量待补充,部分来源待结构化,0,1,0,,1,55cf82bd0d9890ceccd4634f950b25ea6c07f0ceaab55da717f22ebc68f5d4e2,cd372fb85148700fa88095e3492d3f9f5beb43e555e5ff26d95f5a6adc36f8e6,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,no_live_probe_record,false,0,0,L0-暂无live补源记录,5,4,0,1,0,3,2,0,0,A2-专业名匹配规则或人工确认,M1-人工核专业名和同页上下文,pending_manual_pdf_review,pending_hubei_official_review,pending_school_source_refresh,blocked_until_pdf_hubei_official_review,S0-高风险冲突或补缺，先核PDF原页和湖北官方侧,先核第19期PDF原页和湖北官方侧；高校官网只作冲突解释和差异提示。,高校官网侧线索完成结构化或补源后，仍必须回到第19期PDF原页和湖北官方系统或省招办计划核验；需要章程限制的学校还需核录取规则、体检、语种、单科、收费、校区和调剂范围。,公开层只保存学校、任务桶、来源数量、集合SHA、状态桶和门禁；不保存逐专业字段内容、OCR原文、人工核验内容、私有路径、URL正文或登录信息。
SCHOOLSRCSTATUS-6bf7065414c2a549,data/working/issue19-school-source-opportunity-queue.csv,data/working/issue19-stable-foundation-school-source-refresh-public-ledger.csv,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,data/working/issue19-c4-c6-retained-source-reuse-public-ledger.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,data/working/issue19-school-source-live-20260629-ledger.csv,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_status_snapshot_public_ledger,高校×高校侧辅证机会任务,公开任务级状态快照；逐专业字段仍留在原工作台和私有核验材料,false,false,false,false,false,false,false,false,43,SCHOOLOPP-c994d3106149cb0d,SCHOOLREFRESH-2529d359a7f2d288,H945,南宁学院,P0-立即处理,O2-官网专业名未匹配先补规则,19,C7-官网源未匹配专业需人工确认专业名,S1-专业名匹配人工确认,官网专业名未匹配人工确认,02-P1未匹配先核,unmatched,has_partial_source_needs_followup,Q6-来源质量待补充,部分来源待结构化,0,1,0,,1,13fa381f1f1201b99245ee03f2e9e7a784aa307ee4dac4b0f41553f4bbbfc39d,cd372fb85148700fa88095e3492d3f9f5beb43e555e5ff26d95f5a6adc36f8e6,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,no_live_probe_record,false,0,0,L0-暂无live补源记录,4,3,0,1,0,2,2,0,0,A2-专业名匹配规则或人工确认,M1-人工核专业名和同页上下文,pending_manual_pdf_review,pending_hubei_official_review,pending_school_source_refresh,blocked_until_pdf_hubei_official_review,S0-高风险冲突或补缺，先核PDF原页和湖北官方侧,先核第19期PDF原页和湖北官方侧；高校官网只作冲突解释和差异提示。,高校官网侧线索完成结构化或补源后，仍必须回到第19期PDF原页和湖北官方系统或省招办计划核验；需要章程限制的学校还需核录取规则、体检、语种、单科、收费、校区和调剂范围。,公开层只保存学校、任务桶、来源数量、集合SHA、状态桶和门禁；不保存逐专业字段内容、OCR原文、人工核验内容、私有路径、URL正文或登录信息。
SCHOOLSRCSTATUS-a66dcc2c5bca48f9,data/working/issue19-school-source-opportunity-queue.csv,data/working/issue19-stable-foundation-school-source-refresh-public-ledger.csv,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,data/working/issue19-c4-c6-retained-source-reuse-public-ledger.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,data/working/issue19-school-source-live-20260629-ledger.csv,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_status_snapshot_public_ledger,高校×高校侧辅证机会任务,公开任务级状态快照；逐专业字段仍留在原工作台和私有核验材料,false,false,false,false,false,false,false,false,44,SCHOOLOPP-18801967bf4607c0,SCHOOLREFRESH-bf91fc200e0f7e70,K485,西安财经大学,P0-立即处理,O2-官网专业名未匹配先补规则,19,C7-官网源未匹配专业需人工确认专业名,S1-专业名匹配人工确认,官网专业名未匹配人工确认,02-P1未匹配先核,unmatched,has_partial_source_needs_followup,Q6-来源质量待补充,部分来源待结构化,0,1,0,,1,a0276e995a56ebd1644c80a9a8e0c0704cd5736a86ec560081d4884d7f0fc39b,cd372fb85148700fa88095e3492d3f9f5beb43e555e5ff26d95f5a6adc36f8e6,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,no_live_probe_record,false,0,0,L0-暂无live补源记录,2,1,1,0,0,0,2,0,0,A2-专业名匹配规则或人工确认,M1-人工核专业名和同页上下文,pending_manual_pdf_review,pending_hubei_official_review,pending_school_source_refresh,blocked_until_pdf_hubei_official_review,S0-高风险冲突或补缺，先核PDF原页和湖北官方侧,先核第19期PDF原页和湖北官方侧；高校官网只作冲突解释和差异提示。,高校官网侧线索完成结构化或补源后，仍必须回到第19期PDF原页和湖北官方系统或省招办计划核验；需要章程限制的学校还需核录取规则、体检、语种、单科、收费、校区和调剂范围。,公开层只保存学校、任务桶、来源数量、集合SHA、状态桶和门禁；不保存逐专业字段内容、OCR原文、人工核验内容、私有路径、URL正文或登录信息。
SCHOOLSRCSTATUS-3e584e5e14163457,data/working/issue19-school-source-opportunity-queue.csv,data/working/issue19-stable-foundation-school-source-refresh-public-ledger.csv,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,data/working/issue19-c4-c6-retained-source-reuse-public-ledger.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,data/working/issue19-school-source-live-20260629-ledger.csv,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_status_snapshot_public_ledger,高校×高校侧辅证机会任务,公开任务级状态快照；逐专业字段仍留在原工作台和私有核验材料,false,false,false,false,false,false,false,false,45,SCHOOLOPP-e101ddb185599592,SCHOOLREFRESH-1c97f6ee3624a3bb,A195,兰州大学,P1-高收益自动补源,O5-已有来源补结构化,1400,C4-已有部分来源需补结构化或补湖北行,S2-高校官网来源结构化刷新,已有来源补结构化或补湖北物理行,05-P1补结构化,partial_source,has_reusable_2026_hubei_plan_source,Q2-有入口或本地种子可复跑,未留存来源文件,0,1,0,,1,496f2d279b3532bf62b47b5aa2dba9ac62260ca92420c2da9586411471ba1ca8,60dcdaffe29748301ec86672513494434738e64a8907ea1a02c05ca85eb82164,46,9,1,0,0,0,46,0,0,0,0,1,46,0,56,40,4,0,0,42,0,42,no_live_probe_record,false,0,0,L0-暂无live补源记录,3,2,1,0,0,3,0,0,0,A3-补结构化或解析公开来源,M4-人工补计划网源,pending_manual_pdf_review,pending_hubei_official_review,pending_school_source_refresh,blocked_until_pdf_hubei_official_review,S1-已有高校侧结构化线索，可生成diff但不得写回,复用已有高校结构化来源生成差异线索；字段事实仍等待PDF原页和湖北官方侧确认。,高校官网侧线索完成结构化或补源后，仍必须回到第19期PDF原页和湖北官方系统或省招办计划核验；需要章程限制的学校还需核录取规则、体检、语种、单科、收费、校区和调剂范围。,公开层只保存学校、任务桶、来源数量、集合SHA、状态桶和门禁；不保存逐专业字段内容、OCR原文、人工核验内容、私有路径、URL正文或登录信息。
SCHOOLSRCSTATUS-79d4e69480313398,data/working/issue19-school-source-opportunity-queue.csv,data/working/issue19-stable-foundation-school-source-refresh-public-ledger.csv,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,data/working/issue19-c4-c6-retained-source-reuse-public-ledger.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,data/working/issue19-school-source-live-20260629-ledger.csv,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_status_snapshot_public_ledger,高校×高校侧辅证机会任务,公开任务级状态快照；逐专业字段仍留在原工作台和私有核验材料,false,false,false,false,false,false,false,false,46,SCHOOLOPP-2950a5f283207459,SCHOOLREFRESH-908474412ebd1043,K151,成都理工大学,P1-高收益自动补源,O4-有入口但缺结构化源,1325,C4-已有部分来源需补结构化或补湖北行,S2-高校官网来源结构化刷新,已有来源补结构化或补湖北物理行,05-P1补结构化,partial_source,has_partial_source_needs_followup,Q3-已有自动探针边界记录,部分来源待结构化,0,1,1,59dd89f0e1b646bb768a95904048284233c96a399edc36b4c473c3676edf3c4a,1,59dd89f0e1b646bb768a95904048284233c96a399edc36b4c473c3676edf3c4a,e0037dea805ec7e9ee6ddd710aef452fe2184076d871056071d0a5fc4bd9bc43,50,11,2,0,0,0,50,0,0,0,0,1,50,0,0,0,0,50,0,0,0,0,http_412_precondition_failed,false,0,0,L0-暂无live补源记录,2,0,2,0,0,0,2,0,0,A3-补结构化或解析公开来源,M4-人工补计划网源,pending_manual_pdf_review,pending_hubei_official_review,pending_school_source_refresh,blocked_until_pdf_hubei_official_review,S2-已有入口或部分来源，先补结构化和匹配规则,补结构化、专业名匹配规则或公开附件解析；再回PDF原页和湖北官方侧核验。,高校官网侧线索完成结构化或补源后，仍必须回到第19期PDF原页和湖北官方系统或省招办计划核验；需要章程限制的学校还需核录取规则、体检、语种、单科、收费、校区和调剂范围。,公开层只保存学校、任务桶、来源数量、集合SHA、状态桶和门禁；不保存逐专业字段内容、OCR原文、人工核验内容、私有路径、URL正文或登录信息。
SCHOOLSRCSTATUS-08826474952dfe89,data/working/issue19-school-source-opportunity-queue.csv,data/working/issue19-stable-foundation-school-source-refresh-public-ledger.csv,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,data/working/issue19-c4-c6-retained-source-reuse-public-ledger.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,data/working/issue19-school-source-live-20260629-ledger.csv,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_status_snapshot_public_ledger,高校×高校侧辅证机会任务,公开任务级状态快照；逐专业字段仍留在原工作台和私有核验材料,false,false,false,false,false,false,false,false,47,SCHOOLOPP-de89006b806a9306,SCHOOLREFRESH-cc23b5f044f2b56b,K345,云南大学,P1-高收益自动补源,O4-有入口但缺结构化源,935,C4-已有部分来源需补结构化或补湖北行,S2-高校官网来源结构化刷新,已有来源补结构化或补湖北物理行,05-P1补结构化,partial_source,has_partial_source_needs_followup,Q2-有入口或本地种子可复跑,部分来源待结构化,0,1,1,7977890edad3fe9f776a3fdc020102f0a9d28a67c25ad16041935f800192c66d,1,7977890edad3fe9f776a3fdc020102f0a9d28a67c25ad16041935f800192c66d,e589520c41468654fe31661865a6d891adc5664d1b5cff511504bcb7fb153ee5,35,8,2,0,0,0,35,0,0,0,0,1,35,0,0,0,0,35,0,0,0,0,entry_200_api_403_forbidden,false,0,0,L0-暂无live补源记录,2,0,2,0,0,0,2,0,0,A3-补结构化或解析公开来源,M4-人工补计划网源,pending_manual_pdf_review,pending_hubei_official_review,pending_school_source_refresh,blocked_until_pdf_hubei_official_review,S2-已有入口或部分来源，先补结构化和匹配规则,补结构化、专业名匹配规则或公开附件解析；再回PDF原页和湖北官方侧核验。,高校官网侧线索完成结构化或补源后，仍必须回到第19期PDF原页和湖北官方系统或省招办计划核验；需要章程限制的学校还需核录取规则、体检、语种、单科、收费、校区和调剂范围。,公开层只保存学校、任务桶、来源数量、集合SHA、状态桶和门禁；不保存逐专业字段内容、OCR原文、人工核验内容、私有路径、URL正文或登录信息。
SCHOOLSRCSTATUS-e4d44c1c612b6b7f,data/working/issue19-school-source-opportunity-queue.csv,data/working/issue19-stable-foundation-school-source-refresh-public-ledger.csv,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,data/working/issue19-c4-c6-retained-source-reuse-public-ledger.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,data/working/issue19-school-source-live-20260629-ledger.csv,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_status_snapshot_public_ledger,高校×高校侧辅证机会任务,公开任务级状态快照；逐专业字段仍留在原工作台和私有核验材料,false,false,false,false,false,false,false,false,48,SCHOOLOPP-162bef88bdfb46c8,SCHOOLREFRESH-3e5575407e9960c4,A022,北京林业大学,P1-高收益自动补源,O4-有入口但缺结构化源,753,C4-已有部分来源需补结构化或补湖北行,S2-高校官网来源结构化刷新,已有来源补结构化或补湖北物理行,05-P1补结构化,partial_source,has_partial_source_needs_followup,Q2-有入口或本地种子可复跑,部分来源待结构化,0,1,1,289917563a763f48e939771fb463f5eb6d2d12b2390ee374354100fa6770f0d0,1,289917563a763f48e939771fb463f5eb6d2d12b2390ee374354100fa6770f0d0,493523fea3757d68ac857a18c4038036b061e8518af4d173c798b8da05ac35f6,28,10,1,0,0,0,28,0,0,0,0,1,28,0,0,0,0,28,0,0,0,0,entry_timeout_api_timeout_previous_forbidden,false,0,0,L0-暂无live补源记录,2,0,2,0,0,0,2,0,0,A3-补结构化或解析公开来源,M4-人工补计划网源,pending_manual_pdf_review,pending_hubei_official_review,pending_school_source_refresh,blocked_until_pdf_hubei_official_review,S2-已有入口或部分来源，先补结构化和匹配规则,补结构化、专业名匹配规则或公开附件解析；再回PDF原页和湖北官方侧核验。,高校官网侧线索完成结构化或补源后，仍必须回到第19期PDF原页和湖北官方系统或省招办计划核验；需要章程限制的学校还需核录取规则、体检、语种、单科、收费、校区和调剂范围。,公开层只保存学校、任务桶、来源数量、集合SHA、状态桶和门禁；不保存逐专业字段内容、OCR原文、人工核验内容、私有路径、URL正文或登录信息。
SCHOOLSRCSTATUS-a3a41fc1b4f74399,data/working/issue19-school-source-opportunity-queue.csv,data/working/issue19-stable-foundation-school-source-refresh-public-ledger.csv,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,data/working/issue19-c4-c6-retained-source-reuse-public-ledger.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,data/working/issue19-school-source-live-20260629-ledger.csv,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_status_snapshot_public_ledger,高校×高校侧辅证机会任务,公开任务级状态快照；逐专业字段仍留在原工作台和私有核验材料,false,false,false,false,false,false,false,false,49,SCHOOLOPP-36bb5e8fb8a02fd0,SCHOOLREFRESH-e39eef6215c6bdfd,H439,山东财经大学,P1-高收益自动补源,O4-有入口但缺结构化源,389,C4-已有部分来源需补结构化或补湖北行,S2-高校官网来源结构化刷新,已有来源补结构化或补湖北物理行,05-P1补结构化,partial_source,has_partial_source_needs_followup,Q2-有入口或本地种子可复跑,部分来源待结构化,0,1,1,6fc4b21a2064a183ff6249925e8ef5553797bfcf29752410d5aad781dc7db42c,1,6fc4b21a2064a183ff6249925e8ef5553797bfcf29752410d5aad781dc7db42c,9e4b001b79a7ab0f2cf9a12dad26d985942c9f2ddd9a1bdd32fad094dcc762cd,14,2,1,0,0,0,14,0,0,0,0,1,14,0,0,0,0,14,0,0,0,0,tls_handshake_failure_entry_and_api,false,0,0,L0-暂无live补源记录,2,0,2,0,0,0,2,0,0,A3-补结构化或解析公开来源,M4-人工补计划网源,pending_manual_pdf_review,pending_hubei_official_review,pending_school_source_refresh,blocked_until_pdf_hubei_official_review,S2-已有入口或部分来源，先补结构化和匹配规则,补结构化、专业名匹配规则或公开附件解析；再回PDF原页和湖北官方侧核验。,高校官网侧线索完成结构化或补源后，仍必须回到第19期PDF原页和湖北官方系统或省招办计划核验；需要章程限制的学校还需核录取规则、体检、语种、单科、收费、校区和调剂范围。,公开层只保存学校、任务桶、来源数量、集合SHA、状态桶和门禁；不保存逐专业字段内容、OCR原文、人工核验内容、私有路径、URL正文或登录信息。
SCHOOLSRCSTATUS-0f4102eb6a1d8ed5,data/working/issue19-school-source-opportunity-queue.csv,data/working/issue19-stable-foundation-school-source-refresh-public-ledger.csv,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,data/working/issue19-c4-c6-retained-source-reuse-public-ledger.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,data/working/issue19-school-source-live-20260629-ledger.csv,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_status_snapshot_public_ledger,高校×高校侧辅证机会任务,公开任务级状态快照；逐专业字段仍留在原工作台和私有核验材料,false,false,false,false,false,false,false,false,50,SCHOOLOPP-912174462f844f4b,SCHOOLREFRESH-9ef8785e3f59bf74,F099,天津外国语大学,P1-高收益自动补源,O5-已有来源补结构化,384,C4-已有部分来源需补结构化或补湖北行,S2-高校官网来源结构化刷新,已有来源补结构化或补湖北物理行,05-P1补结构化,partial_source,has_reusable_2026_hubei_plan_source,Q2-有入口或本地种子可复跑,未留存来源文件,0,1,0,,1,31bd6aa343f0679c426bcca7a22cfd0d8db4a23adc2ba870d4f5a88ee759682a,d669198581f20b0d3a55c445ce38b1102682c5c48a537a94e3c6c8eaf44b00de,12,4,1,0,0,0,12,0,0,0,0,1,12,0,14,12,0,0,0,12,0,12,no_live_probe_record,false,0,0,L0-暂无live补源记录,2,1,1,0,0,2,0,0,0,A3-补结构化或解析公开来源,M4-人工补计划网源,pending_manual_pdf_review,pending_hubei_official_review,pending_school_source_refresh,blocked_until_pdf_hubei_official_review,S1-已有高校侧结构化线索，可生成diff但不得写回,复用已有高校结构化来源生成差异线索；字段事实仍等待PDF原页和湖北官方侧确认。,高校官网侧线索完成结构化或补源后，仍必须回到第19期PDF原页和湖北官方系统或省招办计划核验；需要章程限制的学校还需核录取规则、体检、语种、单科、收费、校区和调剂范围。,公开层只保存学校、任务桶、来源数量、集合SHA、状态桶和门禁；不保存逐专业字段内容、OCR原文、人工核验内容、私有路径、URL正文或登录信息。
SCHOOLSRCSTATUS-15c60e808d0bd8ff,data/working/issue19-school-source-opportunity-queue.csv,data/working/issue19-stable-foundation-school-source-refresh-public-ledger.csv,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,data/working/issue19-c4-c6-retained-source-reuse-public-ledger.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,data/working/issue19-school-source-live-20260629-ledger.csv,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_status_snapshot_public_ledger,高校×高校侧辅证机会任务,公开任务级状态快照；逐专业字段仍留在原工作台和私有核验材料,false,false,false,false,false,false,false,false,51,SCHOOLOPP-a89c3b904d372cdb,SCHOOLREFRESH-a7a916707cbcce05,K345,云南大学,P1-高收益自动补源,O4-有入口但缺结构化源,333,C6-继续搜索高校官网2026湖北计划源,S4-继续补高校官网计划源,继续搜索高校官网2026湖北计划,07-P2补源,needs_source,has_partial_source_needs_followup,Q2-有入口或本地种子可复跑,部分来源待结构化,0,1,1,7977890edad3fe9f776a3fdc020102f0a9d28a67c25ad16041935f800192c66d,1,7977890edad3fe9f776a3fdc020102f0a9d28a67c25ad16041935f800192c66d,bac22e54e6b5fd5621e8c6cd17d4710a0ba848bf8d1c80a28141c517fcdec9cc,11,1,2,0,0,0,0,11,0,0,0,1,0,11,0,0,0,11,0,0,0,0,entry_200_api_403_forbidden,false,0,0,L0-暂无live补源记录,2,0,2,0,0,0,2,0,0,A3-补结构化或解析公开来源,M4-人工补计划网源,pending_manual_pdf_review,pending_hubei_official_review,pending_school_source_refresh,blocked_until_pdf_hubei_official_review,S2-已有入口或部分来源，先补结构化和匹配规则,补结构化、专业名匹配规则或公开附件解析；再回PDF原页和湖北官方侧核验。,高校官网侧线索完成结构化或补源后，仍必须回到第19期PDF原页和湖北官方系统或省招办计划核验；需要章程限制的学校还需核录取规则、体检、语种、单科、收费、校区和调剂范围。,公开层只保存学校、任务桶、来源数量、集合SHA、状态桶和门禁；不保存逐专业字段内容、OCR原文、人工核验内容、私有路径、URL正文或登录信息。
SCHOOLSRCSTATUS-2d36ccc2040c1872,data/working/issue19-school-source-opportunity-queue.csv,data/working/issue19-stable-foundation-school-source-refresh-public-ledger.csv,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,data/working/issue19-c4-c6-retained-source-reuse-public-ledger.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,data/working/issue19-school-source-live-20260629-ledger.csv,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_status_snapshot_public_ledger,高校×高校侧辅证机会任务,公开任务级状态快照；逐专业字段仍留在原工作台和私有核验材料,false,false,false,false,false,false,false,false,52,SCHOOLOPP-4fe65872606711ee,SCHOOLREFRESH-b77bf47f41683229,A135,山东大学,P1-高收益自动补源,O5-已有来源补结构化,332,C4-已有部分来源需补结构化或补湖北行,S2-高校官网来源结构化刷新,已有来源补结构化或补湖北物理行,05-P1补结构化,partial_source,has_reusable_2026_hubei_plan_source,Q1-有结构化源且存在计划数一致候选,未留存来源文件,0,1,0,,1,ec446d1e25e8d11a1ea4068de59ecfbf0cf104218f7dafbb3d6fe63f1461890c,34026f4be81afd5b9a03e30575c681c1512be4a701dadd5a7aba048fbc912e85,13,3,2,0,0,0,13,0,0,0,0,1,13,0,24,10,3,0,3,7,0,10,no_live_probe_record,false,0,0,L0-暂无live补源记录,4,2,1,1,0,4,0,0,0,A3-补结构化或解析公开来源,M4-人工补计划网源,pending_manual_pdf_review,pending_hubei_official_review,pending_school_source_refresh,blocked_until_pdf_hubei_official_review,S1-已有高校侧结构化线索，可生成diff但不得写回,复用已有高校结构化来源生成差异线索；字段事实仍等待PDF原页和湖北官方侧确认。,高校官网侧线索完成结构化或补源后，仍必须回到第19期PDF原页和湖北官方系统或省招办计划核验；需要章程限制的学校还需核录取规则、体检、语种、单科、收费、校区和调剂范围。,公开层只保存学校、任务桶、来源数量、集合SHA、状态桶和门禁；不保存逐专业字段内容、OCR原文、人工核验内容、私有路径、URL正文或登录信息。
