来源期号,来源PDF_SHA256,数据阶段,最终可用,核验状态,官方逐专业校验任务ID,官方交叉校验任务ID,专业核验任务ID,候选V3入口ID,复核批次,入口类型,院校代码,院校名称OCR,2026院校专业组代码,来源页码,专业明细来源,专业行来源,专业行ID,专业组内专业序号,专业代号OCR,专业名称及备注OCR,再选科目OCR候选,专业计划数OCR候选,学费OCR候选,专业偏好方向,专业风险类型,专业字段完整性标记,机器专业接受度初判,机器阻断或待核原因,调剂影响初判,官网来源状态,官网URL,本地留存路径,可核字段,官网来源局限,官方源缺口,PDF字段核验状态,湖北官方系统字段核验状态,高校官网/章程字段核验状态,家庭接受度人工结论状态,调剂影响人工结论状态,字段核验状态,是否阻断组升级,可进入最终专业列表,可进入下一阶段,高校官网计划检索式,招生章程检索式,下一步
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_major_official_crosscheck,OMQ-03c2ef9220c40c69,OCQ-cea900a85c1148c5,MPK-f233ca4d4efa3a22,V3-0e95d9ab686ff6f5,B1-数字媒体技术优先核页,家庭筛选扩展,H945,南宁学院,H94505,199,family_fit_full_ocr,family_fit_major_detail,M-68b3c87f68237d40,2,23,数据科学与大数据技术,,2,,计算机类相关,,missing_subject_candidate;missing_tuition_candidate,优先了解-命中当前偏好方向,学费字段非纯数字或缺失,主动填报优先专业候选,needs_official_plan_source_search,,,,,未定位可复用的高校官网湖北2026普通本科物理招生计划，需要优先补源,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_plan_or_charter_review,pending_family_acceptance_review,pending_transfer_decision,pending,是,false,false,南宁学院 2026 湖北 招生计划 本科 专业组 招生网,南宁学院 2026 普通本科 招生章程,逐专业比对PDF原页、湖北官方系统或省招办计划、高校官网/章程和家庭接受度；专业字段未全部确认前不得进入最终专业列表。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_major_official_crosscheck,OMQ-2085e90c6097b446,OCQ-cea900a85c1148c5,MPK-e40516438094a437,V3-0e95d9ab686ff6f5,B1-数字媒体技术优先核页,家庭筛选扩展,H945,南宁学院,H94505,199,family_fit_full_ocr,family_fit_major_detail,M-428c631bc321e966,3,24,数字媒体技术,,22500.,,数字媒体技术,,missing_subject_candidate;plan_count_not_plain_number;missing_tuition_candidate,优先了解-命中当前偏好方向,学费字段非纯数字或缺失；计划数字段非纯数字或缺失；专业行存在高严重结构异常,主动填报优先专业候选,needs_official_plan_source_search,,,,,未定位可复用的高校官网湖北2026普通本科物理招生计划，需要优先补源,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_plan_or_charter_review,pending_family_acceptance_review,pending_transfer_decision,pending,是,false,false,南宁学院 2026 湖北 招生计划 本科 专业组 招生网,南宁学院 2026 普通本科 招生章程,逐专业比对PDF原页、湖北官方系统或省招办计划、高校官网/章程和家庭接受度；专业字段未全部确认前不得进入最终专业列表。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_major_official_crosscheck,OMQ-03ad9240b8692d84,OCQ-cea900a85c1148c5,MPK-050a26788a558edb,V3-0e95d9ab686ff6f5,B1-数字媒体技术优先核页,家庭筛选扩展,H945,南宁学院,H94505,199,family_fit_full_ocr,family_fit_major_detail,M-dc718284a7b7340c,4,25,计算机科学与技术（不招单色不能识别考生）,,22500,,计算机类相关,,missing_subject_candidate;missing_tuition_candidate,优先了解-命中当前偏好方向,学费字段非纯数字或缺失；专业行存在高严重结构异常,主动填报优先专业候选,needs_official_plan_source_search,,,,,未定位可复用的高校官网湖北2026普通本科物理招生计划，需要优先补源,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_plan_or_charter_review,pending_family_acceptance_review,pending_transfer_decision,pending,是,false,false,南宁学院 2026 湖北 招生计划 本科 专业组 招生网,南宁学院 2026 普通本科 招生章程,逐专业比对PDF原页、湖北官方系统或省招办计划、高校官网/章程和家庭接受度；专业字段未全部确认前不得进入最终专业列表。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_major_official_crosscheck,OMQ-7c2f7f45f052782c,OCQ-cea900a85c1148c5,MPK-fbe485aa01160496,V3-0e95d9ab686ff6f5,B1-数字媒体技术优先核页,家庭筛选扩展,H945,南宁学院,H94505,199,family_fit_full_ocr,family_fit_major_detail,M-0e8881b7e05a4ea3,5,26,智能科学与技术H948柳州工学院（民办）（广西）,,2,,计算机类相关,,missing_subject_candidate;missing_tuition_candidate,优先了解-命中当前偏好方向,学费字段非纯数字或缺失；专业行存在高严重结构异常,主动填报优先专业候选,needs_official_plan_source_search,,,,,未定位可复用的高校官网湖北2026普通本科物理招生计划，需要优先补源,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_plan_or_charter_review,pending_family_acceptance_review,pending_transfer_decision,pending,是,false,false,南宁学院 2026 湖北 招生计划 本科 专业组 招生网,南宁学院 2026 普通本科 招生章程,逐专业比对PDF原页、湖北官方系统或省招办计划、高校官网/章程和家庭接受度；专业字段未全部确认前不得进入最终专业列表。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_major_official_crosscheck,OMQ-40f4c45670675123,OCQ-8d4f42fbebbf6a0a,MPK-fb4933f2326e53b8,V3-2f92e3d2707f3a59,B1-数字媒体技术优先核页,同校偏好专业补充组,K151,成都理工大学,K15114,208,candidate_v2_review_seed,candidate_v2_major_review_seed,,1,53,数字媒体技术（不能准确在显示器上识别红、黄、绿、蓝、紫各颜色中任何一种颜色的数码、字母者不能录取；宜宾校区就读）,化学,2,6240,数字媒体技术,体检或色觉限制,,暂缓判断-特殊限制待核,体检/语种/专项等特殊限制待核,调剂影响待核,has_partial_source_needs_followup,https://zsdata.cdut.edu.cn/zsdata/lqxx/,未留存,官方招生信息动态查询入口；省份/年份/科类筛选,页面需动态查询，本地尚未保存湖北2026物理类结果,已有部分官网线索，但仍需补齐湖北普通本科物理专业组或逐专业字段,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_plan_or_charter_review,pending_family_acceptance_review,pending_transfer_decision,pending,是,false,false,成都理工大学 2026 湖北 招生计划 本科 专业组 招生网,成都理工大学 2026 普通本科 招生章程,逐专业比对PDF原页、湖北官方系统或省招办计划、高校官网/章程和家庭接受度；专业字段未全部确认前不得进入最终专业列表。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_major_official_crosscheck,OMQ-0e00f9c4fd11f184,OCQ-8d4f42fbebbf6a0a,MPK-0667cb4ae57af262,V3-2f92e3d2707f3a59,B1-数字媒体技术优先核页,同校偏好专业补充组,K151,成都理工大学,K15114,208,candidate_v2_review_seed,candidate_v2_major_review_seed,,2,54,智能科学与技术（宜宾校区）,化学,4,6240,计算机类相关,,,优先了解-命中当前偏好方向,未触发自动阻断；仍需原PDF和官方来源核验,主动填报优先专业候选,has_partial_source_needs_followup,https://zsdata.cdut.edu.cn/zsdata/lqxx/,未留存,官方招生信息动态查询入口；省份/年份/科类筛选,页面需动态查询，本地尚未保存湖北2026物理类结果,已有部分官网线索，但仍需补齐湖北普通本科物理专业组或逐专业字段,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_plan_or_charter_review,pending_family_acceptance_review,pending_transfer_decision,pending,是,false,false,成都理工大学 2026 湖北 招生计划 本科 专业组 招生网,成都理工大学 2026 普通本科 招生章程,逐专业比对PDF原页、湖北官方系统或省招办计划、高校官网/章程和家庭接受度；专业字段未全部确认前不得进入最终专业列表。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_major_official_crosscheck,OMQ-2a296e854d36f86f,OCQ-8d4f42fbebbf6a0a,MPK-013d544cc4a563b1,V3-2f92e3d2707f3a59,B1-数字媒体技术优先核页,同校偏好专业补充组,K151,成都理工大学,K15114,208,candidate_v2_review_seed,candidate_v2_major_review_seed,,3,55,电子信息工程（宜宾校区）,化学,2,6240,,,,待了解-未命中当前偏好方向,未触发自动阻断；仍需原PDF和官方来源核验,可作为调剂接受度待家庭判断专业,has_partial_source_needs_followup,https://zsdata.cdut.edu.cn/zsdata/lqxx/,未留存,官方招生信息动态查询入口；省份/年份/科类筛选,页面需动态查询，本地尚未保存湖北2026物理类结果,已有部分官网线索，但仍需补齐湖北普通本科物理专业组或逐专业字段,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_plan_or_charter_review,pending_family_acceptance_review,pending_transfer_decision,pending,是,false,false,成都理工大学 2026 湖北 招生计划 本科 专业组 招生网,成都理工大学 2026 普通本科 招生章程,逐专业比对PDF原页、湖北官方系统或省招办计划、高校官网/章程和家庭接受度；专业字段未全部确认前不得进入最终专业列表。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_major_official_crosscheck,OMQ-3bc758747aacad9e,OCQ-829e3986f2d60255,MPK-884375afd8c2dbcd,V3-921503e81e3d0c84,B1-数字媒体技术优先核页,家庭筛选扩展,K153,成都信息工程大学,K15306,209,family_fit_full_ocr,family_fit_major_detail,M-eb78e1c31fae9e22,1,13,大气科学（办学地点：航空港校区）,,,6240,,,missing_subject_candidate;missing_plan_count_candidate,待了解-未命中当前偏好方向,计划数字段非纯数字或缺失,可作为调剂接受度待家庭判断专业,has_partial_source_needs_followup,https://zs.cuit.edu.cn/info/1096/1688.htm,data/external/issue19-b0-b1-official-sources/cuit-2026-undergraduate-plan.html,湖北2026分专业计划；专业代码；湖北计划数；学费；学院；校区,未直接给出湖北院校专业组代码和专业代号，需与第19期原页及湖北官方系统对齐,已有部分官网线索，但仍需补齐湖北普通本科物理专业组或逐专业字段,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_plan_or_charter_review,pending_family_acceptance_review,pending_transfer_decision,pending,是,false,false,成都信息工程大学 2026 湖北 招生计划 本科 专业组 招生网,成都信息工程大学 2026 普通本科 招生章程,逐专业比对PDF原页、湖北官方系统或省招办计划、高校官网/章程和家庭接受度；专业字段未全部确认前不得进入最终专业列表。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_major_official_crosscheck,OMQ-2c9dd50483e79566,OCQ-829e3986f2d60255,MPK-fd1b78a3fb42c743,V3-921503e81e3d0c84,B1-数字媒体技术优先核页,家庭筛选扩展,K153,成都信息工程大学,K15306,209,family_fit_full_ocr,family_fit_major_detail,M-4d07d36dc438349c,2,14,应用气象学（办学地点：航空港校区）,,,6240,,,missing_subject_candidate;missing_plan_count_candidate,待了解-未命中当前偏好方向,计划数字段非纯数字或缺失,可作为调剂接受度待家庭判断专业,has_partial_source_needs_followup,https://zs.cuit.edu.cn/info/1096/1688.htm,data/external/issue19-b0-b1-official-sources/cuit-2026-undergraduate-plan.html,湖北2026分专业计划；专业代码；湖北计划数；学费；学院；校区,未直接给出湖北院校专业组代码和专业代号，需与第19期原页及湖北官方系统对齐,已有部分官网线索，但仍需补齐湖北普通本科物理专业组或逐专业字段,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_plan_or_charter_review,pending_family_acceptance_review,pending_transfer_decision,pending,是,false,false,成都信息工程大学 2026 湖北 招生计划 本科 专业组 招生网,成都信息工程大学 2026 普通本科 招生章程,逐专业比对PDF原页、湖北官方系统或省招办计划、高校官网/章程和家庭接受度；专业字段未全部确认前不得进入最终专业列表。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_major_official_crosscheck,OMQ-03d1326b17f5fdfc,OCQ-829e3986f2d60255,MPK-e80c18c32dc472ea,V3-921503e81e3d0c84,B1-数字媒体技术优先核页,家庭筛选扩展,K153,成都信息工程大学,K15306,209,family_fit_full_ocr,family_fit_major_detail,M-8281eec06d651680,3,15,电子信息工程（办学地点：航空港校,,,6240,,,missing_subject_candidate;missing_plan_count_candidate,待了解-未命中当前偏好方向,计划数字段非纯数字或缺失,可作为调剂接受度待家庭判断专业,has_partial_source_needs_followup,https://zs.cuit.edu.cn/info/1096/1688.htm,data/external/issue19-b0-b1-official-sources/cuit-2026-undergraduate-plan.html,湖北2026分专业计划；专业代码；湖北计划数；学费；学院；校区,未直接给出湖北院校专业组代码和专业代号，需与第19期原页及湖北官方系统对齐,已有部分官网线索，但仍需补齐湖北普通本科物理专业组或逐专业字段,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_plan_or_charter_review,pending_family_acceptance_review,pending_transfer_decision,pending,是,false,false,成都信息工程大学 2026 湖北 招生计划 本科 专业组 招生网,成都信息工程大学 2026 普通本科 招生章程,逐专业比对PDF原页、湖北官方系统或省招办计划、高校官网/章程和家庭接受度；专业字段未全部确认前不得进入最终专业列表。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_major_official_crosscheck,OMQ-4f60086890e4ad9a,OCQ-829e3986f2d60255,MPK-66abc0477aec8bf4,V3-921503e81e3d0c84,B1-数字媒体技术优先核页,家庭筛选扩展,K153,成都信息工程大学,K15306,209,family_fit_full_ocr,family_fit_major_detail,M-38fceae625805a27,4,16,通信工程（办学地点：航空港校区）,,2,6240,,,missing_subject_candidate,待了解-未命中当前偏好方向,未触发自动阻断；仍需原PDF和官方来源核验,可作为调剂接受度待家庭判断专业,has_partial_source_needs_followup,https://zs.cuit.edu.cn/info/1096/1688.htm,data/external/issue19-b0-b1-official-sources/cuit-2026-undergraduate-plan.html,湖北2026分专业计划；专业代码；湖北计划数；学费；学院；校区,未直接给出湖北院校专业组代码和专业代号，需与第19期原页及湖北官方系统对齐,已有部分官网线索，但仍需补齐湖北普通本科物理专业组或逐专业字段,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_plan_or_charter_review,pending_family_acceptance_review,pending_transfer_decision,pending,是,false,false,成都信息工程大学 2026 湖北 招生计划 本科 专业组 招生网,成都信息工程大学 2026 普通本科 招生章程,逐专业比对PDF原页、湖北官方系统或省招办计划、高校官网/章程和家庭接受度；专业字段未全部确认前不得进入最终专业列表。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_major_official_crosscheck,OMQ-5eb604c22855fadc,OCQ-829e3986f2d60255,MPK-8cd0e8282fc03f59,V3-921503e81e3d0c84,B1-数字媒体技术优先核页,家庭筛选扩展,K153,成都信息工程大学,K15306,209,family_fit_full_ocr,family_fit_major_detail,M-9bc8176e8a744551,5,17,集成电路设计与集成系统（办学地点：航空港校区）,,2,6240,,,missing_subject_candidate,待了解-未命中当前偏好方向,未触发自动阻断；仍需原PDF和官方来源核验,可作为调剂接受度待家庭判断专业,has_partial_source_needs_followup,https://zs.cuit.edu.cn/info/1096/1688.htm,data/external/issue19-b0-b1-official-sources/cuit-2026-undergraduate-plan.html,湖北2026分专业计划；专业代码；湖北计划数；学费；学院；校区,未直接给出湖北院校专业组代码和专业代号，需与第19期原页及湖北官方系统对齐,已有部分官网线索，但仍需补齐湖北普通本科物理专业组或逐专业字段,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_plan_or_charter_review,pending_family_acceptance_review,pending_transfer_decision,pending,是,false,false,成都信息工程大学 2026 湖北 招生计划 本科 专业组 招生网,成都信息工程大学 2026 普通本科 招生章程,逐专业比对PDF原页、湖北官方系统或省招办计划、高校官网/章程和家庭接受度；专业字段未全部确认前不得进入最终专业列表。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_major_official_crosscheck,OMQ-026a1e781e5060cc,OCQ-829e3986f2d60255,MPK-68a437ac2f170511,V3-921503e81e3d0c84,B1-数字媒体技术优先核页,家庭筛选扩展,K153,成都信息工程大学,K15306,209,family_fit_full_ocr,family_fit_major_detail,M-64c9412f5ae649f9,6,18,测绘工程（办学地点：航空港校区）,,2,6240,,,missing_subject_candidate,待了解-未命中当前偏好方向,未触发自动阻断；仍需原PDF和官方来源核验,可作为调剂接受度待家庭判断专业,has_partial_source_needs_followup,https://zs.cuit.edu.cn/info/1096/1688.htm,data/external/issue19-b0-b1-official-sources/cuit-2026-undergraduate-plan.html,湖北2026分专业计划；专业代码；湖北计划数；学费；学院；校区,未直接给出湖北院校专业组代码和专业代号，需与第19期原页及湖北官方系统对齐,已有部分官网线索，但仍需补齐湖北普通本科物理专业组或逐专业字段,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_plan_or_charter_review,pending_family_acceptance_review,pending_transfer_decision,pending,是,false,false,成都信息工程大学 2026 湖北 招生计划 本科 专业组 招生网,成都信息工程大学 2026 普通本科 招生章程,逐专业比对PDF原页、湖北官方系统或省招办计划、高校官网/章程和家庭接受度；专业字段未全部确认前不得进入最终专业列表。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_major_official_crosscheck,OMQ-9f921661bdb7af2f,OCQ-829e3986f2d60255,MPK-27339af551bd55f8,V3-921503e81e3d0c84,B1-数字媒体技术优先核页,家庭筛选扩展,K153,成都信息工程大学,K15306,209,family_fit_full_ocr,family_fit_major_detail,M-912162e2ec586cf5,7,19,逻感科学与技术（办学地点：航空港校,,2,6240,,,missing_subject_candidate,待了解-未命中当前偏好方向,未触发自动阻断；仍需原PDF和官方来源核验,可作为调剂接受度待家庭判断专业,has_partial_source_needs_followup,https://zs.cuit.edu.cn/info/1096/1688.htm,data/external/issue19-b0-b1-official-sources/cuit-2026-undergraduate-plan.html,湖北2026分专业计划；专业代码；湖北计划数；学费；学院；校区,未直接给出湖北院校专业组代码和专业代号，需与第19期原页及湖北官方系统对齐,已有部分官网线索，但仍需补齐湖北普通本科物理专业组或逐专业字段,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_plan_or_charter_review,pending_family_acceptance_review,pending_transfer_decision,pending,是,false,false,成都信息工程大学 2026 湖北 招生计划 本科 专业组 招生网,成都信息工程大学 2026 普通本科 招生章程,逐专业比对PDF原页、湖北官方系统或省招办计划、高校官网/章程和家庭接受度；专业字段未全部确认前不得进入最终专业列表。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_major_official_crosscheck,OMQ-e3c407236d008ef0,OCQ-829e3986f2d60255,MPK-4e147d711878888e,V3-921503e81e3d0c84,B1-数字媒体技术优先核页,家庭筛选扩展,K153,成都信息工程大学,K15306,209,family_fit_full_ocr,family_fit_major_detail,M-c7159e014f39d9d4,8,20,光电信息科学与工程（办学地点：航空港校区）,,2,6240,,,missing_subject_candidate,待了解-未命中当前偏好方向,未触发自动阻断；仍需原PDF和官方来源核验,可作为调剂接受度待家庭判断专业,has_partial_source_needs_followup,https://zs.cuit.edu.cn/info/1096/1688.htm,data/external/issue19-b0-b1-official-sources/cuit-2026-undergraduate-plan.html,湖北2026分专业计划；专业代码；湖北计划数；学费；学院；校区,未直接给出湖北院校专业组代码和专业代号，需与第19期原页及湖北官方系统对齐,已有部分官网线索，但仍需补齐湖北普通本科物理专业组或逐专业字段,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_plan_or_charter_review,pending_family_acceptance_review,pending_transfer_decision,pending,是,false,false,成都信息工程大学 2026 湖北 招生计划 本科 专业组 招生网,成都信息工程大学 2026 普通本科 招生章程,逐专业比对PDF原页、湖北官方系统或省招办计划、高校官网/章程和家庭接受度；专业字段未全部确认前不得进入最终专业列表。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_major_official_crosscheck,OMQ-68a5d7e672e8d330,OCQ-829e3986f2d60255,MPK-b855b33c25ce7438,V3-921503e81e3d0c84,B1-数字媒体技术优先核页,家庭筛选扩展,K153,成都信息工程大学,K15306,209,family_fit_full_ocr,family_fit_major_detail,M-946c01fc445f6eb2,9,21,包象技术与工程（办学地点：航空港校,,2,6240,,,missing_subject_candidate,待了解-未命中当前偏好方向,未触发自动阻断；仍需原PDF和官方来源核验,可作为调剂接受度待家庭判断专业,has_partial_source_needs_followup,https://zs.cuit.edu.cn/info/1096/1688.htm,data/external/issue19-b0-b1-official-sources/cuit-2026-undergraduate-plan.html,湖北2026分专业计划；专业代码；湖北计划数；学费；学院；校区,未直接给出湖北院校专业组代码和专业代号，需与第19期原页及湖北官方系统对齐,已有部分官网线索，但仍需补齐湖北普通本科物理专业组或逐专业字段,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_plan_or_charter_review,pending_family_acceptance_review,pending_transfer_decision,pending,是,false,false,成都信息工程大学 2026 湖北 招生计划 本科 专业组 招生网,成都信息工程大学 2026 普通本科 招生章程,逐专业比对PDF原页、湖北官方系统或省招办计划、高校官网/章程和家庭接受度；专业字段未全部确认前不得进入最终专业列表。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_major_official_crosscheck,OMQ-18072f466fc56b78,OCQ-829e3986f2d60255,MPK-62f13f4772ba83ec,V3-921503e81e3d0c84,B1-数字媒体技术优先核页,家庭筛选扩展,K153,成都信息工程大学,K15306,209,family_fit_full_ocr,family_fit_major_detail,M-117fada549583ed3,10,22,电气工程及其自动化（办学地点：航空港校区）,,2,6240,,,missing_subject_candidate,待了解-未命中当前偏好方向,未触发自动阻断；仍需原PDF和官方来源核验,可作为调剂接受度待家庭判断专业,has_partial_source_needs_followup,https://zs.cuit.edu.cn/info/1096/1688.htm,data/external/issue19-b0-b1-official-sources/cuit-2026-undergraduate-plan.html,湖北2026分专业计划；专业代码；湖北计划数；学费；学院；校区,未直接给出湖北院校专业组代码和专业代号，需与第19期原页及湖北官方系统对齐,已有部分官网线索，但仍需补齐湖北普通本科物理专业组或逐专业字段,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_plan_or_charter_review,pending_family_acceptance_review,pending_transfer_decision,pending,是,false,false,成都信息工程大学 2026 湖北 招生计划 本科 专业组 招生网,成都信息工程大学 2026 普通本科 招生章程,逐专业比对PDF原页、湖北官方系统或省招办计划、高校官网/章程和家庭接受度；专业字段未全部确认前不得进入最终专业列表。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_major_official_crosscheck,OMQ-5a69aa07c71e474a,OCQ-829e3986f2d60255,MPK-d44244213e10f4e3,V3-921503e81e3d0c84,B1-数字媒体技术优先核页,家庭筛选扩展,K153,成都信息工程大学,K15306,209,family_fit_full_ocr,family_fit_major_detail,M-1e39bff3f35b543d,11,23,自动化（办学地点：航空港校区）,,2,6240,,,missing_subject_candidate,待了解-未命中当前偏好方向,未触发自动阻断；仍需原PDF和官方来源核验,可作为调剂接受度待家庭判断专业,has_partial_source_needs_followup,https://zs.cuit.edu.cn/info/1096/1688.htm,data/external/issue19-b0-b1-official-sources/cuit-2026-undergraduate-plan.html,湖北2026分专业计划；专业代码；湖北计划数；学费；学院；校区,未直接给出湖北院校专业组代码和专业代号，需与第19期原页及湖北官方系统对齐,已有部分官网线索，但仍需补齐湖北普通本科物理专业组或逐专业字段,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_plan_or_charter_review,pending_family_acceptance_review,pending_transfer_decision,pending,是,false,false,成都信息工程大学 2026 湖北 招生计划 本科 专业组 招生网,成都信息工程大学 2026 普通本科 招生章程,逐专业比对PDF原页、湖北官方系统或省招办计划、高校官网/章程和家庭接受度；专业字段未全部确认前不得进入最终专业列表。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_major_official_crosscheck,OMQ-f374ce1647678389,OCQ-829e3986f2d60255,MPK-e39577d446640e4b,V3-921503e81e3d0c84,B1-数字媒体技术优先核页,家庭筛选扩展,K153,成都信息工程大学,K15306,209,family_fit_full_ocr,family_fit_major_detail,M-0aea883663b5fb39,12,24,机器人工程（办学地点：航空港校区）,,2,6240,,,missing_subject_candidate,待了解-未命中当前偏好方向,未触发自动阻断；仍需原PDF和官方来源核验,可作为调剂接受度待家庭判断专业,has_partial_source_needs_followup,https://zs.cuit.edu.cn/info/1096/1688.htm,data/external/issue19-b0-b1-official-sources/cuit-2026-undergraduate-plan.html,湖北2026分专业计划；专业代码；湖北计划数；学费；学院；校区,未直接给出湖北院校专业组代码和专业代号，需与第19期原页及湖北官方系统对齐,已有部分官网线索，但仍需补齐湖北普通本科物理专业组或逐专业字段,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_plan_or_charter_review,pending_family_acceptance_review,pending_transfer_decision,pending,是,false,false,成都信息工程大学 2026 湖北 招生计划 本科 专业组 招生网,成都信息工程大学 2026 普通本科 招生章程,逐专业比对PDF原页、湖北官方系统或省招办计划、高校官网/章程和家庭接受度；专业字段未全部确认前不得进入最终专业列表。
