P0即时三方闭环公开账本ID,来源P0字段即时复核包,来源P0裁图证据索引,来源B0B1高校官网辅证旁挂表,来源期号,来源PDF_SHA256,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,机器是否允许自动写回主表,机器是否允许自动回填候选,是否允许写回字段,是否允许作为志愿推荐依据,是否允许生成学校专业建议,闭环公开账本总序,即时复核总序,执行总序,执行批次,即时复核阶段,语义多源优先桶,字段名,专业行ID,专业组出现ID,院校代码,来源页码,版面列,P0字段即时复核任务ID,来源P0字段三方核验任务ID,来源P0字段三方核验执行包ID,专业行原页证据锚点ID,P0即时复核裁图证据索引ID,裁图证据编号,裁图文件SHA256,裁图规格SHA256,裁图bbox归一化,裁图bbox像素,私有页图证据编号,私有页图SHA256,私有OCR文本证据编号,私有OCR文本SHA256,私有窗口证据编号,窗口文本SHA256,机器候选状态,机器候选置信等级,机器候选与高校辅证关系,高校官网辅证覆盖状态,高校官网证据旁挂ID,高校官网证据强度,高校官网证据匹配状态,高校官网来源状态,高校官网来源文件,高校官网是否可替代湖北官方计划,高校线索复核批次,高校线索复核批次序号,是否有机器规范候选,是否有高校字段线索,是否机器高校可比对,是否机器高校一致,是否机器高校冲突,是否高校补缺线索,是否需要双人复核,PDF原页核页状态,湖北官方系统或省招办计划核验状态,高校官网或招生章程辅证状态,三方字段一致性状态,字段事实写回状态,PDF原页私有核验记录状态,湖北官方私有核验记录状态,高校辅证私有对照状态,三方闭环私有记录状态,人工字段确认表生成状态,闭环公开状态,闭环阻断原因,公开安全策略,下一步
P0CLOSURE-51062fec1ecebd5e,data/working/issue19-field-fact-p0-immediate-review-packet.csv,data/working/issue19-p0-immediate-pdf-crop-evidence-index.csv,data/working/issue19-b0-b1-official-evidence-by-major-line.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_three_way_closure_public_ledger,逐专业招生明细,逐专业招生明细×P0字段×三方闭环公开状态,false,false,false,false,false,false,false,117,117,117,EXEC-04-多值坐标冲突核页,IR-03-多值坐标冲突先核,S6-多值坐标冲突核页,专业计划数,M-527fb4a84acb1a5f,G-83e80589234dd1a8,A097,28,right,P0IMMEDIATE-48bfc6f4e39c5613,P0TRIAGE-165c9f78b787396d,P0TRIAGEPACK-54e5fa60daf43c1a,PDFANCHOR-ddd50b8fe46d8060,P0CROPINDEX-554cc962648a6b60,P0CROP-3af8c675ba589eea,6221627599fcfefbf3049f5ad86f58bcbdc12e126ffd64b02b165cfb26d3c505,847bd61e655485c3c2ac5b8a8b6fcd71d96caf2ac58d45ef7ac43c6c1c2d11a2,x=0.448000-0.957000;y_bottom_origin=0.107041-0.713286,x=747-1595;y=702-2187,page-028,228a1c408973a6bd38efa0b105a85af68ad9485f53dda9934a3234e94d1da548,028_page-028,7bd75b192bf9f24d42f96a178173876794e9d121ea7dfbbfff4c9dc30d6cadad,PDFANCHOR-ddd50b8fe46d8060,5487ced7c9f9c99a7253bea0316ec3f4045f027ec230c46db77a5d4e89a0131a,P0C2-多值坐标候选冲突待人工核页,low,R0-无高校官网辅证行,no_b0b1_school_sidecar,,,,,,,H9-无高校字段线索或待判,9,false,false,false,false,false,false,true,pending_pdf_manual_review,pending_hubei_official_plan_review,pending_school_official_or_charter_review,pending_three_way_closure,blocked_until_pdf_hubei_school_three_way_closure,pending_private_pdf_page_review,pending_private_hubei_official_review,not_applicable_no_school_field_value,pending_private_three_way_closure,blocked_until_private_three_way_closure,pending_private_three_way_review_not_final,PDF原页、湖北官方系统或省招办计划、高校官网或章程尚未在私有记录中三方闭环；公开账本不保存具体字段内容，不能写回主表或进入推荐。,公开账本只保存任务ID、证据编号、SHA、bbox、状态和门禁；具体字段内容、本地裁图路径和复核备注只在本地私有模板。,按闭环公开账本总序回看裁图和PDF原页；再录入私有三方核验记录；闭环后另建人工确认表。
P0CLOSURE-26a150eba2b57708,data/working/issue19-field-fact-p0-immediate-review-packet.csv,data/working/issue19-p0-immediate-pdf-crop-evidence-index.csv,data/working/issue19-b0-b1-official-evidence-by-major-line.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_three_way_closure_public_ledger,逐专业招生明细,逐专业招生明细×P0字段×三方闭环公开状态,false,false,false,false,false,false,false,118,118,118,EXEC-04-多值坐标冲突核页,IR-03-多值坐标冲突先核,S6-多值坐标冲突核页,专业计划数,M-619fe2530afc7f13,G-b4ebb48fa557e565,A117,32,left,P0IMMEDIATE-35c42c60fc90db10,P0TRIAGE-26809d5089aaaba9,P0TRIAGEPACK-558b1acac69ce84c,PDFANCHOR-3266b72960c935f2,P0CROPINDEX-4696a592fe481e68,P0CROP-046746617bb31522,872071f3abaaa7a63576f9878212117796604fdcc67f84127e98776fb361c925,d4cfa8185d076451aabecd4284ff20d1ef2f3c01e5e56f54dccc3f8889180507,x=0.043000-0.552000;y_bottom_origin=0.133605-0.721047,x=72-920;y=683-2122,page-032,5af9b4b7c811c1cd0fb177880b052c2c297fd70b1c01acf7f6046ff0ca2263c2,032_page-032,6fcde5a681250cb6e8c9bba7725975fe82cd3db74fafb227bbf47b40f4f19055,PDFANCHOR-3266b72960c935f2,c3dc8cef4aa222e1d79ddeedf7ce40b0bf7b7ba452867a6c0fa3eed9af2a3fc3,P0C2-多值坐标候选冲突待人工核页,low,R0-无高校官网辅证行,no_b0b1_school_sidecar,,,,,,,H9-无高校字段线索或待判,9,false,false,false,false,false,false,true,pending_pdf_manual_review,pending_hubei_official_plan_review,pending_school_official_or_charter_review,pending_three_way_closure,blocked_until_pdf_hubei_school_three_way_closure,pending_private_pdf_page_review,pending_private_hubei_official_review,not_applicable_no_school_field_value,pending_private_three_way_closure,blocked_until_private_three_way_closure,pending_private_three_way_review_not_final,PDF原页、湖北官方系统或省招办计划、高校官网或章程尚未在私有记录中三方闭环；公开账本不保存具体字段内容，不能写回主表或进入推荐。,公开账本只保存任务ID、证据编号、SHA、bbox、状态和门禁；具体字段内容、本地裁图路径和复核备注只在本地私有模板。,按闭环公开账本总序回看裁图和PDF原页；再录入私有三方核验记录；闭环后另建人工确认表。
P0CLOSURE-cdf3999d50cd5747,data/working/issue19-field-fact-p0-immediate-review-packet.csv,data/working/issue19-p0-immediate-pdf-crop-evidence-index.csv,data/working/issue19-b0-b1-official-evidence-by-major-line.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_three_way_closure_public_ledger,逐专业招生明细,逐专业招生明细×P0字段×三方闭环公开状态,false,false,false,false,false,false,false,119,119,119,EXEC-04-多值坐标冲突核页,IR-03-多值坐标冲突先核,S6-多值坐标冲突核页,专业计划数,M-76b5c11318be0f13,G-b4ebb48fa557e565,A117,32,left,P0IMMEDIATE-f18783be1da1539c,P0TRIAGE-973c617a51e921d5,P0TRIAGEPACK-558b1acac69ce84c,PDFANCHOR-0b425695631dcab6,P0CROPINDEX-10c7abcb739c06e3,P0CROP-9f697ce1f2062df0,54359de3af34c05145110b388d593d9020a43d9d88a21833c294f9c85516ec1a,be094a74557efe15f5a0acdb7f5ed450bae886496c9b9ba7c0b3c07d5fd8d066,x=0.043000-0.552000;y_bottom_origin=0.499884-0.721047,x=72-920;y=683-1225,page-032,5af9b4b7c811c1cd0fb177880b052c2c297fd70b1c01acf7f6046ff0ca2263c2,032_page-032,6fcde5a681250cb6e8c9bba7725975fe82cd3db74fafb227bbf47b40f4f19055,PDFANCHOR-0b425695631dcab6,cd4e830c01c30cc73ab352ee00110c46ca699d843d08a1a64518a257f4a54888,P0C2-多值坐标候选冲突待人工核页,low,R0-无高校官网辅证行,no_b0b1_school_sidecar,,,,,,,H9-无高校字段线索或待判,9,false,false,false,false,false,false,true,pending_pdf_manual_review,pending_hubei_official_plan_review,pending_school_official_or_charter_review,pending_three_way_closure,blocked_until_pdf_hubei_school_three_way_closure,pending_private_pdf_page_review,pending_private_hubei_official_review,not_applicable_no_school_field_value,pending_private_three_way_closure,blocked_until_private_three_way_closure,pending_private_three_way_review_not_final,PDF原页、湖北官方系统或省招办计划、高校官网或章程尚未在私有记录中三方闭环；公开账本不保存具体字段内容，不能写回主表或进入推荐。,公开账本只保存任务ID、证据编号、SHA、bbox、状态和门禁；具体字段内容、本地裁图路径和复核备注只在本地私有模板。,按闭环公开账本总序回看裁图和PDF原页；再录入私有三方核验记录；闭环后另建人工确认表。
P0CLOSURE-2fd9f5fbbc81a0e4,data/working/issue19-field-fact-p0-immediate-review-packet.csv,data/working/issue19-p0-immediate-pdf-crop-evidence-index.csv,data/working/issue19-b0-b1-official-evidence-by-major-line.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_three_way_closure_public_ledger,逐专业招生明细,逐专业招生明细×P0字段×三方闭环公开状态,false,false,false,false,false,false,false,120,120,120,EXEC-04-多值坐标冲突核页,IR-03-多值坐标冲突先核,S6-多值坐标冲突核页,专业计划数,M-fa1d747e3cbdbf4f,G-b4ebb48fa557e565,A117,32,left,P0IMMEDIATE-679915b982032713,P0TRIAGE-3ea0c9f0e5129f6f,P0TRIAGEPACK-558b1acac69ce84c,PDFANCHOR-8c2e877dba015291,P0CROPINDEX-6d855dbab525835c,P0CROP-db164d208d97fa53,10f5ab507bf93cdfe1240557557b18145c4480a06dd164c612ab3c855ef49a91,a03688c811ba3e04fea9c2496367abb3e8bf01fa87a01b57cfbb74fb32ff80c8,x=0.043000-0.552000;y_bottom_origin=0.267326-0.721047,x=72-920;y=683-1794,page-032,5af9b4b7c811c1cd0fb177880b052c2c297fd70b1c01acf7f6046ff0ca2263c2,032_page-032,6fcde5a681250cb6e8c9bba7725975fe82cd3db74fafb227bbf47b40f4f19055,PDFANCHOR-8c2e877dba015291,a222a4f9965becf158f4bfcd42a5ec5b21974c5ac4931e446291b58bf7fe0a04,P0C2-多值坐标候选冲突待人工核页,low,R0-无高校官网辅证行,no_b0b1_school_sidecar,,,,,,,H9-无高校字段线索或待判,9,false,false,false,false,false,false,true,pending_pdf_manual_review,pending_hubei_official_plan_review,pending_school_official_or_charter_review,pending_three_way_closure,blocked_until_pdf_hubei_school_three_way_closure,pending_private_pdf_page_review,pending_private_hubei_official_review,not_applicable_no_school_field_value,pending_private_three_way_closure,blocked_until_private_three_way_closure,pending_private_three_way_review_not_final,PDF原页、湖北官方系统或省招办计划、高校官网或章程尚未在私有记录中三方闭环；公开账本不保存具体字段内容，不能写回主表或进入推荐。,公开账本只保存任务ID、证据编号、SHA、bbox、状态和门禁；具体字段内容、本地裁图路径和复核备注只在本地私有模板。,按闭环公开账本总序回看裁图和PDF原页；再录入私有三方核验记录；闭环后另建人工确认表。
P0CLOSURE-180ad5b08d797f1c,data/working/issue19-field-fact-p0-immediate-review-packet.csv,data/working/issue19-p0-immediate-pdf-crop-evidence-index.csv,data/working/issue19-b0-b1-official-evidence-by-major-line.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_three_way_closure_public_ledger,逐专业招生明细,逐专业招生明细×P0字段×三方闭环公开状态,false,false,false,false,false,false,false,121,121,121,EXEC-04-多值坐标冲突核页,IR-03-多值坐标冲突先核,S6-多值坐标冲突核页,专业计划数,M-c920ffe3d8e35d64,G-0b06701fdfc84ebf,A125,34,left,P0IMMEDIATE-26278180c135bfdd,P0TRIAGE-a50d92e030947011,P0TRIAGEPACK-b48aff97ab921deb,PDFANCHOR-8a1eae437c3757ee,P0CROPINDEX-fe78ab6e8992b0ba,P0CROP-419fdba62597ab87,32f748b59c1f8c1690da6d7a9bb44710722e05dad81fa20b2854414732f08fa2,3ea5ac6c2531cf3cebd5608852bde21c2a4f8e2614f6ec02ed51c89bedd21149,x=0.043000-0.552000;y_bottom_origin=0.000000-0.410000,x=72-920;y=1445-2449,page-034,0805631e93c4a0540aa5badd8b4994386d0a3303e537f9f85094b1787aafea1e,034_page-034,db37b7c0867f50decb3aa124497f53b6b50eaa1b80e90dfd1930d090a3b582cb,PDFANCHOR-8a1eae437c3757ee,2318077cb68660e5d7e427478dfca03f0a2697516e7857701bf9f917b7f0c2f0,P0C2-多值坐标候选冲突待人工核页,low,R0-无高校官网辅证行,no_b0b1_school_sidecar,,,,,,,H9-无高校字段线索或待判,9,false,false,false,false,false,false,true,pending_pdf_manual_review,pending_hubei_official_plan_review,pending_school_official_or_charter_review,pending_three_way_closure,blocked_until_pdf_hubei_school_three_way_closure,pending_private_pdf_page_review,pending_private_hubei_official_review,not_applicable_no_school_field_value,pending_private_three_way_closure,blocked_until_private_three_way_closure,pending_private_three_way_review_not_final,PDF原页、湖北官方系统或省招办计划、高校官网或章程尚未在私有记录中三方闭环；公开账本不保存具体字段内容，不能写回主表或进入推荐。,公开账本只保存任务ID、证据编号、SHA、bbox、状态和门禁；具体字段内容、本地裁图路径和复核备注只在本地私有模板。,按闭环公开账本总序回看裁图和PDF原页；再录入私有三方核验记录；闭环后另建人工确认表。
P0CLOSURE-1f36e1120c6da24e,data/working/issue19-field-fact-p0-immediate-review-packet.csv,data/working/issue19-p0-immediate-pdf-crop-evidence-index.csv,data/working/issue19-b0-b1-official-evidence-by-major-line.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_three_way_closure_public_ledger,逐专业招生明细,逐专业招生明细×P0字段×三方闭环公开状态,false,false,false,false,false,false,false,122,122,122,EXEC-04-多值坐标冲突核页,IR-03-多值坐标冲突先核,S6-多值坐标冲突核页,专业计划数,M-8f999f2a4b92d047,G-4dfd74704e4d1c71,A125,34,right,P0IMMEDIATE-5ed0d9a8f22d798e,P0TRIAGE-1e9d189b85f8284f,P0TRIAGEPACK-3f604f956180d97d,PDFANCHOR-448795641399142c,P0CROPINDEX-82f0d46858ef25d6,P0CROP-7d96e5fdad85f265,13ee91ae69bfdfc89f6f757934b740b985ad5741f9ac0ffb5d05e5e442c07166,62f76b1b09fe84212b4d9a89c8ea8f4a5b22893c44413daf26583d179a6424c1,x=0.448000-0.957000;y_bottom_origin=0.711744-0.810802,x=747-1595;y=463-706,page-034,0805631e93c4a0540aa5badd8b4994386d0a3303e537f9f85094b1787aafea1e,034_page-034,db37b7c0867f50decb3aa124497f53b6b50eaa1b80e90dfd1930d090a3b582cb,PDFANCHOR-448795641399142c,adf090ebd8f611ad136afebe526c5ce9183332dc09faf5c9c6f1520cbb1f7495,P0C2-多值坐标候选冲突待人工核页,low,R0-无高校官网辅证行,no_b0b1_school_sidecar,,,,,,,H9-无高校字段线索或待判,9,false,false,false,false,false,false,true,pending_pdf_manual_review,pending_hubei_official_plan_review,pending_school_official_or_charter_review,pending_three_way_closure,blocked_until_pdf_hubei_school_three_way_closure,pending_private_pdf_page_review,pending_private_hubei_official_review,not_applicable_no_school_field_value,pending_private_three_way_closure,blocked_until_private_three_way_closure,pending_private_three_way_review_not_final,PDF原页、湖北官方系统或省招办计划、高校官网或章程尚未在私有记录中三方闭环；公开账本不保存具体字段内容，不能写回主表或进入推荐。,公开账本只保存任务ID、证据编号、SHA、bbox、状态和门禁；具体字段内容、本地裁图路径和复核备注只在本地私有模板。,按闭环公开账本总序回看裁图和PDF原页；再录入私有三方核验记录；闭环后另建人工确认表。
P0CLOSURE-4fc0915125903d63,data/working/issue19-field-fact-p0-immediate-review-packet.csv,data/working/issue19-p0-immediate-pdf-crop-evidence-index.csv,data/working/issue19-b0-b1-official-evidence-by-major-line.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_three_way_closure_public_ledger,逐专业招生明细,逐专业招生明细×P0字段×三方闭环公开状态,false,false,false,false,false,false,false,123,123,123,EXEC-04-多值坐标冲突核页,IR-03-多值坐标冲突先核,S6-多值坐标冲突核页,专业计划数,M-f5d3227d4d7b5ad0,G-ab8dd764c06d0c12,A127,34,right,P0IMMEDIATE-3864ebc954ddb39f,P0TRIAGE-ecb2ab4be5527b5b,P0TRIAGEPACK-f55b29db8f7d5be0,PDFANCHOR-3df3ee0baae60b8f,P0CROPINDEX-390378db22e07dc6,P0CROP-16fa18278b9e3655,09922b60928c7c9c1f3bd0e4099e6233a1dcb98d96bc8e31af05a7f779bc9c7c,ac6b2ec883584b94cbdc65e81e02c910143fa5b6ca271c177b89040c8d87f8d2,x=0.448000-0.957000;y_bottom_origin=0.162674-0.683163,x=747-1595;y=776-2051,page-034,0805631e93c4a0540aa5badd8b4994386d0a3303e537f9f85094b1787aafea1e,034_page-034,db37b7c0867f50decb3aa124497f53b6b50eaa1b80e90dfd1930d090a3b582cb,PDFANCHOR-3df3ee0baae60b8f,e7fe701abb6238160250912e2cc14ffd8174e60ab09a51c8ab81e3e1b55d28a0,P0C2-多值坐标候选冲突待人工核页,low,R0-无高校官网辅证行,no_b0b1_school_sidecar,,,,,,,H9-无高校字段线索或待判,9,false,false,false,false,false,false,true,pending_pdf_manual_review,pending_hubei_official_plan_review,pending_school_official_or_charter_review,pending_three_way_closure,blocked_until_pdf_hubei_school_three_way_closure,pending_private_pdf_page_review,pending_private_hubei_official_review,not_applicable_no_school_field_value,pending_private_three_way_closure,blocked_until_private_three_way_closure,pending_private_three_way_review_not_final,PDF原页、湖北官方系统或省招办计划、高校官网或章程尚未在私有记录中三方闭环；公开账本不保存具体字段内容，不能写回主表或进入推荐。,公开账本只保存任务ID、证据编号、SHA、bbox、状态和门禁；具体字段内容、本地裁图路径和复核备注只在本地私有模板。,按闭环公开账本总序回看裁图和PDF原页；再录入私有三方核验记录；闭环后另建人工确认表。
P0CLOSURE-df5b8716d826d0ee,data/working/issue19-field-fact-p0-immediate-review-packet.csv,data/working/issue19-p0-immediate-pdf-crop-evidence-index.csv,data/working/issue19-b0-b1-official-evidence-by-major-line.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_three_way_closure_public_ledger,逐专业招生明细,逐专业招生明细×P0字段×三方闭环公开状态,false,false,false,false,false,false,false,124,124,124,EXEC-04-多值坐标冲突核页,IR-03-多值坐标冲突先核,S6-多值坐标冲突核页,专业计划数,M-13e4cdf4466c8dd4,G-b7fe2118ce05a399,A131,36,left,P0IMMEDIATE-72f54a2e8dc058df,P0TRIAGE-d303efcb4401524f,P0TRIAGEPACK-9fd0cd9f1524ad68,PDFANCHOR-2b0cd52028f9aa37,P0CROPINDEX-4b06b84fcc7997ed,P0CROP-6118d6b4db96e504,62c39dca0dbc1afc483d7f3e15d1afffa8b59e776d096d8604ed3faa8d1de9b3,5ab475f1395f27ee31319bcb02e5a6a56345994f4ba7624c8392dc134425e494,x=0.043000-0.552000;y_bottom_origin=0.585408-0.719233,x=72-920;y=688-1015,page-036,3f61fdab5d7bc5f1e51617a4c0014c9a1d8b4195f1cac9221f3e9813ea52161b,036_page-036,6e6db40dcfd572d05ffb59958407ba6bfb598bbf17691041f5c4b4ec4390808e,PDFANCHOR-2b0cd52028f9aa37,62743a7dddb8341321fd88f525baabfa2c3158e6a8b2392f37173c5ce6fd6045,P0C2-多值坐标候选冲突待人工核页,low,R0-无高校官网辅证行,no_b0b1_school_sidecar,,,,,,,H9-无高校字段线索或待判,9,false,false,false,false,false,false,true,pending_pdf_manual_review,pending_hubei_official_plan_review,pending_school_official_or_charter_review,pending_three_way_closure,blocked_until_pdf_hubei_school_three_way_closure,pending_private_pdf_page_review,pending_private_hubei_official_review,not_applicable_no_school_field_value,pending_private_three_way_closure,blocked_until_private_three_way_closure,pending_private_three_way_review_not_final,PDF原页、湖北官方系统或省招办计划、高校官网或章程尚未在私有记录中三方闭环；公开账本不保存具体字段内容，不能写回主表或进入推荐。,公开账本只保存任务ID、证据编号、SHA、bbox、状态和门禁；具体字段内容、本地裁图路径和复核备注只在本地私有模板。,按闭环公开账本总序回看裁图和PDF原页；再录入私有三方核验记录；闭环后另建人工确认表。
P0CLOSURE-81d28c00d8363ca0,data/working/issue19-field-fact-p0-immediate-review-packet.csv,data/working/issue19-p0-immediate-pdf-crop-evidence-index.csv,data/working/issue19-b0-b1-official-evidence-by-major-line.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_three_way_closure_public_ledger,逐专业招生明细,逐专业招生明细×P0字段×三方闭环公开状态,false,false,false,false,false,false,false,125,125,125,EXEC-04-多值坐标冲突核页,IR-03-多值坐标冲突先核,S6-多值坐标冲突核页,专业计划数,M-a357775c7f08dc3d,G-1e237e74c0ac1b8a,A133,36,left,P0IMMEDIATE-77e020aaf647f97e,P0TRIAGE-6ea718748f4e2975,P0TRIAGEPACK-4af41fc3e16f2695,PDFANCHOR-37a95fae15e19110,P0CROPINDEX-52d38dc6bf648e01,P0CROP-5fbbb3b70eec9be6,91f174520ca88e55fac190f691997cb0aaea1b9f532f15f4e5f18eed9501a7a4,d3fe999f328d7e9dc8ed275171b5582fef3fb0ecd4d9a9a5d7f1d9ff6d9e9d13,x=0.043000-0.552000;y_bottom_origin=0.174302-0.497041,x=72-920;y=1232-2022,page-036,3f61fdab5d7bc5f1e51617a4c0014c9a1d8b4195f1cac9221f3e9813ea52161b,036_page-036,6e6db40dcfd572d05ffb59958407ba6bfb598bbf17691041f5c4b4ec4390808e,PDFANCHOR-37a95fae15e19110,5ae51ccd7474438e438546156faf318f5a316a75136a20cd33bf10569eb12e2c,P0C2-多值坐标候选冲突待人工核页,low,R0-无高校官网辅证行,no_b0b1_school_sidecar,,,,,,,H9-无高校字段线索或待判,9,false,false,false,false,false,false,true,pending_pdf_manual_review,pending_hubei_official_plan_review,pending_school_official_or_charter_review,pending_three_way_closure,blocked_until_pdf_hubei_school_three_way_closure,pending_private_pdf_page_review,pending_private_hubei_official_review,not_applicable_no_school_field_value,pending_private_three_way_closure,blocked_until_private_three_way_closure,pending_private_three_way_review_not_final,PDF原页、湖北官方系统或省招办计划、高校官网或章程尚未在私有记录中三方闭环；公开账本不保存具体字段内容，不能写回主表或进入推荐。,公开账本只保存任务ID、证据编号、SHA、bbox、状态和门禁；具体字段内容、本地裁图路径和复核备注只在本地私有模板。,按闭环公开账本总序回看裁图和PDF原页；再录入私有三方核验记录；闭环后另建人工确认表。
P0CLOSURE-a903f69afececc51,data/working/issue19-field-fact-p0-immediate-review-packet.csv,data/working/issue19-p0-immediate-pdf-crop-evidence-index.csv,data/working/issue19-b0-b1-official-evidence-by-major-line.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_three_way_closure_public_ledger,逐专业招生明细,逐专业招生明细×P0字段×三方闭环公开状态,false,false,false,false,false,false,false,126,126,126,EXEC-04-多值坐标冲突核页,IR-03-多值坐标冲突先核,S6-多值坐标冲突核页,专业计划数,M-09b1818409a664e0,G-8f997287bf48f409,A133,36,right,P0IMMEDIATE-9ed95d39cd266748,P0TRIAGE-3725a913fc306cad,P0TRIAGEPACK-0d92cd41ad7186a2,PDFANCHOR-8ffd0bd6ac0d0ac4,P0CROPINDEX-2728fd2ce71b5639,P0CROP-cc36da68a8711aa9,372eb34dae87efc5377332aff60162d80c1d26193dce2a5ac487aae5f028db72,80d8995fc80cc48a6b391537a046fe5e8395611415fc6ca8e44bd9b536fad377,x=0.448000-0.957000;y_bottom_origin=0.470575-0.670102,x=747-1595;y=808-1297,page-036,3f61fdab5d7bc5f1e51617a4c0014c9a1d8b4195f1cac9221f3e9813ea52161b,036_page-036,6e6db40dcfd572d05ffb59958407ba6bfb598bbf17691041f5c4b4ec4390808e,PDFANCHOR-8ffd0bd6ac0d0ac4,62363476e0e274d257f584cddbc4f2cca3a5738fec4b51c31b5d6fbcf6d315a0,P0C2-多值坐标候选冲突待人工核页,low,R0-无高校官网辅证行,no_b0b1_school_sidecar,,,,,,,H9-无高校字段线索或待判,9,false,false,false,false,false,false,true,pending_pdf_manual_review,pending_hubei_official_plan_review,pending_school_official_or_charter_review,pending_three_way_closure,blocked_until_pdf_hubei_school_three_way_closure,pending_private_pdf_page_review,pending_private_hubei_official_review,not_applicable_no_school_field_value,pending_private_three_way_closure,blocked_until_private_three_way_closure,pending_private_three_way_review_not_final,PDF原页、湖北官方系统或省招办计划、高校官网或章程尚未在私有记录中三方闭环；公开账本不保存具体字段内容，不能写回主表或进入推荐。,公开账本只保存任务ID、证据编号、SHA、bbox、状态和门禁；具体字段内容、本地裁图路径和复核备注只在本地私有模板。,按闭环公开账本总序回看裁图和PDF原页；再录入私有三方核验记录；闭环后另建人工确认表。
P0CLOSURE-e7fb8825823df4c4,data/working/issue19-field-fact-p0-immediate-review-packet.csv,data/working/issue19-p0-immediate-pdf-crop-evidence-index.csv,data/working/issue19-b0-b1-official-evidence-by-major-line.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_three_way_closure_public_ledger,逐专业招生明细,逐专业招生明细×P0字段×三方闭环公开状态,false,false,false,false,false,false,false,127,127,127,EXEC-04-多值坐标冲突核页,IR-03-多值坐标冲突先核,S6-多值坐标冲突核页,专业计划数,M-2ba1361c15b63945,G-d2290c87315d4e9c,A143,40,right,P0IMMEDIATE-62a5c7ca3fa7ef8f,P0TRIAGE-b56828df9a08c72a,P0TRIAGEPACK-a4b832047a7cd2a6,PDFANCHOR-1ed693f72d38b626,P0CROPINDEX-b73c2580e7de17bb,P0CROP-0487ae474ed07417,3b56e64499d99ccf3e098fe4ae164eec7d223a2c185d5765a0bce4b2c3d48e50,bfeb4ac6bee4e103db8dd44b7e6ac0d3d69a33dc28266a4156cf71dbaac28337,x=0.448000-0.957000;y_bottom_origin=0.541967-0.748469,x=747-1595;y=616-1122,page-040,27fd7f973876c95cf16623bbf2c84b18765c51396d5ee89cb552d54b2f9907f9,040_page-040,8d2844b1e7e3ca7923bdfa4db72c7d9b081ca8279d822c8653ade4787d69e33e,PDFANCHOR-1ed693f72d38b626,dd8cc6f9118dc4b620e617a2cb2e2c5e3fc614232ba53f60549806b09ef73c5e,P0C2-多值坐标候选冲突待人工核页,low,R0-无高校官网辅证行,no_b0b1_school_sidecar,,,,,,,H9-无高校字段线索或待判,9,false,false,false,false,false,false,true,pending_pdf_manual_review,pending_hubei_official_plan_review,pending_school_official_or_charter_review,pending_three_way_closure,blocked_until_pdf_hubei_school_three_way_closure,pending_private_pdf_page_review,pending_private_hubei_official_review,not_applicable_no_school_field_value,pending_private_three_way_closure,blocked_until_private_three_way_closure,pending_private_three_way_review_not_final,PDF原页、湖北官方系统或省招办计划、高校官网或章程尚未在私有记录中三方闭环；公开账本不保存具体字段内容，不能写回主表或进入推荐。,公开账本只保存任务ID、证据编号、SHA、bbox、状态和门禁；具体字段内容、本地裁图路径和复核备注只在本地私有模板。,按闭环公开账本总序回看裁图和PDF原页；再录入私有三方核验记录；闭环后另建人工确认表。
