高校源最新对齐ID,来源高校官网辅证自动执行批次,来源高校官网辅证状态快照,来源next20官网源探测账本,来源live补源账本,来源C4C6复用审计账本,来源C4C6结构化候选diff账本,来源C4C6补源尝试账本,来源期号,来源PDF_SHA256,生成日期,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,原自动执行批次ID,高校官网辅证状态快照ID,执行批次序号,院校代码,院校名称公开,原自动执行泳道,原官网辅证自动动作,原官网来源状态,原最新自动探针状态,原结构化输出状态桶,原候选diff状态桶,原补源状态桶,原涉及招生明细数,原涉及专业组数,next20任务数,next20结构化湖北物理行数合计,next20结构化计划数合计,next20官网源类型集合,next20当前自动判断集合,live补源记录数,live结构化输出记录数,live湖北物理计划状态桶,C4C6复用包数,C4C6已有标准化官网证据行数,C4C6复用可生成候选diff明细数,C4C6结构化diff包数,C4C6综合结构化官网证据行数,C4C6可生成候选diff明细数,C4C6计划数一致候选数,C4C6官网可补OCR计划数候选数,C4C6计划数冲突候选数,C4C6补源尝试记录数,C4C6最新自动探针状态集合,最新证据来源族,最新公开证据集合SHA16,最新高校侧证据层级,相对原自动账本推进状态,最新自动建议动作,人工最小核验动作,仍需补源或解析原因,PDF原页核页状态,湖北官方系统或省招办计划核验状态,高校官网源状态,字段事实写回状态,公开安全策略
SOURCESYNC-e9ac026e8c8db35d,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-school-source-status-snapshot-public-ledger.csv,data/working/issue19-school-source-next20-official-probe-public-ledger.csv,data/working/issue19-school-source-live-20260629-ledger.csv,data/working/issue19-c4-c6-retained-source-reuse-public-ledger.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_latest_reconciliation_public_ledger,高校×高校侧辅证自动执行任务×最新公开证据对齐,公开任务级状态；不保存逐专业字段记录、人工字段记录或私有材料,false,false,false,false,false,false,false,false,SCHOOLSRCEXEC-2d10616fcea55d9a,SCHOOLSRCSTATUS-860857dc1ad9850c,24,H002,浙江工业大学,A0-冲突回页和官方侧核验,C6-继续搜索高校官网2026湖北计划源,needs_official_plan_source_search,no_live_probe_record,T1-已有结构化源可生成diff,D0-可生成diff且有计划数冲突线索,S0-继续补高校官网计划网源,4,3,0,0,0,,,0,0,,1,12,3,1,12,3,2,0,1,0,,c4c6_reuse；c4c6_diff,025b255bdc06dab8,L3-已有湖北物理结构化或候选diff线索,P1-保持原执行泳道,把已有高校侧结构化或diff线索用于核页提示；仍必须回第19期PDF原页和湖北官方侧。,人工最小核验集中在计划数冲突、OCR补缺、专业组边界和湖北官方侧。,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存公开任务状态、计数和证据层级，不保存逐专业官网字段记录、人工字段记录、识别正文、登录态、截图或私有路径。
SOURCESYNC-b067259cf4055507,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-school-source-status-snapshot-public-ledger.csv,data/working/issue19-school-source-next20-official-probe-public-ledger.csv,data/working/issue19-school-source-live-20260629-ledger.csv,data/working/issue19-c4-c6-retained-source-reuse-public-ledger.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_latest_reconciliation_public_ledger,高校×高校侧辅证自动执行任务×最新公开证据对齐,公开任务级状态；不保存逐专业字段记录、人工字段记录或私有材料,false,false,false,false,false,false,false,false,SCHOOLSRCEXEC-b9ecf78b5852339f,SCHOOLSRCSTATUS-7b7a9f60ee0864fd,25,H945,南宁学院,A0-冲突回页和官方侧核验,C0-冲突先核PDF原页和湖北官方系统,has_reusable_2026_hubei_plan_source,no_live_probe_record,T2-有公开来源待解析,D5-不适用,S2-已有可复用高校官网源,3,1,1,20,0,official_static_html_table,已有结构化高校侧辅证，可进入候选diff和核页优先级判断,0,0,,1,20,14,1,20,15,0,8,7,0,,next20；c4c6_reuse；c4c6_diff,b35ee20eafbd4930,L3-已有湖北物理结构化或候选diff线索,P2-原任务已有高校侧来源继续回页,把已有高校侧结构化或diff线索用于核页提示；仍必须回第19期PDF原页和湖北官方侧。,人工最小核验集中在计划数冲突、OCR补缺、专业组边界和湖北官方侧。,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存公开任务状态、计数和证据层级，不保存逐专业官网字段记录、人工字段记录、识别正文、登录态、截图或私有路径。
SOURCESYNC-fa6fda8982e53327,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-school-source-status-snapshot-public-ledger.csv,data/working/issue19-school-source-next20-official-probe-public-ledger.csv,data/working/issue19-school-source-live-20260629-ledger.csv,data/working/issue19-c4-c6-retained-source-reuse-public-ledger.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_latest_reconciliation_public_ledger,高校×高校侧辅证自动执行任务×最新公开证据对齐,公开任务级状态；不保存逐专业字段记录、人工字段记录或私有材料,false,false,false,false,false,false,false,false,SCHOOLSRCEXEC-44124773028f488c,SCHOOLSRCSTATUS-d59b7cd4bdc243c1,26,F902,江苏理工学院,A0-冲突回页和官方侧核验,C4-已有部分来源需补结构化或补湖北行,has_partial_source_needs_followup,no_live_probe_record,T0-需补结构化或补湖北行,D0-可生成diff且有计划数冲突线索,S1-已有来源待结构化,2,1,1,15,0,official_image_extracted,已有结构化高校侧辅证，可进入候选diff和核页优先级判断,1,0,live有边界记录待人工判定,1,15,2,1,15,2,0,1,1,0,,next20；live；c4c6_reuse；c4c6_diff,0ea58c7176b523bf,L3-已有湖北物理结构化或候选diff线索,P1-保持原执行泳道,把已有高校侧结构化或diff线索用于核页提示；仍必须回第19期PDF原页和湖北官方侧。,人工最小核验集中在计划数冲突、OCR补缺、专业组边界和湖北官方侧。,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存公开任务状态、计数和证据层级，不保存逐专业官网字段记录、人工字段记录、识别正文、登录态、截图或私有路径。
SOURCESYNC-64d12456bb49c1df,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-school-source-status-snapshot-public-ledger.csv,data/working/issue19-school-source-next20-official-probe-public-ledger.csv,data/working/issue19-school-source-live-20260629-ledger.csv,data/working/issue19-c4-c6-retained-source-reuse-public-ledger.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_latest_reconciliation_public_ledger,高校×高校侧辅证自动执行任务×最新公开证据对齐,公开任务级状态；不保存逐专业字段记录、人工字段记录或私有材料,false,false,false,false,false,false,false,false,SCHOOLSRCEXEC-0eacc6fe15c31514,SCHOOLSRCSTATUS-845a923e97a614c2,27,K153,成都信息工程大学,A0-冲突回页和官方侧核验,C0-冲突先核PDF原页和湖北官方系统,has_reusable_2026_hubei_plan_source,no_live_probe_record,T2-有公开来源待解析,D5-不适用,S2-已有可复用高校官网源,2,1,0,0,0,,,0,0,,1,38,6,1,38,6,2,4,0,0,,c4c6_reuse；c4c6_diff,b83a3fb30ad54207,L3-已有湖北物理结构化或候选diff线索,P2-原任务已有高校侧来源继续回页,把已有高校侧结构化或diff线索用于核页提示；仍必须回第19期PDF原页和湖北官方侧。,人工最小核验集中在计划数冲突、OCR补缺、专业组边界和湖北官方侧。,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存公开任务状态、计数和证据层级，不保存逐专业官网字段记录、人工字段记录、识别正文、登录态、截图或私有路径。
SOURCESYNC-dea4eaf6999a71f0,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-school-source-status-snapshot-public-ledger.csv,data/working/issue19-school-source-next20-official-probe-public-ledger.csv,data/working/issue19-school-source-live-20260629-ledger.csv,data/working/issue19-c4-c6-retained-source-reuse-public-ledger.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_latest_reconciliation_public_ledger,高校×高校侧辅证自动执行任务×最新公开证据对齐,公开任务级状态；不保存逐专业字段记录、人工字段记录或私有材料,false,false,false,false,false,false,false,false,SCHOOLSRCEXEC-eb1136dfa39bae19,SCHOOLSRCSTATUS-50b2f05188988e64,28,K488,西安医学院,A1-官网补缺线索回页核验,C1-官网补缺候选但禁止自动写回,has_reusable_2026_hubei_plan_source,no_live_probe_record,T2-有公开来源待解析,D5-不适用,S2-已有可复用高校官网源,2,2,0,0,0,,,0,0,,1,5,3,1,5,3,0,3,0,0,,c4c6_reuse；c4c6_diff,997b449745693858,L3-已有湖北物理结构化或候选diff线索,P2-原任务已有高校侧来源继续回页,把已有高校侧结构化或diff线索用于核页提示；仍必须回第19期PDF原页和湖北官方侧。,人工最小核验集中在计划数冲突、OCR补缺、专业组边界和湖北官方侧。,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存公开任务状态、计数和证据层级，不保存逐专业官网字段记录、人工字段记录、识别正文、登录态、截图或私有路径。
SOURCESYNC-aa73d62ea9b3f5ce,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-school-source-status-snapshot-public-ledger.csv,data/working/issue19-school-source-next20-official-probe-public-ledger.csv,data/working/issue19-school-source-live-20260629-ledger.csv,data/working/issue19-c4-c6-retained-source-reuse-public-ledger.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_latest_reconciliation_public_ledger,高校×高校侧辅证自动执行任务×最新公开证据对齐,公开任务级状态；不保存逐专业字段记录、人工字段记录或私有材料,false,false,false,false,false,false,false,false,SCHOOLSRCEXEC-670120d84403ae8a,SCHOOLSRCSTATUS-7c25c0cc84c894a6,29,A135,山东大学,A2-专业名匹配规则或人工确认,C7-官网源未匹配专业需人工确认专业名,has_reusable_2026_hubei_plan_source,no_live_probe_record,T2-有公开来源待解析,D5-不适用,S2-已有可复用高校官网源,3,1,0,0,0,,,0,0,,1,24,10,1,24,10,3,7,0,0,,c4c6_reuse；c4c6_diff,56a73fe94c5eb95a,L3-已有湖北物理结构化或候选diff线索,P2-原任务已有高校侧来源继续回页,把已有高校侧结构化或diff线索用于核页提示；仍必须回第19期PDF原页和湖北官方侧。,人工最小核验集中在计划数冲突、OCR补缺、专业组边界和湖北官方侧。,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存公开任务状态、计数和证据层级，不保存逐专业官网字段记录、人工字段记录、识别正文、登录态、截图或私有路径。
SOURCESYNC-46cdb70de9338b49,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-school-source-status-snapshot-public-ledger.csv,data/working/issue19-school-source-next20-official-probe-public-ledger.csv,data/working/issue19-school-source-live-20260629-ledger.csv,data/working/issue19-c4-c6-retained-source-reuse-public-ledger.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_latest_reconciliation_public_ledger,高校×高校侧辅证自动执行任务×最新公开证据对齐,公开任务级状态；不保存逐专业字段记录、人工字段记录或私有材料,false,false,false,false,false,false,false,false,SCHOOLSRCEXEC-7ece5db9c76198f4,SCHOOLSRCSTATUS-15cce653e57ed35c,30,F902,江苏理工学院,A2-专业名匹配规则或人工确认,C7-官网源未匹配专业需人工确认专业名,has_partial_source_needs_followup,no_live_probe_record,T2-有公开来源待解析,D5-不适用,S4-部分来源待跟进,3,1,1,15,0,official_image_extracted,已有结构化高校侧辅证，可进入候选diff和核页优先级判断,1,0,live有边界记录待人工判定,1,15,2,1,15,2,0,1,1,0,,next20；live；c4c6_reuse；c4c6_diff,0ea58c7176b523bf,L3-已有湖北物理结构化或候选diff线索,P1-保持原执行泳道,把已有高校侧结构化或diff线索用于核页提示；仍必须回第19期PDF原页和湖北官方侧。,人工最小核验集中在计划数冲突、OCR补缺、专业组边界和湖北官方侧。,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存公开任务状态、计数和证据层级，不保存逐专业官网字段记录、人工字段记录、识别正文、登录态、截图或私有路径。
SOURCESYNC-2f3cda9bc36febfe,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-school-source-status-snapshot-public-ledger.csv,data/working/issue19-school-source-next20-official-probe-public-ledger.csv,data/working/issue19-school-source-live-20260629-ledger.csv,data/working/issue19-c4-c6-retained-source-reuse-public-ledger.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_latest_reconciliation_public_ledger,高校×高校侧辅证自动执行任务×最新公开证据对齐,公开任务级状态；不保存逐专业字段记录、人工字段记录或私有材料,false,false,false,false,false,false,false,false,SCHOOLSRCEXEC-0990b3480ddf7d99,SCHOOLSRCSTATUS-f4b3137ff1340149,31,K153,成都信息工程大学,A2-专业名匹配规则或人工确认,C7-官网源未匹配专业需人工确认专业名,has_partial_source_needs_followup,no_live_probe_record,T2-有公开来源待解析,D5-不适用,S4-部分来源待跟进,3,1,0,0,0,,,0,0,,1,38,6,1,38,6,2,4,0,0,,c4c6_reuse；c4c6_diff,b83a3fb30ad54207,L3-已有湖北物理结构化或候选diff线索,P1-保持原执行泳道,把已有高校侧结构化或diff线索用于核页提示；仍必须回第19期PDF原页和湖北官方侧。,人工最小核验集中在计划数冲突、OCR补缺、专业组边界和湖北官方侧。,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存公开任务状态、计数和证据层级，不保存逐专业官网字段记录、人工字段记录、识别正文、登录态、截图或私有路径。
SOURCESYNC-114b485f6cd78a20,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-school-source-status-snapshot-public-ledger.csv,data/working/issue19-school-source-next20-official-probe-public-ledger.csv,data/working/issue19-school-source-live-20260629-ledger.csv,data/working/issue19-c4-c6-retained-source-reuse-public-ledger.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_latest_reconciliation_public_ledger,高校×高校侧辅证自动执行任务×最新公开证据对齐,公开任务级状态；不保存逐专业字段记录、人工字段记录或私有材料,false,false,false,false,false,false,false,false,SCHOOLSRCEXEC-c8c0cb1e721223c6,SCHOOLSRCSTATUS-46956b865a934273,32,C150,武汉商学院,A2-专业名匹配规则或人工确认,C7-官网源未匹配专业需人工确认专业名,has_reusable_2026_hubei_plan_source,no_live_probe_record,T3-暂无结构化源,D5-不适用,S2-已有可复用高校官网源,2,2,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,,none,,L0-暂无可复用高校侧计划源,P1-保持原执行泳道,先核第19期PDF原页和湖北官方侧；高校官网只作冲突解释和差异提示。,人工按原账本要求核PDF原页、湖北官方侧和必要高校官网辅证。,暂无公开结构化湖北物理计划源线索。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存公开任务状态、计数和证据层级，不保存逐专业官网字段记录、人工字段记录、识别正文、登录态、截图或私有路径。
SOURCESYNC-3db5ceb5e0cc2244,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-school-source-status-snapshot-public-ledger.csv,data/working/issue19-school-source-next20-official-probe-public-ledger.csv,data/working/issue19-school-source-live-20260629-ledger.csv,data/working/issue19-c4-c6-retained-source-reuse-public-ledger.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_latest_reconciliation_public_ledger,高校×高校侧辅证自动执行任务×最新公开证据对齐,公开任务级状态；不保存逐专业字段记录、人工字段记录或私有材料,false,false,false,false,false,false,false,false,SCHOOLSRCEXEC-a242c3c80a4b3152,SCHOOLSRCSTATUS-f0d836e0618213a7,33,K753,喀什大学,A2-专业名匹配规则或人工确认,C7-官网源未匹配专业需人工确认专业名,has_partial_source_needs_followup,no_live_probe_record,T2-有公开来源待解析,D5-不适用,S4-部分来源待跟进,2,1,1,0,90,official_xlsx_hubei_column,已有官方入口或附件线索，但仍需继续补结构化或补源,0,0,,1,31,13,1,31,13,8,3,2,0,,next20；c4c6_reuse；c4c6_diff,d4647ba2e86db6e0,L3-已有湖北物理结构化或候选diff线索,P1-保持原执行泳道,把已有高校侧结构化或diff线索用于核页提示；仍必须回第19期PDF原页和湖北官方侧。,人工最小核验集中在计划数冲突、OCR补缺、专业组边界和湖北官方侧。,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存公开任务状态、计数和证据层级，不保存逐专业官网字段记录、人工字段记录、识别正文、登录态、截图或私有路径。
SOURCESYNC-ba20e8f374377ce9,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-school-source-status-snapshot-public-ledger.csv,data/working/issue19-school-source-next20-official-probe-public-ledger.csv,data/working/issue19-school-source-live-20260629-ledger.csv,data/working/issue19-c4-c6-retained-source-reuse-public-ledger.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_latest_reconciliation_public_ledger,高校×高校侧辅证自动执行任务×最新公开证据对齐,公开任务级状态；不保存逐专业字段记录、人工字段记录或私有材料,false,false,false,false,false,false,false,false,SCHOOLSRCEXEC-0ba4001dc5dd238d,SCHOOLSRCSTATUS-2703578c4b738fb6,34,A033,中国传媒大学,A0-冲突回页和官方侧核验,C0-冲突先核PDF原页和湖北官方系统,has_reusable_2026_hubei_plan_source,no_live_probe_record,T2-有公开来源待解析,D5-不适用,S2-已有可复用高校官网源,1,1,1,14,34,official_ajax_json,已有结构化高校侧辅证，可进入候选diff和核页优先级判断,0,0,,1,14,5,1,14,5,3,2,0,0,,next20；c4c6_reuse；c4c6_diff,b0830e7ae227d08b,L3-已有湖北物理结构化或候选diff线索,P2-原任务已有高校侧来源继续回页,把已有高校侧结构化或diff线索用于核页提示；仍必须回第19期PDF原页和湖北官方侧。,人工最小核验集中在计划数冲突、OCR补缺、专业组边界和湖北官方侧。,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存公开任务状态、计数和证据层级，不保存逐专业官网字段记录、人工字段记录、识别正文、登录态、截图或私有路径。
SOURCESYNC-93cc81f9669a64d7,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-school-source-status-snapshot-public-ledger.csv,data/working/issue19-school-source-next20-official-probe-public-ledger.csv,data/working/issue19-school-source-live-20260629-ledger.csv,data/working/issue19-c4-c6-retained-source-reuse-public-ledger.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_latest_reconciliation_public_ledger,高校×高校侧辅证自动执行任务×最新公开证据对齐,公开任务级状态；不保存逐专业字段记录、人工字段记录或私有材料,false,false,false,false,false,false,false,false,SCHOOLSRCEXEC-fdf9e0ae74a29559,SCHOOLSRCSTATUS-01ee7f24cc31e9d3,35,A135,山东大学,A0-冲突回页和官方侧核验,C0-冲突先核PDF原页和湖北官方系统,has_reusable_2026_hubei_plan_source,no_live_probe_record,T2-有公开来源待解析,D5-不适用,S2-已有可复用高校官网源,1,1,0,0,0,,,0,0,,1,24,10,1,24,10,3,7,0,0,,c4c6_reuse；c4c6_diff,56a73fe94c5eb95a,L3-已有湖北物理结构化或候选diff线索,P2-原任务已有高校侧来源继续回页,把已有高校侧结构化或diff线索用于核页提示；仍必须回第19期PDF原页和湖北官方侧。,人工最小核验集中在计划数冲突、OCR补缺、专业组边界和湖北官方侧。,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存公开任务状态、计数和证据层级，不保存逐专业官网字段记录、人工字段记录、识别正文、登录态、截图或私有路径。
SOURCESYNC-d6edfc0999dfd645,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-school-source-status-snapshot-public-ledger.csv,data/working/issue19-school-source-next20-official-probe-public-ledger.csv,data/working/issue19-school-source-live-20260629-ledger.csv,data/working/issue19-c4-c6-retained-source-reuse-public-ledger.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_latest_reconciliation_public_ledger,高校×高校侧辅证自动执行任务×最新公开证据对齐,公开任务级状态；不保存逐专业字段记录、人工字段记录或私有材料,false,false,false,false,false,false,false,false,SCHOOLSRCEXEC-042c2c4bd322ce21,SCHOOLSRCSTATUS-b13d6615f966cafb,36,H002,浙江工业大学,A0-冲突回页和官方侧核验,C0-冲突先核PDF原页和湖北官方系统,has_reusable_2026_hubei_plan_source,no_live_probe_record,T2-有公开来源待解析,D5-不适用,S2-已有可复用高校官网源,1,1,0,0,0,,,0,0,,1,12,3,1,12,3,2,0,1,0,,c4c6_reuse；c4c6_diff,025b255bdc06dab8,L3-已有湖北物理结构化或候选diff线索,P2-原任务已有高校侧来源继续回页,把已有高校侧结构化或diff线索用于核页提示；仍必须回第19期PDF原页和湖北官方侧。,人工最小核验集中在计划数冲突、OCR补缺、专业组边界和湖北官方侧。,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存公开任务状态、计数和证据层级，不保存逐专业官网字段记录、人工字段记录、识别正文、登录态、截图或私有路径。
SOURCESYNC-2d5515f598bad2fa,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-school-source-status-snapshot-public-ledger.csv,data/working/issue19-school-source-next20-official-probe-public-ledger.csv,data/working/issue19-school-source-live-20260629-ledger.csv,data/working/issue19-c4-c6-retained-source-reuse-public-ledger.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_latest_reconciliation_public_ledger,高校×高校侧辅证自动执行任务×最新公开证据对齐,公开任务级状态；不保存逐专业字段记录、人工字段记录或私有材料,false,false,false,false,false,false,false,false,SCHOOLSRCEXEC-450efd8308777476,SCHOOLSRCSTATUS-04d367f213ff53d3,37,H450,山东工商学院,A0-冲突回页和官方侧核验,C0-冲突先核PDF原页和湖北官方系统,has_reusable_2026_hubei_plan_source,no_live_probe_record,T2-有公开来源待解析,D5-不适用,S2-已有可复用高校官网源,1,1,2,48,122,official_pdf_extracted,已有结构化高校侧辅证，可进入候选diff和核页优先级判断,0,0,,1,24,8,1,24,8,5,1,2,0,,next20；c4c6_reuse；c4c6_diff,880daf4540a572fb,L3-已有湖北物理结构化或候选diff线索,P2-原任务已有高校侧来源继续回页,把已有高校侧结构化或diff线索用于核页提示；仍必须回第19期PDF原页和湖北官方侧。,人工最小核验集中在计划数冲突、OCR补缺、专业组边界和湖北官方侧。,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存公开任务状态、计数和证据层级，不保存逐专业官网字段记录、人工字段记录、识别正文、登录态、截图或私有路径。
