页列底座核验批次行ID,来源页列底座综合风险登记表,来源期号,来源PDF_SHA256,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,机器是否允许自动写回主表,是否允许作为志愿推荐依据,是否允许生成学校专业建议,批次总序,批次ID,批次名称,批次容量上限,批内页列序号,页列全局风险总序,来源页码,版面列,页码版面键,页列底座综合风险登记ID,综合风险优先级桶,综合风险优先级数值,页列首要核验动作,批次执行线,批次页列数,批次专业行数,批次字段任务数,批次Z0页列数,批次Z1页列数,批次Z2页列数,批次Z3页列数,批次结构R0专业行数,批次源证据X1专业行数,批次源证据X2专业行数,批次官方查询键碰撞行数,批次字段Q0任务数,包内专业行数,包内字段任务数,字段Q0无候选阻断任务数,字段Q1有候选待人工核验任务数,字段Q2待三方闭环任务数,结构R0专业行数,结构R1专业行数,结构R2专业行数,结构R3专业行数,结构风险事件数,版面风险事件数,专业代号风险事件数,官方查询键碰撞行数,教育部未匹配校名专业行数,官网辅证线索行数,官网计划数冲突行数,决策G0结构或归属未闭环行数,决策G1家庭底线风险待确认行数,决策G2字段缺口未闭环行数,源证据X1专业窗口P0行数,源证据X2起始行P0_QC行数,源证据X3优先复核行数,源证据X4低风险抽检行数,专业行ID集合SHA256,字段任务集合SHA256,风险登记ID集合SHA256,PDF原页核页状态,湖北官方系统或省招办计划核验状态,结构和官方消歧状态,高校官网或招生章程辅证状态,字段事实写回状态,批次完成状态,公开安全策略,下一步
PSFOUNDATIONBATCHROW-79e077abea835e64,data/working/issue19-page-side-foundation-risk-register.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_verification_batches,PDF页码×版面列,PDF页码×版面列×底座核验批次,false,false,false,false,false,8,PSFOUNDATIONBATCH-64acf798aacc69cb,第08批-页列底座核验,25,10,185,211,left,211-left,PSFOUNDATIONRISK-213c65d9c2c467f8,Z0-结构源证据或官方消歧阻断页列先核,0,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,L0-结构源证据官方消歧先核,25,696,2088,25,0,0,0,0,0,395,0,804,17,51,30,18,3,0,3,1,13,0,0,0,0,0,0,0,3,14,0,0,16,1,0,a4361b8155f6d7d0d8d256e81b9c74554eab899dc135cd74df705c95fcbbccbf,dd2b82e806431f22915a5b99b5571c611e95958084e28b23f5e6b82229ba7f98,7b7f69e866b7f229094abe1772e18be55719faedca29015d5bdd8fb05296caf0,pending_manual_pdf_review,pending_hubei_official_review,pending_structure_and_official_key_review,pending_if_school_clue_present,blocked_until_batch_evidence_closed,R0-未开始页列底座核验,只公开批次、页列、风险计数、集合SHA和非最终门禁；不公开学校专业明细、字段读数、人工记录、图片路径或私有识别材料。,第08批-页列底座核验 内先按页列风险顺序核 PDF 原页、湖北官方侧和必要高校辅证；完成前不得写回字段事实或进入志愿推荐。
PSFOUNDATIONBATCHROW-58168b99699bcf03,data/working/issue19-page-side-foundation-risk-register.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_verification_batches,PDF页码×版面列,PDF页码×版面列×底座核验批次,false,false,false,false,false,8,PSFOUNDATIONBATCH-64acf798aacc69cb,第08批-页列底座核验,25,11,186,135,left,135-left,PSFOUNDATIONRISK-62adb867629254df,Z0-结构源证据或官方消歧阻断页列先核,0,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,L0-结构源证据官方消歧先核,25,696,2088,25,0,0,0,0,0,395,0,804,41,123,24,87,12,0,20,6,15,8,7,0,0,0,12,10,20,1,17,0,16,22,3,8464ac52c95428542b7c5caee4b41c4be15b2b88cc60005bc0bd03af1ba4f9a4,b45151789a06a2f0d45178b30fd1127685e32d8f28236c162508736dc6d49e3b,7b7f69e866b7f229094abe1772e18be55719faedca29015d5bdd8fb05296caf0,pending_manual_pdf_review,pending_hubei_official_review,pending_structure_and_official_key_review,pending_if_school_clue_present,blocked_until_batch_evidence_closed,R0-未开始页列底座核验,只公开批次、页列、风险计数、集合SHA和非最终门禁；不公开学校专业明细、字段读数、人工记录、图片路径或私有识别材料。,第08批-页列底座核验 内先按页列风险顺序核 PDF 原页、湖北官方侧和必要高校辅证；完成前不得写回字段事实或进入志愿推荐。
PSFOUNDATIONBATCHROW-11c827a62288aadc,data/working/issue19-page-side-foundation-risk-register.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_verification_batches,PDF页码×版面列,PDF页码×版面列×底座核验批次,false,false,false,false,false,8,PSFOUNDATIONBATCH-64acf798aacc69cb,第08批-页列底座核验,25,12,187,105,right,105-right,PSFOUNDATIONRISK-c19cda13cdae39b5,Z0-结构源证据或官方消歧阻断页列先核,0,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,L0-结构源证据官方消歧先核,25,696,2088,25,0,0,0,0,0,395,0,804,27,81,18,57,6,0,7,1,19,6,5,2,0,0,0,0,7,0,18,0,16,11,0,c66802662b5a72dcb9a97896596435f8230063e16fa0c5da3306d70731c7e66b,af0feb1f3052d3f2effbffa7a4e14c7cbbcbc7e29e3d149b818276ab703879cb,7b7f69e866b7f229094abe1772e18be55719faedca29015d5bdd8fb05296caf0,pending_manual_pdf_review,pending_hubei_official_review,pending_structure_and_official_key_review,pending_if_school_clue_present,blocked_until_batch_evidence_closed,R0-未开始页列底座核验,只公开批次、页列、风险计数、集合SHA和非最终门禁；不公开学校专业明细、字段读数、人工记录、图片路径或私有识别材料。,第08批-页列底座核验 内先按页列风险顺序核 PDF 原页、湖北官方侧和必要高校辅证；完成前不得写回字段事实或进入志愿推荐。
PSFOUNDATIONBATCHROW-982ee06d2d255276,data/working/issue19-page-side-foundation-risk-register.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_verification_batches,PDF页码×版面列,PDF页码×版面列×底座核验批次,false,false,false,false,false,8,PSFOUNDATIONBATCH-64acf798aacc69cb,第08批-页列底座核验,25,13,188,46,left,046-left,PSFOUNDATIONRISK-dee91a25b5778813,Z0-结构源证据或官方消歧阻断页列先核,0,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,L0-结构源证据官方消歧先核,25,696,2088,25,0,0,0,0,0,395,0,804,25,75,18,51,6,0,16,2,7,3,6,0,0,0,0,0,16,4,5,0,16,9,0,fb322b2bf6fb32db69f9c5b0c6c2de1f9bb1fc5d02ecf73a20a5da7e0b9a640e,04ebfb5b1babca25589c3d800a650b480248be00687b36eefa21c17357f348c8,7b7f69e866b7f229094abe1772e18be55719faedca29015d5bdd8fb05296caf0,pending_manual_pdf_review,pending_hubei_official_review,pending_structure_and_official_key_review,pending_if_school_clue_present,blocked_until_batch_evidence_closed,R0-未开始页列底座核验,只公开批次、页列、风险计数、集合SHA和非最终门禁；不公开学校专业明细、字段读数、人工记录、图片路径或私有识别材料。,第08批-页列底座核验 内先按页列风险顺序核 PDF 原页、湖北官方侧和必要高校辅证；完成前不得写回字段事实或进入志愿推荐。
PSFOUNDATIONBATCHROW-d267a5298a98e1d0,data/working/issue19-page-side-foundation-risk-register.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_verification_batches,PDF页码×版面列,PDF页码×版面列×底座核验批次,false,false,false,false,false,8,PSFOUNDATIONBATCH-64acf798aacc69cb,第08批-页列底座核验,25,14,189,172,right,172-right,PSFOUNDATIONRISK-2afefac3739fef5e,Z0-结构源证据或官方消歧阻断页列先核,0,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,L0-结构源证据官方消歧先核,25,696,2088,25,0,0,0,0,0,395,0,804,36,108,15,93,0,0,15,0,21,2,3,0,0,0,0,0,15,0,21,0,16,17,3,ae7e0350a8dc00745554326a99b7fcc8ea28f28538c26002ba2d5bed413d3480,ebbee32022fe46d01477bf5bd618aedc1d9a70b4653f5a0257c02c66c1becb28,7b7f69e866b7f229094abe1772e18be55719faedca29015d5bdd8fb05296caf0,pending_manual_pdf_review,pending_hubei_official_review,pending_structure_and_official_key_review,pending_if_school_clue_present,blocked_until_batch_evidence_closed,R0-未开始页列底座核验,只公开批次、页列、风险计数、集合SHA和非最终门禁；不公开学校专业明细、字段读数、人工记录、图片路径或私有识别材料。,第08批-页列底座核验 内先按页列风险顺序核 PDF 原页、湖北官方侧和必要高校辅证；完成前不得写回字段事实或进入志愿推荐。
PSFOUNDATIONBATCHROW-b7f80cf66aa38e1f,data/working/issue19-page-side-foundation-risk-register.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_verification_batches,PDF页码×版面列,PDF页码×版面列×底座核验批次,false,false,false,false,false,8,PSFOUNDATIONBATCH-64acf798aacc69cb,第08批-页列底座核验,25,15,190,152,right,152-right,PSFOUNDATIONRISK-7a397fe7b8768c8b,Z0-结构源证据或官方消歧阻断页列先核,0,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,L0-结构源证据官方消歧先核,25,696,2088,25,0,0,0,0,0,395,0,804,16,48,15,27,6,0,4,1,11,2,4,0,0,0,0,0,4,12,0,0,16,0,0,cda20ef8e589f9495615eda69dcce6949389378f9549cc70a422673045b004fd,42c3e0b36c4219d94aff9f4abb8e19828e648f6629198e59c9febb674ad7b43f,7b7f69e866b7f229094abe1772e18be55719faedca29015d5bdd8fb05296caf0,pending_manual_pdf_review,pending_hubei_official_review,pending_structure_and_official_key_review,pending_if_school_clue_present,blocked_until_batch_evidence_closed,R0-未开始页列底座核验,只公开批次、页列、风险计数、集合SHA和非最终门禁；不公开学校专业明细、字段读数、人工记录、图片路径或私有识别材料。,第08批-页列底座核验 内先按页列风险顺序核 PDF 原页、湖北官方侧和必要高校辅证；完成前不得写回字段事实或进入志愿推荐。
PSFOUNDATIONBATCHROW-5da96e2188c9f8b0,data/working/issue19-page-side-foundation-risk-register.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_verification_batches,PDF页码×版面列,PDF页码×版面列×底座核验批次,false,false,false,false,false,8,PSFOUNDATIONBATCH-64acf798aacc69cb,第08批-页列底座核验,25,16,191,191,right,191-right,PSFOUNDATIONRISK-4ab34f36689a5d79,Z0-结构源证据或官方消歧阻断页列先核,0,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,L0-结构源证据官方消歧先核,25,696,2088,25,0,0,0,0,0,395,0,804,19,57,15,39,3,0,0,5,14,0,0,0,0,0,0,0,0,17,2,0,16,3,0,33c6de174b708af59e309bd7c3b7f437b62205557b88164b68045683e5e35293,970c5512a53b9f8a3a126ae6b83fb2ed2ac98e083f923617f024a8e479dfc4ea,7b7f69e866b7f229094abe1772e18be55719faedca29015d5bdd8fb05296caf0,pending_manual_pdf_review,pending_hubei_official_review,pending_structure_and_official_key_review,pending_if_school_clue_present,blocked_until_batch_evidence_closed,R0-未开始页列底座核验,只公开批次、页列、风险计数、集合SHA和非最终门禁；不公开学校专业明细、字段读数、人工记录、图片路径或私有识别材料。,第08批-页列底座核验 内先按页列风险顺序核 PDF 原页、湖北官方侧和必要高校辅证；完成前不得写回字段事实或进入志愿推荐。
PSFOUNDATIONBATCHROW-7c5fafe96844549b,data/working/issue19-page-side-foundation-risk-register.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_verification_batches,PDF页码×版面列,PDF页码×版面列×底座核验批次,false,false,false,false,false,8,PSFOUNDATIONBATCH-64acf798aacc69cb,第08批-页列底座核验,25,17,192,161,left,161-left,PSFOUNDATIONRISK-3817d4d6a3e457a9,Z0-结构源证据或官方消歧阻断页列先核,0,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,L0-结构源证据官方消歧先核,25,696,2088,25,0,0,0,0,0,395,0,804,36,108,9,99,0,0,25,2,9,3,3,0,0,0,0,0,25,0,11,0,16,19,1,91e0ffd64c41e81d39d9382939265b1a8dcfa404d937290aedc4a0103906e61f,585813b51b5bbf39fe17c61bc40728d6fe9cd9530fdf86ace5ebe328c00b789a,7b7f69e866b7f229094abe1772e18be55719faedca29015d5bdd8fb05296caf0,pending_manual_pdf_review,pending_hubei_official_review,pending_structure_and_official_key_review,pending_if_school_clue_present,blocked_until_batch_evidence_closed,R0-未开始页列底座核验,只公开批次、页列、风险计数、集合SHA和非最终门禁；不公开学校专业明细、字段读数、人工记录、图片路径或私有识别材料。,第08批-页列底座核验 内先按页列风险顺序核 PDF 原页、湖北官方侧和必要高校辅证；完成前不得写回字段事实或进入志愿推荐。
PSFOUNDATIONBATCHROW-0eb9b24e85ff4b2b,data/working/issue19-page-side-foundation-risk-register.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_verification_batches,PDF页码×版面列,PDF页码×版面列×底座核验批次,false,false,false,false,false,8,PSFOUNDATIONBATCH-64acf798aacc69cb,第08批-页列底座核验,25,18,193,209,right,209-right,PSFOUNDATIONRISK-aa99ed19a67fc018,Z0-结构源证据或官方消歧阻断页列先核,0,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,L0-结构源证据官方消歧先核,25,696,2088,25,0,0,0,0,0,395,0,804,30,90,9,78,3,0,0,3,27,0,0,0,0,0,30,2,0,4,25,0,16,14,0,f1a0d56f8615eb04c6048c1d0f79d44574d477a187e33f0ad865c2c7ab477b44,2a7fb77be4d080d1114b4eda52a818d83ead90ffbfa1e995f100bc50a7b03067,7b7f69e866b7f229094abe1772e18be55719faedca29015d5bdd8fb05296caf0,pending_manual_pdf_review,pending_hubei_official_review,pending_structure_and_official_key_review,pending_if_school_clue_present,blocked_until_batch_evidence_closed,R0-未开始页列底座核验,只公开批次、页列、风险计数、集合SHA和非最终门禁；不公开学校专业明细、字段读数、人工记录、图片路径或私有识别材料。,第08批-页列底座核验 内先按页列风险顺序核 PDF 原页、湖北官方侧和必要高校辅证；完成前不得写回字段事实或进入志愿推荐。
PSFOUNDATIONBATCHROW-f129e5e35bf0c337,data/working/issue19-page-side-foundation-risk-register.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_verification_batches,PDF页码×版面列,PDF页码×版面列×底座核验批次,false,false,false,false,false,8,PSFOUNDATIONBATCH-64acf798aacc69cb,第08批-页列底座核验,25,19,194,187,right,187-right,PSFOUNDATIONRISK-13f795f4ca775ce3,Z0-结构源证据或官方消歧阻断页列先核,0,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,L0-结构源证据官方消歧先核,25,696,2088,25,0,0,0,0,0,395,0,804,21,63,6,27,30,0,5,1,15,1,0,0,0,0,5,0,5,2,9,0,16,5,0,3feddeb024a723568a764ff3aa162e2f4346fea042ea5e8f87e9aba191e29c38,4ae5aac17cf6ba5be872f80a911b7023d50926c449f2f5e53eae3e4ff7d7a73a,7b7f69e866b7f229094abe1772e18be55719faedca29015d5bdd8fb05296caf0,pending_manual_pdf_review,pending_hubei_official_review,pending_structure_and_official_key_review,pending_if_school_clue_present,blocked_until_batch_evidence_closed,R0-未开始页列底座核验,只公开批次、页列、风险计数、集合SHA和非最终门禁；不公开学校专业明细、字段读数、人工记录、图片路径或私有识别材料。,第08批-页列底座核验 内先按页列风险顺序核 PDF 原页、湖北官方侧和必要高校辅证；完成前不得写回字段事实或进入志愿推荐。
PSFOUNDATIONBATCHROW-856555e35add46a2,data/working/issue19-page-side-foundation-risk-register.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_verification_batches,PDF页码×版面列,PDF页码×版面列×底座核验批次,false,false,false,false,false,8,PSFOUNDATIONBATCH-64acf798aacc69cb,第08批-页列底座核验,25,20,195,68,right,068-right,PSFOUNDATIONRISK-00746b1fa145ceeb,Z0-结构源证据或官方消歧阻断页列先核,0,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,L0-结构源证据官方消歧先核,25,696,2088,25,0,0,0,0,0,395,0,804,32,96,6,66,24,0,9,4,19,0,0,0,0,0,0,0,9,6,12,0,16,15,1,90c21b1ff8a7eb0162470ba6ddc73c4672f9116a5c916dc75c8f5e7f76b891c2,2455debe46f47576a743f20686fe1db4dbf3cb55f9308f4f914c7439039b5bc8,7b7f69e866b7f229094abe1772e18be55719faedca29015d5bdd8fb05296caf0,pending_manual_pdf_review,pending_hubei_official_review,pending_structure_and_official_key_review,pending_if_school_clue_present,blocked_until_batch_evidence_closed,R0-未开始页列底座核验,只公开批次、页列、风险计数、集合SHA和非最终门禁；不公开学校专业明细、字段读数、人工记录、图片路径或私有识别材料。,第08批-页列底座核验 内先按页列风险顺序核 PDF 原页、湖北官方侧和必要高校辅证；完成前不得写回字段事实或进入志愿推荐。
PSFOUNDATIONBATCHROW-81a5c6bde27cf72b,data/working/issue19-page-side-foundation-risk-register.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_verification_batches,PDF页码×版面列,PDF页码×版面列×底座核验批次,false,false,false,false,false,8,PSFOUNDATIONBATCH-64acf798aacc69cb,第08批-页列底座核验,25,21,196,74,left,074-left,PSFOUNDATIONRISK-259b87fedb94107a,Z0-结构源证据或官方消歧阻断页列先核,0,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,L0-结构源证据官方消歧先核,25,696,2088,25,0,0,0,0,0,395,0,804,40,120,69,33,18,0,5,8,27,8,7,1,0,0,26,0,5,5,27,0,15,24,1,7b52a9617fea00325d901035926565edee2d7b049bc6548f14accd8867103535,ceb789c3c4794d44c919499125b0567841a921c02137c53cf0871db73fe6233a,7b7f69e866b7f229094abe1772e18be55719faedca29015d5bdd8fb05296caf0,pending_manual_pdf_review,pending_hubei_official_review,pending_structure_and_official_key_review,pending_if_school_clue_present,blocked_until_batch_evidence_closed,R0-未开始页列底座核验,只公开批次、页列、风险计数、集合SHA和非最终门禁；不公开学校专业明细、字段读数、人工记录、图片路径或私有识别材料。,第08批-页列底座核验 内先按页列风险顺序核 PDF 原页、湖北官方侧和必要高校辅证；完成前不得写回字段事实或进入志愿推荐。
PSFOUNDATIONBATCHROW-40db239957ec0c3e,data/working/issue19-page-side-foundation-risk-register.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_verification_batches,PDF页码×版面列,PDF页码×版面列×底座核验批次,false,false,false,false,false,8,PSFOUNDATIONBATCH-64acf798aacc69cb,第08批-页列底座核验,25,22,197,145,left,145-left,PSFOUNDATIONRISK-b0b812a83c2ec58f,Z0-结构源证据或官方消歧阻断页列先核,0,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,L0-结构源证据官方消歧先核,25,696,2088,25,0,0,0,0,0,395,0,804,25,75,57,15,3,0,4,5,16,6,3,0,0,0,0,0,4,18,3,0,15,9,1,b5d541f4ef9012eecb2e3c2eea0527d7c910dba942dfa5ec457b9a759e23c301,f6fef2a4d507de490d6563bd32e04ff01f38bb69177b7b13dd477fb81e001f5d,7b7f69e866b7f229094abe1772e18be55719faedca29015d5bdd8fb05296caf0,pending_manual_pdf_review,pending_hubei_official_review,pending_structure_and_official_key_review,pending_if_school_clue_present,blocked_until_batch_evidence_closed,R0-未开始页列底座核验,只公开批次、页列、风险计数、集合SHA和非最终门禁；不公开学校专业明细、字段读数、人工记录、图片路径或私有识别材料。,第08批-页列底座核验 内先按页列风险顺序核 PDF 原页、湖北官方侧和必要高校辅证；完成前不得写回字段事实或进入志愿推荐。
PSFOUNDATIONBATCHROW-6df29dc48d28c5a2,data/working/issue19-page-side-foundation-risk-register.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_verification_batches,PDF页码×版面列,PDF页码×版面列×底座核验批次,false,false,false,false,false,8,PSFOUNDATIONBATCH-64acf798aacc69cb,第08批-页列底座核验,25,23,198,125,right,125-right,PSFOUNDATIONRISK-65cda40660c3e55e,Z0-结构源证据或官方消歧阻断页列先核,0,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,L0-结构源证据官方消歧先核,25,696,2088,25,0,0,0,0,0,395,0,804,22,66,57,0,9,0,4,1,17,6,3,0,0,0,0,0,4,16,2,0,15,7,0,e93e4a9678465741a020096e6be2f38e1caf4307cc4b77b33633e0fd04491184,6f67a7f0cbdf40972ed3345c455e0e1838f1fcf34e70f046ba2c6d610c3941ae,7b7f69e866b7f229094abe1772e18be55719faedca29015d5bdd8fb05296caf0,pending_manual_pdf_review,pending_hubei_official_review,pending_structure_and_official_key_review,pending_if_school_clue_present,blocked_until_batch_evidence_closed,R0-未开始页列底座核验,只公开批次、页列、风险计数、集合SHA和非最终门禁；不公开学校专业明细、字段读数、人工记录、图片路径或私有识别材料。,第08批-页列底座核验 内先按页列风险顺序核 PDF 原页、湖北官方侧和必要高校辅证；完成前不得写回字段事实或进入志愿推荐。
PSFOUNDATIONBATCHROW-48a6ddc518c7e001,data/working/issue19-page-side-foundation-risk-register.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_verification_batches,PDF页码×版面列,PDF页码×版面列×底座核验批次,false,false,false,false,false,8,PSFOUNDATIONBATCH-64acf798aacc69cb,第08批-页列底座核验,25,24,199,191,left,191-left,PSFOUNDATIONRISK-78363281b7928cdb,Z0-结构源证据或官方消歧阻断页列先核,0,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,L0-结构源证据官方消歧先核,25,696,2088,25,0,0,0,0,0,395,0,804,24,72,45,12,15,0,16,0,8,14,17,0,0,0,0,0,16,2,4,0,15,9,0,e9920e22380eee3e5e556f4388fee361573e53c80605ac33d66414f472e692da,749298e5d5e7e9bb4328ab65548cb7c438e0870a362d56737f520869b7ea56fe,7b7f69e866b7f229094abe1772e18be55719faedca29015d5bdd8fb05296caf0,pending_manual_pdf_review,pending_hubei_official_review,pending_structure_and_official_key_review,pending_if_school_clue_present,blocked_until_batch_evidence_closed,R0-未开始页列底座核验,只公开批次、页列、风险计数、集合SHA和非最终门禁；不公开学校专业明细、字段读数、人工记录、图片路径或私有识别材料。,第08批-页列底座核验 内先按页列风险顺序核 PDF 原页、湖北官方侧和必要高校辅证；完成前不得写回字段事实或进入志愿推荐。
PSFOUNDATIONBATCHROW-e92ffc86248936df,data/working/issue19-page-side-foundation-risk-register.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_verification_batches,PDF页码×版面列,PDF页码×版面列×底座核验批次,false,false,false,false,false,8,PSFOUNDATIONBATCH-64acf798aacc69cb,第08批-页列底座核验,25,25,200,158,right,158-right,PSFOUNDATIONRISK-dc281996950df813,Z0-结构源证据或官方消歧阻断页列先核,0,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,L0-结构源证据官方消歧先核,25,696,2088,25,0,0,0,0,0,395,0,804,26,78,45,33,0,0,10,4,12,2,3,0,0,0,0,0,10,1,15,0,15,11,0,df876ac8459a125eaabb2d9bf16d12c8ae83d9c53d4c420edc70bc3b0605e59b,a0ba826b9414a79a51eb9a0605cea4067e7bd2271a3bae0a3a56022ec793df79,7b7f69e866b7f229094abe1772e18be55719faedca29015d5bdd8fb05296caf0,pending_manual_pdf_review,pending_hubei_official_review,pending_structure_and_official_key_review,pending_if_school_clue_present,blocked_until_batch_evidence_closed,R0-未开始页列底座核验,只公开批次、页列、风险计数、集合SHA和非最终门禁；不公开学校专业明细、字段读数、人工记录、图片路径或私有识别材料。,第08批-页列底座核验 内先按页列风险顺序核 PDF 原页、湖北官方侧和必要高校辅证；完成前不得写回字段事实或进入志愿推荐。
PSFOUNDATIONBATCHROW-66b27f68bae2042c,data/working/issue19-page-side-foundation-risk-register.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_verification_batches,PDF页码×版面列,PDF页码×版面列×底座核验批次,false,false,false,false,false,9,PSFOUNDATIONBATCH-7601c96de9bbd7e6,第09批-页列底座核验,25,1,201,144,left,144-left,PSFOUNDATIONRISK-7a853ce33eb17ae0,Z0-结构源证据或官方消歧阻断页列先核,0,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,L0-结构源证据官方消歧先核,25,832,2496,25,0,0,0,0,0,367,2,894,48,144,42,93,9,0,14,5,29,28,17,0,0,0,0,0,14,2,29,0,15,29,4,cb18695ce33fa8af46ccb578f4b2ac9a1a84aa6969d3d1018e356a98bcd806f3,3f095f5f024a96a3de86f8985636111747a68361705b640550d18a3676e8a4d7,55e3255ef87484c046f60fcca3f95c955d49e95fd972680a49e66abb2dd384ba,pending_manual_pdf_review,pending_hubei_official_review,pending_structure_and_official_key_review,pending_if_school_clue_present,blocked_until_batch_evidence_closed,R0-未开始页列底座核验,只公开批次、页列、风险计数、集合SHA和非最终门禁；不公开学校专业明细、字段读数、人工记录、图片路径或私有识别材料。,第09批-页列底座核验 内先按页列风险顺序核 PDF 原页、湖北官方侧和必要高校辅证；完成前不得写回字段事实或进入志愿推荐。
PSFOUNDATIONBATCHROW-d8ce5873a89ea693,data/working/issue19-page-side-foundation-risk-register.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_verification_batches,PDF页码×版面列,PDF页码×版面列×底座核验批次,false,false,false,false,false,9,PSFOUNDATIONBATCH-7601c96de9bbd7e6,第09批-页列底座核验,25,2,202,85,right,085-right,PSFOUNDATIONRISK-22f5dc394d9b2189,Z0-结构源证据或官方消歧阻断页列先核,0,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,L0-结构源证据官方消歧先核,25,832,2496,25,0,0,0,0,0,367,2,894,26,78,42,30,6,0,17,2,7,17,5,3,0,0,0,0,17,9,0,0,15,11,0,bb8e5d339670679e3bd21af1ee64b1b52cfc7f9490725f59d376739e0f34a9cb,d0b1fdd0e32c078283c58ecb2cde71394ca5160c83e8e310bc8eca5637847e15,55e3255ef87484c046f60fcca3f95c955d49e95fd972680a49e66abb2dd384ba,pending_manual_pdf_review,pending_hubei_official_review,pending_structure_and_official_key_review,pending_if_school_clue_present,blocked_until_batch_evidence_closed,R0-未开始页列底座核验,只公开批次、页列、风险计数、集合SHA和非最终门禁；不公开学校专业明细、字段读数、人工记录、图片路径或私有识别材料。,第09批-页列底座核验 内先按页列风险顺序核 PDF 原页、湖北官方侧和必要高校辅证；完成前不得写回字段事实或进入志愿推荐。
