第一闭环准出执行叠加ID,来源第一闭环执行队列,来源第一闭环事实准出门禁账本,来源第一闭环事实准出页列汇总,来源第一闭环核验结果页列汇总,来源第一闭环公开证据地图,来源期号,来源PDF_SHA256,生成日期,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,是否允许进入私有写回评审,是否可以自动闭环,叠加序号,来源执行顺序,页码版面键,来源页码,版面列,执行泳道,第一闭环页列优先级,准出闭环波次,准出闭环优先级,页列主阻断,执行队列首要动作,准出主动作,准出完成条件,页列任务数,事实范围数,字段事实数,专业名归属事实数,专业组边界事实数,涉及任务数,涉及院校代码数,PDF原页待核任务数,湖北官方侧待核任务数,高校辅证线索任务数,PDFOCR提示任务数,PDFOCR无候选任务数,机器坐标提示任务数,PDFOCR与高校辅证冲突任务数,需要人工直接看图任务数,需要双人复核任务数,PDF待补事实数,湖北官方待补事实数,高校辅证待补事实数,冲突待处理事实数,双人复核待完成事实数,三方闭环待完成事实数,专业名归属待闭环事实数,专业组边界待闭环事实数,可进入私有写回评审事实数,W0B0核心阻断事实数,B0同页伴生阻断事实数,结构事实阻断事实数,双人复核阻断事实数,人工看图阻断事实数,常规阻断事实数,是否仍需PDF原页,是否仍需湖北官方侧,是否仍需高校辅证,是否仍需冲突处理,是否仍需双人复核,是否仍需专业名归属,是否仍需专业组边界,事实准出状态分布,事实准出阻断等级分布,事实类型分布,事实集合SHA16,任务集合SHA16,院校代码集合SHA16,公开安全策略,下一步
FCRESEXEC-342a80bcffb9ddc6,data/working/issue19-stable-foundation-first-closure-execution-queue.csv,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,data/working/issue19-first-closure-fact-resolution-gate-v1-page-summary.csv,data/working/issue19-first-closure-verification-result-page-summary.csv,data/working/issue19-stable-foundation-first-closure-public-evidence-map.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_resolution_execution_overlay_v1,PDF页码×版面列×事实准出执行叠加,页列执行队列×事实准出缺口×核验结果页列汇总,false,false,false,false,false,false,false,false,false,false,25,25,014-left,14,left,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,R2-双人复核事实先闭环,00052-沿执行顺序核页,B2-机器坐标候选辅助核页,先核结构边界、源证据和官方查询键消歧，再处理字段明细值。,先完成双人复核，再补PDF原页、湖北官方侧和必要高校辅证记录。,PDF原页事实补齐=2；湖北官方侧事实补齐=2；三方闭环补齐=2；冲突、双人复核、专业名归属和专业组边界全部清零后，才可进入私有写回评审；仍不得直接生成推荐。,1,2,1,0,1,1,1,1,1,0,0,1,1,0,0,1,2,2,0,0,1,2,0,1,0,0,0,1,1,0,0,true,true,false,false,true,false,true,blocked_double_review_pdf_hubei×1；blocked_structure_pdf_hubei×1,G2-结构事实PDF湖北官方先行×1；G3-双人复核待完成×1,专业组边界事实×1；字段事实-专业计划数×1,d1cffaa6b5c87a7c,7e850f28b678a878,1f064950c2205f57,not_final；execution_overlay_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation,按来源执行顺序回到私有核页材料，补PDF原页、湖北官方侧、必要高校辅证和双人复核记录；公开层只同步状态和计数。
FCRESEXEC-8476c4a86c805e7b,data/working/issue19-stable-foundation-first-closure-execution-queue.csv,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,data/working/issue19-first-closure-fact-resolution-gate-v1-page-summary.csv,data/working/issue19-first-closure-verification-result-page-summary.csv,data/working/issue19-stable-foundation-first-closure-public-evidence-map.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_resolution_execution_overlay_v1,PDF页码×版面列×事实准出执行叠加,页列执行队列×事实准出缺口×核验结果页列汇总,false,false,false,false,false,false,false,false,false,false,26,26,032-right,32,right,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,R2-双人复核事实先闭环,00052-沿执行顺序核页,B2-机器坐标候选辅助核页,先核结构边界、源证据和官方查询键消歧，再处理字段明细值。,先完成双人复核，再补PDF原页、湖北官方侧和必要高校辅证记录。,PDF原页事实补齐=2；湖北官方侧事实补齐=2；三方闭环补齐=2；冲突、双人复核、专业名归属和专业组边界全部清零后，才可进入私有写回评审；仍不得直接生成推荐。,1,2,1,0,1,1,1,1,1,0,0,1,1,0,0,1,2,2,0,0,1,2,0,1,0,0,0,1,1,0,0,true,true,false,false,true,false,true,blocked_double_review_pdf_hubei×1；blocked_structure_pdf_hubei×1,G2-结构事实PDF湖北官方先行×1；G3-双人复核待完成×1,专业组边界事实×1；字段事实-专业计划数×1,d3b591ef8a1cfcc6,9e605a53a1548ab0,c2b4dc8516cfc3e8,not_final；execution_overlay_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation,按来源执行顺序回到私有核页材料，补PDF原页、湖北官方侧、必要高校辅证和双人复核记录；公开层只同步状态和计数。
FCRESEXEC-a393e45e86f3e1a6,data/working/issue19-stable-foundation-first-closure-execution-queue.csv,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,data/working/issue19-first-closure-fact-resolution-gate-v1-page-summary.csv,data/working/issue19-first-closure-verification-result-page-summary.csv,data/working/issue19-stable-foundation-first-closure-public-evidence-map.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_resolution_execution_overlay_v1,PDF页码×版面列×事实准出执行叠加,页列执行队列×事实准出缺口×核验结果页列汇总,false,false,false,false,false,false,false,false,false,false,27,27,033-right,33,right,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,R2-双人复核事实先闭环,00052-沿执行顺序核页,B2-机器坐标候选辅助核页,先核结构边界、源证据和官方查询键消歧，再处理字段明细值。,先完成双人复核，再补PDF原页、湖北官方侧和必要高校辅证记录。,PDF原页事实补齐=2；湖北官方侧事实补齐=2；三方闭环补齐=2；冲突、双人复核、专业名归属和专业组边界全部清零后，才可进入私有写回评审；仍不得直接生成推荐。,1,2,1,0,1,1,1,1,1,0,0,1,1,0,0,1,2,2,0,0,1,2,0,1,0,0,0,1,1,0,0,true,true,false,false,true,false,true,blocked_double_review_pdf_hubei×1；blocked_structure_pdf_hubei×1,G2-结构事实PDF湖北官方先行×1；G3-双人复核待完成×1,专业组边界事实×1；字段事实-专业计划数×1,65e441244168cae1,6495b02e5c41ed42,f4d03d1f4f7f755d,not_final；execution_overlay_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation,按来源执行顺序回到私有核页材料，补PDF原页、湖北官方侧、必要高校辅证和双人复核记录；公开层只同步状态和计数。
FCRESEXEC-7a49e3a90213d8a4,data/working/issue19-stable-foundation-first-closure-execution-queue.csv,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,data/working/issue19-first-closure-fact-resolution-gate-v1-page-summary.csv,data/working/issue19-first-closure-verification-result-page-summary.csv,data/working/issue19-stable-foundation-first-closure-public-evidence-map.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_resolution_execution_overlay_v1,PDF页码×版面列×事实准出执行叠加,页列执行队列×事实准出缺口×核验结果页列汇总,false,false,false,false,false,false,false,false,false,false,28,28,102-left,102,left,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,R2-双人复核事实先闭环,00052-沿执行顺序核页,B2-机器坐标候选辅助核页,先核结构边界、源证据和官方查询键消歧，再处理字段明细值。,先完成双人复核，再补PDF原页、湖北官方侧和必要高校辅证记录。,PDF原页事实补齐=2；湖北官方侧事实补齐=2；三方闭环补齐=2；冲突、双人复核、专业名归属和专业组边界全部清零后，才可进入私有写回评审；仍不得直接生成推荐。,1,2,1,0,1,1,1,1,1,0,0,1,1,0,0,1,2,2,0,0,1,2,0,1,0,0,0,1,1,0,0,true,true,false,false,true,false,true,blocked_double_review_pdf_hubei×1；blocked_structure_pdf_hubei×1,G2-结构事实PDF湖北官方先行×1；G3-双人复核待完成×1,专业组边界事实×1；字段事实-专业计划数×1,e1c929bd28889199,8ae05f0f2e1cac11,761de3869be98128,not_final；execution_overlay_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation,按来源执行顺序回到私有核页材料，补PDF原页、湖北官方侧、必要高校辅证和双人复核记录；公开层只同步状态和计数。
FCRESEXEC-8d18898b6158ec1d,data/working/issue19-stable-foundation-first-closure-execution-queue.csv,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,data/working/issue19-first-closure-fact-resolution-gate-v1-page-summary.csv,data/working/issue19-first-closure-verification-result-page-summary.csv,data/working/issue19-stable-foundation-first-closure-public-evidence-map.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_resolution_execution_overlay_v1,PDF页码×版面列×事实准出执行叠加,页列执行队列×事实准出缺口×核验结果页列汇总,false,false,false,false,false,false,false,false,false,false,29,29,228-left,228,left,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,R2-双人复核事实先闭环,00052-沿执行顺序核页,B2-机器坐标候选辅助核页,先核结构边界、源证据和官方查询键消歧，再处理字段明细值。,先完成双人复核，再补PDF原页、湖北官方侧和必要高校辅证记录。,PDF原页事实补齐=2；湖北官方侧事实补齐=2；三方闭环补齐=2；冲突、双人复核、专业名归属和专业组边界全部清零后，才可进入私有写回评审；仍不得直接生成推荐。,1,2,1,0,1,1,1,1,1,0,0,1,1,0,0,1,2,2,0,0,1,2,0,1,0,0,0,1,1,0,0,true,true,false,false,true,false,true,blocked_double_review_pdf_hubei×1；blocked_structure_pdf_hubei×1,G2-结构事实PDF湖北官方先行×1；G3-双人复核待完成×1,专业组边界事实×1；字段事实-专业计划数×1,70cd6ca4eca9acdb,f77477d05abdd5e2,bc2b80485378e010,not_final；execution_overlay_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation,按来源执行顺序回到私有核页材料，补PDF原页、湖北官方侧、必要高校辅证和双人复核记录；公开层只同步状态和计数。
FCRESEXEC-436561705643ed1d,data/working/issue19-stable-foundation-first-closure-execution-queue.csv,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,data/working/issue19-first-closure-fact-resolution-gate-v1-page-summary.csv,data/working/issue19-first-closure-verification-result-page-summary.csv,data/working/issue19-stable-foundation-first-closure-public-evidence-map.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_resolution_execution_overlay_v1,PDF页码×版面列×事实准出执行叠加,页列执行队列×事实准出缺口×核验结果页列汇总,false,false,false,false,false,false,false,false,false,false,30,30,080-right,80,right,E2-官网未匹配专业名归属核验,Q2-官网未匹配或高校辅证页列先核,R1-专业名归属事实先闭环,01438-沿执行顺序核页,B1-缺PDFOCR候选需人工看图,先核结构边界、源证据和官方查询键消歧，再处理字段明细值。,先核专业名归属和限定词归属，再随页核PDF原页、湖北官方侧和专业组边界。,PDF原页事实补齐=38；湖北官方侧事实补齐=38；三方闭环补齐=38；冲突、双人复核、专业名归属和专业组边界全部清零后，才可进入私有写回评审；仍不得直接生成推荐。,18,38,19,18,1,18,1,18,18,0,1,17,0,0,17,17,38,38,0,0,34,38,18,1,0,0,0,19,17,0,2,true,true,false,false,true,true,true,blocked_double_review_pdf_hubei×17；blocked_regular_pdf_hubei×2；blocked_structure_pdf_hubei×19,G2-结构事实PDF湖北官方先行×19；G3-双人复核待完成×17；G6-常规PDF湖北官方闭环待完成×2,专业名归属事实×18；专业组边界事实×1；字段事实-专业计划数×1；字段事实-再选科目×17；字段事实-学费×1,39f49d044d6c7dcf,b88cbc7c0a804165,f0d53abbf1e2b5c3,not_final；execution_overlay_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation,按来源执行顺序回到私有核页材料，补PDF原页、湖北官方侧、必要高校辅证和双人复核记录；公开层只同步状态和计数。
FCRESEXEC-f8f6bd246859ef8f,data/working/issue19-stable-foundation-first-closure-execution-queue.csv,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,data/working/issue19-first-closure-fact-resolution-gate-v1-page-summary.csv,data/working/issue19-first-closure-verification-result-page-summary.csv,data/working/issue19-stable-foundation-first-closure-public-evidence-map.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_resolution_execution_overlay_v1,PDF页码×版面列×事实准出执行叠加,页列执行队列×事实准出缺口×核验结果页列汇总,false,false,false,false,false,false,false,false,false,false,31,31,070-right,70,right,E2-官网未匹配专业名归属核验,Q2-官网未匹配或高校辅证页列先核,R1-专业名归属事实先闭环,00271-沿执行顺序核页,B3-仅PDFOCR候选待人工确认,先核结构边界、源证据和官方查询键消歧，再处理字段明细值。,先核专业名归属和限定词归属，再随页核PDF原页、湖北官方侧和专业组边界。,PDF原页事实补齐=31；湖北官方侧事实补齐=31；三方闭环补齐=31；冲突、双人复核、专业名归属和专业组边界全部清零后，才可进入私有写回评审；仍不得直接生成推荐。,11,31,19,11,1,11,1,11,11,0,11,0,0,0,0,0,31,31,0,0,0,31,11,1,0,0,0,12,0,0,19,true,true,false,false,false,true,true,blocked_regular_pdf_hubei×19；blocked_structure_pdf_hubei×12,G2-结构事实PDF湖北官方先行×12；G6-常规PDF湖北官方闭环待完成×19,专业名归属事实×11；专业组边界事实×1；字段事实-专业计划数×7；字段事实-再选科目×1；字段事实-学费×11,234c294680177548,361dcd0eb0b9fc64,9fd3efd1c6e4aa5c,not_final；execution_overlay_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation,按来源执行顺序回到私有核页材料，补PDF原页、湖北官方侧、必要高校辅证和双人复核记录；公开层只同步状态和计数。
FCRESEXEC-4a81791738da8a88,data/working/issue19-stable-foundation-first-closure-execution-queue.csv,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,data/working/issue19-first-closure-fact-resolution-gate-v1-page-summary.csv,data/working/issue19-first-closure-verification-result-page-summary.csv,data/working/issue19-stable-foundation-first-closure-public-evidence-map.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_resolution_execution_overlay_v1,PDF页码×版面列×事实准出执行叠加,页列执行队列×事实准出缺口×核验结果页列汇总,false,false,false,false,false,false,false,false,false,false,32,32,135-right,135,right,E2-官网未匹配专业名归属核验,Q2-官网未匹配或高校辅证页列先核,R1-专业名归属事实先闭环,00088-沿执行顺序核页,B1-缺PDFOCR候选需人工看图,先核结构边界、源证据和官方查询键消歧，再处理字段明细值。,先核专业名归属和限定词归属，再随页核PDF原页、湖北官方侧和专业组边界。,PDF原页事实补齐=8；湖北官方侧事实补齐=8；三方闭环补齐=8；冲突、双人复核、专业名归属和专业组边界全部清零后，才可进入私有写回评审；仍不得直接生成推荐。,3,8,4,3,1,3,1,3,3,0,1,2,0,0,2,0,8,8,0,0,0,8,3,1,0,0,0,4,0,2,2,true,true,false,false,false,true,true,blocked_manual_image_pdf_hubei×2；blocked_regular_pdf_hubei×2；blocked_structure_pdf_hubei×4,G2-结构事实PDF湖北官方先行×4；G4-人工看图待完成×2；G6-常规PDF湖北官方闭环待完成×2,专业名归属事实×3；专业组边界事实×1；字段事实-专业计划数×1；字段事实-学费×1；字段事实-待人工判定字段×2,da97f41ae748a1ab,d5b1dfe8be2afe4d,8920ff86c3af081e,not_final；execution_overlay_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation,按来源执行顺序回到私有核页材料，补PDF原页、湖北官方侧、必要高校辅证和双人复核记录；公开层只同步状态和计数。
FCRESEXEC-b37cd355a198cdbc,data/working/issue19-stable-foundation-first-closure-execution-queue.csv,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,data/working/issue19-first-closure-fact-resolution-gate-v1-page-summary.csv,data/working/issue19-first-closure-verification-result-page-summary.csv,data/working/issue19-stable-foundation-first-closure-public-evidence-map.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_resolution_execution_overlay_v1,PDF页码×版面列×事实准出执行叠加,页列执行队列×事实准出缺口×核验结果页列汇总,false,false,false,false,false,false,false,false,false,false,33,33,235-left,235,left,E2-官网未匹配专业名归属核验,Q2-官网未匹配或高校辅证页列先核,R1-专业名归属事实先闭环,00068-沿执行顺序核页,B3-仅PDFOCR候选待人工确认,先核结构边界、源证据和官方查询键消歧，再处理字段明细值。,先核专业名归属和限定词归属，再随页核PDF原页、湖北官方侧和专业组边界。,PDF原页事实补齐=8；湖北官方侧事实补齐=8；三方闭环补齐=8；冲突、双人复核、专业名归属和专业组边界全部清零后，才可进入私有写回评审；仍不得直接生成推荐。,2,8,5,2,1,2,1,2,2,0,2,0,0,0,0,0,8,8,0,0,0,8,2,1,0,0,0,3,0,0,5,true,true,false,false,false,true,true,blocked_regular_pdf_hubei×5；blocked_structure_pdf_hubei×3,G2-结构事实PDF湖北官方先行×3；G6-常规PDF湖北官方闭环待完成×5,专业名归属事实×2；专业组边界事实×1；字段事实-专业计划数×2；字段事实-再选科目×1；字段事实-学费×2,237b315883ef5815,27a4c57ddf32279b,e266f95730db6cb1,not_final；execution_overlay_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation,按来源执行顺序回到私有核页材料，补PDF原页、湖北官方侧、必要高校辅证和双人复核记录；公开层只同步状态和计数。
FCRESEXEC-7e311f642ec9d20a,data/working/issue19-stable-foundation-first-closure-execution-queue.csv,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,data/working/issue19-first-closure-fact-resolution-gate-v1-page-summary.csv,data/working/issue19-first-closure-verification-result-page-summary.csv,data/working/issue19-stable-foundation-first-closure-public-evidence-map.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_resolution_execution_overlay_v1,PDF页码×版面列×事实准出执行叠加,页列执行队列×事实准出缺口×核验结果页列汇总,false,false,false,false,false,false,false,false,false,false,34,34,036-right,36,right,E2-官网未匹配专业名归属核验,Q2-官网未匹配或高校辅证页列先核,R1-专业名归属事实先闭环,00044-沿执行顺序核页,B3-仅PDFOCR候选待人工确认,先核结构边界、源证据和官方查询键消歧，再处理字段明细值。,先核专业名归属和限定词归属，再随页核PDF原页、湖北官方侧和专业组边界。,PDF原页事实补齐=4；湖北官方侧事实补齐=4；三方闭环补齐=4；冲突、双人复核、专业名归属和专业组边界全部清零后，才可进入私有写回评审；仍不得直接生成推荐。,1,4,2,1,1,1,1,1,1,0,1,0,0,0,0,0,4,4,0,0,0,4,1,1,0,0,0,2,0,0,2,true,true,false,false,false,true,true,blocked_regular_pdf_hubei×2；blocked_structure_pdf_hubei×2,G2-结构事实PDF湖北官方先行×2；G6-常规PDF湖北官方闭环待完成×2,专业名归属事实×1；专业组边界事实×1；字段事实-再选科目×1；字段事实-学费×1,456f2eb1a6a99948,8fdede619281e7ce,acbf576b6b2a67d7,not_final；execution_overlay_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation,按来源执行顺序回到私有核页材料，补PDF原页、湖北官方侧、必要高校辅证和双人复核记录；公开层只同步状态和计数。
FCRESEXEC-f96632d08a87c463,data/working/issue19-stable-foundation-first-closure-execution-queue.csv,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,data/working/issue19-first-closure-fact-resolution-gate-v1-page-summary.csv,data/working/issue19-first-closure-verification-result-page-summary.csv,data/working/issue19-stable-foundation-first-closure-public-evidence-map.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_resolution_execution_overlay_v1,PDF页码×版面列×事实准出执行叠加,页列执行队列×事实准出缺口×核验结果页列汇总,false,false,false,false,false,false,false,false,false,false,35,35,057-left,57,left,E2-官网未匹配专业名归属核验,Q2-官网未匹配或高校辅证页列先核,R1-专业名归属事实先闭环,00044-沿执行顺序核页,B3-仅PDFOCR候选待人工确认,先核结构边界、源证据和官方查询键消歧，再处理字段明细值。,先核专业名归属和限定词归属，再随页核PDF原页、湖北官方侧和专业组边界。,PDF原页事实补齐=4；湖北官方侧事实补齐=4；三方闭环补齐=4；冲突、双人复核、专业名归属和专业组边界全部清零后，才可进入私有写回评审；仍不得直接生成推荐。,1,4,2,1,1,1,1,1,1,0,1,0,0,0,0,0,4,4,0,0,0,4,1,1,0,0,0,2,0,0,2,true,true,false,false,false,true,true,blocked_regular_pdf_hubei×2；blocked_structure_pdf_hubei×2,G2-结构事实PDF湖北官方先行×2；G6-常规PDF湖北官方闭环待完成×2,专业名归属事实×1；专业组边界事实×1；字段事实-专业计划数×1；字段事实-学费×1,9a70a3aec90e4c89,caa6b829247f35e8,8f84db9a9b75369c,not_final；execution_overlay_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation,按来源执行顺序回到私有核页材料，补PDF原页、湖北官方侧、必要高校辅证和双人复核记录；公开层只同步状态和计数。
FCRESEXEC-566910e5591006db,data/working/issue19-stable-foundation-first-closure-execution-queue.csv,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,data/working/issue19-first-closure-fact-resolution-gate-v1-page-summary.csv,data/working/issue19-first-closure-verification-result-page-summary.csv,data/working/issue19-stable-foundation-first-closure-public-evidence-map.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_resolution_execution_overlay_v1,PDF页码×版面列×事实准出执行叠加,页列执行队列×事实准出缺口×核验结果页列汇总,false,false,false,false,false,false,false,false,false,false,36,36,081-left,81,left,E2-官网未匹配专业名归属核验,Q2-官网未匹配或高校辅证页列先核,R1-专业名归属事实先闭环,00044-沿执行顺序核页,B3-仅PDFOCR候选待人工确认,先核结构边界、源证据和官方查询键消歧，再处理字段明细值。,先核专业名归属和限定词归属，再随页核PDF原页、湖北官方侧和专业组边界。,PDF原页事实补齐=4；湖北官方侧事实补齐=4；三方闭环补齐=4；冲突、双人复核、专业名归属和专业组边界全部清零后，才可进入私有写回评审；仍不得直接生成推荐。,1,4,2,1,1,1,1,1,1,0,1,0,0,0,0,0,4,4,0,0,0,4,1,1,0,0,0,2,0,0,2,true,true,false,false,false,true,true,blocked_regular_pdf_hubei×2；blocked_structure_pdf_hubei×2,G2-结构事实PDF湖北官方先行×2；G6-常规PDF湖北官方闭环待完成×2,专业名归属事实×1；专业组边界事实×1；字段事实-专业计划数×1；字段事实-学费×1,f9fd416212b9c743,e98fe92f2fbf49df,f0d53abbf1e2b5c3,not_final；execution_overlay_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation,按来源执行顺序回到私有核页材料，补PDF原页、湖北官方侧、必要高校辅证和双人复核记录；公开层只同步状态和计数。
FCRESEXEC-d6be3fcb12ff43f9,data/working/issue19-stable-foundation-first-closure-execution-queue.csv,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,data/working/issue19-first-closure-fact-resolution-gate-v1-page-summary.csv,data/working/issue19-first-closure-verification-result-page-summary.csv,data/working/issue19-stable-foundation-first-closure-public-evidence-map.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_resolution_execution_overlay_v1,PDF页码×版面列×事实准出执行叠加,页列执行队列×事实准出缺口×核验结果页列汇总,false,false,false,false,false,false,false,false,false,false,37,37,096-right,96,right,E2-官网未匹配专业名归属核验,Q2-官网未匹配或高校辅证页列先核,R1-专业名归属事实先闭环,00043-沿执行顺序核页,B3-仅PDFOCR候选待人工确认,先核结构边界、源证据和官方查询键消歧，再处理字段明细值。,先核专业名归属和限定词归属，再随页核PDF原页、湖北官方侧和专业组边界。,PDF原页事实补齐=3；湖北官方侧事实补齐=3；三方闭环补齐=3；冲突、双人复核、专业名归属和专业组边界全部清零后，才可进入私有写回评审；仍不得直接生成推荐。,1,3,1,1,1,1,1,1,1,0,1,0,0,0,0,0,3,3,0,0,0,3,1,1,0,0,0,2,0,0,1,true,true,false,false,false,true,true,blocked_regular_pdf_hubei×1；blocked_structure_pdf_hubei×2,G2-结构事实PDF湖北官方先行×2；G6-常规PDF湖北官方闭环待完成×1,专业名归属事实×1；专业组边界事实×1；字段事实-学费×1,57e23f400a952a3d,952f2610c4fdd1ef,4a75d61ffc947153,not_final；execution_overlay_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation,按来源执行顺序回到私有核页材料，补PDF原页、湖北官方侧、必要高校辅证和双人复核记录；公开层只同步状态和计数。
