高校侧辅证刷新公开账本ID,来源稳定基座自动交叉核验工作台,来源高校官网补源种子表,来源湖北官方公开入口状态快照,来源期号,来源PDF_SHA256,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,执行顺序,高校侧刷新批次,高校侧刷新任务类型,高校侧刷新优先级,院校代码,院校名称OCR,官网辅证自动动作,闭环优先级,官网证据强度,官网来源状态,官网证据匹配状态集合,计划数核验状态集合,差异字段集合,来源文件类型集合,公开来源文件数量,公开来源文件集合SHA256,公开来源URL数量,公开来源URL集合SHA256,涉及招生明细数,涉及专业组数,涉及PDF页数,涉及页列数,专业行ID集合SHA256,专业组ID集合SHA256,页列集合SHA256,计划数冲突行数,官网补缺候选行数,强辅证抽检行数,部分来源待结构化行数,继续补源行数,仅章程规则行数,官网未匹配行数,字段辅证行数,疑似学费读作计划数行数,需要PDF原页100%核验行数,建议抽检行数,建议补结构化行数,建议继续补源行数,PDF原页核页状态,湖北官方系统或省招办计划核验状态,高校官网源刷新状态,高校官网或招生章程辅证状态,字段事实写回状态,公开安全策略,下一步
SCHOOLREFRESH-3e5575407e9960c4,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,data/working/issue19-candidate-v3-b0-b1-official-source-seeds.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_school_source_refresh_public_ledger,高校×高校侧辅证动作,高校×来源刷新任务,false,false,false,false,false,false,false,false,27,S2-高校官网来源结构化刷新,已有来源补结构化或补湖北物理行,03-P1补结构化,A022,北京林业大学,C4-已有部分来源需补结构化或补湖北行,05-P1补结构化,partial_source,has_partial_source_needs_followup,,pending_original_pdf_and_hubei_official_review,官网计划源待补强,部分来源待结构化,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1,289917563a763f48e939771fb463f5eb6d2d12b2390ee374354100fa6770f0d0,28,10,1,2,ab6409d2a1d114b1637995d5d58a3dacb1432ce344765f32d0e416cbe99da63c,0b5881bc2507ff6d314c3a402cbc1b9db8d960fe8d75b3c42ac51a0589712205,85d789d8d2c48022b88331d7a3025f455a25351abe9641ed4c3592bd78c587c7,0,0,0,28,0,0,0,0,0,0,0,28,0,pending_manual_pdf_review,pending_hubei_official_review,pending_school_source_refresh,pending_school_evidence_refresh_or_review,blocked_until_pdf_hubei_official_review,公开表只保存学校级动作、计数、集合SHA和公开来源相对路径数量；不保存人工字段记录、登录态、截图路径或最终结论。,先从高校官网入口补湖北2026物理普通批来源，再回PDF原页和湖北官方侧确认。
SCHOOLREFRESH-ffff6976b2f1b377,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,data/working/issue19-candidate-v3-b0-b1-official-source-seeds.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_school_source_refresh_public_ledger,高校×高校侧辅证动作,高校×来源刷新任务,false,false,false,false,false,false,false,false,28,S2-高校官网来源结构化刷新,已有来源补结构化或补湖北物理行,03-P1补结构化,A032,北京语言大学,C4-已有部分来源需补结构化或补湖北行,05-P1补结构化,partial_source,has_partial_source_needs_followup,,pending_original_pdf_and_hubei_official_review,官网计划源待补强,部分来源待结构化,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1,a45671d1fd5eb280f883e7adc1d8a8d0341f63bb451d3b5066b9133d5fbd842b,11,3,1,1,09f6196668da952c930be897fa661c7da82989d2c4d601ddec5600db232af8bb,9211a4aa404e5f60a358118cff7f3511aed3fc508bb4878754b1a451db866c83,719286b19fc7385ce013638a10d49c554a8f4520880fb63b3660dd27fad852e5,0,0,0,11,0,0,0,0,0,0,0,11,0,pending_manual_pdf_review,pending_hubei_official_review,pending_school_source_refresh,pending_school_evidence_refresh_or_review,blocked_until_pdf_hubei_official_review,公开表只保存学校级动作、计数、集合SHA和公开来源相对路径数量；不保存人工字段记录、登录态、截图路径或最终结论。,先从高校官网入口补湖北2026物理普通批来源，再回PDF原页和湖北官方侧确认。
SCHOOLREFRESH-2b99974a6ff55bbf,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,data/working/issue19-candidate-v3-b0-b1-official-source-seeds.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_school_source_refresh_public_ledger,高校×高校侧辅证动作,高校×来源刷新任务,false,false,false,false,false,false,false,false,29,S2-高校官网来源结构化刷新,已有来源补结构化或补湖北物理行,03-P1补结构化,A033,中国传媒大学,C4-已有部分来源需补结构化或补湖北行,05-P1补结构化,partial_source,has_reusable_2026_hubei_plan_source,,pending_original_pdf_and_hubei_official_review,,未留存来源文件,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1,79e5838faa49b52e0fe3035444c1dcdb3a791678605cd63e64273bef4b2af1f4,10,6,2,2,62244769e8d2534dd9b5036b14293c492f032e33f2df05044303bc0e47571e0d,48b0e1cba5cb197b0213869867018ad4c4050243ada4da0baeefe6f62d9f3a7c,8c5d26c689b40146881238de6d02d42958e4b3432f3533b63525351394267a48,0,0,0,10,0,0,0,0,0,0,0,10,0,pending_manual_pdf_review,pending_hubei_official_review,pending_school_source_refresh,pending_school_evidence_refresh_or_review,blocked_until_pdf_hubei_official_review,公开表只保存学校级动作、计数、集合SHA和公开来源相对路径数量；不保存人工字段记录、登录态、截图路径或最终结论。,先从高校官网入口补湖北2026物理普通批来源，再回PDF原页和湖北官方侧确认。
SCHOOLREFRESH-b77bf47f41683229,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,data/working/issue19-candidate-v3-b0-b1-official-source-seeds.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_school_source_refresh_public_ledger,高校×高校侧辅证动作,高校×来源刷新任务,false,false,false,false,false,false,false,false,30,S2-高校官网来源结构化刷新,已有来源补结构化或补湖北物理行,03-P1补结构化,A135,山东大学,C4-已有部分来源需补结构化或补湖北行,05-P1补结构化,partial_source,has_reusable_2026_hubei_plan_source,,pending_original_pdf_and_hubei_official_review,,未留存来源文件,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1,ec446d1e25e8d11a1ea4068de59ecfbf0cf104218f7dafbb3d6fe63f1461890c,13,3,2,2,a88cee9f2e45d97e704318e3d0b3b9bda288871f033187dad8a9af38178c2e45,1332a3858b561044322b91ac4d44234cc551d3cc986e3e692125f50e7e21c5dd,ec9bcd9ee65b7edcd92d6f08dddc81ec26fe69de7aae71543f306cd2795a0bcb,0,0,0,13,0,0,0,0,0,0,0,13,0,pending_manual_pdf_review,pending_hubei_official_review,pending_school_source_refresh,pending_school_evidence_refresh_or_review,blocked_until_pdf_hubei_official_review,公开表只保存学校级动作、计数、集合SHA和公开来源相对路径数量；不保存人工字段记录、登录态、截图路径或最终结论。,先从高校官网入口补湖北2026物理普通批来源，再回PDF原页和湖北官方侧确认。
SCHOOLREFRESH-1c97f6ee3624a3bb,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,data/working/issue19-candidate-v3-b0-b1-official-source-seeds.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_school_source_refresh_public_ledger,高校×高校侧辅证动作,高校×来源刷新任务,false,false,false,false,false,false,false,false,31,S2-高校官网来源结构化刷新,已有来源补结构化或补湖北物理行,03-P1补结构化,A195,兰州大学,C4-已有部分来源需补结构化或补湖北行,05-P1补结构化,partial_source,has_reusable_2026_hubei_plan_source,,pending_original_pdf_and_hubei_official_review,,未留存来源文件,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1,496f2d279b3532bf62b47b5aa2dba9ac62260ca92420c2da9586411471ba1ca8,46,9,1,2,bc797afe5c74e0520ba049d7d5e0b398a48a5c06fa5d86a5c5b7a82a673c3bc2,af75d6ae5e1c06c4adc4c83828ab1fc10b8f16b5a1e020fa642ef704c1d25c91,f093b12f478502fc3a295864dcecb9084c51ade6067c3a903e6be059db0a1145,0,0,0,46,0,0,0,0,0,0,0,46,0,pending_manual_pdf_review,pending_hubei_official_review,pending_school_source_refresh,pending_school_evidence_refresh_or_review,blocked_until_pdf_hubei_official_review,公开表只保存学校级动作、计数、集合SHA和公开来源相对路径数量；不保存人工字段记录、登录态、截图路径或最终结论。,先从高校官网入口补湖北2026物理普通批来源，再回PDF原页和湖北官方侧确认。
SCHOOLREFRESH-7d00d0898b0c0031,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,data/working/issue19-candidate-v3-b0-b1-official-source-seeds.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_school_source_refresh_public_ledger,高校×高校侧辅证动作,高校×来源刷新任务,false,false,false,false,false,false,false,false,32,S2-高校官网来源结构化刷新,已有来源补结构化或补湖北物理行,03-P1补结构化,A197,西北民族大学,C4-已有部分来源需补结构化或补湖北行,05-P1补结构化,partial_source,has_reusable_2026_hubei_plan_source,,pending_original_pdf_and_hubei_official_review,,未留存来源文件,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1,868d347a6c0793850ae8665451557b9c013a200c34b9ed84867fa5d2f7900f69,27,13,1,1,b1e2aad66d4e7528f58cee73cf5bf7cf7e2c01467efda32f74251d3a320fb8a2,97a4119ab0537c88ff9679fc02db3debe6a0b4b56d44565b5cddc3608ae0be49,c58319e0edfd9c9f39336fd382d01bc4efd22c61389957372bf108ec841b12c4,0,0,0,27,0,0,0,0,0,0,0,27,0,pending_manual_pdf_review,pending_hubei_official_review,pending_school_source_refresh,pending_school_evidence_refresh_or_review,blocked_until_pdf_hubei_official_review,公开表只保存学校级动作、计数、集合SHA和公开来源相对路径数量；不保存人工字段记录、登录态、截图路径或最终结论。,先从高校官网入口补湖北2026物理普通批来源，再回PDF原页和湖北官方侧确认。
SCHOOLREFRESH-3842dcb5f9cebe57,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,data/working/issue19-candidate-v3-b0-b1-official-source-seeds.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_school_source_refresh_public_ledger,高校×高校侧辅证动作,高校×来源刷新任务,false,false,false,false,false,false,false,false,33,S2-高校官网来源结构化刷新,已有来源补结构化或补湖北物理行,03-P1补结构化,C108,江汉大学,C4-已有部分来源需补结构化或补湖北行,05-P1补结构化,partial_source,has_partial_source_needs_followup,,pending_original_pdf_and_hubei_official_review,官网计划源待补强,部分来源待结构化,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1,64007f21740966e877fb893e51748445f79e9d88ce56f97bc6479134346dbd49,53,9,2,2,7df26fe88c9bfb930618ce18fa18c70299d73d1e339efa6efa96ebb1f673dcba,1f2f1d2d65fb8eed1b5542761ddb27ea73398b7e444cbc31dd12e11276712cfa,992cc08850eff893fb24fff9d4e3488d625433c6fec1293244693f4c48dbce39,0,0,0,53,0,0,0,0,0,0,0,53,0,pending_manual_pdf_review,pending_hubei_official_review,pending_school_source_refresh,pending_school_evidence_refresh_or_review,blocked_until_pdf_hubei_official_review,公开表只保存学校级动作、计数、集合SHA和公开来源相对路径数量；不保存人工字段记录、登录态、截图路径或最终结论。,先从高校官网入口补湖北2026物理普通批来源，再回PDF原页和湖北官方侧确认。
SCHOOLREFRESH-9ef8785e3f59bf74,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,data/working/issue19-candidate-v3-b0-b1-official-source-seeds.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_school_source_refresh_public_ledger,高校×高校侧辅证动作,高校×来源刷新任务,false,false,false,false,false,false,false,false,34,S2-高校官网来源结构化刷新,已有来源补结构化或补湖北物理行,03-P1补结构化,F099,天津外国语大学,C4-已有部分来源需补结构化或补湖北行,05-P1补结构化,partial_source,has_reusable_2026_hubei_plan_source,,pending_original_pdf_and_hubei_official_review,,未留存来源文件,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1,31bd6aa343f0679c426bcca7a22cfd0d8db4a23adc2ba870d4f5a88ee759682a,12,4,1,2,53b6831f2b4f81fce5a59f039454eff0aa1ea2df32d695e209a2b718adce0142,54c457ad89dd59f2a97180f47b8a977c2cd27ba322e00814e36d3151a281a0c5,0ef01d8c446586d11f373c773408731d02640cb7870f85ffd45645cfda261438,0,0,0,12,0,0,0,0,0,0,0,12,0,pending_manual_pdf_review,pending_hubei_official_review,pending_school_source_refresh,pending_school_evidence_refresh_or_review,blocked_until_pdf_hubei_official_review,公开表只保存学校级动作、计数、集合SHA和公开来源相对路径数量；不保存人工字段记录、登录态、截图路径或最终结论。,先从高校官网入口补湖北2026物理普通批来源，再回PDF原页和湖北官方侧确认。
SCHOOLREFRESH-36f6ae993b75818c,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,data/working/issue19-candidate-v3-b0-b1-official-source-seeds.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_school_source_refresh_public_ledger,高校×高校侧辅证动作,高校×来源刷新任务,false,false,false,false,false,false,false,false,35,S2-高校官网来源结构化刷新,已有来源补结构化或补湖北物理行,03-P1补结构化,F305,忻州师范学院,C4-已有部分来源需补结构化或补湖北行,05-P1补结构化,partial_source,has_partial_source_needs_followup,,,官网计划源待补强,部分来源待结构化,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1,18a09ad624a3066e4d4218fbcfc2ad38d274cba515d4d4ed7db11b8946cb6239,8,3,1,1,697f61d25fb28df5df74c7edbeecebac02706f1a38c2a7fcb67b00018293bd78,044477f13a73d9f5c07e6126b0419af9acb66e7cb5aa325d256c9dc7a2331157,2e90e94cbb9fa75fc5ae6a85ff4ee05375880dd78fb781af93f0eebfd0a7d515,0,0,0,8,0,0,0,0,0,0,0,8,0,pending_manual_pdf_review,pending_hubei_official_review,pending_school_source_refresh,pending_school_evidence_refresh_or_review,blocked_until_pdf_hubei_official_review,公开表只保存学校级动作、计数、集合SHA和公开来源相对路径数量；不保存人工字段记录、登录态、截图路径或最终结论。,先从高校官网入口补湖北2026物理普通批来源，再回PDF原页和湖北官方侧确认。
SCHOOLREFRESH-c89a684a379363ca,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,data/working/issue19-candidate-v3-b0-b1-official-source-seeds.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_school_source_refresh_public_ledger,高校×高校侧辅证动作,高校×来源刷新任务,false,false,false,false,false,false,false,false,36,S2-高校官网来源结构化刷新,已有来源补结构化或补湖北物理行,03-P1补结构化,F902,江苏理工学院,C4-已有部分来源需补结构化或补湖北行,05-P1补结构化,partial_source,has_partial_source_needs_followup,,pending_original_pdf_and_hubei_official_review,官网计划源待补强,部分来源待结构化,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1,945ec322c9f2e61190c95082372cb3f25c6464926d139072c9ece6c7c423c1a0,2,1,1,1,0a5cfc029ff8b583b26ffc1408780beed9c6c3e5fe38e2690a89e24439e9fb86,32df66cd7b3e25bfe34d663833ddf7c278eac4d40ddcf36c6fcf513179ee7944,e5bfc05c6558a4c9ae3af90c580346d862fbb91f7bb51eb6641541365b832cba,0,0,0,2,0,0,0,0,0,0,0,2,0,pending_manual_pdf_review,pending_hubei_official_review,pending_school_source_refresh,pending_school_evidence_refresh_or_review,blocked_until_pdf_hubei_official_review,公开表只保存学校级动作、计数、集合SHA和公开来源相对路径数量；不保存人工字段记录、登录态、截图路径或最终结论。,先从高校官网入口补湖北2026物理普通批来源，再回PDF原页和湖北官方侧确认。
SCHOOLREFRESH-35b583747a6aaa57,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,data/working/issue19-candidate-v3-b0-b1-official-source-seeds.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_school_source_refresh_public_ledger,高校×高校侧辅证动作,高校×来源刷新任务,false,false,false,false,false,false,false,false,37,S2-高校官网来源结构化刷新,已有来源补结构化或补湖北物理行,03-P1补结构化,H001,杭州电子科技大学,C4-已有部分来源需补结构化或补湖北行,05-P1补结构化,partial_source,has_partial_source_needs_followup,,pending_original_pdf_and_hubei_official_review,官网计划源待补强,部分来源待结构化,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1,49a27a0db6f55284970daee361d741f98a49e9d7a07c8178a35d71324bd61e13,9,4,1,2,8b424c0508a9a0a0416c3ee4a4741166d52c99247d655d54a2817f1785e60731,a4bf811584bf9e8f8fd76bec7fed315eeac3e8dc8d2890b73bf8a43da5647c3d,f0e141c81d2b378d4d7fdae6eccc3d17a550c6c64416d18a41d8bb8dac5c5fb7,0,0,0,9,0,0,0,0,0,0,0,9,0,pending_manual_pdf_review,pending_hubei_official_review,pending_school_source_refresh,pending_school_evidence_refresh_or_review,blocked_until_pdf_hubei_official_review,公开表只保存学校级动作、计数、集合SHA和公开来源相对路径数量；不保存人工字段记录、登录态、截图路径或最终结论。,先从高校官网入口补湖北2026物理普通批来源，再回PDF原页和湖北官方侧确认。
SCHOOLREFRESH-e39eef6215c6bdfd,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,data/working/issue19-candidate-v3-b0-b1-official-source-seeds.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_school_source_refresh_public_ledger,高校×高校侧辅证动作,高校×来源刷新任务,false,false,false,false,false,false,false,false,38,S2-高校官网来源结构化刷新,已有来源补结构化或补湖北物理行,03-P1补结构化,H439,山东财经大学,C4-已有部分来源需补结构化或补湖北行,05-P1补结构化,partial_source,has_partial_source_needs_followup,,pending_original_pdf_and_hubei_official_review,官网计划源待补强,部分来源待结构化,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1,6fc4b21a2064a183ff6249925e8ef5553797bfcf29752410d5aad781dc7db42c,14,2,1,2,8bebcfe85b533c7255c0c01e44aa9f0b233de9aff50d81a932f9ecb54b071f8d,2e02f262beabc9e2d2b56185ec65a65c9f2bced8dc8cb6515a3fa419bf286806,0ea2869bbcb65997d86ee6d1e792627ba1fadae220febf92d973bd0d4e00863c,0,0,0,14,0,0,0,0,0,0,0,14,0,pending_manual_pdf_review,pending_hubei_official_review,pending_school_source_refresh,pending_school_evidence_refresh_or_review,blocked_until_pdf_hubei_official_review,公开表只保存学校级动作、计数、集合SHA和公开来源相对路径数量；不保存人工字段记录、登录态、截图路径或最终结论。,先从高校官网入口补湖北2026物理普通批来源，再回PDF原页和湖北官方侧确认。
SCHOOLREFRESH-cab877306bfff206,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,data/working/issue19-candidate-v3-b0-b1-official-source-seeds.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_school_source_refresh_public_ledger,高校×高校侧辅证动作,高校×来源刷新任务,false,false,false,false,false,false,false,false,39,S2-高校官网来源结构化刷新,已有来源补结构化或补湖北物理行,03-P1补结构化,H450,山东工商学院,C4-已有部分来源需补结构化或补湖北行,05-P1补结构化,partial_source,has_partial_source_needs_followup,,pending_original_pdf_and_hubei_official_review,官网计划源待补强,部分来源待结构化,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1,55cf82bd0d9890ceccd4634f950b25ea6c07f0ceaab55da717f22ebc68f5d4e2,19,2,1,1,80c0375597dbe3941cce54f545575db23decd0cd086fddfec8af581ace9c96b2,7ed0754aba634ba7d820cec4cffc1ac2e622d199fb90cec5170422ecff8adff8,5171189c2419c78ac300c9443db947b08eedd65209c30b72ba811d194e7d1e1a,0,0,0,19,0,0,0,0,0,0,0,19,0,pending_manual_pdf_review,pending_hubei_official_review,pending_school_source_refresh,pending_school_evidence_refresh_or_review,blocked_until_pdf_hubei_official_review,公开表只保存学校级动作、计数、集合SHA和公开来源相对路径数量；不保存人工字段记录、登录态、截图路径或最终结论。,先从高校官网入口补湖北2026物理普通批来源，再回PDF原页和湖北官方侧确认。
SCHOOLREFRESH-ba66b7e2cdc31adc,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,data/working/issue19-candidate-v3-b0-b1-official-source-seeds.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_school_source_refresh_public_ledger,高校×高校侧辅证动作,高校×来源刷新任务,false,false,false,false,false,false,false,false,40,S2-高校官网来源结构化刷新,已有来源补结构化或补湖北物理行,03-P1补结构化,H945,南宁学院,C4-已有部分来源需补结构化或补湖北行,05-P1补结构化,partial_source,has_partial_source_needs_followup,,pending_original_pdf_and_hubei_official_review,官网计划源待补强,部分来源待结构化,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1,13fa381f1f1201b99245ee03f2e9e7a784aa307ee4dac4b0f41553f4bbbfc39d,15,3,2,2,ec567c86bed1854ed2a93d6780f239718c8645bffece6e1e5433fdb370aa9ef7,86c444eeaf73435f7b7cd1b7722d9a9581add8ef312be4271f789eac1e04ce68,6c054128f459d1406b4c124cbd1bb9bb306ffc2530313328c3650f8b0f8a0b12,0,0,0,15,0,0,0,0,0,0,0,15,0,pending_manual_pdf_review,pending_hubei_official_review,pending_school_source_refresh,pending_school_evidence_refresh_or_review,blocked_until_pdf_hubei_official_review,公开表只保存学校级动作、计数、集合SHA和公开来源相对路径数量；不保存人工字段记录、登录态、截图路径或最终结论。,先从高校官网入口补湖北2026物理普通批来源，再回PDF原页和湖北官方侧确认。
SCHOOLREFRESH-908474412ebd1043,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,data/working/issue19-candidate-v3-b0-b1-official-source-seeds.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_school_source_refresh_public_ledger,高校×高校侧辅证动作,高校×来源刷新任务,false,false,false,false,false,false,false,false,41,S2-高校官网来源结构化刷新,已有来源补结构化或补湖北物理行,03-P1补结构化,K151,成都理工大学,C4-已有部分来源需补结构化或补湖北行,05-P1补结构化,partial_source,has_partial_source_needs_followup,,pending_original_pdf_and_hubei_official_review,官网计划源待补强,部分来源待结构化,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1,59dd89f0e1b646bb768a95904048284233c96a399edc36b4c473c3676edf3c4a,50,11,2,3,14a006103d29874096181612aa9fe002cbd6a41b41c5fbbab520f2f0d0f599c3,805c79691db8a095fe7e101813b569f83281c0c6f3d041056b88133a01467f5e,87711df33c8b9d24efb2099ff0686e2517325c282d7970ada4d0ffb4815e6744,0,0,0,50,0,0,0,0,0,0,0,50,0,pending_manual_pdf_review,pending_hubei_official_review,pending_school_source_refresh,pending_school_evidence_refresh_or_review,blocked_until_pdf_hubei_official_review,公开表只保存学校级动作、计数、集合SHA和公开来源相对路径数量；不保存人工字段记录、登录态、截图路径或最终结论。,先从高校官网入口补湖北2026物理普通批来源，再回PDF原页和湖北官方侧确认。
SCHOOLREFRESH-65cb7196dfff9b14,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,data/working/issue19-candidate-v3-b0-b1-official-source-seeds.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_school_source_refresh_public_ledger,高校×高校侧辅证动作,高校×来源刷新任务,false,false,false,false,false,false,false,false,42,S2-高校官网来源结构化刷新,已有来源补结构化或补湖北物理行,03-P1补结构化,K153,成都信息工程大学,C4-已有部分来源需补结构化或补湖北行,05-P1补结构化,partial_source,has_partial_source_needs_followup,,pending_original_pdf_and_hubei_official_review,官网计划源待补强,部分来源待结构化,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1,c9aef6168133f7deb5c8a911eb763ec8a55ae6599e81da1d130fa831bfca8e8b,9,5,2,2,50cd93f3241b7ac070e5f1d9bcf94a0f8db4dddae57ea15117bd6550899feb22,a8019d7841990d9c0803de3c978fd52778f161ad57dee95fbc053867a2fb4fd3,1cef683c09126e04238e1ab40749e227cbf54c2fe78d5baea4edc659421b8d15,0,0,0,9,0,0,0,0,0,0,0,9,0,pending_manual_pdf_review,pending_hubei_official_review,pending_school_source_refresh,pending_school_evidence_refresh_or_review,blocked_until_pdf_hubei_official_review,公开表只保存学校级动作、计数、集合SHA和公开来源相对路径数量；不保存人工字段记录、登录态、截图路径或最终结论。,先从高校官网入口补湖北2026物理普通批来源，再回PDF原页和湖北官方侧确认。
