结构风险事件ID,来源结构保真登记表,来源单一逐专业招生明细总工作台,来源期号,来源PDF_SHA256,数据阶段,主表粒度,最终可用,可进入下一阶段,专业行ID,专业组出现ID,院校代码,院校名称OCR,院校专业组代码OCR规范化,来源页码,版面列,专业组内专业序号,专业代号OCR,专业名称及备注OCR短摘,结构风险类型,结构风险等级,风险来源表,风险来源字段,风险证据摘要,必须人工核PDF原页,必须湖北官方系统或省招办计划核验,机器能否自动修复,公开安全策略,不得进入原因,下一步
STRUCTEVENT-978a96f2469cf5b2,data/working/issue19-admission-detail-structural-fidelity-register.csv,data/working/issue19-admission-detail-master-workbench.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_structural_risk_major_line_ledger,逐专业招生明细×结构风险事件,false,false,M-898daec8922a3ea9,G-406b6fbfb4609abc,A179,西南财经大学,A17907,52,left,17,36,英语（只招英语语种考生；外语语种：英语：办学地点：武侯校区）,原页缺少组标题上下文,R2-原页上下文补证,data/working/issue19-major-line-pdf-evidence-anchors.csv,证据锚点状态,专业行原页窗口存在，但缺少专业组标题上下文，需核专业组边界和调剂范围。,true,true,false,公开表只保留风险类型、证据摘要和哈希/编号；不保存私有 OCR 原文、图片路径或登录态,结构风险未闭环；确认前不得进入最终志愿排序,回看 PDF 原页的院校专业组边界、专业代号和专业窗口，再用湖北官方系统或省招办计划核验。
STRUCTEVENT-c8d5ef86174a68b6,data/working/issue19-admission-detail-structural-fidelity-register.csv,data/working/issue19-admission-detail-master-workbench.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_structural_risk_major_line_ledger,逐专业招生明细×结构风险事件,false,false,M-2a07c351f59af272,G-925de249f7903dd9,A181,西南民族大学,A18109,52,left,9,50,人工智能（办学地点：航空港校区）,组内专业代号重复,R0-结构边界阻断优先核,data/working/issue19-full-admission-plan-major-ocr-draft.csv,专业代号OCR,同一专业组出现重复专业代号，需核 PDF 原页确认是否串行、漏列或 OCR 切分错误,true,true,false,公开表只保留风险类型、证据摘要和哈希/编号；不保存私有 OCR 原文、图片路径或登录态,结构风险未闭环；确认前不得进入最终志愿排序,回看 PDF 原页的院校专业组边界、专业代号和专业窗口，再用湖北官方系统或省招办计划核验。
STRUCTEVENT-518f0e6aba117a39,data/working/issue19-admission-detail-structural-fidelity-register.csv,data/working/issue19-admission-detail-master-workbench.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_structural_risk_major_line_ledger,逐专业招生明细×结构风险事件,false,false,M-be75b8a7c674206a,G-925de249f7903dd9,A181,西南民族大学,A18109,52,left,15,50,裂物科学（衣林类：办华地点：武候校,组内专业代号重复,R0-结构边界阻断优先核,data/working/issue19-full-admission-plan-major-ocr-draft.csv,专业代号OCR,同一专业组出现重复专业代号，需核 PDF 原页确认是否串行、漏列或 OCR 切分错误,true,true,false,公开表只保留风险类型、证据摘要和哈希/编号；不保存私有 OCR 原文、图片路径或登录态,结构风险未闭环；确认前不得进入最终志愿排序,回看 PDF 原页的院校专业组边界、专业代号和专业窗口，再用湖北官方系统或省招办计划核验。
STRUCTEVENT-00354f8f31c591bd,data/working/issue19-admission-detail-structural-fidelity-register.csv,data/working/issue19-admission-detail-master-workbench.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_structural_risk_major_line_ledger,逐专业招生明细×结构风险事件,false,false,M-f0af944d5c3afe4b,G-f90fb7f13894223e,A183,西安交通大学,A18307,52,right,1,11,能源与动力工程（钱学森班；办学地点：兴庆校区）,唯一组码回退归属,R1-归属或结构异常先核,data/working/issue19-full-admission-plan-major-ocr-draft.csv,专业组标题行号/专业组标题OCR原文,专业明细未精确匹配专业组标题行，仅因同组码唯一而回退归属，需核原页组边界,true,true,false,公开表只保留风险类型、证据摘要和哈希/编号；不保存私有 OCR 原文、图片路径或登录态,结构风险未闭环；确认前不得进入最终志愿排序,回看 PDF 原页的院校专业组边界、专业代号和专业窗口，再用湖北官方系统或省招办计划核验。
STRUCTEVENT-c20d62ec6ce93f21,data/working/issue19-admission-detail-structural-fidelity-register.csv,data/working/issue19-admission-detail-master-workbench.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_structural_risk_major_line_ledger,逐专业招生明细×结构风险事件,false,false,M-efbcfd194d15c8e4,G-f90fb7f13894223e,A183,西安交通大学,A18307,52,right,2,12,自动化（钱学森班；办学地点：兴庆校,唯一组码回退归属,R1-归属或结构异常先核,data/working/issue19-full-admission-plan-major-ocr-draft.csv,专业组标题行号/专业组标题OCR原文,专业明细未精确匹配专业组标题行，仅因同组码唯一而回退归属，需核原页组边界,true,true,false,公开表只保留风险类型、证据摘要和哈希/编号；不保存私有 OCR 原文、图片路径或登录态,结构风险未闭环；确认前不得进入最终志愿排序,回看 PDF 原页的院校专业组边界、专业代号和专业窗口，再用湖北官方系统或省招办计划核验。
STRUCTEVENT-6cbb6c5bd0f698e8,data/working/issue19-admission-detail-structural-fidelity-register.csv,data/working/issue19-admission-detail-master-workbench.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_structural_risk_major_line_ledger,逐专业招生明细×结构风险事件,false,false,M-204674c044c852be,G-f90fb7f13894223e,A183,西安交通大学,A18307,52,right,3,13,人工智能（新工科卓越计划；办学地点：兴庆校区）,唯一组码回退归属,R1-归属或结构异常先核,data/working/issue19-full-admission-plan-major-ocr-draft.csv,专业组标题行号/专业组标题OCR原文,专业明细未精确匹配专业组标题行，仅因同组码唯一而回退归属，需核原页组边界,true,true,false,公开表只保留风险类型、证据摘要和哈希/编号；不保存私有 OCR 原文、图片路径或登录态,结构风险未闭环；确认前不得进入最终志愿排序,回看 PDF 原页的院校专业组边界、专业代号和专业窗口，再用湖北官方系统或省招办计划核验。
STRUCTEVENT-cf30e04839624248,data/working/issue19-admission-detail-structural-fidelity-register.csv,data/working/issue19-admission-detail-master-workbench.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_structural_risk_major_line_ledger,逐专业招生明细×结构风险事件,false,false,M-484ff6236c3ab5dd,G-f90fb7f13894223e,A183,西安交通大学,A18307,52,right,4,14,储能科学与工程（新工科卓越计划；办学地点：兴庆校区）,唯一组码回退归属,R1-归属或结构异常先核,data/working/issue19-full-admission-plan-major-ocr-draft.csv,专业组标题行号/专业组标题OCR原文,专业明细未精确匹配专业组标题行，仅因同组码唯一而回退归属，需核原页组边界,true,true,false,公开表只保留风险类型、证据摘要和哈希/编号；不保存私有 OCR 原文、图片路径或登录态,结构风险未闭环；确认前不得进入最终志愿排序,回看 PDF 原页的院校专业组边界、专业代号和专业窗口，再用湖北官方系统或省招办计划核验。
STRUCTEVENT-39d4108d156576f3,data/working/issue19-admission-detail-structural-fidelity-register.csv,data/working/issue19-admission-detail-master-workbench.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_structural_risk_major_line_ledger,逐专业招生明细×结构风险事件,false,false,M-ebe47eecd7542ab2,G-f90fb7f13894223e,A183,西安交通大学,A18307,52,right,5,15,工科试验班（数智电网国卓班：能源互联网工程；办学地点：兴庆校区）,唯一组码回退归属,R1-归属或结构异常先核,data/working/issue19-full-admission-plan-major-ocr-draft.csv,专业组标题行号/专业组标题OCR原文,专业明细未精确匹配专业组标题行，仅因同组码唯一而回退归属，需核原页组边界,true,true,false,公开表只保留风险类型、证据摘要和哈希/编号；不保存私有 OCR 原文、图片路径或登录态,结构风险未闭环；确认前不得进入最终志愿排序,回看 PDF 原页的院校专业组边界、专业代号和专业窗口，再用湖北官方系统或省招办计划核验。
STRUCTEVENT-ac1d77e0720dbb79,data/working/issue19-admission-detail-structural-fidelity-register.csv,data/working/issue19-admission-detail-master-workbench.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_structural_risk_major_line_ledger,逐专业招生明细×结构风险事件,false,false,M-fd8d9802f1c818f1,G-f90fb7f13894223e,A183,西安交通大学,A18307,52,right,6,16,工科试验班（越杰电类领军班：计算机科学与技术：自动化：电气工程及其自动化：电子科学与技术：微电子科学与工程；信息工程；软件工程；网络空间安金；类内专业任选，具有校内各疲尖班选拔资格；办学地点：兴庆校区）,唯一组码回退归属,R1-归属或结构异常先核,data/working/issue19-full-admission-plan-major-ocr-draft.csv,专业组标题行号/专业组标题OCR原文,专业明细未精确匹配专业组标题行，仅因同组码唯一而回退归属，需核原页组边界,true,true,false,公开表只保留风险类型、证据摘要和哈希/编号；不保存私有 OCR 原文、图片路径或登录态,结构风险未闭环；确认前不得进入最终志愿排序,回看 PDF 原页的院校专业组边界、专业代号和专业窗口，再用湖北官方系统或省招办计划核验。
STRUCTEVENT-f984ce87cead98b4,data/working/issue19-admission-detail-structural-fidelity-register.csv,data/working/issue19-admission-detail-master-workbench.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_structural_risk_major_line_ledger,逐专业招生明细×结构风险事件,false,false,M-54f864d44e001e0a,G-3ac186991abce7b2,A185,西北工业大学,A18502,53,right,7,10,航空航天类（航宝力学国家拔尖计划班；工程力学：办学地点：长安校区）,唯一组码回退归属,R1-归属或结构异常先核,data/working/issue19-full-admission-plan-major-ocr-draft.csv,专业组标题行号/专业组标题OCR原文,专业明细未精确匹配专业组标题行，仅因同组码唯一而回退归属，需核原页组边界,true,true,false,公开表只保留风险类型、证据摘要和哈希/编号；不保存私有 OCR 原文、图片路径或登录态,结构风险未闭环；确认前不得进入最终志愿排序,回看 PDF 原页的院校专业组边界、专业代号和专业窗口，再用湖北官方系统或省招办计划核验。
STRUCTEVENT-24822c17d49bab4e,data/working/issue19-admission-detail-structural-fidelity-register.csv,data/working/issue19-admission-detail-master-workbench.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_structural_risk_major_line_ledger,逐专业招生明细×结构风险事件,false,false,M-54f864d44e001e0a,G-3ac186991abce7b2,A185,西北工业大学,A18502,53,right,7,10,航空航天类（航宝力学国家拔尖计划班；工程力学：办学地点：长安校区）,原页缺少组标题上下文,R2-原页上下文补证,data/working/issue19-major-line-pdf-evidence-anchors.csv,证据锚点状态,专业行原页窗口存在，但缺少专业组标题上下文，需核专业组边界和调剂范围。,true,true,false,公开表只保留风险类型、证据摘要和哈希/编号；不保存私有 OCR 原文、图片路径或登录态,结构风险未闭环；确认前不得进入最终志愿排序,回看 PDF 原页的院校专业组边界、专业代号和专业窗口，再用湖北官方系统或省招办计划核验。
STRUCTEVENT-8303b81b46cc9be0,data/working/issue19-admission-detail-structural-fidelity-register.csv,data/working/issue19-admission-detail-master-workbench.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_structural_risk_major_line_ledger,逐专业招生明细×结构风险事件,false,false,M-e2a39d7893859424,G-3ac186991abce7b2,A185,西北工业大学,A18502,53,right,8,11,航空航天类（航空发动机：飞行器动力工程：能源与动力工程：专业分流时，100%类内专业任选；办学地点：长安校区）,唯一组码回退归属,R1-归属或结构异常先核,data/working/issue19-full-admission-plan-major-ocr-draft.csv,专业组标题行号/专业组标题OCR原文,专业明细未精确匹配专业组标题行，仅因同组码唯一而回退归属，需核原页组边界,true,true,false,公开表只保留风险类型、证据摘要和哈希/编号；不保存私有 OCR 原文、图片路径或登录态,结构风险未闭环；确认前不得进入最终志愿排序,回看 PDF 原页的院校专业组边界、专业代号和专业窗口，再用湖北官方系统或省招办计划核验。
STRUCTEVENT-8416862223ff00cd,data/working/issue19-admission-detail-structural-fidelity-register.csv,data/working/issue19-admission-detail-master-workbench.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_structural_risk_major_line_ledger,逐专业招生明细×结构风险事件,false,false,M-e2a39d7893859424,G-3ac186991abce7b2,A185,西北工业大学,A18502,53,right,8,11,航空航天类（航空发动机：飞行器动力工程：能源与动力工程：专业分流时，100%类内专业任选；办学地点：长安校区）,原页缺少组标题上下文,R2-原页上下文补证,data/working/issue19-major-line-pdf-evidence-anchors.csv,证据锚点状态,专业行原页窗口存在，但缺少专业组标题上下文，需核专业组边界和调剂范围。,true,true,false,公开表只保留风险类型、证据摘要和哈希/编号；不保存私有 OCR 原文、图片路径或登录态,结构风险未闭环；确认前不得进入最终志愿排序,回看 PDF 原页的院校专业组边界、专业代号和专业窗口，再用湖北官方系统或省招办计划核验。
STRUCTEVENT-ffd30e9757f6c36e,data/working/issue19-admission-detail-structural-fidelity-register.csv,data/working/issue19-admission-detail-master-workbench.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_structural_risk_major_line_ledger,逐专业招生明细×结构风险事件,false,false,M-1a8447f19cf7af6f,G-3ac186991abce7b2,A185,西北工业大学,A18502,53,right,9,12,海洋工程炎（黄震中海洋班；船舶与海洋工程：水声工程：信息工程：专业分流时，100%类内专业任选；办学地点：,唯一组码回退归属,R1-归属或结构异常先核,data/working/issue19-full-admission-plan-major-ocr-draft.csv,专业组标题行号/专业组标题OCR原文,专业明细未精确匹配专业组标题行，仅因同组码唯一而回退归属，需核原页组边界,true,true,false,公开表只保留风险类型、证据摘要和哈希/编号；不保存私有 OCR 原文、图片路径或登录态,结构风险未闭环；确认前不得进入最终志愿排序,回看 PDF 原页的院校专业组边界、专业代号和专业窗口，再用湖北官方系统或省招办计划核验。
STRUCTEVENT-7b914aa424478957,data/working/issue19-admission-detail-structural-fidelity-register.csv,data/working/issue19-admission-detail-master-workbench.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_structural_risk_major_line_ledger,逐专业招生明细×结构风险事件,false,false,M-1a8447f19cf7af6f,G-3ac186991abce7b2,A185,西北工业大学,A18502,53,right,9,12,海洋工程炎（黄震中海洋班；船舶与海洋工程：水声工程：信息工程：专业分流时，100%类内专业任选；办学地点：,原页缺少组标题上下文,R2-原页上下文补证,data/working/issue19-major-line-pdf-evidence-anchors.csv,证据锚点状态,专业行原页窗口存在，但缺少专业组标题上下文，需核专业组边界和调剂范围。,true,true,false,公开表只保留风险类型、证据摘要和哈希/编号；不保存私有 OCR 原文、图片路径或登录态,结构风险未闭环；确认前不得进入最终志愿排序,回看 PDF 原页的院校专业组边界、专业代号和专业窗口，再用湖北官方系统或省招办计划核验。
STRUCTEVENT-5923b4f09e1d53cb,data/working/issue19-admission-detail-structural-fidelity-register.csv,data/working/issue19-admission-detail-master-workbench.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_structural_risk_major_line_ledger,逐专业招生明细×结构风险事件,false,false,M-fd67db01abdd4d03,G-3ac186991abce7b2,A185,西北工业大学,A18502,53,right,10,13,海洋工程类（水下智能系统；船舶与海洋工程；水声工程：信息工程：海洋工程与技术；专业分流时，100%类内专业任选：办学地点：长安校区）,唯一组码回退归属,R1-归属或结构异常先核,data/working/issue19-full-admission-plan-major-ocr-draft.csv,专业组标题行号/专业组标题OCR原文,专业明细未精确匹配专业组标题行，仅因同组码唯一而回退归属，需核原页组边界,true,true,false,公开表只保留风险类型、证据摘要和哈希/编号；不保存私有 OCR 原文、图片路径或登录态,结构风险未闭环；确认前不得进入最终志愿排序,回看 PDF 原页的院校专业组边界、专业代号和专业窗口，再用湖北官方系统或省招办计划核验。
STRUCTEVENT-75537a445d337a3d,data/working/issue19-admission-detail-structural-fidelity-register.csv,data/working/issue19-admission-detail-master-workbench.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_structural_risk_major_line_ledger,逐专业招生明细×结构风险事件,false,false,M-fd67db01abdd4d03,G-3ac186991abce7b2,A185,西北工业大学,A18502,53,right,10,13,海洋工程类（水下智能系统；船舶与海洋工程；水声工程：信息工程：海洋工程与技术；专业分流时，100%类内专业任选：办学地点：长安校区）,原页缺少组标题上下文,R2-原页上下文补证,data/working/issue19-major-line-pdf-evidence-anchors.csv,证据锚点状态,专业行原页窗口存在，但缺少专业组标题上下文，需核专业组边界和调剂范围。,true,true,false,公开表只保留风险类型、证据摘要和哈希/编号；不保存私有 OCR 原文、图片路径或登录态,结构风险未闭环；确认前不得进入最终志愿排序,回看 PDF 原页的院校专业组边界、专业代号和专业窗口，再用湖北官方系统或省招办计划核验。
STRUCTEVENT-36a56cde99342000,data/working/issue19-admission-detail-structural-fidelity-register.csv,data/working/issue19-admission-detail-master-workbench.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_structural_risk_major_line_ledger,逐专业招生明细×结构风险事件,false,false,M-13924927d26c0268,G-3ac186991abce7b2,A185,西北工业大学,A18502,53,right,11,14,电子信息类（电子信息；电子科学与技术；电子信息工程；探测制导与控制技术；迪信工程：专业分流时，100%类内专业任选：办学地点：长安校区）,唯一组码回退归属,R1-归属或结构异常先核,data/working/issue19-full-admission-plan-major-ocr-draft.csv,专业组标题行号/专业组标题OCR原文,专业明细未精确匹配专业组标题行，仅因同组码唯一而回退归属，需核原页组边界,true,true,false,公开表只保留风险类型、证据摘要和哈希/编号；不保存私有 OCR 原文、图片路径或登录态,结构风险未闭环；确认前不得进入最终志愿排序,回看 PDF 原页的院校专业组边界、专业代号和专业窗口，再用湖北官方系统或省招办计划核验。
STRUCTEVENT-79ad73e109ceab04,data/working/issue19-admission-detail-structural-fidelity-register.csv,data/working/issue19-admission-detail-master-workbench.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_structural_risk_major_line_ledger,逐专业招生明细×结构风险事件,false,false,M-13924927d26c0268,G-3ac186991abce7b2,A185,西北工业大学,A18502,53,right,11,14,电子信息类（电子信息；电子科学与技术；电子信息工程；探测制导与控制技术；迪信工程：专业分流时，100%类内专业任选：办学地点：长安校区）,原页缺少组标题上下文,R2-原页上下文补证,data/working/issue19-major-line-pdf-evidence-anchors.csv,证据锚点状态,专业行原页窗口存在，但缺少专业组标题上下文，需核专业组边界和调剂范围。,true,true,false,公开表只保留风险类型、证据摘要和哈希/编号；不保存私有 OCR 原文、图片路径或登录态,结构风险未闭环；确认前不得进入最终志愿排序,回看 PDF 原页的院校专业组边界、专业代号和专业窗口，再用湖北官方系统或省招办计划核验。
STRUCTEVENT-c3b36f4998b2651d,data/working/issue19-admission-detail-structural-fidelity-register.csv,data/working/issue19-admission-detail-master-workbench.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_structural_risk_major_line_ledger,逐专业招生明细×结构风险事件,false,false,M-80210c681f4bdf8e,G-3ac186991abce7b2,A185,西北工业大学,A18502,53,right,12,15,电子信息类（集成电路；微电子科学与工程：集成电路设计与集成系统：国家示范性微电子学院，专业分流时，100%类内专业任选；办学地点：长安校区）,唯一组码回退归属,R1-归属或结构异常先核,data/working/issue19-full-admission-plan-major-ocr-draft.csv,专业组标题行号/专业组标题OCR原文,专业明细未精确匹配专业组标题行，仅因同组码唯一而回退归属，需核原页组边界,true,true,false,公开表只保留风险类型、证据摘要和哈希/编号；不保存私有 OCR 原文、图片路径或登录态,结构风险未闭环；确认前不得进入最终志愿排序,回看 PDF 原页的院校专业组边界、专业代号和专业窗口，再用湖北官方系统或省招办计划核验。
STRUCTEVENT-a2335945759b5c6d,data/working/issue19-admission-detail-structural-fidelity-register.csv,data/working/issue19-admission-detail-master-workbench.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_structural_risk_major_line_ledger,逐专业招生明细×结构风险事件,false,false,M-80210c681f4bdf8e,G-3ac186991abce7b2,A185,西北工业大学,A18502,53,right,12,15,电子信息类（集成电路；微电子科学与工程：集成电路设计与集成系统：国家示范性微电子学院，专业分流时，100%类内专业任选；办学地点：长安校区）,原页缺少组标题上下文,R2-原页上下文补证,data/working/issue19-major-line-pdf-evidence-anchors.csv,证据锚点状态,专业行原页窗口存在，但缺少专业组标题上下文，需核专业组边界和调剂范围。,true,true,false,公开表只保留风险类型、证据摘要和哈希/编号；不保存私有 OCR 原文、图片路径或登录态,结构风险未闭环；确认前不得进入最终志愿排序,回看 PDF 原页的院校专业组边界、专业代号和专业窗口，再用湖北官方系统或省招办计划核验。
STRUCTEVENT-c9e0be7a6ffb3266,data/working/issue19-admission-detail-structural-fidelity-register.csv,data/working/issue19-admission-detail-master-workbench.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_structural_risk_major_line_ledger,逐专业招生明细×结构风险事件,false,false,M-a708f73fe6385eed,G-3ac186991abce7b2,A185,西北工业大学,A18502,53,right,13,16,电子信息类（柔性电子拔尖班；柔性电子学：办学地点：长安校区）,唯一组码回退归属,R1-归属或结构异常先核,data/working/issue19-full-admission-plan-major-ocr-draft.csv,专业组标题行号/专业组标题OCR原文,专业明细未精确匹配专业组标题行，仅因同组码唯一而回退归属，需核原页组边界,true,true,false,公开表只保留风险类型、证据摘要和哈希/编号；不保存私有 OCR 原文、图片路径或登录态,结构风险未闭环；确认前不得进入最终志愿排序,回看 PDF 原页的院校专业组边界、专业代号和专业窗口，再用湖北官方系统或省招办计划核验。
STRUCTEVENT-3c0aaabcc6b1aca9,data/working/issue19-admission-detail-structural-fidelity-register.csv,data/working/issue19-admission-detail-master-workbench.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_structural_risk_major_line_ledger,逐专业招生明细×结构风险事件,false,false,M-a708f73fe6385eed,G-3ac186991abce7b2,A185,西北工业大学,A18502,53,right,13,16,电子信息类（柔性电子拔尖班；柔性电子学：办学地点：长安校区）,原页缺少组标题上下文,R2-原页上下文补证,data/working/issue19-major-line-pdf-evidence-anchors.csv,证据锚点状态,专业行原页窗口存在，但缺少专业组标题上下文，需核专业组边界和调剂范围。,true,true,false,公开表只保留风险类型、证据摘要和哈希/编号；不保存私有 OCR 原文、图片路径或登录态,结构风险未闭环；确认前不得进入最终志愿排序,回看 PDF 原页的院校专业组边界、专业代号和专业窗口，再用湖北官方系统或省招办计划核验。
STRUCTEVENT-099558c56ded3b2e,data/working/issue19-admission-detail-structural-fidelity-register.csv,data/working/issue19-admission-detail-master-workbench.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_structural_risk_major_line_ledger,逐专业招生明细×结构风险事件,false,false,M-8692e27b55e88dac,G-3ac186991abce7b2,A185,西北工业大学,A18502,53,right,14,17,自动化类（自动化；电气工程及其自动化：机器人工程：专业分流时，100%类内专业任选；办学地点：长安校区）,唯一组码回退归属,R1-归属或结构异常先核,data/working/issue19-full-admission-plan-major-ocr-draft.csv,专业组标题行号/专业组标题OCR原文,专业明细未精确匹配专业组标题行，仅因同组码唯一而回退归属，需核原页组边界,true,true,false,公开表只保留风险类型、证据摘要和哈希/编号；不保存私有 OCR 原文、图片路径或登录态,结构风险未闭环；确认前不得进入最终志愿排序,回看 PDF 原页的院校专业组边界、专业代号和专业窗口，再用湖北官方系统或省招办计划核验。
STRUCTEVENT-70fab5b6399902aa,data/working/issue19-admission-detail-structural-fidelity-register.csv,data/working/issue19-admission-detail-master-workbench.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_structural_risk_major_line_ledger,逐专业招生明细×结构风险事件,false,false,M-8692e27b55e88dac,G-3ac186991abce7b2,A185,西北工业大学,A18502,53,right,14,17,自动化类（自动化；电气工程及其自动化：机器人工程：专业分流时，100%类内专业任选；办学地点：长安校区）,原页缺少组标题上下文,R2-原页上下文补证,data/working/issue19-major-line-pdf-evidence-anchors.csv,证据锚点状态,专业行原页窗口存在，但缺少专业组标题上下文，需核专业组边界和调剂范围。,true,true,false,公开表只保留风险类型、证据摘要和哈希/编号；不保存私有 OCR 原文、图片路径或登录态,结构风险未闭环；确认前不得进入最终志愿排序,回看 PDF 原页的院校专业组边界、专业代号和专业窗口，再用湖北官方系统或省招办计划核验。
STRUCTEVENT-aaf0badf0abd1d57,data/working/issue19-admission-detail-structural-fidelity-register.csv,data/working/issue19-admission-detail-master-workbench.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_structural_risk_major_line_ledger,逐专业招生明细×结构风险事件,false,false,M-d8f92b50b88d5a64,G-3ac186991abce7b2,A185,西北工业大学,A18502,53,right,15,18,计算机类（计算机；计算机科学与技术：物联网工程：数据科学与大数据技术；智能交互设计；专业分流时，100%类内专业任选：办学地点：长安校区）,唯一组码回退归属,R1-归属或结构异常先核,data/working/issue19-full-admission-plan-major-ocr-draft.csv,专业组标题行号/专业组标题OCR原文,专业明细未精确匹配专业组标题行，仅因同组码唯一而回退归属，需核原页组边界,true,true,false,公开表只保留风险类型、证据摘要和哈希/编号；不保存私有 OCR 原文、图片路径或登录态,结构风险未闭环；确认前不得进入最终志愿排序,回看 PDF 原页的院校专业组边界、专业代号和专业窗口，再用湖北官方系统或省招办计划核验。
STRUCTEVENT-c0e5b5db870ab3a5,data/working/issue19-admission-detail-structural-fidelity-register.csv,data/working/issue19-admission-detail-master-workbench.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_structural_risk_major_line_ledger,逐专业招生明细×结构风险事件,false,false,M-d8f92b50b88d5a64,G-3ac186991abce7b2,A185,西北工业大学,A18502,53,right,15,18,计算机类（计算机；计算机科学与技术：物联网工程：数据科学与大数据技术；智能交互设计；专业分流时，100%类内专业任选：办学地点：长安校区）,原页缺少组标题上下文,R2-原页上下文补证,data/working/issue19-major-line-pdf-evidence-anchors.csv,证据锚点状态,专业行原页窗口存在，但缺少专业组标题上下文，需核专业组边界和调剂范围。,true,true,false,公开表只保留风险类型、证据摘要和哈希/编号；不保存私有 OCR 原文、图片路径或登录态,结构风险未闭环；确认前不得进入最终志愿排序,回看 PDF 原页的院校专业组边界、专业代号和专业窗口，再用湖北官方系统或省招办计划核验。
