稳定基座第一闭环明细任务ID,来源稳定基座自动官网辅证交叉核验工作台,来源稳定基座最小人工闭环工作台,来源湖北官方公开入口状态快照,来源期号,来源PDF_SHA256,数据阶段,主表粒度,任务粒度,第一闭环批次,第一闭环纳入原因,任务来源类型,来源自动交叉核验任务ID,来源最小人工闭环任务ID,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,专业行ID,专业组出现ID,院校代码,院校名称OCR,院校专业组代码OCR规范化,来源页码,版面列,页码版面键,专业组内专业序号,专业代号OCR,专业名称及备注短摘,字段名,官网辅证自动动作,官网证据强度,官网来源状态,官网证据匹配状态,计划数核验状态,差异字段集合,疑似OCR把学费读入计划数,最佳官网来源文件,OCR专业计划数候选,最佳官网计划数,OCR学费候选,最佳官网学费,OCR再选科目候选,最佳官网选科,人工升级原因,P0字段即时复核任务ID,P0即时字段确认公开账本ID,执行批次,人工核验泳道,人工核验方式,页列执行进度桶,裁图证据编号,裁图文件SHA256,裁图bbox归一化,是否需要双人复核,是否有高校字段线索,是否裁图OCR与机器候选冲突,是否裁图OCR与高校辅证冲突,是否机器高校冲突,PDF原页核页状态,湖北官方系统或省招办计划核验状态,高校官网或招生章程辅证状态,三方字段一致性状态,字段事实写回状态,公开安全策略,下一步
FIRSTDETAIL-221bcc4dcd21e125,,data/working/issue19-stable-foundation-minimal-manual-closure-workbench.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_detail_packet,逐专业招生明细,逐专业招生明细×第一闭环P0人工字段任务,FIRST-MANUAL-EXEC01-EXEC03,EXEC-03-高校辅证线索三方核验,P0人工字段任务,,STABLEMANUAL-7c65f05c3de8cf68,false,false,false,false,false,false,false,false,M-4cd6e063565dd7c0,G-9fca3ce8b2adbf9c,A135,山东大学,A13506,37,left,037-left,5,24,人工智能,再选科目,C2-强辅证抽检并等待湖北官方闭环,strong_support,has_reusable_2026_hubei_plan_source,matched,,,,,,,,,,,PDF原页逐字段读数；湖北官方系统或省招办计划逐字段核验；高校官网或招生章程辅证核验；双人复核,P0IMMEDIATE-c5cd48810e98eb1a,P0FCONF-7c65f05c3de8cf68,EXEC-03-高校辅证线索三方核验,M2-裁图OCR未稳定补读人工看图,双人复核,R0-未开始PDF和湖北官方核验,P0CROP-b12b0450f3e5be41,610a67eb423aa5c1f3d50ba36e2404b4bee8e47aa1b26b2f892e25141a541989,x=0.043000-0.552000;y_bottom_origin=0.567521-0.653600,true,true,false,false,false,pending_manual_pdf_review,pending_hubei_official_review,pending_private_school_reading,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,公开表保存任务ID、字段名、页列、证据SHA和状态；不保存图片路径、人工读数、OCR原文或登录态。,按页列集中看PDF原页，记录私有人工读数；再用湖北官方系统或省招办计划核验字段。
FIRSTDETAIL-38046516b8ae48b2,,data/working/issue19-stable-foundation-minimal-manual-closure-workbench.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_detail_packet,逐专业招生明细,逐专业招生明细×第一闭环P0人工字段任务,FIRST-MANUAL-EXEC01-EXEC03,EXEC-03-高校辅证线索三方核验,P0人工字段任务,,STABLEMANUAL-f6caefb9440c4833,false,false,false,false,false,false,false,false,M-ef0c23965ac5fa81,G-9fca3ce8b2adbf9c,A135,山东大学,A13506,37,left,037-left,4,23,网络空间安全（可向密码科学与技术分流；国家一流网络安全学院建设示范项目；办学地点：青岛校区）,再选科目,C2-强辅证抽检并等待湖北官方闭环,strong_support,has_reusable_2026_hubei_plan_source,matched,,,,,,,,,,,PDF原页逐字段读数；湖北官方系统或省招办计划逐字段核验；高校官网或招生章程辅证核验；双人复核,P0IMMEDIATE-2b88405c982f9699,P0FCONF-f6caefb9440c4833,EXEC-03-高校辅证线索三方核验,M2-裁图OCR未稳定补读人工看图,双人复核,R0-未开始PDF和湖北官方核验,P0CROP-0583e9e6ac7d7e78,cb556ea98357e43c90bad08ffef192927fc7367edf6b4f4cd7fedfde43bbfdd1,x=0.043000-0.552000;y_bottom_origin=0.576789-0.687256,true,true,false,false,false,pending_manual_pdf_review,pending_hubei_official_review,pending_private_school_reading,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,公开表保存任务ID、字段名、页列、证据SHA和状态；不保存图片路径、人工读数、OCR原文或登录态。,按页列集中看PDF原页，记录私有人工读数；再用湖北官方系统或省招办计划核验字段。
FIRSTDETAIL-134083d40026d857,,data/working/issue19-stable-foundation-minimal-manual-closure-workbench.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_detail_packet,逐专业招生明细,逐专业招生明细×第一闭环P0人工字段任务,FIRST-MANUAL-EXEC01-EXEC03,EXEC-02-计划数偏大重点核页,P0人工字段任务,,STABLEMANUAL-4244d595b0648664,false,false,false,false,false,false,false,false,M-441e148dafdb4204,G-18a4afd29f398c8c,A141,武汉大学,A14109,38,right,038-right,4,26,计算机类（计算机学院；貪计算机科学与技术、软件工程专业；分流时该专业大类内专业任选）,专业计划数,,,,,,,,,,,,,,,PDF原页逐字段读数；湖北官方系统或省招办计划逐字段核验；双人复核,P0IMMEDIATE-e321ebd7c0276bcb,P0FCONF-4244d595b0648664,EXEC-02-计划数偏大重点核页,M1-计划数偏大重点核页,双人复核,R0-未开始PDF和湖北官方核验,P0CROP-c6dda55912a1ac81,c056ed86432e12d35618b2561c8f3cf2d3ae8589de8c7f2832deb6a3998bd9d9,x=0.448000-0.957000;y_bottom_origin=0.417035-0.592959,true,false,false,false,false,pending_manual_pdf_review,pending_hubei_official_review,not_applicable_no_school_field_clue,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,公开表保存任务ID、字段名、页列、证据SHA和状态；不保存图片路径、人工读数、OCR原文或登录态。,按页列集中看PDF原页，记录私有人工读数；再用湖北官方系统或省招办计划核验字段。
FIRSTDETAIL-d98431b572fa7397,,data/working/issue19-stable-foundation-minimal-manual-closure-workbench.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_detail_packet,逐专业招生明细,逐专业招生明细×第一闭环P0人工字段任务,FIRST-MANUAL-EXEC01-EXEC03,EXEC-02-计划数偏大重点核页,P0人工字段任务,,STABLEMANUAL-2fd2933eb5620372,false,false,false,false,false,false,false,false,M-6c6bbe1c67c63c2d,G-18a4afd29f398c8c,A141,武汉大学,A14109,38,right,038-right,6,28,网络空间安全（创新班）,专业计划数,,,,,,,,,,,,,,,PDF原页逐字段读数；湖北官方系统或省招办计划逐字段核验；双人复核,P0IMMEDIATE-ec11bd17c6546a5a,P0FCONF-2fd2933eb5620372,EXEC-02-计划数偏大重点核页,M1-计划数偏大重点核页,双人复核,R0-未开始PDF和湖北官方核验,P0CROP-db6a32c165368fee,7f1406755ae166205bdbc05416ca759ffb2c97b247b57f19a970e0e1bc8d7a80,x=0.448000-0.957000;y_bottom_origin=0.384958-0.592959,true,false,false,false,false,pending_manual_pdf_review,pending_hubei_official_review,not_applicable_no_school_field_clue,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,公开表保存任务ID、字段名、页列、证据SHA和状态；不保存图片路径、人工读数、OCR原文或登录态。,按页列集中看PDF原页，记录私有人工读数；再用湖北官方系统或省招办计划核验字段。
FIRSTDETAIL-f4f81445f1154c09,,data/working/issue19-stable-foundation-minimal-manual-closure-workbench.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_detail_packet,逐专业招生明细,逐专业招生明细×第一闭环P0人工字段任务,FIRST-MANUAL-EXEC01-EXEC03,EXEC-01-冲突异常立即核页,P0人工字段任务,,STABLEMANUAL-05a4d80e4392729f,false,false,false,false,false,false,false,false,M-bd5236570ff0b18a,G-0982c5e9e2f76632,A145,中国地质大学（武汉）,A14505,40,right,040-right,3,12,地质学类（背英班：食地质学、地球物理学、地球信息科学与技术，海洋科学、地理科学、资源勘查工程、水文与水资源工程、地质工程专业）14506 中国地质大学（武汉）第06组,专业计划数,,,,,,,,,,,,,,,PDF原页逐字段读数；湖北官方系统或省招办计划逐字段核验；双人复核,P0IMMEDIATE-a17fc8078317a33d,P0FCONF-05a4d80e4392729f,EXEC-01-冲突异常立即核页,M3-多源一致快速三方核验,三方线索优先核验,R0-未开始PDF和湖北官方核验,P0CROP-194985d27c9a99eb,16d670d77966fa2932a221b2698b7cfc08e38fb6904e93b93ad95d1ccfe90459,x=0.448000-0.957000;y_bottom_origin=0.426633-0.614942,true,false,false,false,false,pending_manual_pdf_review,pending_hubei_official_review,not_applicable_no_school_field_clue,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,公开表保存任务ID、字段名、页列、证据SHA和状态；不保存图片路径、人工读数、OCR原文或登录态。,按页列集中看PDF原页，记录私有人工读数；再用湖北官方系统或省招办计划核验字段。
FIRSTDETAIL-1c8bc4f8c1ddedbe,,data/working/issue19-stable-foundation-minimal-manual-closure-workbench.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_detail_packet,逐专业招生明细,逐专业招生明细×第一闭环P0人工字段任务,FIRST-MANUAL-EXEC01-EXEC03,EXEC-01-冲突异常立即核页,P0人工字段任务,,STABLEMANUAL-404f23dadae85dae,false,false,false,false,false,false,false,false,M-a3b3fb4cce94a6b1,G-9eb5729c6ba5bb05,A151,华中师范大学,A15125,43,left,043-left,1,63,教育技术学（民族班；智能教育实验A153 中南财经政法大学（公办）（湖北）,专业计划数,,,,,,,,,,,,,,,PDF原页逐字段读数；湖北官方系统或省招办计划逐字段核验；双人复核,P0IMMEDIATE-57a7929d1167fa84,P0FCONF-404f23dadae85dae,EXEC-01-冲突异常立即核页,M5-多值或双人复核常规核页,双人复核,R0-未开始PDF和湖北官方核验,P0CROP-4631da05ed442e6c,7b3f90ea6b421afedcd3495248f02b6d966aebdb28afe94126b03bd03a36a377,x=0.043000-0.552000;y_bottom_origin=0.544942-0.664268,true,false,false,false,false,pending_manual_pdf_review,pending_hubei_official_review,not_applicable_no_school_field_clue,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,公开表保存任务ID、字段名、页列、证据SHA和状态；不保存图片路径、人工读数、OCR原文或登录态。,按页列集中看PDF原页，记录私有人工读数；再用湖北官方系统或省招办计划核验字段。
FIRSTDETAIL-06bdcbfe6216116c,,data/working/issue19-stable-foundation-minimal-manual-closure-workbench.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_detail_packet,逐专业招生明细,逐专业招生明细×第一闭环P0人工字段任务,FIRST-MANUAL-EXEC01-EXEC03,EXEC-01-冲突异常立即核页,P0人工字段任务,,STABLEMANUAL-ff1804250dcfc260,false,false,false,false,false,false,false,false,M-0948630e9c96d719,G-09c809b3416aa6ab,A185,西北工业大学,A18503,53,right,053-right,2,23,高分子材料与工程（中外合作办学）（办学地点：长安校区）,学费,,,,,,,,,,,,,,,PDF原页逐字段读数；湖北官方系统或省招办计划逐字段核验；双人复核,P0IMMEDIATE-42c5378f6377dc51,P0FCONF-ff1804250dcfc260,EXEC-01-冲突异常立即核页,M0-冲突优先双人核页,双人复核,R0-未开始PDF和湖北官方核验,P0CROP-a5ac7751175425d4,34e3b80b7db3e171bfd6debfe99cf21b2b93baeafb3998946c8a654e04d47fa8,x=0.448000-0.957000;y_bottom_origin=0.281794-0.414268,true,false,true,false,false,pending_manual_pdf_review,pending_hubei_official_review,not_applicable_no_school_field_clue,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,公开表保存任务ID、字段名、页列、证据SHA和状态；不保存图片路径、人工读数、OCR原文或登录态。,按页列集中看PDF原页，记录私有人工读数；再用湖北官方系统或省招办计划核验字段。
FIRSTDETAIL-d1b16ab1e2bfb550,,data/working/issue19-stable-foundation-minimal-manual-closure-workbench.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_detail_packet,逐专业招生明细,逐专业招生明细×第一闭环P0人工字段任务,FIRST-MANUAL-EXEC01-EXEC03,EXEC-02-计划数偏大重点核页,P0人工字段任务,,STABLEMANUAL-1ad6ee522a364f64,false,false,false,false,false,false,false,false,M-3ed25d6b30d1fc38,G-2766d06d29e98f29,A193,陕西师范大学,A19319,56,left,056-left,1,25,数学类（民族班：数学卓应用数学（师范）：数学与应用数学（国俊班）；信息与计算科学：统计学；办学地点：雁塔A195 兰州大学（公办）（甘肃）,专业计划数,,,,,,,,,,,,,,,PDF原页逐字段读数；湖北官方系统或省招办计划逐字段核验；双人复核,P0IMMEDIATE-aa14a3e4dcda09a1,P0FCONF-1ad6ee522a364f64,EXEC-02-计划数偏大重点核页,M1-计划数偏大重点核页,双人复核,R0-未开始PDF和湖北官方核验,P0CROP-5fd1a3e208ca748a,0d8b52fa24cdeca31bfe07fffe5149fba1bbbea9809167e65bdb958afb609076,x=0.043000-0.552000;y_bottom_origin=0.714836-0.854592,true,false,false,false,false,pending_manual_pdf_review,pending_hubei_official_review,not_applicable_no_school_field_clue,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,公开表保存任务ID、字段名、页列、证据SHA和状态；不保存图片路径、人工读数、OCR原文或登录态。,按页列集中看PDF原页，记录私有人工读数；再用湖北官方系统或省招办计划核验字段。
FIRSTDETAIL-4eefd8f052c8caa8,,data/working/issue19-stable-foundation-minimal-manual-closure-workbench.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_detail_packet,逐专业招生明细,逐专业招生明细×第一闭环P0人工字段任务,FIRST-MANUAL-EXEC01-EXEC03,EXEC-03-高校辅证线索三方核验,P0人工字段任务,,STABLEMANUAL-f844b11ef16894b0,false,false,false,false,false,false,false,false,M-0331ffd1db7621d2,G-399026bbf2fbbc18,A195,兰州大学,A19511,56,left,056-left,5,39,通信工程（办学地点：甘肃兰州）,专业计划数,C1-官网补缺候选但禁止自动写回,fill_candidate,has_reusable_2026_hubei_plan_source,matched,,,,,,,,,,,PDF原页逐字段读数；湖北官方系统或省招办计划逐字段核验；高校官网或招生章程辅证核验,P0IMMEDIATE-0d1745c876ed0bac,P0FCONF-f844b11ef16894b0,EXEC-03-高校辅证线索三方核验,M3-多源一致快速三方核验,三方线索优先核验,R0-未开始PDF和湖北官方核验,P0CROP-b2977d4112f2d3db,d81eab6627f0f328709cb1a500d282641c6e6fdd047549ed1a826f3c9c477c08,x=0.043000-0.552000;y_bottom_origin=0.066481-0.257384,false,true,false,false,false,pending_manual_pdf_review,pending_hubei_official_review,pending_private_school_reading,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,公开表保存任务ID、字段名、页列、证据SHA和状态；不保存图片路径、人工读数、OCR原文或登录态。,按页列集中看PDF原页，记录私有人工读数；再用湖北官方系统或省招办计划核验字段。
FIRSTDETAIL-9bb3690e9f7ce659,,data/working/issue19-stable-foundation-minimal-manual-closure-workbench.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_detail_packet,逐专业招生明细,逐专业招生明细×第一闭环P0人工字段任务,FIRST-MANUAL-EXEC01-EXEC03,EXEC-03-高校辅证线索三方核验,P0人工字段任务,,STABLEMANUAL-02a35f5023597cfa,false,false,false,false,false,false,false,false,M-294c46ae6cb755d6,G-399026bbf2fbbc18,A195,兰州大学,A19511,56,left,056-left,1,35,计算机科学与技术（办学地点：甘肃兰,专业计划数,C1-官网补缺候选但禁止自动写回,fill_candidate,has_reusable_2026_hubei_plan_source,matched,,,,,,,,,,,PDF原页逐字段读数；湖北官方系统或省招办计划逐字段核验；高校官网或招生章程辅证核验,P0IMMEDIATE-5176fde32d540be6,P0FCONF-02a35f5023597cfa,EXEC-03-高校辅证线索三方核验,M3-多源一致快速三方核验,三方线索优先核验,R0-未开始PDF和湖北官方核验,P0CROP-828b246e49627ba8,39aea89da7ab45d8cae82d236009b16e07c00580dde4873135d8e6f9c2691144,x=0.043000-0.552000;y_bottom_origin=0.152140-0.257384,false,true,false,false,false,pending_manual_pdf_review,pending_hubei_official_review,pending_private_school_reading,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,公开表保存任务ID、字段名、页列、证据SHA和状态；不保存图片路径、人工读数、OCR原文或登录态。,按页列集中看PDF原页，记录私有人工读数；再用湖北官方系统或省招办计划核验字段。
FIRSTDETAIL-e6fbb1e8eb1cf347,,data/working/issue19-stable-foundation-minimal-manual-closure-workbench.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_detail_packet,逐专业招生明细,逐专业招生明细×第一闭环P0人工字段任务,FIRST-MANUAL-EXEC01-EXEC03,EXEC-03-高校辅证线索三方核验,P0人工字段任务,,STABLEMANUAL-de7c38660ac8b787,false,false,false,false,false,false,false,false,M-3ef576112ee9a076,G-399026bbf2fbbc18,A195,兰州大学,A19511,56,left,056-left,8,42,数字媒体技术（办学地点：甘肃兰州）覓亮計孝院校专业组及专业代号,专业计划数,C1-官网补缺候选但禁止自动写回,fill_candidate,has_reusable_2026_hubei_plan_source,matched,,,,,,,,,,,PDF原页逐字段读数；湖北官方系统或省招办计划逐字段核验；高校官网或招生章程辅证核验；双人复核,P0IMMEDIATE-966488f20e4dc937,P0FCONF-de7c38660ac8b787,EXEC-03-高校辅证线索三方核验,M2-裁图OCR未稳定补读人工看图,双人复核,R0-未开始PDF和湖北官方核验,P0CROP-0edee8069811de00,e7034784ab54ef8fcf7c32e8333f4480b7a6fae23a8f9550def9dba23e87d686,x=0.043000-0.552000;y_bottom_origin=0.000000-0.257384,true,true,false,false,false,pending_manual_pdf_review,pending_hubei_official_review,pending_private_school_reading,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,公开表保存任务ID、字段名、页列、证据SHA和状态；不保存图片路径、人工读数、OCR原文或登录态。,按页列集中看PDF原页，记录私有人工读数；再用湖北官方系统或省招办计划核验字段。
FIRSTDETAIL-bbb56cc44278edb4,,data/working/issue19-stable-foundation-minimal-manual-closure-workbench.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_detail_packet,逐专业招生明细,逐专业招生明细×第一闭环P0人工字段任务,FIRST-MANUAL-EXEC01-EXEC03,EXEC-01-冲突异常立即核页,P0人工字段任务,,STABLEMANUAL-fbf4df965481d22c,false,false,false,false,false,false,false,false,M-6f60d88ce3a3687e,G-399026bbf2fbbc18,A195,兰州大学,A19511,56,left,056-left,3,37,计算机科学与技术（密码技术创新班；办学地点：甘肃兰州）,专业计划数,C1-官网补缺候选但禁止自动写回,fill_candidate,has_reusable_2026_hubei_plan_source,matched,,,,,,,,,,,PDF原页逐字段读数；湖北官方系统或省招办计划逐字段核验；高校官网或招生章程辅证核验；双人复核,P0IMMEDIATE-7b4b19f096c47639,P0FCONF-fbf4df965481d22c,EXEC-01-冲突异常立即核页,M0-冲突优先双人核页,双人复核,R0-未开始PDF和湖北官方核验,P0CROP-21bcb640e4c2a9b3,7585397e90fccc4ed14ff7eaa21290ce21689c40f9e35586aa95d0c5b3f69dd7,x=0.043000-0.552000;y_bottom_origin=0.092662-0.257384,true,true,false,true,true,pending_manual_pdf_review,pending_hubei_official_review,pending_private_school_reading,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,公开表保存任务ID、字段名、页列、证据SHA和状态；不保存图片路径、人工读数、OCR原文或登录态。,按页列集中看PDF原页，记录私有人工读数；再用湖北官方系统或省招办计划核验字段。
FIRSTDETAIL-ea384950294b8432,,data/working/issue19-stable-foundation-minimal-manual-closure-workbench.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_detail_packet,逐专业招生明细,逐专业招生明细×第一闭环P0人工字段任务,FIRST-MANUAL-EXEC01-EXEC03,EXEC-03-高校辅证线索三方核验,P0人工字段任务,,STABLEMANUAL-ce682d9bc4fc0add,false,false,false,false,false,false,false,false,M-928c8c7935f8e9d2,G-399026bbf2fbbc18,A195,兰州大学,A19511,56,left,056-left,2,36,计算机科学与技术（脑机智能方向；办学地点：甘肃兰州）,专业计划数,C1-官网补缺候选但禁止自动写回,fill_candidate,has_reusable_2026_hubei_plan_source,matched,,,,,,,,,,,PDF原页逐字段读数；湖北官方系统或省招办计划逐字段核验；高校官网或招生章程辅证核验,P0IMMEDIATE-30a31a952f6483d3,P0FCONF-ce682d9bc4fc0add,EXEC-03-高校辅证线索三方核验,M3-多源一致快速三方核验,三方线索优先核验,R0-未开始PDF和湖北官方核验,P0CROP-e8f181e8e8e02eac,5374dd284885757d4c214398dab1061027da072678a5878754f39c65821c2d1e,x=0.043000-0.552000;y_bottom_origin=0.124808-0.257384,false,true,false,false,false,pending_manual_pdf_review,pending_hubei_official_review,pending_private_school_reading,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,公开表保存任务ID、字段名、页列、证据SHA和状态；不保存图片路径、人工读数、OCR原文或登录态。,按页列集中看PDF原页，记录私有人工读数；再用湖北官方系统或省招办计划核验字段。
FIRSTDETAIL-10021805233b3fcd,,data/working/issue19-stable-foundation-minimal-manual-closure-workbench.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_detail_packet,逐专业招生明细,逐专业招生明细×第一闭环P0人工字段任务,FIRST-MANUAL-EXEC01-EXEC03,EXEC-03-高校辅证线索三方核验,P0人工字段任务,,STABLEMANUAL-51a8d92ee51dcf25,false,false,false,false,false,false,false,false,M-ece9de1329c27d10,G-399026bbf2fbbc18,A195,兰州大学,A19511,56,left,056-left,6,40,入工智能（办学地点：甘肃兰州）,专业计划数,C1-官网补缺候选但禁止自动写回,fill_candidate,has_reusable_2026_hubei_plan_source,matched,,,,,,,,,,,PDF原页逐字段读数；湖北官方系统或省招办计划逐字段核验；高校官网或招生章程辅证核验,P0IMMEDIATE-337e6b30a851d16c,P0FCONF-51a8d92ee51dcf25,EXEC-03-高校辅证线索三方核验,M3-多源一致快速三方核验,三方线索优先核验,R0-未开始PDF和湖北官方核验,P0CROP-bb6a1b065ad62884,fa9ecc3602d3e38ab55cbc9464995ba295b053c3b1ec095628cd0b0e018204bf,x=0.043000-0.552000;y_bottom_origin=0.053440-0.257384,false,true,false,false,false,pending_manual_pdf_review,pending_hubei_official_review,pending_private_school_reading,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,公开表保存任务ID、字段名、页列、证据SHA和状态；不保存图片路径、人工读数、OCR原文或登录态。,按页列集中看PDF原页，记录私有人工读数；再用湖北官方系统或省招办计划核验字段。
FIRSTDETAIL-ff27b52817e165bb,,data/working/issue19-stable-foundation-minimal-manual-closure-workbench.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_detail_packet,逐专业招生明细,逐专业招生明细×第一闭环P0人工字段任务,FIRST-MANUAL-EXEC01-EXEC03,EXEC-03-高校辅证线索三方核验,P0人工字段任务,,STABLEMANUAL-4a70e0f4eb67acf5,false,false,false,false,false,false,false,false,M-f7d6787fb6918e72,G-399026bbf2fbbc18,A195,兰州大学,A19511,56,left,056-left,7,41,数据科学与大数据技术（办学地点：甘肃兰州）,专业计划数,C1-官网补缺候选但禁止自动写回,fill_candidate,has_reusable_2026_hubei_plan_source,matched,,,,,,,,,,,PDF原页逐字段读数；湖北官方系统或省招办计划逐字段核验；高校官网或招生章程辅证核验,P0IMMEDIATE-8f5dc34af682e4ab,P0FCONF-4a70e0f4eb67acf5,EXEC-03-高校辅证线索三方核验,M3-多源一致快速三方核验,三方线索优先核验,R0-未开始PDF和湖北官方核验,P0CROP-330c546d7421b56c,0a1233b4fef8bc7f05f681fa798c12a1774d091e07588c78e454e6b157b9915c,x=0.043000-0.552000;y_bottom_origin=0.030165-0.257384,false,true,false,false,false,pending_manual_pdf_review,pending_hubei_official_review,pending_private_school_reading,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,公开表保存任务ID、字段名、页列、证据SHA和状态；不保存图片路径、人工读数、OCR原文或登录态。,按页列集中看PDF原页，记录私有人工读数；再用湖北官方系统或省招办计划核验字段。
FIRSTDETAIL-9eac4f6af5d6cae4,,data/working/issue19-stable-foundation-minimal-manual-closure-workbench.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_detail_packet,逐专业招生明细,逐专业招生明细×第一闭环P0人工字段任务,FIRST-MANUAL-EXEC01-EXEC03,EXEC-01-冲突异常立即核页,P0人工字段任务,,STABLEMANUAL-764c5d715983bd1f,false,false,false,false,false,false,false,false,M-33fd60126319d2e3,G-ac06627d5c6676be,C108,江汉大学,C10819,70,left,070-left,8,A8,英语（数智语言应用：要求高考外语单科成绩不得低于110分（满分150分）；外语语种：英语；面向武汉）,专业计划数,C4-已有部分来源需补结构化或补湖北行,partial_source,has_partial_source_needs_followup,,,,,,,,,,,,PDF原页逐字段读数；湖北官方系统或省招办计划逐字段核验；双人复核,P0IMMEDIATE-8b19be64e48e859f,P0FCONF-764c5d715983bd1f,EXEC-01-冲突异常立即核页,M3-多源一致快速三方核验,三方线索优先核验,R0-未开始PDF和湖北官方核验,P0CROP-5b665a78f9dd4a20,5b45d6521b5f7983a6c68d95e1f554366439029425fbba97ef800cf3abba3ba6,x=0.043000-0.552000;y_bottom_origin=0.000000-0.309694,true,false,false,false,false,pending_manual_pdf_review,pending_hubei_official_review,not_applicable_no_school_field_clue,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,公开表保存任务ID、字段名、页列、证据SHA和状态；不保存图片路径、人工读数、OCR原文或登录态。,按页列集中看PDF原页，记录私有人工读数；再用湖北官方系统或省招办计划核验字段。
