来源期号,来源PDF_SHA256,数据阶段,优先方向,综合风险等级,本专业OCR风险等级,本专业风险类型,专业组风险类型,院校代码,院校名称OCR,院校专业组代码,专业组号,来源页码,专业代号OCR,专业名称及备注OCR,再选科目OCR候选,专业计划数OCR候选,学费OCR候选,学费OCR数字候选,偏好和风险标签,字段完整性标记,候选池V1命中,样本学校命中,核验状态,最终可用,下一步
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,未触发硬风险,未触发硬风险,,,C131,湖北汽车工业学院,C13107,07,77,68,计算机科学与技术（大数据技术）,,244,5200,5200,priority_2_computer,missing_subject_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,未触发硬风险,未触发硬风险,,,C131,湖北汽车工业学院,C13107,07,77,69,信息安全（智能汽车安全）,,65,5200,5200,priority_2_computer,missing_subject_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,未触发硬风险,未触发硬风险,,,C131,湖北汽车工业学院,C13107,07,77,70,智能科学与技术（智能网联）,,66,5200,5200,priority_2_computer,missing_subject_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,未触发硬风险,未触发硬风险,,,C131,湖北汽车工业学院,C13107,07,77,71,智能科学与技术（智能汽车）,,54,5200,5200,priority_2_computer,missing_subject_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,未触发硬风险,未触发硬风险,,,C131,湖北汽车工业学院,C13107,07,77,73,数学与应用数学（智能科学）,,54,4000,4000,priority_2_computer,missing_subject_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,未触发硬风险,未触发硬风险,,,C131,湖北汽车工业学院,C13107,07,77,74,数据科学与大数据技术,［化学,63,5200,5200,priority_2_computer,,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,未触发硬风险,未触发硬风险,,,C133,湖北师范大学,C13310,10,78,51,计算机科学与技术,,20,5200,5200,priority_2_computer,missing_subject_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,未触发硬风险,未触发硬风险,,,C137,湖北,C13714,14,79,56,人工智能,,76,5200,5200,priority_2_computer,missing_subject_candidate;low_ocr_confidence,否,是,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,未触发硬风险,未触发硬风险,,,C137,湖北,C13714,14,79,57,人工智能（机器人方向）,化学,80,5200,5200,priority_2_computer,,否,是,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,未触发硬风险,未触发硬风险,,,C137,湖北,C13715,15,79,58,计算机类（含计算机科学与技术、软件工程、数据科学与大数据技术专业）,,316,5200,5200,priority_2_computer,missing_subject_candidate,否,是,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,未触发硬风险,未触发硬风险,,,C138,湖北理工学院,C13810,10,79,49,信息与计算科学（大数据安全方向）,,85,5200,5200,priority_2_computer,missing_subject_candidate,否,是,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,未触发硬风险,未触发硬风险,,,C138,湖北理工学院,C13810,10,79,51,数据科学与大数据技术,,38,4000,4000,priority_2_computer,missing_subject_candidate,否,是,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,未触发硬风险,未触发硬风险,,,C138,湖北理工学院,C13810,10,79,52,人工智能,,40,4000,4000,priority_2_computer,missing_subject_candidate,否,是,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,未触发硬风险,未触发硬风险,,,C138,湖北理工学院,C13810,10,79,53,人工智能（创新实验班）,化学,23,4000,4000,priority_2_computer,,否,是,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,未触发硬风险,未触发硬风险,,,C139,荆楚理工学院,C13908,08,80,48,智能科学与技术,,54,5200,5200,priority_2_computer,missing_subject_candidate,否,是,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,未触发硬风险,未触发硬风险,,,C139,荆楚理工学院,C13908,08,80,49,物联网工程,,55,4000,4000,priority_2_computer,missing_subject_candidate,否,是,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,未触发硬风险,未触发硬风险,,,C139,荆楚理工学院,C13908,08,80,50,计算机科学与技术,,94,5200,5200,priority_2_computer,missing_subject_candidate,否,是,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,未触发硬风险,未触发硬风险,,,C139,荆楚理工学院,C13911,11,80,53,智能科学与技术（面向荆门）,化学,10,5200,5200,priority_2_computer,,否,是,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,未触发硬风险,未触发硬风险,,,C139,荆楚理工学院,C13911,11,80,57,计算机科学与技术（面向荆门）C150 武汉商学院（公办）（湖北）,,15,5200,5200,priority_2_computer,missing_subject_candidate,否,是,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,未触发硬风险,未触发硬风险,,,F002,北方工业大学,F00202,02,92,17,计算机科学与技术,,,4600,4600,priority_2_computer,missing_subject_candidate;missing_plan_count_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,未触发硬风险,未触发硬风险,,,F002,北方工业大学,F00202,02,92,18,计算机科学与技术（创新实验班）,,,4600,4600,priority_2_computer,missing_subject_candidate;missing_plan_count_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,未触发硬风险,未触发硬风险,,,F002,北方工业大学,F00202,02,92,19,信息安全,,,4600,4600,priority_2_computer,missing_subject_candidate;missing_plan_count_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,未触发硬风险,未触发硬风险,,,F005,北京印刷学院,F00502,02,92,05,大数据管理与应用（办学地点：西校,不限,,4200,4200,priority_2_computer,missing_plan_count_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,未触发硬风险,未触发硬风险,,,F007,北京石油化工学院,F00703,03,93,13,计算机科学与技术（卓越工程师班；第三学年在房山校区就读，第三、西学年在大兴校区就读）,,2,4600,4600,priority_2_computer,missing_subject_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,未触发硬风险,未触发硬风险,,,F007,北京石油化工学院,F00703,03,93,14,计算机科学与技术（第一、三学年在房山校区就读，第三、四学年在大兴校区F008 北京农学院（公办）（北京）,,,4600,4600,priority_2_computer,missing_subject_candidate;missing_plan_count_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,未触发硬风险,未触发硬风险,,,F010,首都师范大学,F01005,05,93,10,计算机科学与技术F011 首都体育学院（公办）（北京）,,,5000,5000,priority_2_computer,missing_subject_candidate;missing_plan_count_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,未触发硬风险,未触发硬风险,,,F013,北京物资学院,F01304,04,93,07,数据科学与大数据技术,,,4600,4600,priority_2_computer,missing_subject_candidate;missing_plan_count_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,未触发硬风险,未触发硬风险,,,F013,北京物资学院,F01305,05,93,08,物联网工程,,4600,4600,4600,priority_2_computer,missing_subject_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,未触发硬风险,未触发硬风险,,,F019,北京信息科技大学,F01902,02,94,09,计算机科学与技术（勤信实验班；办学地点：沙河校区）,,,4600,4600,priority_2_computer,missing_subject_candidate;missing_plan_count_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,未触发硬风险,未触发硬风险,,,F019,北京信息科技大学,F01902,02,94,10,信息安全（办学地点：沙河校区）工1应用统计学（办学地点：沙河校区）F020 北京联合大学（公办）（北京）,,,4600,4600,priority_2_computer,missing_subject_candidate;missing_plan_count_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,未触发硬风险,未触发硬风险,,,F020,北京联合大学,F02002,02,94,03,物联网工程（办学地点：北四环校区）F054 北京城市学院（民办）（北京）,,14,4600,4600,priority_2_computer,missing_subject_candidate,否,是,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,未触发硬风险,未触发硬风险,,,F091,天津科技大学,F09103,03,94,17,人工智能（办学地点：滨海校区）,,,5400,5400,priority_2_computer,missing_subject_candidate;missing_plan_count_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,未触发硬风险,未触发硬风险,,,F091,天津科技大学,F09103,03,94,18,软件工程（办学地点：滨海校区）,化学,24,5400,5400,priority_2_computer,,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,未触发硬风险,未触发硬风险,,,F093,天津理工大学,F09301,01,95,01,大数据管理与应用,不限,2,4400,4400,priority_2_computer,,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,未触发硬风险,未触发硬风险,,,F093,天津理工大学,F09302,02,95,03,信息安全,化学,5400,,,priority_2_computer,missing_tuition_candidate;low_ocr_confidence,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,未触发硬风险,未触发硬风险,,,F093,天津理工大学,F09302,02,95,04,数据科学与大数据技术,,5400,5400,5400,priority_2_computer,missing_subject_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,未触发硬风险,未触发硬风险,,,F093,天津理工大学,F09302,02,95,05,人工智能,,5400,5400,5400,priority_2_computer,missing_subject_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,未触发硬风险,未触发硬风险,,,F099,天津外国语大学,F09908,08,96,24,大数据管理与应用（依托天津市大学软件学院实训实习基地，实行校内和校外“双导师“制：滨海校区）,,,4400,4400,priority_2_computer,missing_subject_candidate;missing_plan_count_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,未触发硬风险,未触发硬风险,,,F101,天津财经大学,F10110,10,96,16,数据科学与大数据技术F102 天津体育学院（公办）（天津）,,,5400,5400,priority_2_computer,missing_subject_candidate;missing_plan_count_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,未触发硬风险,未触发硬风险,,,F106,天津中德应用技术大学,F10603,03,97,07,物联网工程,,5,5400,5400,priority_2_computer,missing_subject_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,未触发硬风险,未触发硬风险,,,F112,4淮北师范大学,F11280,80,145,12,计算机科学与技术（办学地点：滨湖校,生,,5720,5720,priority_2_computer,missing_plan_count_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,未触发硬风险,未触发硬风险,,,F117,安徽工业大学,F11702,02,144,18,计算机科学与技术（办学地点：佳山校,,,5720,5720,priority_2_computer,missing_subject_candidate;missing_plan_count_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,未触发硬风险,未触发硬风险,,,F117,安徽工业大学,F11702,02,144,22,人工智能（办学地点：佳山校区）,,,5200,5200,priority_2_computer,missing_subject_candidate;missing_plan_count_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,未触发硬风险,未触发硬风险,,,F117,安徽工业大学,F11702,02,144,23,软件工程（办学地点：佳山校区）,,,5720,5720,priority_2_computer,missing_subject_candidate;missing_plan_count_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,未触发硬风险,未触发硬风险,,,F117,安徽工业大学,F11702,02,144,27,物联网工程（办学地点：佳山校区）,,,5720,5720,priority_2_computer,missing_subject_candidate;missing_plan_count_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,未触发硬风险,未触发硬风险,,,F136,天津天狮学院,F13602,02,97,05,计算机科学与技术F139天津商业大学宝德学院（独立）（天津）,化学,34800,,,priority_2_computer,missing_tuition_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,未触发硬风险,未触发硬风险,,,H001,杭州电子科技大学,H00103,03,137,10,管理科学与工程类（信息管理与信息系统、保密管理；办学地点：第一学年在绍兴校区，第二学年起在下沙校区）二数字经济（办学地点：第一学年在绍兴校区，第二学年起在下沙校区）12 （工业工程（与计算机双学士学位；工业智能与决策管理（工业工程+计算机科学与技术）双学士学位复合型人才培养项目；办学地点：第一学年在绍兴校区，第二学年起在下沙校区）,不限,2,5300,5300,priority_2_computer,,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,未触发硬风险,未触发硬风险,,,H001,杭州电子科技大学,H00104,04,137,22,计算机科学与技术（办学地点：下沙校,,4,6900,6900,priority_2_computer,missing_subject_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,未触发硬风险,未触发硬风险,,,H008,浙江师范大学,H00805,05,139,05,人工智能（智能精准诊疗）,,2,6000,6000,priority_2_computer,missing_subject_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,未触发硬风险,未触发硬风险,,,H009,杭州师范大学,H00901,01,139,04,大数据管理与应用（第一、三学年在下沙校区，第三学年起在仓前校区）,,2,5300,5300,priority_2_computer,missing_subject_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,未触发硬风险,未触发硬风险,,,H015,浙江工商大学,H01505,05,140,23,电子信息类（电子偵息工程、通信工程；含人工智能；办学地点：下沙校区）,化学,,6000,6000,priority_2_computer,missing_plan_count_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,未触发硬风险,未触发硬风险,,,H021,宁波工程学院,H02102,02,141,09,网络工程（第一、第三学年在风华校区，第三学年起在翠柏校区）,,2,5500,5500,priority_2_computer,missing_subject_candidate;low_ocr_confidence,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,未触发硬风险,未触发硬风险,,,H022,浙江水利水电学院,H02201,01,141,0G,软件工程（办学地点：湖州南浔校区）,化学,,6325,6325,priority_2_computer,missing_plan_count_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,未触发硬风险,未触发硬风险,,,H023,浙江财经大学,H02303,03,141,06,大数据管理与应用（办学地点：学校本,,2,5300,5300,priority_2_computer,missing_subject_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,未触发硬风险,未触发硬风险,,,H023,浙江财经大学,H02304,04,141,08,计算机科学与技术（办学地点：学校本,化学,,6000,6000,priority_2_computer,missing_plan_count_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,未触发硬风险,未触发硬风险,,,H023,浙江财经大学,H02304,04,141,10,数据科学与大数据技术（办学地点：学校本部）,,1,5300,5300,priority_2_computer,missing_subject_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,未触发硬风险,未触发硬风险,,,H026,浙江传媒学院,H02606,06,141,34,软件工程（办学地点：杭州钱塘校区）,,1,5500,5500,priority_2_computer,missing_subject_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,未触发硬风险,未触发硬风险,,,H026,浙江传媒学院,H02606,06,141,36,网络工程（办学地点：杭州钱塘校区）,,2,5500,5500,priority_2_computer,missing_subject_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,未触发硬风险,未触发硬风险,,,H026,浙江传媒学院,H02606,06,141,37,人工智能（办学地点：杭州钱塘校区）,,2,5500,5500,priority_2_computer,missing_subject_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,未触发硬风险,未触发硬风险,,,H075,湖州学院,H07501,01,142,04,计算机科学与技术H077 温州理工学院（公办）（浙江）,,,5500,5500,priority_2_computer,missing_subject_candidate;missing_plan_count_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,未触发硬风险,未触发硬风险,,,H077,温州理工学院,H07701,01,142,01,计算机科学与技术（办学地点：滨海校,,,6300,6300,priority_2_computer,missing_subject_candidate;missing_plan_count_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
