第一闭环下一步动作ID,来源第一闭环证据状态账本,来源第一闭环页列证据汇总,来源高校源最新证据对齐账本,来源第一闭环64小包,来源期号,来源PDF_SHA256,生成日期,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,动作矩阵序号,稳定基座第一闭环明细任务ID,第一闭环证据状态公开账本ID,稳定基座第一闭环页列包ID,来源页码,版面列,页码版面键,专业行ID,专业组出现ID,院校代码,任务来源类型,字段名,执行泳道,第一闭环页列优先级,PDF原页证据状态,OCR提示状态,机器坐标提示状态,高校辅证证据状态,湖北官方侧状态,冲突状态,三方闭环状态,字段写回门禁,是否有PDFOCR提示,是否有机器坐标提示,是否有高校辅证线索,是否存在PDFOCR与高校冲突,是否需要人工直接看图,是否需要双人复核,候选提示综合桶,官网辅证自动动作,官网证据强度,官网来源状态,计划数核验状态,同校高校源任务数,同校高校源最新证据层级集合,同校高校源最高证据层级,同校高校源推进状态集合,同校L3结构化或diff任务数,同校L1入口探针任务数,同校L0无源任务数,同校高校源可用性,同校高校源最新证据SHA16集合,核验动作层级,人工最小核验动作,自动可继续推进动作,页列主阻断,页列建议下一步动作,关联64小包数量,关联64小包类型分布,完成条件,PDF原页核页状态,湖北官方系统或省招办计划核验状态,高校官网源状态,字段事实写回状态,公开安全策略
FIRSTNEXT-83bf6671224ec55a,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-page-side-summary.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/exports/issue19-next-closure-family-review-v1-first-closure-action-pack.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_next_action_matrix,第一闭环明细任务,逐任务×下一步核验动作×同校高校源状态,false,false,false,false,false,false,false,false,95,FIRSTDETAIL-e6fbb1e8eb1cf347,FIRSTEVID-9dadc9326d18cc8a,FIRSTPAGE-4c0f16a37d308b85,56,left,056-left,M-3ef576112ee9a076,G-399026bbf2fbbc18,A195,P0人工字段任务,专业计划数,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,P3-无稳定OCR提示，需人工看PDF原页,O5-无公开OCR候选提示,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C4-无可比候选，需人工看图或随页列闭环,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,false,false,false,false,true,true,H4-无候选需人工看图,C1-官网补缺候选但禁止自动写回,fill_candidate,has_reusable_2026_hubei_plan_source,,3,L3-已有湖北物理结构化或候选diff线索,L3-已有湖北物理结构化或候选diff线索,P2-原任务已有高校侧来源继续回页；P3-A3已有diff或湖北物理结构化线索,3,0,0,S3-同校已有结构化或diff线索可作核页提示,a6f868f919d65205,N3-无稳定候选人工看图,直接打开PDF原页所在页列人工看图，必要时同页列连带复核。,可把同校结构化或diff线索接入核页提示，不允许替代湖北官方计划。,B0-PDFOCR与高校辅证冲突,先按私有页列材料核PDF原页；冲突字段必须双人复核，并等待湖北官方侧记录后再判定。,4,P0候选冲突×1；P1缺候选或需看图×2；P3候选需人工确认×1,PDF原页、湖北官方侧、必要高校辅证和双人复核记录完成后，仍需人工评估是否可写回。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存公开状态桶、计数、ID和SHA，不保存学校专业明细、字段明细值、识别正文、人工记录或私有路径。
FIRSTNEXT-4da73d845d756807,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-page-side-summary.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/exports/issue19-next-closure-family-review-v1-first-closure-action-pack.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_next_action_matrix,第一闭环明细任务,逐任务×下一步核验动作×同校高校源状态,false,false,false,false,false,false,false,false,96,FIRSTDETAIL-ff27b52817e165bb,FIRSTEVID-b281aae3ef49876f,FIRSTPAGE-4c0f16a37d308b85,56,left,056-left,M-f7d6787fb6918e72,G-399026bbf2fbbc18,A195,P0人工字段任务,专业计划数,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,P3-无稳定OCR提示，需人工看PDF原页,O5-无公开OCR候选提示,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C4-无可比候选，需人工看图或随页列闭环,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,false,false,false,false,true,false,H4-无候选需人工看图,C1-官网补缺候选但禁止自动写回,fill_candidate,has_reusable_2026_hubei_plan_source,,3,L3-已有湖北物理结构化或候选diff线索,L3-已有湖北物理结构化或候选diff线索,P2-原任务已有高校侧来源继续回页；P3-A3已有diff或湖北物理结构化线索,3,0,0,S3-同校已有结构化或diff线索可作核页提示,a6f868f919d65205,N3-无稳定候选人工看图,直接打开PDF原页所在页列人工看图，必要时同页列连带复核。,可把同校结构化或diff线索接入核页提示，不允许替代湖北官方计划。,B0-PDFOCR与高校辅证冲突,先按私有页列材料核PDF原页；冲突字段必须双人复核，并等待湖北官方侧记录后再判定。,4,P0候选冲突×1；P1缺候选或需看图×2；P3候选需人工确认×1,PDF原页、湖北官方侧、必要高校辅证和双人复核记录完成后，仍需人工评估是否可写回。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存公开状态桶、计数、ID和SHA，不保存学校专业明细、字段明细值、识别正文、人工记录或私有路径。
FIRSTNEXT-34780dc29a6182e2,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-page-side-summary.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/exports/issue19-next-closure-family-review-v1-first-closure-action-pack.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_next_action_matrix,第一闭环明细任务,逐任务×下一步核验动作×同校高校源状态,false,false,false,false,false,false,false,false,97,FIRSTDETAIL-9eac4f6af5d6cae4,FIRSTEVID-27f3af6eb2757538,FIRSTPAGE-65f75a1a3c92b9b3,70,left,070-left,M-33fd60126319d2e3,G-ac06627d5c6676be,C108,P0人工字段任务,专业计划数,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,P1-有机器坐标提示，仍待PDF原页人工核验,O4-无PDFOCR但有机器坐标提示,M1-有机器坐标提示可辅助定位,S0-无高校字段线索，本任务高校辅证不适用,pending_hubei_official_review,C4-无可比候选，需人工看图或随页列闭环,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,false,true,false,false,false,true,H1-原缺PDFOCR但有机器坐标候选,C4-已有部分来源需补结构化或补湖北行,partial_source,has_partial_source_needs_followup,,3,L3-已有湖北物理结构化或候选diff线索,L3-已有湖北物理结构化或候选diff线索,P1-保持原执行泳道；P2-原任务已有高校侧来源继续回页,3,0,0,S3-同校已有结构化或diff线索可作核页提示,238a189c24c4f26a,N2-机器坐标辅助核PDF原页,按机器坐标提示定位原页字段，完成人工记录后再核湖北官方侧。,可把同校结构化或diff线索接入核页提示，不允许替代湖北官方计划。,B2-机器坐标候选辅助核页,按机器坐标提示定位字段，但仍以PDF原页人工记录和湖北官方侧为准。,2,P1缺候选或需看图×1；P3候选需人工确认×1,PDF原页、湖北官方侧、必要高校辅证和双人复核记录完成后，仍需人工评估是否可写回。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存公开状态桶、计数、ID和SHA，不保存学校专业明细、字段明细值、识别正文、人工记录或私有路径。
FIRSTNEXT-5b66e420d186d5a4,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-page-side-summary.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/exports/issue19-next-closure-family-review-v1-first-closure-action-pack.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_next_action_matrix,第一闭环明细任务,逐任务×下一步核验动作×同校高校源状态,false,false,false,false,false,false,false,false,98,FIRSTDETAIL-29fccc884dede6ea,FIRSTEVID-6117eafff948010a,FIRSTPAGE-65f75a1a3c92b9b3,70,left,070-left,M-6f45e0358062a335,G-06d6761ecafe9d62,C108,自动官网辅证任务,再选科目,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,P2-有PDFOCR提示，仍待PDF原页人工确认,O3-仅PDFOCR候选待人工核页,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C3-仅PDFOCR候选，需人工核页,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,true,false,false,false,false,false,H2-已有PDFOCR候选,C7-官网源未匹配专业需人工确认专业名,unmatched,has_partial_source_needs_followup,not_covered,3,L3-已有湖北物理结构化或候选diff线索,L3-已有湖北物理结构化或候选diff线索,P1-保持原执行泳道；P2-原任务已有高校侧来源继续回页,3,0,0,S3-同校已有结构化或diff线索可作核页提示,238a189c24c4f26a,N4-PDFOCR候选人工确认,按PDFOCR候选逐项人工确认，不能自动写回。,可把同校结构化或diff线索接入核页提示，不允许替代湖北官方计划。,B2-机器坐标候选辅助核页,按机器坐标提示定位字段，但仍以PDF原页人工记录和湖北官方侧为准。,2,P1缺候选或需看图×1；P3候选需人工确认×1,PDF原页、湖北官方侧、必要高校辅证和双人复核记录完成后，仍需人工评估是否可写回。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存公开状态桶、计数、ID和SHA，不保存学校专业明细、字段明细值、识别正文、人工记录或私有路径。
FIRSTNEXT-a7a3c2f6de3139ce,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-page-side-summary.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/exports/issue19-next-closure-family-review-v1-first-closure-action-pack.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_next_action_matrix,第一闭环明细任务,逐任务×下一步核验动作×同校高校源状态,false,false,false,false,false,false,false,false,99,FIRSTDETAIL-c5ac679ddb002982,FIRSTEVID-f3b6237dfd9d87dc,FIRSTPAGE-150f6369ef9f31d4,23,left,023-left,M-d00c26dbacdf01ae,G-d3f006c8e5f4feff,A075,P0人工字段任务,专业计划数,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,P1-有机器坐标提示，仍待PDF原页人工核验,O4-无PDFOCR但有机器坐标提示,M1-有机器坐标提示可辅助定位,S0-无高校字段线索，本任务高校辅证不适用,pending_hubei_official_review,C4-无可比候选，需人工看图或随页列闭环,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,false,true,false,false,false,true,H1-原缺PDFOCR但有机器坐标候选,,,,,0,,LX-同校暂无高校源对齐任务,,0,0,0,SNA-同校不在80条高校源任务内,,N2-机器坐标辅助核PDF原页,按机器坐标提示定位原页字段，完成人工记录后再核湖北官方侧。,本任务暂无新增自动高校源动作，优先按第一闭环页列核验。,B2-机器坐标候选辅助核页,按机器坐标提示定位字段，但仍以PDF原页人工记录和湖北官方侧为准。,1,P1缺候选或需看图×1,PDF原页、湖北官方侧、必要高校辅证和双人复核记录完成后，仍需人工评估是否可写回。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存公开状态桶、计数、ID和SHA，不保存学校专业明细、字段明细值、识别正文、人工记录或私有路径。
FIRSTNEXT-e57cc655e351ba86,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-page-side-summary.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/exports/issue19-next-closure-family-review-v1-first-closure-action-pack.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_next_action_matrix,第一闭环明细任务,逐任务×下一步核验动作×同校高校源状态,false,false,false,false,false,false,false,false,100,FIRSTDETAIL-f4f81445f1154c09,FIRSTEVID-40b821c30e879c64,FIRSTPAGE-6877343afbe11307,40,right,040-right,M-bd5236570ff0b18a,G-0982c5e9e2f76632,A145,P0人工字段任务,专业计划数,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,P1-有机器坐标提示，仍待PDF原页人工核验,O4-无PDFOCR但有机器坐标提示,M1-有机器坐标提示可辅助定位,S0-无高校字段线索，本任务高校辅证不适用,pending_hubei_official_review,C4-无可比候选，需人工看图或随页列闭环,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,false,true,false,false,false,true,H1-原缺PDFOCR但有机器坐标候选,,,,,0,,LX-同校暂无高校源对齐任务,,0,0,0,SNA-同校不在80条高校源任务内,,N2-机器坐标辅助核PDF原页,按机器坐标提示定位原页字段，完成人工记录后再核湖北官方侧。,本任务暂无新增自动高校源动作，优先按第一闭环页列核验。,B2-机器坐标候选辅助核页,按机器坐标提示定位字段，但仍以PDF原页人工记录和湖北官方侧为准。,1,P1缺候选或需看图×1,PDF原页、湖北官方侧、必要高校辅证和双人复核记录完成后，仍需人工评估是否可写回。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存公开状态桶、计数、ID和SHA，不保存学校专业明细、字段明细值、识别正文、人工记录或私有路径。
FIRSTNEXT-37ce754ae0cf5212,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-page-side-summary.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/exports/issue19-next-closure-family-review-v1-first-closure-action-pack.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_next_action_matrix,第一闭环明细任务,逐任务×下一步核验动作×同校高校源状态,false,false,false,false,false,false,false,false,101,FIRSTDETAIL-1c8bc4f8c1ddedbe,FIRSTEVID-dc10a8a8da85a4ae,FIRSTPAGE-cc413d4ed28b64a8,43,left,043-left,M-a3b3fb4cce94a6b1,G-9eb5729c6ba5bb05,A151,P0人工字段任务,专业计划数,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,P1-有机器坐标提示，仍待PDF原页人工核验,O4-无PDFOCR但有机器坐标提示,M1-有机器坐标提示可辅助定位,S0-无高校字段线索，本任务高校辅证不适用,pending_hubei_official_review,C4-无可比候选，需人工看图或随页列闭环,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,false,true,false,false,false,true,H1-原缺PDFOCR但有机器坐标候选,,,,,0,,LX-同校暂无高校源对齐任务,,0,0,0,SNA-同校不在80条高校源任务内,,N2-机器坐标辅助核PDF原页,按机器坐标提示定位原页字段，完成人工记录后再核湖北官方侧。,本任务暂无新增自动高校源动作，优先按第一闭环页列核验。,B2-机器坐标候选辅助核页,按机器坐标提示定位字段，但仍以PDF原页人工记录和湖北官方侧为准。,1,P1缺候选或需看图×1,PDF原页、湖北官方侧、必要高校辅证和双人复核记录完成后，仍需人工评估是否可写回。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存公开状态桶、计数、ID和SHA，不保存学校专业明细、字段明细值、识别正文、人工记录或私有路径。
FIRSTNEXT-92edff312412c7b2,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-page-side-summary.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/exports/issue19-next-closure-family-review-v1-first-closure-action-pack.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_next_action_matrix,第一闭环明细任务,逐任务×下一步核验动作×同校高校源状态,false,false,false,false,false,false,false,false,102,FIRSTDETAIL-06bdcbfe6216116c,FIRSTEVID-dcad8d8708cb602f,FIRSTPAGE-b1715d7e0fecab9a,53,right,053-right,M-0948630e9c96d719,G-09c809b3416aa6ab,A185,P0人工字段任务,学费,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,P1-有机器坐标提示，仍待PDF原页人工核验,O4-无PDFOCR但有机器坐标提示,M1-有机器坐标提示可辅助定位,S0-无高校字段线索，本任务高校辅证不适用,pending_hubei_official_review,C4-无可比候选，需人工看图或随页列闭环,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,false,true,false,false,false,true,H1-原缺PDFOCR但有机器坐标候选,,,,,0,,LX-同校暂无高校源对齐任务,,0,0,0,SNA-同校不在80条高校源任务内,,N2-机器坐标辅助核PDF原页,按机器坐标提示定位原页字段，完成人工记录后再核湖北官方侧。,本任务暂无新增自动高校源动作，优先按第一闭环页列核验。,B2-机器坐标候选辅助核页,按机器坐标提示定位字段，但仍以PDF原页人工记录和湖北官方侧为准。,1,P1缺候选或需看图×1,PDF原页、湖北官方侧、必要高校辅证和双人复核记录完成后，仍需人工评估是否可写回。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存公开状态桶、计数、ID和SHA，不保存学校专业明细、字段明细值、识别正文、人工记录或私有路径。
FIRSTNEXT-96c9e207b66ff029,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-page-side-summary.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/exports/issue19-next-closure-family-review-v1-first-closure-action-pack.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_next_action_matrix,第一闭环明细任务,逐任务×下一步核验动作×同校高校源状态,false,false,false,false,false,false,false,false,103,FIRSTDETAIL-8fc637e34e459ece,FIRSTEVID-ddb1a511dd6d03f7,FIRSTPAGE-b07fea137a292b98,93,left,093-left,M-5f2c58c2cd393f06,G-a6db479a7a076023,F008,P0人工字段任务,学费,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,P1-有机器坐标提示，仍待PDF原页人工核验,O4-无PDFOCR但有机器坐标提示,M1-有机器坐标提示可辅助定位,S0-无高校字段线索，本任务高校辅证不适用,pending_hubei_official_review,C4-无可比候选，需人工看图或随页列闭环,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,false,true,false,false,false,true,H1-原缺PDFOCR但有机器坐标候选,,,,,0,,LX-同校暂无高校源对齐任务,,0,0,0,SNA-同校不在80条高校源任务内,,N2-机器坐标辅助核PDF原页,按机器坐标提示定位原页字段，完成人工记录后再核湖北官方侧。,本任务暂无新增自动高校源动作，优先按第一闭环页列核验。,B2-机器坐标候选辅助核页,按机器坐标提示定位字段，但仍以PDF原页人工记录和湖北官方侧为准。,1,P1缺候选或需看图×1,PDF原页、湖北官方侧、必要高校辅证和双人复核记录完成后，仍需人工评估是否可写回。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存公开状态桶、计数、ID和SHA，不保存学校专业明细、字段明细值、识别正文、人工记录或私有路径。
FIRSTNEXT-f58e03246ea2b342,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-page-side-summary.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/exports/issue19-next-closure-family-review-v1-first-closure-action-pack.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_next_action_matrix,第一闭环明细任务,逐任务×下一步核验动作×同校高校源状态,false,false,false,false,false,false,false,false,104,FIRSTDETAIL-7c954b0742d262ad,FIRSTEVID-dd58ad805eeb2098,FIRSTPAGE-a766473a37caa4de,141,left,141-left,M-ab056be9f534d089,G-13ade75559db9581,H023,P0人工字段任务,学费,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,P1-有机器坐标提示，仍待PDF原页人工核验,O4-无PDFOCR但有机器坐标提示,M1-有机器坐标提示可辅助定位,S0-无高校字段线索，本任务高校辅证不适用,pending_hubei_official_review,C4-无可比候选，需人工看图或随页列闭环,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,false,true,false,false,false,true,H1-原缺PDFOCR但有机器坐标候选,,,,,0,,LX-同校暂无高校源对齐任务,,0,0,0,SNA-同校不在80条高校源任务内,,N2-机器坐标辅助核PDF原页,按机器坐标提示定位原页字段，完成人工记录后再核湖北官方侧。,本任务暂无新增自动高校源动作，优先按第一闭环页列核验。,B2-机器坐标候选辅助核页,按机器坐标提示定位字段，但仍以PDF原页人工记录和湖北官方侧为准。,1,P1缺候选或需看图×1,PDF原页、湖北官方侧、必要高校辅证和双人复核记录完成后，仍需人工评估是否可写回。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存公开状态桶、计数、ID和SHA，不保存学校专业明细、字段明细值、识别正文、人工记录或私有路径。
FIRSTNEXT-ee5a1e6e0355ddb3,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-page-side-summary.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/exports/issue19-next-closure-family-review-v1-first-closure-action-pack.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_next_action_matrix,第一闭环明细任务,逐任务×下一步核验动作×同校高校源状态,false,false,false,false,false,false,false,false,105,FIRSTDETAIL-5c92e1c3b94132ae,FIRSTEVID-77d25cce6d7df2b8,FIRSTPAGE-44afa6d6e4d84e5a,205,left,205-left,M-84dad3cc819e468e,G-7792cf2f55d5fa02,K073,P0人工字段任务,学费,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,P1-有机器坐标提示，仍待PDF原页人工核验,O4-无PDFOCR但有机器坐标提示,M1-有机器坐标提示可辅助定位,S0-无高校字段线索，本任务高校辅证不适用,pending_hubei_official_review,C4-无可比候选，需人工看图或随页列闭环,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,false,true,false,false,false,true,H1-原缺PDFOCR但有机器坐标候选,,,,,0,,LX-同校暂无高校源对齐任务,,0,0,0,SNA-同校不在80条高校源任务内,,N2-机器坐标辅助核PDF原页,按机器坐标提示定位原页字段，完成人工记录后再核湖北官方侧。,本任务暂无新增自动高校源动作，优先按第一闭环页列核验。,B2-机器坐标候选辅助核页,按机器坐标提示定位字段，但仍以PDF原页人工记录和湖北官方侧为准。,1,P1缺候选或需看图×1,PDF原页、湖北官方侧、必要高校辅证和双人复核记录完成后，仍需人工评估是否可写回。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存公开状态桶、计数、ID和SHA，不保存学校专业明细、字段明细值、识别正文、人工记录或私有路径。
FIRSTNEXT-20957d35b91392c6,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-page-side-summary.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/exports/issue19-next-closure-family-review-v1-first-closure-action-pack.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_next_action_matrix,第一闭环明细任务,逐任务×下一步核验动作×同校高校源状态,false,false,false,false,false,false,false,false,106,FIRSTDETAIL-3a235d2d79010832,FIRSTEVID-5771050ff38b4912,FIRSTPAGE-878b34b3141f5010,235,right,235-right,M-d7bad17c82051950,G-98fa46f0f05ab76e,K753,P0人工字段任务,专业计划数,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,P1-有机器坐标提示，仍待PDF原页人工核验,O4-无PDFOCR但有机器坐标提示,M1-有机器坐标提示可辅助定位,S0-无高校字段线索，本任务高校辅证不适用,pending_hubei_official_review,C4-无可比候选，需人工看图或随页列闭环,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,false,true,false,false,false,true,H1-原缺PDFOCR但有机器坐标候选,C4-已有部分来源需补结构化或补湖北行,partial_source,has_partial_source_needs_followup,,3,L3-已有湖北物理结构化或候选diff线索,L3-已有湖北物理结构化或候选diff线索,P1-保持原执行泳道；P2-原任务已有高校侧来源继续回页,3,0,0,S3-同校已有结构化或diff线索可作核页提示,d4647ba2e86db6e0,N2-机器坐标辅助核PDF原页,按机器坐标提示定位原页字段，完成人工记录后再核湖北官方侧。,可把同校结构化或diff线索接入核页提示，不允许替代湖北官方计划。,B2-机器坐标候选辅助核页,按机器坐标提示定位字段，但仍以PDF原页人工记录和湖北官方侧为准。,1,P1缺候选或需看图×1,PDF原页、湖北官方侧、必要高校辅证和双人复核记录完成后，仍需人工评估是否可写回。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存公开状态桶、计数、ID和SHA，不保存学校专业明细、字段明细值、识别正文、人工记录或私有路径。
