来源期号,来源PDF_SHA256,来源页码,页面专业组数,页面专业明细数,页面院校数,页面结构异常数,页面高严重结构异常数,页面偏好专业明细数,页面风险专业明细数,页面候选池V1专业明细数,页面复核优先级,页面审计状态,下一步
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,107,13,82,2,12,2,10,13,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,108,20,68,6,21,10,7,45,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,109,26,61,8,14,6,19,15,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,110,15,86,11,32,18,14,11,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,111,28,56,5,18,4,6,12,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,112,28,44,10,26,16,12,16,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,113,8,60,5,9,4,5,14,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,114,25,61,5,19,7,5,16,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,115,18,54,9,18,9,2,29,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,116,22,48,10,17,11,9,25,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,117,21,65,12,34,16,8,31,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,118,14,52,4,20,13,6,15,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,119,16,68,3,11,4,10,8,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,120,11,64,4,5,3,3,27,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,121,22,48,8,9,7,17,21,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,122,23,63,7,26,20,9,9,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,123,20,58,11,24,15,15,20,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,124,15,58,4,29,20,8,6,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,125,13,59,4,21,10,3,26,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,126,32,68,9,34,19,19,20,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,127,21,64,12,21,13,10,12,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,128,17,50,8,24,22,10,13,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,129,11,44,6,39,30,3,17,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,130,14,69,10,48,36,17,9,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,131,10,73,3,15,5,9,15,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,132,8,54,4,21,15,7,12,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,133,14,61,8,22,13,9,21,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,134,17,64,9,36,30,10,9,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,135,12,78,7,30,19,11,13,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,136,19,77,14,60,43,17,6,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,137,14,38,4,7,5,7,9,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,138,14,48,5,19,13,2,25,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,139,17,57,9,18,6,14,16,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,140,15,73,6,17,8,8,13,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,141,18,61,8,11,5,13,10,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,142,14,65,10,37,26,13,9,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,143,7,46,4,11,9,5,18,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,144,7,95,4,36,18,9,13,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,145,18,56,10,19,8,13,31,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,146,9,76,6,8,5,14,2,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,147,16,52,13,16,12,8,12,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,148,16,63,9,18,9,15,19,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,149,21,59,12,22,12,17,17,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,150,9,54,6,7,5,10,2,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,151,12,77,7,15,7,18,2,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,152,8,46,1,11,4,5,23,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,153,11,63,7,6,2,8,11,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,154,9,55,2,12,10,7,13,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,155,8,50,3,11,2,4,19,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,156,13,54,3,20,11,6,29,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,157,15,48,2,11,3,23,18,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,158,21,51,4,29,19,15,23,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,159,15,66,5,15,5,22,9,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,160,18,70,8,30,17,21,12,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,161,13,64,9,44,39,19,6,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,162,15,45,6,17,14,7,30,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,163,9,78,7,46,33,10,11,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,164,11,78,5,31,18,7,7,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,165,8,89,3,63,41,7,7,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,166,24,49,7,18,12,2,44,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,167,15,68,9,41,29,21,14,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,168,22,66,12,38,30,10,9,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,169,14,78,6,28,12,8,8,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,170,24,61,14,30,21,14,12,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,171,22,65,11,40,29,15,14,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,172,13,70,2,23,20,11,9,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,173,15,66,4,8,4,4,10,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,174,26,56,8,22,15,9,32,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,175,18,58,10,12,9,14,7,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,176,21,61,9,27,22,7,17,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,177,32,61,13,19,11,10,6,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,178,9,90,6,26,8,14,6,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,179,9,107,2,29,2,8,12,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,180,9,71,3,18,8,7,19,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,181,15,62,9,15,8,17,18,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,182,10,70,5,19,6,6,16,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,183,12,91,6,25,5,13,16,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,184,17,85,8,29,10,25,24,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,185,16,69,8,26,14,11,17,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,186,15,67,4,24,10,1,23,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,187,24,48,11,10,7,13,39,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,188,17,42,7,19,16,13,16,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,189,15,50,8,13,7,2,30,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,190,16,52,5,22,21,9,27,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,191,10,43,4,7,2,0,32,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,192,18,58,9,38,33,21,7,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,193,20,46,12,57,50,11,8,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,194,11,45,6,45,37,5,28,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,195,22,54,4,21,17,11,15,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,196,21,51,5,34,31,13,21,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,197,20,52,11,34,27,11,14,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,198,18,51,9,36,24,20,10,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,199,13,78,8,64,50,14,12,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,200,12,67,4,38,28,13,11,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,201,16,55,3,13,4,18,33,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,202,17,57,7,40,32,10,22,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,203,6,57,3,8,2,11,7,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,204,13,64,4,27,13,10,28,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
