P0即时页列执行进度公开账本ID,来源P0即时页列核页执行队列,来源P0即时字段确认公开账本,来源私有字段确认工作台,来源期号,来源PDF_SHA256,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,机器是否允许自动写回主表,机器是否允许自动回填候选,是否允许写回字段,是否允许作为志愿推荐依据,是否允许生成学校专业建议,页列执行总序,来源页码,版面列,页码版面键,P0即时页列核页执行队列ID,P0即时按页核页包ID,页列核页优先级桶,页列核页优先级数值,包内字段任务数,包内专业行数,包内裁图证据数,包内需要双人复核任务数,包内高校辅证核验任务数,PDF原页私有记录已录数,PDF原页私有记录未录数,湖北官方私有记录已录数,湖北官方私有记录未录数,高校辅证应录数,高校辅证已录数,高校辅证未录数,字段确认私有记录已录数,字段确认私有记录未录数,双人复核应完成数,双人复核已完成数,双人复核未完成数,冲突阻断任务数,三方字段一致性可评估数,可进入字段写回复查数,PDF原页私有记录状态分布,湖北官方私有记录状态分布,高校辅证私有记录状态分布,双人复核公开状态分布,字段事实写回评估状态分布,页列执行进度桶,页列执行进度状态,私有字段确认工作台SHA256,字段确认公开账本ID集合SHA256,P0字段即时复核任务ID集合SHA256,PDF原页核页状态,湖北官方系统或省招办计划核验状态,字段事实写回状态,公开安全策略,下一步
P0PAGEPROG-cd737317dfdd45cd,data/working/issue19-p0-immediate-page-execution-queue.csv,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,private_field_confirmation_workbench_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_page_execution_progress_public_ledger,PDF页码×版面列,PDF页码×版面列×P0即时页列执行进度状态,false,false,false,false,false,false,false,70,168,left,168-left,P0PAGEEXEC-7358c27548c189e3,P0PAGEPACK-745edcc69544babb,Q3-常规候选人工确认,3,3,3,3,3,0,0,3,0,3,0,0,0,0,3,3,0,3,0,0,0,pending_private_pdf_reading:3,pending_private_hubei_reading:3,not_applicable_no_school_field_clue:3,pending_double_review:3,blocked_until_required_private_readings_complete:3,R0-未开始PDF和湖北官方核验,pending_pdf_and_hubei_official_review,8e5eb1856051e7ec4a77e0535cacf8ff451efed93c43486d339c5789f1f4f3a6,44d803174bd4841adf57b7b8b56de854c1463741bf86c1e0d62831f1b8411958,64376220533c7547fe4321c6077dd958d887c45447a74f72143a6267072e080a,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_required_private_readings_complete,只公开页列进度计数、状态、任务集合哈希和证据SHA；不公开候选内容、人工填写内容、OCR行文本、图片路径、院校名、专业名、专业代号或专业组代码。,先补 PDF 原页记录和湖北官方侧记录；如有高校辅证线索再补高校侧记录，完成双人复核后才允许进入字段写回复查。
P0PAGEPROG-ee76b93bd33f9434,data/working/issue19-p0-immediate-page-execution-queue.csv,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,private_field_confirmation_workbench_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_page_execution_progress_public_ledger,PDF页码×版面列,PDF页码×版面列×P0即时页列执行进度状态,false,false,false,false,false,false,false,71,168,right,168-right,P0PAGEEXEC-a7e7e634e96af96d,P0PAGEPACK-f641e90f95a2e195,Q3-常规候选人工确认,3,3,3,3,3,0,0,3,0,3,0,0,0,0,3,3,0,3,0,0,0,pending_private_pdf_reading:3,pending_private_hubei_reading:3,not_applicable_no_school_field_clue:3,pending_double_review:3,blocked_until_required_private_readings_complete:3,R0-未开始PDF和湖北官方核验,pending_pdf_and_hubei_official_review,8e5eb1856051e7ec4a77e0535cacf8ff451efed93c43486d339c5789f1f4f3a6,f1fa5b801123fd3ce0d0316b6885b556aa4a86b030a73ee80822fbf19ea937ef,23ecf6d7bb3b9729abe33924fb9c71bd254fb35efed901712c250d622485e403,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_required_private_readings_complete,只公开页列进度计数、状态、任务集合哈希和证据SHA；不公开候选内容、人工填写内容、OCR行文本、图片路径、院校名、专业名、专业代号或专业组代码。,先补 PDF 原页记录和湖北官方侧记录；如有高校辅证线索再补高校侧记录，完成双人复核后才允许进入字段写回复查。
P0PAGEPROG-d67b593efe007629,data/working/issue19-p0-immediate-page-execution-queue.csv,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,private_field_confirmation_workbench_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_page_execution_progress_public_ledger,PDF页码×版面列,PDF页码×版面列×P0即时页列执行进度状态,false,false,false,false,false,false,false,72,196,right,196-right,P0PAGEEXEC-18a87755b2ab59da,P0PAGEPACK-04ed907dc075eedc,Q3-常规候选人工确认,3,3,3,3,3,0,0,3,0,3,0,0,0,0,3,3,0,3,0,0,0,pending_private_pdf_reading:3,pending_private_hubei_reading:3,not_applicable_no_school_field_clue:3,pending_double_review:3,blocked_until_required_private_readings_complete:3,R0-未开始PDF和湖北官方核验,pending_pdf_and_hubei_official_review,8e5eb1856051e7ec4a77e0535cacf8ff451efed93c43486d339c5789f1f4f3a6,989eda2b40fd73c0a667811ee0f275008a8b877040ed6c2bd62b47f5aa3f0bec,21701505f3e1188be3f79e1ec506eeebcc1fae7cd6ac3a1011737bd0a115bdfe,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_required_private_readings_complete,只公开页列进度计数、状态、任务集合哈希和证据SHA；不公开候选内容、人工填写内容、OCR行文本、图片路径、院校名、专业名、专业代号或专业组代码。,先补 PDF 原页记录和湖北官方侧记录；如有高校辅证线索再补高校侧记录，完成双人复核后才允许进入字段写回复查。
P0PAGEPROG-8ec0417517a28d2e,data/working/issue19-p0-immediate-page-execution-queue.csv,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,private_field_confirmation_workbench_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_page_execution_progress_public_ledger,PDF页码×版面列,PDF页码×版面列×P0即时页列执行进度状态,false,false,false,false,false,false,false,73,222,right,222-right,P0PAGEEXEC-6f71f1604cd32e16,P0PAGEPACK-f316c52da3439056,Q3-常规候选人工确认,3,3,3,3,3,0,0,3,0,3,0,0,0,0,3,3,0,3,0,0,0,pending_private_pdf_reading:3,pending_private_hubei_reading:3,not_applicable_no_school_field_clue:3,pending_double_review:3,blocked_until_required_private_readings_complete:3,R0-未开始PDF和湖北官方核验,pending_pdf_and_hubei_official_review,8e5eb1856051e7ec4a77e0535cacf8ff451efed93c43486d339c5789f1f4f3a6,bf66e14608f9e22bc8f7bcbcdd30997165819f2994980d35733884037d0f1a3d,79d8cfdf46a1d6df789f629b0f9ca2ab275b81e5a4bc5ec4e824e178f3d5da84,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_required_private_readings_complete,只公开页列进度计数、状态、任务集合哈希和证据SHA；不公开候选内容、人工填写内容、OCR行文本、图片路径、院校名、专业名、专业代号或专业组代码。,先补 PDF 原页记录和湖北官方侧记录；如有高校辅证线索再补高校侧记录，完成双人复核后才允许进入字段写回复查。
P0PAGEPROG-e8e8a9a1fbd1755b,data/working/issue19-p0-immediate-page-execution-queue.csv,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,private_field_confirmation_workbench_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_page_execution_progress_public_ledger,PDF页码×版面列,PDF页码×版面列×P0即时页列执行进度状态,false,false,false,false,false,false,false,74,14,right,014-right,P0PAGEEXEC-8486ea669383b7ed,P0PAGEPACK-efdbd98fa1d1603c,Q3-常规候选人工确认,3,2,2,2,2,0,0,2,0,2,0,0,0,0,2,2,0,2,0,0,0,pending_private_pdf_reading:2,pending_private_hubei_reading:2,not_applicable_no_school_field_clue:2,pending_double_review:2,blocked_until_required_private_readings_complete:2,R0-未开始PDF和湖北官方核验,pending_pdf_and_hubei_official_review,8e5eb1856051e7ec4a77e0535cacf8ff451efed93c43486d339c5789f1f4f3a6,bbbf19df12c5201a2eb08752f1af001afc29127df533a82833ea2b6996bc3533,5d20bf568407863b5023c5b03aa9254e71101c58973985afaa367c816a6290fb,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_required_private_readings_complete,只公开页列进度计数、状态、任务集合哈希和证据SHA；不公开候选内容、人工填写内容、OCR行文本、图片路径、院校名、专业名、专业代号或专业组代码。,先补 PDF 原页记录和湖北官方侧记录；如有高校辅证线索再补高校侧记录，完成双人复核后才允许进入字段写回复查。
P0PAGEPROG-e8e25cddbea03259,data/working/issue19-p0-immediate-page-execution-queue.csv,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,private_field_confirmation_workbench_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_page_execution_progress_public_ledger,PDF页码×版面列,PDF页码×版面列×P0即时页列执行进度状态,false,false,false,false,false,false,false,75,34,right,034-right,P0PAGEEXEC-95f840347f5375fb,P0PAGEPACK-aa71647906b617c3,Q3-常规候选人工确认,3,2,2,2,2,0,0,2,0,2,0,0,0,0,2,2,0,2,0,0,0,pending_private_pdf_reading:2,pending_private_hubei_reading:2,not_applicable_no_school_field_clue:2,pending_double_review:2,blocked_until_required_private_readings_complete:2,R0-未开始PDF和湖北官方核验,pending_pdf_and_hubei_official_review,8e5eb1856051e7ec4a77e0535cacf8ff451efed93c43486d339c5789f1f4f3a6,43c3d30608d50f9581847c7c424f97795686ec68681361ca2be025bcc7467704,5d297b7000d878d863dbb0254e243410c5d48048de3c9f0be4d3c20f9533defa,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_required_private_readings_complete,只公开页列进度计数、状态、任务集合哈希和证据SHA；不公开候选内容、人工填写内容、OCR行文本、图片路径、院校名、专业名、专业代号或专业组代码。,先补 PDF 原页记录和湖北官方侧记录；如有高校辅证线索再补高校侧记录，完成双人复核后才允许进入字段写回复查。
P0PAGEPROG-d3350a390bad5888,data/working/issue19-p0-immediate-page-execution-queue.csv,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,private_field_confirmation_workbench_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_page_execution_progress_public_ledger,PDF页码×版面列,PDF页码×版面列×P0即时页列执行进度状态,false,false,false,false,false,false,false,76,44,right,044-right,P0PAGEEXEC-93be2b872dfccd3a,P0PAGEPACK-b1ae6468c6fcc953,Q3-常规候选人工确认,3,2,2,2,2,0,0,2,0,2,0,0,0,0,2,2,0,2,0,0,0,pending_private_pdf_reading:2,pending_private_hubei_reading:2,not_applicable_no_school_field_clue:2,pending_double_review:2,blocked_until_required_private_readings_complete:2,R0-未开始PDF和湖北官方核验,pending_pdf_and_hubei_official_review,8e5eb1856051e7ec4a77e0535cacf8ff451efed93c43486d339c5789f1f4f3a6,3eec3d570f369d82837066fd125c5a0cd0af4f93adbd30669d4c8a44dcfe4ef1,2bd91d9a8075b9f4cfb4b0aaf545601977afa45e1136f5120a88c134b9db1b1c,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_required_private_readings_complete,只公开页列进度计数、状态、任务集合哈希和证据SHA；不公开候选内容、人工填写内容、OCR行文本、图片路径、院校名、专业名、专业代号或专业组代码。,先补 PDF 原页记录和湖北官方侧记录；如有高校辅证线索再补高校侧记录，完成双人复核后才允许进入字段写回复查。
P0PAGEPROG-ebf1ce6dd52dceca,data/working/issue19-p0-immediate-page-execution-queue.csv,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,private_field_confirmation_workbench_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_page_execution_progress_public_ledger,PDF页码×版面列,PDF页码×版面列×P0即时页列执行进度状态,false,false,false,false,false,false,false,77,86,right,086-right,P0PAGEEXEC-947b8dc3363c2acd,P0PAGEPACK-32dad6ba7aa0350f,Q3-常规候选人工确认,3,2,2,2,2,0,0,2,0,2,0,0,0,0,2,2,0,2,0,0,0,pending_private_pdf_reading:2,pending_private_hubei_reading:2,not_applicable_no_school_field_clue:2,pending_double_review:2,blocked_until_required_private_readings_complete:2,R0-未开始PDF和湖北官方核验,pending_pdf_and_hubei_official_review,8e5eb1856051e7ec4a77e0535cacf8ff451efed93c43486d339c5789f1f4f3a6,e32f8bfbd2f359bc6e79491e8a2ede54f3d2cac952bdbee541516299a89596a5,d48315870dd080e4ecb81867484b6e149d14a82fcbca197207c51689800060cb,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_required_private_readings_complete,只公开页列进度计数、状态、任务集合哈希和证据SHA；不公开候选内容、人工填写内容、OCR行文本、图片路径、院校名、专业名、专业代号或专业组代码。,先补 PDF 原页记录和湖北官方侧记录；如有高校辅证线索再补高校侧记录，完成双人复核后才允许进入字段写回复查。
P0PAGEPROG-d6f179fb58702549,data/working/issue19-p0-immediate-page-execution-queue.csv,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,private_field_confirmation_workbench_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_page_execution_progress_public_ledger,PDF页码×版面列,PDF页码×版面列×P0即时页列执行进度状态,false,false,false,false,false,false,false,78,98,right,098-right,P0PAGEEXEC-85740331bcc02057,P0PAGEPACK-f045a70587ffe956,Q3-常规候选人工确认,3,2,2,2,2,0,0,2,0,2,0,0,0,0,2,2,0,2,0,0,0,pending_private_pdf_reading:2,pending_private_hubei_reading:2,not_applicable_no_school_field_clue:2,pending_double_review:2,blocked_until_required_private_readings_complete:2,R0-未开始PDF和湖北官方核验,pending_pdf_and_hubei_official_review,8e5eb1856051e7ec4a77e0535cacf8ff451efed93c43486d339c5789f1f4f3a6,701f7c7050b78cd597a3478e981e32c79c4f1374c6d08cad5a8be9fc87c50014,3a4033efa47cab18050407c42b0f2f09b67c3754990ed85cb7607c5a12eedf18,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_required_private_readings_complete,只公开页列进度计数、状态、任务集合哈希和证据SHA；不公开候选内容、人工填写内容、OCR行文本、图片路径、院校名、专业名、专业代号或专业组代码。,先补 PDF 原页记录和湖北官方侧记录；如有高校辅证线索再补高校侧记录，完成双人复核后才允许进入字段写回复查。
P0PAGEPROG-d31a289da9f38a24,data/working/issue19-p0-immediate-page-execution-queue.csv,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,private_field_confirmation_workbench_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_page_execution_progress_public_ledger,PDF页码×版面列,PDF页码×版面列×P0即时页列执行进度状态,false,false,false,false,false,false,false,79,110,right,110-right,P0PAGEEXEC-d2dea73696735c3a,P0PAGEPACK-dbe47ba7bfc6f5cf,Q3-常规候选人工确认,3,2,2,2,2,0,0,2,0,2,0,0,0,0,2,2,0,2,0,0,0,pending_private_pdf_reading:2,pending_private_hubei_reading:2,not_applicable_no_school_field_clue:2,pending_double_review:2,blocked_until_required_private_readings_complete:2,R0-未开始PDF和湖北官方核验,pending_pdf_and_hubei_official_review,8e5eb1856051e7ec4a77e0535cacf8ff451efed93c43486d339c5789f1f4f3a6,67436775d6697bd6d3a3895ad758074d14c7de0018ef98b65ebaf945c0bf57b7,f90fdec4286e25001bc7c9b4ba7d7e21f76afe64fc1d909ab5abbf98add9392a,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_required_private_readings_complete,只公开页列进度计数、状态、任务集合哈希和证据SHA；不公开候选内容、人工填写内容、OCR行文本、图片路径、院校名、专业名、专业代号或专业组代码。,先补 PDF 原页记录和湖北官方侧记录；如有高校辅证线索再补高校侧记录，完成双人复核后才允许进入字段写回复查。
P0PAGEPROG-34366e5a7f3e650a,data/working/issue19-p0-immediate-page-execution-queue.csv,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,private_field_confirmation_workbench_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_page_execution_progress_public_ledger,PDF页码×版面列,PDF页码×版面列×P0即时页列执行进度状态,false,false,false,false,false,false,false,80,130,right,130-right,P0PAGEEXEC-637bc5b952494b4f,P0PAGEPACK-3327c78089557717,Q3-常规候选人工确认,3,2,2,2,2,0,0,2,0,2,0,0,0,0,2,2,0,2,0,0,0,pending_private_pdf_reading:2,pending_private_hubei_reading:2,not_applicable_no_school_field_clue:2,pending_double_review:2,blocked_until_required_private_readings_complete:2,R0-未开始PDF和湖北官方核验,pending_pdf_and_hubei_official_review,8e5eb1856051e7ec4a77e0535cacf8ff451efed93c43486d339c5789f1f4f3a6,29b359fef874c5f58b48cf0fff304507e2c8dd78e76b941ec0ff9146097f8835,cf30d9ee9c7278eed33add1dab7f9a66fe46b805086b5a61063e7d60e0bc5664,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_required_private_readings_complete,只公开页列进度计数、状态、任务集合哈希和证据SHA；不公开候选内容、人工填写内容、OCR行文本、图片路径、院校名、专业名、专业代号或专业组代码。,先补 PDF 原页记录和湖北官方侧记录；如有高校辅证线索再补高校侧记录，完成双人复核后才允许进入字段写回复查。
P0PAGEPROG-56ed53a50b3056cc,data/working/issue19-p0-immediate-page-execution-queue.csv,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,private_field_confirmation_workbench_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_page_execution_progress_public_ledger,PDF页码×版面列,PDF页码×版面列×P0即时页列执行进度状态,false,false,false,false,false,false,false,81,134,right,134-right,P0PAGEEXEC-cebfbfbc35f5ace5,P0PAGEPACK-3c054b337eed7e20,Q3-常规候选人工确认,3,2,2,2,2,0,0,2,0,2,0,0,0,0,2,2,0,2,0,0,0,pending_private_pdf_reading:2,pending_private_hubei_reading:2,not_applicable_no_school_field_clue:2,pending_double_review:2,blocked_until_required_private_readings_complete:2,R0-未开始PDF和湖北官方核验,pending_pdf_and_hubei_official_review,8e5eb1856051e7ec4a77e0535cacf8ff451efed93c43486d339c5789f1f4f3a6,e3690eb0b53459d7c6005bb11208a733db314f6e7dafb67a01f7b4bbc58a7f94,0039dba5d94e609cb2484ba4d357e02de38b8bd0a1bf91c888fa64fa8f996a02,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_required_private_readings_complete,只公开页列进度计数、状态、任务集合哈希和证据SHA；不公开候选内容、人工填写内容、OCR行文本、图片路径、院校名、专业名、专业代号或专业组代码。,先补 PDF 原页记录和湖北官方侧记录；如有高校辅证线索再补高校侧记录，完成双人复核后才允许进入字段写回复查。
P0PAGEPROG-90950f02bb7a9ce6,data/working/issue19-p0-immediate-page-execution-queue.csv,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,private_field_confirmation_workbench_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_page_execution_progress_public_ledger,PDF页码×版面列,PDF页码×版面列×P0即时页列执行进度状态,false,false,false,false,false,false,false,82,136,left,136-left,P0PAGEEXEC-68265fac96f2e9cb,P0PAGEPACK-0e50087fec3380ab,Q3-常规候选人工确认,3,2,2,2,2,0,0,2,0,2,0,0,0,0,2,2,0,2,0,0,0,pending_private_pdf_reading:2,pending_private_hubei_reading:2,not_applicable_no_school_field_clue:2,pending_double_review:2,blocked_until_required_private_readings_complete:2,R0-未开始PDF和湖北官方核验,pending_pdf_and_hubei_official_review,8e5eb1856051e7ec4a77e0535cacf8ff451efed93c43486d339c5789f1f4f3a6,8f67cf806086c782ab02df4175366e9f98703c6e674925b333758792f05a521d,8b3ba3677acdf8786e17f424c68233e740757a7a5c18827c3c3bf24dd0356588,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_required_private_readings_complete,只公开页列进度计数、状态、任务集合哈希和证据SHA；不公开候选内容、人工填写内容、OCR行文本、图片路径、院校名、专业名、专业代号或专业组代码。,先补 PDF 原页记录和湖北官方侧记录；如有高校辅证线索再补高校侧记录，完成双人复核后才允许进入字段写回复查。
P0PAGEPROG-cc081fade042bca0,data/working/issue19-p0-immediate-page-execution-queue.csv,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,private_field_confirmation_workbench_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_page_execution_progress_public_ledger,PDF页码×版面列,PDF页码×版面列×P0即时页列执行进度状态,false,false,false,false,false,false,false,83,142,right,142-right,P0PAGEEXEC-f24e44c16afc9091,P0PAGEPACK-a476bb94fd7ecb04,Q3-常规候选人工确认,3,2,2,2,2,0,0,2,0,2,0,0,0,0,2,2,0,2,0,0,0,pending_private_pdf_reading:2,pending_private_hubei_reading:2,not_applicable_no_school_field_clue:2,pending_double_review:2,blocked_until_required_private_readings_complete:2,R0-未开始PDF和湖北官方核验,pending_pdf_and_hubei_official_review,8e5eb1856051e7ec4a77e0535cacf8ff451efed93c43486d339c5789f1f4f3a6,c772d488517ea735476c37ead3ed3a28503a6a2ef1acfc41ce7b2693ba2e1305,e227f7db75f4178094ad6736006445cc79a3d995bedfc423ebd362fbce10d473,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_required_private_readings_complete,只公开页列进度计数、状态、任务集合哈希和证据SHA；不公开候选内容、人工填写内容、OCR行文本、图片路径、院校名、专业名、专业代号或专业组代码。,先补 PDF 原页记录和湖北官方侧记录；如有高校辅证线索再补高校侧记录，完成双人复核后才允许进入字段写回复查。
P0PAGEPROG-e440497209db195b,data/working/issue19-p0-immediate-page-execution-queue.csv,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,private_field_confirmation_workbench_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_page_execution_progress_public_ledger,PDF页码×版面列,PDF页码×版面列×P0即时页列执行进度状态,false,false,false,false,false,false,false,84,144,right,144-right,P0PAGEEXEC-1ad38798d5e8e0f2,P0PAGEPACK-ef032f71b1a3be71,Q3-常规候选人工确认,3,2,2,2,2,0,0,2,0,2,0,0,0,0,2,2,0,2,0,0,0,pending_private_pdf_reading:2,pending_private_hubei_reading:2,not_applicable_no_school_field_clue:2,pending_double_review:2,blocked_until_required_private_readings_complete:2,R0-未开始PDF和湖北官方核验,pending_pdf_and_hubei_official_review,8e5eb1856051e7ec4a77e0535cacf8ff451efed93c43486d339c5789f1f4f3a6,354ebee688e0c771a9c10bd348b4aa56d2adf3ece1495676ea62253453e2ae9d,0309c198de25a15ad93f82d6158d232c8cdebe12fcf70ba3b789e208628d1dd4,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_required_private_readings_complete,只公开页列进度计数、状态、任务集合哈希和证据SHA；不公开候选内容、人工填写内容、OCR行文本、图片路径、院校名、专业名、专业代号或专业组代码。,先补 PDF 原页记录和湖北官方侧记录；如有高校辅证线索再补高校侧记录，完成双人复核后才允许进入字段写回复查。
P0PAGEPROG-2ee710a29917a41c,data/working/issue19-p0-immediate-page-execution-queue.csv,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,private_field_confirmation_workbench_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_page_execution_progress_public_ledger,PDF页码×版面列,PDF页码×版面列×P0即时页列执行进度状态,false,false,false,false,false,false,false,85,158,left,158-left,P0PAGEEXEC-db8216a2fc300107,P0PAGEPACK-a3d08410fd2a97cb,Q3-常规候选人工确认,3,2,2,2,2,0,0,2,0,2,0,0,0,0,2,2,0,2,0,0,0,pending_private_pdf_reading:2,pending_private_hubei_reading:2,not_applicable_no_school_field_clue:2,pending_double_review:2,blocked_until_required_private_readings_complete:2,R0-未开始PDF和湖北官方核验,pending_pdf_and_hubei_official_review,8e5eb1856051e7ec4a77e0535cacf8ff451efed93c43486d339c5789f1f4f3a6,d41211e08efdc895af3e9cd49482c6db1e7e9c46cb80f96f54cd9998360cf070,8b5b9b8bf1d84a498eccc2900341c2c18de982132e565e20247f4bf498aa73de,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_required_private_readings_complete,只公开页列进度计数、状态、任务集合哈希和证据SHA；不公开候选内容、人工填写内容、OCR行文本、图片路径、院校名、专业名、专业代号或专业组代码。,先补 PDF 原页记录和湖北官方侧记录；如有高校辅证线索再补高校侧记录，完成双人复核后才允许进入字段写回复查。
P0PAGEPROG-652a33290c0c6176,data/working/issue19-p0-immediate-page-execution-queue.csv,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,private_field_confirmation_workbench_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_page_execution_progress_public_ledger,PDF页码×版面列,PDF页码×版面列×P0即时页列执行进度状态,false,false,false,false,false,false,false,86,164,right,164-right,P0PAGEEXEC-5a983dc9da1fb077,P0PAGEPACK-4bde1a92b6868996,Q3-常规候选人工确认,3,2,2,2,2,0,0,2,0,2,0,0,0,0,2,2,0,2,0,0,0,pending_private_pdf_reading:2,pending_private_hubei_reading:2,not_applicable_no_school_field_clue:2,pending_double_review:2,blocked_until_required_private_readings_complete:2,R0-未开始PDF和湖北官方核验,pending_pdf_and_hubei_official_review,8e5eb1856051e7ec4a77e0535cacf8ff451efed93c43486d339c5789f1f4f3a6,bc73b89d86512c73a5e07c1c72086a1397571242153492e8222670dcd449eb3a,f92997ea2b9217cef6fcfa1f5a69b4ff53803c65b7ca7de523d130ae877f07e0,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_required_private_readings_complete,只公开页列进度计数、状态、任务集合哈希和证据SHA；不公开候选内容、人工填写内容、OCR行文本、图片路径、院校名、专业名、专业代号或专业组代码。,先补 PDF 原页记录和湖北官方侧记录；如有高校辅证线索再补高校侧记录，完成双人复核后才允许进入字段写回复查。
