P0即时复核裁图证据索引ID,来源P0字段即时复核包,来源P0字段即时复核任务ID,来源P0字段三方核验任务ID,来源P0字段三方核验执行包ID,来源专业行原页证据锚点表,来源页级manifest,来源期号,来源PDF_SHA256,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,机器是否允许自动写回主表,机器是否允许自动回填候选,是否允许写回字段,是否允许作为志愿推荐依据,是否允许生成学校专业建议,即时复核总序,执行总序,执行批次,即时复核阶段,字段名,专业行ID,专业组出现ID,院校代码,来源页码,版面列,专业行原页证据锚点ID,私有页图证据编号,私有页图SHA256,私有OCR文本证据编号,私有OCR文本SHA256,私有窗口证据编号,窗口文本SHA256,窗口坐标摘要,机器候选状态,机器候选置信等级,高校官网辅证覆盖状态,机器候选与高校辅证关系,语义多源优先桶,是否需要双人复核,裁图证据编号,裁图文件SHA256,裁图规格SHA256,裁图字节数,裁图宽度px,裁图高度px,源页图宽度px,源页图高度px,裁图bbox归一化,裁图bbox像素,裁图坐标来源,裁图生成参数摘要,裁图生成状态,PDF原页核页状态,湖北官方系统或省招办计划核验状态,高校官网或招生章程辅证状态,三方字段一致性状态,字段事实写回状态,证据索引用途,下一步
P0CROPINDEX-0a98cd15bdc7d8a3,data/working/issue19-field-fact-p0-immediate-review-packet.csv,P0IMMEDIATE-24e3458ccc9db72b,P0TRIAGE-79e758f791158adf,P0TRIAGEPACK-97d44e819588cbeb,data/working/issue19-major-line-pdf-evidence-anchors.csv,data/working/issue19-page-manifest.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_pdf_crop_evidence_index,逐专业招生明细,逐专业招生明细×P0字段×即时复核裁图证据,false,false,false,false,false,false,false,138,138,EXEC-04-多值坐标冲突核页,IR-03-多值坐标冲突先核,专业计划数,M-50b1d640b86ab1fa,G-2ab5497d3c1a7871,A171,48,right,PDFANCHOR-d1b4928f77764a9f,page-048,67d2d8dc6977ae9753e2885bc51ba6efabd7c46abc18b9cb207fcd488a68a6c9,048_page-048,90863aac55018f4c1f67dcb219d103d37a55c4f4f188bed24e62e64d97c13ba8,PDFANCHOR-d1b4928f77764a9f,cf2245d814562a0b8c8e4eaa3c0983f97ebcb924f0809c6dcdba3cb1c609da72,x=0.524520-0.933902;y=0.191837-0.059550,P0C2-多值坐标候选冲突待人工核页,low,no_b0b1_school_sidecar,R0-无高校官网辅证行,S6-多值坐标冲突核页,true,P0CROP-7ab930ef58e3669e,c7f44cd185625cc5ad571fa04858c1035dc5d4ff0c9a3df1cd23690a8a9e8b15,4cc10b8f8da34531534bb257ed1c6d901b9e2eb86cfccd87bff42eca9f0c6409,440739,848,556,1667,2449,x=0.448000-0.957000;y_bottom_origin=0.000000-0.226837,x=747-1595;y=1893-2449,window_and_candidate_coordinates,render_dpi=120;mode=side_context;coord_y_origin=bottom;vertical_margin=0.035;x_margin=0.012,local_crop_generated_hash_recorded,pending_pdf_manual_review,pending_hubei_official_plan_review,pending_school_official_or_charter_review,pending_three_way_closure,blocked_until_pdf_hubei_school_three_way_closure,仅用于定位和复验PDF原页裁图；不提供字段读数，不代表字段事实完成核验。,人工回看裁图和PDF原页，再与湖北官方系统或省招办计划、高校官网或章程做三方闭环。
P0CROPINDEX-9f43a4ae5b1d636b,data/working/issue19-field-fact-p0-immediate-review-packet.csv,P0IMMEDIATE-048e5b534ec412ad,P0TRIAGE-bee792aad05d2894,P0TRIAGEPACK-97d44e819588cbeb,data/working/issue19-major-line-pdf-evidence-anchors.csv,data/working/issue19-page-manifest.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_pdf_crop_evidence_index,逐专业招生明细,逐专业招生明细×P0字段×即时复核裁图证据,false,false,false,false,false,false,false,139,139,EXEC-04-多值坐标冲突核页,IR-03-多值坐标冲突先核,专业计划数,M-25e0382e7aafb59b,G-d0a56010c12198e9,A171,48,right,PDFANCHOR-9f6f58cfb78ed6d3,page-048,67d2d8dc6977ae9753e2885bc51ba6efabd7c46abc18b9cb207fcd488a68a6c9,048_page-048,90863aac55018f4c1f67dcb219d103d37a55c4f4f188bed24e62e64d97c13ba8,PDFANCHOR-9f6f58cfb78ed6d3,a1d6afa72c5822a446f585b52b9810a19a5da3ef64570a7b38cbf24ba9ee7a63,x=0.524520-0.931770;y=0.492653-0.376453,P0C2-多值坐标候选冲突待人工核页,low,no_b0b1_school_sidecar,R0-无高校官网辅证行,S6-多值坐标冲突核页,true,P0CROP-be49072963dabf9d,ea1fe57d3121456d117787646e4bdf98088bb7da1492833c8864d8b8ecbf55d1,fcc842637e51e29e65d7ae617b66ed5345893989c4b17af9ff2a5bafba1a9762,495387,848,456,1667,2449,x=0.448000-0.957000;y_bottom_origin=0.341453-0.527653,x=747-1595;y=1157-1613,window_and_candidate_coordinates,render_dpi=120;mode=side_context;coord_y_origin=bottom;vertical_margin=0.035;x_margin=0.012,local_crop_generated_hash_recorded,pending_pdf_manual_review,pending_hubei_official_plan_review,pending_school_official_or_charter_review,pending_three_way_closure,blocked_until_pdf_hubei_school_three_way_closure,仅用于定位和复验PDF原页裁图；不提供字段读数，不代表字段事实完成核验。,人工回看裁图和PDF原页，再与湖北官方系统或省招办计划、高校官网或章程做三方闭环。
P0CROPINDEX-54e4621b35b19d78,data/working/issue19-field-fact-p0-immediate-review-packet.csv,P0IMMEDIATE-023c0caf5241ab6f,P0TRIAGE-df013f0858ce5ad6,P0TRIAGEPACK-97d44e819588cbeb,data/working/issue19-major-line-pdf-evidence-anchors.csv,data/working/issue19-page-manifest.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_pdf_crop_evidence_index,逐专业招生明细,逐专业招生明细×P0字段×即时复核裁图证据,false,false,false,false,false,false,false,140,140,EXEC-04-多值坐标冲突核页,IR-03-多值坐标冲突先核,专业计划数,M-e4cfc30246b9918b,G-d0a56010c12198e9,A171,48,right,PDFANCHOR-0e97bdb907fb3b8a,page-048,67d2d8dc6977ae9753e2885bc51ba6efabd7c46abc18b9cb207fcd488a68a6c9,048_page-048,90863aac55018f4c1f67dcb219d103d37a55c4f4f188bed24e62e64d97c13ba8,PDFANCHOR-0e97bdb907fb3b8a,0767e7dce390a1f34d476e19f06c76a6be69045f364153e4a3c3956ae8ab75c8,x=0.524520-0.931770;y=0.492653-0.447674,P0C2-多值坐标候选冲突待人工核页,low,no_b0b1_school_sidecar,R0-无高校官网辅证行,S6-多值坐标冲突核页,true,P0CROP-461206fdb8d4d258,ad0ff653c806e098fb838d850dd8ea04047cbe08750e2602fb47a06c2e6b0b40,ad5e894ce54ae0fe1c64f4751fe537f99b0cad50dad51bc35e2501a2625e4ded,313364,848,281,1667,2449,x=0.448000-0.957000;y_bottom_origin=0.412674-0.527653,x=747-1595;y=1157-1438,window_and_candidate_coordinates,render_dpi=120;mode=side_context;coord_y_origin=bottom;vertical_margin=0.035;x_margin=0.012,local_crop_generated_hash_recorded,pending_pdf_manual_review,pending_hubei_official_plan_review,pending_school_official_or_charter_review,pending_three_way_closure,blocked_until_pdf_hubei_school_three_way_closure,仅用于定位和复验PDF原页裁图；不提供字段读数，不代表字段事实完成核验。,人工回看裁图和PDF原页，再与湖北官方系统或省招办计划、高校官网或章程做三方闭环。
P0CROPINDEX-63f1e1229f2afbc3,data/working/issue19-field-fact-p0-immediate-review-packet.csv,P0IMMEDIATE-07f14bd5a2d7c646,P0TRIAGE-87b100834b351362,P0TRIAGEPACK-1cf243097d7100a9,data/working/issue19-major-line-pdf-evidence-anchors.csv,data/working/issue19-page-manifest.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_pdf_crop_evidence_index,逐专业招生明细,逐专业招生明细×P0字段×即时复核裁图证据,false,false,false,false,false,false,false,141,141,EXEC-04-多值坐标冲突核页,IR-03-多值坐标冲突先核,专业计划数,M-0d5cb6ca5f1e9689,G-ef536c78df15d549,A175,50,left,PDFANCHOR-5779f03ae3fb3f71,page-050,448600792e847f5eaddee8f32adcacd80a9739055982cdeb244614f67700b049,050_page-050,4abb2a7984b57bc1ca23eb402d243f599767d5ce5b1fff689134b31a4c76e1d2,PDFANCHOR-5779f03ae3fb3f71,f6fca058441733a26a25ae09c0aa60f40dcff672347e856bc0f022c436cbb542,x=0.136461-0.513859;y=0.789244-0.579924,P0C2-多值坐标候选冲突待人工核页,low,no_b0b1_school_sidecar,R0-无高校官网辅证行,S6-多值坐标冲突核页,true,P0CROP-dcb05085a7cf53dd,f0e3c11c4c8c9af76e789e3cb7613c15a881d7516b82ab3d432e34093b165d0a,7f03fd61a0c589715d8329cf8317048e774f7433e13498c0337aad502e09405b,723034,848,690,1667,2449,x=0.043000-0.552000;y_bottom_origin=0.544924-0.826755,x=72-920;y=424-1114,window_and_candidate_coordinates,render_dpi=120;mode=side_context;coord_y_origin=bottom;vertical_margin=0.035;x_margin=0.012,local_crop_generated_hash_recorded,pending_pdf_manual_review,pending_hubei_official_plan_review,pending_school_official_or_charter_review,pending_three_way_closure,blocked_until_pdf_hubei_school_three_way_closure,仅用于定位和复验PDF原页裁图；不提供字段读数，不代表字段事实完成核验。,人工回看裁图和PDF原页，再与湖北官方系统或省招办计划、高校官网或章程做三方闭环。
P0CROPINDEX-6e5557db0d59578c,data/working/issue19-field-fact-p0-immediate-review-packet.csv,P0IMMEDIATE-6bb407f0a2388e61,P0TRIAGE-beebcd18819aa6c3,P0TRIAGEPACK-9035afd2053ff91a,data/working/issue19-major-line-pdf-evidence-anchors.csv,data/working/issue19-page-manifest.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_pdf_crop_evidence_index,逐专业招生明细,逐专业招生明细×P0字段×即时复核裁图证据,false,false,false,false,false,false,false,142,142,EXEC-04-多值坐标冲突核页,IR-03-多值坐标冲突先核,专业计划数,M-1fa833adc6be5c82,G-0382083b94624db8,A177,50,right,PDFANCHOR-654c837103af80f3,page-050,448600792e847f5eaddee8f32adcacd80a9739055982cdeb244614f67700b049,050_page-050,4abb2a7984b57bc1ca23eb402d243f599767d5ce5b1fff689134b31a4c76e1d2,PDFANCHOR-654c837103af80f3,ca55e3249ac7790e13b700d7bfe1e1bce0f4e3520f6f23b675f5f56624f3381e,x=0.528785-0.938166;y=0.497093-0.284872,P0C2-多值坐标候选冲突待人工核页,low,no_b0b1_school_sidecar,R0-无高校官网辅证行,S6-多值坐标冲突核页,true,P0CROP-6241f0562e1761d7,7043df0160e50e0b63c9ee7de2e06224667de3f6d4d4bde3007c8ceffbfced12,5ec63d0d5d7ec2350099abe5c5413623f083432a7dd7f35162d68eba0f7551bc,750453,848,691,1667,2449,x=0.448000-0.957000;y_bottom_origin=0.249872-0.532093,x=747-1595;y=1146-1837,window_and_candidate_coordinates,render_dpi=120;mode=side_context;coord_y_origin=bottom;vertical_margin=0.035;x_margin=0.012,local_crop_generated_hash_recorded,pending_pdf_manual_review,pending_hubei_official_plan_review,pending_school_official_or_charter_review,pending_three_way_closure,blocked_until_pdf_hubei_school_three_way_closure,仅用于定位和复验PDF原页裁图；不提供字段读数，不代表字段事实完成核验。,人工回看裁图和PDF原页，再与湖北官方系统或省招办计划、高校官网或章程做三方闭环。
P0CROPINDEX-d639bf8dfb690918,data/working/issue19-field-fact-p0-immediate-review-packet.csv,P0IMMEDIATE-ff43f85ece706c4e,P0TRIAGE-fcc419bd02541100,P0TRIAGEPACK-6a51bfe89eb8964e,data/working/issue19-major-line-pdf-evidence-anchors.csv,data/working/issue19-page-manifest.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_pdf_crop_evidence_index,逐专业招生明细,逐专业招生明细×P0字段×即时复核裁图证据,false,false,false,false,false,false,false,143,143,EXEC-04-多值坐标冲突核页,IR-03-多值坐标冲突先核,专业计划数,M-53f09ba25b35ba2d,G-7fa677ac3e7627cb,A181,52,left,PDFANCHOR-01428a3879f85f67,page-052,608665d74fec605bcd50883cc9fc6a7eb5c365a7b0e6c4f25c44237a2b2609eb,052_page-052,1a80a2b0db588b9e72f0975f15efcc719fd093dcf4dfb111a23c99151d15f0b7,PDFANCHOR-01428a3879f85f67,8d83f6862f258cb6133743347b8b43370cd574989f022f8a8e43d85df5040b72,x=0.104478-0.513860;y=0.691837-0.642041,P0C2-多值坐标候选冲突待人工核页,low,no_b0b1_school_sidecar,R0-无高校官网辅证行,S6-多值坐标冲突核页,true,P0CROP-2645e24baf472a0f,8578b32cb143c1cc4a6758e53b7ec1eb6541300b1afcfd24ebf5f38f5983cc5e,bac0c5610b28bb0cbfcad4c68b3ac65ac4f4a1973bd6bbc5e9de1b5e9a4b9549,298961,848,293,1667,2449,x=0.043000-0.552000;y_bottom_origin=0.607041-0.726837,x=72-920;y=669-962,window_and_candidate_coordinates,render_dpi=120;mode=side_context;coord_y_origin=bottom;vertical_margin=0.035;x_margin=0.012,local_crop_generated_hash_recorded,pending_pdf_manual_review,pending_hubei_official_plan_review,pending_school_official_or_charter_review,pending_three_way_closure,blocked_until_pdf_hubei_school_three_way_closure,仅用于定位和复验PDF原页裁图；不提供字段读数，不代表字段事实完成核验。,人工回看裁图和PDF原页，再与湖北官方系统或省招办计划、高校官网或章程做三方闭环。
P0CROPINDEX-275fb09648bb49ea,data/working/issue19-field-fact-p0-immediate-review-packet.csv,P0IMMEDIATE-f4a97505d65e61d2,P0TRIAGE-2ecfee38cdc94e0a,P0TRIAGEPACK-6a51bfe89eb8964e,data/working/issue19-major-line-pdf-evidence-anchors.csv,data/working/issue19-page-manifest.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_pdf_crop_evidence_index,逐专业招生明细,逐专业招生明细×P0字段×即时复核裁图证据,false,false,false,false,false,false,false,144,144,EXEC-04-多值坐标冲突核页,IR-03-多值坐标冲突先核,专业计划数,M-2f19d1fcb0bc2d4f,G-925de249f7903dd9,A181,52,left,PDFANCHOR-ae95e4588ebd8769,page-052,608665d74fec605bcd50883cc9fc6a7eb5c365a7b0e6c4f25c44237a2b2609eb,052_page-052,1a80a2b0db588b9e72f0975f15efcc719fd093dcf4dfb111a23c99151d15f0b7,PDFANCHOR-ae95e4588ebd8769,009747b337cd1e1406cf3a56ada288cd7eaaebd56a17d8d62221663fbdf06ea1,x=0.104478-0.513860;y=0.584302-0.319768,P0C2-多值坐标候选冲突待人工核页,low,no_b0b1_school_sidecar,R0-无高校官网辅证行,S6-多值坐标冲突核页,true,P0CROP-7b5af568f3903766,71c8d1ac6bfdcf2b57f730ab6ce81bce5440cf554aabe4b13883140b436ba869,e810ccbb7bd4321513253568992acf11895c91c932d9b5aac71acff4247e980c,901304,848,820,1667,2449,x=0.043000-0.552000;y_bottom_origin=0.284768-0.619302,x=72-920;y=932-1752,window_and_candidate_coordinates,render_dpi=120;mode=side_context;coord_y_origin=bottom;vertical_margin=0.035;x_margin=0.012,local_crop_generated_hash_recorded,pending_pdf_manual_review,pending_hubei_official_plan_review,pending_school_official_or_charter_review,pending_three_way_closure,blocked_until_pdf_hubei_school_three_way_closure,仅用于定位和复验PDF原页裁图；不提供字段读数，不代表字段事实完成核验。,人工回看裁图和PDF原页，再与湖北官方系统或省招办计划、高校官网或章程做三方闭环。
P0CROPINDEX-fe450b9317c94764,data/working/issue19-field-fact-p0-immediate-review-packet.csv,P0IMMEDIATE-03f73a859c047960,P0TRIAGE-9eec2c2f25f20650,P0TRIAGEPACK-6a51bfe89eb8964e,data/working/issue19-major-line-pdf-evidence-anchors.csv,data/working/issue19-page-manifest.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_pdf_crop_evidence_index,逐专业招生明细,逐专业招生明细×P0字段×即时复核裁图证据,false,false,false,false,false,false,false,145,145,EXEC-04-多值坐标冲突核页,IR-03-多值坐标冲突先核,专业计划数,M-34af55563c9ea665,G-c0a5b5600b861ac7,A181,52,left,PDFANCHOR-59eead36c45b8b52,page-052,608665d74fec605bcd50883cc9fc6a7eb5c365a7b0e6c4f25c44237a2b2609eb,052_page-052,1a80a2b0db588b9e72f0975f15efcc719fd093dcf4dfb111a23c99151d15f0b7,PDFANCHOR-59eead36c45b8b52,b544e1d14020333b26553f2450307f2e4620efe944e33e2bc21af5c2b8b43dfa,x=0.102345-0.513884;y=0.178776-0.128979,P0C2-多值坐标候选冲突待人工核页,low,no_b0b1_school_sidecar,R0-无高校官网辅证行,S6-多值坐标冲突核页,true,P0CROP-61876b5eaa5463b0,fbd7c4f20d578d4b9a09ba11f9e652c7dc95c1849dce2f4d1c10c94eb88679c1,34ca0597474bbf54f05c3081559ca0882d4ae8a8c23c59d3ddef5a561f85c674,316256,848,294,1667,2449,x=0.043000-0.552000;y_bottom_origin=0.093979-0.213776,x=72-920;y=1925-2219,window_and_candidate_coordinates,render_dpi=120;mode=side_context;coord_y_origin=bottom;vertical_margin=0.035;x_margin=0.012,local_crop_generated_hash_recorded,pending_pdf_manual_review,pending_hubei_official_plan_review,pending_school_official_or_charter_review,pending_three_way_closure,blocked_until_pdf_hubei_school_three_way_closure,仅用于定位和复验PDF原页裁图；不提供字段读数，不代表字段事实完成核验。,人工回看裁图和PDF原页，再与湖北官方系统或省招办计划、高校官网或章程做三方闭环。
P0CROPINDEX-30e631620e5ef5d4,data/working/issue19-field-fact-p0-immediate-review-packet.csv,P0IMMEDIATE-8c8ba985f90657f8,P0TRIAGE-6cf5ef515e0ed59b,P0TRIAGEPACK-4123e0146b5252be,data/working/issue19-major-line-pdf-evidence-anchors.csv,data/working/issue19-page-manifest.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_pdf_crop_evidence_index,逐专业招生明细,逐专业招生明细×P0字段×即时复核裁图证据,false,false,false,false,false,false,false,146,146,EXEC-04-多值坐标冲突核页,IR-03-多值坐标冲突先核,专业计划数,M-b6125280b2af85fa,G-11cf6b8da07fed85,A187,54,left,PDFANCHOR-520878a86cd84776,page-054,a2174229e876558f2f55b8272cb56fe768975fb7de55ff91351ca24c13be47f8,054_page-054,f09dc3a751c768bbedd61df63eae040caf407130823ad0bee10f3ad44800d972,PDFANCHOR-520878a86cd84776,cf68271699357cd01ed427040a5be7b4061988d4d0c4f73fcfecd7e2d9bd9a5d,x=0.106610-0.513860;y=0.245640-0.196155,P0C2-多值坐标候选冲突待人工核页,low,no_b0b1_school_sidecar,R0-无高校官网辅证行,S6-多值坐标冲突核页,true,P0CROP-a6e3b07d3b4e68d0,b7491fc4d49a35798d043ea32834f43b251de9bc3d395b69414cd7128961c98c,43402316a55f94b7985101cfb90d8966272ec6d2329e8937566918505432565a,274077,848,292,1667,2449,x=0.043000-0.552000;y_bottom_origin=0.161155-0.280640,x=72-920;y=1762-2054,window_and_candidate_coordinates,render_dpi=120;mode=side_context;coord_y_origin=bottom;vertical_margin=0.035;x_margin=0.012,local_crop_generated_hash_recorded,pending_pdf_manual_review,pending_hubei_official_plan_review,pending_school_official_or_charter_review,pending_three_way_closure,blocked_until_pdf_hubei_school_three_way_closure,仅用于定位和复验PDF原页裁图；不提供字段读数，不代表字段事实完成核验。,人工回看裁图和PDF原页，再与湖北官方系统或省招办计划、高校官网或章程做三方闭环。
P0CROPINDEX-e666449cf60e2429,data/working/issue19-field-fact-p0-immediate-review-packet.csv,P0IMMEDIATE-bc99e84ce4c80ce9,P0TRIAGE-5e6195347c2ad19d,P0TRIAGEPACK-4123e0146b5252be,data/working/issue19-major-line-pdf-evidence-anchors.csv,data/working/issue19-page-manifest.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_pdf_crop_evidence_index,逐专业招生明细,逐专业招生明细×P0字段×即时复核裁图证据,false,false,false,false,false,false,false,147,147,EXEC-04-多值坐标冲突核页,IR-03-多值坐标冲突先核,专业计划数,M-0cdc8733b00026b1,G-768f3fe1e9af0cd5,A187,54,left,PDFANCHOR-47eb81b80f0ff78b,page-054,a2174229e876558f2f55b8272cb56fe768975fb7de55ff91351ca24c13be47f8,054_page-054,f09dc3a751c768bbedd61df63eae040caf407130823ad0bee10f3ad44800d972,PDFANCHOR-47eb81b80f0ff78b,642b7dbf9bb6e2ad4f777e8f935c1c9ef02985e80cec4d72cf2decc9cb3216d7,x=0.102345-0.513860;y=0.783265-0.514196,P0C2-多值坐标候选冲突待人工核页,low,no_b0b1_school_sidecar,R0-无高校官网辅证行,S6-多值坐标冲突核页,true,P0CROP-57d5f415ab665c94,4fff9e29cb05c70e6f104fa15ce52b69dadb611bb81c71b54bc788c594969273,dfbb7ff4f2b90b605c0e9004aec3de118968cbd29ceeff0a2c8f176a2e189700,884501,848,830,1667,2449,x=0.043000-0.552000;y_bottom_origin=0.479196-0.818265,x=72-920;y=445-1275,window_and_candidate_coordinates,render_dpi=120;mode=side_context;coord_y_origin=bottom;vertical_margin=0.035;x_margin=0.012,local_crop_generated_hash_recorded,pending_pdf_manual_review,pending_hubei_official_plan_review,pending_school_official_or_charter_review,pending_three_way_closure,blocked_until_pdf_hubei_school_three_way_closure,仅用于定位和复验PDF原页裁图；不提供字段读数，不代表字段事实完成核验。,人工回看裁图和PDF原页，再与湖北官方系统或省招办计划、高校官网或章程做三方闭环。
P0CROPINDEX-20b1fdd32b9b6de7,data/working/issue19-field-fact-p0-immediate-review-packet.csv,P0IMMEDIATE-4678868d3649c443,P0TRIAGE-ed10bdbcf103e863,P0TRIAGEPACK-f55562982b9209f2,data/working/issue19-major-line-pdf-evidence-anchors.csv,data/working/issue19-page-manifest.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_pdf_crop_evidence_index,逐专业招生明细,逐专业招生明细×P0字段×即时复核裁图证据,false,false,false,false,false,false,false,148,148,EXEC-04-多值坐标冲突核页,IR-03-多值坐标冲突先核,专业计划数,M-966c337ebb147cc6,G-2c13c071813162f0,A189,54,left,PDFANCHOR-29f46144ef3f2a48,page-054,a2174229e876558f2f55b8272cb56fe768975fb7de55ff91351ca24c13be47f8,054_page-054,f09dc3a751c768bbedd61df63eae040caf407130823ad0bee10f3ad44800d972,PDFANCHOR-29f46144ef3f2a48,a6cc01323feb617c564ccbbc259e27317aff67f6b0485299861b7a9b85778273,x=0.104478-0.513860;y=0.199128-0.123460,P0C2-多值坐标候选冲突待人工核页,low,no_b0b1_school_sidecar,R0-无高校官网辅证行,S6-多值坐标冲突核页,true,P0CROP-021cc03640ecbb1d,cd9869cae4aa34fe97f1c3354ac16118087d81172f87daae215283badc87e5d6,73064b4b10adf9f08807587a0a99c1af5010b7a78dd91e5a784722a73dd06474,346655,848,356,1667,2449,x=0.043000-0.552000;y_bottom_origin=0.088460-0.234128,x=72-920;y=1876-2232,window_and_candidate_coordinates,render_dpi=120;mode=side_context;coord_y_origin=bottom;vertical_margin=0.035;x_margin=0.012,local_crop_generated_hash_recorded,pending_pdf_manual_review,pending_hubei_official_plan_review,pending_school_official_or_charter_review,pending_three_way_closure,blocked_until_pdf_hubei_school_three_way_closure,仅用于定位和复验PDF原页裁图；不提供字段读数，不代表字段事实完成核验。,人工回看裁图和PDF原页，再与湖北官方系统或省招办计划、高校官网或章程做三方闭环。
P0CROPINDEX-4b06a015a2505444,data/working/issue19-field-fact-p0-immediate-review-packet.csv,P0IMMEDIATE-3f5546fa2ba784d4,P0TRIAGE-5a937d0b6c801f7e,P0TRIAGEPACK-a1464f352609f5dd,data/working/issue19-major-line-pdf-evidence-anchors.csv,data/working/issue19-page-manifest.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_pdf_crop_evidence_index,逐专业招生明细,逐专业招生明细×P0字段×即时复核裁图证据,false,false,false,false,false,false,false,149,149,EXEC-04-多值坐标冲突核页,IR-03-多值坐标冲突先核,专业计划数,M-1362bf1351d9df79,G-c14414ee02622017,A189,54,right,PDFANCHOR-30322dc48ffff751,page-054,a2174229e876558f2f55b8272cb56fe768975fb7de55ff91351ca24c13be47f8,054_page-054,f09dc3a751c768bbedd61df63eae040caf407130823ad0bee10f3ad44800d972,PDFANCHOR-30322dc48ffff751,3bcf584af5ff45b8812ed5bf28f111c04033d692593fef558799cc141b589193,x=0.526652-0.936034;y=0.632245-0.453488,P0C2-多值坐标候选冲突待人工核页,low,no_b0b1_school_sidecar,R0-无高校官网辅证行,S6-多值坐标冲突核页,true,P0CROP-99b66513f06d8a34,7b8fa99cef878137fa85157e7543e3292a794b650f200cb068c7fb00eb1ff313,13057e40704652de11d1666a3c846ddaebe8c2ef1b5c5423544700d6a6eb7a6d,685796,848,609,1667,2449,x=0.448000-0.957000;y_bottom_origin=0.418488-0.667245,x=747-1595;y=815-1424,window_and_candidate_coordinates,render_dpi=120;mode=side_context;coord_y_origin=bottom;vertical_margin=0.035;x_margin=0.012,local_crop_generated_hash_recorded,pending_pdf_manual_review,pending_hubei_official_plan_review,pending_school_official_or_charter_review,pending_three_way_closure,blocked_until_pdf_hubei_school_three_way_closure,仅用于定位和复验PDF原页裁图；不提供字段读数，不代表字段事实完成核验。,人工回看裁图和PDF原页，再与湖北官方系统或省招办计划、高校官网或章程做三方闭环。
