高校源字段回接队列ID,来源W0B0高校源桥接账本,来源第一闭环字段级公开状态,来源第一闭环事实进度公开账本,来源第一闭环核验结果看板,来源高校源进度看板,来源高校源最新对齐账本,来源高校源结构化接入候选账本,来源期号,来源PDF_SHA256,生成日期,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,回接序号,回接泳道,回接批次,回接动作,W0B0高校源桥接ID,第一闭环字段核验状态ID,第一闭环事实进度公开账本ID,第一闭环核验结果ID,第一闭环事实范围缺口公开账本ID,稳定基座第一闭环明细任务ID,页码版面键,来源页码,版面列,院校代码,院校名称公开,事实域,事实类型,事实粒度,字段名,字段事实状态,字段核验优先级,字段事实闭环等级,字段事实阻断等级,字段事实缺口类型,核验动作层级,候选提示综合桶,PDFOCR与高校辅证关系桶,OCR提示状态,高校辅证证据状态,冲突状态,三方闭环状态,是否有PDFOCR提示,是否有高校辅证线索,是否存在PDFOCR与高校冲突,是否需要人工直接看图,是否需要双人复核,高校源桥接桶,高校源可作double_check提示,高校源进度任务数,高校源最新对齐任务数,结构化接入候选数,最新高校侧证据层级集合,最新证据来源族集合,来源类型桶集合,建议来源形态集合,来源留存状态集合,下一批推进优先级集合,下一批推进动作集合,最新公开证据集合SHA16集合,结构化接入候选来源类型集合,结构化适配器状态集合,候选diff优先级集合,本地公开证据文件集合SHA16集合,next20结构化湖北物理行数合计,live结构化输出记录数合计,C4C6综合结构化官网证据行数合计,C4C6可生成候选diff明细数合计,C4C6计划数一致候选数合计,C4C6官网可补OCR计划数候选数合计,C4C6计划数冲突候选数合计,PDF原页核页状态,湖北官方系统或省招办计划核验状态,高校官网源状态,字段事实写回状态,公开安全策略
W0B0FIELDLINK-2b4d4d769b0d5c50,data/working/issue19-w0-b0-school-source-bridge-public-ledger.csv,data/working/issue19-first-closure-field-verification-status-public-ledger.csv,data/working/issue19-first-closure-fact-progress-public-ledger.csv,data/working/issue19-first-closure-verification-result-public-ledger.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-structured-ingestion-candidates-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_w0_b0_school_source_field_backlink_queue,W0/B0字段事实×高校源double check回接队列,字段事实×院校代码×高校侧证据层级,false,false,false,false,false,false,false,false,35,R1-B2冲突字段双人核页前回接高校线索,BACKLINK-02-双人复核冲突优先,把高校侧结构化或diff线索接到字段事实项，供双人回看PDF原页和湖北官方侧时定位冲突。,W0B0SCHOOL-2e769c98a130ed37,FIRSTFIELDSTATUS-6a9ae54b4fbdb862,FCFACTPROG-2b4d4d769b0d5c50,FIRSTRESULT-3bdea6f7f1123dd7,FIRSTSCOPE-90ad130d5aea1acb,FIRSTDETAIL-58197f021c0a83a3,137-right,137,right,H002,浙江工业大学,字段事实,字段事实-学费,第一闭环任务×字段,学费,K2-OCR候选存在但三方核验未闭环,P3-OCR齐全字段三方闭环,L4-三字段OCR齐全但待三方闭环,Q2-OCR字段齐全但PDF和官方未闭环,无机器字段缺口,N0-先双人核PDF原页冲突,H0-PDFOCR与高校辅证冲突,R0-PDFOCR与高校辅证存在冲突,O0-PDFOCR与高校辅证冲突,S1-有高校辅证线索或自动官网任务，待私有辅证记录,C0-PDFOCR与高校辅证冲突，必须回PDF原页和湖北官方侧,pending_private_three_way_field_confirmation,true,true,true,true,true,B2-已有高校侧结构化或diff线索，待接入到事实项,true,3,3,0,L3-已有湖北物理结构化或候选diff线索,c4c6_reuse；c4c6_diff,F0-已有结构化或候选diff线索,公开来源待判定,R0-已有公开来源文件或URL留存；R2-已有账本线索但需补结构化留存,P0-冲突优先回PDF原页和湖北官方侧,整理计划数冲突线索，回第19期PDF原页和湖北官方侧逐项核验。,025b255bdc06dab8,,,,,0,0,36,9,6,0,3,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,not_final；field_backlink_queue_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
W0B0FIELDLINK-106d88d291c3ca83,data/working/issue19-w0-b0-school-source-bridge-public-ledger.csv,data/working/issue19-first-closure-field-verification-status-public-ledger.csv,data/working/issue19-first-closure-fact-progress-public-ledger.csv,data/working/issue19-first-closure-verification-result-public-ledger.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-structured-ingestion-candidates-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_w0_b0_school_source_field_backlink_queue,W0/B0字段事实×高校源double check回接队列,字段事实×院校代码×高校侧证据层级,false,false,false,false,false,false,false,false,36,R1-B2冲突字段双人核页前回接高校线索,BACKLINK-02-双人复核冲突优先,把高校侧结构化或diff线索接到字段事实项，供双人回看PDF原页和湖北官方侧时定位冲突。,W0B0SCHOOL-de09bb532acf44b6,FIRSTFIELDSTATUS-230a5ce111f30dfe,FCFACTPROG-106d88d291c3ca83,FIRSTRESULT-d5f1cc9595c73abd,FIRSTSCOPE-09d6b2c4d1dfbdec,FIRSTDETAIL-393dba8354b77b5e,199-left,199,left,H945,南宁学院,字段事实,字段事实-专业计划数,第一闭环任务×字段,专业计划数,K1-字段缺口有候选待PDF原页和官方核验,P1-字段有候选回看原页和官方,L1-两字段缺口优先补证,Q1-字段缺口有候选待人工核验,专业计划数；学费,N0-先双人核PDF原页冲突,H0-PDFOCR与高校辅证冲突,R0-PDFOCR与高校辅证存在冲突,O0-PDFOCR与高校辅证冲突,S1-有高校辅证线索或自动官网任务，待私有辅证记录,C0-PDFOCR与高校辅证冲突，必须回PDF原页和湖北官方侧,pending_private_three_way_field_confirmation,true,true,true,true,true,B2-已有高校侧结构化或diff线索，待接入到事实项,true,4,4,0,L3-已有湖北物理结构化或候选diff线索,next20；c4c6_reuse；c4c6_diff,F0-已有结构化或候选diff线索,HTML/招生系统入口,R0-已有公开来源文件或URL留存,P0-冲突优先回PDF原页和湖北官方侧,整理计划数冲突线索，回第19期PDF原页和湖北官方侧逐项核验。,b35ee20eafbd4930,,,,,80,0,80,60,0,32,28,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,not_final；field_backlink_queue_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
W0B0FIELDLINK-e8f6ee6ea40d2e48,data/working/issue19-w0-b0-school-source-bridge-public-ledger.csv,data/working/issue19-first-closure-field-verification-status-public-ledger.csv,data/working/issue19-first-closure-fact-progress-public-ledger.csv,data/working/issue19-first-closure-verification-result-public-ledger.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-structured-ingestion-candidates-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_w0_b0_school_source_field_backlink_queue,W0/B0字段事实×高校源double check回接队列,字段事实×院校代码×高校侧证据层级,false,false,false,false,false,false,false,false,37,R1-B2冲突字段双人核页前回接高校线索,BACKLINK-02-双人复核冲突优先,把高校侧结构化或diff线索接到字段事实项，供双人回看PDF原页和湖北官方侧时定位冲突。,W0B0SCHOOL-935e89f78ac5ed90,FIRSTFIELDSTATUS-6dcb8d1197b8ec65,FCFACTPROG-e8f6ee6ea40d2e48,FIRSTRESULT-d5f1cc9595c73abd,FIRSTSCOPE-8aaded492b996a3f,FIRSTDETAIL-393dba8354b77b5e,199-left,199,left,H945,南宁学院,字段事实,字段事实-再选科目,第一闭环任务×字段,再选科目,K2-OCR候选存在但三方核验未闭环,P3-OCR齐全字段三方闭环,L1-两字段缺口优先补证,Q1-字段缺口有候选待人工核验,专业计划数；学费,N0-先双人核PDF原页冲突,H0-PDFOCR与高校辅证冲突,R0-PDFOCR与高校辅证存在冲突,O0-PDFOCR与高校辅证冲突,S1-有高校辅证线索或自动官网任务，待私有辅证记录,C0-PDFOCR与高校辅证冲突，必须回PDF原页和湖北官方侧,pending_private_three_way_field_confirmation,true,true,true,true,true,B2-已有高校侧结构化或diff线索，待接入到事实项,true,4,4,0,L3-已有湖北物理结构化或候选diff线索,next20；c4c6_reuse；c4c6_diff,F0-已有结构化或候选diff线索,HTML/招生系统入口,R0-已有公开来源文件或URL留存,P0-冲突优先回PDF原页和湖北官方侧,整理计划数冲突线索，回第19期PDF原页和湖北官方侧逐项核验。,b35ee20eafbd4930,,,,,80,0,80,60,0,32,28,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,not_final；field_backlink_queue_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
W0B0FIELDLINK-fbbcc9db15ded5de,data/working/issue19-w0-b0-school-source-bridge-public-ledger.csv,data/working/issue19-first-closure-field-verification-status-public-ledger.csv,data/working/issue19-first-closure-fact-progress-public-ledger.csv,data/working/issue19-first-closure-verification-result-public-ledger.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-structured-ingestion-candidates-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_w0_b0_school_source_field_backlink_queue,W0/B0字段事实×高校源double check回接队列,字段事实×院校代码×高校侧证据层级,false,false,false,false,false,false,false,false,38,R1-B2冲突字段双人核页前回接高校线索,BACKLINK-02-双人复核冲突优先,把高校侧结构化或diff线索接到字段事实项，供双人回看PDF原页和湖北官方侧时定位冲突。,W0B0SCHOOL-0fec09971aadcddd,FIRSTFIELDSTATUS-eee55c771e96f951,FCFACTPROG-fbbcc9db15ded5de,FIRSTRESULT-d5f1cc9595c73abd,FIRSTSCOPE-a5ff732e2aa5fe22,FIRSTDETAIL-393dba8354b77b5e,199-left,199,left,H945,南宁学院,字段事实,字段事实-学费,第一闭环任务×字段,学费,K1-字段缺口有候选待PDF原页和官方核验,P1-字段有候选回看原页和官方,L1-两字段缺口优先补证,Q1-字段缺口有候选待人工核验,专业计划数；学费,N0-先双人核PDF原页冲突,H0-PDFOCR与高校辅证冲突,R0-PDFOCR与高校辅证存在冲突,O0-PDFOCR与高校辅证冲突,S1-有高校辅证线索或自动官网任务，待私有辅证记录,C0-PDFOCR与高校辅证冲突，必须回PDF原页和湖北官方侧,pending_private_three_way_field_confirmation,true,true,true,true,true,B2-已有高校侧结构化或diff线索，待接入到事实项,true,4,4,0,L3-已有湖北物理结构化或候选diff线索,next20；c4c6_reuse；c4c6_diff,F0-已有结构化或候选diff线索,HTML/招生系统入口,R0-已有公开来源文件或URL留存,P0-冲突优先回PDF原页和湖北官方侧,整理计划数冲突线索，回第19期PDF原页和湖北官方侧逐项核验。,b35ee20eafbd4930,,,,,80,0,80,60,0,32,28,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,not_final；field_backlink_queue_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
W0B0FIELDLINK-a60306cc03ca80ed,data/working/issue19-w0-b0-school-source-bridge-public-ledger.csv,data/working/issue19-first-closure-field-verification-status-public-ledger.csv,data/working/issue19-first-closure-fact-progress-public-ledger.csv,data/working/issue19-first-closure-verification-result-public-ledger.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-structured-ingestion-candidates-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_w0_b0_school_source_field_backlink_queue,W0/B0字段事实×高校源double check回接队列,字段事实×院校代码×高校侧证据层级,false,false,false,false,false,false,false,false,39,R1-B2冲突字段双人核页前回接高校线索,BACKLINK-02-双人复核冲突优先,把高校侧结构化或diff线索接到字段事实项，供双人回看PDF原页和湖北官方侧时定位冲突。,W0B0SCHOOL-c81138d51b11c74d,FIRSTFIELDSTATUS-90625ad99898446f,FCFACTPROG-a60306cc03ca80ed,FIRSTRESULT-56d56ae4f1083698,FIRSTSCOPE-7bd0e1129369f4c6,FIRSTDETAIL-93e1c6f08abff549,199-left,199,left,H945,南宁学院,字段事实,字段事实-专业计划数,第一闭环任务×字段,专业计划数,K1-字段缺口有候选待PDF原页和官方核验,P1-字段有候选回看原页和官方,L0-三字段缺口优先阻断,Q1-字段缺口有候选待人工核验,再选科目；专业计划数；学费,N0-先双人核PDF原页冲突,H0-PDFOCR与高校辅证冲突,R0-PDFOCR与高校辅证存在冲突,O0-PDFOCR与高校辅证冲突,S1-有高校辅证线索或自动官网任务，待私有辅证记录,C0-PDFOCR与高校辅证冲突，必须回PDF原页和湖北官方侧,pending_private_three_way_field_confirmation,true,true,true,true,true,B2-已有高校侧结构化或diff线索，待接入到事实项,true,4,4,0,L3-已有湖北物理结构化或候选diff线索,next20；c4c6_reuse；c4c6_diff,F0-已有结构化或候选diff线索,HTML/招生系统入口,R0-已有公开来源文件或URL留存,P0-冲突优先回PDF原页和湖北官方侧,整理计划数冲突线索，回第19期PDF原页和湖北官方侧逐项核验。,b35ee20eafbd4930,,,,,80,0,80,60,0,32,28,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,not_final；field_backlink_queue_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
W0B0FIELDLINK-43952c91ac28bb8e,data/working/issue19-w0-b0-school-source-bridge-public-ledger.csv,data/working/issue19-first-closure-field-verification-status-public-ledger.csv,data/working/issue19-first-closure-fact-progress-public-ledger.csv,data/working/issue19-first-closure-verification-result-public-ledger.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-structured-ingestion-candidates-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_w0_b0_school_source_field_backlink_queue,W0/B0字段事实×高校源double check回接队列,字段事实×院校代码×高校侧证据层级,false,false,false,false,false,false,false,false,40,R1-B2冲突字段双人核页前回接高校线索,BACKLINK-02-双人复核冲突优先,把高校侧结构化或diff线索接到字段事实项，供双人回看PDF原页和湖北官方侧时定位冲突。,W0B0SCHOOL-10aad63cedcbd164,FIRSTFIELDSTATUS-cd27914947d1b1bf,FCFACTPROG-43952c91ac28bb8e,FIRSTRESULT-56d56ae4f1083698,FIRSTSCOPE-bca01ea43e0a6dc0,FIRSTDETAIL-93e1c6f08abff549,199-left,199,left,H945,南宁学院,字段事实,字段事实-再选科目,第一闭环任务×字段,再选科目,K1-字段缺口有候选待PDF原页和官方核验,P1-字段有候选回看原页和官方,L0-三字段缺口优先阻断,Q1-字段缺口有候选待人工核验,再选科目；专业计划数；学费,N0-先双人核PDF原页冲突,H0-PDFOCR与高校辅证冲突,R0-PDFOCR与高校辅证存在冲突,O0-PDFOCR与高校辅证冲突,S1-有高校辅证线索或自动官网任务，待私有辅证记录,C0-PDFOCR与高校辅证冲突，必须回PDF原页和湖北官方侧,pending_private_three_way_field_confirmation,true,true,true,true,true,B2-已有高校侧结构化或diff线索，待接入到事实项,true,4,4,0,L3-已有湖北物理结构化或候选diff线索,next20；c4c6_reuse；c4c6_diff,F0-已有结构化或候选diff线索,HTML/招生系统入口,R0-已有公开来源文件或URL留存,P0-冲突优先回PDF原页和湖北官方侧,整理计划数冲突线索，回第19期PDF原页和湖北官方侧逐项核验。,b35ee20eafbd4930,,,,,80,0,80,60,0,32,28,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,not_final；field_backlink_queue_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
W0B0FIELDLINK-9b68bd4a0eb9d051,data/working/issue19-w0-b0-school-source-bridge-public-ledger.csv,data/working/issue19-first-closure-field-verification-status-public-ledger.csv,data/working/issue19-first-closure-fact-progress-public-ledger.csv,data/working/issue19-first-closure-verification-result-public-ledger.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-structured-ingestion-candidates-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_w0_b0_school_source_field_backlink_queue,W0/B0字段事实×高校源double check回接队列,字段事实×院校代码×高校侧证据层级,false,false,false,false,false,false,false,false,41,R1-B2冲突字段双人核页前回接高校线索,BACKLINK-02-双人复核冲突优先,把高校侧结构化或diff线索接到字段事实项，供双人回看PDF原页和湖北官方侧时定位冲突。,W0B0SCHOOL-7ddc7ed9eb70f222,FIRSTFIELDSTATUS-48e61f299a5f202a,FCFACTPROG-9b68bd4a0eb9d051,FIRSTRESULT-56d56ae4f1083698,FIRSTSCOPE-1ced7154f176f51e,FIRSTDETAIL-93e1c6f08abff549,199-left,199,left,H945,南宁学院,字段事实,字段事实-学费,第一闭环任务×字段,学费,K1-字段缺口有候选待PDF原页和官方核验,P1-字段有候选回看原页和官方,L0-三字段缺口优先阻断,Q1-字段缺口有候选待人工核验,再选科目；专业计划数；学费,N0-先双人核PDF原页冲突,H0-PDFOCR与高校辅证冲突,R0-PDFOCR与高校辅证存在冲突,O0-PDFOCR与高校辅证冲突,S1-有高校辅证线索或自动官网任务，待私有辅证记录,C0-PDFOCR与高校辅证冲突，必须回PDF原页和湖北官方侧,pending_private_three_way_field_confirmation,true,true,true,true,true,B2-已有高校侧结构化或diff线索，待接入到事实项,true,4,4,0,L3-已有湖北物理结构化或候选diff线索,next20；c4c6_reuse；c4c6_diff,F0-已有结构化或候选diff线索,HTML/招生系统入口,R0-已有公开来源文件或URL留存,P0-冲突优先回PDF原页和湖北官方侧,整理计划数冲突线索，回第19期PDF原页和湖北官方侧逐项核验。,b35ee20eafbd4930,,,,,80,0,80,60,0,32,28,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,not_final；field_backlink_queue_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
W0B0FIELDLINK-e9dc8894338847ed,data/working/issue19-w0-b0-school-source-bridge-public-ledger.csv,data/working/issue19-first-closure-field-verification-status-public-ledger.csv,data/working/issue19-first-closure-fact-progress-public-ledger.csv,data/working/issue19-first-closure-verification-result-public-ledger.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-structured-ingestion-candidates-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_w0_b0_school_source_field_backlink_queue,W0/B0字段事实×高校源double check回接队列,字段事实×院校代码×高校侧证据层级,false,false,false,false,false,false,false,false,42,R1-B2冲突字段双人核页前回接高校线索,BACKLINK-02-双人复核冲突优先,把高校侧结构化或diff线索接到字段事实项，供双人回看PDF原页和湖北官方侧时定位冲突。,W0B0SCHOOL-07e846d760986f76,FIRSTFIELDSTATUS-4ae016f340f233eb,FCFACTPROG-e9dc8894338847ed,FIRSTRESULT-a71e7df11a52e713,FIRSTSCOPE-49c68bfa70be3bbe,FIRSTDETAIL-a54f685382d6b1c6,199-left,199,left,H945,南宁学院,字段事实,字段事实-专业计划数,第一闭环任务×字段,专业计划数,K1-字段缺口有候选待PDF原页和官方核验,P1-字段有候选回看原页和官方,L0-三字段缺口优先阻断,Q1-字段缺口有候选待人工核验,再选科目；专业计划数；学费,N0-先双人核PDF原页冲突,H0-PDFOCR与高校辅证冲突,R0-PDFOCR与高校辅证存在冲突,O0-PDFOCR与高校辅证冲突,S1-有高校辅证线索或自动官网任务，待私有辅证记录,C0-PDFOCR与高校辅证冲突，必须回PDF原页和湖北官方侧,pending_private_three_way_field_confirmation,true,true,true,true,true,B2-已有高校侧结构化或diff线索，待接入到事实项,true,4,4,0,L3-已有湖北物理结构化或候选diff线索,next20；c4c6_reuse；c4c6_diff,F0-已有结构化或候选diff线索,HTML/招生系统入口,R0-已有公开来源文件或URL留存,P0-冲突优先回PDF原页和湖北官方侧,整理计划数冲突线索，回第19期PDF原页和湖北官方侧逐项核验。,b35ee20eafbd4930,,,,,80,0,80,60,0,32,28,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,not_final；field_backlink_queue_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
W0B0FIELDLINK-0d40ed6f2ba93f38,data/working/issue19-w0-b0-school-source-bridge-public-ledger.csv,data/working/issue19-first-closure-field-verification-status-public-ledger.csv,data/working/issue19-first-closure-fact-progress-public-ledger.csv,data/working/issue19-first-closure-verification-result-public-ledger.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-structured-ingestion-candidates-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_w0_b0_school_source_field_backlink_queue,W0/B0字段事实×高校源double check回接队列,字段事实×院校代码×高校侧证据层级,false,false,false,false,false,false,false,false,43,R1-B2冲突字段双人核页前回接高校线索,BACKLINK-02-双人复核冲突优先,把高校侧结构化或diff线索接到字段事实项，供双人回看PDF原页和湖北官方侧时定位冲突。,W0B0SCHOOL-265d04db379e17be,FIRSTFIELDSTATUS-6f952871dbfc9837,FCFACTPROG-0d40ed6f2ba93f38,FIRSTRESULT-a71e7df11a52e713,FIRSTSCOPE-fba377634987d37a,FIRSTDETAIL-a54f685382d6b1c6,199-left,199,left,H945,南宁学院,字段事实,字段事实-再选科目,第一闭环任务×字段,再选科目,K1-字段缺口有候选待PDF原页和官方核验,P1-字段有候选回看原页和官方,L0-三字段缺口优先阻断,Q1-字段缺口有候选待人工核验,再选科目；专业计划数；学费,N0-先双人核PDF原页冲突,H0-PDFOCR与高校辅证冲突,R0-PDFOCR与高校辅证存在冲突,O0-PDFOCR与高校辅证冲突,S1-有高校辅证线索或自动官网任务，待私有辅证记录,C0-PDFOCR与高校辅证冲突，必须回PDF原页和湖北官方侧,pending_private_three_way_field_confirmation,true,true,true,true,true,B2-已有高校侧结构化或diff线索，待接入到事实项,true,4,4,0,L3-已有湖北物理结构化或候选diff线索,next20；c4c6_reuse；c4c6_diff,F0-已有结构化或候选diff线索,HTML/招生系统入口,R0-已有公开来源文件或URL留存,P0-冲突优先回PDF原页和湖北官方侧,整理计划数冲突线索，回第19期PDF原页和湖北官方侧逐项核验。,b35ee20eafbd4930,,,,,80,0,80,60,0,32,28,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,not_final；field_backlink_queue_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
W0B0FIELDLINK-3c59c1bf6040e7f5,data/working/issue19-w0-b0-school-source-bridge-public-ledger.csv,data/working/issue19-first-closure-field-verification-status-public-ledger.csv,data/working/issue19-first-closure-fact-progress-public-ledger.csv,data/working/issue19-first-closure-verification-result-public-ledger.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-structured-ingestion-candidates-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_w0_b0_school_source_field_backlink_queue,W0/B0字段事实×高校源double check回接队列,字段事实×院校代码×高校侧证据层级,false,false,false,false,false,false,false,false,44,R1-B2冲突字段双人核页前回接高校线索,BACKLINK-02-双人复核冲突优先,把高校侧结构化或diff线索接到字段事实项，供双人回看PDF原页和湖北官方侧时定位冲突。,W0B0SCHOOL-577f8b6dadf58cca,FIRSTFIELDSTATUS-daffa7406e09e953,FCFACTPROG-3c59c1bf6040e7f5,FIRSTRESULT-a71e7df11a52e713,FIRSTSCOPE-dd75500b48f35225,FIRSTDETAIL-a54f685382d6b1c6,199-left,199,left,H945,南宁学院,字段事实,字段事实-学费,第一闭环任务×字段,学费,K1-字段缺口有候选待PDF原页和官方核验,P1-字段有候选回看原页和官方,L0-三字段缺口优先阻断,Q1-字段缺口有候选待人工核验,再选科目；专业计划数；学费,N0-先双人核PDF原页冲突,H0-PDFOCR与高校辅证冲突,R0-PDFOCR与高校辅证存在冲突,O0-PDFOCR与高校辅证冲突,S1-有高校辅证线索或自动官网任务，待私有辅证记录,C0-PDFOCR与高校辅证冲突，必须回PDF原页和湖北官方侧,pending_private_three_way_field_confirmation,true,true,true,true,true,B2-已有高校侧结构化或diff线索，待接入到事实项,true,4,4,0,L3-已有湖北物理结构化或候选diff线索,next20；c4c6_reuse；c4c6_diff,F0-已有结构化或候选diff线索,HTML/招生系统入口,R0-已有公开来源文件或URL留存,P0-冲突优先回PDF原页和湖北官方侧,整理计划数冲突线索，回第19期PDF原页和湖北官方侧逐项核验。,b35ee20eafbd4930,,,,,80,0,80,60,0,32,28,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,not_final；field_backlink_queue_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
