G0冲突字段补证缺口任务公开账本ID,来源G0冲突字段补证闭环结果公开账本,来源G0冲突字段补证闭环结果页列汇总,来源G0冲突字段补证闭环结果摘要,来源期号,来源PDF_SHA256,生成日期,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,是否允许进入私有写回评审,缺口任务序号,证据通道序号,证据通道,证据通道类型,证据通道执行层级,证据缺口任务状态,是否当前可并行执行,当前通道状态,当前阻断桶,G0冲突字段补证闭环结果公开账本ID,G0冲突字段补证执行项公开账本ID,G0冲突字段补证执行包公开账本ID,G0冲突字段准出门禁公开账本ID,G0冲突字段复核Overlay公开账本ID,G0冲突动作包闭环工作台ID,高校源字段回接队列ID,W0B0执行预填明细公开审计ID,第一闭环事实范围缺口公开账本ID,第一闭环字段事实公开账本ID,第一闭环字段核验状态ID,稳定基座第一闭环明细任务ID,页码版面键,来源页码,版面列,专业行ID,专业组出现ID,院校代码,事实域,事实类型,字段名,补证执行优先级,补证执行泳道,回接泳道,回接批次,字段事实状态,字段核验优先级,PDFOCR与高校辅证关系桶,是否有PDFOCR提示,是否有高校辅证线索,是否存在PDFOCR与高校冲突,是否需要人工直接看图,是否需要双人复核,PDF原页记录缺口,湖北官方记录缺口,高校辅证记录缺口,冲突处理缺口,双人复核缺口,三方一致性缺口,字段确认缺口,写回评审缺口,必要证据缺口数,私有字段复核记录证据编号,私有字段复核记录SHA256,私有页列CSV证据编号,私有页列CSV_SHA256,私有核页HTML证据编号,私有核页HTML_SHA256,当前私有页列CSV记录SHA256,下一步缺口处理动作,公开安全策略
G0FIELDGAPTASK-935ba01666d0c03e,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-page-summary.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-summary.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_evidence_gap_tasks_v1,G0冲突字段补证缺口任务,字段事实×证据缺口通道,false,false,false,false,false,false,false,false,false,296,04,冲突处理,冲突解释和处理,E3-冲突处理,blocked_until_primary_evidence_present,false,pending_conflict_resolution,G3-冲突未处理,G0FIELDCLOSURE-7433070e6f5e5fe1,G0FIELDEXECITEM-33283ba227234c2a,G0FIELDEXECPACKET-4697a3731544bca9,G0FIELDGATE-0aa5805196fe1422,G0FIELDPUB-e13a2dfe4fd11608,FCG0PKGCLOSE-b037afca4c680852,W0B0FIELDLINK-5e70ecb53eaa3884,W0B0EXEITEM-b5194eded268a94c,FIRSTSCOPE-2f98d06dc6ca0cbb,FIRSTFACT-3e6d1c4b1133b772,FIRSTFIELDSTATUS-37211c400a23c292,FIRSTDETAIL-d3b4542d9cf04623,135-left,135,left,M-e61c577465bca697,G-158e8a85ddd262f3,F902,字段事实,字段事实-学费,学费,P0-含双人复核缺口页列,R0-冲突字段双人核页优先,R1-B2冲突字段双人核页前回接高校线索,BACKLINK-02-双人复核冲突优先,K1-字段缺口有候选待PDF原页和官方核验,P1-字段有候选回看原页和官方,R0-PDFOCR与高校辅证存在冲突,true,true,true,true,true,true,true,true,true,true,true,true,true,8,G0FIELD-PRIVATE-G0FIELDPRIV-c399534abe2a791e,83e6acfd56dfa17740a15a11f532c5ea2416a437613f2544124e9a99d2bc39ab,G0FIELD-PRIVATE-PAGE-135-left,fa4d3b444c96256099092de2608f255bb2fa11de39fcb413a7c9c4a78489ce65,FIRST-CLOSURE-REVIEW-HTML-135-left,31f6b15770ceec253c9ed1b8b1ca1324b255b21d36302715cbf1d1c8e4bbd97b,4b1985d9d81ec26b3c3c333d68f968f7aa87ad83283dcdd94c8131b0e84e3a22,在PDF原页、湖北官方侧和高校辅证记录齐备后处理冲突方向。,公开层只保存ID、状态、计数、证据编号和SHA；不公开具体核验内容、识别内容、字段记录、人工内容或本地位置。
G0FIELDGAPTASK-7022b44be7cd33ba,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-page-summary.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-summary.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_evidence_gap_tasks_v1,G0冲突字段补证缺口任务,字段事实×证据缺口通道,false,false,false,false,false,false,false,false,false,297,05,双人复核,双人复核,E3-双人复核,pending_double_review,true,pending_double_review,G4-双人复核未完成,G0FIELDCLOSURE-7433070e6f5e5fe1,G0FIELDEXECITEM-33283ba227234c2a,G0FIELDEXECPACKET-4697a3731544bca9,G0FIELDGATE-0aa5805196fe1422,G0FIELDPUB-e13a2dfe4fd11608,FCG0PKGCLOSE-b037afca4c680852,W0B0FIELDLINK-5e70ecb53eaa3884,W0B0EXEITEM-b5194eded268a94c,FIRSTSCOPE-2f98d06dc6ca0cbb,FIRSTFACT-3e6d1c4b1133b772,FIRSTFIELDSTATUS-37211c400a23c292,FIRSTDETAIL-d3b4542d9cf04623,135-left,135,left,M-e61c577465bca697,G-158e8a85ddd262f3,F902,字段事实,字段事实-学费,学费,P0-含双人复核缺口页列,R0-冲突字段双人核页优先,R1-B2冲突字段双人核页前回接高校线索,BACKLINK-02-双人复核冲突优先,K1-字段缺口有候选待PDF原页和官方核验,P1-字段有候选回看原页和官方,R0-PDFOCR与高校辅证存在冲突,true,true,true,true,true,true,true,true,true,true,true,true,true,8,G0FIELD-PRIVATE-G0FIELDPRIV-c399534abe2a791e,83e6acfd56dfa17740a15a11f532c5ea2416a437613f2544124e9a99d2bc39ab,G0FIELD-PRIVATE-PAGE-135-left,fa4d3b444c96256099092de2608f255bb2fa11de39fcb413a7c9c4a78489ce65,FIRST-CLOSURE-REVIEW-HTML-135-left,31f6b15770ceec253c9ed1b8b1ca1324b255b21d36302715cbf1d1c8e4bbd97b,4b1985d9d81ec26b3c3c333d68f968f7aa87ad83283dcdd94c8131b0e84e3a22,需要双人复核的字段先完成A/B复核和一致性结论；未完成前不得写回。,公开层只保存ID、状态、计数、证据编号和SHA；不公开具体核验内容、识别内容、字段记录、人工内容或本地位置。
G0FIELDGAPTASK-9a931d3efd87b0a4,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-page-summary.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-summary.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_evidence_gap_tasks_v1,G0冲突字段补证缺口任务,字段事实×证据缺口通道,false,false,false,false,false,false,false,false,false,298,06,三方一致性闭环,PDF/湖北官方/高校辅证三方闭环,E4-三方一致性闭环,blocked_until_primary_evidence_present,false,blocked_missing_pdf,G5-三方一致性未闭环,G0FIELDCLOSURE-7433070e6f5e5fe1,G0FIELDEXECITEM-33283ba227234c2a,G0FIELDEXECPACKET-4697a3731544bca9,G0FIELDGATE-0aa5805196fe1422,G0FIELDPUB-e13a2dfe4fd11608,FCG0PKGCLOSE-b037afca4c680852,W0B0FIELDLINK-5e70ecb53eaa3884,W0B0EXEITEM-b5194eded268a94c,FIRSTSCOPE-2f98d06dc6ca0cbb,FIRSTFACT-3e6d1c4b1133b772,FIRSTFIELDSTATUS-37211c400a23c292,FIRSTDETAIL-d3b4542d9cf04623,135-left,135,left,M-e61c577465bca697,G-158e8a85ddd262f3,F902,字段事实,字段事实-学费,学费,P0-含双人复核缺口页列,R0-冲突字段双人核页优先,R1-B2冲突字段双人核页前回接高校线索,BACKLINK-02-双人复核冲突优先,K1-字段缺口有候选待PDF原页和官方核验,P1-字段有候选回看原页和官方,R0-PDFOCR与高校辅证存在冲突,true,true,true,true,true,true,true,true,true,true,true,true,true,8,G0FIELD-PRIVATE-G0FIELDPRIV-c399534abe2a791e,83e6acfd56dfa17740a15a11f532c5ea2416a437613f2544124e9a99d2bc39ab,G0FIELD-PRIVATE-PAGE-135-left,fa4d3b444c96256099092de2608f255bb2fa11de39fcb413a7c9c4a78489ce65,FIRST-CLOSURE-REVIEW-HTML-135-left,31f6b15770ceec253c9ed1b8b1ca1324b255b21d36302715cbf1d1c8e4bbd97b,4b1985d9d81ec26b3c3c333d68f968f7aa87ad83283dcdd94c8131b0e84e3a22,等待PDF原页、湖北官方侧、高校辅证和必要双人复核后再做三方一致性闭环。,公开层只保存ID、状态、计数、证据编号和SHA；不公开具体核验内容、识别内容、字段记录、人工内容或本地位置。
G0FIELDGAPTASK-a5ccdcd7ad3428e0,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-page-summary.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-summary.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_evidence_gap_tasks_v1,G0冲突字段补证缺口任务,字段事实×证据缺口通道,false,false,false,false,false,false,false,false,false,299,07,字段确认,字段确认,E5-字段确认,blocked_until_three_way_closure,false,blocked,G6-字段确认未填写,G0FIELDCLOSURE-7433070e6f5e5fe1,G0FIELDEXECITEM-33283ba227234c2a,G0FIELDEXECPACKET-4697a3731544bca9,G0FIELDGATE-0aa5805196fe1422,G0FIELDPUB-e13a2dfe4fd11608,FCG0PKGCLOSE-b037afca4c680852,W0B0FIELDLINK-5e70ecb53eaa3884,W0B0EXEITEM-b5194eded268a94c,FIRSTSCOPE-2f98d06dc6ca0cbb,FIRSTFACT-3e6d1c4b1133b772,FIRSTFIELDSTATUS-37211c400a23c292,FIRSTDETAIL-d3b4542d9cf04623,135-left,135,left,M-e61c577465bca697,G-158e8a85ddd262f3,F902,字段事实,字段事实-学费,学费,P0-含双人复核缺口页列,R0-冲突字段双人核页优先,R1-B2冲突字段双人核页前回接高校线索,BACKLINK-02-双人复核冲突优先,K1-字段缺口有候选待PDF原页和官方核验,P1-字段有候选回看原页和官方,R0-PDFOCR与高校辅证存在冲突,true,true,true,true,true,true,true,true,true,true,true,true,true,8,G0FIELD-PRIVATE-G0FIELDPRIV-c399534abe2a791e,83e6acfd56dfa17740a15a11f532c5ea2416a437613f2544124e9a99d2bc39ab,G0FIELD-PRIVATE-PAGE-135-left,fa4d3b444c96256099092de2608f255bb2fa11de39fcb413a7c9c4a78489ce65,FIRST-CLOSURE-REVIEW-HTML-135-left,31f6b15770ceec253c9ed1b8b1ca1324b255b21d36302715cbf1d1c8e4bbd97b,4b1985d9d81ec26b3c3c333d68f968f7aa87ad83283dcdd94c8131b0e84e3a22,三方闭环后在私有材料中填写字段确认；公开层仍不保存字段记录。,公开层只保存ID、状态、计数、证据编号和SHA；不公开具体核验内容、识别内容、字段记录、人工内容或本地位置。
G0FIELDGAPTASK-596baab491d38e98,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-page-summary.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-summary.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_evidence_gap_tasks_v1,G0冲突字段补证缺口任务,字段事实×证据缺口通道,false,false,false,false,false,false,false,false,false,300,08,写回评审,字段写回评审,E6-写回评审,blocked_until_field_confirmation,false,blocked_until_required_evidence_closed,G7-写回评审建议未填写,G0FIELDCLOSURE-7433070e6f5e5fe1,G0FIELDEXECITEM-33283ba227234c2a,G0FIELDEXECPACKET-4697a3731544bca9,G0FIELDGATE-0aa5805196fe1422,G0FIELDPUB-e13a2dfe4fd11608,FCG0PKGCLOSE-b037afca4c680852,W0B0FIELDLINK-5e70ecb53eaa3884,W0B0EXEITEM-b5194eded268a94c,FIRSTSCOPE-2f98d06dc6ca0cbb,FIRSTFACT-3e6d1c4b1133b772,FIRSTFIELDSTATUS-37211c400a23c292,FIRSTDETAIL-d3b4542d9cf04623,135-left,135,left,M-e61c577465bca697,G-158e8a85ddd262f3,F902,字段事实,字段事实-学费,学费,P0-含双人复核缺口页列,R0-冲突字段双人核页优先,R1-B2冲突字段双人核页前回接高校线索,BACKLINK-02-双人复核冲突优先,K1-字段缺口有候选待PDF原页和官方核验,P1-字段有候选回看原页和官方,R0-PDFOCR与高校辅证存在冲突,true,true,true,true,true,true,true,true,true,true,true,true,true,8,G0FIELD-PRIVATE-G0FIELDPRIV-c399534abe2a791e,83e6acfd56dfa17740a15a11f532c5ea2416a437613f2544124e9a99d2bc39ab,G0FIELD-PRIVATE-PAGE-135-left,fa4d3b444c96256099092de2608f255bb2fa11de39fcb413a7c9c4a78489ce65,FIRST-CLOSURE-REVIEW-HTML-135-left,31f6b15770ceec253c9ed1b8b1ca1324b255b21d36302715cbf1d1c8e4bbd97b,4b1985d9d81ec26b3c3c333d68f968f7aa87ad83283dcdd94c8131b0e84e3a22,字段确认完成后进入私有写回评审；通过评审前仍不得写回或推荐。,公开层只保存ID、状态、计数、证据编号和SHA；不公开具体核验内容、识别内容、字段记录、人工内容或本地位置。
G0FIELDGAPTASK-9ce5a896e266abff,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-page-summary.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-summary.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_evidence_gap_tasks_v1,G0冲突字段补证缺口任务,字段事实×证据缺口通道,false,false,false,false,false,false,false,false,false,301,01,PDF原页记录,PDF原页核页,E0-PDF原页核页先行,pending_primary_evidence_collection,true,pending_pdf_page_review,G0-缺PDF原页记录,G0FIELDCLOSURE-191ba6d5cf51135b,G0FIELDEXECITEM-d90591acd70c463b,G0FIELDEXECPACKET-69efd78fb158d16d,G0FIELDGATE-2a607aae1457aca6,G0FIELDPUB-cd801359db50d55d,FCG0PKGCLOSE-cf4c8fcc685e9e63,W0B0FIELDLINK-fbd1e63d834cd060,W0B0EXEITEM-d10da10c9bd5b6a4,FIRSTSCOPE-923b26575206b8cb,FIRSTFACT-0920e0ec3372bca5,FIRSTFIELDSTATUS-198f27d5d0d39f36,FIRSTDETAIL-58197f021c0a83a3,137-right,137,right,M-b0f0f795c8848022,G-995f78a388a7f2b5,H002,字段事实,字段事实-专业计划数,专业计划数,P0-含双人复核缺口页列,R0-冲突字段双人核页优先,R1-B2冲突字段双人核页前回接高校线索,BACKLINK-02-双人复核冲突优先,K2-OCR候选存在但三方核验未闭环,P3-OCR齐全字段三方闭环,R0-PDFOCR与高校辅证存在冲突,true,true,true,true,true,true,true,true,true,true,true,true,true,8,G0FIELD-PRIVATE-G0FIELDPRIV-6a4b45b337d71cbd,f1be633c99a2b0fc8ef73a3f5b2f54830705db93d4619608d00b12d587f2373a,G0FIELD-PRIVATE-PAGE-137-right,988d25428cc00ecce3b58105dd1335300409e4edc8b20303ceedb639fa4143ea,FIRST-CLOSURE-REVIEW-HTML-137-right,48cfec58e00b283afc47cb5de9ec3915fedf243d60acae136c44f2d62a125706,12ea11510f186036f3fd4d74a0a8a41710b7507ea2b25135067a9c16c34ff1e0,在本地未公开页列材料中补齐PDF原页记录；未补齐前不得写回字段事实。,公开层只保存ID、状态、计数、证据编号和SHA；不公开具体核验内容、识别内容、字段记录、人工内容或本地位置。
G0FIELDGAPTASK-f4f98fccf40815e1,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-page-summary.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-summary.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_evidence_gap_tasks_v1,G0冲突字段补证缺口任务,字段事实×证据缺口通道,false,false,false,false,false,false,false,false,false,302,02,湖北官方侧记录,湖北官方或省招办计划核验,E1-湖北官方侧核验,pending_primary_evidence_collection,true,pending_hubei_official_plan_review,G1-缺湖北官方记录,G0FIELDCLOSURE-191ba6d5cf51135b,G0FIELDEXECITEM-d90591acd70c463b,G0FIELDEXECPACKET-69efd78fb158d16d,G0FIELDGATE-2a607aae1457aca6,G0FIELDPUB-cd801359db50d55d,FCG0PKGCLOSE-cf4c8fcc685e9e63,W0B0FIELDLINK-fbd1e63d834cd060,W0B0EXEITEM-d10da10c9bd5b6a4,FIRSTSCOPE-923b26575206b8cb,FIRSTFACT-0920e0ec3372bca5,FIRSTFIELDSTATUS-198f27d5d0d39f36,FIRSTDETAIL-58197f021c0a83a3,137-right,137,right,M-b0f0f795c8848022,G-995f78a388a7f2b5,H002,字段事实,字段事实-专业计划数,专业计划数,P0-含双人复核缺口页列,R0-冲突字段双人核页优先,R1-B2冲突字段双人核页前回接高校线索,BACKLINK-02-双人复核冲突优先,K2-OCR候选存在但三方核验未闭环,P3-OCR齐全字段三方闭环,R0-PDFOCR与高校辅证存在冲突,true,true,true,true,true,true,true,true,true,true,true,true,true,8,G0FIELD-PRIVATE-G0FIELDPRIV-6a4b45b337d71cbd,f1be633c99a2b0fc8ef73a3f5b2f54830705db93d4619608d00b12d587f2373a,G0FIELD-PRIVATE-PAGE-137-right,988d25428cc00ecce3b58105dd1335300409e4edc8b20303ceedb639fa4143ea,FIRST-CLOSURE-REVIEW-HTML-137-right,48cfec58e00b283afc47cb5de9ec3915fedf243d60acae136c44f2d62a125706,12ea11510f186036f3fd4d74a0a8a41710b7507ea2b25135067a9c16c34ff1e0,补齐湖北官方系统或省招办计划侧记录；高校官网不得替代湖北官方计划。,公开层只保存ID、状态、计数、证据编号和SHA；不公开具体核验内容、识别内容、字段记录、人工内容或本地位置。
G0FIELDGAPTASK-54977c1494d21526,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-page-summary.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-summary.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_evidence_gap_tasks_v1,G0冲突字段补证缺口任务,字段事实×证据缺口通道,false,false,false,false,false,false,false,false,false,303,03,高校辅证人工核验,高校官网辅证人工核验,E2-高校辅证人工核验,pending_primary_evidence_collection,true,school_source_seed_present_pending_manual_review,G2b-高校辅证种子待人工核验,G0FIELDCLOSURE-191ba6d5cf51135b,G0FIELDEXECITEM-d90591acd70c463b,G0FIELDEXECPACKET-69efd78fb158d16d,G0FIELDGATE-2a607aae1457aca6,G0FIELDPUB-cd801359db50d55d,FCG0PKGCLOSE-cf4c8fcc685e9e63,W0B0FIELDLINK-fbd1e63d834cd060,W0B0EXEITEM-d10da10c9bd5b6a4,FIRSTSCOPE-923b26575206b8cb,FIRSTFACT-0920e0ec3372bca5,FIRSTFIELDSTATUS-198f27d5d0d39f36,FIRSTDETAIL-58197f021c0a83a3,137-right,137,right,M-b0f0f795c8848022,G-995f78a388a7f2b5,H002,字段事实,字段事实-专业计划数,专业计划数,P0-含双人复核缺口页列,R0-冲突字段双人核页优先,R1-B2冲突字段双人核页前回接高校线索,BACKLINK-02-双人复核冲突优先,K2-OCR候选存在但三方核验未闭环,P3-OCR齐全字段三方闭环,R0-PDFOCR与高校辅证存在冲突,true,true,true,true,true,true,true,true,true,true,true,true,true,8,G0FIELD-PRIVATE-G0FIELDPRIV-6a4b45b337d71cbd,f1be633c99a2b0fc8ef73a3f5b2f54830705db93d4619608d00b12d587f2373a,G0FIELD-PRIVATE-PAGE-137-right,988d25428cc00ecce3b58105dd1335300409e4edc8b20303ceedb639fa4143ea,FIRST-CLOSURE-REVIEW-HTML-137-right,48cfec58e00b283afc47cb5de9ec3915fedf243d60acae136c44f2d62a125706,12ea11510f186036f3fd4d74a0a8a41710b7507ea2b25135067a9c16c34ff1e0,把高校侧线索人工核验为证据记录；仅作double check，不替代湖北官方计划。,公开层只保存ID、状态、计数、证据编号和SHA；不公开具体核验内容、识别内容、字段记录、人工内容或本地位置。
G0FIELDGAPTASK-5a53dd2114e06fef,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-page-summary.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-summary.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_evidence_gap_tasks_v1,G0冲突字段补证缺口任务,字段事实×证据缺口通道,false,false,false,false,false,false,false,false,false,304,04,冲突处理,冲突解释和处理,E3-冲突处理,blocked_until_primary_evidence_present,false,pending_conflict_resolution,G3-冲突未处理,G0FIELDCLOSURE-191ba6d5cf51135b,G0FIELDEXECITEM-d90591acd70c463b,G0FIELDEXECPACKET-69efd78fb158d16d,G0FIELDGATE-2a607aae1457aca6,G0FIELDPUB-cd801359db50d55d,FCG0PKGCLOSE-cf4c8fcc685e9e63,W0B0FIELDLINK-fbd1e63d834cd060,W0B0EXEITEM-d10da10c9bd5b6a4,FIRSTSCOPE-923b26575206b8cb,FIRSTFACT-0920e0ec3372bca5,FIRSTFIELDSTATUS-198f27d5d0d39f36,FIRSTDETAIL-58197f021c0a83a3,137-right,137,right,M-b0f0f795c8848022,G-995f78a388a7f2b5,H002,字段事实,字段事实-专业计划数,专业计划数,P0-含双人复核缺口页列,R0-冲突字段双人核页优先,R1-B2冲突字段双人核页前回接高校线索,BACKLINK-02-双人复核冲突优先,K2-OCR候选存在但三方核验未闭环,P3-OCR齐全字段三方闭环,R0-PDFOCR与高校辅证存在冲突,true,true,true,true,true,true,true,true,true,true,true,true,true,8,G0FIELD-PRIVATE-G0FIELDPRIV-6a4b45b337d71cbd,f1be633c99a2b0fc8ef73a3f5b2f54830705db93d4619608d00b12d587f2373a,G0FIELD-PRIVATE-PAGE-137-right,988d25428cc00ecce3b58105dd1335300409e4edc8b20303ceedb639fa4143ea,FIRST-CLOSURE-REVIEW-HTML-137-right,48cfec58e00b283afc47cb5de9ec3915fedf243d60acae136c44f2d62a125706,12ea11510f186036f3fd4d74a0a8a41710b7507ea2b25135067a9c16c34ff1e0,在PDF原页、湖北官方侧和高校辅证记录齐备后处理冲突方向。,公开层只保存ID、状态、计数、证据编号和SHA；不公开具体核验内容、识别内容、字段记录、人工内容或本地位置。
G0FIELDGAPTASK-39bc55836d831db1,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-page-summary.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-summary.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_evidence_gap_tasks_v1,G0冲突字段补证缺口任务,字段事实×证据缺口通道,false,false,false,false,false,false,false,false,false,305,05,双人复核,双人复核,E3-双人复核,pending_double_review,true,pending_double_review,G4-双人复核未完成,G0FIELDCLOSURE-191ba6d5cf51135b,G0FIELDEXECITEM-d90591acd70c463b,G0FIELDEXECPACKET-69efd78fb158d16d,G0FIELDGATE-2a607aae1457aca6,G0FIELDPUB-cd801359db50d55d,FCG0PKGCLOSE-cf4c8fcc685e9e63,W0B0FIELDLINK-fbd1e63d834cd060,W0B0EXEITEM-d10da10c9bd5b6a4,FIRSTSCOPE-923b26575206b8cb,FIRSTFACT-0920e0ec3372bca5,FIRSTFIELDSTATUS-198f27d5d0d39f36,FIRSTDETAIL-58197f021c0a83a3,137-right,137,right,M-b0f0f795c8848022,G-995f78a388a7f2b5,H002,字段事实,字段事实-专业计划数,专业计划数,P0-含双人复核缺口页列,R0-冲突字段双人核页优先,R1-B2冲突字段双人核页前回接高校线索,BACKLINK-02-双人复核冲突优先,K2-OCR候选存在但三方核验未闭环,P3-OCR齐全字段三方闭环,R0-PDFOCR与高校辅证存在冲突,true,true,true,true,true,true,true,true,true,true,true,true,true,8,G0FIELD-PRIVATE-G0FIELDPRIV-6a4b45b337d71cbd,f1be633c99a2b0fc8ef73a3f5b2f54830705db93d4619608d00b12d587f2373a,G0FIELD-PRIVATE-PAGE-137-right,988d25428cc00ecce3b58105dd1335300409e4edc8b20303ceedb639fa4143ea,FIRST-CLOSURE-REVIEW-HTML-137-right,48cfec58e00b283afc47cb5de9ec3915fedf243d60acae136c44f2d62a125706,12ea11510f186036f3fd4d74a0a8a41710b7507ea2b25135067a9c16c34ff1e0,需要双人复核的字段先完成A/B复核和一致性结论；未完成前不得写回。,公开层只保存ID、状态、计数、证据编号和SHA；不公开具体核验内容、识别内容、字段记录、人工内容或本地位置。
