G0字段W0W1可执行通道项ID,来源G0字段闭环进度表,来源G0字段补证缺口任务,来源G0字段W0W1开核执行清单,来源G0字段W0W1主动工作板,来源第一闭环证据仲裁总视图,来源期号,来源PDF_SHA256,生成日期,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,是否允许进入私有写回评审,执行项序号,证据通道序号,证据通道,证据通道类型,证据通道执行层级,当前执行波次,当前证据动作组,通道执行优先级,G0冲突字段补证缺口任务公开账本ID,G0字段闭环进度ID,G0冲突字段W0W1开核执行清单ID,第一闭环事实范围缺口公开账本ID,第一闭环字段事实公开账本ID,第一闭环字段核验状态ID,稳定基座第一闭环明细任务ID,页码版面键,来源页码,版面列,专业行ID,专业组出现ID,院校代码,事实域,事实类型,字段名,字段事实状态,候选分层桶,闭环准出阶段,证据缺口任务状态,是否当前可并行执行,当前通道状态,当前阻断桶,PDF原页记录状态,湖北官方记录状态,高校辅证人工核验状态,冲突处理状态,双人复核状态,三方一致性闭环状态,字段确认状态,写回评审状态,必要证据缺口数,字段剩余缺口通道数,高校源可DoubleCheck提示,结构化接入候选数,通道回填状态,解除阻断条件,下一步执行动作,来源缺口任务记录SHA256,来源字段进度记录SHA256,来源开核执行包SHA256,公开安全策略
G0-W0W1-ACTION-ITEM-a00d4bdd12bed748,data/working/issue19-first-closure-g0-field-closure-progress-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-review-launch-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-active-workboard-v1-public-ledger.csv,data/working/issue19-first-closure-evidence-adjudication-board-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_field_w0_w1_action_items_v1,G0字段事实×W0W1证据通道,当前可并行执行证据通道项,false,false,false,false,false,false,false,false,false,131,05,双人复核,双人复核,E3-双人复核,W1-双人复核,A3-冲突字段双人复核,04-双人复核,G0FIELDGAPTASK-5967717774c1d374,G0-FIELD-PROGRESS-1d7d49bfbf383139,G0W0W1LAUNCH-8a108a97c8ea05ef,FIRSTSCOPE-e421b5e74982f10d,FIRSTFACT-2605da34f44b68d8,FIRSTFIELDSTATUS-8a06e533823429aa,FIRSTDETAIL-28da3744d1bbd3b1,135-left,135,left,M-7af5985c525e29ba,G-158e8a85ddd262f3,F902,字段事实,字段事实-学费,学费,K1-字段缺口有候选待PDF原页和官方核验,C3-仅高校辅证候选需核原页,F1-高校线索回PDF原页,pending_double_review,true,pending_double_review,G4-双人复核未完成,pending_pdf_page_review,pending_hubei_official_plan_review,school_source_seed_present_pending_manual_review,pending_conflict_resolution,pending_double_review,blocked_missing_pdf,blocked,blocked_until_required_evidence_closed,8,8,true,0,pending_private_evidence_record,完成双人复核记录，冲突字段才能进入三方闭环。,对冲突字段做第二人复核，复核后再三方闭环。,027bffa42b9de33991b718d274c53ee3df57954454a064a727f57bfcb622184e,20b77c67bd6ece67b04d93aa27ff2d7f14c3858c52818a98780b8187db6b311d,86e30848dd83335af76380c0cf758a2b1164ec651d9a856c7b58993eca770de7,只公开可执行通道、状态、ID和SHA；不公开敏感明细、字段记录或最终志愿建议。
G0-W0W1-ACTION-ITEM-93865f32a39706c1,data/working/issue19-first-closure-g0-field-closure-progress-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-review-launch-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-active-workboard-v1-public-ledger.csv,data/working/issue19-first-closure-evidence-adjudication-board-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_field_w0_w1_action_items_v1,G0字段事实×W0W1证据通道,当前可并行执行证据通道项,false,false,false,false,false,false,false,false,false,132,05,双人复核,双人复核,E3-双人复核,W1-双人复核,A3-冲突字段双人复核,04-双人复核,G0FIELDGAPTASK-88bb64155b2cd100,G0-FIELD-PROGRESS-2f12514f7baef6ee,G0W0W1LAUNCH-8a108a97c8ea05ef,FIRSTSCOPE-7318dcdb8cb04b0f,FIRSTFACT-6f3131a4f2572718,FIRSTFIELDSTATUS-76e0e402f88516af,FIRSTDETAIL-726fddd63013332a,135-left,135,left,M-78343e2534bdcb7c,G-158e8a85ddd262f3,F902,字段事实,字段事实-专业计划数,专业计划数,K1-字段缺口有候选待PDF原页和官方核验,C0-双侧候选冲突优先核,F0-先补PDF原页并处理冲突,pending_double_review,true,pending_double_review,G4-双人复核未完成,pending_pdf_page_review,pending_hubei_official_plan_review,school_source_seed_present_pending_manual_review,pending_conflict_resolution,pending_double_review,blocked_missing_pdf,blocked,blocked_until_required_evidence_closed,8,8,true,0,pending_private_evidence_record,完成双人复核记录，冲突字段才能进入三方闭环。,对冲突字段做第二人复核，复核后再三方闭环。,0ed85ac6ed7399cceb21a2ffdff33427df85240f915d94ef7a2be5d42d53035e,884a8014a4407fe6a5e1d26f03f9186dafb0053fb7841814b0b59eead085409c,86e30848dd83335af76380c0cf758a2b1164ec651d9a856c7b58993eca770de7,只公开可执行通道、状态、ID和SHA；不公开敏感明细、字段记录或最终志愿建议。
G0-W0W1-ACTION-ITEM-01ba338b47cf2359,data/working/issue19-first-closure-g0-field-closure-progress-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-review-launch-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-active-workboard-v1-public-ledger.csv,data/working/issue19-first-closure-evidence-adjudication-board-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_field_w0_w1_action_items_v1,G0字段事实×W0W1证据通道,当前可并行执行证据通道项,false,false,false,false,false,false,false,false,false,133,05,双人复核,双人复核,E3-双人复核,W1-双人复核,A3-冲突字段双人复核,04-双人复核,G0FIELDGAPTASK-2e9a38e5a74aa6f4,G0-FIELD-PROGRESS-ffd93fca490def04,G0W0W1LAUNCH-8a108a97c8ea05ef,FIRSTSCOPE-19bf840a793e0d77,FIRSTFACT-e464c6d5d469f51a,FIRSTFIELDSTATUS-86374d79f2894a41,FIRSTDETAIL-726fddd63013332a,135-left,135,left,M-78343e2534bdcb7c,G-158e8a85ddd262f3,F902,字段事实,字段事实-学费,学费,K2-OCR候选存在但三方核验未闭环,C1-双侧候选一致但仍待核,F3-补PDF原页基础记录,pending_double_review,true,pending_double_review,G4-双人复核未完成,pending_pdf_page_review,pending_hubei_official_plan_review,school_source_seed_present_pending_manual_review,pending_conflict_resolution,pending_double_review,blocked_missing_pdf,blocked,blocked_until_required_evidence_closed,8,8,true,0,pending_private_evidence_record,完成双人复核记录，冲突字段才能进入三方闭环。,对冲突字段做第二人复核，复核后再三方闭环。,3d96897b895d76e31f162fa9e4243f9f58e7e03122317cb793ceba690a2fcc6c,cf118d63a7f37f05ac1a2878b9a0e2d3dedb35da946fd6c3ad8026c3087b7641,86e30848dd83335af76380c0cf758a2b1164ec651d9a856c7b58993eca770de7,只公开可执行通道、状态、ID和SHA；不公开敏感明细、字段记录或最终志愿建议。
G0-W0W1-ACTION-ITEM-2ce4270ca2ee83dc,data/working/issue19-first-closure-g0-field-closure-progress-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-review-launch-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-active-workboard-v1-public-ledger.csv,data/working/issue19-first-closure-evidence-adjudication-board-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_field_w0_w1_action_items_v1,G0字段事实×W0W1证据通道,当前可并行执行证据通道项,false,false,false,false,false,false,false,false,false,134,05,双人复核,双人复核,E3-双人复核,W1-双人复核,A3-冲突字段双人复核,04-双人复核,G0FIELDGAPTASK-b444bc38e3dedc45,G0-FIELD-PROGRESS-04f3cf8737938f97,G0W0W1LAUNCH-8a108a97c8ea05ef,FIRSTSCOPE-4c83bf09deca4cca,FIRSTFACT-7ec9b4ddb7b1a37d,FIRSTFIELDSTATUS-dbc7c678f05868f1,FIRSTDETAIL-9008da4b792e2d9c,135-left,135,left,M-dc3b57515c994b61,G-158e8a85ddd262f3,F902,字段事实,字段事实-专业计划数,专业计划数,K1-字段缺口有候选待PDF原页和官方核验,C0-双侧候选冲突优先核,F0-先补PDF原页并处理冲突,pending_double_review,true,pending_double_review,G4-双人复核未完成,pending_pdf_page_review,pending_hubei_official_plan_review,school_source_seed_present_pending_manual_review,pending_conflict_resolution,pending_double_review,blocked_missing_pdf,blocked,blocked_until_required_evidence_closed,8,8,true,0,pending_private_evidence_record,完成双人复核记录，冲突字段才能进入三方闭环。,对冲突字段做第二人复核，复核后再三方闭环。,746293909367fa25c40260af10261191d7fe002da452a9459929fce06940e8f1,59b3a2b6fdc57e342b98817572d35e6fd95f48753436c80694e41f2a128abb77,86e30848dd83335af76380c0cf758a2b1164ec651d9a856c7b58993eca770de7,只公开可执行通道、状态、ID和SHA；不公开敏感明细、字段记录或最终志愿建议。
G0-W0W1-ACTION-ITEM-72a0799f6418adf0,data/working/issue19-first-closure-g0-field-closure-progress-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-review-launch-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-active-workboard-v1-public-ledger.csv,data/working/issue19-first-closure-evidence-adjudication-board-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_field_w0_w1_action_items_v1,G0字段事实×W0W1证据通道,当前可并行执行证据通道项,false,false,false,false,false,false,false,false,false,135,05,双人复核,双人复核,E3-双人复核,W1-双人复核,A3-冲突字段双人复核,04-双人复核,G0FIELDGAPTASK-1ef058aaa3f1276e,G0-FIELD-PROGRESS-ba3417dd1e4c8739,G0W0W1LAUNCH-8a108a97c8ea05ef,FIRSTSCOPE-d0d93c06a3d045c2,FIRSTFACT-af2aa366b08c0ed2,FIRSTFIELDSTATUS-1cdd1e2e0718932d,FIRSTDETAIL-9008da4b792e2d9c,135-left,135,left,M-dc3b57515c994b61,G-158e8a85ddd262f3,F902,字段事实,字段事实-再选科目,再选科目,K2-OCR候选存在但三方核验未闭环,C2-仅PDFOCR候选需补辅证,F2-PDFOCR候选需补辅证并核原页,pending_double_review,true,pending_double_review,G4-双人复核未完成,pending_pdf_page_review,pending_hubei_official_plan_review,school_source_pending,pending_conflict_resolution,pending_double_review,blocked_missing_pdf,blocked,blocked_until_required_evidence_closed,8,8,true,0,pending_private_evidence_record,完成双人复核记录，冲突字段才能进入三方闭环。,对冲突字段做第二人复核，复核后再三方闭环。,f304fbf19756d4ae4d0038b253d6fe935bd49d12a9071a699ca92bf695b9d8f1,e7ec0a6d916844d33841311b9b682940c7950ef5eb72eeef6f3b95372017cb7d,86e30848dd83335af76380c0cf758a2b1164ec651d9a856c7b58993eca770de7,只公开可执行通道、状态、ID和SHA；不公开敏感明细、字段记录或最终志愿建议。
G0-W0W1-ACTION-ITEM-c314d4329b9497dd,data/working/issue19-first-closure-g0-field-closure-progress-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-review-launch-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-active-workboard-v1-public-ledger.csv,data/working/issue19-first-closure-evidence-adjudication-board-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_field_w0_w1_action_items_v1,G0字段事实×W0W1证据通道,当前可并行执行证据通道项,false,false,false,false,false,false,false,false,false,136,05,双人复核,双人复核,E3-双人复核,W1-双人复核,A3-冲突字段双人复核,04-双人复核,G0FIELDGAPTASK-a6d6c2f51c3ea8e6,G0-FIELD-PROGRESS-cff59b2bb675f389,G0W0W1LAUNCH-8a108a97c8ea05ef,FIRSTSCOPE-6131c40aa17e5a22,FIRSTFACT-edb4b689d4bf25c0,FIRSTFIELDSTATUS-df63d94b8b1fdf42,FIRSTDETAIL-9008da4b792e2d9c,135-left,135,left,M-dc3b57515c994b61,G-158e8a85ddd262f3,F902,字段事实,字段事实-学费,学费,K1-字段缺口有候选待PDF原页和官方核验,C3-仅高校辅证候选需核原页,F1-高校线索回PDF原页,pending_double_review,true,pending_double_review,G4-双人复核未完成,pending_pdf_page_review,pending_hubei_official_plan_review,school_source_seed_present_pending_manual_review,pending_conflict_resolution,pending_double_review,blocked_missing_pdf,blocked,blocked_until_required_evidence_closed,8,8,true,0,pending_private_evidence_record,完成双人复核记录，冲突字段才能进入三方闭环。,对冲突字段做第二人复核，复核后再三方闭环。,4f8d42edb2532205410976108bea8e6c4a2821f6a249b88bdb9d45474e7d3f23,e2837b1a69724d30686faa5df15af10982e26d5bb0f2c54317d019a1186a1f42,86e30848dd83335af76380c0cf758a2b1164ec651d9a856c7b58993eca770de7,只公开可执行通道、状态、ID和SHA；不公开敏感明细、字段记录或最终志愿建议。
G0-W0W1-ACTION-ITEM-052e7958f2b40235,data/working/issue19-first-closure-g0-field-closure-progress-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-review-launch-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-active-workboard-v1-public-ledger.csv,data/working/issue19-first-closure-evidence-adjudication-board-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_field_w0_w1_action_items_v1,G0字段事实×W0W1证据通道,当前可并行执行证据通道项,false,false,false,false,false,false,false,false,false,137,05,双人复核,双人复核,E3-双人复核,W1-双人复核,A3-冲突字段双人复核,04-双人复核,G0FIELDGAPTASK-74bae05239ad79a0,G0-FIELD-PROGRESS-94b8e2a6e9b68efd,G0W0W1LAUNCH-8a108a97c8ea05ef,FIRSTSCOPE-5041b716ac6906b8,FIRSTFACT-52c25588f157bbec,FIRSTFIELDSTATUS-dce0332a82c06c0a,FIRSTDETAIL-98835066fcfb9b8c,135-left,135,left,M-4c1c9015c9d9aef3,G-158e8a85ddd262f3,F902,字段事实,字段事实-专业计划数,专业计划数,K1-字段缺口有候选待PDF原页和官方核验,C0-双侧候选冲突优先核,F0-先补PDF原页并处理冲突,pending_double_review,true,pending_double_review,G4-双人复核未完成,pending_pdf_page_review,pending_hubei_official_plan_review,school_source_seed_present_pending_manual_review,pending_conflict_resolution,pending_double_review,blocked_missing_pdf,blocked,blocked_until_required_evidence_closed,8,8,true,0,pending_private_evidence_record,完成双人复核记录，冲突字段才能进入三方闭环。,对冲突字段做第二人复核，复核后再三方闭环。,04d43157c5085567b602022089324cde1e5c4a2752261d9a1af75c3b004f5313,2a5a3c17609afc9b4f237e9516f19f4d80dc8a4b162e30b11cc50c7db0207def,86e30848dd83335af76380c0cf758a2b1164ec651d9a856c7b58993eca770de7,只公开可执行通道、状态、ID和SHA；不公开敏感明细、字段记录或最终志愿建议。
G0-W0W1-ACTION-ITEM-45db05546338ab40,data/working/issue19-first-closure-g0-field-closure-progress-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-review-launch-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-active-workboard-v1-public-ledger.csv,data/working/issue19-first-closure-evidence-adjudication-board-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_field_w0_w1_action_items_v1,G0字段事实×W0W1证据通道,当前可并行执行证据通道项,false,false,false,false,false,false,false,false,false,138,05,双人复核,双人复核,E3-双人复核,W1-双人复核,A3-冲突字段双人复核,04-双人复核,G0FIELDGAPTASK-343ea28af0299bf9,G0-FIELD-PROGRESS-93cef95d95eb78ec,G0W0W1LAUNCH-8a108a97c8ea05ef,FIRSTSCOPE-f269f651675afee5,FIRSTFACT-8308e13f1a259240,FIRSTFIELDSTATUS-88037f85f828f8bc,FIRSTDETAIL-98835066fcfb9b8c,135-left,135,left,M-4c1c9015c9d9aef3,G-158e8a85ddd262f3,F902,字段事实,字段事实-学费,学费,K1-字段缺口有候选待PDF原页和官方核验,C3-仅高校辅证候选需核原页,F1-高校线索回PDF原页,pending_double_review,true,pending_double_review,G4-双人复核未完成,pending_pdf_page_review,pending_hubei_official_plan_review,school_source_seed_present_pending_manual_review,pending_conflict_resolution,pending_double_review,blocked_missing_pdf,blocked,blocked_until_required_evidence_closed,8,8,true,0,pending_private_evidence_record,完成双人复核记录，冲突字段才能进入三方闭环。,对冲突字段做第二人复核，复核后再三方闭环。,82496ca0fc1a8b76d53c14c504c5657c8de8ef767329a572a10613e78d8e1dbb,943cada6b66fc16417ffa07474b42a054943aa2ba1416706700c6fa2f9a4f914,86e30848dd83335af76380c0cf758a2b1164ec651d9a856c7b58993eca770de7,只公开可执行通道、状态、ID和SHA；不公开敏感明细、字段记录或最终志愿建议。
G0-W0W1-ACTION-ITEM-0ab66509903f3621,data/working/issue19-first-closure-g0-field-closure-progress-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-review-launch-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-active-workboard-v1-public-ledger.csv,data/working/issue19-first-closure-evidence-adjudication-board-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_field_w0_w1_action_items_v1,G0字段事实×W0W1证据通道,当前可并行执行证据通道项,false,false,false,false,false,false,false,false,false,139,05,双人复核,双人复核,E3-双人复核,W1-双人复核,A3-冲突字段双人复核,04-双人复核,G0FIELDGAPTASK-e6e8c15fb1f892b4,G0-FIELD-PROGRESS-04e2db694ec106df,G0W0W1LAUNCH-8a108a97c8ea05ef,FIRSTSCOPE-feaf4f2b9ff9a501,FIRSTFACT-ffe0ef3f2c7a8f33,FIRSTFIELDSTATUS-75ebbb2b36758590,FIRSTDETAIL-9d2efbd617a42fa2,135-left,135,left,M-e169ec05a319416b,G-158e8a85ddd262f3,F902,字段事实,字段事实-专业计划数,专业计划数,K1-字段缺口有候选待PDF原页和官方核验,C0-双侧候选冲突优先核,F0-先补PDF原页并处理冲突,pending_double_review,true,pending_double_review,G4-双人复核未完成,pending_pdf_page_review,pending_hubei_official_plan_review,school_source_seed_present_pending_manual_review,pending_conflict_resolution,pending_double_review,blocked_missing_pdf,blocked,blocked_until_required_evidence_closed,8,8,true,0,pending_private_evidence_record,完成双人复核记录，冲突字段才能进入三方闭环。,对冲突字段做第二人复核，复核后再三方闭环。,47cd101a5c8a9217ad378a82d251d3fd0362a63641ad6a2ce9edc05b1cc6aed4,3869e06d79a98446ad17c02a1b12910b8df66ab95126937b222637eefd57805d,86e30848dd83335af76380c0cf758a2b1164ec651d9a856c7b58993eca770de7,只公开可执行通道、状态、ID和SHA；不公开敏感明细、字段记录或最终志愿建议。
G0-W0W1-ACTION-ITEM-8c7029617e108650,data/working/issue19-first-closure-g0-field-closure-progress-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-review-launch-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-active-workboard-v1-public-ledger.csv,data/working/issue19-first-closure-evidence-adjudication-board-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_field_w0_w1_action_items_v1,G0字段事实×W0W1证据通道,当前可并行执行证据通道项,false,false,false,false,false,false,false,false,false,140,05,双人复核,双人复核,E3-双人复核,W1-双人复核,A3-冲突字段双人复核,04-双人复核,G0FIELDGAPTASK-8e711f5c25c2d46d,G0-FIELD-PROGRESS-e75b9fc52b85ca1c,G0W0W1LAUNCH-8a108a97c8ea05ef,FIRSTSCOPE-9f48862bd32fdb9e,FIRSTFACT-1f4225f66f5bd3b5,FIRSTFIELDSTATUS-3c873c6c05e566ff,FIRSTDETAIL-9d2efbd617a42fa2,135-left,135,left,M-e169ec05a319416b,G-158e8a85ddd262f3,F902,字段事实,字段事实-学费,学费,K2-OCR候选存在但三方核验未闭环,C1-双侧候选一致但仍待核,F3-补PDF原页基础记录,pending_double_review,true,pending_double_review,G4-双人复核未完成,pending_pdf_page_review,pending_hubei_official_plan_review,school_source_seed_present_pending_manual_review,pending_conflict_resolution,pending_double_review,blocked_missing_pdf,blocked,blocked_until_required_evidence_closed,8,8,true,0,pending_private_evidence_record,完成双人复核记录，冲突字段才能进入三方闭环。,对冲突字段做第二人复核，复核后再三方闭环。,e12ae1710902c8ac4d0b735d85287e637cdc72d9b8c0d4092fec3af66f7784a4,f97111d9c2d055910c82f5134bdec010ec9cf0a5fc9b7441bd2a189bce7a5493,86e30848dd83335af76380c0cf758a2b1164ec651d9a856c7b58993eca770de7,只公开可执行通道、状态、ID和SHA；不公开敏感明细、字段记录或最终志愿建议。
G0-W0W1-ACTION-ITEM-6ffd75153e8b8e8a,data/working/issue19-first-closure-g0-field-closure-progress-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-review-launch-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-active-workboard-v1-public-ledger.csv,data/working/issue19-first-closure-evidence-adjudication-board-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_field_w0_w1_action_items_v1,G0字段事实×W0W1证据通道,当前可并行执行证据通道项,false,false,false,false,false,false,false,false,false,141,05,双人复核,双人复核,E3-双人复核,W1-双人复核,A3-冲突字段双人复核,04-双人复核,G0FIELDGAPTASK-0b3537eff73c1748,G0-FIELD-PROGRESS-1d1f5cd2ff0be8ff,G0W0W1LAUNCH-8a108a97c8ea05ef,FIRSTSCOPE-ba2400c007be00aa,FIRSTFACT-4b504c4890acee9b,FIRSTFIELDSTATUS-6ac69d1d05f73a28,FIRSTDETAIL-c38ee9bcbc39ce19,135-left,135,left,M-bf093921a5df7b57,G-158e8a85ddd262f3,F902,字段事实,字段事实-专业计划数,专业计划数,K1-字段缺口有候选待PDF原页和官方核验,C0-双侧候选冲突优先核,F0-先补PDF原页并处理冲突,pending_double_review,true,pending_double_review,G4-双人复核未完成,pending_pdf_page_review,pending_hubei_official_plan_review,school_source_seed_present_pending_manual_review,pending_conflict_resolution,pending_double_review,blocked_missing_pdf,blocked,blocked_until_required_evidence_closed,8,8,true,0,pending_private_evidence_record,完成双人复核记录，冲突字段才能进入三方闭环。,对冲突字段做第二人复核，复核后再三方闭环。,9bfb523d5540112c4a3a63acc98f382a363fbba003a394a437e8b7388c29c8f0,85d16e2c6589a54ca5524a09991b8ed649a396df308ace791707b95166aa2a6e,86e30848dd83335af76380c0cf758a2b1164ec651d9a856c7b58993eca770de7,只公开可执行通道、状态、ID和SHA；不公开敏感明细、字段记录或最终志愿建议。
G0-W0W1-ACTION-ITEM-03dc9bddbd3a0fba,data/working/issue19-first-closure-g0-field-closure-progress-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-review-launch-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-active-workboard-v1-public-ledger.csv,data/working/issue19-first-closure-evidence-adjudication-board-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_field_w0_w1_action_items_v1,G0字段事实×W0W1证据通道,当前可并行执行证据通道项,false,false,false,false,false,false,false,false,false,142,05,双人复核,双人复核,E3-双人复核,W1-双人复核,A3-冲突字段双人复核,04-双人复核,G0FIELDGAPTASK-b3a1a66606ccaaf5,G0-FIELD-PROGRESS-bf9c36c4c3f2a7e9,G0W0W1LAUNCH-8a108a97c8ea05ef,FIRSTSCOPE-6377ffd91f525824,FIRSTFACT-59391cef19af67bc,FIRSTFIELDSTATUS-8e0a9458c5360907,FIRSTDETAIL-c38ee9bcbc39ce19,135-left,135,left,M-bf093921a5df7b57,G-158e8a85ddd262f3,F902,字段事实,字段事实-学费,学费,K1-字段缺口有候选待PDF原页和官方核验,C3-仅高校辅证候选需核原页,F1-高校线索回PDF原页,pending_double_review,true,pending_double_review,G4-双人复核未完成,pending_pdf_page_review,pending_hubei_official_plan_review,school_source_seed_present_pending_manual_review,pending_conflict_resolution,pending_double_review,blocked_missing_pdf,blocked,blocked_until_required_evidence_closed,8,8,true,0,pending_private_evidence_record,完成双人复核记录，冲突字段才能进入三方闭环。,对冲突字段做第二人复核，复核后再三方闭环。,b9666e42c44394fc4616d0e4f2951f276579e5d2cb862d92a43506a80d4a0447,f27cbd8ef79ef194ebbdb66f1fca981b9d96f6936f48635d1c66420f1327aa77,86e30848dd83335af76380c0cf758a2b1164ec651d9a856c7b58993eca770de7,只公开可执行通道、状态、ID和SHA；不公开敏感明细、字段记录或最终志愿建议。
