第一闭环事实核验包ID,来源第一闭环事实范围缺口账本,来源第一闭环下一步动作矩阵,来源第一闭环页列下一步动作汇总,来源第一闭环公开证据地图,来源第一闭环页列证据汇总,来源期号,来源PDF_SHA256,生成日期,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,核验包序号,核验波次,核验泳道,稳定基座第一闭环页列包ID,第一闭环页列下一步动作ID,第一闭环公开证据地图ID,第一闭环页列证据状态汇总ID,来源页码,版面列,页码版面键,页列主阻断,执行泳道,页列优先级,事实范围总数,字段事实数,专业名归属事实数,专业组边界事实数,专业计划数字段事实数,学费字段事实数,再选科目字段事实数,待人工判定字段事实数,第一闭环任务数,涉及专业行数,涉及院校代码数,N0冲突双人核页任务数,N1高校补缺回页任务数,N2机器坐标辅助核页任务数,N3无候选人工看图任务数,N4PDFOCR候选确认任务数,N5多源一致待官核任务数,PDFOCR提示任务数,PDFOCR无候选任务数,机器坐标提示任务数,高校辅证线索任务数,PDFOCR与高校辅证冲突任务数,需要人工直接看图任务数,需要双人复核任务数,事实需人工看图数,事实需双人复核数,事实缺口桶分布,事实类型分布,核验动作层级分布,高校源可用性分布,页列建议下一步动作,人工最小核验动作,包完成条件,PDF原页核页状态,湖北官方系统或省招办计划核验状态,高校官网源状态,字段事实写回状态,事实范围集合SHA256,任务ID集合SHA256,专业行ID集合SHA256,院校代码集合SHA256,公开安全策略
FIRSTFACTPKT-4866b666ad5f5132,data/working/issue19-stable-foundation-first-closure-fact-scope-gap-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-stable-foundation-first-closure-next-action-page-summary.csv,data/working/issue19-stable-foundation-first-closure-public-evidence-map.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-page-side-summary.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_verification_packets,第一闭环页列事实核验包,PDF页码×版面列×事实范围核验包,false,false,false,false,false,false,false,false,22,W3-机器坐标辅助核页,按机器坐标定位字段，但以PDF原页和湖北官方侧为准。,FIRSTPAGE-0f2775b71610686e,FIRSTNEXTPAGE-d6b12444b1eeaf95,FIRSTEVIDMAP-2413818d7f9eb4fc,FIRSTEVIDPAGE-0f2775b71610686e,194,left,194-left,B2-机器坐标候选辅助核页,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,8,7,0,1,7,0,0,0,7,7,1,0,0,7,0,0,0,0,7,7,0,0,0,7,0,7,G0-关键字段待闭环×7；G2-专业组边界待闭环×1,专业组边界事实×1；字段事实-专业计划数×7,N2-机器坐标辅助核PDF原页×7,SNA-同校不在80条高校源任务内×7,按机器坐标提示定位字段，但仍以PDF原页人工记录和湖北官方侧为准。,按机器坐标定位字段，但以PDF原页和湖北官方侧为准。,包内事实逐项完成PDF原页、湖北官方侧、必要高校辅证和双人复核记录后，仍需保持非自动写回，等待最终候选闭环。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,1b1eeb8deed1fa8e30f98a01cc5eca1e5ea2c110bdf168bcf43afe11a3aa1d4d,d863a28d6b83c27585310669bd177c7e4500a9bc19a98a97a60847765268e845,2355d17be3f48ad9e2d049c0f666b5570072b08b23bf8cad2d889b0d26432c64,9404a186764f4c68dce2ddefc34e9498420545745a75265fc0fbccfba2695ab5,公开层只保存页列、计数、状态桶、ID和SHA；不保存学校专业明细、字段明细值、识别正文或私有材料。
FIRSTFACTPKT-eb84be44a4bc2002,data/working/issue19-stable-foundation-first-closure-fact-scope-gap-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-stable-foundation-first-closure-next-action-page-summary.csv,data/working/issue19-stable-foundation-first-closure-public-evidence-map.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-page-side-summary.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_verification_packets,第一闭环页列事实核验包,PDF页码×版面列×事实范围核验包,false,false,false,false,false,false,false,false,23,W3-机器坐标辅助核页,按机器坐标定位字段，但以PDF原页和湖北官方侧为准。,FIRSTPAGE-38a317f5bf72d0ce,FIRSTNEXTPAGE-2c72282f51bd6a85,FIRSTEVIDMAP-c96bf0fbe8375124,FIRSTEVIDPAGE-38a317f5bf72d0ce,38,right,038-right,B2-机器坐标候选辅助核页,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,3,2,0,1,2,0,0,0,2,2,1,0,0,2,0,0,0,0,2,2,0,0,0,2,0,2,G0-关键字段待闭环×2；G2-专业组边界待闭环×1,专业组边界事实×1；字段事实-专业计划数×2,N2-机器坐标辅助核PDF原页×2,SNA-同校不在80条高校源任务内×2,按机器坐标提示定位字段，但仍以PDF原页人工记录和湖北官方侧为准。,按机器坐标定位字段，但以PDF原页和湖北官方侧为准。,包内事实逐项完成PDF原页、湖北官方侧、必要高校辅证和双人复核记录后，仍需保持非自动写回，等待最终候选闭环。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,e81f970f2212b5649ea41a1d989acd19372cf82690a4aaf7abc5230c918bfb85,5076c550f887ad562a3c7c99f20abae2181ffde7324d59f339aca5fa50044285,32c402bce04b5c4dfaed59d53dddd10a52ed4c881128ae278a0d90bd85555f73,b3fab222db08be817e915b39d4234d08683cbbc9596c8455d4a5e38272d366d9,公开层只保存页列、计数、状态桶、ID和SHA；不保存学校专业明细、字段明细值、识别正文或私有材料。
FIRSTFACTPKT-f1b17ff692f87000,data/working/issue19-stable-foundation-first-closure-fact-scope-gap-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-stable-foundation-first-closure-next-action-page-summary.csv,data/working/issue19-stable-foundation-first-closure-public-evidence-map.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-page-side-summary.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_verification_packets,第一闭环页列事实核验包,PDF页码×版面列×事实范围核验包,false,false,false,false,false,false,false,false,24,W3-机器坐标辅助核页,按机器坐标定位字段，但以PDF原页和湖北官方侧为准。,FIRSTPAGE-cfa201a8f79e7d0e,FIRSTNEXTPAGE-38374463ab89554f,FIRSTEVIDMAP-202724831200f4dd,FIRSTEVIDPAGE-cfa201a8f79e7d0e,82,right,082-right,B2-机器坐标候选辅助核页,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,3,2,0,1,2,0,0,0,2,2,1,0,0,2,0,0,0,0,2,2,0,0,0,2,0,2,G0-关键字段待闭环×2；G2-专业组边界待闭环×1,专业组边界事实×1；字段事实-专业计划数×2,N2-机器坐标辅助核PDF原页×2,SNA-同校不在80条高校源任务内×2,按机器坐标提示定位字段，但仍以PDF原页人工记录和湖北官方侧为准。,按机器坐标定位字段，但以PDF原页和湖北官方侧为准。,包内事实逐项完成PDF原页、湖北官方侧、必要高校辅证和双人复核记录后，仍需保持非自动写回，等待最终候选闭环。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,c325ad12be260f35329b66c39bf823d6c3844db43d949b48956958f48dd65cfe,e3ac0d0fd3ef2f0f4015fe15f0c39f98acfc4d36ed9e1cabc08adc5af92898c7,7a7e4536324e6f7f33c49aab6f717b59af80969926a1c509d84a1c12eeb5ce8f,1ce846951063accf86661258ae807ccd31b0a5fa003be1ffb23151f7efc4bdf8,公开层只保存页列、计数、状态桶、ID和SHA；不保存学校专业明细、字段明细值、识别正文或私有材料。
FIRSTFACTPKT-3b721e6df75627d6,data/working/issue19-stable-foundation-first-closure-fact-scope-gap-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-stable-foundation-first-closure-next-action-page-summary.csv,data/working/issue19-stable-foundation-first-closure-public-evidence-map.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-page-side-summary.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_verification_packets,第一闭环页列事实核验包,PDF页码×版面列×事实范围核验包,false,false,false,false,false,false,false,false,25,W3-机器坐标辅助核页,按机器坐标定位字段，但以PDF原页和湖北官方侧为准。,FIRSTPAGE-1d715f85ac144ecb,FIRSTNEXTPAGE-80950bd8a48caeb5,FIRSTEVIDMAP-a5fb69b7bcb746c1,FIRSTEVIDPAGE-1d715f85ac144ecb,14,left,014-left,B2-机器坐标候选辅助核页,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,2,1,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,G0-关键字段待闭环×1；G2-专业组边界待闭环×1,专业组边界事实×1；字段事实-专业计划数×1,N2-机器坐标辅助核PDF原页×1,SNA-同校不在80条高校源任务内×1,按机器坐标提示定位字段，但仍以PDF原页人工记录和湖北官方侧为准。,按机器坐标定位字段，但以PDF原页和湖北官方侧为准。,包内事实逐项完成PDF原页、湖北官方侧、必要高校辅证和双人复核记录后，仍需保持非自动写回，等待最终候选闭环。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,9c99c4fc7e3c41459f613b4933334442271ec917085e84ca4bb5499d06151e35,7e850f28b678a87881484377ba045780e975fef1bbd1528ce5c2ac3a46896c29,8c71bee2692e470d95ff239c9554e9351b6ba792f0113db5021fc8d3c474b85c,1f064950c2205f579c3531a429cc3d6b54895c05331e169d750d855ed84bb107,公开层只保存页列、计数、状态桶、ID和SHA；不保存学校专业明细、字段明细值、识别正文或私有材料。
FIRSTFACTPKT-03916d4b1a60354f,data/working/issue19-stable-foundation-first-closure-fact-scope-gap-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-stable-foundation-first-closure-next-action-page-summary.csv,data/working/issue19-stable-foundation-first-closure-public-evidence-map.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-page-side-summary.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_verification_packets,第一闭环页列事实核验包,PDF页码×版面列×事实范围核验包,false,false,false,false,false,false,false,false,26,W3-机器坐标辅助核页,按机器坐标定位字段，但以PDF原页和湖北官方侧为准。,FIRSTPAGE-150f6369ef9f31d4,FIRSTNEXTPAGE-42b59058911d1a72,FIRSTEVIDMAP-b045cefabcbf4ff4,FIRSTEVIDPAGE-150f6369ef9f31d4,23,left,023-left,B2-机器坐标候选辅助核页,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,2,1,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,G0-关键字段待闭环×1；G2-专业组边界待闭环×1,专业组边界事实×1；字段事实-专业计划数×1,N2-机器坐标辅助核PDF原页×1,SNA-同校不在80条高校源任务内×1,按机器坐标提示定位字段，但仍以PDF原页人工记录和湖北官方侧为准。,按机器坐标定位字段，但以PDF原页和湖北官方侧为准。,包内事实逐项完成PDF原页、湖北官方侧、必要高校辅证和双人复核记录后，仍需保持非自动写回，等待最终候选闭环。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,9a501586e12742dbd57d145af0ccfff8776a4c4c8350c8b4c5a057740323de88,4c7aead077eb4e85dbb59736d253f9129ae0430c4342a4a0d8f9564abd268d4e,6901b00e7d063cd57828a6324bdea75388018fc2cb95a45bb0893ee8be99c8ed,88e612b40aa08044658fc0f5a9077df7cbe0461348df43c59d3b40bd00a5dbba,公开层只保存页列、计数、状态桶、ID和SHA；不保存学校专业明细、字段明细值、识别正文或私有材料。
FIRSTFACTPKT-da72edfcae03098f,data/working/issue19-stable-foundation-first-closure-fact-scope-gap-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-stable-foundation-first-closure-next-action-page-summary.csv,data/working/issue19-stable-foundation-first-closure-public-evidence-map.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-page-side-summary.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_verification_packets,第一闭环页列事实核验包,PDF页码×版面列×事实范围核验包,false,false,false,false,false,false,false,false,27,W3-机器坐标辅助核页,按机器坐标定位字段，但以PDF原页和湖北官方侧为准。,FIRSTPAGE-807f1d9e99948b29,FIRSTNEXTPAGE-7421365f0a13961c,FIRSTEVIDMAP-9b57275ef565f006,FIRSTEVIDPAGE-807f1d9e99948b29,32,right,032-right,B2-机器坐标候选辅助核页,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,2,1,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,G0-关键字段待闭环×1；G2-专业组边界待闭环×1,专业组边界事实×1；字段事实-专业计划数×1,N2-机器坐标辅助核PDF原页×1,SNA-同校不在80条高校源任务内×1,按机器坐标提示定位字段，但仍以PDF原页人工记录和湖北官方侧为准。,按机器坐标定位字段，但以PDF原页和湖北官方侧为准。,包内事实逐项完成PDF原页、湖北官方侧、必要高校辅证和双人复核记录后，仍需保持非自动写回，等待最终候选闭环。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,f7d734398698e6c82d9cbdf89aea0bb0a9ca844cbe79f5e3deb07c4259a9cfb7,9e605a53a1548ab0639dbd7dd0afb9f45f176370c03c1c397031ed2c3a68e288,66ebdc7c588f65328b2bff6748b6fca669a34b09ed767518747b145bb90343c8,c2b4dc8516cfc3e840531c8cd6359e0f0f87d9458e58db03aeaeeaa5033dd73d,公开层只保存页列、计数、状态桶、ID和SHA；不保存学校专业明细、字段明细值、识别正文或私有材料。
FIRSTFACTPKT-e64262fc67f48e84,data/working/issue19-stable-foundation-first-closure-fact-scope-gap-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-stable-foundation-first-closure-next-action-page-summary.csv,data/working/issue19-stable-foundation-first-closure-public-evidence-map.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-page-side-summary.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_verification_packets,第一闭环页列事实核验包,PDF页码×版面列×事实范围核验包,false,false,false,false,false,false,false,false,28,W3-机器坐标辅助核页,按机器坐标定位字段，但以PDF原页和湖北官方侧为准。,FIRSTPAGE-9e2f12395b6c066b,FIRSTNEXTPAGE-2ab88f50e0cb9744,FIRSTEVIDMAP-d8f0634ec88d9a31,FIRSTEVIDPAGE-9e2f12395b6c066b,33,right,033-right,B2-机器坐标候选辅助核页,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,2,1,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,G0-关键字段待闭环×1；G2-专业组边界待闭环×1,专业组边界事实×1；字段事实-专业计划数×1,N2-机器坐标辅助核PDF原页×1,SNA-同校不在80条高校源任务内×1,按机器坐标提示定位字段，但仍以PDF原页人工记录和湖北官方侧为准。,按机器坐标定位字段，但以PDF原页和湖北官方侧为准。,包内事实逐项完成PDF原页、湖北官方侧、必要高校辅证和双人复核记录后，仍需保持非自动写回，等待最终候选闭环。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,f555f08948c333f676477d4f0c81e8b5a1d5735b5d2ac3a2714d28f5114e0553,6495b02e5c41ed42069d0301b1caa693994598ab97dc224394cf593e1d1f9555,ddd3a6764beab16004643778f86ce752efeaca946c594bae04c1191cb57326bf,f4d03d1f4f7f755d10ebd541d15ee5f7d18cad2864ee8da4e0297c3e713c6a15,公开层只保存页列、计数、状态桶、ID和SHA；不保存学校专业明细、字段明细值、识别正文或私有材料。
FIRSTFACTPKT-9affd92d0cbf592f,data/working/issue19-stable-foundation-first-closure-fact-scope-gap-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-stable-foundation-first-closure-next-action-page-summary.csv,data/working/issue19-stable-foundation-first-closure-public-evidence-map.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-page-side-summary.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_verification_packets,第一闭环页列事实核验包,PDF页码×版面列×事实范围核验包,false,false,false,false,false,false,false,false,29,W3-机器坐标辅助核页,按机器坐标定位字段，但以PDF原页和湖北官方侧为准。,FIRSTPAGE-6877343afbe11307,FIRSTNEXTPAGE-2084d43d5a33eb89,FIRSTEVIDMAP-be010f864823117c,FIRSTEVIDPAGE-6877343afbe11307,40,right,040-right,B2-机器坐标候选辅助核页,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,2,1,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,G0-关键字段待闭环×1；G2-专业组边界待闭环×1,专业组边界事实×1；字段事实-专业计划数×1,N2-机器坐标辅助核PDF原页×1,SNA-同校不在80条高校源任务内×1,按机器坐标提示定位字段，但仍以PDF原页人工记录和湖北官方侧为准。,按机器坐标定位字段，但以PDF原页和湖北官方侧为准。,包内事实逐项完成PDF原页、湖北官方侧、必要高校辅证和双人复核记录后，仍需保持非自动写回，等待最终候选闭环。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,29e9ae1282b80f7d07e28c4d388e69a4df4d7ddc9a1834ea3f24f388fee0defc,f64746a5c4cf0a5c56e4f36317127b5326a6488e525ebe098189208b10e7dcf6,689361afb565f744f81daa60fc803f12f0440349021ffbfc9491a7e8d3df99f6,09b3429c6f3f27c6b15e4181bd19dcf058b0608e1c6d3cbbee8d87d7e2d1f68a,公开层只保存页列、计数、状态桶、ID和SHA；不保存学校专业明细、字段明细值、识别正文或私有材料。
FIRSTFACTPKT-6f1134b610c3e7b8,data/working/issue19-stable-foundation-first-closure-fact-scope-gap-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-stable-foundation-first-closure-next-action-page-summary.csv,data/working/issue19-stable-foundation-first-closure-public-evidence-map.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-page-side-summary.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_verification_packets,第一闭环页列事实核验包,PDF页码×版面列×事实范围核验包,false,false,false,false,false,false,false,false,30,W3-机器坐标辅助核页,按机器坐标定位字段，但以PDF原页和湖北官方侧为准。,FIRSTPAGE-cc413d4ed28b64a8,FIRSTNEXTPAGE-f692c7e6f2199038,FIRSTEVIDMAP-ee94c6b77aadc77e,FIRSTEVIDPAGE-cc413d4ed28b64a8,43,left,043-left,B2-机器坐标候选辅助核页,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,2,1,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,G0-关键字段待闭环×1；G2-专业组边界待闭环×1,专业组边界事实×1；字段事实-专业计划数×1,N2-机器坐标辅助核PDF原页×1,SNA-同校不在80条高校源任务内×1,按机器坐标提示定位字段，但仍以PDF原页人工记录和湖北官方侧为准。,按机器坐标定位字段，但以PDF原页和湖北官方侧为准。,包内事实逐项完成PDF原页、湖北官方侧、必要高校辅证和双人复核记录后，仍需保持非自动写回，等待最终候选闭环。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,88c6ab322e9827d7743450df24ac371eeddec458935078fe939719422aa0e4d9,eb2d08e51be33bc330fc5e094c1d4d85fa8bba8f5f78db4f835a5924cbf248b3,acbf20b43e5a217654b3170e923c8f01e6b918f8161c31069c612ba66a567a67,c39bd26cf469f511e04530f7d001d42a67a01f95ee0cd695947c20f012e50e85,公开层只保存页列、计数、状态桶、ID和SHA；不保存学校专业明细、字段明细值、识别正文或私有材料。
FIRSTFACTPKT-0ce892fb78d6f239,data/working/issue19-stable-foundation-first-closure-fact-scope-gap-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-stable-foundation-first-closure-next-action-page-summary.csv,data/working/issue19-stable-foundation-first-closure-public-evidence-map.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-page-side-summary.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_verification_packets,第一闭环页列事实核验包,PDF页码×版面列×事实范围核验包,false,false,false,false,false,false,false,false,31,W3-机器坐标辅助核页,按机器坐标定位字段，但以PDF原页和湖北官方侧为准。,FIRSTPAGE-b1715d7e0fecab9a,FIRSTNEXTPAGE-f4fbd5d82da338e6,FIRSTEVIDMAP-dd513710dd144bce,FIRSTEVIDPAGE-b1715d7e0fecab9a,53,right,053-right,B2-机器坐标候选辅助核页,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,2,1,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,G0-关键字段待闭环×1；G2-专业组边界待闭环×1,专业组边界事实×1；字段事实-学费×1,N2-机器坐标辅助核PDF原页×1,SNA-同校不在80条高校源任务内×1,按机器坐标提示定位字段，但仍以PDF原页人工记录和湖北官方侧为准。,按机器坐标定位字段，但以PDF原页和湖北官方侧为准。,包内事实逐项完成PDF原页、湖北官方侧、必要高校辅证和双人复核记录后，仍需保持非自动写回，等待最终候选闭环。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,db379fd8368fcf74865452bee36b0a5b56dba5ad004c6a018a7299c4f9081ef4,d50f1d6657cd1231118b8b50c39084ba7662d81c5ca7ca4561d544dd808cf492,7d8e09ba1e0d5a65add813a058fbd1aa7230cd51c125b8dbd98327094cbadacb,1b9997d0d2b2ce313af37a45116ebd09c4821a06e225484aa682a6b1bb0d03ad,公开层只保存页列、计数、状态桶、ID和SHA；不保存学校专业明细、字段明细值、识别正文或私有材料。
FIRSTFACTPKT-a372e6d7bc413d0c,data/working/issue19-stable-foundation-first-closure-fact-scope-gap-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-stable-foundation-first-closure-next-action-page-summary.csv,data/working/issue19-stable-foundation-first-closure-public-evidence-map.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-page-side-summary.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_verification_packets,第一闭环页列事实核验包,PDF页码×版面列×事实范围核验包,false,false,false,false,false,false,false,false,32,W3-机器坐标辅助核页,按机器坐标定位字段，但以PDF原页和湖北官方侧为准。,FIRSTPAGE-b07fea137a292b98,FIRSTNEXTPAGE-3d7a8f88b4a41269,FIRSTEVIDMAP-0add806f39da4cf2,FIRSTEVIDPAGE-b07fea137a292b98,93,left,093-left,B2-机器坐标候选辅助核页,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,2,1,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,G0-关键字段待闭环×1；G2-专业组边界待闭环×1,专业组边界事实×1；字段事实-学费×1,N2-机器坐标辅助核PDF原页×1,SNA-同校不在80条高校源任务内×1,按机器坐标提示定位字段，但仍以PDF原页人工记录和湖北官方侧为准。,按机器坐标定位字段，但以PDF原页和湖北官方侧为准。,包内事实逐项完成PDF原页、湖北官方侧、必要高校辅证和双人复核记录后，仍需保持非自动写回，等待最终候选闭环。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,2d8ab2785ce4a774f9bcc60ee58796ddcf88477c2ff2259dcc8f0dc8f17a075f,ae2df87d63bcf9d18a1466312ae8d71cadc92cad4e35cefa4731ac490055b51e,e0b7b2daef7ffbd57a82881bcaa3364f2f02b548099273816afa6ec4e673a432,f4e5570aeafff0fae1bc4763aae5ab60687f38c9070c926c91a231d8db3123c7,公开层只保存页列、计数、状态桶、ID和SHA；不保存学校专业明细、字段明细值、识别正文或私有材料。
