稳定基座第一闭环复核公开账本ID,来源第一闭环明细包,来源第一闭环页列包,来源页列底座公开核页进度账本,来源页列底座字段线索公开审计,来源页列底座人工复核Overlay公开账本,来源湖北官方公开入口状态快照,来源第一闭环私有复核材料,来源期号,来源PDF_SHA256,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,稳定基座第一闭环页列包ID,页列底座核验批次行ID,页列底座核页进度公开账本ID,页列底座字段线索公开审计ID,页列底座Overlay公开账本ID,来源页码,版面列,页码版面键,第一闭环页列优先级,第一闭环页列执行状态,第一闭环明细任务数,自动官网辅证任务数,P0人工字段任务数,C0冲突任务数,C1官网补缺任务数,C7官网未匹配任务数,EXEC01冲突异常字段数,EXEC02计划数偏大字段数,EXEC03高校辅证字段数,涉及专业行数,涉及字段任务数,是否含计划数冲突或补缺,是否需要双人复核,批次总序,批次ID,批次名称,批内页列序号,页列全局风险总序,综合风险优先级桶,页列首要核验动作,全量底座包内专业行数,全量底座包内字段任务数,OCR行数,OCR低置信度行数,私有页图证据编号,私有页图SHA256,私有OCR文本证据编号,私有OCR文本SHA256,私有第一闭环页列CSV证据编号,私有第一闭环页列CSV_SHA256,私有第一闭环页列HTML证据编号,私有第一闭环页列HTML_SHA256,私有第一闭环材料状态,Overlay进度桶,PDF原页记录已填字段数,湖北官方记录已填字段数,高校辅证记录已填字段数,字段最终记录已填字段数,三方一致性可评估字段数,首轮复核已填字段数,次轮复核已填字段数,复查结论已填字段数,第一闭环PDF原页完成任务数,第一闭环湖北官方完成任务数,第一闭环高校辅证完成任务数,第一闭环字段事实写回可进入任务数,官方公开计划页可定稿,数智平台可定稿,字段事实写回状态,公开安全策略,下一步
FIRSTREVIEW-15ba87f70c7f53a2,data/working/issue19-stable-foundation-first-closure-detail-packet.csv,data/working/issue19-stable-foundation-first-closure-page-side-packet.csv,data/working/issue19-page-side-foundation-review-progress-public-ledger.csv,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,data/working/issue19-page-side-foundation-human-review-overlay-public-ledger.csv,data/working/issue19-official-public-entry-status.json,first_closure_private_review_material_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_review_public_ledger,PDF页码×版面列,PDF页码×版面列×第一闭环私有复核材料进度,false,false,false,false,false,false,false,false,FIRSTPAGE-15ba87f70c7f53a2,PSFOUNDATIONBATCHROW-db5472ee353c56f6,PSFOUNDATIONPROG-506df00a8de482e5,PSFIELDCLUE-506df00a8de482e5,PSOVERLAYPROG-506df00a8de482e5,137,left,137-left,Q1-补缺或计划数偏大页列先核,R0-私有复核材料已生成但未核页,2,1,1,0,1,0,0,0,1,1,1,true,true,18,PSFOUNDATIONBATCH-341f848e275d481c,第18批-页列底座核验,12,437,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,18,54,137,66,page-137,35edae1167745f43f2b7b2907fa17a4150c9e60938893ca1d78a41a4a3895e40,137_page-137,cdf690a0ad7024134f4106f13b158ff7680097db5b3441bd4debf41df886a7e4,first-closure-137-left-csv,d17c66c311ca685ff268e28837b64a8559873953d059f89b2d5e5b9e54281eec,first-closure-137-left-html,444a0fc3836224749c5281e641b283632cad61a6a0a173e85cf4fd5e8fa3d104,private_first_closure_review_material_generated,R0-Overlay已生成未填写,0,0,0,0,0,0,0,0,0,0,0,0,false,false,blocked_until_first_closure_pdf_hubei_review_closed,公开表只保存页列计数、公开账本回链、私有材料证据编号和SHA；不保存页图路径、OCR文本、人工读数、登录态或私有记录。,打开本页列私有HTML/CSV，先核PDF原页，再核湖北官方侧；高校官网只作辅证，冲突时回到PDF原页和湖北官方侧。
FIRSTREVIEW-1d715f85ac144ecb,data/working/issue19-stable-foundation-first-closure-detail-packet.csv,data/working/issue19-stable-foundation-first-closure-page-side-packet.csv,data/working/issue19-page-side-foundation-review-progress-public-ledger.csv,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,data/working/issue19-page-side-foundation-human-review-overlay-public-ledger.csv,data/working/issue19-official-public-entry-status.json,first_closure_private_review_material_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_review_public_ledger,PDF页码×版面列,PDF页码×版面列×第一闭环私有复核材料进度,false,false,false,false,false,false,false,false,FIRSTPAGE-1d715f85ac144ecb,PSFOUNDATIONBATCHROW-5256ab89bbfffa3d,PSFOUNDATIONPROG-86c34158501413d7,PSFIELDCLUE-86c34158501413d7,PSOVERLAYPROG-86c34158501413d7,14,left,014-left,Q1-补缺或计划数偏大页列先核,R0-私有复核材料已生成但未核页,1,0,1,0,0,0,0,1,0,1,1,true,true,16,PSFOUNDATIONBATCH-d6dea4e285579ad8,第16批-页列底座核验,24,399,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,18,54,132,73,page-014,2eefb744e7de8cc887bc3babf0224d92281686d772c1673e2ab00f260320dca7,014_page-014,59a529e98c7ab5d0161f5a067b75aaab3d244ece7cbcc58dfff9089f04fe5a14,first-closure-014-left-csv,0566718e0e6c730c071808b181a94393692f12beb92df70f0a5a6fdbc4b921e6,first-closure-014-left-html,6e29982ec725f38c49e07fea91dde1e6bd58414dd7d1132c58f976ed07936f87,private_first_closure_review_material_generated,R0-Overlay已生成未填写,0,0,0,0,0,0,0,0,0,0,0,0,false,false,blocked_until_first_closure_pdf_hubei_review_closed,公开表只保存页列计数、公开账本回链、私有材料证据编号和SHA；不保存页图路径、OCR文本、人工读数、登录态或私有记录。,打开本页列私有HTML/CSV，先核PDF原页，再核湖北官方侧；高校官网只作辅证，冲突时回到PDF原页和湖北官方侧。
FIRSTREVIEW-807f1d9e99948b29,data/working/issue19-stable-foundation-first-closure-detail-packet.csv,data/working/issue19-stable-foundation-first-closure-page-side-packet.csv,data/working/issue19-page-side-foundation-review-progress-public-ledger.csv,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,data/working/issue19-page-side-foundation-human-review-overlay-public-ledger.csv,data/working/issue19-official-public-entry-status.json,first_closure_private_review_material_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_review_public_ledger,PDF页码×版面列,PDF页码×版面列×第一闭环私有复核材料进度,false,false,false,false,false,false,false,false,FIRSTPAGE-807f1d9e99948b29,PSFOUNDATIONBATCHROW-52c5a9afe1756a56,PSFOUNDATIONPROG-0f1ad10d07547471,PSFIELDCLUE-0f1ad10d07547471,PSOVERLAYPROG-0f1ad10d07547471,32,right,032-right,Q1-补缺或计划数偏大页列先核,R0-私有复核材料已生成但未核页,1,0,1,0,0,0,0,1,0,1,1,true,true,9,PSFOUNDATIONBATCH-7601c96de9bbd7e6,第09批-页列底座核验,19,219,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,26,78,128,70,page-032,5af9b4b7c811c1cd0fb177880b052c2c297fd70b1c01acf7f6046ff0ca2263c2,032_page-032,6fcde5a681250cb6e8c9bba7725975fe82cd3db74fafb227bbf47b40f4f19055,first-closure-032-right-csv,da84901515cf0b4838a38ea744dbc3cf037942d2f8f7e94f6716253ea217081a,first-closure-032-right-html,d95dbe32a8905776266ccc384e179d13d816de6df0a7e198b733cd1b3bb5aa24,private_first_closure_review_material_generated,R0-Overlay已生成未填写,0,0,0,0,0,0,0,0,0,0,0,0,false,false,blocked_until_first_closure_pdf_hubei_review_closed,公开表只保存页列计数、公开账本回链、私有材料证据编号和SHA；不保存页图路径、OCR文本、人工读数、登录态或私有记录。,打开本页列私有HTML/CSV，先核PDF原页，再核湖北官方侧；高校官网只作辅证，冲突时回到PDF原页和湖北官方侧。
FIRSTREVIEW-9e2f12395b6c066b,data/working/issue19-stable-foundation-first-closure-detail-packet.csv,data/working/issue19-stable-foundation-first-closure-page-side-packet.csv,data/working/issue19-page-side-foundation-review-progress-public-ledger.csv,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,data/working/issue19-page-side-foundation-human-review-overlay-public-ledger.csv,data/working/issue19-official-public-entry-status.json,first_closure_private_review_material_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_review_public_ledger,PDF页码×版面列,PDF页码×版面列×第一闭环私有复核材料进度,false,false,false,false,false,false,false,false,FIRSTPAGE-9e2f12395b6c066b,PSFOUNDATIONBATCHROW-8e97917e9b8c031d,PSFOUNDATIONPROG-ef976cadd555184c,PSFIELDCLUE-ef976cadd555184c,PSOVERLAYPROG-ef976cadd555184c,33,right,033-right,Q1-补缺或计划数偏大页列先核,R0-私有复核材料已生成但未核页,1,0,1,0,0,0,0,1,0,1,1,true,true,15,PSFOUNDATIONBATCH-d6059232cf5a1403,第15批-页列底座核验,22,372,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,26,78,137,67,page-033,71061053b75c3329ba82f409f86cae9b21db863d511d2e18fb292a436e5d1415,033_page-033,bcd0e17581bd37751cad12c6943eb49e264038c6098b9acfd592677ae28ffebc,first-closure-033-right-csv,07a42cb3ce978d8f816c9f121b8b0992c363256f851911ba3a0fb8f36b107853,first-closure-033-right-html,e6d4d04aa8692ff904c6799f77ebfcd5dfd92e28d6aa7b936c9019f48a360306,private_first_closure_review_material_generated,R0-Overlay已生成未填写,0,0,0,0,0,0,0,0,0,0,0,0,false,false,blocked_until_first_closure_pdf_hubei_review_closed,公开表只保存页列计数、公开账本回链、私有材料证据编号和SHA；不保存页图路径、OCR文本、人工读数、登录态或私有记录。,打开本页列私有HTML/CSV，先核PDF原页，再核湖北官方侧；高校官网只作辅证，冲突时回到PDF原页和湖北官方侧。
FIRSTREVIEW-26bbbf78aa76ddbe,data/working/issue19-stable-foundation-first-closure-detail-packet.csv,data/working/issue19-stable-foundation-first-closure-page-side-packet.csv,data/working/issue19-page-side-foundation-review-progress-public-ledger.csv,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,data/working/issue19-page-side-foundation-human-review-overlay-public-ledger.csv,data/working/issue19-official-public-entry-status.json,first_closure_private_review_material_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_review_public_ledger,PDF页码×版面列,PDF页码×版面列×第一闭环私有复核材料进度,false,false,false,false,false,false,false,false,FIRSTPAGE-26bbbf78aa76ddbe,PSFOUNDATIONBATCHROW-840d17b23135eeb7,PSFOUNDATIONPROG-6dca92e87e36dc69,PSFIELDCLUE-6dca92e87e36dc69,PSOVERLAYPROG-6dca92e87e36dc69,102,left,102-left,Q1-补缺或计划数偏大页列先核,R0-私有复核材料已生成但未核页,1,0,1,0,0,0,0,1,0,1,1,true,true,5,PSFOUNDATIONBATCH-abae03899d272d2c,第05批-页列底座核验,4,104,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,23,69,128,77,page-102,9a2d0b25c49680d3e33faa1b6a65da26eb1e36923eb247bbe720350a07c429c1,102_page-102,062a9878170a71cb17e85d50eb2370e46e0a20bbf5cf1102b289931884d7e81b,first-closure-102-left-csv,1c76961761a019588012d5827ce98d5d322559b56daa557e745de341fa31a14b,first-closure-102-left-html,0da510ab3b9f8c96760796c35005441fa04210ed1ca61c5945a2ce7a7f31f25f,private_first_closure_review_material_generated,R0-Overlay已生成未填写,0,0,0,0,0,0,0,0,0,0,0,0,false,false,blocked_until_first_closure_pdf_hubei_review_closed,公开表只保存页列计数、公开账本回链、私有材料证据编号和SHA；不保存页图路径、OCR文本、人工读数、登录态或私有记录。,打开本页列私有HTML/CSV，先核PDF原页，再核湖北官方侧；高校官网只作辅证，冲突时回到PDF原页和湖北官方侧。
FIRSTREVIEW-db5ce399a7fd30e8,data/working/issue19-stable-foundation-first-closure-detail-packet.csv,data/working/issue19-stable-foundation-first-closure-page-side-packet.csv,data/working/issue19-page-side-foundation-review-progress-public-ledger.csv,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,data/working/issue19-page-side-foundation-human-review-overlay-public-ledger.csv,data/working/issue19-official-public-entry-status.json,first_closure_private_review_material_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_review_public_ledger,PDF页码×版面列,PDF页码×版面列×第一闭环私有复核材料进度,false,false,false,false,false,false,false,false,FIRSTPAGE-db5ce399a7fd30e8,PSFOUNDATIONBATCHROW-5aaff13006c34f21,PSFOUNDATIONPROG-6dae153006faede7,PSFIELDCLUE-6dae153006faede7,PSOVERLAYPROG-6dae153006faede7,228,left,228-left,Q1-补缺或计划数偏大页列先核,R0-私有复核材料已生成但未核页,1,0,1,0,0,0,0,1,0,1,1,true,true,11,PSFOUNDATIONBATCH-a9211a257aa3170f,第11批-页列底座核验,12,262,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,32,96,148,80,page-228,8354b79db115b694cb25cfbd96dc6dac5f6b3a5277bd01910847f93d75aa3e6e,228_page-228,6f8e8f438a72e152fcb77d62df54ad61def90c32c415ac2a7a542639b9807ab8,first-closure-228-left-csv,47697f63ec4df20ca4bcd7a53bdf2c48289d06d6088bc41bee5e2d62e5d6fb6d,first-closure-228-left-html,e4eabefc9be8d238cb0800e9cfe71bfa31655834e944a7ef09822a5dd9962e31,private_first_closure_review_material_generated,R0-Overlay已生成未填写,0,0,0,0,0,0,0,0,0,0,0,0,false,false,blocked_until_first_closure_pdf_hubei_review_closed,公开表只保存页列计数、公开账本回链、私有材料证据编号和SHA；不保存页图路径、OCR文本、人工读数、登录态或私有记录。,打开本页列私有HTML/CSV，先核PDF原页，再核湖北官方侧；高校官网只作辅证，冲突时回到PDF原页和湖北官方侧。
FIRSTREVIEW-6bd94b5fb0abfec4,data/working/issue19-stable-foundation-first-closure-detail-packet.csv,data/working/issue19-stable-foundation-first-closure-page-side-packet.csv,data/working/issue19-page-side-foundation-review-progress-public-ledger.csv,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,data/working/issue19-page-side-foundation-human-review-overlay-public-ledger.csv,data/working/issue19-official-public-entry-status.json,first_closure_private_review_material_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_review_public_ledger,PDF页码×版面列,PDF页码×版面列×第一闭环私有复核材料进度,false,false,false,false,false,false,false,false,FIRSTPAGE-6bd94b5fb0abfec4,PSFOUNDATIONBATCHROW-bd9792b43f376145,PSFOUNDATIONPROG-ccbcb61c3513899b,PSFIELDCLUE-ccbcb61c3513899b,PSOVERLAYPROG-ccbcb61c3513899b,80,right,080-right,Q2-官网未匹配或高校辅证页列先核,R0-私有复核材料已生成但未核页,18,1,17,0,0,1,0,0,17,18,17,false,true,3,PSFOUNDATIONBATCH-624cbb5690223e09,第03批-页列底座核验,9,59,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,29,87,135,59,page-080,19aa99b47345c817b0477ca2ec84bbf4d25ea260340fd9d33b96c4132d579389,080_page-080,ec3dbfa287d7cf94e3a37cb7b5db46bcb277f080af827a7ef4e47499960798b1,first-closure-080-right-csv,294c64716871cf6627b2a5ee531d809b9b7a372d2766779a7f1d4703b3eef2d6,first-closure-080-right-html,46f5aaa70395380f6139226e5f9d2847a28e645ba0bb9e2438ba96ee91bd98be,private_first_closure_review_material_generated,R0-Overlay已生成未填写,0,0,0,0,0,0,0,0,0,0,0,0,false,false,blocked_until_first_closure_pdf_hubei_review_closed,公开表只保存页列计数、公开账本回链、私有材料证据编号和SHA；不保存页图路径、OCR文本、人工读数、登录态或私有记录。,打开本页列私有HTML/CSV，先核PDF原页，再核湖北官方侧；高校官网只作辅证，冲突时回到PDF原页和湖北官方侧。
FIRSTREVIEW-4c8c5f6279a32c04,data/working/issue19-stable-foundation-first-closure-detail-packet.csv,data/working/issue19-stable-foundation-first-closure-page-side-packet.csv,data/working/issue19-page-side-foundation-review-progress-public-ledger.csv,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,data/working/issue19-page-side-foundation-human-review-overlay-public-ledger.csv,data/working/issue19-official-public-entry-status.json,first_closure_private_review_material_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_review_public_ledger,PDF页码×版面列,PDF页码×版面列×第一闭环私有复核材料进度,false,false,false,false,false,false,false,false,FIRSTPAGE-4c8c5f6279a32c04,PSFOUNDATIONBATCHROW-23caa02c88ac0d61,PSFOUNDATIONPROG-699ac98f967a94ce,PSFIELDCLUE-699ac98f967a94ce,PSOVERLAYPROG-699ac98f967a94ce,70,right,070-right,Q2-官网未匹配或高校辅证页列先核,R0-私有复核材料已生成但未核页,11,11,0,0,0,11,0,0,0,11,0,false,false,16,PSFOUNDATIONBATCH-d6dea4e285579ad8,第16批-页列底座核验,1,376,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,31,93,142,79,page-070,31a8fa321c47651c5e47aa7518b6066580a4f8430352effc2afdbc7ed7a7d909,070_page-070,8c63d3c1beb34f1581118eee112ddd7131a1353c7836c8f4d885bf507efde235,first-closure-070-right-csv,4592b37668f26f5e598f62134a7f5eee1dfaccbf5d6f05f9650e1f4d250141dd,first-closure-070-right-html,5c7dd2185cb271b7b92d5c818f50da07c6181dec321d83ed5f6429dd748d9e5f,private_first_closure_review_material_generated,R0-Overlay已生成未填写,0,0,0,0,0,0,0,0,0,0,0,0,false,false,blocked_until_first_closure_pdf_hubei_review_closed,公开表只保存页列计数、公开账本回链、私有材料证据编号和SHA；不保存页图路径、OCR文本、人工读数、登录态或私有记录。,打开本页列私有HTML/CSV，先核PDF原页，再核湖北官方侧；高校官网只作辅证，冲突时回到PDF原页和湖北官方侧。
FIRSTREVIEW-6f905e62249f58a5,data/working/issue19-stable-foundation-first-closure-detail-packet.csv,data/working/issue19-stable-foundation-first-closure-page-side-packet.csv,data/working/issue19-page-side-foundation-review-progress-public-ledger.csv,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,data/working/issue19-page-side-foundation-human-review-overlay-public-ledger.csv,data/working/issue19-official-public-entry-status.json,first_closure_private_review_material_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_review_public_ledger,PDF页码×版面列,PDF页码×版面列×第一闭环私有复核材料进度,false,false,false,false,false,false,false,false,FIRSTPAGE-6f905e62249f58a5,PSFOUNDATIONBATCHROW-9b494498421d6a12,PSFOUNDATIONPROG-cff5908da994361d,PSFIELDCLUE-cff5908da994361d,PSOVERLAYPROG-cff5908da994361d,135,right,135-right,Q2-官网未匹配或高校辅证页列先核,R0-私有复核材料已生成但未核页,3,3,0,0,0,3,0,0,0,3,0,false,false,3,PSFOUNDATIONBATCH-624cbb5690223e09,第03批-页列底座核验,7,57,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,37,111,117,64,page-135,c6bdb619e23f376d0be395e803de9ece928e0219c77a08dfad956006dc4773cd,135_page-135,0be10230dee9f8ffb9631d0486efde85f7e345cad7355fe982a3de60748a24d9,first-closure-135-right-csv,b550fdf8f6699b6925209d7c73a2e59af5b453ea0ede52821460b1d210864446,first-closure-135-right-html,f508cc6e08a5ed12d1100c9c81ddf774f3c3fa19c33eb78ea58f52c740c6b23e,private_first_closure_review_material_generated,R0-Overlay已生成未填写,0,0,0,0,0,0,0,0,0,0,0,0,false,false,blocked_until_first_closure_pdf_hubei_review_closed,公开表只保存页列计数、公开账本回链、私有材料证据编号和SHA；不保存页图路径、OCR文本、人工读数、登录态或私有记录。,打开本页列私有HTML/CSV，先核PDF原页，再核湖北官方侧；高校官网只作辅证，冲突时回到PDF原页和湖北官方侧。
FIRSTREVIEW-9a59e69a09baeb3c,data/working/issue19-stable-foundation-first-closure-detail-packet.csv,data/working/issue19-stable-foundation-first-closure-page-side-packet.csv,data/working/issue19-page-side-foundation-review-progress-public-ledger.csv,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,data/working/issue19-page-side-foundation-human-review-overlay-public-ledger.csv,data/working/issue19-official-public-entry-status.json,first_closure_private_review_material_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_review_public_ledger,PDF页码×版面列,PDF页码×版面列×第一闭环私有复核材料进度,false,false,false,false,false,false,false,false,FIRSTPAGE-9a59e69a09baeb3c,PSFOUNDATIONBATCHROW-54f42e5e5bbb1b6c,PSFOUNDATIONPROG-0e2b66c686166a37,PSFIELDCLUE-0e2b66c686166a37,PSOVERLAYPROG-0e2b66c686166a37,235,left,235-left,Q2-官网未匹配或高校辅证页列先核,R0-私有复核材料已生成但未核页,2,2,0,0,0,2,0,0,0,2,0,false,false,7,PSFOUNDATIONBATCH-15e89cfef2478b34,第07批-页列底座核验,16,166,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,23,69,139,77,page-235,35dde950859ace5ee66fbede63cc6db980e73af80cc874be0e78cee08b6dafc0,235_page-235,9c6c8b614284932a95cdbed73246d2a036c49715d39169064f9b109cd505bf1e,first-closure-235-left-csv,849675d0119a192b524b02a60c17aedb8d1e3b75b45ba0bef5ae7d70d7b1e4d5,first-closure-235-left-html,248aea2dab99510ad32fb79739db4e8771a491705991f577ad4f322d55f20017,private_first_closure_review_material_generated,R0-Overlay已生成未填写,0,0,0,0,0,0,0,0,0,0,0,0,false,false,blocked_until_first_closure_pdf_hubei_review_closed,公开表只保存页列计数、公开账本回链、私有材料证据编号和SHA；不保存页图路径、OCR文本、人工读数、登录态或私有记录。,打开本页列私有HTML/CSV，先核PDF原页，再核湖北官方侧；高校官网只作辅证，冲突时回到PDF原页和湖北官方侧。
FIRSTREVIEW-71c8a1c59d84716c,data/working/issue19-stable-foundation-first-closure-detail-packet.csv,data/working/issue19-stable-foundation-first-closure-page-side-packet.csv,data/working/issue19-page-side-foundation-review-progress-public-ledger.csv,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,data/working/issue19-page-side-foundation-human-review-overlay-public-ledger.csv,data/working/issue19-official-public-entry-status.json,first_closure_private_review_material_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_review_public_ledger,PDF页码×版面列,PDF页码×版面列×第一闭环私有复核材料进度,false,false,false,false,false,false,false,false,FIRSTPAGE-71c8a1c59d84716c,PSFOUNDATIONBATCHROW-b791f12a055c28af,PSFOUNDATIONPROG-7e0c5fee58b32411,PSFIELDCLUE-7e0c5fee58b32411,PSOVERLAYPROG-7e0c5fee58b32411,36,right,036-right,Q2-官网未匹配或高校辅证页列先核,R0-私有复核材料已生成但未核页,1,1,0,0,0,1,0,0,0,1,0,false,false,17,PSFOUNDATIONBATCH-223da4493222f13e,第17批-页列底座核验,6,406,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,24,72,125,69,page-036,3f61fdab5d7bc5f1e51617a4c0014c9a1d8b4195f1cac9221f3e9813ea52161b,036_page-036,6e6db40dcfd572d05ffb59958407ba6bfb598bbf17691041f5c4b4ec4390808e,first-closure-036-right-csv,15d387c0b7493b9d5270e156191c1d925bbbdff82fe558cdd0a08b855bad55c6,first-closure-036-right-html,5510355a5c966fd04c9dff876a437ab43c0e8d298d50e14649b3f8755c40f218,private_first_closure_review_material_generated,R0-Overlay已生成未填写,0,0,0,0,0,0,0,0,0,0,0,0,false,false,blocked_until_first_closure_pdf_hubei_review_closed,公开表只保存页列计数、公开账本回链、私有材料证据编号和SHA；不保存页图路径、OCR文本、人工读数、登录态或私有记录。,打开本页列私有HTML/CSV，先核PDF原页，再核湖北官方侧；高校官网只作辅证，冲突时回到PDF原页和湖北官方侧。
FIRSTREVIEW-45d30b827811919c,data/working/issue19-stable-foundation-first-closure-detail-packet.csv,data/working/issue19-stable-foundation-first-closure-page-side-packet.csv,data/working/issue19-page-side-foundation-review-progress-public-ledger.csv,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,data/working/issue19-page-side-foundation-human-review-overlay-public-ledger.csv,data/working/issue19-official-public-entry-status.json,first_closure_private_review_material_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_review_public_ledger,PDF页码×版面列,PDF页码×版面列×第一闭环私有复核材料进度,false,false,false,false,false,false,false,false,FIRSTPAGE-45d30b827811919c,PSFOUNDATIONBATCHROW-c2a8227b39ad8caa,PSFOUNDATIONPROG-ea95b6c6f26d5b6c,PSFIELDCLUE-ea95b6c6f26d5b6c,PSOVERLAYPROG-ea95b6c6f26d5b6c,57,left,057-left,Q2-官网未匹配或高校辅证页列先核,R0-私有复核材料已生成但未核页,1,1,0,0,0,1,0,0,0,1,0,false,false,4,PSFOUNDATIONBATCH-57cdc99e66824607,第04批-页列底座核验,6,81,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,34,102,160,78,page-057,84a344a8b022584fd78721abd6e1af9b81d95309e66439a5630a6aed1dd08daf,057_page-057,0055cdb00054c9bd3fba9fc7caaacc5e8d63ecf51acd79ce977866808128d8af,first-closure-057-left-csv,87a334eda4a4b2139036abf4dd95fa2c1913c71df676d29106b51085e2fffeec,first-closure-057-left-html,95278c81a4212b09d4508563183ba32f5874acbf23f90089c6317e488b44407f,private_first_closure_review_material_generated,R0-Overlay已生成未填写,0,0,0,0,0,0,0,0,0,0,0,0,false,false,blocked_until_first_closure_pdf_hubei_review_closed,公开表只保存页列计数、公开账本回链、私有材料证据编号和SHA；不保存页图路径、OCR文本、人工读数、登录态或私有记录。,打开本页列私有HTML/CSV，先核PDF原页，再核湖北官方侧；高校官网只作辅证，冲突时回到PDF原页和湖北官方侧。
