W0B0执行预填明细公开审计ID,来源W0B0最小人工复核明细,来源第一闭环下一步动作矩阵,来源第一闭环字段确认公开账本,来源第一闭环PDFOCR候选公开审计,来源第一闭环机器坐标候选公开审计,来源W0B0私有预填材料,来源期号,来源PDF_SHA256,生成日期,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,执行预填明细序号,W0B0执行预填包公开审计ID,W0B0最小人工复核包ID,W0B0最小人工复核明细ID,第一闭环事实核验包明细ID,第一闭环事实范围缺口公开账本ID,第一闭环字段事实公开账本ID,稳定基座第一闭环明细任务ID,来源页码,版面列,页码版面键,专业行ID,专业组出现ID,院校代码,事实域,事实类型,事实粒度,字段名,最小复核类型,复核优先级,页列主阻断,核验动作层级,第一闭环下一步动作ID,第一闭环字段确认公开账本ID,第一闭环PDFOCR候选公开审计ID,第一闭环机器坐标候选公开审计ID,PDFOCR提示状态,PDFOCR审阅桶,PDFOCR与高校辅证关系桶,机器坐标提示状态,机器坐标审阅桶,机器坐标关系桶,候选提示综合桶,高校辅证线索状态,湖北官方侧状态,是否有PDFOCR提示,是否有机器坐标提示,是否有高校辅证线索,是否存在PDFOCR与高校冲突,是否需要人工直接看图,是否需要双人复核,私有预填记录状态,私有预填记录证据编号,私有预填记录SHA256,PDF原页核页状态,湖北官方系统或省招办计划核验状态,高校官网源状态,三方字段一致性状态,字段事实写回状态,最小执行动作,公开安全策略
W0B0EXEITEM-abe912e323b80577,data/working/issue19-stable-foundation-first-closure-w0-b0-minimal-manual-items-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-stable-foundation-first-closure-field-confirmation-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-machine-coordinate-candidate-public-audit.csv,w0_b0_minimal_private_prefill_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_w0_b0_execution_prefill_audit_items,W0-B0最小人工复核事实,最小事实×执行预填状态,false,false,false,false,false,false,false,false,43,W0B0EXEPKT-55d7d9c31577da0d,W0B0MANPKT-ba37423af5e98088,W0B0MANITEM-c08721feddc4095d,FIRSTFACTITEM-978c92103441216f,FIRSTSCOPE-a5ff732e2aa5fe22,FIRSTFACT-bc024cb5a14f1c31,FIRSTDETAIL-393dba8354b77b5e,199,left,199-left,M-c0e205bf9e212204,G-37268c0379be16ef,H945,字段事实,字段事实-学费,第一闭环任务×字段,学费,M1-双人核明确冲突字段,P1,B0-PDFOCR与高校辅证冲突,N0-先双人核PDF原页冲突,FIRSTNEXT-043a03c5c6a87544,FIRSTFCONF-4bd735e4d20720ba,FIRSTPDFOCR-4bd735e4d20720ba,FIRSTMCOORD-4bd735e4d20720ba,private_pdf_ocr_candidate_seeded,P0-候选冲突优先核PDF原页,R0-PDFOCR与高校辅证存在冲突,M2-原已有PDFOCR候选不启用机器坐标补候选,MC2-原已有PDFOCR候选按原流程人工核页,MR2-原PDFOCR已有候选无需坐标补候选,H0-PDFOCR与高校辅证冲突,has_school_side_evidence,pending_hubei_official_review,true,false,true,true,true,true,private_prefill_seeded_pending_manual_review,W0B0-PRIV-W0B0PRIV-abe912e323b80577,d9b4fa11485cbaa553ab7b0655fd3c756cde4d2d9c27f2da07639acfb40bb545,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,pending_three_way_closure,blocked_until_pdf_hubei_school_three_way_closure,先核PDF原页，再核湖北官方侧，最后对照高校辅证,公开层只保存状态、ID、计数和私有记录SHA；学校专业明细、字段读数、OCR正文和人工备注只在private目录。
W0B0EXEITEM-481bd35df69ef12d,data/working/issue19-stable-foundation-first-closure-w0-b0-minimal-manual-items-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-stable-foundation-first-closure-field-confirmation-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-machine-coordinate-candidate-public-audit.csv,w0_b0_minimal_private_prefill_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_w0_b0_execution_prefill_audit_items,W0-B0最小人工复核事实,最小事实×执行预填状态,false,false,false,false,false,false,false,false,44,W0B0EXEPKT-55d7d9c31577da0d,W0B0MANPKT-ba37423af5e98088,W0B0MANITEM-653f76359bfb36f8,FIRSTFACTITEM-8f635a4b2589bd3f,FIRSTSCOPE-1ced7154f176f51e,FIRSTFACT-1202e21cc7042e5f,FIRSTDETAIL-93e1c6f08abff549,199,left,199-left,M-428c631bc321e966,G-37268c0379be16ef,H945,字段事实,字段事实-学费,第一闭环任务×字段,学费,M1-双人核明确冲突字段,P1,B0-PDFOCR与高校辅证冲突,N0-先双人核PDF原页冲突,FIRSTNEXT-e2dd0d440a8cb232,FIRSTFCONF-71cd6f8d96a9ed7a,FIRSTPDFOCR-71cd6f8d96a9ed7a,FIRSTMCOORD-71cd6f8d96a9ed7a,private_pdf_ocr_candidate_seeded,P0-候选冲突优先核PDF原页,R0-PDFOCR与高校辅证存在冲突,M2-原已有PDFOCR候选不启用机器坐标补候选,MC2-原已有PDFOCR候选按原流程人工核页,MR2-原PDFOCR已有候选无需坐标补候选,H0-PDFOCR与高校辅证冲突,has_school_side_evidence,pending_hubei_official_review,true,false,true,true,true,true,private_prefill_seeded_pending_manual_review,W0B0-PRIV-W0B0PRIV-481bd35df69ef12d,75f80270a6d32f665bc35b2b456f3e7e6b2c3e0c4c8e51779cab63dfb8adc14d,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,pending_three_way_closure,blocked_until_pdf_hubei_school_three_way_closure,先核PDF原页，再核湖北官方侧，最后对照高校辅证,公开层只保存状态、ID、计数和私有记录SHA；学校专业明细、字段读数、OCR正文和人工备注只在private目录。
W0B0EXEITEM-7556ca5d9fb724d5,data/working/issue19-stable-foundation-first-closure-w0-b0-minimal-manual-items-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-stable-foundation-first-closure-field-confirmation-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-machine-coordinate-candidate-public-audit.csv,w0_b0_minimal_private_prefill_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_w0_b0_execution_prefill_audit_items,W0-B0最小人工复核事实,最小事实×执行预填状态,false,false,false,false,false,false,false,false,45,W0B0EXEPKT-55d7d9c31577da0d,W0B0MANPKT-ba37423af5e98088,W0B0MANITEM-2ca40703b9b184e2,FIRSTFACTITEM-3c8e2b50a6652734,FIRSTSCOPE-dd75500b48f35225,FIRSTFACT-7dcc19d9d7875933,FIRSTDETAIL-a54f685382d6b1c6,199,left,199-left,M-dc718284a7b7340c,G-37268c0379be16ef,H945,字段事实,字段事实-学费,第一闭环任务×字段,学费,M1-双人核明确冲突字段,P1,B0-PDFOCR与高校辅证冲突,N0-先双人核PDF原页冲突,FIRSTNEXT-9873f865330ed395,FIRSTFCONF-1a0c3253750b52c7,FIRSTPDFOCR-1a0c3253750b52c7,FIRSTMCOORD-1a0c3253750b52c7,private_pdf_ocr_candidate_seeded,P0-候选冲突优先核PDF原页,R0-PDFOCR与高校辅证存在冲突,M2-原已有PDFOCR候选不启用机器坐标补候选,MC2-原已有PDFOCR候选按原流程人工核页,MR2-原PDFOCR已有候选无需坐标补候选,H0-PDFOCR与高校辅证冲突,has_school_side_evidence,pending_hubei_official_review,true,false,true,true,true,true,private_prefill_seeded_pending_manual_review,W0B0-PRIV-W0B0PRIV-7556ca5d9fb724d5,d660ce4ce860553aa08a153d1949a61a066db04b862e72663d3a26da681514fb,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,pending_three_way_closure,blocked_until_pdf_hubei_school_three_way_closure,先核PDF原页，再核湖北官方侧，最后对照高校辅证,公开层只保存状态、ID、计数和私有记录SHA；学校专业明细、字段读数、OCR正文和人工备注只在private目录。
W0B0EXEITEM-2c640170816da13d,data/working/issue19-stable-foundation-first-closure-w0-b0-minimal-manual-items-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-stable-foundation-first-closure-field-confirmation-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-machine-coordinate-candidate-public-audit.csv,w0_b0_minimal_private_prefill_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_w0_b0_execution_prefill_audit_items,W0-B0最小人工复核事实,最小事实×执行预填状态,false,false,false,false,false,false,false,false,46,W0B0EXEPKT-55d7d9c31577da0d,W0B0MANPKT-ba37423af5e98088,W0B0MANITEM-89e7cd9bf40aa996,FIRSTFACTITEM-5336d9797434a64d,FIRSTSCOPE-98915f6bb403cb70,,FIRSTDETAIL-b0445279f2648fcb,199,left,199-left,M-0e8881b7e05a4ea3,G-37268c0379be16ef,H945,专业名归属,专业名归属事实,第一闭环任务×专业名归属,专业计划数,M2-核专业名归属,P2,B0-PDFOCR与高校辅证冲突,N4-PDFOCR候选人工确认,FIRSTNEXT-cd2cba66533498fd,FIRSTFCONF-c33181b9465c2fa4,FIRSTPDFOCR-c33181b9465c2fa4,FIRSTMCOORD-c33181b9465c2fa4,private_pdf_ocr_candidate_seeded,P3-有候选但需人工确认,R3-仅PDFOCR候选待人工核页,M2-原已有PDFOCR候选不启用机器坐标补候选,MC2-原已有PDFOCR候选按原流程人工核页,MR2-原PDFOCR已有候选无需坐标补候选,H2-已有PDFOCR候选,page_side_has_school_side_evidence,pending_hubei_official_review,true,false,false,false,false,false,private_prefill_seeded_pending_manual_review,W0B0-PRIV-W0B0PRIV-2c640170816da13d,16ad5f9714331321450ea3e8bb576922eb37508ae3564f9bbae3d5bb1959d3aa,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,pending_three_way_closure,blocked_until_pdf_hubei_school_three_way_closure,先核专业行归属、专业组内位置和上下文，再对字段候选做三方闭环。,公开层只保存状态、ID、计数和私有记录SHA；学校专业明细、字段读数、OCR正文和人工备注只在private目录。
W0B0EXEITEM-ba5520ed14aaf826,data/working/issue19-stable-foundation-first-closure-w0-b0-minimal-manual-items-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-stable-foundation-first-closure-field-confirmation-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-machine-coordinate-candidate-public-audit.csv,w0_b0_minimal_private_prefill_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_w0_b0_execution_prefill_audit_items,W0-B0最小人工复核事实,最小事实×执行预填状态,false,false,false,false,false,false,false,false,47,W0B0EXEPKT-1f19559eb2dbf363,W0B0MANPKT-88105520e62ee00c,W0B0MANITEM-110f332f071aac6f,FIRSTFACTITEM-5076e0b8703fa822,FIRSTSCOPE-7246aa9f78bc2beb,,,209,right,209-right,,,,专业组边界,专业组边界事实,PDF页码×版面列×专业组边界,,M0-先核专业组边界,P0,B0-PDFOCR与高校辅证冲突,N0-先双人核PDF原页冲突×2；N3-无稳定候选人工看图×4；N4-PDFOCR候选人工确认×3；N5-多源一致仍待湖北官方侧×4,,,,,page_side_review,,,,,,,page_side_has_school_side_evidence,pending_hubei_official_plan_review,true,false,true,false,true,true,private_prefill_seeded_pending_manual_review,W0B0-PRIV-W0B0PRIV-ba5520ed14aaf826,9b3f2aebc00b44ac31de115d55e75e9a9a62f83eb1e8eb90092e2ab85dcece52,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,pending_three_way_closure,blocked_until_pdf_hubei_school_three_way_closure,先核专业组标题、起止、跨页延续和左右栏边界，再处理同页字段事实。,公开层只保存状态、ID、计数和私有记录SHA；学校专业明细、字段读数、OCR正文和人工备注只在private目录。
W0B0EXEITEM-a598198d44f65b5a,data/working/issue19-stable-foundation-first-closure-w0-b0-minimal-manual-items-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-stable-foundation-first-closure-field-confirmation-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-machine-coordinate-candidate-public-audit.csv,w0_b0_minimal_private_prefill_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_w0_b0_execution_prefill_audit_items,W0-B0最小人工复核事实,最小事实×执行预填状态,false,false,false,false,false,false,false,false,48,W0B0EXEPKT-1f19559eb2dbf363,W0B0MANPKT-88105520e62ee00c,W0B0MANITEM-1633af738cf3bf1e,FIRSTFACTITEM-fdf44ec031012376,FIRSTSCOPE-506e3102ec1b2df3,FIRSTFACT-46936b86730c7aca,FIRSTDETAIL-1c3252c859c2d2ea,209,right,209-right,M-0aea883663b5fb39,G-e377a7e078e92213,K153,字段事实,字段事实-专业计划数,第一闭环任务×字段,专业计划数,M1-双人核明确冲突字段,P1,B0-PDFOCR与高校辅证冲突,N0-先双人核PDF原页冲突,FIRSTNEXT-114afe1cd1faed07,FIRSTFCONF-fcd3c0eb6877c935,FIRSTPDFOCR-fcd3c0eb6877c935,FIRSTMCOORD-fcd3c0eb6877c935,private_pdf_ocr_candidate_seeded,P0-候选冲突优先核PDF原页,R0-PDFOCR与高校辅证存在冲突,M2-原已有PDFOCR候选不启用机器坐标补候选,MC2-原已有PDFOCR候选按原流程人工核页,MR2-原PDFOCR已有候选无需坐标补候选,H0-PDFOCR与高校辅证冲突,has_school_side_evidence,pending_hubei_official_review,true,false,true,true,true,true,private_prefill_seeded_pending_manual_review,W0B0-PRIV-W0B0PRIV-a598198d44f65b5a,ef412ed7f998d19612209c4cbb4fdc7d64869f57c9a441ede6653dfdb558963b,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,pending_three_way_closure,blocked_until_pdf_hubei_school_three_way_closure,先核PDF原页，再核湖北官方侧，最后对照高校辅证,公开层只保存状态、ID、计数和私有记录SHA；学校专业明细、字段读数、OCR正文和人工备注只在private目录。
W0B0EXEITEM-139237a78958bda3,data/working/issue19-stable-foundation-first-closure-w0-b0-minimal-manual-items-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-stable-foundation-first-closure-field-confirmation-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-machine-coordinate-candidate-public-audit.csv,w0_b0_minimal_private_prefill_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_w0_b0_execution_prefill_audit_items,W0-B0最小人工复核事实,最小事实×执行预填状态,false,false,false,false,false,false,false,false,49,W0B0EXEPKT-1f19559eb2dbf363,W0B0MANPKT-88105520e62ee00c,W0B0MANITEM-5fb49395e3be9dac,FIRSTFACTITEM-5d5dcb624422b14e,FIRSTSCOPE-8fe77cda62670b4f,FIRSTFACT-3c96ab669faf89cd,FIRSTDETAIL-ac9be6f84b5cb492,209,right,209-right,M-e2879b097d059aee,G-e377a7e078e92213,K153,字段事实,字段事实-专业计划数,第一闭环任务×字段,专业计划数,M1-双人核明确冲突字段,P1,B0-PDFOCR与高校辅证冲突,N0-先双人核PDF原页冲突,FIRSTNEXT-df22cb373a2dbb69,FIRSTFCONF-92c59f8e4d515840,FIRSTPDFOCR-92c59f8e4d515840,FIRSTMCOORD-92c59f8e4d515840,private_pdf_ocr_candidate_seeded,P0-候选冲突优先核PDF原页,R0-PDFOCR与高校辅证存在冲突,M2-原已有PDFOCR候选不启用机器坐标补候选,MC2-原已有PDFOCR候选按原流程人工核页,MR2-原PDFOCR已有候选无需坐标补候选,H0-PDFOCR与高校辅证冲突,has_school_side_evidence,pending_hubei_official_review,true,false,true,true,true,true,private_prefill_seeded_pending_manual_review,W0B0-PRIV-W0B0PRIV-139237a78958bda3,9598681cfc40af617514e86444e0dc1a30ced4e65d63f58b98805774298f5591,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,pending_three_way_closure,blocked_until_pdf_hubei_school_three_way_closure,先核PDF原页，再核湖北官方侧，最后对照高校辅证,公开层只保存状态、ID、计数和私有记录SHA；学校专业明细、字段读数、OCR正文和人工备注只在private目录。
W0B0EXEITEM-0445e603ece3a935,data/working/issue19-stable-foundation-first-closure-w0-b0-minimal-manual-items-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-stable-foundation-first-closure-field-confirmation-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-machine-coordinate-candidate-public-audit.csv,w0_b0_minimal_private_prefill_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_w0_b0_execution_prefill_audit_items,W0-B0最小人工复核事实,最小事实×执行预填状态,false,false,false,false,false,false,false,false,50,W0B0EXEPKT-1f19559eb2dbf363,W0B0MANPKT-88105520e62ee00c,W0B0MANITEM-f1d1050bf9837fd1,FIRSTFACTITEM-202a85d87e8d86f5,FIRSTSCOPE-95edeee345346a72,FIRSTFACT-dd5539e4054ed8f6,FIRSTDETAIL-1c3252c859c2d2ea,209,right,209-right,M-0aea883663b5fb39,G-e377a7e078e92213,K153,字段事实,字段事实-再选科目,第一闭环任务×字段,再选科目,M1-双人核明确冲突字段,P1,B0-PDFOCR与高校辅证冲突,N0-先双人核PDF原页冲突,FIRSTNEXT-114afe1cd1faed07,FIRSTFCONF-fcd3c0eb6877c935,FIRSTPDFOCR-fcd3c0eb6877c935,FIRSTMCOORD-fcd3c0eb6877c935,private_pdf_ocr_candidate_seeded,P0-候选冲突优先核PDF原页,R0-PDFOCR与高校辅证存在冲突,M2-原已有PDFOCR候选不启用机器坐标补候选,MC2-原已有PDFOCR候选按原流程人工核页,MR2-原PDFOCR已有候选无需坐标补候选,H0-PDFOCR与高校辅证冲突,has_school_side_evidence,pending_hubei_official_review,true,false,true,true,true,true,private_prefill_seeded_pending_manual_review,W0B0-PRIV-W0B0PRIV-0445e603ece3a935,81ec03a4ef0118294248a57a869395791daf54220ea55ecfb2651f708a4780de,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,pending_three_way_closure,blocked_until_pdf_hubei_school_three_way_closure,先核PDF原页，再核湖北官方侧，最后对照高校辅证,公开层只保存状态、ID、计数和私有记录SHA；学校专业明细、字段读数、OCR正文和人工备注只在private目录。
W0B0EXEITEM-b55e47d0645bb493,data/working/issue19-stable-foundation-first-closure-w0-b0-minimal-manual-items-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-stable-foundation-first-closure-field-confirmation-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-machine-coordinate-candidate-public-audit.csv,w0_b0_minimal_private_prefill_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_w0_b0_execution_prefill_audit_items,W0-B0最小人工复核事实,最小事实×执行预填状态,false,false,false,false,false,false,false,false,51,W0B0EXEPKT-1f19559eb2dbf363,W0B0MANPKT-88105520e62ee00c,W0B0MANITEM-7f77961e3d6efd2e,FIRSTFACTITEM-8aea68dfca6d58c1,FIRSTSCOPE-8c72fcf8d418015e,FIRSTFACT-135a6613929a3e67,FIRSTDETAIL-ac9be6f84b5cb492,209,right,209-right,M-e2879b097d059aee,G-e377a7e078e92213,K153,字段事实,字段事实-再选科目,第一闭环任务×字段,再选科目,M1-双人核明确冲突字段,P1,B0-PDFOCR与高校辅证冲突,N0-先双人核PDF原页冲突,FIRSTNEXT-df22cb373a2dbb69,FIRSTFCONF-92c59f8e4d515840,FIRSTPDFOCR-92c59f8e4d515840,FIRSTMCOORD-92c59f8e4d515840,private_pdf_ocr_candidate_seeded,P0-候选冲突优先核PDF原页,R0-PDFOCR与高校辅证存在冲突,M2-原已有PDFOCR候选不启用机器坐标补候选,MC2-原已有PDFOCR候选按原流程人工核页,MR2-原PDFOCR已有候选无需坐标补候选,H0-PDFOCR与高校辅证冲突,has_school_side_evidence,pending_hubei_official_review,true,false,true,true,true,true,private_prefill_seeded_pending_manual_review,W0B0-PRIV-W0B0PRIV-b55e47d0645bb493,7551b868fcedafb9ef288fbd0a678c8a3355125cf1df8cda035849b45bbb6d3f,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,pending_three_way_closure,blocked_until_pdf_hubei_school_three_way_closure,先核PDF原页，再核湖北官方侧，最后对照高校辅证,公开层只保存状态、ID、计数和私有记录SHA；学校专业明细、字段读数、OCR正文和人工备注只在private目录。
W0B0EXEITEM-54544d6ac25d0b78,data/working/issue19-stable-foundation-first-closure-w0-b0-minimal-manual-items-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-stable-foundation-first-closure-field-confirmation-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-machine-coordinate-candidate-public-audit.csv,w0_b0_minimal_private_prefill_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_w0_b0_execution_prefill_audit_items,W0-B0最小人工复核事实,最小事实×执行预填状态,false,false,false,false,false,false,false,false,52,W0B0EXEPKT-1f19559eb2dbf363,W0B0MANPKT-88105520e62ee00c,W0B0MANITEM-14363f2ff62d8629,FIRSTFACTITEM-ddefd6a21e60f708,FIRSTSCOPE-a39e2f6c74c50800,FIRSTFACT-92d847dc4d6ca017,FIRSTDETAIL-1c3252c859c2d2ea,209,right,209-right,M-0aea883663b5fb39,G-e377a7e078e92213,K153,字段事实,字段事实-学费,第一闭环任务×字段,学费,M1-双人核明确冲突字段,P1,B0-PDFOCR与高校辅证冲突,N0-先双人核PDF原页冲突,FIRSTNEXT-114afe1cd1faed07,FIRSTFCONF-fcd3c0eb6877c935,FIRSTPDFOCR-fcd3c0eb6877c935,FIRSTMCOORD-fcd3c0eb6877c935,private_pdf_ocr_candidate_seeded,P0-候选冲突优先核PDF原页,R0-PDFOCR与高校辅证存在冲突,M2-原已有PDFOCR候选不启用机器坐标补候选,MC2-原已有PDFOCR候选按原流程人工核页,MR2-原PDFOCR已有候选无需坐标补候选,H0-PDFOCR与高校辅证冲突,has_school_side_evidence,pending_hubei_official_review,true,false,true,true,true,true,private_prefill_seeded_pending_manual_review,W0B0-PRIV-W0B0PRIV-54544d6ac25d0b78,3bd87e9af56027d3cd8b8799a55baaa9bbb6a55ad8d85cc09cb15c1cf66cccdf,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,pending_three_way_closure,blocked_until_pdf_hubei_school_three_way_closure,先核PDF原页，再核湖北官方侧，最后对照高校辅证,公开层只保存状态、ID、计数和私有记录SHA；学校专业明细、字段读数、OCR正文和人工备注只在private目录。
W0B0EXEITEM-0b852db539d3a180,data/working/issue19-stable-foundation-first-closure-w0-b0-minimal-manual-items-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-stable-foundation-first-closure-field-confirmation-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-machine-coordinate-candidate-public-audit.csv,w0_b0_minimal_private_prefill_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_w0_b0_execution_prefill_audit_items,W0-B0最小人工复核事实,最小事实×执行预填状态,false,false,false,false,false,false,false,false,53,W0B0EXEPKT-1f19559eb2dbf363,W0B0MANPKT-88105520e62ee00c,W0B0MANITEM-5cd0ec2163d561fe,FIRSTFACTITEM-0ce1a23cdf25b509,FIRSTSCOPE-c4191607a26270ed,FIRSTFACT-a7df9fee8affdd52,FIRSTDETAIL-ac9be6f84b5cb492,209,right,209-right,M-e2879b097d059aee,G-e377a7e078e92213,K153,字段事实,字段事实-学费,第一闭环任务×字段,学费,M1-双人核明确冲突字段,P1,B0-PDFOCR与高校辅证冲突,N0-先双人核PDF原页冲突,FIRSTNEXT-df22cb373a2dbb69,FIRSTFCONF-92c59f8e4d515840,FIRSTPDFOCR-92c59f8e4d515840,FIRSTMCOORD-92c59f8e4d515840,private_pdf_ocr_candidate_seeded,P0-候选冲突优先核PDF原页,R0-PDFOCR与高校辅证存在冲突,M2-原已有PDFOCR候选不启用机器坐标补候选,MC2-原已有PDFOCR候选按原流程人工核页,MR2-原PDFOCR已有候选无需坐标补候选,H0-PDFOCR与高校辅证冲突,has_school_side_evidence,pending_hubei_official_review,true,false,true,true,true,true,private_prefill_seeded_pending_manual_review,W0B0-PRIV-W0B0PRIV-0b852db539d3a180,a35c6054e4647975f49271a392edc6df8ec9d54a01a70d67bf9a7cebf4db5a4d,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,pending_three_way_closure,blocked_until_pdf_hubei_school_three_way_closure,先核PDF原页，再核湖北官方侧，最后对照高校辅证,公开层只保存状态、ID、计数和私有记录SHA；学校专业明细、字段读数、OCR正文和人工备注只在private目录。
