第一闭环字段核验状态ID,来源第一闭环下一步动作矩阵,来源字段事实核验任务,来源高校源E0人工回页队列,来源期号,来源PDF_SHA256,生成日期,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,字段状态序号,第一闭环下一步动作ID,稳定基座第一闭环明细任务ID,稳定基座第一闭环页列包ID,来源页码,版面列,页码版面键,专业行ID,专业组出现ID,院校代码,任务来源类型,字段名,字段映射状态,字段事实核验任务ID,字段事实状态,字段核验优先级,字段PDF核验状态,字段湖北官方核验状态,字段事实闭环等级,字段事实阻断等级,字段事实缺口类型,PDF原页证据状态,OCR提示状态,机器坐标提示状态,高校辅证证据状态,湖北官方侧状态,冲突状态,三方闭环状态,核验动作层级,执行泳道,同校高校源可用性,同校高校源最高证据层级,同校E0人工回页任务数,同校E0风险桶分布,PDF原页核页状态,湖北官方系统或省招办计划核验状态,高校官网源状态,字段事实写回状态,当前阻断原因,下一步核验动作,公开安全策略
FIRSTFIELDSTATUS-132f146c0a85f8a5,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-field-fact-verification-tasks.csv,data/working/issue19-school-source-e0-manual-page-review-queue-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_field_verification_status,第一闭环明细任务×待核字段,拆分后的字段级公开核验状态；不保存字段读数或候选文本,false,false,false,false,false,false,false,false,200,FIRSTNEXT-5f4d8cdbe33b45bb,FIRSTDETAIL-4a3b29ecc48bcddc,FIRSTPAGE-815b76bed7962001,169,right,169-right,M-8ba195c86a925e83,G-69a8112ee16cf2ba,H450,自动官网辅证任务,专业计划数,M1-已映射字段事实核验任务,FIELDVERIFY-46c5ab1c2d99eb54,K0-字段缺口无候选需原页重读,P0-字段无候选原页重读,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,L3-单字段缺口无候选需重读,Q0-字段缺口无候选阻断,专业计划数,P2-有PDFOCR提示，仍待PDF原页人工确认,O2-高校有线索但PDFOCR缺候选,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C1-高校补缺线索，PDF原页缺候选需人工看图,pending_private_three_way_field_confirmation,N1-高校补缺线索回PDF原页,E0-冲突异常双人优先核验,S3-同校已有结构化或diff线索可作核页提示,L3-已有湖北物理结构化或候选diff线索,4,M0-计划数冲突或高校侧差异先核×2；M1-OCR补缺线索先核×1；M2-专业名归属或匹配规则先核×1,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,PDF原页未完成逐字段核页；湖北官方系统或省招办计划未核验；字段无稳定提示需原页重读,回看PDF原页补专业计划数/学费/选科，再用高校辅证作差异解释，最后核湖北官方侧。,字段级公开状态只保存ID、状态桶、计数和核验动作；不保存院校名称、专业名称、字段读数、OCR正文、人工记录、图片路径或登录态。
FIRSTFIELDSTATUS-1a149b411a11181b,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-field-fact-verification-tasks.csv,data/working/issue19-school-source-e0-manual-page-review-queue-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_field_verification_status,第一闭环明细任务×待核字段,拆分后的字段级公开核验状态；不保存字段读数或候选文本,false,false,false,false,false,false,false,false,201,FIRSTNEXT-5f4d8cdbe33b45bb,FIRSTDETAIL-4a3b29ecc48bcddc,FIRSTPAGE-815b76bed7962001,169,right,169-right,M-8ba195c86a925e83,G-69a8112ee16cf2ba,H450,自动官网辅证任务,再选科目,M1-已映射字段事实核验任务,FIELDVERIFY-04f8ae7d22fd5eda,K2-OCR候选存在但三方核验未闭环,P3-OCR齐全字段三方闭环,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,L3-单字段缺口无候选需重读,Q0-字段缺口无候选阻断,专业计划数,P2-有PDFOCR提示，仍待PDF原页人工确认,O2-高校有线索但PDFOCR缺候选,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C1-高校补缺线索，PDF原页缺候选需人工看图,pending_private_three_way_field_confirmation,N1-高校补缺线索回PDF原页,E0-冲突异常双人优先核验,S3-同校已有结构化或diff线索可作核页提示,L3-已有湖北物理结构化或候选diff线索,4,M0-计划数冲突或高校侧差异先核×2；M1-OCR补缺线索先核×1；M2-专业名归属或匹配规则先核×1,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,PDF原页未完成逐字段核页；湖北官方系统或省招办计划未核验,回看PDF原页补专业计划数/学费/选科，再用高校辅证作差异解释，最后核湖北官方侧。,字段级公开状态只保存ID、状态桶、计数和核验动作；不保存院校名称、专业名称、字段读数、OCR正文、人工记录、图片路径或登录态。
FIRSTFIELDSTATUS-189a9d8b5540cc28,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-field-fact-verification-tasks.csv,data/working/issue19-school-source-e0-manual-page-review-queue-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_field_verification_status,第一闭环明细任务×待核字段,拆分后的字段级公开核验状态；不保存字段读数或候选文本,false,false,false,false,false,false,false,false,202,FIRSTNEXT-5f4d8cdbe33b45bb,FIRSTDETAIL-4a3b29ecc48bcddc,FIRSTPAGE-815b76bed7962001,169,right,169-right,M-8ba195c86a925e83,G-69a8112ee16cf2ba,H450,自动官网辅证任务,学费,M1-已映射字段事实核验任务,FIELDVERIFY-167aadcc760264e0,K2-OCR候选存在但三方核验未闭环,P3-OCR齐全字段三方闭环,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,L3-单字段缺口无候选需重读,Q0-字段缺口无候选阻断,专业计划数,P2-有PDFOCR提示，仍待PDF原页人工确认,O2-高校有线索但PDFOCR缺候选,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C1-高校补缺线索，PDF原页缺候选需人工看图,pending_private_three_way_field_confirmation,N1-高校补缺线索回PDF原页,E0-冲突异常双人优先核验,S3-同校已有结构化或diff线索可作核页提示,L3-已有湖北物理结构化或候选diff线索,4,M0-计划数冲突或高校侧差异先核×2；M1-OCR补缺线索先核×1；M2-专业名归属或匹配规则先核×1,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,PDF原页未完成逐字段核页；湖北官方系统或省招办计划未核验,回看PDF原页补专业计划数/学费/选科，再用高校辅证作差异解释，最后核湖北官方侧。,字段级公开状态只保存ID、状态桶、计数和核验动作；不保存院校名称、专业名称、字段读数、OCR正文、人工记录、图片路径或登录态。
FIRSTFIELDSTATUS-566c25cb1d3b1489,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-field-fact-verification-tasks.csv,data/working/issue19-school-source-e0-manual-page-review-queue-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_field_verification_status,第一闭环明细任务×待核字段,拆分后的字段级公开核验状态；不保存字段读数或候选文本,false,false,false,false,false,false,false,false,203,FIRSTNEXT-38692a676ec0bf84,FIRSTDETAIL-51b2b8463ec925df,FIRSTPAGE-815b76bed7962001,169,right,169-right,M-4a71a2765412ac2a,G-69a8112ee16cf2ba,H450,P0人工字段任务,专业计划数,M1-已映射字段事实核验任务,FIELDVERIFY-725b40fdff0cd0be,K0-字段缺口无候选需原页重读,P0-字段无候选原页重读,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,L1-两字段缺口优先补证,Q1-字段缺口有候选待人工核验,再选科目；专业计划数,P3-无稳定OCR提示，需人工看PDF原页,O5-无公开OCR候选提示,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C4-无可比候选，需人工看图或随页列闭环,pending_private_three_way_field_confirmation,N3-无稳定候选人工看图,E0-冲突异常双人优先核验,S3-同校已有结构化或diff线索可作核页提示,L3-已有湖北物理结构化或候选diff线索,4,M0-计划数冲突或高校侧差异先核×2；M1-OCR补缺线索先核×1；M2-专业名归属或匹配规则先核×1,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,PDF原页未完成逐字段核页；湖北官方系统或省招办计划未核验；字段无稳定提示需原页重读,直接打开PDF原页所在页列人工看图，必要时同页列连带复核。,字段级公开状态只保存ID、状态桶、计数和核验动作；不保存院校名称、专业名称、字段读数、OCR正文、人工记录、图片路径或登录态。
FIRSTFIELDSTATUS-8db087a27c0eac5d,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-field-fact-verification-tasks.csv,data/working/issue19-school-source-e0-manual-page-review-queue-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_field_verification_status,第一闭环明细任务×待核字段,拆分后的字段级公开核验状态；不保存字段读数或候选文本,false,false,false,false,false,false,false,false,204,FIRSTNEXT-716ec367058120a0,FIRSTDETAIL-55c641ecf7db1022,FIRSTPAGE-815b76bed7962001,169,right,169-right,M-b4b8560bd289f9b5,G-69a8112ee16cf2ba,H450,自动官网辅证任务,专业计划数,M1-已映射字段事实核验任务,FIELDVERIFY-bfa85c1f12c6cd7a,K0-字段缺口无候选需原页重读,P0-字段无候选原页重读,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,L1-两字段缺口优先补证,Q1-字段缺口有候选待人工核验,再选科目；专业计划数,P2-有PDFOCR提示，仍待PDF原页人工确认,O2-高校有线索但PDFOCR缺候选,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C1-高校补缺线索，PDF原页缺候选需人工看图,pending_private_three_way_field_confirmation,N1-高校补缺线索回PDF原页,E0-冲突异常双人优先核验,S3-同校已有结构化或diff线索可作核页提示,L3-已有湖北物理结构化或候选diff线索,4,M0-计划数冲突或高校侧差异先核×2；M1-OCR补缺线索先核×1；M2-专业名归属或匹配规则先核×1,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,PDF原页未完成逐字段核页；湖北官方系统或省招办计划未核验；字段无稳定提示需原页重读,回看PDF原页补专业计划数/学费/选科，再用高校辅证作差异解释，最后核湖北官方侧。,字段级公开状态只保存ID、状态桶、计数和核验动作；不保存院校名称、专业名称、字段读数、OCR正文、人工记录、图片路径或登录态。
FIRSTFIELDSTATUS-2f2e55c0648db4c0,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-field-fact-verification-tasks.csv,data/working/issue19-school-source-e0-manual-page-review-queue-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_field_verification_status,第一闭环明细任务×待核字段,拆分后的字段级公开核验状态；不保存字段读数或候选文本,false,false,false,false,false,false,false,false,205,FIRSTNEXT-716ec367058120a0,FIRSTDETAIL-55c641ecf7db1022,FIRSTPAGE-815b76bed7962001,169,right,169-right,M-b4b8560bd289f9b5,G-69a8112ee16cf2ba,H450,自动官网辅证任务,学费,M1-已映射字段事实核验任务,FIELDVERIFY-01cddb6b1cd3eb37,K2-OCR候选存在但三方核验未闭环,P3-OCR齐全字段三方闭环,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,L1-两字段缺口优先补证,Q1-字段缺口有候选待人工核验,再选科目；专业计划数,P2-有PDFOCR提示，仍待PDF原页人工确认,O2-高校有线索但PDFOCR缺候选,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C1-高校补缺线索，PDF原页缺候选需人工看图,pending_private_three_way_field_confirmation,N1-高校补缺线索回PDF原页,E0-冲突异常双人优先核验,S3-同校已有结构化或diff线索可作核页提示,L3-已有湖北物理结构化或候选diff线索,4,M0-计划数冲突或高校侧差异先核×2；M1-OCR补缺线索先核×1；M2-专业名归属或匹配规则先核×1,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,PDF原页未完成逐字段核页；湖北官方系统或省招办计划未核验,回看PDF原页补专业计划数/学费/选科，再用高校辅证作差异解释，最后核湖北官方侧。,字段级公开状态只保存ID、状态桶、计数和核验动作；不保存院校名称、专业名称、字段读数、OCR正文、人工记录、图片路径或登录态。
FIRSTFIELDSTATUS-c9de0c9f58968340,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-field-fact-verification-tasks.csv,data/working/issue19-school-source-e0-manual-page-review-queue-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_field_verification_status,第一闭环明细任务×待核字段,拆分后的字段级公开核验状态；不保存字段读数或候选文本,false,false,false,false,false,false,false,false,206,FIRSTNEXT-267feb8dbb1da089,FIRSTDETAIL-5bf24e503db69e71,FIRSTPAGE-815b76bed7962001,169,right,169-right,M-7a3695c82b5953d6,G-69a8112ee16cf2ba,H450,自动官网辅证任务,专业计划数,M1-已映射字段事实核验任务,FIELDVERIFY-b37e3508c6f486e8,K0-字段缺口无候选需原页重读,P0-字段无候选原页重读,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,L1-两字段缺口优先补证,Q1-字段缺口有候选待人工核验,再选科目；专业计划数,P2-有PDFOCR提示，仍待PDF原页人工确认,O2-高校有线索但PDFOCR缺候选,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C1-高校补缺线索，PDF原页缺候选需人工看图,pending_private_three_way_field_confirmation,N1-高校补缺线索回PDF原页,E0-冲突异常双人优先核验,S3-同校已有结构化或diff线索可作核页提示,L3-已有湖北物理结构化或候选diff线索,4,M0-计划数冲突或高校侧差异先核×2；M1-OCR补缺线索先核×1；M2-专业名归属或匹配规则先核×1,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,PDF原页未完成逐字段核页；湖北官方系统或省招办计划未核验；字段无稳定提示需原页重读,回看PDF原页补专业计划数/学费/选科，再用高校辅证作差异解释，最后核湖北官方侧。,字段级公开状态只保存ID、状态桶、计数和核验动作；不保存院校名称、专业名称、字段读数、OCR正文、人工记录、图片路径或登录态。
FIRSTFIELDSTATUS-cfd90e2d5ca7aa2b,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-field-fact-verification-tasks.csv,data/working/issue19-school-source-e0-manual-page-review-queue-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_field_verification_status,第一闭环明细任务×待核字段,拆分后的字段级公开核验状态；不保存字段读数或候选文本,false,false,false,false,false,false,false,false,207,FIRSTNEXT-267feb8dbb1da089,FIRSTDETAIL-5bf24e503db69e71,FIRSTPAGE-815b76bed7962001,169,right,169-right,M-7a3695c82b5953d6,G-69a8112ee16cf2ba,H450,自动官网辅证任务,学费,M1-已映射字段事实核验任务,FIELDVERIFY-3314fc1c6661e1fa,K2-OCR候选存在但三方核验未闭环,P3-OCR齐全字段三方闭环,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,L1-两字段缺口优先补证,Q1-字段缺口有候选待人工核验,再选科目；专业计划数,P2-有PDFOCR提示，仍待PDF原页人工确认,O2-高校有线索但PDFOCR缺候选,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C1-高校补缺线索，PDF原页缺候选需人工看图,pending_private_three_way_field_confirmation,N1-高校补缺线索回PDF原页,E0-冲突异常双人优先核验,S3-同校已有结构化或diff线索可作核页提示,L3-已有湖北物理结构化或候选diff线索,4,M0-计划数冲突或高校侧差异先核×2；M1-OCR补缺线索先核×1；M2-专业名归属或匹配规则先核×1,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,PDF原页未完成逐字段核页；湖北官方系统或省招办计划未核验,回看PDF原页补专业计划数/学费/选科，再用高校辅证作差异解释，最后核湖北官方侧。,字段级公开状态只保存ID、状态桶、计数和核验动作；不保存院校名称、专业名称、字段读数、OCR正文、人工记录、图片路径或登录态。
FIRSTFIELDSTATUS-8e82a1e20a904455,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-field-fact-verification-tasks.csv,data/working/issue19-school-source-e0-manual-page-review-queue-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_field_verification_status,第一闭环明细任务×待核字段,拆分后的字段级公开核验状态；不保存字段读数或候选文本,false,false,false,false,false,false,false,false,208,FIRSTNEXT-ab9b331d138b25fc,FIRSTDETAIL-655cc4d71fe13207,FIRSTPAGE-815b76bed7962001,169,right,169-right,M-d7ad035436e7d0f7,G-69a8112ee16cf2ba,H450,P0人工字段任务,专业计划数,M1-已映射字段事实核验任务,FIELDVERIFY-82a5445dba5ce2a1,K0-字段缺口无候选需原页重读,P0-字段无候选原页重读,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,L1-两字段缺口优先补证,Q1-字段缺口有候选待人工核验,再选科目；专业计划数,P3-无稳定OCR提示，需人工看PDF原页,O5-无公开OCR候选提示,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C4-无可比候选，需人工看图或随页列闭环,pending_private_three_way_field_confirmation,N3-无稳定候选人工看图,E0-冲突异常双人优先核验,S3-同校已有结构化或diff线索可作核页提示,L3-已有湖北物理结构化或候选diff线索,4,M0-计划数冲突或高校侧差异先核×2；M1-OCR补缺线索先核×1；M2-专业名归属或匹配规则先核×1,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,PDF原页未完成逐字段核页；湖北官方系统或省招办计划未核验；字段无稳定提示需原页重读,直接打开PDF原页所在页列人工看图，必要时同页列连带复核。,字段级公开状态只保存ID、状态桶、计数和核验动作；不保存院校名称、专业名称、字段读数、OCR正文、人工记录、图片路径或登录态。
FIRSTFIELDSTATUS-34b4c2dfcdbbdb58,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-field-fact-verification-tasks.csv,data/working/issue19-school-source-e0-manual-page-review-queue-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_field_verification_status,第一闭环明细任务×待核字段,拆分后的字段级公开核验状态；不保存字段读数或候选文本,false,false,false,false,false,false,false,false,209,FIRSTNEXT-8ef9652b563b3cf6,FIRSTDETAIL-80ab74779f516adb,FIRSTPAGE-815b76bed7962001,169,right,169-right,M-b4b8560bd289f9b5,G-69a8112ee16cf2ba,H450,P0人工字段任务,专业计划数,M1-已映射字段事实核验任务,FIELDVERIFY-bfa85c1f12c6cd7a,K0-字段缺口无候选需原页重读,P0-字段无候选原页重读,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,L1-两字段缺口优先补证,Q1-字段缺口有候选待人工核验,再选科目；专业计划数,P3-无稳定OCR提示，需人工看PDF原页,O5-无公开OCR候选提示,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C4-无可比候选，需人工看图或随页列闭环,pending_private_three_way_field_confirmation,N3-无稳定候选人工看图,E0-冲突异常双人优先核验,S3-同校已有结构化或diff线索可作核页提示,L3-已有湖北物理结构化或候选diff线索,4,M0-计划数冲突或高校侧差异先核×2；M1-OCR补缺线索先核×1；M2-专业名归属或匹配规则先核×1,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,PDF原页未完成逐字段核页；湖北官方系统或省招办计划未核验；字段无稳定提示需原页重读,直接打开PDF原页所在页列人工看图，必要时同页列连带复核。,字段级公开状态只保存ID、状态桶、计数和核验动作；不保存院校名称、专业名称、字段读数、OCR正文、人工记录、图片路径或登录态。
FIRSTFIELDSTATUS-12a5314ded955045,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-field-fact-verification-tasks.csv,data/working/issue19-school-source-e0-manual-page-review-queue-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_field_verification_status,第一闭环明细任务×待核字段,拆分后的字段级公开核验状态；不保存字段读数或候选文本,false,false,false,false,false,false,false,false,210,FIRSTNEXT-865b747e2a938aa9,FIRSTDETAIL-8991edc6731114ee,FIRSTPAGE-815b76bed7962001,169,right,169-right,M-a8b31c9114605c03,G-69a8112ee16cf2ba,H450,自动官网辅证任务,专业计划数,M1-已映射字段事实核验任务,FIELDVERIFY-d3673d9163ea1875,K2-OCR候选存在但三方核验未闭环,P3-OCR齐全字段三方闭环,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,L2-单字段缺口有候选待核,Q1-字段缺口有候选待人工核验,再选科目,P0-有冲突线索，PDF原页优先人工核验,O0-PDFOCR与高校辅证冲突,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C0-PDFOCR与高校辅证冲突，必须回PDF原页和湖北官方侧,pending_private_three_way_field_confirmation,N0-先双人核PDF原页冲突,E0-冲突异常双人优先核验,S3-同校已有结构化或diff线索可作核页提示,L3-已有湖北物理结构化或候选diff线索,4,M0-计划数冲突或高校侧差异先核×2；M1-OCR补缺线索先核×1；M2-专业名归属或匹配规则先核×1,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,PDF原页未完成逐字段核页；湖北官方系统或省招办计划未核验；存在PDFOCR与高校辅证冲突线索,双人回看PDF原页，先判定PDFOCR与高校辅证冲突字段，再核湖北官方侧。,字段级公开状态只保存ID、状态桶、计数和核验动作；不保存院校名称、专业名称、字段读数、OCR正文、人工记录、图片路径或登录态。
FIRSTFIELDSTATUS-fbce540af1c5a95e,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-field-fact-verification-tasks.csv,data/working/issue19-school-source-e0-manual-page-review-queue-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_field_verification_status,第一闭环明细任务×待核字段,拆分后的字段级公开核验状态；不保存字段读数或候选文本,false,false,false,false,false,false,false,false,211,FIRSTNEXT-865b747e2a938aa9,FIRSTDETAIL-8991edc6731114ee,FIRSTPAGE-815b76bed7962001,169,right,169-right,M-a8b31c9114605c03,G-69a8112ee16cf2ba,H450,自动官网辅证任务,学费,M1-已映射字段事实核验任务,FIELDVERIFY-0c90d6152dd268f5,K2-OCR候选存在但三方核验未闭环,P3-OCR齐全字段三方闭环,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,L2-单字段缺口有候选待核,Q1-字段缺口有候选待人工核验,再选科目,P0-有冲突线索，PDF原页优先人工核验,O0-PDFOCR与高校辅证冲突,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C0-PDFOCR与高校辅证冲突，必须回PDF原页和湖北官方侧,pending_private_three_way_field_confirmation,N0-先双人核PDF原页冲突,E0-冲突异常双人优先核验,S3-同校已有结构化或diff线索可作核页提示,L3-已有湖北物理结构化或候选diff线索,4,M0-计划数冲突或高校侧差异先核×2；M1-OCR补缺线索先核×1；M2-专业名归属或匹配规则先核×1,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,PDF原页未完成逐字段核页；湖北官方系统或省招办计划未核验；存在PDFOCR与高校辅证冲突线索,双人回看PDF原页，先判定PDFOCR与高校辅证冲突字段，再核湖北官方侧。,字段级公开状态只保存ID、状态桶、计数和核验动作；不保存院校名称、专业名称、字段读数、OCR正文、人工记录、图片路径或登录态。
FIRSTFIELDSTATUS-6d4cceab560213c0,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-field-fact-verification-tasks.csv,data/working/issue19-school-source-e0-manual-page-review-queue-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_field_verification_status,第一闭环明细任务×待核字段,拆分后的字段级公开核验状态；不保存字段读数或候选文本,false,false,false,false,false,false,false,false,212,FIRSTNEXT-c1216327491b5a0a,FIRSTDETAIL-9085a434404761c6,FIRSTPAGE-815b76bed7962001,169,right,169-right,M-9710c4b647b66507,G-69a8112ee16cf2ba,H450,P0人工字段任务,专业计划数,M1-已映射字段事实核验任务,FIELDVERIFY-6828226939221c83,K0-字段缺口无候选需原页重读,P0-字段无候选原页重读,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,L1-两字段缺口优先补证,Q1-字段缺口有候选待人工核验,再选科目；专业计划数,P3-无稳定OCR提示，需人工看PDF原页,O5-无公开OCR候选提示,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C4-无可比候选，需人工看图或随页列闭环,pending_private_three_way_field_confirmation,N3-无稳定候选人工看图,E0-冲突异常双人优先核验,S3-同校已有结构化或diff线索可作核页提示,L3-已有湖北物理结构化或候选diff线索,4,M0-计划数冲突或高校侧差异先核×2；M1-OCR补缺线索先核×1；M2-专业名归属或匹配规则先核×1,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,PDF原页未完成逐字段核页；湖北官方系统或省招办计划未核验；字段无稳定提示需原页重读,直接打开PDF原页所在页列人工看图，必要时同页列连带复核。,字段级公开状态只保存ID、状态桶、计数和核验动作；不保存院校名称、专业名称、字段读数、OCR正文、人工记录、图片路径或登录态。
