官方不可得抽样执行明细ID,来源官方不可得抽样门禁ID,来源稳定基座自动交叉核验任务ID,来源逐专业证据路由ID,来源招生明细总工作台ID,来源湖北官方活体复查,来源期号,来源PDF_SHA256,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,是否允许作为志愿推荐依据,是否允许生成学校专业建议,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许写回字段事实,执行类别,执行优先级,风险等级,抽样策略,样本选择原因,样本序号,样本最低明细数,是否100%人工核验,是否抽样核验,是否低风险样本,院校代码,院校名称OCR,专业行ID,专业组出现ID,院校专业组代码OCR规范化,来源页码,版面列,页码版面键,专业组内专业序号,专业代号OCR,专业名称及备注短摘,必核字段,字段差异标记,官网辅证自动动作,OCR专业计划数候选,OCR学费候选,OCR再选科目候选,最佳官网专业名称,最佳官网专业代号,最佳官网计划数,最佳官网学费,最佳官网选科,最佳官网来源文件,官网证据强度,官网来源状态,官网证据匹配状态,计划数核验状态,疑似OCR把学费读入计划数,PDF原页核页状态,湖北官方系统或省招办计划核验状态,高校官网或招生章程辅证状态,三方一致性状态,字段事实写回状态,是否需要双人复核,升级触发器,升级范围,当前用途边界,下一步
SAMPLINGEXEC-5900463b6d9cbb7a,SAMPLINGGATE-fa91005385a44103,STABLEAUTO-ce32fc51e81a4912,,,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_execution_detail,逐专业招生明细,官方不可得抽样门禁×逐专业招生明细,false,false,false,false,false,false,false,H0-高风险100%人工核验,00-高风险逐专业核验,R3-high,100%人工核验,官网未匹配专业名或限定词，必须确认专业归属和组内边界。,5,12,true,false,false,C108,江汉大学,M-cc636083a3433325,G-facec610841ca140,C10820,70,right,070-right,4,AC,人工智能（面向武汉）,专业名；专业计划数；学费；再选科目；校区/学制/备注；特殊限制,官网专业未匹配；官网计划源待补强,C7-官网源未匹配专业需人工确认专业名,,5200,,,,,,,,unmatched,has_partial_source_needs_followup,unmatched,not_covered,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,true,计划数冲突；关键限定词缺失；物理/历史未拆；非2026湖北物理普通本科来源；同组家庭不可接受专业；抽检失败,同页列100%；同一学校出现2个失败则同校100%；同一专业组失败则整组100%,逐专业执行明细只用于人工核页、抽检和升级派单；不得作为志愿推荐或字段事实写回依据。,C7-官网源未匹配专业需人工确认专业名；必须回到PDF原页和湖北官方系统/省招办计划核验，高校官网不得替代湖北官方计划。
SAMPLINGEXEC-6dc7f2de6931334f,SAMPLINGGATE-fa91005385a44103,STABLEAUTO-2c02741a398f0fea,,,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_execution_detail,逐专业招生明细,官方不可得抽样门禁×逐专业招生明细,false,false,false,false,false,false,false,H0-高风险100%人工核验,00-高风险逐专业核验,R3-high,100%人工核验,官网未匹配专业名或限定词，必须确认专业归属和组内边界。,6,12,true,false,false,C108,江汉大学,M-916f5239ec5a0593,G-facec610841ca140,C10820,70,right,070-right,5,AD,数据科学与大数据技术（面向武汉）,专业名；专业计划数；学费；再选科目；校区/学制/备注；特殊限制,官网专业未匹配；官网计划源待补强,C7-官网源未匹配专业需人工确认专业名,23,5200,,,,,,,,unmatched,has_partial_source_needs_followup,unmatched,not_covered,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,true,计划数冲突；关键限定词缺失；物理/历史未拆；非2026湖北物理普通本科来源；同组家庭不可接受专业；抽检失败,同页列100%；同一学校出现2个失败则同校100%；同一专业组失败则整组100%,逐专业执行明细只用于人工核页、抽检和升级派单；不得作为志愿推荐或字段事实写回依据。,C7-官网源未匹配专业需人工确认专业名；必须回到PDF原页和湖北官方系统/省招办计划核验，高校官网不得替代湖北官方计划。
SAMPLINGEXEC-b109913dba80a16f,SAMPLINGGATE-fa91005385a44103,STABLEAUTO-5b8a1dea50517578,,,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_execution_detail,逐专业招生明细,官方不可得抽样门禁×逐专业招生明细,false,false,false,false,false,false,false,H0-高风险100%人工核验,00-高风险逐专业核验,R3-high,100%人工核验,官网未匹配专业名或限定词，必须确认专业归属和组内边界。,7,12,true,false,false,C108,江汉大学,M-f9c56d652fbb33cd,G-facec610841ca140,C10820,70,right,070-right,6,AE,计算机科学与技术（智能与软件实验班；面向武汉）,专业名；专业计划数；学费；再选科目；校区/学制/备注；特殊限制,官网专业未匹配；官网计划源待补强,C7-官网源未匹配专业需人工确认专业名,23,5200,,,,,,,,unmatched,has_partial_source_needs_followup,unmatched,not_covered,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,true,计划数冲突；关键限定词缺失；物理/历史未拆；非2026湖北物理普通本科来源；同组家庭不可接受专业；抽检失败,同页列100%；同一学校出现2个失败则同校100%；同一专业组失败则整组100%,逐专业执行明细只用于人工核页、抽检和升级派单；不得作为志愿推荐或字段事实写回依据。,C7-官网源未匹配专业需人工确认专业名；必须回到PDF原页和湖北官方系统/省招办计划核验，高校官网不得替代湖北官方计划。
SAMPLINGEXEC-effd30de344245df,SAMPLINGGATE-fa91005385a44103,STABLEAUTO-91e7f424c3a14420,,,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_execution_detail,逐专业招生明细,官方不可得抽样门禁×逐专业招生明细,false,false,false,false,false,false,false,H0-高风险100%人工核验,00-高风险逐专业核验,R3-high,100%人工核验,官网未匹配专业名或限定词，必须确认专业归属和组内边界。,8,12,true,false,false,C108,江汉大学,M-30ddedf35876cad1,G-facec610841ca140,C10820,70,right,070-right,7,AF,智能制造工程（智慧能源装备；面向武,专业名；专业计划数；学费；再选科目；校区/学制/备注；特殊限制,官网专业未匹配；官网计划源待补强,C7-官网源未匹配专业需人工确认专业名,25,5200,,,,,,,,unmatched,has_partial_source_needs_followup,unmatched,not_covered,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,true,计划数冲突；关键限定词缺失；物理/历史未拆；非2026湖北物理普通本科来源；同组家庭不可接受专业；抽检失败,同页列100%；同一学校出现2个失败则同校100%；同一专业组失败则整组100%,逐专业执行明细只用于人工核页、抽检和升级派单；不得作为志愿推荐或字段事实写回依据。,C7-官网源未匹配专业需人工确认专业名；必须回到PDF原页和湖北官方系统/省招办计划核验，高校官网不得替代湖北官方计划。
SAMPLINGEXEC-c71059d6f6437ff3,SAMPLINGGATE-fa91005385a44103,STABLEAUTO-5aa413e7b188d75e,,,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_execution_detail,逐专业招生明细,官方不可得抽样门禁×逐专业招生明细,false,false,false,false,false,false,false,H0-高风险100%人工核验,00-高风险逐专业核验,R3-high,100%人工核验,官网未匹配专业名或限定词，必须确认专业归属和组内边界。,9,12,true,false,false,C108,江汉大学,M-97356b83d76caabd,G-facec610841ca140,C10820,70,right,070-right,8,AG,自动化（面向武汉）,专业名；专业计划数；学费；再选科目；校区/学制/备注；特殊限制,官网专业未匹配；官网计划源待补强,C7-官网源未匹配专业需人工确认专业名,50,5200,,,,,,,,unmatched,has_partial_source_needs_followup,unmatched,not_covered,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,true,计划数冲突；关键限定词缺失；物理/历史未拆；非2026湖北物理普通本科来源；同组家庭不可接受专业；抽检失败,同页列100%；同一学校出现2个失败则同校100%；同一专业组失败则整组100%,逐专业执行明细只用于人工核页、抽检和升级派单；不得作为志愿推荐或字段事实写回依据。,C7-官网源未匹配专业需人工确认专业名；必须回到PDF原页和湖北官方系统/省招办计划核验，高校官网不得替代湖北官方计划。
SAMPLINGEXEC-796505ae891eca3b,SAMPLINGGATE-fa91005385a44103,STABLEAUTO-51d97bab476b40fd,,,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_execution_detail,逐专业招生明细,官方不可得抽样门禁×逐专业招生明细,false,false,false,false,false,false,false,H0-高风险100%人工核验,00-高风险逐专业核验,R3-high,100%人工核验,官网未匹配专业名或限定词，必须确认专业归属和组内边界。,10,12,true,false,false,C108,江汉大学,M-d5bfdfacbf80256f,G-facec610841ca140,C10820,70,right,070-right,9,AH,［ 机械设计制造及其自动化（面向武汉）,专业名；专业计划数；学费；再选科目；校区/学制/备注；特殊限制,官网专业未匹配；官网计划源待补强,C7-官网源未匹配专业需人工确认专业名,50,30,,,,,,,,unmatched,has_partial_source_needs_followup,unmatched,not_covered,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,true,计划数冲突；关键限定词缺失；物理/历史未拆；非2026湖北物理普通本科来源；同组家庭不可接受专业；抽检失败,同页列100%；同一学校出现2个失败则同校100%；同一专业组失败则整组100%,逐专业执行明细只用于人工核页、抽检和升级派单；不得作为志愿推荐或字段事实写回依据。,C7-官网源未匹配专业需人工确认专业名；必须回到PDF原页和湖北官方系统/省招办计划核验，高校官网不得替代湖北官方计划。
SAMPLINGEXEC-ce9c1fd487a93c15,SAMPLINGGATE-fa91005385a44103,STABLEAUTO-a5a12951a2e35e80,,,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_execution_detail,逐专业招生明细,官方不可得抽样门禁×逐专业招生明细,false,false,false,false,false,false,false,H0-高风险100%人工核验,00-高风险逐专业核验,R3-high,100%人工核验,官网未匹配专业名或限定词，必须确认专业归属和组内边界。,11,12,true,false,false,C108,江汉大学,M-0892ad4e5c518719,G-facec610841ca140,C10820,70,right,070-right,10,AJ,新能源汽车工程（面向武汉）,专业名；专业计划数；学费；再选科目；校区/学制/备注；特殊限制,官网专业未匹配；官网计划源待补强,C7-官网源未匹配专业需人工确认专业名,,40,,,,,,,,unmatched,has_partial_source_needs_followup,unmatched,not_covered,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,true,计划数冲突；关键限定词缺失；物理/历史未拆；非2026湖北物理普通本科来源；同组家庭不可接受专业；抽检失败,同页列100%；同一学校出现2个失败则同校100%；同一专业组失败则整组100%,逐专业执行明细只用于人工核页、抽检和升级派单；不得作为志愿推荐或字段事实写回依据。,C7-官网源未匹配专业需人工确认专业名；必须回到PDF原页和湖北官方系统/省招办计划核验，高校官网不得替代湖北官方计划。
SAMPLINGEXEC-0f3d5f1e00044508,SAMPLINGGATE-fa91005385a44103,STABLEAUTO-703a135f65fb0697,,,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_execution_detail,逐专业招生明细,官方不可得抽样门禁×逐专业招生明细,false,false,false,false,false,false,false,H0-高风险100%人工核验,00-高风险逐专业核验,R3-high,100%人工核验,官网未匹配专业名或限定词，必须确认专业归属和组内边界。,12,12,true,false,false,C108,江汉大学,M-ec0d83fb4e950a93,G-facec610841ca140,C10820,70,right,070-right,11,AK,材料成型及控制工程（模具数字设计：面向武汉）C109 武汉工程大学（公办）（湖北）,专业名；专业计划数；学费；再选科目；校区/学制/备注；特殊限制,官网专业未匹配；官网计划源待补强,C7-官网源未匹配专业需人工确认专业名,,17,,,,,,,,unmatched,has_partial_source_needs_followup,unmatched,not_covered,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,true,计划数冲突；关键限定词缺失；物理/历史未拆；非2026湖北物理普通本科来源；同组家庭不可接受专业；抽检失败,同页列100%；同一学校出现2个失败则同校100%；同一专业组失败则整组100%,逐专业执行明细只用于人工核页、抽检和升级派单；不得作为志愿推荐或字段事实写回依据。,C7-官网源未匹配专业需人工确认专业名；必须回到PDF原页和湖北官方系统/省招办计划核验，高校官网不得替代湖北官方计划。
SAMPLINGEXEC-ebb45f4793644469,SAMPLINGGATE-9dac66e7d78e6b8e,STABLEAUTO-9583bff79d5f7e99,,,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_execution_detail,逐专业招生明细,官方不可得抽样门禁×逐专业招生明细,false,false,false,false,false,false,false,H0-高风险100%人工核验,00-高风险逐专业核验,R3-high,100%人工核验,官网未匹配专业名或限定词，必须确认专业归属和组内边界。,1,2,true,false,false,C150,武汉商学院,M-0e83de1e95002dfd,G-43eaec6deac85123,C15003,80,right,080-right,13,90,分（满分以150分计）：大一在马漿河校区就读，大二起在后官湖校区房读：外语语种：英语）,专业名；专业计划数；学费；再选科目；校区/学制/备注；特殊限制,,C7-官网源未匹配专业需人工确认专业名,21,5200,,,,,,,,unmatched,has_reusable_2026_hubei_plan_source,unmatched,not_covered,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,true,计划数冲突；关键限定词缺失；物理/历史未拆；非2026湖北物理普通本科来源；同组家庭不可接受专业；抽检失败,同页列100%；同一学校出现2个失败则同校100%；同一专业组失败则整组100%,逐专业执行明细只用于人工核页、抽检和升级派单；不得作为志愿推荐或字段事实写回依据。,C7-官网源未匹配专业需人工确认专业名；必须回到PDF原页和湖北官方系统/省招办计划核验，高校官网不得替代湖北官方计划。
SAMPLINGEXEC-268e69eed450dcbf,SAMPLINGGATE-9dac66e7d78e6b8e,STABLEAUTO-53e72047402ef4e4,,,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_execution_detail,逐专业招生明细,官方不可得抽样门禁×逐专业招生明细,false,false,false,false,false,false,false,H0-高风险100%人工核验,00-高风险逐专业核验,R3-high,100%人工核验,官网未匹配专业名或限定词，必须确认专业归属和组内边界。,2,2,true,false,false,C150,武汉商学院,M-41b02b5d8de0b251,G-c17bbc8198fca6e9,C15007,81,left,081-left,2,54,"物流管理（中外合作办学〉（“4+0""双证培养模式；大一在马影河校区就读，大起在后官湖校区就读）C151汉江师范学院（公办）（湖北）",专业名；专业计划数；学费；再选科目；校区/学制/备注；特殊限制,,C7-官网源未匹配专业需人工确认专业名,35,40000,,,,,,,,unmatched,has_reusable_2026_hubei_plan_source,unmatched,not_covered,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,true,计划数冲突；关键限定词缺失；物理/历史未拆；非2026湖北物理普通本科来源；同组家庭不可接受专业；抽检失败,同页列100%；同一学校出现2个失败则同校100%；同一专业组失败则整组100%,逐专业执行明细只用于人工核页、抽检和升级派单；不得作为志愿推荐或字段事实写回依据。,C7-官网源未匹配专业需人工确认专业名；必须回到PDF原页和湖北官方系统/省招办计划核验，高校官网不得替代湖北官方计划。
SAMPLINGEXEC-d4c13241987ed148,SAMPLINGGATE-8784ad9c7862af0d,STABLEAUTO-b81e03af34c98e6c,,,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_execution_detail,逐专业招生明细,官方不可得抽样门禁×逐专业招生明细,false,false,false,false,false,false,false,H0-高风险100%人工核验,00-高风险逐专业核验,R3-high,100%人工核验,官网未匹配专业名或限定词，必须确认专业归属和组内边界。,1,1,true,false,false,F099,天津外国语大学,M-ba76e18b079d513f,G-954865af1940403b,F09910,96,right,096-right,1,28,数字媒体技术（可参与中国文化传播人才创新班选拔：滨海校区）F100天津商业大学（公办）（天津）,专业名；专业计划数；学费；再选科目；校区/学制/备注；特殊限制,官网专业未匹配,C7-官网源未匹配专业需人工确认专业名,,5400,,,,,,,,unmatched,has_reusable_2026_hubei_plan_source,unmatched,not_covered,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,true,计划数冲突；关键限定词缺失；物理/历史未拆；非2026湖北物理普通本科来源；同组家庭不可接受专业；抽检失败,同页列100%；同一学校出现2个失败则同校100%；同一专业组失败则整组100%,逐专业执行明细只用于人工核页、抽检和升级派单；不得作为志愿推荐或字段事实写回依据。,C7-官网源未匹配专业需人工确认专业名；必须回到PDF原页和湖北官方系统/省招办计划核验，高校官网不得替代湖北官方计划。
SAMPLINGEXEC-b517a5d5211835ad,SAMPLINGGATE-c7e2a4fb379ac1cf,STABLEAUTO-36a88c05f7d96d32,,,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_execution_detail,逐专业招生明细,官方不可得抽样门禁×逐专业招生明细,false,false,false,false,false,false,false,H0-高风险100%人工核验,00-高风险逐专业核验,R3-high,100%人工核验,官网未匹配专业名或限定词，必须确认专业归属和组内边界。,1,3,true,false,false,F902,江苏理工学院,M-2a039956ee3b5d43,G-158e8a85ddd262f3,F90202,135,right,135-right,11,GA,。,专业名；专业计划数；学费；再选科目；校区/学制/备注；特殊限制,官网专业未匹配；官网计划源待补强,C7-官网源未匹配专业需人工确认专业名,,,,,,,,,,unmatched,has_partial_source_needs_followup,unmatched,not_covered,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,true,计划数冲突；关键限定词缺失；物理/历史未拆；非2026湖北物理普通本科来源；同组家庭不可接受专业；抽检失败,同页列100%；同一学校出现2个失败则同校100%；同一专业组失败则整组100%,逐专业执行明细只用于人工核页、抽检和升级派单；不得作为志愿推荐或字段事实写回依据。,C7-官网源未匹配专业需人工确认专业名；必须回到PDF原页和湖北官方系统/省招办计划核验，高校官网不得替代湖北官方计划。
SAMPLINGEXEC-7871ade3aa9383e6,SAMPLINGGATE-c7e2a4fb379ac1cf,STABLEAUTO-7ce615611309e8ed,,,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_execution_detail,逐专业招生明细,官方不可得抽样门禁×逐专业招生明细,false,false,false,false,false,false,false,H0-高风险100%人工核验,00-高风险逐专业核验,R3-high,100%人工核验,官网未匹配专业名或限定词，必须确认专业归属和组内边界。,2,3,true,false,false,F902,江苏理工学院,M-2d83c1ada1a7794e,G-158e8a85ddd262f3,F90202,135,right,135-right,12,KA,。院校代号,专业名；专业计划数；学费；再选科目；校区/学制/备注；特殊限制,官网专业未匹配；官网计划源待补强,C7-官网源未匹配专业需人工确认专业名,,,,,,,,,,unmatched,has_partial_source_needs_followup,unmatched,not_covered,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,true,计划数冲突；关键限定词缺失；物理/历史未拆；非2026湖北物理普通本科来源；同组家庭不可接受专业；抽检失败,同页列100%；同一学校出现2个失败则同校100%；同一专业组失败则整组100%,逐专业执行明细只用于人工核页、抽检和升级派单；不得作为志愿推荐或字段事实写回依据。,C7-官网源未匹配专业需人工确认专业名；必须回到PDF原页和湖北官方系统/省招办计划核验，高校官网不得替代湖北官方计划。
SAMPLINGEXEC-71129e57b89b1911,SAMPLINGGATE-c7e2a4fb379ac1cf,STABLEAUTO-181886803d3320a4,,,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_execution_detail,逐专业招生明细,官方不可得抽样门禁×逐专业招生明细,false,false,false,false,false,false,false,H0-高风险100%人工核验,00-高风险逐专业核验,R3-high,100%人工核验,官网未匹配专业名或限定词，必须确认专业归属和组内边界。,3,3,true,false,false,F902,江苏理工学院,M-333b9b0165c63dc9,G-158e8a85ddd262f3,F90202,135,right,135-right,15,15,车辆工程F903 江苏海洋大学（公办）（江苏）,专业名；专业计划数；学费；再选科目；校区/学制/备注；特殊限制,官网专业未匹配；官网计划源待补强,C7-官网源未匹配专业需人工确认专业名,2,5800,,,,,,,,unmatched,has_partial_source_needs_followup,unmatched,not_covered,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,true,计划数冲突；关键限定词缺失；物理/历史未拆；非2026湖北物理普通本科来源；同组家庭不可接受专业；抽检失败,同页列100%；同一学校出现2个失败则同校100%；同一专业组失败则整组100%,逐专业执行明细只用于人工核页、抽检和升级派单；不得作为志愿推荐或字段事实写回依据。,C7-官网源未匹配专业需人工确认专业名；必须回到PDF原页和湖北官方系统/省招办计划核验，高校官网不得替代湖北官方计划。
SAMPLINGEXEC-9d3fcf6c2c0d4659,SAMPLINGGATE-85f4ac976ae79902,STABLEAUTO-b69d5a6cfdbca723,,,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_execution_detail,逐专业招生明细,官方不可得抽样门禁×逐专业招生明细,false,false,false,false,false,false,false,H0-高风险100%人工核验,00-高风险逐专业核验,R3-high,100%人工核验,官网未匹配专业名或限定词，必须确认专业归属和组内边界。,1,1,true,false,false,H450,山东工商学院,M-b0e700912fffe743,G-69a8112ee16cf2ba,H45004,169,right,169-right,16,54,电子科学与技术H451 山东女子学院（公办）（山东）不限,专业名；专业计划数；学费；再选科目；校区/学制/备注；特殊限制,官网专业未匹配；官网计划源待补强,C7-官网源未匹配专业需人工确认专业名,9,5500,,,,,,,,unmatched,has_partial_source_needs_followup,unmatched,not_covered,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,true,计划数冲突；关键限定词缺失；物理/历史未拆；非2026湖北物理普通本科来源；同组家庭不可接受专业；抽检失败,同页列100%；同一学校出现2个失败则同校100%；同一专业组失败则整组100%,逐专业执行明细只用于人工核页、抽检和升级派单；不得作为志愿推荐或字段事实写回依据。,C7-官网源未匹配专业需人工确认专业名；必须回到PDF原页和湖北官方系统/省招办计划核验，高校官网不得替代湖北官方计划。
SAMPLINGEXEC-b108286e17457fbe,SAMPLINGGATE-236f562263ac383e,STABLEAUTO-7f7320c0bbec3d95,,,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_execution_detail,逐专业招生明细,官方不可得抽样门禁×逐专业招生明细,false,false,false,false,false,false,false,H0-高风险100%人工核验,00-高风险逐专业核验,R3-high,100%人工核验,官网未匹配专业名或限定词，必须确认专业归属和组内边界。,1,1,true,false,false,H945,南宁学院,M-0e8881b7e05a4ea3,G-37268c0379be16ef,H94505,199,left,199-left,5,26,智能科学与技术H948柳州工学院（民办）（广西）,专业名；专业计划数；学费；再选科目；校区/学制/备注；特殊限制,官网专业未匹配；官网计划源待补强,C7-官网源未匹配专业需人工确认专业名,2,,,,,,,,,unmatched,has_partial_source_needs_followup,unmatched,not_covered,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,true,计划数冲突；关键限定词缺失；物理/历史未拆；非2026湖北物理普通本科来源；同组家庭不可接受专业；抽检失败,同页列100%；同一学校出现2个失败则同校100%；同一专业组失败则整组100%,逐专业执行明细只用于人工核页、抽检和升级派单；不得作为志愿推荐或字段事实写回依据。,C7-官网源未匹配专业需人工确认专业名；必须回到PDF原页和湖北官方系统/省招办计划核验，高校官网不得替代湖北官方计划。
SAMPLINGEXEC-f736bc16b060e94d,SAMPLINGGATE-c4446b23779a76e9,STABLEAUTO-ee7bea8c6f7b3d38,,,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_execution_detail,逐专业招生明细,官方不可得抽样门禁×逐专业招生明细,false,false,false,false,false,false,false,H0-高风险100%人工核验,00-高风险逐专业核验,R3-high,100%人工核验,官网未匹配专业名或限定词，必须确认专业归属和组内边界。,1,3,true,false,false,K153,成都信息工程大学,M-912162e2ec586cf5,G-e377a7e078e92213,K15306,209,right,209-right,7,19,逻感科学与技术（办学地点：航空港校,专业名；专业计划数；学费；再选科目；校区/学制/备注；特殊限制,官网专业未匹配；官网计划源待补强,C7-官网源未匹配专业需人工确认专业名,2,6240,,,,,,,,unmatched,has_partial_source_needs_followup,unmatched,not_covered,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,true,计划数冲突；关键限定词缺失；物理/历史未拆；非2026湖北物理普通本科来源；同组家庭不可接受专业；抽检失败,同页列100%；同一学校出现2个失败则同校100%；同一专业组失败则整组100%,逐专业执行明细只用于人工核页、抽检和升级派单；不得作为志愿推荐或字段事实写回依据。,C7-官网源未匹配专业需人工确认专业名；必须回到PDF原页和湖北官方系统/省招办计划核验，高校官网不得替代湖北官方计划。
