稳定基座第一闭环任务复核公开账本ID,来源第一闭环明细包,来源第一闭环页列包,来源第一闭环复核公开账本,来源湖北官方公开入口状态快照,来源期号,来源PDF_SHA256,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,稳定基座第一闭环明细任务ID,稳定基座第一闭环页列包ID,稳定基座第一闭环复核公开账本ID,来源页码,版面列,页码版面键,专业行ID,专业组出现ID,院校代码,任务来源类型,第一闭环批次,第一闭环纳入原因,第一闭环页列优先级,任务级复核状态,任务级阻断原因,PDF原页是否必核,湖北官方侧是否必核,高校辅证是否需要复核,是否需要双人复核,字段名,官网辅证自动动作,官网证据强度,官网来源状态,官网证据匹配状态,计划数核验状态,差异字段集合,疑似OCR把学费读入计划数,最佳官网来源文件,最佳官网来源文件是否存在,最佳官网来源文件SHA256,自动辅证是否可作为核页提示,自动辅证是否可替代湖北官方计划,P0字段即时复核任务ID,P0即时字段确认公开账本ID,执行批次,人工核验泳道,人工核验方式,人工最小动作,裁图证据编号,裁图文件SHA256,裁图bbox归一化,私有第一闭环页列CSV证据编号,私有第一闭环页列CSV_SHA256,私有第一闭环页列HTML证据编号,私有第一闭环页列HTML_SHA256,PDF原页核页状态,湖北官方系统或省招办计划核验状态,高校官网或招生章程辅证状态,三方字段一致性状态,字段事实写回状态,官方公开计划页可定稿,数智平台可定稿,公开安全策略,下一步
FIRSTTASKREVIEW-8c1e59bfd7e3e7f7,data/working/issue19-stable-foundation-first-closure-detail-packet.csv,data/working/issue19-stable-foundation-first-closure-page-side-packet.csv,data/working/issue19-stable-foundation-first-closure-review-public-ledger.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_task_review_public_ledger,逐专业招生明细×第一闭环任务,逐任务×PDF原页×湖北官方侧×高校辅证状态,false,false,false,false,false,false,false,false,FIRSTDETAIL-18f6e592f362a091,FIRSTPAGE-ffc90431edf15154,FIRSTREVIEW-ffc90431edf15154,18,left,018-left,M-fddc2e8a1a4582a1,G-2432826275c85956,A033,P0人工字段任务,FIRST-MANUAL-EXEC01-EXEC03,EXEC-03-高校辅证线索三方核验,Q0-冲突页列第一批先核,T0-待PDF原页湖北官方和必要高校辅证核验,P0字段任务尚未写入私有人工记录，禁止字段事实写回,true,true,true,false,专业计划数,C1-官网补缺候选但禁止自动写回,fill_candidate,has_reusable_2026_hubei_plan_source,matched,,,,,not_applicable_no_best_school_source,,false,false,P0IMMEDIATE-e77ef30b155d9894,P0FCONF-531bcda83049d0be,EXEC-03-高校辅证线索三方核验,M3-多源一致快速三方核验,三方线索优先核验,先看PDF原页是否为空或漏读，再核湖北官方侧；官网只作补缺候选,P0CROP-682f8b86be0c0394,0c20c8fce94a53e0de36e433a19863f054f1aa7231d2fd30ea2a87f552483eab,x=0.043000-0.552000;y_bottom_origin=0.589640-0.745612,first-closure-018-left-csv,e5db700c3d348ad32aaa855c50252ecd06a1d096dbcac34daf8c341d9c123381,first-closure-018-left-html,cb2abee631aa17b696bcd8cd73f6cde0449b63381bae7fa13dba0d9daba1103c,pending_manual_pdf_review,pending_hubei_official_review,pending_private_school_reading,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,false,false,公开任务级状态、公共来源文件SHA和私有材料证据编号；不公开页图路径、OCR原文、人工读数或登录态,在私有页列材料中完成PDF原页、湖北官方侧和必要高校辅证记录后，再由公开账本同步完成计数
FIRSTTASKREVIEW-30bd4576831c98ec,data/working/issue19-stable-foundation-first-closure-detail-packet.csv,data/working/issue19-stable-foundation-first-closure-page-side-packet.csv,data/working/issue19-stable-foundation-first-closure-review-public-ledger.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_task_review_public_ledger,逐专业招生明细×第一闭环任务,逐任务×PDF原页×湖北官方侧×高校辅证状态,false,false,false,false,false,false,false,false,FIRSTDETAIL-c5ac679ddb002982,FIRSTPAGE-150f6369ef9f31d4,FIRSTREVIEW-150f6369ef9f31d4,23,left,023-left,M-d00c26dbacdf01ae,G-d3f006c8e5f4feff,A075,P0人工字段任务,FIRST-MANUAL-EXEC01-EXEC03,EXEC-01-冲突异常立即核页,Q0-冲突页列第一批先核,T0-待PDF原页湖北官方和必要高校辅证核验,P0字段任务尚未写入私有人工记录，禁止字段事实写回,true,true,false,true,专业计划数,,,,,,,,,not_applicable_no_best_school_source,,false,false,P0IMMEDIATE-0daf2a4ebb9317b0,P0FCONF-0d23753b844c97b7,EXEC-01-冲突异常立即核页,M5-多值或双人复核常规核页,双人复核,双人核PDF原页与湖北官方侧的专业计划数，确认异常来源,P0CROP-99d757d08d99e8e5,eea2a4bc5e5793b7a2a48111564026526a39bc2c9595d4492afe2b087fd020fb,x=0.043000-0.552000;y_bottom_origin=0.527500-0.725244,first-closure-023-left-csv,81dee0189d85627cfc98a950fd90f8b55d488a762fa8d4878be5f26d18d740b1,first-closure-023-left-html,fd354007552335ea321c72cf896934c89026a153bd83568a4a44aa90223ae20c,pending_manual_pdf_review,pending_hubei_official_review,not_applicable_no_school_field_clue,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,false,false,公开任务级状态、公共来源文件SHA和私有材料证据编号；不公开页图路径、OCR原文、人工读数或登录态,在私有页列材料中完成PDF原页、湖北官方侧和必要高校辅证记录后，再由公开账本同步完成计数
FIRSTTASKREVIEW-f2c2f821c8357bb8,data/working/issue19-stable-foundation-first-closure-detail-packet.csv,data/working/issue19-stable-foundation-first-closure-page-side-packet.csv,data/working/issue19-stable-foundation-first-closure-review-public-ledger.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_task_review_public_ledger,逐专业招生明细×第一闭环任务,逐任务×PDF原页×湖北官方侧×高校辅证状态,false,false,false,false,false,false,false,false,FIRSTDETAIL-9fb919fe97c2ce42,FIRSTPAGE-807f1d9e99948b29,FIRSTREVIEW-807f1d9e99948b29,32,right,032-right,M-0f51c257ad05eb5f,G-5342368711c0332b,A117,P0人工字段任务,FIRST-MANUAL-EXEC01-EXEC03,EXEC-02-计划数偏大重点核页,Q1-补缺或计划数偏大页列先核,T0-待PDF原页湖北官方和必要高校辅证核验,P0字段任务尚未写入私有人工记录，禁止字段事实写回,true,true,false,true,专业计划数,,,,,,,,,not_applicable_no_best_school_source,,false,false,P0IMMEDIATE-eee41f6c0de0bdc8,P0FCONF-1381ba63146334df,EXEC-02-计划数偏大重点核页,M1-计划数偏大重点核页,双人复核,重点核专业计划数是否误读为学费或串列，并核湖北官方侧,P0CROP-d3bae730ddcf4a71,b19011cbebfc77b8ed5023ab3ed9d68a5f37822d66f45d38e0d42e11b22a9edf,x=0.448000-0.957000;y_bottom_origin=0.312270-0.475407,first-closure-032-right-csv,da84901515cf0b4838a38ea744dbc3cf037942d2f8f7e94f6716253ea217081a,first-closure-032-right-html,d95dbe32a8905776266ccc384e179d13d816de6df0a7e198b733cd1b3bb5aa24,pending_manual_pdf_review,pending_hubei_official_review,not_applicable_no_school_field_clue,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,false,false,公开任务级状态、公共来源文件SHA和私有材料证据编号；不公开页图路径、OCR原文、人工读数或登录态,在私有页列材料中完成PDF原页、湖北官方侧和必要高校辅证记录后，再由公开账本同步完成计数
FIRSTTASKREVIEW-2e30cc89b7ca29a8,data/working/issue19-stable-foundation-first-closure-detail-packet.csv,data/working/issue19-stable-foundation-first-closure-page-side-packet.csv,data/working/issue19-stable-foundation-first-closure-review-public-ledger.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_task_review_public_ledger,逐专业招生明细×第一闭环任务,逐任务×PDF原页×湖北官方侧×高校辅证状态,false,false,false,false,false,false,false,false,FIRSTDETAIL-78b92f1342e2c4ac,FIRSTPAGE-9e2f12395b6c066b,FIRSTREVIEW-9e2f12395b6c066b,33,right,033-right,M-fc54433e6fda2e66,G-3efb9a2345c57a00,A119,P0人工字段任务,FIRST-MANUAL-EXEC01-EXEC03,EXEC-02-计划数偏大重点核页,Q1-补缺或计划数偏大页列先核,T0-待PDF原页湖北官方和必要高校辅证核验,P0字段任务尚未写入私有人工记录，禁止字段事实写回,true,true,false,true,专业计划数,,,,,,,,,not_applicable_no_best_school_source,,false,false,P0IMMEDIATE-ae19d23b60a253e7,P0FCONF-4b00253ecb80ace4,EXEC-02-计划数偏大重点核页,M1-计划数偏大重点核页,双人复核,重点核专业计划数是否误读为学费或串列，并核湖北官方侧,P0CROP-08800faf5d24f23f,f4dfece2582a6b0c9cfdd4b475050151de5fe3c5849fbab6f966624a44812ddd,x=0.448000-0.957000;y_bottom_origin=0.653553-0.793360,first-closure-033-right-csv,07a42cb3ce978d8f816c9f121b8b0992c363256f851911ba3a0fb8f36b107853,first-closure-033-right-html,e6d4d04aa8692ff904c6799f77ebfcd5dfd92e28d6aa7b936c9019f48a360306,pending_manual_pdf_review,pending_hubei_official_review,not_applicable_no_school_field_clue,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,false,false,公开任务级状态、公共来源文件SHA和私有材料证据编号；不公开页图路径、OCR原文、人工读数或登录态,在私有页列材料中完成PDF原页、湖北官方侧和必要高校辅证记录后，再由公开账本同步完成计数
FIRSTTASKREVIEW-a6814c622cbd9fba,data/working/issue19-stable-foundation-first-closure-detail-packet.csv,data/working/issue19-stable-foundation-first-closure-page-side-packet.csv,data/working/issue19-stable-foundation-first-closure-review-public-ledger.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_task_review_public_ledger,逐专业招生明细×第一闭环任务,逐任务×PDF原页×湖北官方侧×高校辅证状态,false,false,false,false,false,false,false,false,FIRSTDETAIL-221bcc4dcd21e125,FIRSTPAGE-f58ca9d1af902d1a,FIRSTREVIEW-f58ca9d1af902d1a,37,left,037-left,M-4cd6e063565dd7c0,G-9fca3ce8b2adbf9c,A135,P0人工字段任务,FIRST-MANUAL-EXEC01-EXEC03,EXEC-03-高校辅证线索三方核验,Q0-冲突页列第一批先核,T0-待PDF原页湖北官方和必要高校辅证核验,P0字段任务尚未写入私有人工记录，禁止字段事实写回,true,true,true,true,再选科目,C2-强辅证抽检并等待湖北官方闭环,strong_support,has_reusable_2026_hubei_plan_source,matched,,,,,not_applicable_no_best_school_source,,false,false,P0IMMEDIATE-c5cd48810e98eb1a,P0FCONF-7c65f05c3de8cf68,EXEC-03-高校辅证线索三方核验,M2-裁图OCR未稳定补读人工看图,双人复核,按高校辅证线索核PDF原页、湖北官方侧和再选科目一致性,P0CROP-b12b0450f3e5be41,610a67eb423aa5c1f3d50ba36e2404b4bee8e47aa1b26b2f892e25141a541989,x=0.043000-0.552000;y_bottom_origin=0.567521-0.653600,first-closure-037-left-csv,45764205a4d1dca12cc954cf6ef874a8854e8fd28dea0d7dc448d3a45d6b5ae9,first-closure-037-left-html,401fda4efc6a1ec2cf5d5139d953f0079eef34a2bdf3ee8db49e6f32f5795b09,pending_manual_pdf_review,pending_hubei_official_review,pending_private_school_reading,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,false,false,公开任务级状态、公共来源文件SHA和私有材料证据编号；不公开页图路径、OCR原文、人工读数或登录态,在私有页列材料中完成PDF原页、湖北官方侧和必要高校辅证记录后，再由公开账本同步完成计数
FIRSTTASKREVIEW-7ef13d024b3799a0,data/working/issue19-stable-foundation-first-closure-detail-packet.csv,data/working/issue19-stable-foundation-first-closure-page-side-packet.csv,data/working/issue19-stable-foundation-first-closure-review-public-ledger.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_task_review_public_ledger,逐专业招生明细×第一闭环任务,逐任务×PDF原页×湖北官方侧×高校辅证状态,false,false,false,false,false,false,false,false,FIRSTDETAIL-38046516b8ae48b2,FIRSTPAGE-f58ca9d1af902d1a,FIRSTREVIEW-f58ca9d1af902d1a,37,left,037-left,M-ef0c23965ac5fa81,G-9fca3ce8b2adbf9c,A135,P0人工字段任务,FIRST-MANUAL-EXEC01-EXEC03,EXEC-03-高校辅证线索三方核验,Q0-冲突页列第一批先核,T0-待PDF原页湖北官方和必要高校辅证核验,P0字段任务尚未写入私有人工记录，禁止字段事实写回,true,true,true,true,再选科目,C2-强辅证抽检并等待湖北官方闭环,strong_support,has_reusable_2026_hubei_plan_source,matched,,,,,not_applicable_no_best_school_source,,false,false,P0IMMEDIATE-2b88405c982f9699,P0FCONF-f6caefb9440c4833,EXEC-03-高校辅证线索三方核验,M2-裁图OCR未稳定补读人工看图,双人复核,按高校辅证线索核PDF原页、湖北官方侧和再选科目一致性,P0CROP-0583e9e6ac7d7e78,cb556ea98357e43c90bad08ffef192927fc7367edf6b4f4cd7fedfde43bbfdd1,x=0.043000-0.552000;y_bottom_origin=0.576789-0.687256,first-closure-037-left-csv,45764205a4d1dca12cc954cf6ef874a8854e8fd28dea0d7dc448d3a45d6b5ae9,first-closure-037-left-html,401fda4efc6a1ec2cf5d5139d953f0079eef34a2bdf3ee8db49e6f32f5795b09,pending_manual_pdf_review,pending_hubei_official_review,pending_private_school_reading,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,false,false,公开任务级状态、公共来源文件SHA和私有材料证据编号；不公开页图路径、OCR原文、人工读数或登录态,在私有页列材料中完成PDF原页、湖北官方侧和必要高校辅证记录后，再由公开账本同步完成计数
FIRSTTASKREVIEW-10567eeea0e59a50,data/working/issue19-stable-foundation-first-closure-detail-packet.csv,data/working/issue19-stable-foundation-first-closure-page-side-packet.csv,data/working/issue19-stable-foundation-first-closure-review-public-ledger.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_task_review_public_ledger,逐专业招生明细×第一闭环任务,逐任务×PDF原页×湖北官方侧×高校辅证状态,false,false,false,false,false,false,false,false,FIRSTDETAIL-134083d40026d857,FIRSTPAGE-38a317f5bf72d0ce,FIRSTREVIEW-38a317f5bf72d0ce,38,right,038-right,M-441e148dafdb4204,G-18a4afd29f398c8c,A141,P0人工字段任务,FIRST-MANUAL-EXEC01-EXEC03,EXEC-02-计划数偏大重点核页,Q1-补缺或计划数偏大页列先核,T0-待PDF原页湖北官方和必要高校辅证核验,P0字段任务尚未写入私有人工记录，禁止字段事实写回,true,true,false,true,专业计划数,,,,,,,,,not_applicable_no_best_school_source,,false,false,P0IMMEDIATE-e321ebd7c0276bcb,P0FCONF-4244d595b0648664,EXEC-02-计划数偏大重点核页,M1-计划数偏大重点核页,双人复核,重点核专业计划数是否误读为学费或串列，并核湖北官方侧,P0CROP-c6dda55912a1ac81,c056ed86432e12d35618b2561c8f3cf2d3ae8589de8c7f2832deb6a3998bd9d9,x=0.448000-0.957000;y_bottom_origin=0.417035-0.592959,first-closure-038-right-csv,d33ca55018c447ccfb203f2c44ce97223f1cf77eb9de69cef38ef5dfdc4af45a,first-closure-038-right-html,5760c40a65f37507754993c443f5521f80bef8e5f6db46b52e5a3888b93888d3,pending_manual_pdf_review,pending_hubei_official_review,not_applicable_no_school_field_clue,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,false,false,公开任务级状态、公共来源文件SHA和私有材料证据编号；不公开页图路径、OCR原文、人工读数或登录态,在私有页列材料中完成PDF原页、湖北官方侧和必要高校辅证记录后，再由公开账本同步完成计数
FIRSTTASKREVIEW-0a166ae6af261bfc,data/working/issue19-stable-foundation-first-closure-detail-packet.csv,data/working/issue19-stable-foundation-first-closure-page-side-packet.csv,data/working/issue19-stable-foundation-first-closure-review-public-ledger.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_task_review_public_ledger,逐专业招生明细×第一闭环任务,逐任务×PDF原页×湖北官方侧×高校辅证状态,false,false,false,false,false,false,false,false,FIRSTDETAIL-d98431b572fa7397,FIRSTPAGE-38a317f5bf72d0ce,FIRSTREVIEW-38a317f5bf72d0ce,38,right,038-right,M-6c6bbe1c67c63c2d,G-18a4afd29f398c8c,A141,P0人工字段任务,FIRST-MANUAL-EXEC01-EXEC03,EXEC-02-计划数偏大重点核页,Q1-补缺或计划数偏大页列先核,T0-待PDF原页湖北官方和必要高校辅证核验,P0字段任务尚未写入私有人工记录，禁止字段事实写回,true,true,false,true,专业计划数,,,,,,,,,not_applicable_no_best_school_source,,false,false,P0IMMEDIATE-ec11bd17c6546a5a,P0FCONF-2fd2933eb5620372,EXEC-02-计划数偏大重点核页,M1-计划数偏大重点核页,双人复核,重点核专业计划数是否误读为学费或串列，并核湖北官方侧,P0CROP-db6a32c165368fee,7f1406755ae166205bdbc05416ca759ffb2c97b247b57f19a970e0e1bc8d7a80,x=0.448000-0.957000;y_bottom_origin=0.384958-0.592959,first-closure-038-right-csv,d33ca55018c447ccfb203f2c44ce97223f1cf77eb9de69cef38ef5dfdc4af45a,first-closure-038-right-html,5760c40a65f37507754993c443f5521f80bef8e5f6db46b52e5a3888b93888d3,pending_manual_pdf_review,pending_hubei_official_review,not_applicable_no_school_field_clue,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,false,false,公开任务级状态、公共来源文件SHA和私有材料证据编号；不公开页图路径、OCR原文、人工读数或登录态,在私有页列材料中完成PDF原页、湖北官方侧和必要高校辅证记录后，再由公开账本同步完成计数
FIRSTTASKREVIEW-38c482ea97370c93,data/working/issue19-stable-foundation-first-closure-detail-packet.csv,data/working/issue19-stable-foundation-first-closure-page-side-packet.csv,data/working/issue19-stable-foundation-first-closure-review-public-ledger.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_task_review_public_ledger,逐专业招生明细×第一闭环任务,逐任务×PDF原页×湖北官方侧×高校辅证状态,false,false,false,false,false,false,false,false,FIRSTDETAIL-f4f81445f1154c09,FIRSTPAGE-6877343afbe11307,FIRSTREVIEW-6877343afbe11307,40,right,040-right,M-bd5236570ff0b18a,G-0982c5e9e2f76632,A145,P0人工字段任务,FIRST-MANUAL-EXEC01-EXEC03,EXEC-01-冲突异常立即核页,Q0-冲突页列第一批先核,T0-待PDF原页湖北官方和必要高校辅证核验,P0字段任务尚未写入私有人工记录，禁止字段事实写回,true,true,false,true,专业计划数,,,,,,,,,not_applicable_no_best_school_source,,false,false,P0IMMEDIATE-a17fc8078317a33d,P0FCONF-05a4d80e4392729f,EXEC-01-冲突异常立即核页,M3-多源一致快速三方核验,三方线索优先核验,双人核PDF原页与湖北官方侧的专业计划数，确认异常来源,P0CROP-194985d27c9a99eb,16d670d77966fa2932a221b2698b7cfc08e38fb6904e93b93ad95d1ccfe90459,x=0.448000-0.957000;y_bottom_origin=0.426633-0.614942,first-closure-040-right-csv,b13ec5f26d30602dbd5292ea331822813ec393dd2eaddf10c028c249e88b8bbf,first-closure-040-right-html,ab2e0003f208a79112417c197965713ec8f98a0dd14f319e8f8fc0c9ce4616ae,pending_manual_pdf_review,pending_hubei_official_review,not_applicable_no_school_field_clue,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,false,false,公开任务级状态、公共来源文件SHA和私有材料证据编号；不公开页图路径、OCR原文、人工读数或登录态,在私有页列材料中完成PDF原页、湖北官方侧和必要高校辅证记录后，再由公开账本同步完成计数
FIRSTTASKREVIEW-ac849e88a34e09c1,data/working/issue19-stable-foundation-first-closure-detail-packet.csv,data/working/issue19-stable-foundation-first-closure-page-side-packet.csv,data/working/issue19-stable-foundation-first-closure-review-public-ledger.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_task_review_public_ledger,逐专业招生明细×第一闭环任务,逐任务×PDF原页×湖北官方侧×高校辅证状态,false,false,false,false,false,false,false,false,FIRSTDETAIL-1c8bc4f8c1ddedbe,FIRSTPAGE-cc413d4ed28b64a8,FIRSTREVIEW-cc413d4ed28b64a8,43,left,043-left,M-a3b3fb4cce94a6b1,G-9eb5729c6ba5bb05,A151,P0人工字段任务,FIRST-MANUAL-EXEC01-EXEC03,EXEC-01-冲突异常立即核页,Q0-冲突页列第一批先核,T0-待PDF原页湖北官方和必要高校辅证核验,P0字段任务尚未写入私有人工记录，禁止字段事实写回,true,true,false,true,专业计划数,,,,,,,,,not_applicable_no_best_school_source,,false,false,P0IMMEDIATE-57a7929d1167fa84,P0FCONF-404f23dadae85dae,EXEC-01-冲突异常立即核页,M5-多值或双人复核常规核页,双人复核,双人核PDF原页与湖北官方侧的专业计划数，确认异常来源,P0CROP-4631da05ed442e6c,7b3f90ea6b421afedcd3495248f02b6d966aebdb28afe94126b03bd03a36a377,x=0.043000-0.552000;y_bottom_origin=0.544942-0.664268,first-closure-043-left-csv,bb896cb0de82a29d3199039d87a6ab89e66f7a3fb5b234e059a83c3f86d1d62f,first-closure-043-left-html,5509e94281347ba9fd4782f77f6caf4e342abc188730ab4400726919adc74ede,pending_manual_pdf_review,pending_hubei_official_review,not_applicable_no_school_field_clue,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,false,false,公开任务级状态、公共来源文件SHA和私有材料证据编号；不公开页图路径、OCR原文、人工读数或登录态,在私有页列材料中完成PDF原页、湖北官方侧和必要高校辅证记录后，再由公开账本同步完成计数
FIRSTTASKREVIEW-d7f7663ab3923166,data/working/issue19-stable-foundation-first-closure-detail-packet.csv,data/working/issue19-stable-foundation-first-closure-page-side-packet.csv,data/working/issue19-stable-foundation-first-closure-review-public-ledger.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_task_review_public_ledger,逐专业招生明细×第一闭环任务,逐任务×PDF原页×湖北官方侧×高校辅证状态,false,false,false,false,false,false,false,false,FIRSTDETAIL-06bdcbfe6216116c,FIRSTPAGE-b1715d7e0fecab9a,FIRSTREVIEW-b1715d7e0fecab9a,53,right,053-right,M-0948630e9c96d719,G-09c809b3416aa6ab,A185,P0人工字段任务,FIRST-MANUAL-EXEC01-EXEC03,EXEC-01-冲突异常立即核页,Q0-冲突页列第一批先核,T0-待PDF原页湖北官方和必要高校辅证核验,P0字段任务尚未写入私有人工记录，禁止字段事实写回,true,true,false,true,学费,,,,,,,,,not_applicable_no_best_school_source,,false,false,P0IMMEDIATE-42c5378f6377dc51,P0FCONF-ff1804250dcfc260,EXEC-01-冲突异常立即核页,M0-冲突优先双人核页,双人复核,双人核PDF原页与湖北官方侧的学费，确认异常来源,P0CROP-a5ac7751175425d4,34e3b80b7db3e171bfd6debfe99cf21b2b93baeafb3998946c8a654e04d47fa8,x=0.448000-0.957000;y_bottom_origin=0.281794-0.414268,first-closure-053-right-csv,f70b8d8c12a4e16ee3101bacb65e1d8679dcf331bbc21d560bacc6937cb62f34,first-closure-053-right-html,1ad7232f60919840df40ed73c1341308f263d8355a1b9f6e0b9a78cd5f59ea50,pending_manual_pdf_review,pending_hubei_official_review,not_applicable_no_school_field_clue,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,false,false,公开任务级状态、公共来源文件SHA和私有材料证据编号；不公开页图路径、OCR原文、人工读数或登录态,在私有页列材料中完成PDF原页、湖北官方侧和必要高校辅证记录后，再由公开账本同步完成计数
FIRSTTASKREVIEW-6fc176e358bc51e0,data/working/issue19-stable-foundation-first-closure-detail-packet.csv,data/working/issue19-stable-foundation-first-closure-page-side-packet.csv,data/working/issue19-stable-foundation-first-closure-review-public-ledger.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_task_review_public_ledger,逐专业招生明细×第一闭环任务,逐任务×PDF原页×湖北官方侧×高校辅证状态,false,false,false,false,false,false,false,false,FIRSTDETAIL-d1b16ab1e2bfb550,FIRSTPAGE-4c0f16a37d308b85,FIRSTREVIEW-4c0f16a37d308b85,56,left,056-left,M-3ed25d6b30d1fc38,G-2766d06d29e98f29,A193,P0人工字段任务,FIRST-MANUAL-EXEC01-EXEC03,EXEC-02-计划数偏大重点核页,Q0-冲突页列第一批先核,T0-待PDF原页湖北官方和必要高校辅证核验,P0字段任务尚未写入私有人工记录，禁止字段事实写回,true,true,false,true,专业计划数,,,,,,,,,not_applicable_no_best_school_source,,false,false,P0IMMEDIATE-aa14a3e4dcda09a1,P0FCONF-1ad6ee522a364f64,EXEC-02-计划数偏大重点核页,M1-计划数偏大重点核页,双人复核,重点核专业计划数是否误读为学费或串列，并核湖北官方侧,P0CROP-5fd1a3e208ca748a,0d8b52fa24cdeca31bfe07fffe5149fba1bbbea9809167e65bdb958afb609076,x=0.043000-0.552000;y_bottom_origin=0.714836-0.854592,first-closure-056-left-csv,44c5a7bde2f4747e5e502a3aced01d4d98962055d18f710326d2109d07a5b276,first-closure-056-left-html,32fb8cc97d9f42dfbd95a5ba85beb92767f3bb109bdbe06cf2ddfa75b9440a77,pending_manual_pdf_review,pending_hubei_official_review,not_applicable_no_school_field_clue,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,false,false,公开任务级状态、公共来源文件SHA和私有材料证据编号；不公开页图路径、OCR原文、人工读数或登录态,在私有页列材料中完成PDF原页、湖北官方侧和必要高校辅证记录后，再由公开账本同步完成计数
