来源期号,来源PDF_SHA256,数据阶段,最终可用,院校代码,院校名称OCR,院校专业组代码OCR规范化,专业组号OCR,专业组标题OCR原文,来源页码,版面列,专业组标题行号,专业组标题y,OCR专业行数,再选科目OCR候选,人数OCR候选,学费OCR候选,偏好和风险标签,字段完整性标记,候选池V1命中,样本学校命中,核验状态,备注
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,C223,武汉文理学院,C22304,04,C22304 武汉文理学院第 04组,88,left,78,0.082849,9,不限；要求,20；人数；190,18700；年；学费；（）；10；17000；8；20000；•10；11；19800；16,language_or_single_subject;priority_3_teacher;tuition_over_15000,plan_count_not_plain_number;tuition_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,C223,武汉文理学院,C22305,05,C22305 武汉文理学院第 05组,88,right,205,0.709302,7,不限,759,44；21000；15；18600；17；17000；40；20900；20；39,priority_2_computer;tuition_over_15000,tuition_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,C223,武汉文理学院,C22306,06,C22306/武汉文理学院第06组,88,right,222,0.604490,16,［化学,118；109；119,30；20900；64；17000；95；19000；31；66；26；18000；19800；33；|20900；24；23000；25；21,priority_1_digital_media;priority_2_computer;rejected_medical;tuition_over_15000,plan_count_not_plain_number;tuition_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,C223,武汉文理学院,C22307,07,C22307 武汉文理学院第07组,88,right,257,0.385174,45,生物；再选,119；22；1119；171；人数；30；64；111；35；24；20；19000；51；18；19；「19000；14；13；34；17；15；10；1155；413,20400；10；19000；15；9；18；13；5；17；23；84；94；59；年；学费；（）,priority_2_computer;rejected_medical;tuition_over_15000,plan_count_not_plain_number;tuition_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,C226,武昌工学院,C22602,02,C22602/武昌工学院第02组,89,left,33,0.441860,14,不限,10；22000；40；23000；15；20；22800；31；25500；29；103；30；60,,language_or_single_subject;priority_2_computer;priority_3_teacher;tuition_over_15000,plan_count_not_plain_number;missing_tuition_candidate;tuition_over_15000,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,C226,武昌工学院,C22603,03,C22603 武昌工学院第03组,89,left,48,0.248374,15,化学742；IXUN；再科要；选目求,57；22800；82；26000；34；47；97；26300；22000；45；37；40；81；64；25800；25；招生计划；人数；27；30；31；832；35,年；学费；（）；22800；26300；25800,priority_2_computer;rejected_medical;tuition_over_15000,plan_count_not_plain_number;tuition_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,C227,湖北医药学院药护学院,C22702,02,［C22702 湖北医药学院药护学院第 02组,89,right,194,0.764535,3,不限,8；13；14；609,16000,rejected_medical;tuition_over_15000,plan_count_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,C227,湖北医药学院药护学院,C22703,03,C22703/湖北医药学院药护学院第 03组,89,right,199,0.713663,9,化学,272；75；37；34；21；29；52；41；48；188,22000；18000；19800；16000,rejected_medical;tuition_over_15000,plan_count_not_plain_number;tuition_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,C227,湖北医药学院药护学院,C22704,04,C22704|湖北医药学院药护学院第 04 组,89,right,210,0.584146,1,化学；不限,188；1011.；80,19800,rejected_medical;tuition_over_15000,plan_count_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,C228,武汉纺织大学外经贸学院,C22802,02,C22802/武汉纺织大学外经贸学院第 02组,89,right,255,0.534884,10,,8；169,22800；23800；21800,language_or_single_subject;tuition_over_15000,missing_subject_candidate;plan_count_not_plain_number;tuition_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,C228,武汉纺织大学外经贸学院,C22803,03,C22803 武汉纺织大学外经贸学院第03组,89,right,267,0.393895,3,不限；［化学,55；56；58；762,23800；21800；22800,priority_2_computer;tuition_over_15000,plan_count_not_plain_number;tuition_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,C228,武汉纺织大学外经贸学院,C22804,04,［C22804|武汉纺织大学外经贸学院第 04组,89,right,272,0.341463,12,不限,92；59；126；85；32；58；22；22800；54；674；108,22800,priority_1_digital_media;priority_2_computer;tuition_over_15000,plan_count_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,C229,湖北文理学院理工学院,C22902,02,C22902 湖北文理学院理工学院第 02组,89,right,287,0.161337,8,X；U；开选；科目；要求；化学,17；5；8；23；7；35；［16500；貢高；部学；N；人数；566,16500；14300；13000；16300；15000；15700；年；学费；元）,language_or_single_subject;priority_3_teacher;tuition_over_15000,plan_count_not_plain_number;tuition_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,C229,湖北文理学院理工学院,C22903,03,C22903/ 湖北文理学院理工学院第03组,90,left,14,0.819592,11,,37；116；41；34；103；40；84；23；24；697；118,18000；16500；15000；13000|；18000|,priority_2_computer;tuition_over_15000,missing_subject_candidate;plan_count_not_plain_number;tuition_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,C230,湖北工程学院新技术学院,C23002,02,C23002/湖北工程学院新技术学院第02组,90,left,31,0.642442,8,不限,4；40；10；11；32；2；579,13200；21000|；14000；9；15000|；14300|,language_or_single_subject;tuition_over_15000,plan_count_not_plain_number;tuition_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,C230,湖北工程学院新技术学院,C23003,03,C23003 湖北工程学院新技术学院第03组,90,left,41,0.526122,9,化学,100；24；104；54；56；82；33；101；25；776；526,16000；14300|；16000|；15400；15000；16000］,priority_2_computer;tuition_over_15000,plan_count_not_plain_number;tuition_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,C231,湖北经济学院法商学院,C23102,02,C23102/湖北经济学院法商学院第 02组,90,left,53,0.383673,13,不限,48；28；120；23；20；16；155；25；24；21；14；12；200,18000；20000；16000；20000|；16000］；|20000,language_or_single_subject;tuition_over_15000,plan_count_not_plain_number;tuition_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,C231,湖北经济学院法商学院,C23103,03,C23103/湖北经济学院法商学院第 03组,90,left,68,0.203488,3,化学,71；50；79,18000,priority_2_computer;tuition_over_15000,plan_count_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,C231,湖北经济学院法商学院,C23104,04,C23104湖北经济学院法商学院第 04组,90,left,74,0.130612,1,生物；不限,50；960；62,16000,tuition_over_15000,plan_count_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,C232,湖北恩施学院,C23204,04,C23204 湖北恩施学院第 04组,90,left,78,0.091429,3,再边；科目；要求,36；16；人数；129,19800；年；学费；（）；10；21800,language_or_single_subject;tuition_over_15000,plan_count_not_plain_number;tuition_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,C232,湖北恩施学院,C23205,05,C23205 湖北恩施学院第 05组,90,right,203,0.808140,11,不限；化学,29；254；36；63；119,14；19800；38；20；28；23800；58；21800；33；31；24800,priority_2_computer;tuition_over_15000,plan_count_not_plain_number;tuition_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,C232,湖北恩施学院,C23207,07,C23207 湖北恩施学院第07组,90,right,218,0.639535,1,化学,119；100,24800,rejected_medical;tuition_over_15000,plan_count_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,C232,湖北恩施学院,C23208,08,CC23208 湖北恩施学院第08组,90,right,221,0.613372,1,化学,100；67,25800,rejected_medical;tuition_over_15000,plan_count_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,C232,湖北恩施学院,C23209,09,C23209 湖北恩施学院第 09组,90,right,224,0.588571,1,化学,67；168,24800,rejected_medical;tuition_over_15000,plan_count_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,C232,湖北恩施学院,C23210,10,C23210 湖北恩施学院第10组,90,right,227,0.562449,4,化学；生物,38；27；35,21800；24800；|21800.；68；25800；61,rejected_medical;tuition_over_15000,plan_count_not_plain_number;tuition_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,C232,湖北恩施学院,C23211,11,C23211 湖北恩施学院第11组,90,right,233,0.497093,2,,162,41；24800；20,rejected_medical;tuition_over_15000,missing_subject_candidate;tuition_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,C233,湖北工业大学工程技术学院,C23302,02,C23302/ 湖北工业大学工程技术学院第02组|不限,90,right,290,0.435918,8,,25；15；874,18；18000；25；16000；21000；24；35；19800；15,language_or_single_subject;tuition_over_15000,missing_subject_candidate;plan_count_not_plain_number;tuition_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,C233,湖北工业大学工程技术学院,C23303,03,C23303 湖北工业大学工程技术学院第03组 化学,90,right,301,0.299419,18,再选；要求,32；42；21；57；106；114；人数；788；297,18000；21；51；21000；41；|21000；53；31；16000；10；57；44；55；学费；优）,priority_2_computer;tuition_over_15000,plan_count_not_plain_number;tuition_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,C235,湖北商贸学院,C23502,02,C23502 湖北商贸学院第02组,91,left,8,0.806504,14,不限,15；24800；28；22600；|22800；17；21800；5；45；42；10；23800；491,21800；23800；22800,language_or_single_subject;priority_2_computer;priority_3_teacher;tuition_over_15000,plan_count_not_plain_number;tuition_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,C235,湖北商贸学院,C23503,03,C23503湖北商贸学院第 03组,91,left,41,0.419919,10,化学,57；122 25800；35 21800；25800；30；72；21800；10；21800.；45|21800；40；831；236,21800,priority_2_computer;priority_3_teacher;tuition_over_15000,plan_count_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,C237,湖北师范大学文理学院,C23702,02,C23702 湖北师范大学文理学院第02组,91,left,65,0.132114,11,不限；• X；要求,19000；22；30；36；18000；24；21；U；人数；23；27；19；20；14；595,N；年；学费；（元）；19000；18000,language_or_single_subject;priority_3_teacher;tuition_over_15000,plan_count_not_plain_number;tuition_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,C237,湖北师范大学文理学院,C23703,03,C23703 湖北师范大学文理学院第03组,91,right,152,0.754360,9,化学,69；109；67；65；62；78；45；19000；50；1440；270,18000；19000；21000；20000,priority_2_computer;priority_3_teacher;tuition_over_15000,plan_count_not_plain_number;tuition_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,C238,武汉生物工程学院,C23803,03,C23803/武汉生物工程学院第 03组,91,right,164,0.611789,14,不限,4；5；10；26；21；20；55；63；8；34；157,19000；19800；20900；20900.；21700,priority_2_computer;tuition_over_15000,plan_count_not_plain_number;tuition_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,C238,武汉生物工程学院,C23804,04,C23804/武汉生物工程学院第04组,91,right,234,0.405523,4,化学,60；20900；10；21700；15；72；998,19000；21700,priority_2_computer;tuition_over_15000,plan_count_not_plain_number;tuition_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,C238,武汉生物工程学院,C23805,05,C23805 武汉生物工程学院第 05组,91,right,240,0.341463,21,要选；科目；要求,78；97；80；81；40；60；39；19000；20；52；28；72；23；34；13；19800；44；資高；N；人数；15,19000；20900；21700；19800；年；学费；元）,priority_1_digital_media;priority_2_computer;rejected_medical;tuition_over_15000,plan_count_not_plain_number;tuition_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,C238,武汉生物工程学院,C23806,06,C23806 武汉生物工程学院第 06 组,92,left,16,0.809593,1,生物,15；723；198,19000,tuition_over_15000,plan_count_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,C239,湖北三峡航空学院,C23902,02,C23902 湖北三峡航空学院第 02组,92,left,20,0.770204,5,不限,47；30；34；40；525,20800；21000；23800；19800,language_or_single_subject;tuition_over_15000,plan_count_not_plain_number;tuition_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,C239,湖北三峡航空学院,C23903,03,C23903 湖北三峡航空学院第 03组,92,left,27,0.693314,6,【化学,130；87；88；90；12,26000；22000；22000|,priority_2_computer;tuition_over_15000,plan_count_not_plain_number;tuition_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,F001,北京工业大学,F00101,01,F00101 北京工业大学第 01 组,92,left,35,0.603198,3,化学,3；2,5000；2,,plan_count_not_plain_number;tuition_not_plain_number,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,F001,北京工业大学,F00102,02,F00102/北京工业大学第 02组,92,left,46,0.489796,1,不限,37,5；95000,high_fee_or_coop;tuition_over_15000,tuition_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,F002,北方工业大学,F00201,01,FO0201/北方工业大学第01 组,92,left,53,0.421512,2,不限；化学,2；1；27,4600,,plan_count_not_plain_number,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,F002,北方工业大学,F00202,02,FO0202/北方工业大学第 02组,92,left,57,0.382267,21,化学,,4600；1,priority_1_digital_media;priority_2_computer,missing_plan_count_candidate;tuition_not_plain_number,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,F002,北方工业大学,F00203,03,F00203/北方工业大学第 03组,92,left,80,0.077035,3,頂婆；科目；要求,人数,2；4600；年；学费；（元）；3,,plan_count_not_plain_number;tuition_not_plain_number,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,F002,北方工业大学,F00204,04,FO0204/北方工业大学第04组,92,right,169,0.764490,2,［化学,20,2；4600；4200；15,,tuition_not_plain_number,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,F003,北京工商大学,F00301,01,F00301/北京工商大学第 01组,92,right,173,0.712209,3,不限；化学,,5；4200,,missing_plan_count_candidate;tuition_not_plain_number,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,F003,北京工商大学,F00302,02,F00302/ 北京工商大学第02组,92,right,179,0.629360,1,,,4600；5；23；2,,missing_subject_candidate;missing_plan_count_candidate;tuition_not_plain_number,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,F005,北京印刷学院,F00502,02,F00502 /北京印刷学院第 02组,92,right,182,0.591429,1,不限,,2；4200；21,priority_2_computer,missing_plan_count_candidate;tuition_not_plain_number,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,F005,北京印刷学院,F00503,03,F00503 北京印刷学院第03组,92,right,184,0.555102,13,化学,,2；4600；1；11,body_or_exam_limit;priority_2_computer,missing_plan_count_candidate;tuition_not_plain_number,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,F006,北京建筑大学,F00601,01,F00601 北京建筑大学第 01组,92,right,208,0.338663,10,［化学,17,4600；1；2；I,body_or_exam_limit;priority_2_computer,tuition_not_plain_number,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,F007,北京石油化工学院,F00702,02,FO0702 北京石油化工学院第 02组,92,right,225,0.101633,1,（不限；母遊；科目；要求,人数；15,2；6000；年；学費；（t）,,plan_count_not_plain_number;tuition_not_plain_number,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,F007,北京石油化工学院,F00703,03,F00703/北京石油化工学院第 03组,93,left,6,0.821138,9,化学,1；2,4600,priority_2_computer,plan_count_not_plain_number,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,F008,北京农学院,F00803,03,F00803/北京农学院第03 组,93,left,37,0.459302,2,化学,2,兔费；4600,body_or_exam_limit;priority_2_computer,tuition_not_plain_number,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,F008,北京农学院,F00804,04,F00804北京农学院第04组,93,left,42,0.411337,2,化学,2；36000；20；12,,body_or_exam_limit;high_fee_or_coop,plan_count_not_plain_number;missing_tuition_candidate,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,F009,首都医科大学,F00901,01,F00901/首都医科大学第01 组,93,left,50,0.331301,7,「化学,6000；4；3；8,,body_or_exam_limit;rejected_medical,plan_count_not_plain_number;missing_tuition_candidate,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,F009,首都医科大学,F00902,02,F00902首都医科大学第02组,93,left,73,0.075581,6,化学；-；要求,2；6000；招生计划；U；人数；1,N；年；学費；（元）；6000；5500,body_or_exam_limit;priority_3_teacher;rejected_medical,plan_count_not_plain_number;tuition_not_plain_number,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,F010,首都师范大学,F01004,04,［FO1004 首都师范大学第04组,93,right,146,0.671512,2,,,5000,priority_3_teacher,missing_subject_candidate;missing_plan_count_candidate,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,F010,首都师范大学,F01005,05,FO1005|首都师范大学第 05组,93,right,150,0.611789,2,,,5000,priority_2_computer;priority_3_teacher,missing_subject_candidate;missing_plan_count_candidate,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,F011,首都体育学院,F01102,02,FO1102/首都体育学院第02组,93,right,154,0.559593,2,,,4200,,missing_subject_candidate;missing_plan_count_candidate,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
