G0冲突字段W0W1开核执行清单ID,来源G0冲突字段W0W1材料就绪公开账本,来源G0冲突字段W0W1材料就绪页列汇总,来源G0冲突字段W0W1材料就绪摘要,来源G0冲突字段W0W1主动工作包公开账本,来源G0冲突字段补证缺口任务公开账本,来源第一闭环字段级公开状态,来源第一闭环证据状态报告,来源G0冲突字段补证闭环结果,来源期号,来源PDF_SHA256,生成日期,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,是否允许进入私有写回评审,开核序号,材料就绪公开账本ID,主动工作包ID,执行波次序号,执行波次,证据通道序号,证据通道,开核动作组,开核优先级,页码版面键,来源页码,版面列,缺口任务数,涉及字段事实数,涉及任务数,涉及专业行数,涉及院校代码数,字段名分布,私有材料就绪状态,人工补证记录状态,开核执行状态,PDF原页证据状态分布,OCR提示状态分布,机器坐标提示状态分布,高校辅证证据状态分布,湖北官方侧状态分布,冲突状态分布,三方闭环状态分布,字段写回状态分布,PDF原页待核任务数,湖北官方侧待核任务数,高校辅证线索任务数,需要双人复核任务数,PDFOCR提示任务数,机器坐标提示任务数,PDFOCR与高校辅证冲突任务数,私有页列CSV是否存在,私有核页HTML是否存在,人工记录已填合计,字段确认记录已填数,写回建议记录已填数,开核准出条件,下一步开核动作,来源缺口任务集合SHA256,来源字段状态集合SHA256,来源证据状态集合SHA256,来源闭环结果集合SHA256,公开安全策略
G0W0W1LAUNCH-ce51cd9eeb61b9c0,data/working/issue19-first-closure-g0-conflict-field-w0-w1-material-readiness-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-material-readiness-v1-page-summary.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-material-readiness-v1-summary.json,data/working/issue19-first-closure-g0-conflict-field-w0-w1-active-workboard-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-field-verification-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_w0_w1_review_launch_v1,G0冲突字段W0/W1开核执行清单,页列×证据通道,false,false,false,false,false,false,false,false,false,22,G0W0W1MATERIAL-ce51cd9eeb61b9c0,G0W0W1ACTIVE-ce51cd9eeb61b9c0,W0,一手证据与辅证采集,03,高校辅证人工核验,A03-高校辅证人工核验,P2-高校辅证并行核,169-right,169,right,2,2,1,1,1,专业计划数:1；学费:1,ready_private_materials_present,blocked_missing_school_support_manual_review,ready_to_launch_human_review_not_fact,P0-有冲突线索，PDF原页优先人工核验:2,O0-PDFOCR与高校辅证冲突:2,M0-无机器坐标提示:2,S1-有高校辅证线索或自动官网任务，待私有辅证记录:2,pending_hubei_official_review:2,C0-PDFOCR与高校辅证冲突，必须回PDF原页和湖北官方侧:2,pending_private_three_way_field_confirmation:2,blocked_until_pdf_hubei_school_three_way_closure:2,2,2,2,2,2,0,2,true,true,0,0,0,材料齐备后人工核高校辅证线索；只作double check。,打开已就绪材料，补高校辅证人工核验记录；只作为double check线索。,9d4862fdd5b8a33e5e5d967b853c2eb0b18e19f105cfa87fea8d4e9f5b7fc865,8d5bb70fdb063fb9db8970adf0b2ba2e7d96cf284d2523143c13bedfabba5061,38d3a9d3d78b2b5193d63397b8133bce859d7b5f57fa01d432a2f212cfb91f45,8e45a2928aae9dbe373b395c9bf6cb4868bca7286c11130ba4b61e6cc275927e,公开层只保存开核动作、状态桶、计数、ID和SHA；不公开私有路径、识别内容、字段记录、人工内容或学校专业明细。
G0W0W1LAUNCH-80c5597298e94ba9,data/working/issue19-first-closure-g0-conflict-field-w0-w1-material-readiness-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-material-readiness-v1-page-summary.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-material-readiness-v1-summary.json,data/working/issue19-first-closure-g0-conflict-field-w0-w1-active-workboard-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-field-verification-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_w0_w1_review_launch_v1,G0冲突字段W0/W1开核执行清单,页列×证据通道,false,false,false,false,false,false,false,false,false,23,G0W0W1MATERIAL-80c5597298e94ba9,G0W0W1ACTIVE-80c5597298e94ba9,W1,双人复核,05,双人复核,A05-双人核页复核,P0-双人复核先核,169-right,169,right,2,2,1,1,1,专业计划数:1；学费:1,ready_private_materials_present,blocked_missing_double_review_records,ready_to_launch_human_review_not_fact,P0-有冲突线索，PDF原页优先人工核验:2,O0-PDFOCR与高校辅证冲突:2,M0-无机器坐标提示:2,S1-有高校辅证线索或自动官网任务，待私有辅证记录:2,pending_hubei_official_review:2,C0-PDFOCR与高校辅证冲突，必须回PDF原页和湖北官方侧:2,pending_private_three_way_field_confirmation:2,blocked_until_pdf_hubei_school_three_way_closure:2,2,2,2,2,2,0,2,true,true,0,0,0,材料齐备后完成A/B双人核页一致性记录；未完成前不得定案。,打开已就绪材料，安排A/B双人核页并填写一致性记录。,956e2293b4aba46f36415dc142e1fdaa8f91bd94dd074a7d42b2daf48dfe977a,8d5bb70fdb063fb9db8970adf0b2ba2e7d96cf284d2523143c13bedfabba5061,38d3a9d3d78b2b5193d63397b8133bce859d7b5f57fa01d432a2f212cfb91f45,8e45a2928aae9dbe373b395c9bf6cb4868bca7286c11130ba4b61e6cc275927e,公开层只保存开核动作、状态桶、计数、ID和SHA；不公开私有路径、识别内容、字段记录、人工内容或学校专业明细。
G0W0W1LAUNCH-1223c55aea90ae6f,data/working/issue19-first-closure-g0-conflict-field-w0-w1-material-readiness-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-material-readiness-v1-page-summary.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-material-readiness-v1-summary.json,data/working/issue19-first-closure-g0-conflict-field-w0-w1-active-workboard-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-field-verification-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_w0_w1_review_launch_v1,G0冲突字段W0/W1开核执行清单,页列×证据通道,false,false,false,false,false,false,false,false,false,24,G0W0W1MATERIAL-1223c55aea90ae6f,G0W0W1ACTIVE-1223c55aea90ae6f,W0,一手证据与辅证采集,01,PDF原页记录,A01-PDF原页人工核页,P0-PDF原页先核,199-left,199,left,9,9,3,3,1,专业计划数:3；再选科目:3；学费:3,ready_private_materials_present,blocked_missing_pdf_original_records,ready_to_launch_human_review_not_fact,P0-有冲突线索，PDF原页优先人工核验:9,O0-PDFOCR与高校辅证冲突:9,M0-无机器坐标提示:9,S1-有高校辅证线索或自动官网任务，待私有辅证记录:9,pending_hubei_official_review:9,C0-PDFOCR与高校辅证冲突，必须回PDF原页和湖北官方侧:9,pending_private_three_way_field_confirmation:9,blocked_until_pdf_hubei_school_three_way_closure:9,9,9,9,9,9,0,9,true,true,0,0,0,材料齐备后填写PDF原页人工记录；不得直接写回字段事实。,打开已就绪材料，优先补PDF原页人工核页记录。,4a807c7436d83294ab40b5242df6060e50cc67742a402d585629046f5130a9da,f51efb66a7c8557e420f83dbf682da5f5a7cd3fd874954f5e50c9c92f5c15832,4c59fcb291f107296e9be034fe230715e04b204514eb36b9ea5d6d1544f469f4,536c2a0d5467df7881cc9da9ad82237ece462a3346d73bab24d327ec884548e1,公开层只保存开核动作、状态桶、计数、ID和SHA；不公开私有路径、识别内容、字段记录、人工内容或学校专业明细。
G0W0W1LAUNCH-bae40c6f072ab47f,data/working/issue19-first-closure-g0-conflict-field-w0-w1-material-readiness-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-material-readiness-v1-page-summary.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-material-readiness-v1-summary.json,data/working/issue19-first-closure-g0-conflict-field-w0-w1-active-workboard-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-field-verification-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_w0_w1_review_launch_v1,G0冲突字段W0/W1开核执行清单,页列×证据通道,false,false,false,false,false,false,false,false,false,25,G0W0W1MATERIAL-bae40c6f072ab47f,G0W0W1ACTIVE-bae40c6f072ab47f,W0,一手证据与辅证采集,02,湖北官方侧记录,A02-湖北官方侧核验,P1-湖北官方侧并行核,199-left,199,left,9,9,3,3,1,专业计划数:3；再选科目:3；学费:3,ready_private_materials_present,blocked_missing_hubei_official_records,ready_to_launch_human_review_not_fact,P0-有冲突线索，PDF原页优先人工核验:9,O0-PDFOCR与高校辅证冲突:9,M0-无机器坐标提示:9,S1-有高校辅证线索或自动官网任务，待私有辅证记录:9,pending_hubei_official_review:9,C0-PDFOCR与高校辅证冲突，必须回PDF原页和湖北官方侧:9,pending_private_three_way_field_confirmation:9,blocked_until_pdf_hubei_school_three_way_closure:9,9,9,9,9,9,0,9,true,true,0,0,0,材料齐备后核湖北官方系统或省招办计划记录；高校源不得替代湖北官方侧。,打开已就绪材料，补湖北官方侧核验记录；官方侧不可用时继续保留阻断。,f917bdf7622ec1c17a4aabdf0a6e53b37690c44469318efed6d5ef9270c1412c,f51efb66a7c8557e420f83dbf682da5f5a7cd3fd874954f5e50c9c92f5c15832,4c59fcb291f107296e9be034fe230715e04b204514eb36b9ea5d6d1544f469f4,536c2a0d5467df7881cc9da9ad82237ece462a3346d73bab24d327ec884548e1,公开层只保存开核动作、状态桶、计数、ID和SHA；不公开私有路径、识别内容、字段记录、人工内容或学校专业明细。
G0W0W1LAUNCH-002381781d01b4d1,data/working/issue19-first-closure-g0-conflict-field-w0-w1-material-readiness-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-material-readiness-v1-page-summary.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-material-readiness-v1-summary.json,data/working/issue19-first-closure-g0-conflict-field-w0-w1-active-workboard-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-field-verification-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_w0_w1_review_launch_v1,G0冲突字段W0/W1开核执行清单,页列×证据通道,false,false,false,false,false,false,false,false,false,26,G0W0W1MATERIAL-002381781d01b4d1,G0W0W1ACTIVE-002381781d01b4d1,W0,一手证据与辅证采集,03,高校辅证人工核验,A03-高校辅证人工核验,P2-高校辅证并行核,199-left,199,left,9,9,3,3,1,专业计划数:3；再选科目:3；学费:3,ready_private_materials_present,blocked_missing_school_support_manual_review,ready_to_launch_human_review_not_fact,P0-有冲突线索，PDF原页优先人工核验:9,O0-PDFOCR与高校辅证冲突:9,M0-无机器坐标提示:9,S1-有高校辅证线索或自动官网任务，待私有辅证记录:9,pending_hubei_official_review:9,C0-PDFOCR与高校辅证冲突，必须回PDF原页和湖北官方侧:9,pending_private_three_way_field_confirmation:9,blocked_until_pdf_hubei_school_three_way_closure:9,9,9,9,9,9,0,9,true,true,0,0,0,材料齐备后人工核高校辅证线索；只作double check。,打开已就绪材料，补高校辅证人工核验记录；只作为double check线索。,2af09cf681fc402e3693c4c69ad8b0d21a3803d2ec3efc18913bafeb8d4464f1,f51efb66a7c8557e420f83dbf682da5f5a7cd3fd874954f5e50c9c92f5c15832,4c59fcb291f107296e9be034fe230715e04b204514eb36b9ea5d6d1544f469f4,536c2a0d5467df7881cc9da9ad82237ece462a3346d73bab24d327ec884548e1,公开层只保存开核动作、状态桶、计数、ID和SHA；不公开私有路径、识别内容、字段记录、人工内容或学校专业明细。
G0W0W1LAUNCH-0a62343007a46228,data/working/issue19-first-closure-g0-conflict-field-w0-w1-material-readiness-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-material-readiness-v1-page-summary.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-material-readiness-v1-summary.json,data/working/issue19-first-closure-g0-conflict-field-w0-w1-active-workboard-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-field-verification-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_w0_w1_review_launch_v1,G0冲突字段W0/W1开核执行清单,页列×证据通道,false,false,false,false,false,false,false,false,false,27,G0W0W1MATERIAL-0a62343007a46228,G0W0W1ACTIVE-0a62343007a46228,W1,双人复核,05,双人复核,A05-双人核页复核,P0-双人复核先核,199-left,199,left,9,9,3,3,1,专业计划数:3；再选科目:3；学费:3,ready_private_materials_present,blocked_missing_double_review_records,ready_to_launch_human_review_not_fact,P0-有冲突线索，PDF原页优先人工核验:9,O0-PDFOCR与高校辅证冲突:9,M0-无机器坐标提示:9,S1-有高校辅证线索或自动官网任务，待私有辅证记录:9,pending_hubei_official_review:9,C0-PDFOCR与高校辅证冲突，必须回PDF原页和湖北官方侧:9,pending_private_three_way_field_confirmation:9,blocked_until_pdf_hubei_school_three_way_closure:9,9,9,9,9,9,0,9,true,true,0,0,0,材料齐备后完成A/B双人核页一致性记录；未完成前不得定案。,打开已就绪材料，安排A/B双人核页并填写一致性记录。,808e90cad66a677d855fe85fe1b4fd69dd49b48fe7ca0cc9d0e51f39de32f09d,f51efb66a7c8557e420f83dbf682da5f5a7cd3fd874954f5e50c9c92f5c15832,4c59fcb291f107296e9be034fe230715e04b204514eb36b9ea5d6d1544f469f4,536c2a0d5467df7881cc9da9ad82237ece462a3346d73bab24d327ec884548e1,公开层只保存开核动作、状态桶、计数、ID和SHA；不公开私有路径、识别内容、字段记录、人工内容或学校专业明细。
G0W0W1LAUNCH-0d829edf046abccc,data/working/issue19-first-closure-g0-conflict-field-w0-w1-material-readiness-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-material-readiness-v1-page-summary.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-material-readiness-v1-summary.json,data/working/issue19-first-closure-g0-conflict-field-w0-w1-active-workboard-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-field-verification-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_w0_w1_review_launch_v1,G0冲突字段W0/W1开核执行清单,页列×证据通道,false,false,false,false,false,false,false,false,false,28,G0W0W1MATERIAL-0d829edf046abccc,G0W0W1ACTIVE-0d829edf046abccc,W0,一手证据与辅证采集,01,PDF原页记录,A01-PDF原页人工核页,P0-PDF原页先核,209-right,209,right,6,6,2,2,1,专业计划数:2；再选科目:2；学费:2,ready_private_materials_present,blocked_missing_pdf_original_records,ready_to_launch_human_review_not_fact,P0-有冲突线索，PDF原页优先人工核验:6,O0-PDFOCR与高校辅证冲突:6,M0-无机器坐标提示:6,S1-有高校辅证线索或自动官网任务，待私有辅证记录:6,pending_hubei_official_review:6,C0-PDFOCR与高校辅证冲突，必须回PDF原页和湖北官方侧:6,pending_private_three_way_field_confirmation:6,blocked_until_pdf_hubei_school_three_way_closure:6,6,6,6,6,6,0,6,true,true,0,0,0,材料齐备后填写PDF原页人工记录；不得直接写回字段事实。,打开已就绪材料，优先补PDF原页人工核页记录。,8474e4ecdc5ef16ec8223904f91d04ce05af59482ef4703c82060d03ed9656c0,17f726397adfbbb278f946e09c1183c06cf9d62662efc7543f1db2c0b7cfbe6b,65f2df96d21ea83cf2d6e0bb9cbd254475e45ab7b76ca15d70286d81f401c669,aaebd1e169576dd03ac4091bc37f13d4a4eed93404a51c99604c37fa716e37fc,公开层只保存开核动作、状态桶、计数、ID和SHA；不公开私有路径、识别内容、字段记录、人工内容或学校专业明细。
G0W0W1LAUNCH-58b2151cd2e6880a,data/working/issue19-first-closure-g0-conflict-field-w0-w1-material-readiness-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-material-readiness-v1-page-summary.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-material-readiness-v1-summary.json,data/working/issue19-first-closure-g0-conflict-field-w0-w1-active-workboard-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-field-verification-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_w0_w1_review_launch_v1,G0冲突字段W0/W1开核执行清单,页列×证据通道,false,false,false,false,false,false,false,false,false,29,G0W0W1MATERIAL-58b2151cd2e6880a,G0W0W1ACTIVE-58b2151cd2e6880a,W0,一手证据与辅证采集,02,湖北官方侧记录,A02-湖北官方侧核验,P1-湖北官方侧并行核,209-right,209,right,6,6,2,2,1,专业计划数:2；再选科目:2；学费:2,ready_private_materials_present,blocked_missing_hubei_official_records,ready_to_launch_human_review_not_fact,P0-有冲突线索，PDF原页优先人工核验:6,O0-PDFOCR与高校辅证冲突:6,M0-无机器坐标提示:6,S1-有高校辅证线索或自动官网任务，待私有辅证记录:6,pending_hubei_official_review:6,C0-PDFOCR与高校辅证冲突，必须回PDF原页和湖北官方侧:6,pending_private_three_way_field_confirmation:6,blocked_until_pdf_hubei_school_three_way_closure:6,6,6,6,6,6,0,6,true,true,0,0,0,材料齐备后核湖北官方系统或省招办计划记录；高校源不得替代湖北官方侧。,打开已就绪材料，补湖北官方侧核验记录；官方侧不可用时继续保留阻断。,28e41e6dd76629c869a67e7223921bd4e278eb127df6eacec908075a7b3c8b59,17f726397adfbbb278f946e09c1183c06cf9d62662efc7543f1db2c0b7cfbe6b,65f2df96d21ea83cf2d6e0bb9cbd254475e45ab7b76ca15d70286d81f401c669,aaebd1e169576dd03ac4091bc37f13d4a4eed93404a51c99604c37fa716e37fc,公开层只保存开核动作、状态桶、计数、ID和SHA；不公开私有路径、识别内容、字段记录、人工内容或学校专业明细。
G0W0W1LAUNCH-0814c229a5c0d2a0,data/working/issue19-first-closure-g0-conflict-field-w0-w1-material-readiness-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-material-readiness-v1-page-summary.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-material-readiness-v1-summary.json,data/working/issue19-first-closure-g0-conflict-field-w0-w1-active-workboard-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-field-verification-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_w0_w1_review_launch_v1,G0冲突字段W0/W1开核执行清单,页列×证据通道,false,false,false,false,false,false,false,false,false,30,G0W0W1MATERIAL-0814c229a5c0d2a0,G0W0W1ACTIVE-0814c229a5c0d2a0,W0,一手证据与辅证采集,03,高校辅证人工核验,A03-高校辅证人工核验,P2-高校辅证并行核,209-right,209,right,6,6,2,2,1,专业计划数:2；再选科目:2；学费:2,ready_private_materials_present,blocked_missing_school_support_manual_review,ready_to_launch_human_review_not_fact,P0-有冲突线索，PDF原页优先人工核验:6,O0-PDFOCR与高校辅证冲突:6,M0-无机器坐标提示:6,S1-有高校辅证线索或自动官网任务，待私有辅证记录:6,pending_hubei_official_review:6,C0-PDFOCR与高校辅证冲突，必须回PDF原页和湖北官方侧:6,pending_private_three_way_field_confirmation:6,blocked_until_pdf_hubei_school_three_way_closure:6,6,6,6,6,6,0,6,true,true,0,0,0,材料齐备后人工核高校辅证线索；只作double check。,打开已就绪材料，补高校辅证人工核验记录；只作为double check线索。,c67c4b9e82c8fddc626b6f8348cb13c6e5d2faa94b25c815ecaef814309ab9b8,17f726397adfbbb278f946e09c1183c06cf9d62662efc7543f1db2c0b7cfbe6b,65f2df96d21ea83cf2d6e0bb9cbd254475e45ab7b76ca15d70286d81f401c669,aaebd1e169576dd03ac4091bc37f13d4a4eed93404a51c99604c37fa716e37fc,公开层只保存开核动作、状态桶、计数、ID和SHA；不公开私有路径、识别内容、字段记录、人工内容或学校专业明细。
G0W0W1LAUNCH-29ff4429f9287cfa,data/working/issue19-first-closure-g0-conflict-field-w0-w1-material-readiness-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-material-readiness-v1-page-summary.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-material-readiness-v1-summary.json,data/working/issue19-first-closure-g0-conflict-field-w0-w1-active-workboard-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-field-verification-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_w0_w1_review_launch_v1,G0冲突字段W0/W1开核执行清单,页列×证据通道,false,false,false,false,false,false,false,false,false,31,G0W0W1MATERIAL-29ff4429f9287cfa,G0W0W1ACTIVE-29ff4429f9287cfa,W1,双人复核,05,双人复核,A05-双人核页复核,P0-双人复核先核,209-right,209,right,6,6,2,2,1,专业计划数:2；再选科目:2；学费:2,ready_private_materials_present,blocked_missing_double_review_records,ready_to_launch_human_review_not_fact,P0-有冲突线索，PDF原页优先人工核验:6,O0-PDFOCR与高校辅证冲突:6,M0-无机器坐标提示:6,S1-有高校辅证线索或自动官网任务，待私有辅证记录:6,pending_hubei_official_review:6,C0-PDFOCR与高校辅证冲突，必须回PDF原页和湖北官方侧:6,pending_private_three_way_field_confirmation:6,blocked_until_pdf_hubei_school_three_way_closure:6,6,6,6,6,6,0,6,true,true,0,0,0,材料齐备后完成A/B双人核页一致性记录；未完成前不得定案。,打开已就绪材料，安排A/B双人核页并填写一致性记录。,858bb74802a7e6eb2ec221ee49dd980fb17741ce4f1be6853f65e1318bc27366,17f726397adfbbb278f946e09c1183c06cf9d62662efc7543f1db2c0b7cfbe6b,65f2df96d21ea83cf2d6e0bb9cbd254475e45ab7b76ca15d70286d81f401c669,aaebd1e169576dd03ac4091bc37f13d4a4eed93404a51c99604c37fa716e37fc,公开层只保存开核动作、状态桶、计数、ID和SHA；不公开私有路径、识别内容、字段记录、人工内容或学校专业明细。
G0W0W1LAUNCH-7ddefa0a1f2bc265,data/working/issue19-first-closure-g0-conflict-field-w0-w1-material-readiness-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-material-readiness-v1-page-summary.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-material-readiness-v1-summary.json,data/working/issue19-first-closure-g0-conflict-field-w0-w1-active-workboard-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-field-verification-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_w0_w1_review_launch_v1,G0冲突字段W0/W1开核执行清单,页列×证据通道,false,false,false,false,false,false,false,false,false,32,G0W0W1MATERIAL-7ddefa0a1f2bc265,G0W0W1ACTIVE-7ddefa0a1f2bc265,W0,一手证据与辅证采集,01,PDF原页记录,A01-PDF原页人工核页,P0-PDF原页先核,226-left,226,left,3,3,1,1,1,专业计划数:1；再选科目:1；学费:1,ready_private_materials_present,blocked_missing_pdf_original_records,ready_to_launch_human_review_not_fact,P0-有冲突线索，PDF原页优先人工核验:3,O0-PDFOCR与高校辅证冲突:3,M0-无机器坐标提示:3,S1-有高校辅证线索或自动官网任务，待私有辅证记录:3,pending_hubei_official_review:3,C0-PDFOCR与高校辅证冲突，必须回PDF原页和湖北官方侧:3,pending_private_three_way_field_confirmation:3,blocked_until_pdf_hubei_school_three_way_closure:3,3,3,3,0,3,0,3,true,true,0,0,0,材料齐备后填写PDF原页人工记录；不得直接写回字段事实。,打开已就绪材料，优先补PDF原页人工核页记录。,e7d6de9a89841fed0d44fd6198490754a52b9334b71ab4236514b4821f4b7bbb,d0ddcd0f29a9004bbe257508063575c75fe113f2198b1cfe1cecba301c5d93d0,da50d72b13337b458aa64cfdb368960bcc6f7378691b24b2ac886a309507f3cb,6766a0ad4be11d40fe5b4cc7ab35fb66bef8a3a2a5b0b68ad7a83e422b89be51,公开层只保存开核动作、状态桶、计数、ID和SHA；不公开私有路径、识别内容、字段记录、人工内容或学校专业明细。
