第一闭环字段事实公开账本ID,来源第一闭环字段确认公开账本,来源第一闭环证据状态账本,来源第一闭环下一步动作矩阵,来源P0Top3字段公开账本,来源B0冲突页列核验状态,来源私有字段确认工作台,来源P0Top3私有字段核验表,来源期号,来源PDF_SHA256,生成日期,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,字段事实序号,稳定基座第一闭环明细任务ID,第一闭环字段确认公开账本ID,第一闭环证据状态公开账本ID,第一闭环下一步动作ID,P0Top3字段公开账本ID,B0冲突页列核验状态ID,来源页码,版面列,页码版面键,专业行ID,专业组出现ID,院校代码,任务来源类型,字段名,字段候选关系桶,PDF提示字段状态,机器坐标字段状态,高校辅证字段状态,冲突类型桶,核验动作层级,人工最小核验动作,PDF原页记录状态,湖北官方记录状态,高校辅证记录状态,双人复核状态,三方一致性状态,字段事实闭环状态,字段写回评估门禁,完成证据组合,字段事实值集合SHA256,私有字段记录状态SHA256,是否P0Top3重点字段,是否B0冲突页列字段,是否需要双人复核,是否需要人工看图,PDF原页核页状态,湖北官方系统或省招办计划核验状态,高校官网源状态,字段事实写回状态,公开安全策略
FIRSTFACT-419afa4104d471f4,data/working/issue19-stable-foundation-first-closure-field-confirmation-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-p0-top3-field-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-b0-conflict-status-public-ledger.csv,first_closure_field_confirmation_private_workbench_not_public,p0_top3_private_field_review_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_field_fact_public_ledger,第一闭环字段原子,第一闭环任务×字段名×公开闭环状态,false,false,false,false,false,false,false,false,165,FIRSTDETAIL-94e95b76bf217529,FIRSTFCONF-176f1420ed7db258,FIRSTEVID-4837f61c6172ef78,FIRSTNEXT-6166ca95d73dc360,,FIRSTB0STATUS-4c0f16a37d308b85,56,left,056-left,M-6f60d88ce3a3687e,G-399026bbf2fbbc18,A195,自动官网辅证任务,再选科目,R2-高校有线索但PDFOCR缺候选,private_pdf_ocr_candidate_seeded,M2-原已有PDFOCR候选不启用机器坐标补候选,pending_private_school_reading,C4-常规待闭环,N1-高校补缺线索回PDF原页,回看PDF原页补专业计划数/学费/选科，再用高校辅证作差异解释，最后核湖北官方侧。,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,double_review_not_required,pending_private_three_way_field_confirmation,F0-字段记录未填写,blocked_until_required_private_readings_complete,PDF原页记录待完成；湖北官方侧待完成；高校辅证待完成；双人复核不要求,,307e02bb0d0710f56cf24c70b080a9a5cd0655707e9817f4a94e3e0569b3ec9b,false,true,false,false,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存字段名、状态、关系桶、ID和SHA；字段明细值与人工记录只留在私有工作台。
FIRSTFACT-90c0dffe040739b7,data/working/issue19-stable-foundation-first-closure-field-confirmation-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-p0-top3-field-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-b0-conflict-status-public-ledger.csv,first_closure_field_confirmation_private_workbench_not_public,p0_top3_private_field_review_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_field_fact_public_ledger,第一闭环字段原子,第一闭环任务×字段名×公开闭环状态,false,false,false,false,false,false,false,false,166,FIRSTDETAIL-9b82a945c23a2501,FIRSTFCONF-024755fb633466bc,FIRSTEVID-9187aa1486d25dc1,FIRSTNEXT-aa546fd00cf0c5e7,,FIRSTB0STATUS-4c0f16a37d308b85,56,left,056-left,M-0331ffd1db7621d2,G-399026bbf2fbbc18,A195,自动官网辅证任务,专业计划数,R2-高校有线索但PDFOCR缺候选,private_pdf_ocr_candidate_seeded,M2-原已有PDFOCR候选不启用机器坐标补候选,pending_private_school_reading,C4-常规待闭环,N1-高校补缺线索回PDF原页,回看PDF原页补专业计划数/学费/选科，再用高校辅证作差异解释，最后核湖北官方侧。,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,double_review_not_required,pending_private_three_way_field_confirmation,F0-字段记录未填写,blocked_until_required_private_readings_complete,PDF原页记录待完成；湖北官方侧待完成；高校辅证待完成；双人复核不要求,,307e02bb0d0710f56cf24c70b080a9a5cd0655707e9817f4a94e3e0569b3ec9b,false,true,false,false,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存字段名、状态、关系桶、ID和SHA；字段明细值与人工记录只留在私有工作台。
FIRSTFACT-03caf64b6c73d636,data/working/issue19-stable-foundation-first-closure-field-confirmation-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-p0-top3-field-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-b0-conflict-status-public-ledger.csv,first_closure_field_confirmation_private_workbench_not_public,p0_top3_private_field_review_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_field_fact_public_ledger,第一闭环字段原子,第一闭环任务×字段名×公开闭环状态,false,false,false,false,false,false,false,false,167,FIRSTDETAIL-9b82a945c23a2501,FIRSTFCONF-024755fb633466bc,FIRSTEVID-9187aa1486d25dc1,FIRSTNEXT-aa546fd00cf0c5e7,,FIRSTB0STATUS-4c0f16a37d308b85,56,left,056-left,M-0331ffd1db7621d2,G-399026bbf2fbbc18,A195,自动官网辅证任务,学费,R2-高校有线索但PDFOCR缺候选,private_pdf_ocr_candidate_seeded,M2-原已有PDFOCR候选不启用机器坐标补候选,pending_private_school_reading,C4-常规待闭环,N1-高校补缺线索回PDF原页,回看PDF原页补专业计划数/学费/选科，再用高校辅证作差异解释，最后核湖北官方侧。,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,double_review_not_required,pending_private_three_way_field_confirmation,F0-字段记录未填写,blocked_until_required_private_readings_complete,PDF原页记录待完成；湖北官方侧待完成；高校辅证待完成；双人复核不要求,,307e02bb0d0710f56cf24c70b080a9a5cd0655707e9817f4a94e3e0569b3ec9b,false,true,false,false,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存字段名、状态、关系桶、ID和SHA；字段明细值与人工记录只留在私有工作台。
FIRSTFACT-4789b191e53ccf33,data/working/issue19-stable-foundation-first-closure-field-confirmation-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-p0-top3-field-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-b0-conflict-status-public-ledger.csv,first_closure_field_confirmation_private_workbench_not_public,p0_top3_private_field_review_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_field_fact_public_ledger,第一闭环字段原子,第一闭环任务×字段名×公开闭环状态,false,false,false,false,false,false,false,false,168,FIRSTDETAIL-9b82a945c23a2501,FIRSTFCONF-024755fb633466bc,FIRSTEVID-9187aa1486d25dc1,FIRSTNEXT-aa546fd00cf0c5e7,,FIRSTB0STATUS-4c0f16a37d308b85,56,left,056-left,M-0331ffd1db7621d2,G-399026bbf2fbbc18,A195,自动官网辅证任务,再选科目,R2-高校有线索但PDFOCR缺候选,private_pdf_ocr_candidate_seeded,M2-原已有PDFOCR候选不启用机器坐标补候选,pending_private_school_reading,C4-常规待闭环,N1-高校补缺线索回PDF原页,回看PDF原页补专业计划数/学费/选科，再用高校辅证作差异解释，最后核湖北官方侧。,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,double_review_not_required,pending_private_three_way_field_confirmation,F0-字段记录未填写,blocked_until_required_private_readings_complete,PDF原页记录待完成；湖北官方侧待完成；高校辅证待完成；双人复核不要求,,307e02bb0d0710f56cf24c70b080a9a5cd0655707e9817f4a94e3e0569b3ec9b,false,true,false,false,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存字段名、状态、关系桶、ID和SHA；字段明细值与人工记录只留在私有工作台。
FIRSTFACT-69fb30b33ab1c2e6,data/working/issue19-stable-foundation-first-closure-field-confirmation-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-p0-top3-field-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-b0-conflict-status-public-ledger.csv,first_closure_field_confirmation_private_workbench_not_public,p0_top3_private_field_review_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_field_fact_public_ledger,第一闭环字段原子,第一闭环任务×字段名×公开闭环状态,false,false,false,false,false,false,false,false,169,FIRSTDETAIL-e5c797c090e5d43d,FIRSTFCONF-4d1c36e77bf5975d,FIRSTEVID-216ec226ab4aedea,FIRSTNEXT-7cdcfe808a3b71a4,,FIRSTB0STATUS-4c0f16a37d308b85,56,left,056-left,M-ece9de1329c27d10,G-399026bbf2fbbc18,A195,自动官网辅证任务,专业计划数,R2-高校有线索但PDFOCR缺候选,private_pdf_ocr_candidate_seeded,M2-原已有PDFOCR候选不启用机器坐标补候选,pending_private_school_reading,C4-常规待闭环,N1-高校补缺线索回PDF原页,回看PDF原页补专业计划数/学费/选科，再用高校辅证作差异解释，最后核湖北官方侧。,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,double_review_not_required,pending_private_three_way_field_confirmation,F0-字段记录未填写,blocked_until_required_private_readings_complete,PDF原页记录待完成；湖北官方侧待完成；高校辅证待完成；双人复核不要求,,307e02bb0d0710f56cf24c70b080a9a5cd0655707e9817f4a94e3e0569b3ec9b,false,true,false,false,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存字段名、状态、关系桶、ID和SHA；字段明细值与人工记录只留在私有工作台。
FIRSTFACT-69b4e0d30bb3ed7f,data/working/issue19-stable-foundation-first-closure-field-confirmation-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-p0-top3-field-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-b0-conflict-status-public-ledger.csv,first_closure_field_confirmation_private_workbench_not_public,p0_top3_private_field_review_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_field_fact_public_ledger,第一闭环字段原子,第一闭环任务×字段名×公开闭环状态,false,false,false,false,false,false,false,false,170,FIRSTDETAIL-e5c797c090e5d43d,FIRSTFCONF-4d1c36e77bf5975d,FIRSTEVID-216ec226ab4aedea,FIRSTNEXT-7cdcfe808a3b71a4,,FIRSTB0STATUS-4c0f16a37d308b85,56,left,056-left,M-ece9de1329c27d10,G-399026bbf2fbbc18,A195,自动官网辅证任务,学费,R2-高校有线索但PDFOCR缺候选,private_pdf_ocr_candidate_seeded,M2-原已有PDFOCR候选不启用机器坐标补候选,pending_private_school_reading,C4-常规待闭环,N1-高校补缺线索回PDF原页,回看PDF原页补专业计划数/学费/选科，再用高校辅证作差异解释，最后核湖北官方侧。,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,double_review_not_required,pending_private_three_way_field_confirmation,F0-字段记录未填写,blocked_until_required_private_readings_complete,PDF原页记录待完成；湖北官方侧待完成；高校辅证待完成；双人复核不要求,,307e02bb0d0710f56cf24c70b080a9a5cd0655707e9817f4a94e3e0569b3ec9b,false,true,false,false,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存字段名、状态、关系桶、ID和SHA；字段明细值与人工记录只留在私有工作台。
FIRSTFACT-bd4140db94f65e2a,data/working/issue19-stable-foundation-first-closure-field-confirmation-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-p0-top3-field-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-b0-conflict-status-public-ledger.csv,first_closure_field_confirmation_private_workbench_not_public,p0_top3_private_field_review_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_field_fact_public_ledger,第一闭环字段原子,第一闭环任务×字段名×公开闭环状态,false,false,false,false,false,false,false,false,171,FIRSTDETAIL-e5c797c090e5d43d,FIRSTFCONF-4d1c36e77bf5975d,FIRSTEVID-216ec226ab4aedea,FIRSTNEXT-7cdcfe808a3b71a4,,FIRSTB0STATUS-4c0f16a37d308b85,56,left,056-left,M-ece9de1329c27d10,G-399026bbf2fbbc18,A195,自动官网辅证任务,再选科目,R2-高校有线索但PDFOCR缺候选,private_pdf_ocr_candidate_seeded,M2-原已有PDFOCR候选不启用机器坐标补候选,pending_private_school_reading,C4-常规待闭环,N1-高校补缺线索回PDF原页,回看PDF原页补专业计划数/学费/选科，再用高校辅证作差异解释，最后核湖北官方侧。,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,double_review_not_required,pending_private_three_way_field_confirmation,F0-字段记录未填写,blocked_until_required_private_readings_complete,PDF原页记录待完成；湖北官方侧待完成；高校辅证待完成；双人复核不要求,,307e02bb0d0710f56cf24c70b080a9a5cd0655707e9817f4a94e3e0569b3ec9b,false,true,false,false,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存字段名、状态、关系桶、ID和SHA；字段明细值与人工记录只留在私有工作台。
FIRSTFACT-a204df4036705349,data/working/issue19-stable-foundation-first-closure-field-confirmation-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-p0-top3-field-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-b0-conflict-status-public-ledger.csv,first_closure_field_confirmation_private_workbench_not_public,p0_top3_private_field_review_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_field_fact_public_ledger,第一闭环字段原子,第一闭环任务×字段名×公开闭环状态,false,false,false,false,false,false,false,false,172,FIRSTDETAIL-f7da998b19762486,FIRSTFCONF-e52e1f9c944a49d7,FIRSTEVID-37d1401ece726a1c,FIRSTNEXT-6326c14228cf1dbd,,FIRSTB0STATUS-4c0f16a37d308b85,56,left,056-left,M-f7d6787fb6918e72,G-399026bbf2fbbc18,A195,自动官网辅证任务,专业计划数,R2-高校有线索但PDFOCR缺候选,private_pdf_ocr_candidate_seeded,M2-原已有PDFOCR候选不启用机器坐标补候选,pending_private_school_reading,C4-常规待闭环,N1-高校补缺线索回PDF原页,回看PDF原页补专业计划数/学费/选科，再用高校辅证作差异解释，最后核湖北官方侧。,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,double_review_not_required,pending_private_three_way_field_confirmation,F0-字段记录未填写,blocked_until_required_private_readings_complete,PDF原页记录待完成；湖北官方侧待完成；高校辅证待完成；双人复核不要求,,307e02bb0d0710f56cf24c70b080a9a5cd0655707e9817f4a94e3e0569b3ec9b,false,true,false,false,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存字段名、状态、关系桶、ID和SHA；字段明细值与人工记录只留在私有工作台。
FIRSTFACT-2399db8daddab12e,data/working/issue19-stable-foundation-first-closure-field-confirmation-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-p0-top3-field-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-b0-conflict-status-public-ledger.csv,first_closure_field_confirmation_private_workbench_not_public,p0_top3_private_field_review_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_field_fact_public_ledger,第一闭环字段原子,第一闭环任务×字段名×公开闭环状态,false,false,false,false,false,false,false,false,173,FIRSTDETAIL-f7da998b19762486,FIRSTFCONF-e52e1f9c944a49d7,FIRSTEVID-37d1401ece726a1c,FIRSTNEXT-6326c14228cf1dbd,,FIRSTB0STATUS-4c0f16a37d308b85,56,left,056-left,M-f7d6787fb6918e72,G-399026bbf2fbbc18,A195,自动官网辅证任务,学费,R2-高校有线索但PDFOCR缺候选,private_pdf_ocr_candidate_seeded,M2-原已有PDFOCR候选不启用机器坐标补候选,pending_private_school_reading,C4-常规待闭环,N1-高校补缺线索回PDF原页,回看PDF原页补专业计划数/学费/选科，再用高校辅证作差异解释，最后核湖北官方侧。,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,double_review_not_required,pending_private_three_way_field_confirmation,F0-字段记录未填写,blocked_until_required_private_readings_complete,PDF原页记录待完成；湖北官方侧待完成；高校辅证待完成；双人复核不要求,,307e02bb0d0710f56cf24c70b080a9a5cd0655707e9817f4a94e3e0569b3ec9b,false,true,false,false,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存字段名、状态、关系桶、ID和SHA；字段明细值与人工记录只留在私有工作台。
FIRSTFACT-46481f9386dd8954,data/working/issue19-stable-foundation-first-closure-field-confirmation-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-p0-top3-field-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-b0-conflict-status-public-ledger.csv,first_closure_field_confirmation_private_workbench_not_public,p0_top3_private_field_review_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_field_fact_public_ledger,第一闭环字段原子,第一闭环任务×字段名×公开闭环状态,false,false,false,false,false,false,false,false,174,FIRSTDETAIL-f7da998b19762486,FIRSTFCONF-e52e1f9c944a49d7,FIRSTEVID-37d1401ece726a1c,FIRSTNEXT-6326c14228cf1dbd,,FIRSTB0STATUS-4c0f16a37d308b85,56,left,056-left,M-f7d6787fb6918e72,G-399026bbf2fbbc18,A195,自动官网辅证任务,再选科目,R2-高校有线索但PDFOCR缺候选,private_pdf_ocr_candidate_seeded,M2-原已有PDFOCR候选不启用机器坐标补候选,pending_private_school_reading,C4-常规待闭环,N1-高校补缺线索回PDF原页,回看PDF原页补专业计划数/学费/选科，再用高校辅证作差异解释，最后核湖北官方侧。,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,double_review_not_required,pending_private_three_way_field_confirmation,F0-字段记录未填写,blocked_until_required_private_readings_complete,PDF原页记录待完成；湖北官方侧待完成；高校辅证待完成；双人复核不要求,,307e02bb0d0710f56cf24c70b080a9a5cd0655707e9817f4a94e3e0569b3ec9b,false,true,false,false,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存字段名、状态、关系桶、ID和SHA；字段明细值与人工记录只留在私有工作台。
FIRSTFACT-673afe8a73900e70,data/working/issue19-stable-foundation-first-closure-field-confirmation-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-p0-top3-field-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-b0-conflict-status-public-ledger.csv,first_closure_field_confirmation_private_workbench_not_public,p0_top3_private_field_review_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_field_fact_public_ledger,第一闭环字段原子,第一闭环任务×字段名×公开闭环状态,false,false,false,false,false,false,false,false,175,FIRSTDETAIL-10021805233b3fcd,FIRSTFCONF-a817b480f6cffa4d,FIRSTEVID-47cf2d2540a183e0,FIRSTNEXT-51b32a53f6686730,,FIRSTB0STATUS-4c0f16a37d308b85,56,left,056-left,M-ece9de1329c27d10,G-399026bbf2fbbc18,A195,P0人工字段任务,专业计划数,R5-无候选需人工看图,private_pdf_ocr_candidate_unavailable_needs_manual_image_review,M1-机器坐标仍无候选需人工看图,pending_private_school_reading,C3-无稳定候选需看图,N3-无稳定候选人工看图,直接打开PDF原页所在页列人工看图，必要时同页列连带复核。,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,double_review_not_required,pending_private_three_way_field_confirmation,F0-字段记录未填写,blocked_until_required_private_readings_complete,PDF原页记录待完成；湖北官方侧待完成；高校辅证待完成；双人复核不要求,,307e02bb0d0710f56cf24c70b080a9a5cd0655707e9817f4a94e3e0569b3ec9b,false,true,false,true,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存字段名、状态、关系桶、ID和SHA；字段明细值与人工记录只留在私有工作台。
FIRSTFACT-93c906c4712dee7f,data/working/issue19-stable-foundation-first-closure-field-confirmation-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-p0-top3-field-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-b0-conflict-status-public-ledger.csv,first_closure_field_confirmation_private_workbench_not_public,p0_top3_private_field_review_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_field_fact_public_ledger,第一闭环字段原子,第一闭环任务×字段名×公开闭环状态,false,false,false,false,false,false,false,false,176,FIRSTDETAIL-e6fbb1e8eb1cf347,FIRSTFCONF-d1d631457398657a,FIRSTEVID-9dadc9326d18cc8a,FIRSTNEXT-83bf6671224ec55a,,FIRSTB0STATUS-4c0f16a37d308b85,56,left,056-left,M-3ef576112ee9a076,G-399026bbf2fbbc18,A195,P0人工字段任务,专业计划数,R5-无候选需人工看图,private_pdf_ocr_candidate_unavailable_needs_manual_image_review,M1-机器坐标仍无候选需人工看图,pending_private_school_reading,C3-无稳定候选需看图,N3-无稳定候选人工看图,直接打开PDF原页所在页列人工看图，必要时同页列连带复核。,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,pending_double_review,pending_private_three_way_field_confirmation,F0-字段记录未填写,blocked_until_required_private_readings_complete,PDF原页记录待完成；湖北官方侧待完成；高校辅证待完成；双人复核待完成,,7711f2d74aabf91f3ed07bed101260d7ca5e3ec94e303f6eb51985b67fb163dd,false,true,true,true,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存字段名、状态、关系桶、ID和SHA；字段明细值与人工记录只留在私有工作台。
FIRSTFACT-3a7baf6129ed7602,data/working/issue19-stable-foundation-first-closure-field-confirmation-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-p0-top3-field-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-b0-conflict-status-public-ledger.csv,first_closure_field_confirmation_private_workbench_not_public,p0_top3_private_field_review_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_field_fact_public_ledger,第一闭环字段原子,第一闭环任务×字段名×公开闭环状态,false,false,false,false,false,false,false,false,177,FIRSTDETAIL-ff27b52817e165bb,FIRSTFCONF-c6e6620f726bbe8f,FIRSTEVID-b281aae3ef49876f,FIRSTNEXT-4da73d845d756807,,FIRSTB0STATUS-4c0f16a37d308b85,56,left,056-left,M-f7d6787fb6918e72,G-399026bbf2fbbc18,A195,P0人工字段任务,专业计划数,R5-无候选需人工看图,private_pdf_ocr_candidate_unavailable_needs_manual_image_review,M1-机器坐标仍无候选需人工看图,pending_private_school_reading,C3-无稳定候选需看图,N3-无稳定候选人工看图,直接打开PDF原页所在页列人工看图，必要时同页列连带复核。,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,double_review_not_required,pending_private_three_way_field_confirmation,F0-字段记录未填写,blocked_until_required_private_readings_complete,PDF原页记录待完成；湖北官方侧待完成；高校辅证待完成；双人复核不要求,,307e02bb0d0710f56cf24c70b080a9a5cd0655707e9817f4a94e3e0569b3ec9b,false,true,false,true,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存字段名、状态、关系桶、ID和SHA；字段明细值与人工记录只留在私有工作台。
