全量字段页列核验队列ID,来源字段事实核验任务队列,来源页级保真复核队列,来源期号,来源PDF_SHA256,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,机器是否允许自动写回主表,机器是否允许自动回填候选,是否允许写回字段,是否允许作为志愿推荐依据,是否允许生成学校专业建议,页列执行总序,来源页码,版面列,页码版面键,页列核验优先级桶,页列核验优先级数值,页列首要动作,包内字段任务数,包内专业行数,包内专业组数,包内院校代码数,包内字段名分布,包内字段核验优先级分布,包内字段事实阻断等级分布,包内Q0无候选阻断任务数,包内Q1有候选待人工核验任务数,包内Q2OCR齐全待三方闭环任务数,包内专业计划数字段任务数,包内学费字段任务数,包内再选科目字段任务数,包内PDF原页核验待完成任务数,包内湖北官方核验待完成任务数,包内高校官网辅证线索任务数,包内源证据P0任务数,包内源证据P1任务数,页面复核优先级,页面阻断等级,页级保真队列ID,私有页图证据编号,私有页图SHA256,私有识别材料证据编号,私有识别材料SHA256,OCR平均置信度,OCR_QC_P0数,OCR_QC_P1数,页面专业明细数,页面结构异常数,页面高严重结构异常数,字段任务ID集合SHA256,专业行ID集合SHA256,专业组出现ID集合SHA256,院校代码集合SHA256,下钻筛选键,PDF原页核页状态,湖北官方系统或省招办计划核验状态,字段事实写回状态,公开安全策略,下一步
FIELDPSIDE-0dc2ee8976c759a4,data/working/issue19-field-fact-verification-tasks.csv,data/working/issue19-page-fidelity-review-queue.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_field_fact_page_side_verification_queue,PDF页码×版面列,PDF页码×版面列×全量字段事实核验任务,false,false,false,false,false,false,false,267,224,left,224-left,V0-Q0无候选阻断页列先核,0,先按页列重读无候选字段，优先补专业计划数、再选科目和学费缺口。,105,35,5,2,专业计划数:35；再选科目:35；学费:35,P0-字段无候选原页重读:16；P1-字段有候选回看原页和官方:22；P3-OCR齐全字段三方闭环:67,Q0-字段缺口无候选阻断:24；Q1-字段缺口有候选待人工核验:66；Q2-OCR字段齐全但PDF和官方未闭环:15,24,66,15,35,35,35,105,105,0,0,57,P0-必须优先核页,F0-本页存在阻断级专业行,PAGEFID-a5bdc4c830c6026d,page-224,fee4571fbb8d517a2bc07e25abfbfbce91bb23d210d4c6280bc4fa71c64244c9,224_page-224,091416e17959b23e50174499af4b92fa42d61b171362ce9ef87fb9f850ce4bfe,0.6842,82,86,63,26,14,d3474ad7481e321e426daa3c03c8c9a8e0bb984670d875075d6ae2cc88434ba6,13c34b07906fdbb37e4b50d08a1124d4b7e4dd62d7993b5a2aa378a2d035f9d9,c1cc86f86b3b421853ad1979b9d3a561aac77cb13a54b46e6299b7eaef89376b,4bfb24134a652df026f345ce52588786bf0159b6abc4368ab30aeeddd09d5be2,来源页码=224；版面列=left,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_pdf_and_hubei_official_fields_verified,只公开页列执行顺序、任务数量、状态、证据编号、SHA和任务集合哈希；不公开字段候选值、人工确认值、私有识别材料、图片路径、院校名、专业名、专业代号或专业组代码。,先按页列重读无候选字段，优先补专业计划数、再选科目和学费缺口。 完成后仍需湖北官方系统或省招办计划核验。
FIELDPSIDE-170fba3a6170ff4e,data/working/issue19-field-fact-verification-tasks.csv,data/working/issue19-page-fidelity-review-queue.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_field_fact_page_side_verification_queue,PDF页码×版面列,PDF页码×版面列×全量字段事实核验任务,false,false,false,false,false,false,false,268,207,right,207-right,V0-Q0无候选阻断页列先核,0,先按页列重读无候选字段，优先补专业计划数、再选科目和学费缺口。,93,31,8,5,专业计划数:31；再选科目:31；学费:31,P0-字段无候选原页重读:9；P1-字段有候选回看原页和官方:21；P3-OCR齐全字段三方闭环:63,Q0-字段缺口无候选阻断:24；Q1-字段缺口有候选待人工核验:63；Q2-OCR字段齐全但PDF和官方未闭环:6,24,63,6,31,31,31,93,93,0,0,45,P0-必须优先核页,F0-本页存在阻断级专业行,PAGEFID-2f1bdcd399aff882,page-207,3901fdfcc108c9f04fc64bdbf04b3a022806ef01457c934d498767f8e023e73d,207_page-207,4b7570ab77ae68d3308d3c1d9ef4b9e753133d56b6b7ae075bad3d045a42ec29,0.6981,89,95,57,15,7,676f3bd499daf76ab16c47c9005851c0a8547ff6be2825fce6afb3d31486b66d,a447a55139497b145455dc9ebf4c2c7a34c8916c58318bd7f73b1c970a91bbc4,f9caffd7088abdc008f098217225650cfe73e4d56962e3b703163dd6c105de93,2e616ba2d4c37f4e78ee91fc73546af2de893124a0396140dff724bd0f641e8a,来源页码=207；版面列=right,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_pdf_and_hubei_official_fields_verified,只公开页列执行顺序、任务数量、状态、证据编号、SHA和任务集合哈希；不公开字段候选值、人工确认值、私有识别材料、图片路径、院校名、专业名、专业代号或专业组代码。,先按页列重读无候选字段，优先补专业计划数、再选科目和学费缺口。 完成后仍需湖北官方系统或省招办计划核验。
FIELDPSIDE-6f70292c3cb1860a,data/working/issue19-field-fact-verification-tasks.csv,data/working/issue19-page-fidelity-review-queue.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_field_fact_page_side_verification_queue,PDF页码×版面列,PDF页码×版面列×全量字段事实核验任务,false,false,false,false,false,false,false,269,108,right,108-right,V0-Q0无候选阻断页列先核,0,先按页列重读无候选字段，优先补专业计划数、再选科目和学费缺口。,99,33,11,5,专业计划数:33；再选科目:33；学费:33,P0-字段无候选原页重读:26；P1-字段有候选回看原页和官方:20；P3-OCR齐全字段三方闭环:53,Q0-字段缺口无候选阻断:24；Q1-字段缺口有候选待人工核验:60；Q2-OCR字段齐全但PDF和官方未闭环:15,24,60,15,33,33,33,99,99,0,0,54,P0-必须优先核页,F0-本页存在阻断级专业行,PAGEFID-2baf47e7d1c21f4e,page-108,e41f87cb91cc30fe98547c8cdea4efea074cb94f1263a6cb6fb8fa4824e1d422,108_page-108,4acf856946cad3d668dd8f4d516cc444455317d8563f669dd35bfd204a77d8ea,0.7065,88,68,68,21,10,8accfab3d0d7032cc91b6a7de93d9f032e944f531e5f484209a2a98deeac0bbc,b09b2c34999543da3533b83deb9ec7796947d2b44d7eafe2f95ac367b460fa97,2d59bd1f31f63a97680f1663af2f5783f15406cf342d0003be34423ead36eff5,70e3e3c4b1bbb5ba967ffd016bce62e0af78515dd930913370194626923b334e,来源页码=108；版面列=right,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_pdf_and_hubei_official_fields_verified,只公开页列执行顺序、任务数量、状态、证据编号、SHA和任务集合哈希；不公开字段候选值、人工确认值、私有识别材料、图片路径、院校名、专业名、专业代号或专业组代码。,先按页列重读无候选字段，优先补专业计划数、再选科目和学费缺口。 完成后仍需湖北官方系统或省招办计划核验。
FIELDPSIDE-c677cc1e7b3a4008,data/working/issue19-field-fact-verification-tasks.csv,data/working/issue19-page-fidelity-review-queue.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_field_fact_page_side_verification_queue,PDF页码×版面列,PDF页码×版面列×全量字段事实核验任务,false,false,false,false,false,false,false,270,223,right,223-right,V0-Q0无候选阻断页列先核,0,先按页列重读无候选字段，优先补专业计划数、再选科目和学费缺口。,99,33,9,3,专业计划数:33；再选科目:33；学费:33,P0-字段无候选原页重读:12；P1-字段有候选回看原页和官方:20；P3-OCR齐全字段三方闭环:67,Q0-字段缺口无候选阻断:24；Q1-字段缺口有候选待人工核验:60；Q2-OCR字段齐全但PDF和官方未闭环:15,24,60,15,33,33,33,99,99,15,0,51,P0-必须优先核页,F0-本页存在阻断级专业行,PAGEFID-ebb4b6246a8e0ced,page-223,17ea866603fb0e29e03f4594305262428f5633eec80da642e21ffa8d5ce65d3d,223_page-223,24c5030002f892dac4af6b1682f48d9978a641d2c7017feea6bfed941adfcd01,0.6957,101,76,67,13,5,385f1de8a6ea34cfd5ebda723a9b4fcc9f8ec8dbfc8235937c7e83fd2e9a5105,5a6ec0ce0072cdb5cf5773fae8ab1b2a488e77d684ec1657daffc4744e94fb41,1da062fc9946435dda01b5b4b9ca630bdac6f193774f21c42bae5f1cf750d495,4e67c5167c4ab71f9d3ed6d3705ae2fab8221d3078062795fb1eb2fca3df4857,来源页码=223；版面列=right,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_pdf_and_hubei_official_fields_verified,只公开页列执行顺序、任务数量、状态、证据编号、SHA和任务集合哈希；不公开字段候选值、人工确认值、私有识别材料、图片路径、院校名、专业名、专业代号或专业组代码。,先按页列重读无候选字段，优先补专业计划数、再选科目和学费缺口。 完成后仍需湖北官方系统或省招办计划核验。
FIELDPSIDE-f02dd8621696d471,data/working/issue19-field-fact-verification-tasks.csv,data/working/issue19-page-fidelity-review-queue.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_field_fact_page_side_verification_queue,PDF页码×版面列,PDF页码×版面列×全量字段事实核验任务,false,false,false,false,false,false,false,271,218,right,218-right,V0-Q0无候选阻断页列先核,0,先按页列重读无候选字段，优先补专业计划数、再选科目和学费缺口。,96,32,12,3,专业计划数:32；再选科目:32；学费:32,P0-字段无候选原页重读:19；P1-字段有候选回看原页和官方:20；P3-OCR齐全字段三方闭环:57,Q0-字段缺口无候选阻断:24；Q1-字段缺口有候选待人工核验:60；Q2-OCR字段齐全但PDF和官方未闭环:12,24,60,12,32,32,32,96,96,0,0,48,P0-必须优先核页,F0-本页存在阻断级专业行,PAGEFID-6e8c0dd64000219d,page-218,ae8789a46510da5ab8762ff86ce978fba7e163cbb5d38496f189cfa82feea11f,218_page-218,332c8e38afa7c6c6f404d8f5fab39d276adc60f835ed5f7b15e855545e378589,0.7210,88,60,65,21,13,3a008b944638042db5433532cf02e45e1fa9ef7f081d126a69ca93a0e55347a2,2a0a031e3c90a09e0ea5304c1b09a64e1810d7eb089c7fa1100cd9f2c2a911bb,208b11ecc213b086956b2f32fc250864be550ed8bc7a5f8423b10c137c7c8f3b,22a08fdf1eab037e987b60e3002e83941f403b4f29ef71922ebdcf6458602694,来源页码=218；版面列=right,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_pdf_and_hubei_official_fields_verified,只公开页列执行顺序、任务数量、状态、证据编号、SHA和任务集合哈希；不公开字段候选值、人工确认值、私有识别材料、图片路径、院校名、专业名、专业代号或专业组代码。,先按页列重读无候选字段，优先补专业计划数、再选科目和学费缺口。 完成后仍需湖北官方系统或省招办计划核验。
FIELDPSIDE-c3438d9ba74709e2,data/working/issue19-field-fact-verification-tasks.csv,data/working/issue19-page-fidelity-review-queue.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_field_fact_page_side_verification_queue,PDF页码×版面列,PDF页码×版面列×全量字段事实核验任务,false,false,false,false,false,false,false,272,81,right,081-right,V0-Q0无候选阻断页列先核,0,先按页列重读无候选字段，优先补专业计划数、再选科目和学费缺口。,84,28,9,6,专业计划数:28；再选科目:28；学费:28,P0-字段无候选原页重读:15；P1-字段有候选回看原页和官方:19；P3-OCR齐全字段三方闭环:50,Q0-字段缺口无候选阻断:24；Q1-字段缺口有候选待人工核验:57；Q2-OCR字段齐全但PDF和官方未闭环:3,24,57,3,28,28,28,84,84,0,0,42,P0-必须优先核页,F0-本页存在阻断级专业行,PAGEFID-1a03012fa7bc26b0,page-081,88e8264c3f18f63a1343fd197fa808d7d42897f73b041c25b2729650a6ed4d8a,081_page-081,1e163ac65473bc0aa14b43a6192a4d93f1ab38bea4e694f1d4fb0b204d728302,0.7515,85,61,64,14,6,3571e8698c69a67c00ded7c7495e0536ed087e1afee4b65c240c637a2ee4c540,1866270077c8e5d8dde44bf59816276014a6a0a28b3cc691b0f54d24c9b2c32b,9d99a0f093fd946ab97e551acbb5fc4ec199791bdf7eebda8f658e0417d873de,679a3946b37ab8b61317fe083a404be29a5539ec723fe34df45971048b021cae,来源页码=81；版面列=right,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_pdf_and_hubei_official_fields_verified,只公开页列执行顺序、任务数量、状态、证据编号、SHA和任务集合哈希；不公开字段候选值、人工确认值、私有识别材料、图片路径、院校名、专业名、专业代号或专业组代码。,先按页列重读无候选字段，优先补专业计划数、再选科目和学费缺口。 完成后仍需湖北官方系统或省招办计划核验。
FIELDPSIDE-8b1f5c2dfa677c71,data/working/issue19-field-fact-verification-tasks.csv,data/working/issue19-page-fidelity-review-queue.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_field_fact_page_side_verification_queue,PDF页码×版面列,PDF页码×版面列×全量字段事实核验任务,false,false,false,false,false,false,false,273,96,left,096-left,V0-Q0无候选阻断页列先核,0,先按页列重读无候选字段，优先补专业计划数、再选科目和学费缺口。,84,28,8,4,专业计划数:28；再选科目:28；学费:28,P0-字段无候选原页重读:30；P1-字段有候选回看原页和官方:19；P3-OCR齐全字段三方闭环:35,Q0-字段缺口无候选阻断:24；Q1-字段缺口有候选待人工核验:57；Q2-OCR字段齐全但PDF和官方未闭环:3,24,57,3,28,28,28,84,84,27,0,30,P0-必须优先核页,F0-本页存在阻断级专业行,PAGEFID-8858c75dd122a0a1,page-096,9018005425e6c32672316c5a46908b04de1658cf2732dcd68be62448f5a88be4,096_page-096,decca3dfd2654307bbbb8bb18ec930019fa01cd6ec28f1678eaa03ae291c5a62,0.7100,84,68,63,29,18,abcff98239b2e6ce944601dc48f02d1bf595b05d6aab272fe7738ce263d56374,8c6fc890aa821942b08fe2256a289a1eec73dcd13d0353d052a5d34e44267600,637921b7691bd76a7882850725a116fa8304a9736ba184b9643b825554bb834b,9b560806d3c5eac2b6d46babdabe56a23e3dabdf7a05d37932d8ffac0b04d8ff,来源页码=96；版面列=left,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_pdf_and_hubei_official_fields_verified,只公开页列执行顺序、任务数量、状态、证据编号、SHA和任务集合哈希；不公开字段候选值、人工确认值、私有识别材料、图片路径、院校名、专业名、专业代号或专业组代码。,先按页列重读无候选字段，优先补专业计划数、再选科目和学费缺口。 完成后仍需湖北官方系统或省招办计划核验。
FIELDPSIDE-bbf053bbe2ebc76f,data/working/issue19-field-fact-verification-tasks.csv,data/working/issue19-page-fidelity-review-queue.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_field_fact_page_side_verification_queue,PDF页码×版面列,PDF页码×版面列×全量字段事实核验任务,false,false,false,false,false,false,false,274,49,right,049-right,V0-Q0无候选阻断页列先核,0,先按页列重读无候选字段，优先补专业计划数、再选科目和学费缺口。,81,27,3,2,专业计划数:27；再选科目:27；学费:27,P0-字段无候选原页重读:33；P1-字段有候选回看原页和官方:28；P3-OCR齐全字段三方闭环:20,Q0-字段缺口无候选阻断:24；Q1-字段缺口有候选待人工核验:57,24,57,0,27,27,27,81,81,0,0,42,P0-必须优先核页,F0-本页存在阻断级专业行,PAGEFID-9f58feaa6a9cb3be,page-049,69a93b78e5a34c45c2f358450422a4e9da4ac6434594c4e2ea1fa6f0b0f072c0,049_page-049,c42fcd13bbbae220b7808b53d738b7a4cdc932fbca5f9eb33e31c4bd9d1a9b8e,0.6844,89,64,49,27,23,77fa67efa76af2da89e34b5fe11e9d27312508fc63b16d8bbdeff2e6e0217817,cb0c8c8b3df0ef9b08e785dea0fb343d0b0bbbc3bf84c8c8d8dda8fb8fefb82e,aca9d8096d1e9f08602f5612866faad9061901184e46e0416fa9cd129a927b64,37038bc377a526bf888e4c1ce8b4ad3957731873e479a09904873da95a5699f1,来源页码=49；版面列=right,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_pdf_and_hubei_official_fields_verified,只公开页列执行顺序、任务数量、状态、证据编号、SHA和任务集合哈希；不公开字段候选值、人工确认值、私有识别材料、图片路径、院校名、专业名、专业代号或专业组代码。,先按页列重读无候选字段，优先补专业计划数、再选科目和学费缺口。 完成后仍需湖北官方系统或省招办计划核验。
FIELDPSIDE-c4d013e9649fbd76,data/working/issue19-field-fact-verification-tasks.csv,data/working/issue19-page-fidelity-review-queue.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_field_fact_page_side_verification_queue,PDF页码×版面列,PDF页码×版面列×全量字段事实核验任务,false,false,false,false,false,false,false,275,145,right,145-right,V0-Q0无候选阻断页列先核,0,先按页列重读无候选字段，优先补专业计划数、再选科目和学费缺口。,93,31,11,9,专业计划数:31；再选科目:31；学费:31,P0-字段无候选原页重读:11；P1-字段有候选回看原页和官方:18；P3-OCR齐全字段三方闭环:64,Q0-字段缺口无候选阻断:24；Q1-字段缺口有候选待人工核验:54；Q2-OCR字段齐全但PDF和官方未闭环:15,24,54,15,31,31,31,93,93,0,0,30,P0-必须优先核页,F0-本页存在阻断级专业行,PAGEFID-c82797dccb5cff05,page-145,fd33189c73142484e3244946bfc4d7249d23e47676f8026de502d7619599da5a,145_page-145,4e05466ed161a6abc34ba828d851cc76dfded625315d0d5909c8b1982f5246f5,0.6922,110,43,56,19,8,5d6483d0fdbe36fd83f4021537830a6237b48fb3257c60da3d9cf887979eaa42,f1ff21786666068c4e167854946d57960f069c3ed5ddde1d564f5de08a166ec7,ab9c498fdd01ab56406dcc8df22880927f5fa2c8d4c1f1fd26af219f140b18a4,2f6c1bb149f6a25e08785c31330dc0bb0fc59fdaa11f64e345afe31a1df96f6e,来源页码=145；版面列=right,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_pdf_and_hubei_official_fields_verified,只公开页列执行顺序、任务数量、状态、证据编号、SHA和任务集合哈希；不公开字段候选值、人工确认值、私有识别材料、图片路径、院校名、专业名、专业代号或专业组代码。,先按页列重读无候选字段，优先补专业计划数、再选科目和学费缺口。 完成后仍需湖北官方系统或省招办计划核验。
FIELDPSIDE-be11985e03708017,data/working/issue19-field-fact-verification-tasks.csv,data/working/issue19-page-fidelity-review-queue.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_field_fact_page_side_verification_queue,PDF页码×版面列,PDF页码×版面列×全量字段事实核验任务,false,false,false,false,false,false,false,276,18,left,018-left,V0-Q0无候选阻断页列先核,0,先按页列重读无候选字段，优先补专业计划数、再选科目和学费缺口。,78,26,9,2,专业计划数:26；再选科目:26；学费:26,P0-字段无候选原页重读:25；P1-字段有候选回看原页和官方:18；P3-OCR齐全字段三方闭环:35,Q0-字段缺口无候选阻断:24；Q1-字段缺口有候选待人工核验:51；Q2-OCR字段齐全但PDF和官方未闭环:3,24,51,3,26,26,26,78,78,45,0,54,P0-必须优先核页,F0-本页存在阻断级专业行,PAGEFID-4338e559d7d3cb53,page-018,2e91f8dd3ddf578f1c137e511205ccfa4349e914cc6897563e39219ad2331f1c,018_page-018,14f4ea716ab5b84c083b7b1a282fd39062c23426ccdcbc8b72b3b5d3f0d27279,0.6953,61,89,41,22,20,4d85845a968a6de19809e0ae583ed6c93bf163fc4bad297c5655a60292239aa9,9b4f999b875cbf7f833aa0a0e442e040452fe20366d625ffbb862d7c8857ecc0,941848afdee1e321c63794fbb186651728648e08abadfc3e5296dac3f9594f3e,fae712f9c3794726d12de26f9745e4364723d11c3200a68c2f162bb6d452a64c,来源页码=18；版面列=left,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_pdf_and_hubei_official_fields_verified,只公开页列执行顺序、任务数量、状态、证据编号、SHA和任务集合哈希；不公开字段候选值、人工确认值、私有识别材料、图片路径、院校名、专业名、专业代号或专业组代码。,先按页列重读无候选字段，优先补专业计划数、再选科目和学费缺口。 完成后仍需湖北官方系统或省招办计划核验。
FIELDPSIDE-b17a2f0ba8ee3f78,data/working/issue19-field-fact-verification-tasks.csv,data/working/issue19-page-fidelity-review-queue.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_field_fact_page_side_verification_queue,PDF页码×版面列,PDF页码×版面列×全量字段事实核验任务,false,false,false,false,false,false,false,277,218,left,218-left,V0-Q0无候选阻断页列先核,0,先按页列重读无候选字段，优先补专业计划数、再选科目和学费缺口。,99,33,10,2,专业计划数:33；再选科目:33；学费:33,P0-字段无候选原页重读:15；P1-字段有候选回看原页和官方:16；P3-OCR齐全字段三方闭环:68,Q0-字段缺口无候选阻断:24；Q1-字段缺口有候选待人工核验:48；Q2-OCR字段齐全但PDF和官方未闭环:27,24,48,27,33,33,33,99,99,39,0,42,P0-必须优先核页,F0-本页存在阻断级专业行,PAGEFID-6e8c0dd64000219d,page-218,ae8789a46510da5ab8762ff86ce978fba7e163cbb5d38496f189cfa82feea11f,218_page-218,332c8e38afa7c6c6f404d8f5fab39d276adc60f835ed5f7b15e855545e378589,0.7210,88,60,65,21,13,546a8dd45c0be6a190c90aca69988b0cfff32a13555e889e716837bfb728b9bc,2a7c5f3b44f9ab90ff3883b539d90fea2d0607ce4fadd67e816edc8dcdf5a00d,b1dbe952d675b49d31fe335daa586d620998dd66440196d816445207fdd911b9,78e2cc82352e4fca7fca63edc2b25bb504551065888528e9da4e92ef92a89873,来源页码=218；版面列=left,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_pdf_and_hubei_official_fields_verified,只公开页列执行顺序、任务数量、状态、证据编号、SHA和任务集合哈希；不公开字段候选值、人工确认值、私有识别材料、图片路径、院校名、专业名、专业代号或专业组代码。,先按页列重读无候选字段，优先补专业计划数、再选科目和学费缺口。 完成后仍需湖北官方系统或省招办计划核验。
FIELDPSIDE-1da3e04607200d5f,data/working/issue19-field-fact-verification-tasks.csv,data/working/issue19-page-fidelity-review-queue.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_field_fact_page_side_verification_queue,PDF页码×版面列,PDF页码×版面列×全量字段事实核验任务,false,false,false,false,false,false,false,278,111,right,111-right,V0-Q0无候选阻断页列先核,0,先按页列重读无候选字段，优先补专业计划数、再选科目和学费缺口。,81,27,10,3,专业计划数:27；再选科目:27；学费:27,P0-字段无候选原页重读:14；P1-字段有候选回看原页和官方:16；P3-OCR齐全字段三方闭环:51,Q0-字段缺口无候选阻断:24；Q1-字段缺口有候选待人工核验:48；Q2-OCR字段齐全但PDF和官方未闭环:9,24,48,9,27,27,27,81,81,0,0,27,P0-必须优先核页,F0-本页存在阻断级专业行,PAGEFID-e05dcd69b50d1327,page-111,4983ca1459ce6680b6d04d1cfd7e7095b4b197c8a00bf6ad388d8a8391615678,111_page-111,f0161adc512b3ee692b72c52d3b9f600830470d3d91f78f3ea9656dd74ddff1f,0.7024,102,49,56,18,4,57e94d171be41fd84d61dfc252b1f36d9a88c42f2707d086844f1925f9478464,2d3f0552ec01ef613c4de1047853b028f6dd4019035e234d6e3d9235c9087bdc,f456bff89845d3a801aeca47d0e14d1de91d183e3fef1531969a3c44ff03483f,409d50f17fa4d803d474bf95feadde0f2ef13f725c383ea6470a134f44936f6c,来源页码=111；版面列=right,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_pdf_and_hubei_official_fields_verified,只公开页列执行顺序、任务数量、状态、证据编号、SHA和任务集合哈希；不公开字段候选值、人工确认值、私有识别材料、图片路径、院校名、专业名、专业代号或专业组代码。,先按页列重读无候选字段，优先补专业计划数、再选科目和学费缺口。 完成后仍需湖北官方系统或省招办计划核验。
FIELDPSIDE-f087fd7e0cac6ed3,data/working/issue19-field-fact-verification-tasks.csv,data/working/issue19-page-fidelity-review-queue.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_field_fact_page_side_verification_queue,PDF页码×版面列,PDF页码×版面列×全量字段事实核验任务,false,false,false,false,false,false,false,279,207,left,207-left,V0-Q0无候选阻断页列先核,0,先按页列重读无候选字段，优先补专业计划数、再选科目和学费缺口。,78,26,7,4,专业计划数:26；再选科目:26；学费:26,P0-字段无候选原页重读:30；P1-字段有候选回看原页和官方:16；P3-OCR齐全字段三方闭环:32,Q0-字段缺口无候选阻断:24；Q1-字段缺口有候选待人工核验:48；Q2-OCR字段齐全但PDF和官方未闭环:6,24,48,6,26,26,26,78,78,0,0,27,P0-必须优先核页,F0-本页存在阻断级专业行,PAGEFID-2f1bdcd399aff882,page-207,3901fdfcc108c9f04fc64bdbf04b3a022806ef01457c934d498767f8e023e73d,207_page-207,4b7570ab77ae68d3308d3c1d9ef4b9e753133d56b6b7ae075bad3d045a42ec29,0.6981,89,95,57,15,7,7f389028f4051c2b02728e0f60d1180ca51b046cdc59cdd3df499fabe943fe20,b1229e2e215cd4f16c93f21d3ed6de87b4c5ef21bd79a142a2e942311b56c5e1,f5c06f46f9d2e43c7fe920be3a28e274418168b0c121455f7deba306248df9d5,761a3eda9fc5a39387c66433eb91a51d77432c080eb2f14136ceb07df11c8c8f,来源页码=207；版面列=left,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_pdf_and_hubei_official_fields_verified,只公开页列执行顺序、任务数量、状态、证据编号、SHA和任务集合哈希；不公开字段候选值、人工确认值、私有识别材料、图片路径、院校名、专业名、专业代号或专业组代码。,先按页列重读无候选字段，优先补专业计划数、再选科目和学费缺口。 完成后仍需湖北官方系统或省招办计划核验。
FIELDPSIDE-757d60a6e49cfe06,data/working/issue19-field-fact-verification-tasks.csv,data/working/issue19-page-fidelity-review-queue.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_field_fact_page_side_verification_queue,PDF页码×版面列,PDF页码×版面列×全量字段事实核验任务,false,false,false,false,false,false,false,280,147,left,147-left,V0-Q0无候选阻断页列先核,0,先按页列重读无候选字段，优先补专业计划数、再选科目和学费缺口。,81,27,7,7,专业计划数:27；再选科目:27；学费:27,P0-字段无候选原页重读:11；P1-字段有候选回看原页和官方:15；P3-OCR齐全字段三方闭环:55,Q0-字段缺口无候选阻断:24；Q1-字段缺口有候选待人工核验:45；Q2-OCR字段齐全但PDF和官方未闭环:12,24,45,12,27,27,27,81,81,0,0,51,P0-必须优先核页,F0-本页存在阻断级专业行,PAGEFID-fdd6abbd65105404,page-147,f7422939e96e3a3d10a53cc517e79c6ae6c53bf7dd16eb61d33db4e17108b3e0,147_page-147,60911ab8e01b33ed98b00093b53a350a50003cc523e79d0afbf2ddb89e15da5a,0.7227,81,76,52,16,12,deabec1c1a1947e485927343f024760e7518d0dcd2936b1b6f5f21816734b040,2ac466302e9adbe1710eb41843cfffe37f92d3eb9ba24623a9a6350985184f2a,d711eb81b469b71eb8207c17e9a882877fb121c664e1c1ad0cac816a73133729,7dc5ee30f8046aec72c10f4cb98f6abde749ff2b3ba9e153ce689d79bb685df5,来源页码=147；版面列=left,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_pdf_and_hubei_official_fields_verified,只公开页列执行顺序、任务数量、状态、证据编号、SHA和任务集合哈希；不公开字段候选值、人工确认值、私有识别材料、图片路径、院校名、专业名、专业代号或专业组代码。,先按页列重读无候选字段，优先补专业计划数、再选科目和学费缺口。 完成后仍需湖北官方系统或省招办计划核验。
