第一闭环证据状态公开账本ID,来源第一闭环字段确认公开账本,来源第一闭环任务复核公开账本,来源第一闭环PDFOCR候选公开审计,来源第一闭环字段状态看板,来源湖北官方公开入口状态快照,来源期号,来源PDF_SHA256,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,证据状态总序,稳定基座第一闭环明细任务ID,第一闭环字段确认公开账本ID,稳定基座第一闭环任务复核公开账本ID,第一闭环PDFOCR候选公开审计ID,第一闭环字段状态看板ID,稳定基座第一闭环页列包ID,来源页码,版面列,页码版面键,专业行ID,专业组出现ID,院校代码,任务来源类型,字段名,第一闭环页列优先级,执行泳道,人工核验泳道,人工核验方式,人工核验动作,必须完成证据步骤,PDF原页证据状态,OCR提示状态,机器坐标提示状态,高校辅证证据状态,湖北官方侧状态,冲突状态,三方闭环状态,字段写回门禁,是否有PDFOCR提示,是否有机器坐标提示,是否有高校辅证线索,是否存在PDFOCR与高校冲突,是否需要人工直接看图,是否需要双人复核,PDFOCR提示审阅桶,PDFOCR与高校辅证关系桶,候选提示综合桶,官网辅证自动动作,官网证据强度,官网来源状态,计划数核验状态,页列主阻断,页列建议下一步动作,公开安全策略,下一步
FIRSTEVID-b9b1fb6d677ce606,data/working/issue19-stable-foundation-first-closure-field-confirmation-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-task-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-field-status-dashboard.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_evidence_status_report,第一闭环明细任务,专业行ID×字段或高校辅证任务×公开证据状态,false,false,false,false,false,false,false,false,119,FIRSTDETAIL-e3f2baf339214a72,FIRSTFCONF-61942d5c0b5ffe00,FIRSTTASKREVIEW-61942d5c0b5ffe00,FIRSTPDFOCR-61942d5c0b5ffe00,FIRSTFSTATUS-b55961124bc8610b,FIRSTPAGE-b55961124bc8610b,226,left,226-left,M-59f2fe4937c929af,G-01338c1d774310d5,K486,P0人工字段任务,专业计划数,Q1-补缺或计划数偏大页列先核,E1-计划数补缺或偏大优先核验,F1-机器坐标候选辅助核页,单人初核加抽检,按机器坐标提示回看PDF原页，再核湖北官方侧,PDF原页人工核页；湖北官方系统或省招办计划核验；高校官网或招生章程辅证对照；双人复核,P1-有机器坐标提示，仍待PDF原页人工核验,O4-无PDFOCR但有机器坐标提示,M1-有机器坐标提示可辅助定位,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C4-无可比候选，需人工看图或随页列闭环,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,false,true,false,false,false,true,P1-缺PDFOCR候选需人工看图,R5-无候选需人工看图,H1-原缺PDFOCR但有机器坐标候选,C1-官网补缺候选但禁止自动写回,fill_candidate,has_reusable_2026_hubei_plan_source,,B0-PDFOCR与高校辅证冲突,先按私有页列材料核PDF原页；冲突字段必须双人复核，并等待湖北官方侧记录后再判定。,公开层只保存证据状态桶、计数、ID和SHA；不公开字段值、OCR原文、学校专业明细、人工记录或私有路径,按页列先核PDF原页，再核湖北官方侧；有高校辅证线索的任务只作double check，不替代湖北官方计划
FIRSTEVID-34062d4ba3fe2a5f,data/working/issue19-stable-foundation-first-closure-field-confirmation-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-task-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-field-status-dashboard.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_evidence_status_report,第一闭环明细任务,专业行ID×字段或高校辅证任务×公开证据状态,false,false,false,false,false,false,false,false,120,FIRSTDETAIL-fb5351ca095fd3ed,FIRSTFCONF-5cdd343a0ef61bac,FIRSTTASKREVIEW-5cdd343a0ef61bac,FIRSTPDFOCR-5cdd343a0ef61bac,FIRSTFSTATUS-b55961124bc8610b,FIRSTPAGE-b55961124bc8610b,226,left,226-left,M-c3ff06ecc81ab136,G-01338c1d774310d5,K486,P0人工字段任务,专业计划数,Q1-补缺或计划数偏大页列先核,E1-计划数补缺或偏大优先核验,F1-机器坐标候选辅助核页,单人初核加抽检,按机器坐标提示回看PDF原页，再核湖北官方侧,PDF原页人工核页；湖北官方系统或省招办计划核验；高校官网或招生章程辅证对照,P1-有机器坐标提示，仍待PDF原页人工核验,O4-无PDFOCR但有机器坐标提示,M1-有机器坐标提示可辅助定位,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C4-无可比候选，需人工看图或随页列闭环,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,false,true,false,false,false,false,P1-缺PDFOCR候选需人工看图,R5-无候选需人工看图,H1-原缺PDFOCR但有机器坐标候选,C1-官网补缺候选但禁止自动写回,fill_candidate,has_reusable_2026_hubei_plan_source,,B0-PDFOCR与高校辅证冲突,先按私有页列材料核PDF原页；冲突字段必须双人复核，并等待湖北官方侧记录后再判定。,公开层只保存证据状态桶、计数、ID和SHA；不公开字段值、OCR原文、学校专业明细、人工记录或私有路径,按页列先核PDF原页，再核湖北官方侧；有高校辅证线索的任务只作double check，不替代湖北官方计划
FIRSTEVID-6f708b6eaf93f016,data/working/issue19-stable-foundation-first-closure-field-confirmation-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-task-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-field-status-dashboard.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_evidence_status_report,第一闭环明细任务,专业行ID×字段或高校辅证任务×公开证据状态,false,false,false,false,false,false,false,false,121,FIRSTDETAIL-0be9752f6cd20305,FIRSTFCONF-2ff92923acebb3f1,FIRSTTASKREVIEW-2ff92923acebb3f1,FIRSTPDFOCR-2ff92923acebb3f1,FIRSTFSTATUS-b55961124bc8610b,FIRSTPAGE-b55961124bc8610b,226,left,226-left,M-697f5f955ecc00c8,G-01338c1d774310d5,K486,自动官网辅证任务,专业计划数；学费；再选科目,Q1-补缺或计划数偏大页列先核,E1-计划数补缺或偏大优先核验,F2-PDFOCR候选人工确认,单人初核加抽检,按PDFOCR候选回看PDF原页，再核湖北官方侧,PDF原页人工核页；湖北官方系统或省招办计划核验；高校官网或招生章程辅证对照,P2-有PDFOCR提示，仍待PDF原页人工确认,O2-高校有线索但PDFOCR缺候选,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C1-高校补缺线索，PDF原页缺候选需人工看图,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,true,false,true,false,false,false,P1-缺PDFOCR候选需人工看图,R2-高校有线索但PDFOCR缺候选,H2-已有PDFOCR候选,C1-官网补缺候选但禁止自动写回,fill_candidate,has_reusable_2026_hubei_plan_source,ocr_plan_missing_official_available,B0-PDFOCR与高校辅证冲突,先按私有页列材料核PDF原页；冲突字段必须双人复核，并等待湖北官方侧记录后再判定。,公开层只保存证据状态桶、计数、ID和SHA；不公开字段值、OCR原文、学校专业明细、人工记录或私有路径,按页列先核PDF原页，再核湖北官方侧；有高校辅证线索的任务只作double check，不替代湖北官方计划
FIRSTEVID-522071d7aeb3b05c,data/working/issue19-stable-foundation-first-closure-field-confirmation-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-task-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-field-status-dashboard.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_evidence_status_report,第一闭环明细任务,专业行ID×字段或高校辅证任务×公开证据状态,false,false,false,false,false,false,false,false,122,FIRSTDETAIL-118893a6fd1a625c,FIRSTFCONF-40a9122bddad4eed,FIRSTTASKREVIEW-40a9122bddad4eed,FIRSTPDFOCR-40a9122bddad4eed,FIRSTFSTATUS-b55961124bc8610b,FIRSTPAGE-b55961124bc8610b,226,left,226-left,M-b55b42a0731954d9,G-01338c1d774310d5,K486,自动官网辅证任务,专业计划数；学费；再选科目,Q1-补缺或计划数偏大页列先核,E1-计划数补缺或偏大优先核验,F2-PDFOCR候选人工确认,单人初核加抽检,按PDFOCR候选回看PDF原页，再核湖北官方侧,PDF原页人工核页；湖北官方系统或省招办计划核验；高校官网或招生章程辅证对照,P2-有PDFOCR提示，仍待PDF原页人工确认,O2-高校有线索但PDFOCR缺候选,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C1-高校补缺线索，PDF原页缺候选需人工看图,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,true,false,true,false,false,false,P1-缺PDFOCR候选需人工看图,R2-高校有线索但PDFOCR缺候选,H2-已有PDFOCR候选,C1-官网补缺候选但禁止自动写回,fill_candidate,has_reusable_2026_hubei_plan_source,ocr_plan_missing_official_available,B0-PDFOCR与高校辅证冲突,先按私有页列材料核PDF原页；冲突字段必须双人复核，并等待湖北官方侧记录后再判定。,公开层只保存证据状态桶、计数、ID和SHA；不公开字段值、OCR原文、学校专业明细、人工记录或私有路径,按页列先核PDF原页，再核湖北官方侧；有高校辅证线索的任务只作double check，不替代湖北官方计划
FIRSTEVID-c230663501facc35,data/working/issue19-stable-foundation-first-closure-field-confirmation-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-task-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-field-status-dashboard.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_evidence_status_report,第一闭环明细任务,专业行ID×字段或高校辅证任务×公开证据状态,false,false,false,false,false,false,false,false,123,FIRSTDETAIL-1b96b10668597560,FIRSTFCONF-d35720a0bb155f77,FIRSTTASKREVIEW-d35720a0bb155f77,FIRSTPDFOCR-d35720a0bb155f77,FIRSTFSTATUS-b55961124bc8610b,FIRSTPAGE-b55961124bc8610b,226,left,226-left,M-c1f8f0fd7414b38f,G-01338c1d774310d5,K486,自动官网辅证任务,专业计划数；学费；再选科目,Q1-补缺或计划数偏大页列先核,E1-计划数补缺或偏大优先核验,F2-PDFOCR候选人工确认,单人初核加抽检,按PDFOCR候选回看PDF原页，再核湖北官方侧,PDF原页人工核页；湖北官方系统或省招办计划核验；高校官网或招生章程辅证对照,P2-有PDFOCR提示，仍待PDF原页人工确认,O2-高校有线索但PDFOCR缺候选,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C1-高校补缺线索，PDF原页缺候选需人工看图,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,true,false,true,false,false,false,P1-缺PDFOCR候选需人工看图,R2-高校有线索但PDFOCR缺候选,H2-已有PDFOCR候选,C1-官网补缺候选但禁止自动写回,fill_candidate,has_reusable_2026_hubei_plan_source,ocr_plan_missing_official_available,B0-PDFOCR与高校辅证冲突,先按私有页列材料核PDF原页；冲突字段必须双人复核，并等待湖北官方侧记录后再判定。,公开层只保存证据状态桶、计数、ID和SHA；不公开字段值、OCR原文、学校专业明细、人工记录或私有路径,按页列先核PDF原页，再核湖北官方侧；有高校辅证线索的任务只作double check，不替代湖北官方计划
FIRSTEVID-c78c39251275907b,data/working/issue19-stable-foundation-first-closure-field-confirmation-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-task-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-field-status-dashboard.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_evidence_status_report,第一闭环明细任务,专业行ID×字段或高校辅证任务×公开证据状态,false,false,false,false,false,false,false,false,124,FIRSTDETAIL-22bc0ea3bfe8651a,FIRSTFCONF-cacdd7f296c88a07,FIRSTTASKREVIEW-cacdd7f296c88a07,FIRSTPDFOCR-cacdd7f296c88a07,FIRSTFSTATUS-b55961124bc8610b,FIRSTPAGE-b55961124bc8610b,226,left,226-left,M-a83566d233468121,G-01338c1d774310d5,K486,自动官网辅证任务,专业计划数；学费；再选科目,Q1-补缺或计划数偏大页列先核,E1-计划数补缺或偏大优先核验,F2-PDFOCR候选人工确认,单人初核加抽检,按PDFOCR候选回看PDF原页，再核湖北官方侧,PDF原页人工核页；湖北官方系统或省招办计划核验；高校官网或招生章程辅证对照,P2-有PDFOCR提示，仍待PDF原页人工确认,O2-高校有线索但PDFOCR缺候选,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C1-高校补缺线索，PDF原页缺候选需人工看图,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,true,false,true,false,false,false,P1-缺PDFOCR候选需人工看图,R2-高校有线索但PDFOCR缺候选,H2-已有PDFOCR候选,C1-官网补缺候选但禁止自动写回,fill_candidate,has_reusable_2026_hubei_plan_source,ocr_plan_missing_official_available,B0-PDFOCR与高校辅证冲突,先按私有页列材料核PDF原页；冲突字段必须双人复核，并等待湖北官方侧记录后再判定。,公开层只保存证据状态桶、计数、ID和SHA；不公开字段值、OCR原文、学校专业明细、人工记录或私有路径,按页列先核PDF原页，再核湖北官方侧；有高校辅证线索的任务只作double check，不替代湖北官方计划
FIRSTEVID-70c870dc6d64047d,data/working/issue19-stable-foundation-first-closure-field-confirmation-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-task-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-field-status-dashboard.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_evidence_status_report,第一闭环明细任务,专业行ID×字段或高校辅证任务×公开证据状态,false,false,false,false,false,false,false,false,125,FIRSTDETAIL-23e2812045bd9473,FIRSTFCONF-36c935e3eac5b304,FIRSTTASKREVIEW-36c935e3eac5b304,FIRSTPDFOCR-36c935e3eac5b304,FIRSTFSTATUS-b55961124bc8610b,FIRSTPAGE-b55961124bc8610b,226,left,226-left,M-b26306df48aeae35,G-01338c1d774310d5,K486,自动官网辅证任务,专业计划数；学费；再选科目,Q1-补缺或计划数偏大页列先核,E1-计划数补缺或偏大优先核验,F2-PDFOCR候选人工确认,单人初核加抽检,按PDFOCR候选回看PDF原页，再核湖北官方侧,PDF原页人工核页；湖北官方系统或省招办计划核验；高校官网或招生章程辅证对照,P2-有PDFOCR提示，仍待PDF原页人工确认,O2-高校有线索但PDFOCR缺候选,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C1-高校补缺线索，PDF原页缺候选需人工看图,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,true,false,true,false,false,false,P1-缺PDFOCR候选需人工看图,R2-高校有线索但PDFOCR缺候选,H2-已有PDFOCR候选,C1-官网补缺候选但禁止自动写回,fill_candidate,has_reusable_2026_hubei_plan_source,ocr_plan_missing_official_available,B0-PDFOCR与高校辅证冲突,先按私有页列材料核PDF原页；冲突字段必须双人复核，并等待湖北官方侧记录后再判定。,公开层只保存证据状态桶、计数、ID和SHA；不公开字段值、OCR原文、学校专业明细、人工记录或私有路径,按页列先核PDF原页，再核湖北官方侧；有高校辅证线索的任务只作double check，不替代湖北官方计划
FIRSTEVID-1d6a99ab2f8512b1,data/working/issue19-stable-foundation-first-closure-field-confirmation-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-task-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-field-status-dashboard.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_evidence_status_report,第一闭环明细任务,专业行ID×字段或高校辅证任务×公开证据状态,false,false,false,false,false,false,false,false,126,FIRSTDETAIL-38e50924bb176727,FIRSTFCONF-72780921b1605020,FIRSTTASKREVIEW-72780921b1605020,FIRSTPDFOCR-72780921b1605020,FIRSTFSTATUS-b55961124bc8610b,FIRSTPAGE-b55961124bc8610b,226,left,226-left,M-da1f5a87edef49c2,G-01338c1d774310d5,K486,自动官网辅证任务,专业计划数；学费；再选科目,Q1-补缺或计划数偏大页列先核,E1-计划数补缺或偏大优先核验,F2-PDFOCR候选人工确认,单人初核加抽检,按PDFOCR候选回看PDF原页，再核湖北官方侧,PDF原页人工核页；湖北官方系统或省招办计划核验；高校官网或招生章程辅证对照,P2-有PDFOCR提示，仍待PDF原页人工确认,O2-高校有线索但PDFOCR缺候选,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C1-高校补缺线索，PDF原页缺候选需人工看图,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,true,false,true,false,false,false,P1-缺PDFOCR候选需人工看图,R2-高校有线索但PDFOCR缺候选,H2-已有PDFOCR候选,C1-官网补缺候选但禁止自动写回,fill_candidate,has_reusable_2026_hubei_plan_source,ocr_plan_missing_official_available,B0-PDFOCR与高校辅证冲突,先按私有页列材料核PDF原页；冲突字段必须双人复核，并等待湖北官方侧记录后再判定。,公开层只保存证据状态桶、计数、ID和SHA；不公开字段值、OCR原文、学校专业明细、人工记录或私有路径,按页列先核PDF原页，再核湖北官方侧；有高校辅证线索的任务只作double check，不替代湖北官方计划
FIRSTEVID-1b979092936671a4,data/working/issue19-stable-foundation-first-closure-field-confirmation-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-task-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-field-status-dashboard.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_evidence_status_report,第一闭环明细任务,专业行ID×字段或高校辅证任务×公开证据状态,false,false,false,false,false,false,false,false,127,FIRSTDETAIL-39187a6d7560b6e7,FIRSTFCONF-b888f314b3908c62,FIRSTTASKREVIEW-b888f314b3908c62,FIRSTPDFOCR-b888f314b3908c62,FIRSTFSTATUS-b55961124bc8610b,FIRSTPAGE-b55961124bc8610b,226,left,226-left,M-896f6185282057cc,G-01338c1d774310d5,K486,自动官网辅证任务,专业计划数；学费；再选科目,Q1-补缺或计划数偏大页列先核,E1-计划数补缺或偏大优先核验,F2-PDFOCR候选人工确认,单人初核加抽检,按PDFOCR候选回看PDF原页，再核湖北官方侧,PDF原页人工核页；湖北官方系统或省招办计划核验；高校官网或招生章程辅证对照,P2-有PDFOCR提示，仍待PDF原页人工确认,O2-高校有线索但PDFOCR缺候选,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C1-高校补缺线索，PDF原页缺候选需人工看图,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,true,false,true,false,false,false,P1-缺PDFOCR候选需人工看图,R2-高校有线索但PDFOCR缺候选,H2-已有PDFOCR候选,C1-官网补缺候选但禁止自动写回,fill_candidate,has_reusable_2026_hubei_plan_source,ocr_plan_missing_official_available,B0-PDFOCR与高校辅证冲突,先按私有页列材料核PDF原页；冲突字段必须双人复核，并等待湖北官方侧记录后再判定。,公开层只保存证据状态桶、计数、ID和SHA；不公开字段值、OCR原文、学校专业明细、人工记录或私有路径,按页列先核PDF原页，再核湖北官方侧；有高校辅证线索的任务只作double check，不替代湖北官方计划
FIRSTEVID-e728840862edb7e7,data/working/issue19-stable-foundation-first-closure-field-confirmation-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-task-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-field-status-dashboard.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_evidence_status_report,第一闭环明细任务,专业行ID×字段或高校辅证任务×公开证据状态,false,false,false,false,false,false,false,false,128,FIRSTDETAIL-71edd57df6132e94,FIRSTFCONF-ad84a6f71a8608a4,FIRSTTASKREVIEW-ad84a6f71a8608a4,FIRSTPDFOCR-ad84a6f71a8608a4,FIRSTFSTATUS-b55961124bc8610b,FIRSTPAGE-b55961124bc8610b,226,left,226-left,M-ba5cee9e156ea062,G-01338c1d774310d5,K486,自动官网辅证任务,专业计划数；学费；再选科目,Q1-补缺或计划数偏大页列先核,E1-计划数补缺或偏大优先核验,F2-PDFOCR候选人工确认,单人初核加抽检,按PDFOCR候选回看PDF原页，再核湖北官方侧,PDF原页人工核页；湖北官方系统或省招办计划核验；高校官网或招生章程辅证对照,P2-有PDFOCR提示，仍待PDF原页人工确认,O2-高校有线索但PDFOCR缺候选,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C1-高校补缺线索，PDF原页缺候选需人工看图,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,true,false,true,false,false,false,P1-缺PDFOCR候选需人工看图,R2-高校有线索但PDFOCR缺候选,H2-已有PDFOCR候选,C1-官网补缺候选但禁止自动写回,fill_candidate,has_reusable_2026_hubei_plan_source,ocr_plan_missing_official_available,B0-PDFOCR与高校辅证冲突,先按私有页列材料核PDF原页；冲突字段必须双人复核，并等待湖北官方侧记录后再判定。,公开层只保存证据状态桶、计数、ID和SHA；不公开字段值、OCR原文、学校专业明细、人工记录或私有路径,按页列先核PDF原页，再核湖北官方侧；有高校辅证线索的任务只作double check，不替代湖北官方计划
FIRSTEVID-2396216865ee6fc4,data/working/issue19-stable-foundation-first-closure-field-confirmation-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-task-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-field-status-dashboard.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_evidence_status_report,第一闭环明细任务,专业行ID×字段或高校辅证任务×公开证据状态,false,false,false,false,false,false,false,false,129,FIRSTDETAIL-81c8c77e8830e077,FIRSTFCONF-af73484e80e6a525,FIRSTTASKREVIEW-af73484e80e6a525,FIRSTPDFOCR-af73484e80e6a525,FIRSTFSTATUS-b55961124bc8610b,FIRSTPAGE-b55961124bc8610b,226,left,226-left,M-4a6209dd341f05a5,G-01338c1d774310d5,K486,自动官网辅证任务,专业计划数；学费；再选科目,Q1-补缺或计划数偏大页列先核,E1-计划数补缺或偏大优先核验,F2-PDFOCR候选人工确认,单人初核加抽检,按PDFOCR候选回看PDF原页，再核湖北官方侧,PDF原页人工核页；湖北官方系统或省招办计划核验；高校官网或招生章程辅证对照,P2-有PDFOCR提示，仍待PDF原页人工确认,O2-高校有线索但PDFOCR缺候选,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C1-高校补缺线索，PDF原页缺候选需人工看图,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,true,false,true,false,false,false,P1-缺PDFOCR候选需人工看图,R2-高校有线索但PDFOCR缺候选,H2-已有PDFOCR候选,C1-官网补缺候选但禁止自动写回,fill_candidate,has_reusable_2026_hubei_plan_source,ocr_plan_missing_official_available,B0-PDFOCR与高校辅证冲突,先按私有页列材料核PDF原页；冲突字段必须双人复核，并等待湖北官方侧记录后再判定。,公开层只保存证据状态桶、计数、ID和SHA；不公开字段值、OCR原文、学校专业明细、人工记录或私有路径,按页列先核PDF原页，再核湖北官方侧；有高校辅证线索的任务只作double check，不替代湖北官方计划
FIRSTEVID-7e472ecbd8d9f150,data/working/issue19-stable-foundation-first-closure-field-confirmation-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-task-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-field-status-dashboard.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_evidence_status_report,第一闭环明细任务,专业行ID×字段或高校辅证任务×公开证据状态,false,false,false,false,false,false,false,false,130,FIRSTDETAIL-844eebd62e0ea14a,FIRSTFCONF-cade3a0dcc799865,FIRSTTASKREVIEW-cade3a0dcc799865,FIRSTPDFOCR-cade3a0dcc799865,FIRSTFSTATUS-b55961124bc8610b,FIRSTPAGE-b55961124bc8610b,226,left,226-left,M-eb18c68df6af2f4d,G-01338c1d774310d5,K486,自动官网辅证任务,专业计划数；学费；再选科目,Q1-补缺或计划数偏大页列先核,E1-计划数补缺或偏大优先核验,F2-PDFOCR候选人工确认,单人初核加抽检,按PDFOCR候选回看PDF原页，再核湖北官方侧,PDF原页人工核页；湖北官方系统或省招办计划核验；高校官网或招生章程辅证对照,P2-有PDFOCR提示，仍待PDF原页人工确认,O2-高校有线索但PDFOCR缺候选,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C1-高校补缺线索，PDF原页缺候选需人工看图,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,true,false,true,false,false,false,P1-缺PDFOCR候选需人工看图,R2-高校有线索但PDFOCR缺候选,H2-已有PDFOCR候选,C1-官网补缺候选但禁止自动写回,fill_candidate,has_reusable_2026_hubei_plan_source,ocr_plan_missing_official_available,B0-PDFOCR与高校辅证冲突,先按私有页列材料核PDF原页；冲突字段必须双人复核，并等待湖北官方侧记录后再判定。,公开层只保存证据状态桶、计数、ID和SHA；不公开字段值、OCR原文、学校专业明细、人工记录或私有路径,按页列先核PDF原页，再核湖北官方侧；有高校辅证线索的任务只作double check，不替代湖北官方计划
