来源期号,来源PDF_SHA256,数据阶段,最终可用,关联类型,关联原候选,2026院校专业组代码,组内序号,证据来源,院校代码,院校名称OCR,院校专业组代码,专业组名称,来源页码,页图文件名,页面证据,专业组再选科目候选,专业组计划数候选,专业代号,专业名称及备注,再选科目候选,专业计划数候选,学费候选,学费数字候选,偏好和风险标签,偏好方向,风险类型,字段完整性标记,结构异常规则ID,结构异常类型,视觉复核说明,核验状态,下一步
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_review_seed,false,历史候选,武汉商学院 C15003 第03组,C15003,9,full_ocr_draft,C150,武汉商学院,C15003,CI5003/武汉商学院第03组,80,page-080.png,全量OCR结构化初稿；需回看页图逐字段确认,不限,9；8；66；63；𩢤选；人数；10；19；61；18；20；12；14；21；25；24；7；17；242,29,酒店管理（大一在马影河校区就读，大二起在后官湖校区就读）,,20,5200,5200,,,,missing_subject_candidate,,,,needs_manual_pdf_review,逐字段核对专业代号、专业名称、计划数、学费、选科、备注；再判断调剂可接受性
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_review_seed,false,历史候选,武汉商学院 C15003 第03组,C15003,10,full_ocr_draft,C150,武汉商学院,C15003,CI5003/武汉商学院第03组,80,page-080.png,全量OCR结构化初稿；需回看页图逐字段确认,不限,9；8；66；63；𩢤选；人数；10；19；61；18；20；12；14；21；25；24；7；17；242,30,会展经济与管理（大一在马影河校E就读，大二起在后官湖校区就读,,12,4000,4000,,,,missing_subject_candidate;low_ocr_confidence,low_ocr_confidence,OCR置信度低,,needs_manual_pdf_review,逐字段核对专业代号、专业名称、计划数、学费、选科、备注；再判断调剂可接受性
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_review_seed,false,历史候选,武汉商学院 C15003 第03组,C15003,11,full_ocr_draft,C150,武汉商学院,C15003,CI5003/武汉商学院第03组,80,page-080.png,全量OCR结构化初稿；需回看页图逐字段确认,不限,9；8；66；63；𩢤选；人数；10；19；61；18；20；12；14；21；25；24；7；17；242,31,旅游管理与服务教育（大一在马影河校区就读，大二起在后官湖校区就读）,,14,4000,4000,,,,missing_subject_candidate,,,,needs_manual_pdf_review,逐字段核对专业代号、专业名称、计划数、学费、选科、备注；再判断调剂可接受性
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_review_seed,false,历史候选,武汉商学院 C15003 第03组,C15003,12,full_ocr_draft,C150,武汉商学院,C15003,CI5003/武汉商学院第03组,80,page-080.png,全量OCR结构化初稿；需回看页图逐字段确认,不限,9；8；66；63；𩢤选；人数；10；19；61；18；20；12；14；21；25；24；7；17；242,32,商务英语（要求高考英语成绩不低于,,21,5200,5200,,,,missing_subject_candidate,,,,needs_manual_pdf_review,逐字段核对专业代号、专业名称、计划数、学费、选科、备注；再判断调剂可接受性
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_review_seed,false,历史候选,武汉商学院 C15003 第03组,C15003,13,full_ocr_draft,C150,武汉商学院,C15003,CI5003/武汉商学院第03组,80,page-080.png,全量OCR结构化初稿；需回看页图逐字段确认,不限,9；8；66；63；𩢤选；人数；10；19；61；18；20；12；14；21；25；24；7；17；242,90,分（满分以150分计）：大一在马漿河校区就读，大二起在后官湖校区房读：外语语种：英语）,,21,5200,5200,language_or_single_subject,,语种或单科限制,missing_subject_candidate;low_ocr_confidence,low_ocr_confidence,OCR置信度低,,needs_manual_pdf_review,逐字段核对专业代号、专业名称、计划数、学费、选科、备注；再判断调剂可接受性
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_review_seed,false,历史候选,武汉商学院 C15003 第03组,C15003,14,full_ocr_draft,C150,武汉商学院,C15003,CI5003/武汉商学院第03组,80,page-080.png,全量OCR结构化初稿；需回看页图逐字段确认,不限,9；8；66；63；𩢤选；人数；10；19；61；18；20；12；14；21；25；24；7；17；242,33,國译（国际传損方向：要求高考英语成绩不低于90分（满分以150分计）：大在当影河校区就读，大二起在后官湖校区就读：外语语种：英语）,,,4000,4000,language_or_single_subject,,语种或单科限制,missing_subject_candidate;missing_plan_count_candidate;low_ocr_confidence,low_ocr_confidence,OCR置信度低,,needs_manual_pdf_review,逐字段核对专业代号、专业名称、计划数、学费、选科、备注；再判断调剂可接受性
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_review_seed,false,历史候选,武汉商学院 C15003 第03组,C15003,15,full_ocr_draft,C150,武汉商学院,C15003,CI5003/武汉商学院第03组,80,page-080.png,全量OCR结构化初稿；需回看页图逐字段确认,不限,9；8；66；63；𩢤选；人数；10；19；61；18；20；12；14；21；25；24；7；17；242,34,财务管理（大一在马影河校区就读，大二起在后官湖校区就读）,,12,5200,5200,,,,missing_subject_candidate,,,,needs_manual_pdf_review,逐字段核对专业代号、专业名称、计划数、学费、选科、备注；再判断调剂可接受性
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_review_seed,false,历史候选,武汉商学院 C15003 第03组,C15003,16,full_ocr_draft,C150,武汉商学院,C15003,CI5003/武汉商学院第03组,80,page-080.png,全量OCR结构化初稿；需回看页图逐字段确认,不限,9；8；66；63；𩢤选；人数；10；19；61；18；20；12；14；21；25；24；7；17；242,35,审计学（大一在马影河校区就读，大二起在后官湖校区就读）,,25,5200,5200,,,,missing_subject_candidate,,,,needs_manual_pdf_review,逐字段核对专业代号、专业名称、计划数、学费、选科、备注；再判断调剂可接受性
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_review_seed,false,历史候选,武汉商学院 C15003 第03组,C15003,17,full_ocr_draft,C150,武汉商学院,C15003,CI5003/武汉商学院第03组,80,page-080.png,全量OCR结构化初稿；需回看页图逐字段确认,不限,9；8；66；63；𩢤选；人数；10；19；61；18；20；12；14；21；25；24；7；17；242,36,会计学（大一在马影河校区就读，大二起在后官湖校区就读）,,24,5200,5200,,,,missing_subject_candidate,,,,needs_manual_pdf_review,逐字段核对专业代号、专业名称、计划数、学费、选科、备注；再判断调剂可接受性
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_review_seed,false,历史候选,武汉商学院 C15003 第03组,C15003,18,full_ocr_draft,C150,武汉商学院,C15003,CI5003/武汉商学院第03组,80,page-080.png,全量OCR结构化初稿；需回看页图逐字段确认,不限,9；8；66；63；𩢤选；人数；10；19；61；18；20；12；14；21；25；24；7；17；242,37,物流管理（大一在马影河校区就读，大二起在后官湖校区就读）,,18,4000,4000,,,,missing_subject_candidate,,,,needs_manual_pdf_review,逐字段核对专业代号、专业名称、计划数、学费、选科、备注；再判断调剂可接受性
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_review_seed,false,历史候选,武汉商学院 C15003 第03组,C15003,19,full_ocr_draft,C150,武汉商学院,C15003,CI5003/武汉商学院第03组,80,page-080.png,全量OCR结构化初稿；需回看页图逐字段确认,不限,9；8；66；63；𩢤选；人数；10；19；61；18；20；12；14；21；25；24；7；17；242,38,日语（商务方向：大一在马影河校区就读，大二起在后官湖校区就读）,,7,4000,4000,,,,missing_subject_candidate,,,,needs_manual_pdf_review,逐字段核对专业代号、专业名称、计划数、学费、选科、备注；再判断调剂可接受性
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_review_seed,false,历史候选,武汉商学院 C15003 第03组,C15003,20,full_ocr_draft,C150,武汉商学院,C15003,CI5003/武汉商学院第03组,80,page-080.png,全量OCR结构化初稿；需回看页图逐字段确认,不限,9；8；66；63；𩢤选；人数；10；19；61；18；20；12；14；21；25；24；7；17；242,39,人力资源管理（大一在马影河校区就读，大二起在后官湖校区就读）,,18,4000,4000,,,,missing_subject_candidate,,,,needs_manual_pdf_review,逐字段核对专业代号、专业名称、计划数、学费、选科、备注；再判断调剂可接受性
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_review_seed,false,历史候选,武汉商学院 C15003 第03组,C15003,21,full_ocr_draft,C150,武汉商学院,C15003,CI5003/武汉商学院第03组,80,page-080.png,全量OCR结构化初稿；需回看页图逐字段确认,不限,9；8；66；63；𩢤选；人数；10；19；61；18；20；12；14；21；25；24；7；17；242,40,电子商务（大一在马影河校区就读，大三起在后官湖校区就读）,,9,5200,5200,,,,missing_subject_candidate,,,,needs_manual_pdf_review,逐字段核对专业代号、专业名称、计划数、学费、选科、备注；再判断调剂可接受性
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_review_seed,false,历史候选,武汉商学院 C15003 第03组,C15003,22,full_ocr_draft,C150,武汉商学院,C15003,CI5003/武汉商学院第03组,80,page-080.png,全量OCR结构化初稿；需回看页图逐字段确认,不限,9；8；66；63；𩢤选；人数；10；19；61；18；20；12；14；21；25；24；7；17；242,41,供应链管理（大一在马影河校区就读，大二起在后官湖校区就读）,,17,4000,4000,,,,missing_subject_candidate,,,,needs_manual_pdf_review,逐字段核对专业代号、专业名称、计划数、学费、选科、备注；再判断调剂可接受性
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_review_seed,false,历史候选,武汉商学院 C15004 第04组,C15004,1,full_ocr_draft,C150,武汉商学院,C15004,C15004 武汉商学院第04 组,80,page-080.png,全量OCR结构化初稿；需回看页图逐字段确认,化学,58；60；67；57,42,软件工程（大一在马影河校区就读，大起在后官湖校区就读）,化学,58,5200,5200,priority_2_computer,计算机类相关,,,,,,needs_manual_pdf_review,逐字段核对专业代号、专业名称、计划数、学费、选科、备注；再判断调剂可接受性
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_review_seed,false,历史候选,武汉商学院 C15004 第04组,C15004,2,full_ocr_draft,C150,武汉商学院,C15004,C15004 武汉商学院第04 组,80,page-080.png,全量OCR结构化初稿；需回看页图逐字段确认,化学,58；60；67；57,13,物联网工程（智能系统方向：大一在三影河校区就读，大二起在后官湖校区,,60,5200,5200,priority_2_computer,计算机类相关,,missing_subject_candidate;low_ocr_confidence,low_ocr_confidence,OCR置信度低,,needs_manual_pdf_review,逐字段核对专业代号、专业名称、计划数、学费、选科、备注；再判断调剂可接受性
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_review_seed,false,历史候选,武汉商学院 C15004 第04组,C15004,3,full_ocr_draft,C150,武汉商学院,C15004,C15004 武汉商学院第04 组,80,page-080.png,全量OCR结构化初稿；需回看页图逐字段确认,化学,58；60；67；57,44,数据科学与大数据技术（大一在马影河校区就读，大二起在后官湖校区就,,67,5200,5200,priority_2_computer,计算机类相关,,missing_subject_candidate,,,,needs_manual_pdf_review,逐字段核对专业代号、专业名称、计划数、学费、选科、备注；再判断调剂可接受性
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_review_seed,false,历史候选,武汉商学院 C15004 第04组,C15004,4,full_ocr_draft,C150,武汉商学院,C15004,C15004 武汉商学院第04 组,80,page-080.png,全量OCR结构化初稿；需回看页图逐字段确认,化学,58；60；67；57,45,人工智能（大一在马影河校区就读，大二起在后官湖校区就读）,,57,4000,4000,priority_2_computer,计算机类相关,,missing_subject_candidate,,,,needs_manual_pdf_review,逐字段核对专业代号、专业名称、计划数、学费、选科、备注；再判断调剂可接受性
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_review_seed,false,历史候选,武汉商学院 C15005 第05组,C15005,1,full_ocr_draft,C150,武汉商学院,C15005,C15005 武汉商学院第05组,80,page-080.png,全量OCR结构化初稿；需回看页图逐字段确认,化学257,98；45；36；78,46,机器人工程（大一在马影河校区就读，大二起在后官湖校区就读）,化学257,98,5200,5200,,,,,,,,needs_manual_pdf_review,逐字段核对专业代号、专业名称、计划数、学费、选科、备注；再判断调剂可接受性
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_review_seed,false,历史候选,武汉商学院 C15005 第05组,C15005,2,full_ocr_draft,C150,武汉商学院,C15005,C15005 武汉商学院第05组,80,page-080.png,全量OCR结构化初稿；需回看页图逐字段确认,化学257,98；45；36；78,47,建筑环境与能源应用工程（大一在马影河校区就读，大二起在后官湖校区就读）,,45,4000,4000,,,,missing_subject_candidate,,,,needs_manual_pdf_review,逐字段核对专业代号、专业名称、计划数、学费、选科、备注；再判断调剂可接受性
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_review_seed,false,历史候选,武汉商学院 C15005 第05组,C15005,3,full_ocr_draft,C150,武汉商学院,C15005,C15005 武汉商学院第05组,80,page-080.png,全量OCR结构化初稿；需回看页图逐字段确认,化学257,98；45；36；78,48,车辆工程（大一在马影河校区就读，大二起在后官湖校区就读）,,36,4000,4000,,,,missing_subject_candidate,,,,needs_manual_pdf_review,逐字段核对专业代号、专业名称、计划数、学费、选科、备注；再判断调剂可接受性
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_review_seed,false,历史候选,武汉商学院 C15005 第05组,C15005,4,full_ocr_draft,C150,武汉商学院,C15005,C15005 武汉商学院第05组,80,page-080.png,全量OCR结构化初稿；需回看页图逐字段确认,化学257,98；45；36；78,49,新能源汽车工程（大一在马影河校区就读，大二起在后官湖校区就读）,,78,4000,4000,,,,missing_subject_candidate,,,,needs_manual_pdf_review,逐字段核对专业代号、专业名称、计划数、学费、选科、备注；再判断调剂可接受性
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_review_seed,false,历史候选,武汉商学院 C15006 第06组,C15006,1,full_ocr_draft,C150,武汉商学院,C15006,C15006 武汉商学院第06组,80,page-080.png,全量OCR结构化初稿；需回看页图逐字段确认,化学；再选；要求,220；70；77；73；人数 学發,50,烹饪与营养教育（大一在马影河校区就读，大二起在后官湖校区就读）,化学,70,4000,4000,,,,,,,,needs_manual_pdf_review,逐字段核对专业代号、专业名称、计划数、学费、选科、备注；再判断调剂可接受性
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_review_seed,false,历史候选,武汉商学院 C15006 第06组,C15006,2,full_ocr_draft,C150,武汉商学院,C15006,C15006 武汉商学院第06组,80,page-080.png,全量OCR结构化初稿；需回看页图逐字段确认,化学；再选；要求,220；70；77；73；人数 学發,51,食品质量与安全（大一在马影河校区就读，大二起在后官湖校区就读）,,77,4000,4000,,,,missing_subject_candidate,,,,needs_manual_pdf_review,逐字段核对专业代号、专业名称、计划数、学费、选科、备注；再判断调剂可接受性
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_review_seed,false,历史候选,武汉商学院 C15006 第06组,C15006,3,full_ocr_draft,C150,武汉商学院,C15006,C15006 武汉商学院第06组,80,page-080.png,全量OCR结构化初稿；需回看页图逐字段确认,化学；再选；要求,220；70；77；73；人数 学發,52,食品科学与工程（大一在马影河校区就读，大二起在后官湖校区就读）院校专业组及专业代号,,73,4000,4000,,,,missing_subject_candidate,major_text_embeds_page_header,专业名称疑似串入页眉或栏目文字,,needs_manual_pdf_review,逐字段核对专业代号、专业名称、计划数、学费、选科、备注；再判断调剂可接受性
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_review_seed,false,历史候选,武汉商学院 C15007 第07组,C15007,1,full_ocr_draft,C150,武汉商学院,C15007,C15007 武汉商学院第 07组,81,page-081.png,全量OCR结构化初稿；需回看页图逐字段确认,不限,35；1477；146,53,经济与金融（中外合作办学）（“3+“双证培养模式；大一在马影河校区就读，大二起在后官湖校区就读）,不限,35,35000,35000,high_fee_or_coop,,中外合作或高收费,low_ocr_confidence,low_ocr_confidence,OCR置信度低,,needs_manual_pdf_review,逐字段核对专业代号、专业名称、计划数、学费、选科、备注；再判断调剂可接受性
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_review_seed,false,历史候选,武汉商学院 C15007 第07组,C15007,2,full_ocr_draft,C150,武汉商学院,C15007,C15007 武汉商学院第 07组,81,page-081.png,全量OCR结构化初稿；需回看页图逐字段确认,不限,35；1477；146,54,"物流管理（中外合作办学〉（“4+0""双证培养模式；大一在马影河校区就读，大起在后官湖校区就读）C151汉江师范学院（公办）（湖北）",,35,40000,40000,high_fee_or_coop;priority_3_teacher,师范类相关,中外合作或高收费,missing_subject_candidate;low_ocr_confidence,low_ocr_confidence;major_text_embeds_other_school_marker,OCR置信度低；专业名称疑似串入下一院校,,needs_manual_pdf_review,逐字段核对专业代号、专业名称、计划数、学费、选科、备注；再判断调剂可接受性
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_review_seed,false,同校偏好专业补充组,成都理工大学 K15123 第23组,K15114,1,page_visual_review_seed,K151,成都理工大学,K15114,成都理工大学第14组,208,page-208.png,页图第208页右栏；页面OCR第190-197行；K15114后至K15115前,化学,8,53,数字媒体技术（不能准确在显示器上识别红、黄、绿、蓝、紫各颜色中任何一种颜色的数码、字母者不能录取；宜宾校区就读）,化学,2,6240,6240,body_or_exam_limit;priority_1_digital_media,数字媒体技术,体检或色觉限制,,,,K15123在第208/209页未见；K15114是同校2026计划中的数字媒体技术相关组，但不能沿用K15123历史投档线。,needs_manual_pdf_review,逐字段核对专业代号、专业名称、计划数、学费、选科、备注；再判断调剂可接受性
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_review_seed,false,同校偏好专业补充组,成都理工大学 K15123 第23组,K15114,2,page_visual_review_seed,K151,成都理工大学,K15114,成都理工大学第14组,208,page-208.png,页图第208页右栏；页面OCR第190-197行；K15114后至K15115前,化学,8,54,智能科学与技术（宜宾校区）,化学,4,6240,6240,priority_2_computer,计算机类相关,,,,,K15123在第208/209页未见；K15114是同校2026计划中的数字媒体技术相关组，但不能沿用K15123历史投档线。,needs_manual_pdf_review,逐字段核对专业代号、专业名称、计划数、学费、选科、备注；再判断调剂可接受性
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_review_seed,false,同校偏好专业补充组,成都理工大学 K15123 第23组,K15114,3,page_visual_review_seed,K151,成都理工大学,K15114,成都理工大学第14组,208,page-208.png,页图第208页右栏；页面OCR第190-197行；K15114后至K15115前,化学,8,55,电子信息工程（宜宾校区）,化学,2,6240,6240,,,,,,,K15123在第208/209页未见；K15114是同校2026计划中的数字媒体技术相关组，但不能沿用K15123历史投档线。,needs_manual_pdf_review,逐字段核对专业代号、专业名称、计划数、学费、选科、备注；再判断调剂可接受性
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_review_seed,false,历史候选,成都医学院 K17801 第01组,K17801,1,full_ocr_draft,K178,成都医学院,K17801,K17801 成都医学院第01组,212,page-212.png,全量OCR结构化初稿；需回看页图逐字段确认,,,01,医学检验技术（色盲、色弱及单眼失明考生不予录取；办学地点：新都校区）,,,6670,6670,body_or_exam_limit;rejected_medical,,体检或色觉限制；医学/护理等排除方向,missing_subject_candidate;missing_plan_count_candidate,,,,needs_manual_pdf_review,逐字段核对专业代号、专业名称、计划数、学费、选科、备注；再判断调剂可接受性
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_review_seed,false,历史候选,成都医学院 K17802 第02组,K17802,1,full_ocr_draft,K178,成都医学院,K17802,K17802 成都医学院第02组,212,page-212.png,全量OCR结构化初稿；需回看页图逐字段确认,,8；15；2,02,药学（色真、色弱及单眼失明考生不予录取；办学地点：新都校区）K179成都师范学院（公办）（四川）,,8,6670,6670,body_or_exam_limit;priority_3_teacher;rejected_medical,师范类相关,体检或色觉限制；医学/护理等排除方向,missing_subject_candidate,major_text_embeds_other_school_marker,专业名称疑似串入下一院校,,needs_manual_pdf_review,逐字段核对专业代号、专业名称、计划数、学费、选科、备注；再判断调剂可接受性
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_review_seed,false,历史候选,成都师范学院 K17903 第03组,K17903,1,full_ocr_draft,K179,成都师范学院,K17903,K17903 成都师范学院第 03 组,212,page-212.png,全量OCR结构化初稿；需回看页图逐字段确认,［化学,2,03,食品质量与安全,［化学,2,5200,5200,,,,,,,,needs_manual_pdf_review,逐字段核对专业代号、专业名称、计划数、学费、选科、备注；再判断调剂可接受性
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_review_seed,false,同校偏好专业补充组,成都师范学院 K17903 第03组,K17905,1,full_ocr_draft,K179,成都师范学院,K17905,［K17905 成都师范学院第 05组,212,page-212.png,全量OCR结构化初稿；需回看页图逐字段确认,「化学；再选；科貝；耍求；化学,2；人数；3,05,数字媒体技术院校专业组及专业代号,「化学,2,5200,5200,priority_1_digital_media,数字媒体技术,,,major_text_embeds_page_header,专业名称疑似串入页眉或栏目文字,,needs_manual_pdf_review,逐字段核对专业代号、专业名称、计划数、学费、选科、备注；再判断调剂可接受性
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_review_seed,false,历史候选,西安建筑科技大学 K46505 第05组,K46505,1,full_ocr_draft,K465,西安建筑科技大学,K46505,K46505西安建筑科技大学第 05组,223,page-223.png,全量OCR结构化初稿；需回看页图逐字段确认,不限；「化学,4；13,18,工程管理（中外合作办学）（双学位；办,不限,4,70000,70000,high_fee_or_coop,,中外合作或高收费,,,,,needs_manual_pdf_review,逐字段核对专业代号、专业名称、计划数、学费、选科、备注；再判断调剂可接受性
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_review_seed,false,历史候选,西安财经大学 K48504 第04组,K48504,1,full_ocr_draft,K485,西安财经大学,K48504,K48504 西安财经大学第04 组,226,page-226.png,全量OCR结构化初稿；需回看页图逐字段确认,不限,49,15,金融学（中外合作办学）（仅招收有此志愿考生：办学地点：长安校区）K486 西安邮电大学（公办）（陕西）,不限,,6,6,high_fee_or_coop,,中外合作或高收费,missing_plan_count_candidate,major_text_embeds_other_school_marker;tuition_number_le_500,专业名称疑似串入下一院校；学费数字疑似吞入计划数或截断,,needs_manual_pdf_review,逐字段核对专业代号、专业名称、计划数、学费、选科、备注；再判断调剂可接受性
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_review_seed,false,历史候选,西安航空学院 K48703 第03组,K48703,1,full_ocr_draft,K487,西安航空学院,K48703,K48703 西安航空学院第03组,226,page-226.png,全量OCR结构化初稿；需回看页图逐字段确认,「化学,,04,计算机科学与技术（中外合作办学）（属于高收费项目；办学地点：阎良,,,50000,50000,high_fee_or_coop;priority_2_computer,计算机类相关,中外合作或高收费,missing_subject_candidate;missing_plan_count_candidate,,,,needs_manual_pdf_review,逐字段核对专业代号、专业名称、计划数、学费、选科、备注；再判断调剂可接受性
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_review_seed,false,历史候选,西安航空学院 K48704 第04组,K48704,1,full_ocr_draft,K487,西安航空学院,K48704,K48704 西安航空学院第 04 组,226,page-226.png,全量OCR结构化初稿；需回看页图逐字段确认,,,05,机械设计制造及其自动化（中外合作办学〉（属于高收费项目；办学地点：阎,,,［50000,50000,high_fee_or_coop,,中外合作或高收费,missing_subject_candidate;missing_plan_count_candidate;tuition_not_plain_number,tuition_not_plain_number,学费字段非纯数字,,needs_manual_pdf_review,逐字段核对专业代号、专业名称、计划数、学费、选科、备注；再判断调剂可接受性
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_review_seed,false,历史候选,西安航空学院 K48704 第04组,K48704,2,full_ocr_draft,K487,西安航空学院,K48704,K48704 西安航空学院第 04 组,226,page-226.png,全量OCR结构化初稿；需回看页图逐字段确认,,,06,直动化（中外合作办学）（属于高收费项自：办学地点：阎良校区）K488 西安医学院（公办）（陕西）,,,50000,50000,high_fee_or_coop;rejected_medical,,中外合作或高收费；医学/护理等排除方向,missing_subject_candidate;missing_plan_count_candidate,major_text_embeds_other_school_marker,专业名称疑似串入下一院校,,needs_manual_pdf_review,逐字段核对专业代号、专业名称、计划数、学费、选科、备注；再判断调剂可接受性
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_review_seed,false,历史候选,西安医学院 K48804 第04组,K48804,1,full_ocr_draft,K488,西安医学院,K48804,「K48804 西安医学院第04组,226,page-226.png,全量OCR结构化初稿；需回看页图逐字段确认,不限,,04,英语（外语语种：英语：办学地点：未央校区）,不限,,5000,5000,language_or_single_subject,,语种或单科限制,missing_plan_count_candidate,,,,needs_manual_pdf_review,逐字段核对专业代号、专业名称、计划数、学费、选科、备注；再判断调剂可接受性
