页级保真队列ID,来源页级manifest,来源底座按页审计,来源全量逐专业保真总账,来源期号,来源PDF_SHA256,数据阶段,最终可用,核验状态,PDF页码,页码范围角色,私有页图证据编号,私有页图SHA256,私有OCR文本证据编号,私有OCR文本SHA256,OCR识别行数,OCR平均置信度,OCR_QC_P0数,OCR_QC_P1数,疑似招生计划行数,页面复核优先级,页面阻断等级,页面审计状态,页面专业组数,页面专业明细数,页面院校数,页面结构异常数,页面高严重结构异常数,高风险保真行数,低风险行数,F0阻断行数,F1高优先行数,F2待补证行数,F3低风险非最终行数,P0结构串行行数,P1计划数保真行数,P2家庭费用行数,P3选科限制行数,P4调剂风险行数,P5偏好或普通待核行数,P6暂未触发机器高风险行数,空专业名行数,高严重结构异常专业行数,结构异常专业行数,计划数字段风险行数,学费字段风险行数,再选科目字段风险行数,家庭底线风险行数,偏好专业行数,候选池V1专业明细数,样本学校专业明细数,涉及院校数,涉及专业组数,风险字段Top,风险规则Top,必须核验字段,是否可进入最终页级结论,可进入下一阶段,下一步
PAGEFID-748b6a24b53da939,data/working/issue19-page-manifest.csv,data/working/issue19-foundation-page-audit.csv,data/working/issue19-full-major-field-fidelity-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_fidelity_review_queue,false,pending_page_fidelity_review,131,招生计划明细页,page-131,9569d23b290b7257d1986507ffcc190764302d9bcc4cae3e741ea233fb27a4a8,131_page-131,340c13d2fe9f3cf4eb247669d312233c89a444f0d53a7b15d2cf228ec9b623c6,285,0.7112,78,82,11,P0-必须优先核页,F0-本页存在阻断级专业行,有结构化记录待核页,10,73,3,15,5,73,0,9,64,0,0,4,65,4,0,0,0,0,0,4,12,17,7,63,14,9,0,0,4,11,组内字段风险:67；再选科目字段:63；调剂风险:48；计划数字段:17；家庭底线:14；结构异常:12；费用底线:9；偏好专业:9,group_has_plan_count_untrusted:67；missing_subject_candidate:63；group_has_rejected_medical_or_nursing:26；missing_plan_count_candidate:15；plan_count_not_verified_numeric:15；group_has_special_requirement_pending:13；high_fee_or_coop:11；group_has_high_fee_or_over_budget:11,PDF原页；页内专业组边界；院校代码；专业组代码；专业代号；专业名称及备注；计划数；学费；再选科目；校区/特殊限制；湖北官方系统；高校官网/章程,false,false,按页回看第19期原PDF，对照全量逐专业保真总账逐行核专业组边界、专业字段、计划数、学费、选科和备注；再接湖北官方系统和高校官网/章程。
PAGEFID-8c160bc6c6724288,data/working/issue19-page-manifest.csv,data/working/issue19-foundation-page-audit.csv,data/working/issue19-full-major-field-fidelity-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_fidelity_review_queue,false,pending_page_fidelity_review,132,招生计划明细页,page-132,789e8eb90eac96ec00fee15a164d4aedca0de04f186bedd94217b7506c67e5f8,132_page-132,6741dca38cdcea592e93f6bf3c07f924b213ff3eec764ba3bdacfb73c7f06287,260,0.7042,90,59,18,P0-必须优先核页,F0-本页存在阻断级专业行,有结构化记录待核页,8,54,4,21,15,54,0,15,39,0,0,15,39,0,0,0,0,0,0,15,19,51,0,54,1,7,0,0,4,8,组内字段风险:54；再选科目字段:54；计划数字段:51；调剂风险:22；结构异常:19；特殊限制:12；偏好专业:7；OCR置信度:6,missing_subject_candidate:54；group_has_plan_count_untrusted:54；missing_plan_count_candidate:51；plan_count_not_verified_numeric:51；group_has_special_requirement_pending:22；high_structure_anomaly:15；tuition_number_le_500:12；special_requirement_pending:12,PDF原页；页内专业组边界；院校代码；专业组代码；专业代号；专业名称及备注；计划数；学费；再选科目；校区/特殊限制；湖北官方系统；高校官网/章程,false,false,按页回看第19期原PDF，对照全量逐专业保真总账逐行核专业组边界、专业字段、计划数、学费、选科和备注；再接湖北官方系统和高校官网/章程。
PAGEFID-695da81f6f8f099a,data/working/issue19-page-manifest.csv,data/working/issue19-foundation-page-audit.csv,data/working/issue19-full-major-field-fidelity-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_fidelity_review_queue,false,pending_page_fidelity_review,133,招生计划明细页,page-133,935a338861e0471ab69fd6faff0024e7e37ea5d1117e8c78874ae8cf7d8e612b,133_page-133,1208dd982f84cbe4aec317b91f4b905389eeb15e8f787f0fb68cb1700f76ae01,245,0.7000,71,65,8,P0-必须优先核页,F0-本页存在阻断级专业行,有结构化记录待核页,14,61,8,22,13,61,0,25,36,0,0,12,44,5,0,0,0,0,0,12,19,25,13,55,20,8,0,0,8,14,再选科目字段:55；组内字段风险:48；调剂风险:43；计划数字段:25；家庭底线:20；结构异常:19；学费字段:13；偏好专业:8,missing_subject_candidate:55；group_has_plan_count_untrusted:48；group_has_rejected_medical_or_nursing:37；missing_plan_count_candidate:19；plan_count_not_verified_numeric:19；medical_or_nursing_rejected:15；family_machine_reject_medical:15；missing_tuition_candidate:13,PDF原页；页内专业组边界；院校代码；专业组代码；专业代号；专业名称及备注；计划数；学费；再选科目；校区/特殊限制；湖北官方系统；高校官网/章程,false,false,按页回看第19期原PDF，对照全量逐专业保真总账逐行核专业组边界、专业字段、计划数、学费、选科和备注；再接湖北官方系统和高校官网/章程。
PAGEFID-7f4d9c5aa788cbfa,data/working/issue19-page-manifest.csv,data/working/issue19-foundation-page-audit.csv,data/working/issue19-full-major-field-fidelity-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_fidelity_review_queue,false,pending_page_fidelity_review,134,招生计划明细页,page-134,f76364ef3f48f3452d1a1d54c0dd88fe0b36d12b029d3a6733373efe0a6dd203,134_page-134,7e6378e11d5d02a9ea7b3255c990b0227a496a16d663fb643bc3a6d37f3c8100,290,0.7141,85,69,30,P0-必须优先核页,F0-本页存在阻断级专业行,有结构化记录待核页,17,64,9,36,30,64,0,24,40,0,0,23,41,0,0,0,0,0,0,23,27,63,2,61,8,9,0,0,10,18,组内字段风险:64；计划数字段:63；再选科目字段:61；结构异常:27；调剂风险:21；偏好专业:9；家庭底线:8；OCR置信度:4,group_has_plan_count_untrusted:64；missing_plan_count_candidate:63；plan_count_not_verified_numeric:63；missing_subject_candidate:61；high_structure_anomaly:23；tuition_number_le_500:20；group_has_rejected_medical_or_nursing:13；major_text_embeds_other_school_marker:9,PDF原页；页内专业组边界；院校代码；专业组代码；专业代号；专业名称及备注；计划数；学费；再选科目；校区/特殊限制；湖北官方系统；高校官网/章程,false,false,按页回看第19期原PDF，对照全量逐专业保真总账逐行核专业组边界、专业字段、计划数、学费、选科和备注；再接湖北官方系统和高校官网/章程。
PAGEFID-dbc5fc47797f8117,data/working/issue19-page-manifest.csv,data/working/issue19-foundation-page-audit.csv,data/working/issue19-full-major-field-fidelity-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_fidelity_review_queue,false,pending_page_fidelity_review,135,招生计划明细页,page-135,c6bdb619e23f376d0be395e803de9ece928e0219c77a08dfad956006dc4773cd,135_page-135,0be10230dee9f8ffb9631d0486efde85f7e345cad7355fe982a3de60748a24d9,266,0.7124,88,54,14,P0-必须优先核页,F0-本页存在阻断级专业行,有结构化记录待核页,12,78,7,30,19,76,2,23,47,6,2,19,45,2,9,0,1,2,0,19,28,35,24,67,4,10,0,0,7,13,再选科目字段:67；组内字段风险:58；计划数字段:35；调剂风险:29；结构异常:28；学费字段:24；特殊限制:12；偏好专业:10,missing_subject_candidate:67；group_has_plan_count_untrusted:58；group_has_special_requirement_pending:28；group_has_rejected_medical_or_nursing:28；missing_tuition_candidate:24；tuition_not_verified_numeric:24；missing_plan_count_candidate:23；plan_count_not_verified_numeric:23,PDF原页；页内专业组边界；院校代码；专业组代码；专业代号；专业名称及备注；计划数；学费；再选科目；校区/特殊限制；湖北官方系统；高校官网/章程,false,false,按页回看第19期原PDF，对照全量逐专业保真总账逐行核专业组边界、专业字段、计划数、学费、选科和备注；再接湖北官方系统和高校官网/章程。
PAGEFID-2ec1624868b97d6f,data/working/issue19-page-manifest.csv,data/working/issue19-foundation-page-audit.csv,data/working/issue19-full-major-field-fidelity-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_fidelity_review_queue,false,pending_page_fidelity_review,136,招生计划明细页,page-136,0a81ab38e03e53d430ab0634ae63540928ca83803c68c5c483f9166ba0a941ed,136_page-136,10a2d103839e6dcd4ff6a9a68aa584b92eb2816e40adea6691f952f7174b4412,328,0.6607,79,142,19,P0-必须优先核页,F0-本页存在阻断级专业行,有结构化记录待核页,19,77,14,60,43,77,0,38,39,0,0,37,39,1,0,0,0,0,0,37,44,73,8,71,48,10,0,0,14,19,组内字段风险:76；计划数字段:73；再选科目字段:71；调剂风险:68；费用底线:54；家庭底线:48；结构异常:44；OCR置信度:15,group_has_plan_count_untrusted:76；missing_plan_count_candidate:73；plan_count_not_verified_numeric:73；missing_subject_candidate:71；group_has_high_fee_or_over_budget:65；tuition_over_15000_numeric:54；family_machine_reject_fee:43；high_structure_anomaly:37,PDF原页；页内专业组边界；院校代码；专业组代码；专业代号；专业名称及备注；计划数；学费；再选科目；校区/特殊限制；湖北官方系统；高校官网/章程,false,false,按页回看第19期原PDF，对照全量逐专业保真总账逐行核专业组边界、专业字段、计划数、学费、选科和备注；再接湖北官方系统和高校官网/章程。
PAGEFID-30a4812600df85cc,data/working/issue19-page-manifest.csv,data/working/issue19-foundation-page-audit.csv,data/working/issue19-full-major-field-fidelity-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_fidelity_review_queue,false,pending_page_fidelity_review,137,招生计划明细页,page-137,35edae1167745f43f2b7b2907fa17a4150c9e60938893ca1d78a41a4a3895e40,137_page-137,cdf690a0ad7024134f4106f13b158ff7680097db5b3441bd4debf41df886a7e4,271,0.7255,87,66,13,P0-必须优先核页,F0-本页存在阻断级专业行,有结构化记录待核页,14,38,4,7,5,33,5,6,19,8,5,5,16,2,8,0,2,5,0,5,7,8,4,23,9,4,0,0,4,14,再选科目字段:23；组内字段风险:17；调剂风险:13；家庭底线:9；计划数字段:8；结构异常:7；费用底线:5；学费字段:4,missing_subject_candidate:23；group_has_plan_count_untrusted:17；group_has_high_fee_or_over_budget:9；high_fee_or_coop:8；family_machine_reject_fee:8；high_structure_anomaly:5；tuition_over_15000_numeric:5；missing_plan_count_candidate:5,PDF原页；页内专业组边界；院校代码；专业组代码；专业代号；专业名称及备注；计划数；学费；再选科目；校区/特殊限制；湖北官方系统；高校官网/章程,false,false,按页回看第19期原PDF，对照全量逐专业保真总账逐行核专业组边界、专业字段、计划数、学费、选科和备注；再接湖北官方系统和高校官网/章程。
PAGEFID-b1e667c9194fa282,data/working/issue19-page-manifest.csv,data/working/issue19-foundation-page-audit.csv,data/working/issue19-full-major-field-fidelity-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_fidelity_review_queue,false,pending_page_fidelity_review,138,招生计划明细页,page-138,e738feb0e3cb7258af79534e789961cf935e245812d491188d468105fe438866,138_page-138,3f0a6e3a9b7d73e715a2de58235067f07cf8790a74ceb83b58e193ba437bd26d,237,0.6996,92,55,19,P0-必须优先核页,F0-本页存在阻断级专业行,有结构化记录待核页,14,48,5,19,13,48,0,24,24,0,0,11,37,0,0,0,0,0,0,11,15,46,2,43,22,1,0,0,5,15,组内字段风险:48；计划数字段:46；再选科目字段:43；调剂风险:39；家庭底线:22；结构异常:15；特殊限制:6；OCR置信度:5,group_has_plan_count_untrusted:48；missing_plan_count_candidate:46；plan_count_not_verified_numeric:46；missing_subject_candidate:43；group_has_rejected_medical_or_nursing:37；medical_or_nursing_rejected:20；family_machine_reject_medical:20；group_has_special_requirement_pending:14,PDF原页；页内专业组边界；院校代码；专业组代码；专业代号；专业名称及备注；计划数；学费；再选科目；校区/特殊限制；湖北官方系统；高校官网/章程,false,false,按页回看第19期原PDF，对照全量逐专业保真总账逐行核专业组边界、专业字段、计划数、学费、选科和备注；再接湖北官方系统和高校官网/章程。
PAGEFID-3ff4f4a68d9ca845,data/working/issue19-page-manifest.csv,data/working/issue19-foundation-page-audit.csv,data/working/issue19-full-major-field-fidelity-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_fidelity_review_queue,false,pending_page_fidelity_review,139,招生计划明细页,page-139,3ee751130128d1e8716f130b4aaa2030772323ada51af1e5af15dbe50e8cb2ea,139_page-139,dabfd13da04852395c34b0c5c5b03f9297ee1120af5689819144d2312adb4260,307,0.7254,103,55,16,P0-必须优先核页,F0-本页存在阻断级专业行,有结构化记录待核页,17,57,9,18,6,55,2,13,33,9,2,6,23,5,16,1,4,2,0,6,16,4,3,40,12,12,0,0,9,17,再选科目字段:40；调剂风险:33；组内字段风险:26；结构异常:16；家庭底线:12；偏好专业:12；OCR置信度:10；特殊限制:9,missing_subject_candidate:40；group_has_plan_count_untrusted:26；group_has_rejected_medical_or_nursing:26；group_has_special_requirement_pending:21；preference_major_candidate:12；low_ocr_confidence:10；structure_anomaly:10；special_requirement_pending:9,PDF原页；页内专业组边界；院校代码；专业组代码；专业代号；专业名称及备注；计划数；学费；再选科目；校区/特殊限制；湖北官方系统；高校官网/章程,false,false,按页回看第19期原PDF，对照全量逐专业保真总账逐行核专业组边界、专业字段、计划数、学费、选科和备注；再接湖北官方系统和高校官网/章程。
PAGEFID-9fa2e75f6e6bdc39,data/working/issue19-page-manifest.csv,data/working/issue19-foundation-page-audit.csv,data/working/issue19-full-major-field-fidelity-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_fidelity_review_queue,false,pending_page_fidelity_review,140,招生计划明细页,page-140,95a26ba73a65caef38df7085b8cc7b9bb27d778dddcabda1b4a6a262d3db110a,140_page-140,a694727c1d800ff624fdd964b2ce7632e568ae817444e48c736f7e3e24a1837d,262,0.6996,89,62,16,P0-必须优先核页,F0-本页存在阻断级专业行,有结构化记录待核页,15,73,6,17,8,73,0,13,60,0,0,8,65,0,0,0,0,0,0,8,17,56,1,67,14,3,0,0,6,16,组内字段风险:72；再选科目字段:67；计划数字段:56；调剂风险:51；结构异常:17；家庭底线:14；费用底线:11；OCR置信度:9,group_has_plan_count_untrusted:72；missing_subject_candidate:67；missing_plan_count_candidate:56；plan_count_not_verified_numeric:56；group_has_rejected_medical_or_nursing:38；tuition_over_15000_numeric:11；group_has_high_fee_or_over_budget:11；group_has_special_requirement_pending:9,PDF原页；页内专业组边界；院校代码；专业组代码；专业代号；专业名称及备注；计划数；学费；再选科目；校区/特殊限制；湖北官方系统；高校官网/章程,false,false,按页回看第19期原PDF，对照全量逐专业保真总账逐行核专业组边界、专业字段、计划数、学费、选科和备注；再接湖北官方系统和高校官网/章程。
PAGEFID-58aa34dfd81d56cc,data/working/issue19-page-manifest.csv,data/working/issue19-foundation-page-audit.csv,data/working/issue19-full-major-field-fidelity-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_fidelity_review_queue,false,pending_page_fidelity_review,141,招生计划明细页,page-141,22182c55e2db4678755153c2a0ed3cb41cee018fa8c82047daecdfb5b8dddf1c,141_page-141,94f874410d026387cecd147b47d4e6f0549193af2988136a9a02cb6018c18ab0,278,0.7194,79,70,19,P0-必须优先核页,F0-本页存在阻断级专业行,有结构化记录待核页,18,61,8,11,5,61,0,5,53,3,0,5,41,7,7,1,0,0,0,5,10,20,3,46,10,11,0,0,8,19,再选科目字段:46；组内字段风险:42；计划数字段:20；调剂风险:19；偏好专业:11；家庭底线:10；结构异常:10；费用底线:9,missing_subject_candidate:46；group_has_plan_count_untrusted:42；missing_plan_count_candidate:20；plan_count_not_verified_numeric:20；group_has_high_fee_or_over_budget:11；preference_major_candidate:11；tuition_over_15000_numeric:9；family_machine_reject_fee:9,PDF原页；页内专业组边界；院校代码；专业组代码；专业代号；专业名称及备注；计划数；学费；再选科目；校区/特殊限制；湖北官方系统；高校官网/章程,false,false,按页回看第19期原PDF，对照全量逐专业保真总账逐行核专业组边界、专业字段、计划数、学费、选科和备注；再接湖北官方系统和高校官网/章程。
PAGEFID-7be0aa3a3879d1e1,data/working/issue19-page-manifest.csv,data/working/issue19-foundation-page-audit.csv,data/working/issue19-full-major-field-fidelity-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_fidelity_review_queue,false,pending_page_fidelity_review,142,招生计划明细页,page-142,ada3b00476c739213766af7af6832e5b400da9a4fad2674ad64c5904f33dc9a2,142_page-142,5a21da90c284ca9ae86d1ebbfa0924ca8c3d1241a09a2e3f1f62241a43d2b149,294,0.7085,75,106,23,P0-必须优先核页,F0-本页存在阻断级专业行,有结构化记录待核页,14,65,10,37,26,65,0,20,45,0,0,19,32,14,0,0,0,0,0,19,26,30,7,55,37,5,0,0,11,15,再选科目字段:55；调剂风险:48；组内字段风险:42；家庭底线:37；费用底线:30；计划数字段:30；结构异常:26；OCR置信度:9,missing_subject_candidate:55；group_has_plan_count_untrusted:42；group_has_high_fee_or_over_budget:37；family_machine_reject_fee:36；tuition_over_15000_numeric:30；missing_plan_count_candidate:30；plan_count_not_verified_numeric:30；high_structure_anomaly:19,PDF原页；页内专业组边界；院校代码；专业组代码；专业代号；专业名称及备注；计划数；学费；再选科目；校区/特殊限制；湖北官方系统；高校官网/章程,false,false,按页回看第19期原PDF，对照全量逐专业保真总账逐行核专业组边界、专业字段、计划数、学费、选科和备注；再接湖北官方系统和高校官网/章程。
PAGEFID-dc729c96fb2ae425,data/working/issue19-page-manifest.csv,data/working/issue19-foundation-page-audit.csv,data/working/issue19-full-major-field-fidelity-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_fidelity_review_queue,false,pending_page_fidelity_review,143,招生计划明细页,page-143,7cc4f32327c09bd4001f3b703c0c58b705e22d71351ecfc7a35533326aefeb71,143_page-143,022416f2562982d555bb58e553bb4b0236b4c083b7ccc33ba4cf25a3738055a2,251,0.6988,98,62,13,P0-必须优先核页,F0-本页存在阻断级专业行,有结构化记录待核页,7,46,4,11,9,46,0,5,30,11,0,5,28,2,11,0,0,0,0,5,7,13,3,43,17,2,0,0,4,7,再选科目字段:43；组内字段风险:29；调剂风险:23；家庭底线:17；特殊限制:17；费用底线:14；计划数字段:13；结构异常:7,missing_subject_candidate:43；group_has_plan_count_untrusted:29；high_fee_or_coop:17；special_requirement_pending:17；family_machine_reject_fee:17；group_has_high_fee_or_over_budget:17；tuition_over_15000_numeric:14；missing_plan_count_candidate:13,PDF原页；页内专业组边界；院校代码；专业组代码；专业代号；专业名称及备注；计划数；学费；再选科目；校区/特殊限制；湖北官方系统；高校官网/章程,false,false,按页回看第19期原PDF，对照全量逐专业保真总账逐行核专业组边界、专业字段、计划数、学费、选科和备注；再接湖北官方系统和高校官网/章程。
PAGEFID-a5d5e8d05242327a,data/working/issue19-page-manifest.csv,data/working/issue19-foundation-page-audit.csv,data/working/issue19-full-major-field-fidelity-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_fidelity_review_queue,false,pending_page_fidelity_review,144,招生计划明细页,page-144,acc212411a3047246ca973051f8c3693ec98992d3738dee484046324aa26f1e8,144_page-144,42a8c0664b25f93f8764a8ac05967959f3e2673d8ec8d7bb6f98f921bdef402c,310,0.7342,58,94,15,P0-必须优先核页,F0-本页存在阻断级专业行,有结构化记录待核页,7,95,4,36,18,94,1,22,69,3,1,16,72,0,4,0,2,1,0,16,31,57,1,89,7,9,0,0,4,7,再选科目字段:89；组内字段风险:88；调剂风险:74；计划数字段:57；结构异常:31；OCR置信度:18；偏好专业:9；家庭底线:7,missing_subject_candidate:89；group_has_plan_count_untrusted:88；group_has_rejected_medical_or_nursing:74；missing_plan_count_candidate:57；plan_count_not_verified_numeric:57；low_ocr_confidence:18；high_structure_anomaly:16；structure_anomaly:15,PDF原页；页内专业组边界；院校代码；专业组代码；专业代号；专业名称及备注；计划数；学费；再选科目；校区/特殊限制；湖北官方系统；高校官网/章程,false,false,按页回看第19期原PDF，对照全量逐专业保真总账逐行核专业组边界、专业字段、计划数、学费、选科和备注；再接湖北官方系统和高校官网/章程。
PAGEFID-c82797dccb5cff05,data/working/issue19-page-manifest.csv,data/working/issue19-foundation-page-audit.csv,data/working/issue19-full-major-field-fidelity-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_fidelity_review_queue,false,pending_page_fidelity_review,145,招生计划明细页,page-145,fd33189c73142484e3244946bfc4d7249d23e47676f8026de502d7619599da5a,145_page-145,4e05466ed161a6abc34ba828d851cc76dfded625315d0d5909c8b1982f5246f5,282,0.6922,110,43,16,P0-必须优先核页,F0-本页存在阻断级专业行,有结构化记录待核页,18,56,10,19,8,54,2,31,15,8,2,8,32,4,8,0,2,2,0,8,18,18,0,45,26,10,0,0,11,19,再选科目字段:45；组内字段风险:33；调剂风险:32；特殊限制:27；家庭底线:26；结构异常:18；计划数字段:18；OCR置信度:11,missing_subject_candidate:45；group_has_plan_count_untrusted:33；group_has_rejected_medical_or_nursing:32；special_requirement_pending:27；medical_or_nursing_rejected:26；family_machine_reject_medical:26；missing_plan_count_candidate:18；plan_count_not_verified_numeric:18,PDF原页；页内专业组边界；院校代码；专业组代码；专业代号；专业名称及备注；计划数；学费；再选科目；校区/特殊限制；湖北官方系统；高校官网/章程,false,false,按页回看第19期原PDF，对照全量逐专业保真总账逐行核专业组边界、专业字段、计划数、学费、选科和备注；再接湖北官方系统和高校官网/章程。
PAGEFID-d22eb25273139e95,data/working/issue19-page-manifest.csv,data/working/issue19-foundation-page-audit.csv,data/working/issue19-full-major-field-fidelity-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_fidelity_review_queue,false,pending_page_fidelity_review,146,招生计划明细页,page-146,54eae9eeb86f16c912740e9f0a7026cfe7d9e273691e7b85ac0c59327c49cff7,146_page-146,3335d039b2c3b2cbbd4fee3c897240d7b234b33ca2a1054af1a8dfd0f7e55807,280,0.7225,88,56,12,P0-必须优先核页,F0-本页存在阻断级专业行,有结构化记录待核页,9,76,6,8,5,73,3,5,58,10,3,5,57,1,10,0,0,3,0,5,7,27,1,65,0,13,0,0,6,10,再选科目字段:65；组内字段风险:61；计划数字段:27；调剂风险:18；偏好专业:13；结构异常:7；OCR置信度:2；特殊限制:2,missing_subject_candidate:65；group_has_plan_count_untrusted:61；missing_plan_count_candidate:27；plan_count_not_verified_numeric:27；group_has_special_requirement_pending:18；preference_major_candidate:13；high_structure_anomaly:5；major_text_embeds_other_school_marker:4,PDF原页；页内专业组边界；院校代码；专业组代码；专业代号；专业名称及备注；计划数；学费；再选科目；校区/特殊限制；湖北官方系统；高校官网/章程,false,false,按页回看第19期原PDF，对照全量逐专业保真总账逐行核专业组边界、专业字段、计划数、学费、选科和备注；再接湖北官方系统和高校官网/章程。
PAGEFID-fdd6abbd65105404,data/working/issue19-page-manifest.csv,data/working/issue19-foundation-page-audit.csv,data/working/issue19-full-major-field-fidelity-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_fidelity_review_queue,false,pending_page_fidelity_review,147,招生计划明细页,page-147,f7422939e96e3a3d10a53cc517e79c6ae6c53bf7dd16eb61d33db4e17108b3e0,147_page-147,60911ab8e01b33ed98b00093b53a350a50003cc523e79d0afbf2ddb89e15da5a,277,0.7227,81,76,19,P0-必须优先核页,F0-本页存在阻断级专业行,有结构化记录待核页,16,52,13,16,12,52,0,12,36,4,0,12,26,2,10,2,0,0,0,12,15,18,0,46,17,3,0,0,11,13,再选科目字段:46；调剂风险:43；组内字段风险:30；计划数字段:18；家庭底线:17；费用底线:17；结构异常:15；特殊限制:7,missing_subject_candidate:46；group_has_plan_count_untrusted:30；group_has_high_fee_or_over_budget:25；group_has_special_requirement_pending:18；tuition_over_15000_numeric:17；family_machine_reject_fee:17；missing_plan_count_candidate:17；plan_count_not_verified_numeric:17,PDF原页；页内专业组边界；院校代码；专业组代码；专业代号；专业名称及备注；计划数；学费；再选科目；校区/特殊限制；湖北官方系统；高校官网/章程,false,false,按页回看第19期原PDF，对照全量逐专业保真总账逐行核专业组边界、专业字段、计划数、学费、选科和备注；再接湖北官方系统和高校官网/章程。
PAGEFID-adaccc1c3c0c3811,data/working/issue19-page-manifest.csv,data/working/issue19-foundation-page-audit.csv,data/working/issue19-full-major-field-fidelity-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_fidelity_review_queue,false,pending_page_fidelity_review,148,招生计划明细页,page-148,d0c82060dd4b126e06ba9d86a909da6433fd4a6446fad63fc600262613dd85fc,148_page-148,e48d464ad5b68952ca538b775a485310580ab56570b4560844d1dbefdbab2ba4,281,0.7235,79,66,15,P0-必须优先核页,F0-本页存在阻断级专业行,有结构化记录待核页,16,63,9,18,9,63,0,15,43,5,0,9,42,2,7,2,1,0,0,9,17,43,1,49,12,11,0,0,9,17,再选科目字段:49；组内字段风险:47；计划数字段:43；调剂风险:33；结构异常:17；特殊限制:14；家庭底线:12；偏好专业:11,missing_subject_candidate:49；group_has_plan_count_untrusted:47；missing_plan_count_candidate:43；plan_count_not_verified_numeric:43；group_has_rejected_medical_or_nursing:21；group_has_special_requirement_pending:20；special_requirement_pending:14；preference_major_candidate:11,PDF原页；页内专业组边界；院校代码；专业组代码；专业代号；专业名称及备注；计划数；学费；再选科目；校区/特殊限制；湖北官方系统；高校官网/章程,false,false,按页回看第19期原PDF，对照全量逐专业保真总账逐行核专业组边界、专业字段、计划数、学费、选科和备注；再接湖北官方系统和高校官网/章程。
