P0即时字段确认公开账本ID,来源P0字段即时复核包,来源P0裁图证据索引,来源P0即时三方闭环公开账本,来源P0即时裁图OCR公开审计,来源期号,来源PDF_SHA256,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,机器是否允许自动写回主表,机器是否允许自动回填候选,是否允许写回字段,是否允许作为志愿推荐依据,是否允许生成学校专业建议,字段确认公开账本总序,人工核验优先级数值,人工核验泳道,人工核验方式,人工核验动作,必须完成证据步骤,公开升级阻断原因,字段名,专业行ID,专业组出现ID,院校代码,来源页码,版面列,P0字段即时复核任务ID,P0即时复核裁图证据索引ID,P0即时三方闭环公开账本ID,P0即时裁图OCR公开审计ID,裁图证据编号,裁图文件SHA256,裁图规格SHA256,裁图bbox归一化,裁图bbox像素,执行批次,即时复核阶段,语义多源优先桶,裁图OCR三方辅助桶,裁图OCR候选状态,裁图OCR候选置信等级,裁图OCR平均置信度区间,裁图OCR目标行定位状态,裁图OCR与机器候选关系,裁图OCR与高校辅证关系,机器候选状态,机器候选置信等级,机器候选与高校辅证关系,高校官网辅证覆盖状态,高校官网证据强度,高校官网证据匹配状态,高校官网来源状态,高校官网是否可替代湖北官方计划,是否有机器规范候选,是否有高校字段线索,是否裁图OCR有可比候选,是否裁图OCR与机器候选冲突,是否裁图OCR与高校辅证冲突,是否机器高校冲突,是否高校补缺线索,是否需要双人复核,PDF原页私有记录状态,湖北官方私有记录状态,高校辅证私有记录状态,双人复核公开状态,三方字段一致性公开状态,字段事实写回评估状态,PDF原页核页状态,湖北官方系统或省招办计划核验状态,高校官网或招生章程辅证状态,三方字段一致性状态,字段事实写回状态,私有字段确认工作台状态,公开安全策略,下一步
P0FCONF-7fce940a542a8619,data/working/issue19-field-fact-p0-immediate-review-packet.csv,data/working/issue19-p0-immediate-pdf-crop-evidence-index.csv,data/working/issue19-p0-immediate-three-way-closure-public-ledger.csv,data/working/issue19-p0-immediate-crop-ocr-public-audit.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_field_confirmation_public_ledger,逐专业招生明细,逐专业招生明细×P0字段×字段确认公开状态,false,false,false,false,false,false,false,169,60,M5-多值或双人复核常规核页,双人复核,核PDF原页，必要时对照裁图OCR候选位置,PDF原页人工核页；湖北官方系统或省招办计划核验；双人复核,PDF原页私有记录未完成；湖北官方私有记录未完成；双人复核未完成,专业计划数,M-1fa833adc6be5c82,G-0382083b94624db8,A177,50,right,P0IMMEDIATE-6bb407f0a2388e61,P0CROPINDEX-6e5557db0d59578c,P0CLOSURE-7fce940a542a8619,P0CROPOCRAUDIT-62ed7ad651752691,P0CROP-6241f0562e1761d7,7043df0160e50e0b63c9ee7de2e06224667de3f6d4d4bde3007c8ceffbfced12,5ec63d0d5d7ec2350099abe5c5413623f083432a7dd7f35162d68eba0f7551bc,x=0.448000-0.957000;y_bottom_origin=0.249872-0.532093,x=747-1595;y=1146-1837,EXEC-04-多值坐标冲突核页,IR-03-多值坐标冲突先核,S6-多值坐标冲突核页,A2-裁图OCR有候选但需人工确认,O4-目标行单一候选,high,C3-中高置信,target_y=0.340364;distance=0.029670,no_machine_reference,no_school_reference,P0C2-多值坐标候选冲突待人工核页,low,R0-无高校官网辅证行,no_b0b1_school_sidecar,,,,,false,false,true,false,false,false,false,true,pending_private_pdf_reading,pending_private_hubei_reading,not_applicable_no_school_field_clue,pending_double_review,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,pending_manual_pdf_review,pending_hubei_official_review,not_applicable_no_school_field_clue,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,private_field_confirmation_workbench_generated,公开表只保存字段确认状态、证据编号、SHA、bbox、关系状态和门禁；不保存字段记录值、候选值、识别文本、图片路径、院校名、专业名、专业代号或专业组代码。,在私有字段确认工作台补齐PDF原页、湖北官方系统或省招办计划、高校官网或章程的私有字段记录；公开账本只同步状态，不同步记录值。
P0FCONF-e19563f6a32e6d1b,data/working/issue19-field-fact-p0-immediate-review-packet.csv,data/working/issue19-p0-immediate-pdf-crop-evidence-index.csv,data/working/issue19-p0-immediate-three-way-closure-public-ledger.csv,data/working/issue19-p0-immediate-crop-ocr-public-audit.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_field_confirmation_public_ledger,逐专业招生明细,逐专业招生明细×P0字段×字段确认公开状态,false,false,false,false,false,false,false,170,60,M5-多值或双人复核常规核页,双人复核,核PDF原页，必要时对照裁图OCR候选位置,PDF原页人工核页；湖北官方系统或省招办计划核验；双人复核,PDF原页私有记录未完成；湖北官方私有记录未完成；双人复核未完成,专业计划数,M-53f09ba25b35ba2d,G-7fa677ac3e7627cb,A181,52,left,P0IMMEDIATE-ff43f85ece706c4e,P0CROPINDEX-d639bf8dfb690918,P0CLOSURE-e19563f6a32e6d1b,P0CROPOCRAUDIT-dbbf9090eb0f6fb8,P0CROP-2645e24baf472a0f,8578b32cb143c1cc4a6758e53b7ec1eb6541300b1afcfd24ebf5f38f5983cc5e,bac0c5610b28bb0cbfcad4c68b3ac65ac4f4a1973bd6bbc5e9de1b5e9a4b9549,x=0.043000-0.552000;y_bottom_origin=0.607041-0.726837,x=72-920;y=669-962,EXEC-04-多值坐标冲突核页,IR-03-多值坐标冲突先核,S6-多值坐标冲突核页,A2-裁图OCR有候选但需人工确认,O2-候选距目标行偏远需人工确认,low,C2-中置信,target_y=0.494904;distance=0.052727,no_machine_reference,no_school_reference,P0C2-多值坐标候选冲突待人工核页,low,R0-无高校官网辅证行,no_b0b1_school_sidecar,,,,,false,false,true,false,false,false,false,true,pending_private_pdf_reading,pending_private_hubei_reading,not_applicable_no_school_field_clue,pending_double_review,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,pending_manual_pdf_review,pending_hubei_official_review,not_applicable_no_school_field_clue,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,private_field_confirmation_workbench_generated,公开表只保存字段确认状态、证据编号、SHA、bbox、关系状态和门禁；不保存字段记录值、候选值、识别文本、图片路径、院校名、专业名、专业代号或专业组代码。,在私有字段确认工作台补齐PDF原页、湖北官方系统或省招办计划、高校官网或章程的私有字段记录；公开账本只同步状态，不同步记录值。
P0FCONF-12c303759527354f,data/working/issue19-field-fact-p0-immediate-review-packet.csv,data/working/issue19-p0-immediate-pdf-crop-evidence-index.csv,data/working/issue19-p0-immediate-three-way-closure-public-ledger.csv,data/working/issue19-p0-immediate-crop-ocr-public-audit.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_field_confirmation_public_ledger,逐专业招生明细,逐专业招生明细×P0字段×字段确认公开状态,false,false,false,false,false,false,false,171,60,M5-多值或双人复核常规核页,双人复核,核PDF原页，必要时对照裁图OCR候选位置,PDF原页人工核页；湖北官方系统或省招办计划核验；双人复核,PDF原页私有记录未完成；湖北官方私有记录未完成；双人复核未完成,专业计划数,M-2f19d1fcb0bc2d4f,G-925de249f7903dd9,A181,52,left,P0IMMEDIATE-f4a97505d65e61d2,P0CROPINDEX-275fb09648bb49ea,P0CLOSURE-12c303759527354f,P0CROPOCRAUDIT-f149b58c28e24bab,P0CROP-7b5af568f3903766,71c8d1ac6bfdcf2b57f730ab6ce81bce5440cf554aabe4b13883140b436ba869,e810ccbb7bd4321513253568992acf11895c91c932d9b5aac71acff4247e980c,x=0.043000-0.552000;y_bottom_origin=0.284768-0.619302,x=72-920;y=932-1752,EXEC-04-多值坐标冲突核页,IR-03-多值坐标冲突先核,S6-多值坐标冲突核页,A0-裁图OCR提示冲突优先人工核页,O3-目标行附近多值候选冲突,low,C3-中高置信,target_y=0.154587;distance=0.008246,no_machine_reference,no_school_reference,P0C2-多值坐标候选冲突待人工核页,low,R0-无高校官网辅证行,no_b0b1_school_sidecar,,,,,false,false,true,false,false,false,false,true,pending_private_pdf_reading,pending_private_hubei_reading,not_applicable_no_school_field_clue,pending_double_review,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,pending_manual_pdf_review,pending_hubei_official_review,not_applicable_no_school_field_clue,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,private_field_confirmation_workbench_generated,公开表只保存字段确认状态、证据编号、SHA、bbox、关系状态和门禁；不保存字段记录值、候选值、识别文本、图片路径、院校名、专业名、专业代号或专业组代码。,在私有字段确认工作台补齐PDF原页、湖北官方系统或省招办计划、高校官网或章程的私有字段记录；公开账本只同步状态，不同步记录值。
P0FCONF-e6bf49c6fca2447b,data/working/issue19-field-fact-p0-immediate-review-packet.csv,data/working/issue19-p0-immediate-pdf-crop-evidence-index.csv,data/working/issue19-p0-immediate-three-way-closure-public-ledger.csv,data/working/issue19-p0-immediate-crop-ocr-public-audit.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_field_confirmation_public_ledger,逐专业招生明细,逐专业招生明细×P0字段×字段确认公开状态,false,false,false,false,false,false,false,172,60,M5-多值或双人复核常规核页,双人复核,核PDF原页，必要时对照裁图OCR候选位置,PDF原页人工核页；湖北官方系统或省招办计划核验；双人复核,PDF原页私有记录未完成；湖北官方私有记录未完成；双人复核未完成,专业计划数,M-34af55563c9ea665,G-c0a5b5600b861ac7,A181,52,left,P0IMMEDIATE-03f73a859c047960,P0CROPINDEX-fe450b9317c94764,P0CLOSURE-e6bf49c6fca2447b,P0CROPOCRAUDIT-a76697d58335fd69,P0CROP-61876b5eaa5463b0,fbd7c4f20d578d4b9a09ba11f9e652c7dc95c1849dce2f4d1c10c94eb88679c1,34ca0597474bbf54f05c3081559ca0882d4ae8a8c23c59d3ddef5a561f85c674,x=0.043000-0.552000;y_bottom_origin=0.093979-0.213776,x=72-920;y=1925-2219,EXEC-04-多值坐标冲突核页,IR-03-多值坐标冲突先核,S6-多值坐标冲突核页,A2-裁图OCR有候选但需人工确认,O2-候选距目标行偏远需人工确认,low,C2-中置信,target_y=0.500927;distance=0.062151,no_machine_reference,no_school_reference,P0C2-多值坐标候选冲突待人工核页,low,R0-无高校官网辅证行,no_b0b1_school_sidecar,,,,,false,false,true,false,false,false,false,true,pending_private_pdf_reading,pending_private_hubei_reading,not_applicable_no_school_field_clue,pending_double_review,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,pending_manual_pdf_review,pending_hubei_official_review,not_applicable_no_school_field_clue,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,private_field_confirmation_workbench_generated,公开表只保存字段确认状态、证据编号、SHA、bbox、关系状态和门禁；不保存字段记录值、候选值、识别文本、图片路径、院校名、专业名、专业代号或专业组代码。,在私有字段确认工作台补齐PDF原页、湖北官方系统或省招办计划、高校官网或章程的私有字段记录；公开账本只同步状态，不同步记录值。
P0FCONF-d84d98af38f2a8ae,data/working/issue19-field-fact-p0-immediate-review-packet.csv,data/working/issue19-p0-immediate-pdf-crop-evidence-index.csv,data/working/issue19-p0-immediate-three-way-closure-public-ledger.csv,data/working/issue19-p0-immediate-crop-ocr-public-audit.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_field_confirmation_public_ledger,逐专业招生明细,逐专业招生明细×P0字段×字段确认公开状态,false,false,false,false,false,false,false,173,60,M5-多值或双人复核常规核页,双人复核,核PDF原页，必要时对照裁图OCR候选位置,PDF原页人工核页；湖北官方系统或省招办计划核验；双人复核,PDF原页私有记录未完成；湖北官方私有记录未完成；双人复核未完成,专业计划数,M-b6125280b2af85fa,G-11cf6b8da07fed85,A187,54,left,P0IMMEDIATE-8c8ba985f90657f8,P0CROPINDEX-30e631620e5ef5d4,P0CLOSURE-d84d98af38f2a8ae,P0CROPOCRAUDIT-2a986cc95c8951b5,P0CROP-a6e3b07d3b4e68d0,b7491fc4d49a35798d043ea32834f43b251de9bc3d395b69414cd7128961c98c,43402316a55f94b7985101cfb90d8966272ec6d2329e8937566918505432565a,x=0.043000-0.552000;y_bottom_origin=0.161155-0.280640,x=72-920;y=1762-2054,EXEC-04-多值坐标冲突核页,IR-03-多值坐标冲突先核,S6-多值坐标冲突核页,A2-裁图OCR有候选但需人工确认,O2-候选距目标行偏远需人工确认,low,C3-中高置信,target_y=0.518521;distance=0.066466,no_machine_reference,no_school_reference,P0C2-多值坐标候选冲突待人工核页,low,R0-无高校官网辅证行,no_b0b1_school_sidecar,,,,,false,false,true,false,false,false,false,true,pending_private_pdf_reading,pending_private_hubei_reading,not_applicable_no_school_field_clue,pending_double_review,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,pending_manual_pdf_review,pending_hubei_official_review,not_applicable_no_school_field_clue,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,private_field_confirmation_workbench_generated,公开表只保存字段确认状态、证据编号、SHA、bbox、关系状态和门禁；不保存字段记录值、候选值、识别文本、图片路径、院校名、专业名、专业代号或专业组代码。,在私有字段确认工作台补齐PDF原页、湖北官方系统或省招办计划、高校官网或章程的私有字段记录；公开账本只同步状态，不同步记录值。
P0FCONF-8756fcbe9263b1e4,data/working/issue19-field-fact-p0-immediate-review-packet.csv,data/working/issue19-p0-immediate-pdf-crop-evidence-index.csv,data/working/issue19-p0-immediate-three-way-closure-public-ledger.csv,data/working/issue19-p0-immediate-crop-ocr-public-audit.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_field_confirmation_public_ledger,逐专业招生明细,逐专业招生明细×P0字段×字段确认公开状态,false,false,false,false,false,false,false,174,60,M5-多值或双人复核常规核页,双人复核,核PDF原页，必要时对照裁图OCR候选位置,PDF原页人工核页；湖北官方系统或省招办计划核验；双人复核,PDF原页私有记录未完成；湖北官方私有记录未完成；双人复核未完成,专业计划数,M-0cdc8733b00026b1,G-768f3fe1e9af0cd5,A187,54,left,P0IMMEDIATE-bc99e84ce4c80ce9,P0CROPINDEX-e666449cf60e2429,P0CLOSURE-8756fcbe9263b1e4,P0CROPOCRAUDIT-60a22b2ae4542f4f,P0CROP-57d5f415ab665c94,4fff9e29cb05c70e6f104fa15ce52b69dadb611bb81c71b54bc788c594969273,dfbb7ff4f2b90b605c0e9004aec3de118968cbd29ceeff0a2c8f176a2e189700,x=0.043000-0.552000;y_bottom_origin=0.479196-0.818265,x=72-920;y=445-1275,EXEC-04-多值坐标冲突核页,IR-03-多值坐标冲突先核,S6-多值坐标冲突核页,A2-裁图OCR有候选但需人工确认,O4-目标行单一候选,high,C3-中高置信,target_y=0.170299;distance=0.035359,no_machine_reference,no_school_reference,P0C2-多值坐标候选冲突待人工核页,low,R0-无高校官网辅证行,no_b0b1_school_sidecar,,,,,false,false,true,false,false,false,false,true,pending_private_pdf_reading,pending_private_hubei_reading,not_applicable_no_school_field_clue,pending_double_review,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,pending_manual_pdf_review,pending_hubei_official_review,not_applicable_no_school_field_clue,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,private_field_confirmation_workbench_generated,公开表只保存字段确认状态、证据编号、SHA、bbox、关系状态和门禁；不保存字段记录值、候选值、识别文本、图片路径、院校名、专业名、专业代号或专业组代码。,在私有字段确认工作台补齐PDF原页、湖北官方系统或省招办计划、高校官网或章程的私有字段记录；公开账本只同步状态，不同步记录值。
P0FCONF-41b1857fa43a0e6a,data/working/issue19-field-fact-p0-immediate-review-packet.csv,data/working/issue19-p0-immediate-pdf-crop-evidence-index.csv,data/working/issue19-p0-immediate-three-way-closure-public-ledger.csv,data/working/issue19-p0-immediate-crop-ocr-public-audit.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_field_confirmation_public_ledger,逐专业招生明细,逐专业招生明细×P0字段×字段确认公开状态,false,false,false,false,false,false,false,175,60,M5-多值或双人复核常规核页,双人复核,核PDF原页，必要时对照裁图OCR候选位置,PDF原页人工核页；湖北官方系统或省招办计划核验；双人复核,PDF原页私有记录未完成；湖北官方私有记录未完成；双人复核未完成,专业计划数,M-966c337ebb147cc6,G-2c13c071813162f0,A189,54,left,P0IMMEDIATE-4678868d3649c443,P0CROPINDEX-20b1fdd32b9b6de7,P0CLOSURE-41b1857fa43a0e6a,P0CROPOCRAUDIT-7709b465f9d22aad,P0CROP-021cc03640ecbb1d,cd9869cae4aa34fe97f1c3354ac16118087d81172f87daae215283badc87e5d6,73064b4b10adf9f08807587a0a99c1af5010b7a78dd91e5a784722a73dd06474,x=0.043000-0.552000;y_bottom_origin=0.088460-0.234128,x=72-920;y=1876-2232,EXEC-04-多值坐标冲突核页,IR-03-多值坐标冲突先核,S6-多值坐标冲突核页,A2-裁图OCR有候选但需人工确认,O2-候选距目标行偏远需人工确认,low,C2-中置信,target_y=0.430451;distance=0.056855,no_machine_reference,no_school_reference,P0C2-多值坐标候选冲突待人工核页,low,R0-无高校官网辅证行,no_b0b1_school_sidecar,,,,,false,false,true,false,false,false,false,true,pending_private_pdf_reading,pending_private_hubei_reading,not_applicable_no_school_field_clue,pending_double_review,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,pending_manual_pdf_review,pending_hubei_official_review,not_applicable_no_school_field_clue,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,private_field_confirmation_workbench_generated,公开表只保存字段确认状态、证据编号、SHA、bbox、关系状态和门禁；不保存字段记录值、候选值、识别文本、图片路径、院校名、专业名、专业代号或专业组代码。,在私有字段确认工作台补齐PDF原页、湖北官方系统或省招办计划、高校官网或章程的私有字段记录；公开账本只同步状态，不同步记录值。
P0FCONF-0fdb23c53463019f,data/working/issue19-field-fact-p0-immediate-review-packet.csv,data/working/issue19-p0-immediate-pdf-crop-evidence-index.csv,data/working/issue19-p0-immediate-three-way-closure-public-ledger.csv,data/working/issue19-p0-immediate-crop-ocr-public-audit.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_field_confirmation_public_ledger,逐专业招生明细,逐专业招生明细×P0字段×字段确认公开状态,false,false,false,false,false,false,false,176,60,M5-多值或双人复核常规核页,双人复核,核PDF原页，必要时对照裁图OCR候选位置,PDF原页人工核页；湖北官方系统或省招办计划核验；双人复核,PDF原页私有记录未完成；湖北官方私有记录未完成；双人复核未完成,专业计划数,M-1362bf1351d9df79,G-c14414ee02622017,A189,54,right,P0IMMEDIATE-3f5546fa2ba784d4,P0CROPINDEX-4b06a015a2505444,P0CLOSURE-0fdb23c53463019f,P0CROPOCRAUDIT-8fb58859ec366cdc,P0CROP-99b66513f06d8a34,7b8fa99cef878137fa85157e7543e3292a794b650f200cb068c7fb00eb1ff313,13057e40704652de11d1666a3c846ddaebe8c2ef1b5c5423544700d6a6eb7a6d,x=0.448000-0.957000;y_bottom_origin=0.418488-0.667245,x=747-1595;y=815-1424,EXEC-04-多值坐标冲突核页,IR-03-多值坐标冲突先核,S6-多值坐标冲突核页,A2-裁图OCR有候选但需人工确认,O2-候选距目标行偏远需人工确认,low,C3-中高置信,target_y=0.242954;distance=0.052790,no_machine_reference,no_school_reference,P0C2-多值坐标候选冲突待人工核页,low,R0-无高校官网辅证行,no_b0b1_school_sidecar,,,,,false,false,true,false,false,false,false,true,pending_private_pdf_reading,pending_private_hubei_reading,not_applicable_no_school_field_clue,pending_double_review,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,pending_manual_pdf_review,pending_hubei_official_review,not_applicable_no_school_field_clue,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,private_field_confirmation_workbench_generated,公开表只保存字段确认状态、证据编号、SHA、bbox、关系状态和门禁；不保存字段记录值、候选值、识别文本、图片路径、院校名、专业名、专业代号或专业组代码。,在私有字段确认工作台补齐PDF原页、湖北官方系统或省招办计划、高校官网或章程的私有字段记录；公开账本只同步状态，不同步记录值。
P0FCONF-d8a22009e840be85,data/working/issue19-field-fact-p0-immediate-review-packet.csv,data/working/issue19-p0-immediate-pdf-crop-evidence-index.csv,data/working/issue19-p0-immediate-three-way-closure-public-ledger.csv,data/working/issue19-p0-immediate-crop-ocr-public-audit.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_field_confirmation_public_ledger,逐专业招生明细,逐专业招生明细×P0字段×字段确认公开状态,false,false,false,false,false,false,false,177,60,M5-多值或双人复核常规核页,双人复核,核PDF原页，必要时对照裁图OCR候选位置,PDF原页人工核页；湖北官方系统或省招办计划核验；双人复核,PDF原页私有记录未完成；湖北官方私有记录未完成；双人复核未完成,专业计划数,M-330c40cb6e835bdf,G-939abbb0633faddd,A195,56,right,P0IMMEDIATE-b2823c1a1340e27d,P0CROPINDEX-087bfd6365322f0d,P0CLOSURE-d8a22009e840be85,P0CROPOCRAUDIT-2809d90635ebaed2,P0CROP-e87228a5b98a54d4,67b54c3088da3887064e9e855c7d4741e2d4198b755ac1879c2d25a5104dd22d,6dfa1f70f49f0b88b5c356d7742cfbca8235a7fdb2a015b6b0aa438d62678e94,x=0.448000-0.957000;y_bottom_origin=0.000000-0.292143,x=747-1595;y=1734-2449,EXEC-04-多值坐标冲突核页,IR-03-多值坐标冲突先核,S6-多值坐标冲突核页,A2-裁图OCR有候选但需人工确认,O4-目标行单一候选,high,C3-中高置信,target_y=0.283413;distance=0.025033,no_machine_reference,no_school_reference,P0C2-多值坐标候选冲突待人工核页,low,R1-有高校官网辅证行但本字段无值,has_b0b1_school_sidecar,partial_source,,has_reusable_2026_hubei_plan_source,false,false,false,true,false,false,false,false,true,pending_private_pdf_reading,pending_private_hubei_reading,not_applicable_no_school_field_clue,pending_double_review,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,pending_manual_pdf_review,pending_hubei_official_review,not_applicable_no_school_field_clue,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,private_field_confirmation_workbench_generated,公开表只保存字段确认状态、证据编号、SHA、bbox、关系状态和门禁；不保存字段记录值、候选值、识别文本、图片路径、院校名、专业名、专业代号或专业组代码。,在私有字段确认工作台补齐PDF原页、湖北官方系统或省招办计划、高校官网或章程的私有字段记录；公开账本只同步状态，不同步记录值。
P0FCONF-4aa1ed646f34beb7,data/working/issue19-field-fact-p0-immediate-review-packet.csv,data/working/issue19-p0-immediate-pdf-crop-evidence-index.csv,data/working/issue19-p0-immediate-three-way-closure-public-ledger.csv,data/working/issue19-p0-immediate-crop-ocr-public-audit.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_field_confirmation_public_ledger,逐专业招生明细,逐专业招生明细×P0字段×字段确认公开状态,false,false,false,false,false,false,false,178,60,M5-多值或双人复核常规核页,双人复核,核PDF原页，必要时对照裁图OCR候选位置,PDF原页人工核页；湖北官方系统或省招办计划核验；双人复核,PDF原页私有记录未完成；湖北官方私有记录未完成；双人复核未完成,专业计划数,M-b491fdd1466fae7a,G-e5c7e2d4fc7b5269,A349,62,right,P0IMMEDIATE-3697d965bface1e8,P0CROPINDEX-8329aa2c99eaff17,P0CLOSURE-4aa1ed646f34beb7,P0CROPOCRAUDIT-e145e28e41b21a58,P0CROP-f2b7465dfcb481a8,82e09042a24c5e813a54ed9228040a0903d2e9839a8f15979ef31809994710ec,a615e8ddf52d5b68abdb433084ec2deec9459fc88fc5e057000592cbfbb50382,x=0.448000-0.957000;y_bottom_origin=0.044924-0.331327,x=747-1595;y=1638-2339,EXEC-04-多值坐标冲突核页,IR-03-多值坐标冲突先核,S6-多值坐标冲突核页,A2-裁图OCR有候选但需人工确认,O4-目标行单一候选,high,C3-中高置信,target_y=0.252525;distance=0.016706,no_machine_reference,no_school_reference,P0C2-多值坐标候选冲突待人工核页,low,R0-无高校官网辅证行,no_b0b1_school_sidecar,,,,,false,false,true,false,false,false,false,true,pending_private_pdf_reading,pending_private_hubei_reading,not_applicable_no_school_field_clue,pending_double_review,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,pending_manual_pdf_review,pending_hubei_official_review,not_applicable_no_school_field_clue,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,private_field_confirmation_workbench_generated,公开表只保存字段确认状态、证据编号、SHA、bbox、关系状态和门禁；不保存字段记录值、候选值、识别文本、图片路径、院校名、专业名、专业代号或专业组代码。,在私有字段确认工作台补齐PDF原页、湖北官方系统或省招办计划、高校官网或章程的私有字段记录；公开账本只同步状态，不同步记录值。
P0FCONF-25d2114e74d9b017,data/working/issue19-field-fact-p0-immediate-review-packet.csv,data/working/issue19-p0-immediate-pdf-crop-evidence-index.csv,data/working/issue19-p0-immediate-three-way-closure-public-ledger.csv,data/working/issue19-p0-immediate-crop-ocr-public-audit.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_field_confirmation_public_ledger,逐专业招生明细,逐专业招生明细×P0字段×字段确认公开状态,false,false,false,false,false,false,false,179,60,M5-多值或双人复核常规核页,双人复核,核PDF原页，必要时对照裁图OCR候选位置,PDF原页人工核页；湖北官方系统或省招办计划核验；双人复核,PDF原页私有记录未完成；湖北官方私有记录未完成；双人复核未完成,专业计划数,M-c107d9963050ac63,G-b717118f49b7dcef,C215,86,right,P0IMMEDIATE-ed470b9233b759c7,P0CROPINDEX-96e2abaab5962e15,P0CLOSURE-25d2114e74d9b017,P0CROPOCRAUDIT-5a889cf78da7949f,P0CROP-9cecb045dbf0eebf,5e89b76820d74e4dddc78738d40774672accf7783dad36b693ea54900fcee4de,de554f635cb3ed9332feead6e75bde074048d9be028d6271232c0636c8fe51e9,x=0.448000-0.957000;y_bottom_origin=0.220750-0.431735,x=747-1595;y=1392-1908,EXEC-04-多值坐标冲突核页,IR-03-多值坐标冲突先核,S6-多值坐标冲突核页,A2-裁图OCR有候选但需人工确认,O2-候选距目标行偏远需人工确认,low,C3-中高置信,target_y=0.544886;distance=0.055889,no_machine_reference,no_school_reference,P0C2-多值坐标候选冲突待人工核页,low,R0-无高校官网辅证行,no_b0b1_school_sidecar,,,,,false,false,true,false,false,false,false,true,pending_private_pdf_reading,pending_private_hubei_reading,not_applicable_no_school_field_clue,pending_double_review,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,pending_manual_pdf_review,pending_hubei_official_review,not_applicable_no_school_field_clue,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,private_field_confirmation_workbench_generated,公开表只保存字段确认状态、证据编号、SHA、bbox、关系状态和门禁；不保存字段记录值、候选值、识别文本、图片路径、院校名、专业名、专业代号或专业组代码。,在私有字段确认工作台补齐PDF原页、湖北官方系统或省招办计划、高校官网或章程的私有字段记录；公开账本只同步状态，不同步记录值。
