官方不可得抽样门禁ID,来源类型,来源账本ID,来源逐专业证据路由ID,来源高校侧辅证刷新账本,来源湖北官方活体复查,来源期号,来源PDF_SHA256,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,是否允许作为志愿推荐依据,是否允许生成学校专业建议,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许写回字段事实,院校代码,院校名称OCR,专业行ID,专业组出现ID,院校专业组代码OCR规范化,页码版面键,来源文件类型集合,官网辅证自动动作,风险等级,抽样分层,抽样策略,是否纳入抽样或100%核验,样本选择原因,样本最低明细数,涉及招生明细数,必核字段,字段差异标记,升级触发器,升级范围,PDF原页核页状态,湖北官方系统或省招办计划核验状态,高校官网或招生章程辅证状态,三方一致性状态,字段事实写回状态,当前用途边界,下一步
SAMPLINGGATE-c7e2a4fb379ac1cf,高校侧辅证刷新任务,SCHOOLREFRESH-7984849787596a4e,,data/working/issue19-stable-foundation-school-source-refresh-public-ledger.csv,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_gates,高校侧任务或低风险抽检专业明细,高校×动作 或 逐专业抽检样本,false,false,false,false,false,false,false,F902,江苏理工学院,,,,,部分来源待结构化,C7-官网源未匹配专业需人工确认专业名,R3-high,S1-专业名匹配人工确认,100%人工核验,true,官网未匹配专业名或限定词，必须确认专业归属和组内边界。,3,3,专业名；专业计划数；学费；再选科目；校区/学制/备注；特殊限制,官网专业未匹配；官网计划源待补强,计划数冲突；关键限定词缺失；物理/历史未拆；非2026湖北物理普通本科来源；同组家庭不可接受专业；抽检失败,同页列100%；同一学校出现2个失败则同校100%；同一专业组失败则整组100%,pending_manual_pdf_review,pending_hubei_official_review,pending_school_evidence_refresh_or_review,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,只用于官方不可得时的double-check、抽样和升级派单；不能作为最终志愿依据。,人工比对专业名称限定词、专业代码和同页上下文，再回PDF原页和湖北官方侧确认是否同一专业。
SAMPLINGGATE-85f4ac976ae79902,高校侧辅证刷新任务,SCHOOLREFRESH-835c5a20c560dd7d,,data/working/issue19-stable-foundation-school-source-refresh-public-ledger.csv,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_gates,高校侧任务或低风险抽检专业明细,高校×动作 或 逐专业抽检样本,false,false,false,false,false,false,false,H450,山东工商学院,,,,,部分来源待结构化,C7-官网源未匹配专业需人工确认专业名,R3-high,S1-专业名匹配人工确认,100%人工核验,true,官网未匹配专业名或限定词，必须确认专业归属和组内边界。,1,1,专业名；专业计划数；学费；再选科目；校区/学制/备注；特殊限制,官网专业未匹配；官网计划源待补强,计划数冲突；关键限定词缺失；物理/历史未拆；非2026湖北物理普通本科来源；同组家庭不可接受专业；抽检失败,同页列100%；同一学校出现2个失败则同校100%；同一专业组失败则整组100%,pending_manual_pdf_review,pending_hubei_official_review,pending_school_evidence_refresh_or_review,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,只用于官方不可得时的double-check、抽样和升级派单；不能作为最终志愿依据。,人工比对专业名称限定词、专业代码和同页上下文，再回PDF原页和湖北官方侧确认是否同一专业。
SAMPLINGGATE-236f562263ac383e,高校侧辅证刷新任务,SCHOOLREFRESH-2529d359a7f2d288,,data/working/issue19-stable-foundation-school-source-refresh-public-ledger.csv,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_gates,高校侧任务或低风险抽检专业明细,高校×动作 或 逐专业抽检样本,false,false,false,false,false,false,false,H945,南宁学院,,,,,部分来源待结构化,C7-官网源未匹配专业需人工确认专业名,R3-high,S1-专业名匹配人工确认,100%人工核验,true,官网未匹配专业名或限定词，必须确认专业归属和组内边界。,1,1,专业名；专业计划数；学费；再选科目；校区/学制/备注；特殊限制,官网专业未匹配；官网计划源待补强,计划数冲突；关键限定词缺失；物理/历史未拆；非2026湖北物理普通本科来源；同组家庭不可接受专业；抽检失败,同页列100%；同一学校出现2个失败则同校100%；同一专业组失败则整组100%,pending_manual_pdf_review,pending_hubei_official_review,pending_school_evidence_refresh_or_review,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,只用于官方不可得时的double-check、抽样和升级派单；不能作为最终志愿依据。,人工比对专业名称限定词、专业代码和同页上下文，再回PDF原页和湖北官方侧确认是否同一专业。
SAMPLINGGATE-c4446b23779a76e9,高校侧辅证刷新任务,SCHOOLREFRESH-c30414a74151d2bd,,data/working/issue19-stable-foundation-school-source-refresh-public-ledger.csv,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_gates,高校侧任务或低风险抽检专业明细,高校×动作 或 逐专业抽检样本,false,false,false,false,false,false,false,K153,成都信息工程大学,,,,,部分来源待结构化,C7-官网源未匹配专业需人工确认专业名,R3-high,S1-专业名匹配人工确认,100%人工核验,true,官网未匹配专业名或限定词，必须确认专业归属和组内边界。,3,3,专业名；专业计划数；学费；再选科目；校区/学制/备注；特殊限制,官网专业未匹配；官网计划源待补强,计划数冲突；关键限定词缺失；物理/历史未拆；非2026湖北物理普通本科来源；同组家庭不可接受专业；抽检失败,同页列100%；同一学校出现2个失败则同校100%；同一专业组失败则整组100%,pending_manual_pdf_review,pending_hubei_official_review,pending_school_evidence_refresh_or_review,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,只用于官方不可得时的double-check、抽样和升级派单；不能作为最终志愿依据。,人工比对专业名称限定词、专业代码和同页上下文，再回PDF原页和湖北官方侧确认是否同一专业。
SAMPLINGGATE-9a66d9aa58f48f61,高校侧辅证刷新任务,SCHOOLREFRESH-bf91fc200e0f7e70,,data/working/issue19-stable-foundation-school-source-refresh-public-ledger.csv,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_gates,高校侧任务或低风险抽检专业明细,高校×动作 或 逐专业抽检样本,false,false,false,false,false,false,false,K485,西安财经大学,,,,,部分来源待结构化,C7-官网源未匹配专业需人工确认专业名,R3-high,S1-专业名匹配人工确认,100%人工核验,true,官网未匹配专业名或限定词，必须确认专业归属和组内边界。,1,1,专业名；专业计划数；学费；再选科目；校区/学制/备注；特殊限制,官网计划源待补强,计划数冲突；关键限定词缺失；物理/历史未拆；非2026湖北物理普通本科来源；同组家庭不可接受专业；抽检失败,同页列100%；同一学校出现2个失败则同校100%；同一专业组失败则整组100%,pending_manual_pdf_review,pending_hubei_official_review,pending_school_evidence_refresh_or_review,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,只用于官方不可得时的double-check、抽样和升级派单；不能作为最终志愿依据。,人工比对专业名称限定词、专业代码和同页上下文，再回PDF原页和湖北官方侧确认是否同一专业。
SAMPLINGGATE-3d3c8b34de499946,高校侧辅证刷新任务,SCHOOLREFRESH-f66d60e16d8b21a9,,data/working/issue19-stable-foundation-school-source-refresh-public-ledger.csv,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_gates,高校侧任务或低风险抽检专业明细,高校×动作 或 逐专业抽检样本,false,false,false,false,false,false,false,K753,喀什大学,,,,,部分来源待结构化,C7-官网源未匹配专业需人工确认专业名,R3-high,S1-专业名匹配人工确认,100%人工核验,true,官网未匹配专业名或限定词，必须确认专业归属和组内边界。,2,2,专业名；专业计划数；学费；再选科目；校区/学制/备注；特殊限制,官网专业未匹配；官网计划源待补强,计划数冲突；关键限定词缺失；物理/历史未拆；非2026湖北物理普通本科来源；同组家庭不可接受专业；抽检失败,同页列100%；同一学校出现2个失败则同校100%；同一专业组失败则整组100%,pending_manual_pdf_review,pending_hubei_official_review,pending_school_evidence_refresh_or_review,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,只用于官方不可得时的double-check、抽样和升级派单；不能作为最终志愿依据。,人工比对专业名称限定词、专业代码和同页上下文，再回PDF原页和湖北官方侧确认是否同一专业。
SAMPLINGGATE-ccb1b98b976f8256,高校侧辅证刷新任务,SCHOOLREFRESH-3e5575407e9960c4,,data/working/issue19-stable-foundation-school-source-refresh-public-ledger.csv,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_gates,高校侧任务或低风险抽检专业明细,高校×动作 或 逐专业抽检样本,false,false,false,false,false,false,false,A022,北京林业大学,,,,,部分来源待结构化,C4-已有部分来源需补结构化或补湖北行,R2-medium,S2-高校官网来源结构化刷新,自动结构化刷新后人工抽检,false,先自动复跑高校来源并产出字段级 diff，异常再人工升级。,0,28,专业名；专业计划数；学费；再选科目；校区/学制/备注；特殊限制,官网计划源待补强,计划数冲突；关键限定词缺失；物理/历史未拆；非2026湖北物理普通本科来源；同组家庭不可接受专业；抽检失败,同页列100%；同一学校出现2个失败则同校100%；同一专业组失败则整组100%,pending_manual_pdf_review,pending_hubei_official_review,pending_school_evidence_refresh_or_review,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,只用于官方不可得时的double-check、抽样和升级派单；不能作为最终志愿依据。,先从高校官网入口补湖北2026物理普通批来源，再回PDF原页和湖北官方侧确认。
SAMPLINGGATE-6268b126515d3073,高校侧辅证刷新任务,SCHOOLREFRESH-ffff6976b2f1b377,,data/working/issue19-stable-foundation-school-source-refresh-public-ledger.csv,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_gates,高校侧任务或低风险抽检专业明细,高校×动作 或 逐专业抽检样本,false,false,false,false,false,false,false,A032,北京语言大学,,,,,部分来源待结构化,C4-已有部分来源需补结构化或补湖北行,R2-medium,S2-高校官网来源结构化刷新,自动结构化刷新后人工抽检,false,先自动复跑高校来源并产出字段级 diff，异常再人工升级。,0,11,专业名；专业计划数；学费；再选科目；校区/学制/备注；特殊限制,官网计划源待补强,计划数冲突；关键限定词缺失；物理/历史未拆；非2026湖北物理普通本科来源；同组家庭不可接受专业；抽检失败,同页列100%；同一学校出现2个失败则同校100%；同一专业组失败则整组100%,pending_manual_pdf_review,pending_hubei_official_review,pending_school_evidence_refresh_or_review,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,只用于官方不可得时的double-check、抽样和升级派单；不能作为最终志愿依据。,先从高校官网入口补湖北2026物理普通批来源，再回PDF原页和湖北官方侧确认。
SAMPLINGGATE-67bc35399b986b9c,高校侧辅证刷新任务,SCHOOLREFRESH-2b99974a6ff55bbf,,data/working/issue19-stable-foundation-school-source-refresh-public-ledger.csv,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_gates,高校侧任务或低风险抽检专业明细,高校×动作 或 逐专业抽检样本,false,false,false,false,false,false,false,A033,中国传媒大学,,,,,未留存来源文件,C4-已有部分来源需补结构化或补湖北行,R2-medium,S2-高校官网来源结构化刷新,自动结构化刷新后人工抽检,false,先自动复跑高校来源并产出字段级 diff，异常再人工升级。,0,10,专业名；专业计划数；学费；再选科目；校区/学制/备注；特殊限制,,计划数冲突；关键限定词缺失；物理/历史未拆；非2026湖北物理普通本科来源；同组家庭不可接受专业；抽检失败,同页列100%；同一学校出现2个失败则同校100%；同一专业组失败则整组100%,pending_manual_pdf_review,pending_hubei_official_review,pending_school_evidence_refresh_or_review,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,只用于官方不可得时的double-check、抽样和升级派单；不能作为最终志愿依据。,先从高校官网入口补湖北2026物理普通批来源，再回PDF原页和湖北官方侧确认。
SAMPLINGGATE-304c67860b5d4092,高校侧辅证刷新任务,SCHOOLREFRESH-b77bf47f41683229,,data/working/issue19-stable-foundation-school-source-refresh-public-ledger.csv,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_gates,高校侧任务或低风险抽检专业明细,高校×动作 或 逐专业抽检样本,false,false,false,false,false,false,false,A135,山东大学,,,,,未留存来源文件,C4-已有部分来源需补结构化或补湖北行,R2-medium,S2-高校官网来源结构化刷新,自动结构化刷新后人工抽检,false,先自动复跑高校来源并产出字段级 diff，异常再人工升级。,0,13,专业名；专业计划数；学费；再选科目；校区/学制/备注；特殊限制,,计划数冲突；关键限定词缺失；物理/历史未拆；非2026湖北物理普通本科来源；同组家庭不可接受专业；抽检失败,同页列100%；同一学校出现2个失败则同校100%；同一专业组失败则整组100%,pending_manual_pdf_review,pending_hubei_official_review,pending_school_evidence_refresh_or_review,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,只用于官方不可得时的double-check、抽样和升级派单；不能作为最终志愿依据。,先从高校官网入口补湖北2026物理普通批来源，再回PDF原页和湖北官方侧确认。
SAMPLINGGATE-fea77d8f59bb6e65,高校侧辅证刷新任务,SCHOOLREFRESH-1c97f6ee3624a3bb,,data/working/issue19-stable-foundation-school-source-refresh-public-ledger.csv,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_gates,高校侧任务或低风险抽检专业明细,高校×动作 或 逐专业抽检样本,false,false,false,false,false,false,false,A195,兰州大学,,,,,未留存来源文件,C4-已有部分来源需补结构化或补湖北行,R2-medium,S2-高校官网来源结构化刷新,自动结构化刷新后人工抽检,false,先自动复跑高校来源并产出字段级 diff，异常再人工升级。,0,46,专业名；专业计划数；学费；再选科目；校区/学制/备注；特殊限制,,计划数冲突；关键限定词缺失；物理/历史未拆；非2026湖北物理普通本科来源；同组家庭不可接受专业；抽检失败,同页列100%；同一学校出现2个失败则同校100%；同一专业组失败则整组100%,pending_manual_pdf_review,pending_hubei_official_review,pending_school_evidence_refresh_or_review,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,只用于官方不可得时的double-check、抽样和升级派单；不能作为最终志愿依据。,先从高校官网入口补湖北2026物理普通批来源，再回PDF原页和湖北官方侧确认。
SAMPLINGGATE-402ae172e9fa73b6,高校侧辅证刷新任务,SCHOOLREFRESH-7d00d0898b0c0031,,data/working/issue19-stable-foundation-school-source-refresh-public-ledger.csv,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_gates,高校侧任务或低风险抽检专业明细,高校×动作 或 逐专业抽检样本,false,false,false,false,false,false,false,A197,西北民族大学,,,,,未留存来源文件,C4-已有部分来源需补结构化或补湖北行,R2-medium,S2-高校官网来源结构化刷新,自动结构化刷新后人工抽检,false,先自动复跑高校来源并产出字段级 diff，异常再人工升级。,0,27,专业名；专业计划数；学费；再选科目；校区/学制/备注；特殊限制,,计划数冲突；关键限定词缺失；物理/历史未拆；非2026湖北物理普通本科来源；同组家庭不可接受专业；抽检失败,同页列100%；同一学校出现2个失败则同校100%；同一专业组失败则整组100%,pending_manual_pdf_review,pending_hubei_official_review,pending_school_evidence_refresh_or_review,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,只用于官方不可得时的double-check、抽样和升级派单；不能作为最终志愿依据。,先从高校官网入口补湖北2026物理普通批来源，再回PDF原页和湖北官方侧确认。
SAMPLINGGATE-15d69feccd820a54,高校侧辅证刷新任务,SCHOOLREFRESH-3842dcb5f9cebe57,,data/working/issue19-stable-foundation-school-source-refresh-public-ledger.csv,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_gates,高校侧任务或低风险抽检专业明细,高校×动作 或 逐专业抽检样本,false,false,false,false,false,false,false,C108,江汉大学,,,,,部分来源待结构化,C4-已有部分来源需补结构化或补湖北行,R2-medium,S2-高校官网来源结构化刷新,自动结构化刷新后人工抽检,false,先自动复跑高校来源并产出字段级 diff，异常再人工升级。,0,53,专业名；专业计划数；学费；再选科目；校区/学制/备注；特殊限制,官网计划源待补强,计划数冲突；关键限定词缺失；物理/历史未拆；非2026湖北物理普通本科来源；同组家庭不可接受专业；抽检失败,同页列100%；同一学校出现2个失败则同校100%；同一专业组失败则整组100%,pending_manual_pdf_review,pending_hubei_official_review,pending_school_evidence_refresh_or_review,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,只用于官方不可得时的double-check、抽样和升级派单；不能作为最终志愿依据。,先从高校官网入口补湖北2026物理普通批来源，再回PDF原页和湖北官方侧确认。
SAMPLINGGATE-9d05a438c8df008a,高校侧辅证刷新任务,SCHOOLREFRESH-9ef8785e3f59bf74,,data/working/issue19-stable-foundation-school-source-refresh-public-ledger.csv,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_gates,高校侧任务或低风险抽检专业明细,高校×动作 或 逐专业抽检样本,false,false,false,false,false,false,false,F099,天津外国语大学,,,,,未留存来源文件,C4-已有部分来源需补结构化或补湖北行,R2-medium,S2-高校官网来源结构化刷新,自动结构化刷新后人工抽检,false,先自动复跑高校来源并产出字段级 diff，异常再人工升级。,0,12,专业名；专业计划数；学费；再选科目；校区/学制/备注；特殊限制,,计划数冲突；关键限定词缺失；物理/历史未拆；非2026湖北物理普通本科来源；同组家庭不可接受专业；抽检失败,同页列100%；同一学校出现2个失败则同校100%；同一专业组失败则整组100%,pending_manual_pdf_review,pending_hubei_official_review,pending_school_evidence_refresh_or_review,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,只用于官方不可得时的double-check、抽样和升级派单；不能作为最终志愿依据。,先从高校官网入口补湖北2026物理普通批来源，再回PDF原页和湖北官方侧确认。
SAMPLINGGATE-79852d1dbaad5e88,高校侧辅证刷新任务,SCHOOLREFRESH-36f6ae993b75818c,,data/working/issue19-stable-foundation-school-source-refresh-public-ledger.csv,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_gates,高校侧任务或低风险抽检专业明细,高校×动作 或 逐专业抽检样本,false,false,false,false,false,false,false,F305,忻州师范学院,,,,,部分来源待结构化,C4-已有部分来源需补结构化或补湖北行,R2-medium,S2-高校官网来源结构化刷新,自动结构化刷新后人工抽检,false,先自动复跑高校来源并产出字段级 diff，异常再人工升级。,0,8,专业名；专业计划数；学费；再选科目；校区/学制/备注；特殊限制,官网计划源待补强,计划数冲突；关键限定词缺失；物理/历史未拆；非2026湖北物理普通本科来源；同组家庭不可接受专业；抽检失败,同页列100%；同一学校出现2个失败则同校100%；同一专业组失败则整组100%,pending_manual_pdf_review,pending_hubei_official_review,pending_school_evidence_refresh_or_review,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,只用于官方不可得时的double-check、抽样和升级派单；不能作为最终志愿依据。,先从高校官网入口补湖北2026物理普通批来源，再回PDF原页和湖北官方侧确认。
SAMPLINGGATE-7bc33ffe45145485,高校侧辅证刷新任务,SCHOOLREFRESH-c89a684a379363ca,,data/working/issue19-stable-foundation-school-source-refresh-public-ledger.csv,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_gates,高校侧任务或低风险抽检专业明细,高校×动作 或 逐专业抽检样本,false,false,false,false,false,false,false,F902,江苏理工学院,,,,,部分来源待结构化,C4-已有部分来源需补结构化或补湖北行,R2-medium,S2-高校官网来源结构化刷新,自动结构化刷新后人工抽检,false,先自动复跑高校来源并产出字段级 diff，异常再人工升级。,0,2,专业名；专业计划数；学费；再选科目；校区/学制/备注；特殊限制,官网计划源待补强,计划数冲突；关键限定词缺失；物理/历史未拆；非2026湖北物理普通本科来源；同组家庭不可接受专业；抽检失败,同页列100%；同一学校出现2个失败则同校100%；同一专业组失败则整组100%,pending_manual_pdf_review,pending_hubei_official_review,pending_school_evidence_refresh_or_review,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,只用于官方不可得时的double-check、抽样和升级派单；不能作为最终志愿依据。,先从高校官网入口补湖北2026物理普通批来源，再回PDF原页和湖北官方侧确认。
SAMPLINGGATE-a028fbd71a197c55,高校侧辅证刷新任务,SCHOOLREFRESH-35b583747a6aaa57,,data/working/issue19-stable-foundation-school-source-refresh-public-ledger.csv,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_gates,高校侧任务或低风险抽检专业明细,高校×动作 或 逐专业抽检样本,false,false,false,false,false,false,false,H001,杭州电子科技大学,,,,,部分来源待结构化,C4-已有部分来源需补结构化或补湖北行,R2-medium,S2-高校官网来源结构化刷新,自动结构化刷新后人工抽检,false,先自动复跑高校来源并产出字段级 diff，异常再人工升级。,0,9,专业名；专业计划数；学费；再选科目；校区/学制/备注；特殊限制,官网计划源待补强,计划数冲突；关键限定词缺失；物理/历史未拆；非2026湖北物理普通本科来源；同组家庭不可接受专业；抽检失败,同页列100%；同一学校出现2个失败则同校100%；同一专业组失败则整组100%,pending_manual_pdf_review,pending_hubei_official_review,pending_school_evidence_refresh_or_review,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,只用于官方不可得时的double-check、抽样和升级派单；不能作为最终志愿依据。,先从高校官网入口补湖北2026物理普通批来源，再回PDF原页和湖北官方侧确认。
SAMPLINGGATE-5766b6b38885d68a,高校侧辅证刷新任务,SCHOOLREFRESH-e39eef6215c6bdfd,,data/working/issue19-stable-foundation-school-source-refresh-public-ledger.csv,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_gates,高校侧任务或低风险抽检专业明细,高校×动作 或 逐专业抽检样本,false,false,false,false,false,false,false,H439,山东财经大学,,,,,部分来源待结构化,C4-已有部分来源需补结构化或补湖北行,R2-medium,S2-高校官网来源结构化刷新,自动结构化刷新后人工抽检,false,先自动复跑高校来源并产出字段级 diff，异常再人工升级。,0,14,专业名；专业计划数；学费；再选科目；校区/学制/备注；特殊限制,官网计划源待补强,计划数冲突；关键限定词缺失；物理/历史未拆；非2026湖北物理普通本科来源；同组家庭不可接受专业；抽检失败,同页列100%；同一学校出现2个失败则同校100%；同一专业组失败则整组100%,pending_manual_pdf_review,pending_hubei_official_review,pending_school_evidence_refresh_or_review,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,只用于官方不可得时的double-check、抽样和升级派单；不能作为最终志愿依据。,先从高校官网入口补湖北2026物理普通批来源，再回PDF原页和湖北官方侧确认。
SAMPLINGGATE-f0d54be3cc991f45,高校侧辅证刷新任务,SCHOOLREFRESH-cab877306bfff206,,data/working/issue19-stable-foundation-school-source-refresh-public-ledger.csv,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_gates,高校侧任务或低风险抽检专业明细,高校×动作 或 逐专业抽检样本,false,false,false,false,false,false,false,H450,山东工商学院,,,,,部分来源待结构化,C4-已有部分来源需补结构化或补湖北行,R2-medium,S2-高校官网来源结构化刷新,自动结构化刷新后人工抽检,false,先自动复跑高校来源并产出字段级 diff，异常再人工升级。,0,19,专业名；专业计划数；学费；再选科目；校区/学制/备注；特殊限制,官网计划源待补强,计划数冲突；关键限定词缺失；物理/历史未拆；非2026湖北物理普通本科来源；同组家庭不可接受专业；抽检失败,同页列100%；同一学校出现2个失败则同校100%；同一专业组失败则整组100%,pending_manual_pdf_review,pending_hubei_official_review,pending_school_evidence_refresh_or_review,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,只用于官方不可得时的double-check、抽样和升级派单；不能作为最终志愿依据。,先从高校官网入口补湖北2026物理普通批来源，再回PDF原页和湖北官方侧确认。
SAMPLINGGATE-1fb99dee5febae2b,高校侧辅证刷新任务,SCHOOLREFRESH-ba66b7e2cdc31adc,,data/working/issue19-stable-foundation-school-source-refresh-public-ledger.csv,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_gates,高校侧任务或低风险抽检专业明细,高校×动作 或 逐专业抽检样本,false,false,false,false,false,false,false,H945,南宁学院,,,,,部分来源待结构化,C4-已有部分来源需补结构化或补湖北行,R2-medium,S2-高校官网来源结构化刷新,自动结构化刷新后人工抽检,false,先自动复跑高校来源并产出字段级 diff，异常再人工升级。,0,15,专业名；专业计划数；学费；再选科目；校区/学制/备注；特殊限制,官网计划源待补强,计划数冲突；关键限定词缺失；物理/历史未拆；非2026湖北物理普通本科来源；同组家庭不可接受专业；抽检失败,同页列100%；同一学校出现2个失败则同校100%；同一专业组失败则整组100%,pending_manual_pdf_review,pending_hubei_official_review,pending_school_evidence_refresh_or_review,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,只用于官方不可得时的double-check、抽样和升级派单；不能作为最终志愿依据。,先从高校官网入口补湖北2026物理普通批来源，再回PDF原页和湖北官方侧确认。
