稳定基座自动交叉核验任务ID,来源稳定基座逐专业筛选视图,来源逐专业证据路由表,来源B0B1高校官网证据旁挂表,来源B0B1公开官网差异账,来源湖北官方公开入口状态快照,来源期号,来源PDF_SHA256,数据阶段,主表粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,专业行ID,专业组出现ID,院校代码,院校名称OCR,院校专业组代码OCR规范化,来源页码,版面列,专业组内专业序号,专业代号OCR,专业名称及备注短摘,OCR专业计划数候选,OCR学费候选,OCR再选科目候选,稳定筛选机器线索等级,稳定筛选下一步,人工核验优先级,人工核验强度,自动官网核验可执行性,官网证据强度,官网证据说明,官网来源状态,官网证据匹配状态,计划数核验状态,差异字段集合,疑似OCR把学费读入计划数,最佳官网来源文件,最佳官网专业名称,最佳官网专业代号,最佳官网计划数,最佳官网学费,最佳官网选科,专业名称匹配方式,专业名称匹配分,官网辅证自动动作,闭环优先级,人工升级原因,PDF原页核页状态,湖北官方系统核验状态,官网辅证状态,字段写回状态,公开安全策略,下一步
STABLEAUTO-9052705a0866f3dd,data/working/issue19-stable-foundation-major-screening-view.csv,data/working/issue19-major-evidence-level-routing.csv,data/working/issue19-b0-b1-official-evidence-by-major-line.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_auto_official_crosscheck_workbench,逐专业招生明细×高校官网辅证,false,false,false,false,false,false,false,M-1bbbe2820d43911a,G-70bed6b16a9d61a3,C108,江汉大学,C10813,70,left,2,79,材料成型及控制工程（模具数字设计）,45,4000,,M4-字段缺口先补,先自动复跑/结构化高校官网来源，再人工确认冲突字段。,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,A2-已有部分高校来源需补结构化,partial_source,已有部分官网线索但不足以逐专业匹配。,has_partial_source_needs_followup,,pending_original_pdf_and_hubei_official_review,官网计划源待补强,false,,,,,,,,,C4-已有部分来源需补结构化或补湖北行,05-P1补结构化,高校官网只作辅证仍需PDF原页和湖北官方闭环,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,blocked_until_pdf_hubei_official_review,公开表只保存OCR候选、官网辅证、状态和来源文件相对路径；不保存私有OCR原文、截图路径、登录态或人工确认值。,C4-已有部分来源需补结构化或补湖北行；必须回到PDF原页和湖北官方系统/省招办计划核验，高校官网不得替代湖北官方计划。
STABLEAUTO-9b2e3496bb132105,data/working/issue19-stable-foundation-major-screening-view.csv,data/working/issue19-major-evidence-level-routing.csv,data/working/issue19-b0-b1-official-evidence-by-major-line.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_auto_official_crosscheck_workbench,逐专业招生明细×高校官网辅证,false,false,false,false,false,false,false,M-1c14e2af80575946,G-75800fe3c77e6641,C108,江汉大学,C10812,70,left,3,71,柔性电子学,27,5200,,M4-字段缺口先补,先自动复跑/结构化高校官网来源，再人工确认冲突字段。,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,A2-已有部分高校来源需补结构化,partial_source,已有部分官网线索但不足以逐专业匹配。,has_partial_source_needs_followup,,pending_original_pdf_and_hubei_official_review,官网计划源待补强,false,,,,,,,,,C4-已有部分来源需补结构化或补湖北行,05-P1补结构化,高校官网只作辅证仍需PDF原页和湖北官方闭环,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,blocked_until_pdf_hubei_official_review,公开表只保存OCR候选、官网辅证、状态和来源文件相对路径；不保存私有OCR原文、截图路径、登录态或人工确认值。,C4-已有部分来源需补结构化或补湖北行；必须回到PDF原页和湖北官方系统/省招办计划核验，高校官网不得替代湖北官方计划。
STABLEAUTO-c11f40e853fde908,data/working/issue19-stable-foundation-major-screening-view.csv,data/working/issue19-major-evidence-level-routing.csv,data/working/issue19-b0-b1-official-evidence-by-major-line.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_auto_official_crosscheck_workbench,逐专业招生明细×高校官网辅证,false,false,false,false,false,false,false,M-2067b63b4dccfe90,G-c59233d51aa5071a,C108,江汉大学,C10814,70,left,3,86,临床医学（学制：五年）,136,5200,,M0-家庭底线或属性风险先排除,先核公办/民办/合作办学、费用和家庭底线；默认不进入主方案。,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,A2-已有部分高校来源需补结构化,partial_source,已有部分官网线索但不足以逐专业匹配。,has_partial_source_needs_followup,,pending_original_pdf_and_hubei_official_review,官网计划源待补强,false,,,,,,,,,C4-已有部分来源需补结构化或补湖北行,05-P1补结构化,高校官网只作辅证仍需PDF原页和湖北官方闭环,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,blocked_until_pdf_hubei_official_review,公开表只保存OCR候选、官网辅证、状态和来源文件相对路径；不保存私有OCR原文、截图路径、登录态或人工确认值。,C4-已有部分来源需补结构化或补湖北行；必须回到PDF原页和湖北官方系统/省招办计划核验，高校官网不得替代湖北官方计划。
STABLEAUTO-34a81b7610b59a69,data/working/issue19-stable-foundation-major-screening-view.csv,data/working/issue19-major-evidence-level-routing.csv,data/working/issue19-b0-b1-official-evidence-by-major-line.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_auto_official_crosscheck_workbench,逐专业招生明细×高校官网辅证,false,false,false,false,false,false,false,M-2eb2032b03c46371,G-70bed6b16a9d61a3,C108,江汉大学,C10813,70,left,1,78,机械设计制造及其自动化,13,5200,［化学,M3-常规留存但不可定案,先自动复跑/结构化高校官网来源，再人工确认冲突字段。,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,A2-已有部分高校来源需补结构化,partial_source,已有部分官网线索但不足以逐专业匹配。,has_partial_source_needs_followup,,pending_original_pdf_and_hubei_official_review,官网计划源待补强,false,,,,,,,,,C4-已有部分来源需补结构化或补湖北行,05-P1补结构化,高校官网只作辅证仍需PDF原页和湖北官方闭环,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,blocked_until_pdf_hubei_official_review,公开表只保存OCR候选、官网辅证、状态和来源文件相对路径；不保存私有OCR原文、截图路径、登录态或人工确认值。,C4-已有部分来源需补结构化或补湖北行；必须回到PDF原页和湖北官方系统/省招办计划核验，高校官网不得替代湖北官方计划。
STABLEAUTO-752b703717802889,data/working/issue19-stable-foundation-major-screening-view.csv,data/working/issue19-major-evidence-level-routing.csv,data/working/issue19-b0-b1-official-evidence-by-major-line.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_auto_official_crosscheck_workbench,逐专业招生明细×高校官网辅证,false,false,false,false,false,false,false,M-2f2ec00530db3380,G-f2cffc4ab85bdc48,C108,江汉大学,C10818,70,left,3,99,会计学（面向武汉）,31,4000,,M4-字段缺口先补,先自动复跑/结构化高校官网来源，再人工确认冲突字段。,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,A2-已有部分高校来源需补结构化,partial_source,已有部分官网线索但不足以逐专业匹配。,has_partial_source_needs_followup,,,官网计划源待补强,false,,,,,,,,,C4-已有部分来源需补结构化或补湖北行,05-P1补结构化,高校官网只作辅证仍需PDF原页和湖北官方闭环,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,blocked_until_pdf_hubei_official_review,公开表只保存OCR候选、官网辅证、状态和来源文件相对路径；不保存私有OCR原文、截图路径、登录态或人工确认值。,C4-已有部分来源需补结构化或补湖北行；必须回到PDF原页和湖北官方系统/省招办计划核验，高校官网不得替代湖北官方计划。
STABLEAUTO-f942f1dd98909903,data/working/issue19-stable-foundation-major-screening-view.csv,data/working/issue19-major-evidence-level-routing.csv,data/working/issue19-b0-b1-official-evidence-by-major-line.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_auto_official_crosscheck_workbench,逐专业招生明细×高校官网辅证,false,false,false,false,false,false,false,M-33fd60126319d2e3,G-ac06627d5c6676be,C108,江汉大学,C10819,70,left,8,A8,英语（数智语言应用：要求高考外语单科成绩不得低于110分（满分150分）；外语语种：英语；面向武汉）,,5200,,M4-字段缺口先补,先自动复跑/结构化高校官网来源，再人工确认冲突字段。,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,A2-已有部分高校来源需补结构化,partial_source,已有部分官网线索但不足以逐专业匹配。,has_partial_source_needs_followup,,pending_original_pdf_and_hubei_official_review,官网计划源待补强,false,,,,,,,,,C4-已有部分来源需补结构化或补湖北行,05-P1补结构化,高校官网只作辅证仍需PDF原页和湖北官方闭环,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,blocked_until_pdf_hubei_official_review,公开表只保存OCR候选、官网辅证、状态和来源文件相对路径；不保存私有OCR原文、截图路径、登录态或人工确认值。,C4-已有部分来源需补结构化或补湖北行；必须回到PDF原页和湖北官方系统/省招办计划核验，高校官网不得替代湖北官方计划。
STABLEAUTO-8a1e547c4157060c,data/working/issue19-stable-foundation-major-screening-view.csv,data/working/issue19-major-evidence-level-routing.csv,data/working/issue19-b0-b1-official-evidence-by-major-line.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_auto_official_crosscheck_workbench,逐专业招生明细×高校官网辅证,false,false,false,false,false,false,false,M-451475c8db8de54e,G-75800fe3c77e6641,C108,江汉大学,C10812,70,left,9,77,化学工程与工艺（精细爆破）,20,4000,,M4-字段缺口先补,先自动复跑/结构化高校官网来源，再人工确认冲突字段。,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,A2-已有部分高校来源需补结构化,partial_source,已有部分官网线索但不足以逐专业匹配。,has_partial_source_needs_followup,,pending_original_pdf_and_hubei_official_review,官网计划源待补强,false,,,,,,,,,C4-已有部分来源需补结构化或补湖北行,05-P1补结构化,高校官网只作辅证仍需PDF原页和湖北官方闭环,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,blocked_until_pdf_hubei_official_review,公开表只保存OCR候选、官网辅证、状态和来源文件相对路径；不保存私有OCR原文、截图路径、登录态或人工确认值。,C4-已有部分来源需补结构化或补湖北行；必须回到PDF原页和湖北官方系统/省招办计划核验，高校官网不得替代湖北官方计划。
STABLEAUTO-cd2931127584b501,data/working/issue19-stable-foundation-major-screening-view.csv,data/working/issue19-major-evidence-level-routing.csv,data/working/issue19-b0-b1-official-evidence-by-major-line.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_auto_official_crosscheck_workbench,逐专业招生明细×高校官网辅证,false,false,false,false,false,false,false,M-4598e06c948cee94,G-75800fe3c77e6641,C108,江汉大学,C10812,70,left,6,74,食品质量与安全,65,4000,,M4-字段缺口先补,先自动复跑/结构化高校官网来源，再人工确认冲突字段。,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,A2-已有部分高校来源需补结构化,partial_source,已有部分官网线索但不足以逐专业匹配。,has_partial_source_needs_followup,,pending_original_pdf_and_hubei_official_review,官网计划源待补强,false,,,,,,,,,C4-已有部分来源需补结构化或补湖北行,05-P1补结构化,高校官网只作辅证仍需PDF原页和湖北官方闭环,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,blocked_until_pdf_hubei_official_review,公开表只保存OCR候选、官网辅证、状态和来源文件相对路径；不保存私有OCR原文、截图路径、登录态或人工确认值。,C4-已有部分来源需补结构化或补湖北行；必须回到PDF原页和湖北官方系统/省招办计划核验，高校官网不得替代湖北官方计划。
STABLEAUTO-235bc4da3ba1abbe,data/working/issue19-stable-foundation-major-screening-view.csv,data/working/issue19-major-evidence-level-routing.csv,data/working/issue19-b0-b1-official-evidence-by-major-line.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_auto_official_crosscheck_workbench,逐专业招生明细×高校官网辅证,false,false,false,false,false,false,false,M-4cccf488cfae216e,G-70bed6b16a9d61a3,C108,江汉大学,C10813,70,left,6,83,自动化,13,5200,,M4-字段缺口先补,先自动复跑/结构化高校官网来源，再人工确认冲突字段。,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,A2-已有部分高校来源需补结构化,partial_source,已有部分官网线索但不足以逐专业匹配。,has_partial_source_needs_followup,,pending_original_pdf_and_hubei_official_review,官网计划源待补强,false,,,,,,,,,C4-已有部分来源需补结构化或补湖北行,05-P1补结构化,高校官网只作辅证仍需PDF原页和湖北官方闭环,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,blocked_until_pdf_hubei_official_review,公开表只保存OCR候选、官网辅证、状态和来源文件相对路径；不保存私有OCR原文、截图路径、登录态或人工确认值。,C4-已有部分来源需补结构化或补湖北行；必须回到PDF原页和湖北官方系统/省招办计划核验，高校官网不得替代湖北官方计划。
STABLEAUTO-294989085a47638c,data/working/issue19-stable-foundation-major-screening-view.csv,data/working/issue19-major-evidence-level-routing.csv,data/working/issue19-b0-b1-official-evidence-by-major-line.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_auto_official_crosscheck_workbench,逐专业招生明细×高校官网辅证,false,false,false,false,false,false,false,M-5b563b94df78325f,G-c59233d51aa5071a,C108,江汉大学,C10814,70,left,4,88,医学影像技术,49,5200,,M0-家庭底线或属性风险先排除,先核公办/民办/合作办学、费用和家庭底线；默认不进入主方案。,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,A2-已有部分高校来源需补结构化,partial_source,已有部分官网线索但不足以逐专业匹配。,has_partial_source_needs_followup,,pending_original_pdf_and_hubei_official_review,官网计划源待补强,false,,,,,,,,,C4-已有部分来源需补结构化或补湖北行,05-P1补结构化,高校官网只作辅证仍需PDF原页和湖北官方闭环,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,blocked_until_pdf_hubei_official_review,公开表只保存OCR候选、官网辅证、状态和来源文件相对路径；不保存私有OCR原文、截图路径、登录态或人工确认值。,C4-已有部分来源需补结构化或补湖北行；必须回到PDF原页和湖北官方系统/省招办计划核验，高校官网不得替代湖北官方计划。
STABLEAUTO-0b1b0bf80ce73b18,data/working/issue19-stable-foundation-major-screening-view.csv,data/working/issue19-major-evidence-level-routing.csv,data/working/issue19-b0-b1-official-evidence-by-major-line.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_auto_official_crosscheck_workbench,逐专业招生明细×高校官网辅证,false,false,false,false,false,false,false,M-64ba13b7b14f0125,G-70bed6b16a9d61a3,C108,江汉大学,C10813,70,left,3,80,智能制造工程,46,5200,,M4-字段缺口先补,先自动复跑/结构化高校官网来源，再人工确认冲突字段。,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,A2-已有部分高校来源需补结构化,partial_source,已有部分官网线索但不足以逐专业匹配。,has_partial_source_needs_followup,,pending_original_pdf_and_hubei_official_review,官网计划源待补强,false,,,,,,,,,C4-已有部分来源需补结构化或补湖北行,05-P1补结构化,高校官网只作辅证仍需PDF原页和湖北官方闭环,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,blocked_until_pdf_hubei_official_review,公开表只保存OCR候选、官网辅证、状态和来源文件相对路径；不保存私有OCR原文、截图路径、登录态或人工确认值。,C4-已有部分来源需补结构化或补湖北行；必须回到PDF原页和湖北官方系统/省招办计划核验，高校官网不得替代湖北官方计划。
STABLEAUTO-b6c4bfe3fe0106da,data/working/issue19-stable-foundation-major-screening-view.csv,data/working/issue19-major-evidence-level-routing.csv,data/working/issue19-b0-b1-official-evidence-by-major-line.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_auto_official_crosscheck_workbench,逐专业招生明细×高校官网辅证,false,false,false,false,false,false,false,M-6569445f91bd520d,G-75800fe3c77e6641,C108,江汉大学,C10812,70,left,8,76,化学工程与工艺,45,4000,,M4-字段缺口先补,先自动复跑/结构化高校官网来源，再人工确认冲突字段。,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,A2-已有部分高校来源需补结构化,partial_source,已有部分官网线索但不足以逐专业匹配。,has_partial_source_needs_followup,,pending_original_pdf_and_hubei_official_review,官网计划源待补强,false,,,,,,,,,C4-已有部分来源需补结构化或补湖北行,05-P1补结构化,高校官网只作辅证仍需PDF原页和湖北官方闭环,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,blocked_until_pdf_hubei_official_review,公开表只保存OCR候选、官网辅证、状态和来源文件相对路径；不保存私有OCR原文、截图路径、登录态或人工确认值。,C4-已有部分来源需补结构化或补湖北行；必须回到PDF原页和湖北官方系统/省招办计划核验，高校官网不得替代湖北官方计划。
STABLEAUTO-fa3271be0f02038a,data/working/issue19-stable-foundation-major-screening-view.csv,data/working/issue19-major-evidence-level-routing.csv,data/working/issue19-b0-b1-official-evidence-by-major-line.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_auto_official_crosscheck_workbench,逐专业招生明细×高校官网辅证,false,false,false,false,false,false,false,M-668c183622a58273,G-feea53409f5f9ff3,C108,江汉大学,C10815,70,left,1,90,口腔医学（学制：五年）,36,5200,化学,M0-家庭底线或属性风险先排除,先核公办/民办/合作办学、费用和家庭底线；默认不进入主方案。,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,A2-已有部分高校来源需补结构化,partial_source,已有部分官网线索但不足以逐专业匹配。,has_partial_source_needs_followup,,pending_original_pdf_and_hubei_official_review,官网计划源待补强,false,,,,,,,,,C4-已有部分来源需补结构化或补湖北行,05-P1补结构化,高校官网只作辅证仍需PDF原页和湖北官方闭环,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,blocked_until_pdf_hubei_official_review,公开表只保存OCR候选、官网辅证、状态和来源文件相对路径；不保存私有OCR原文、截图路径、登录态或人工确认值。,C4-已有部分来源需补结构化或补湖北行；必须回到PDF原页和湖北官方系统/省招办计划核验，高校官网不得替代湖北官方计划。
STABLEAUTO-63f269babf352ff5,data/working/issue19-stable-foundation-major-screening-view.csv,data/working/issue19-major-evidence-level-routing.csv,data/working/issue19-b0-b1-official-evidence-by-major-line.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_auto_official_crosscheck_workbench,逐专业招生明细×高校官网辅证,false,false,false,false,false,false,false,M-68a34b24adc26a09,G-ac06627d5c6676be,C108,江汉大学,C10819,70,left,6,A6,英语（涉外法治：要求高考外语单科成绩不得低于110分（满分150分）：外语语种：英语：面向武汉）,,5200,,M4-字段缺口先补,先自动复跑/结构化高校官网来源，再人工确认冲突字段。,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,A2-已有部分高校来源需补结构化,partial_source,已有部分官网线索但不足以逐专业匹配。,has_partial_source_needs_followup,,pending_original_pdf_and_hubei_official_review,官网计划源待补强,false,,,,,,,,,C4-已有部分来源需补结构化或补湖北行,05-P1补结构化,高校官网只作辅证仍需PDF原页和湖北官方闭环,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,blocked_until_pdf_hubei_official_review,公开表只保存OCR候选、官网辅证、状态和来源文件相对路径；不保存私有OCR原文、截图路径、登录态或人工确认值。,C4-已有部分来源需补结构化或补湖北行；必须回到PDF原页和湖北官方系统/省招办计划核验，高校官网不得替代湖北官方计划。
STABLEAUTO-4f27f3846583f3d8,data/working/issue19-stable-foundation-major-screening-view.csv,data/working/issue19-major-evidence-level-routing.csv,data/working/issue19-b0-b1-official-evidence-by-major-line.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_auto_official_crosscheck_workbench,逐专业招生明细×高校官网辅证,false,false,false,false,false,false,false,M-69e5b5462ffd45ff,G-70bed6b16a9d61a3,C108,江汉大学,C10813,70,left,4,81,智能制造工程（智慧能源裝备）,15,5200,,M4-字段缺口先补,先自动复跑/结构化高校官网来源，再人工确认冲突字段。,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,A2-已有部分高校来源需补结构化,partial_source,已有部分官网线索但不足以逐专业匹配。,has_partial_source_needs_followup,,pending_original_pdf_and_hubei_official_review,官网计划源待补强,false,,,,,,,,,C4-已有部分来源需补结构化或补湖北行,05-P1补结构化,高校官网只作辅证仍需PDF原页和湖北官方闭环,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,blocked_until_pdf_hubei_official_review,公开表只保存OCR候选、官网辅证、状态和来源文件相对路径；不保存私有OCR原文、截图路径、登录态或人工确认值。,C4-已有部分来源需补结构化或补湖北行；必须回到PDF原页和湖北官方系统/省招办计划核验，高校官网不得替代湖北官方计划。
STABLEAUTO-87c89de97d1b9ee4,data/working/issue19-stable-foundation-major-screening-view.csv,data/working/issue19-major-evidence-level-routing.csv,data/working/issue19-b0-b1-official-evidence-by-major-line.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_auto_official_crosscheck_workbench,逐专业招生明细×高校官网辅证,false,false,false,false,false,false,false,M-745998d54a390d18,G-ac06627d5c6676be,C108,江汉大学,C10819,70,left,7,A7,英语（英语教育；要求高考外语单科成绩不得低于110分（满分150分）：外语语种：英语：面向武汉）,,5200,,M4-字段缺口先补,先自动复跑/结构化高校官网来源，再人工确认冲突字段。,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,A2-已有部分高校来源需补结构化,partial_source,已有部分官网线索但不足以逐专业匹配。,has_partial_source_needs_followup,,pending_original_pdf_and_hubei_official_review,官网计划源待补强,false,,,,,,,,,C4-已有部分来源需补结构化或补湖北行,05-P1补结构化,高校官网只作辅证仍需PDF原页和湖北官方闭环,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,blocked_until_pdf_hubei_official_review,公开表只保存OCR候选、官网辅证、状态和来源文件相对路径；不保存私有OCR原文、截图路径、登录态或人工确认值。,C4-已有部分来源需补结构化或补湖北行；必须回到PDF原页和湖北官方系统/省招办计划核验，高校官网不得替代湖北官方计划。
STABLEAUTO-7e8bdb6997b141db,data/working/issue19-stable-foundation-major-screening-view.csv,data/working/issue19-major-evidence-level-routing.csv,data/working/issue19-b0-b1-official-evidence-by-major-line.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_auto_official_crosscheck_workbench,逐专业招生明细×高校官网辅证,false,false,false,false,false,false,false,M-769ea717121e249c,G-70bed6b16a9d61a3,C108,江汉大学,C10813,70,left,5,82,新能源汽车工程,35,5200,,M4-字段缺口先补,先自动复跑/结构化高校官网来源，再人工确认冲突字段。,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,A2-已有部分高校来源需补结构化,partial_source,已有部分官网线索但不足以逐专业匹配。,has_partial_source_needs_followup,,pending_original_pdf_and_hubei_official_review,官网计划源待补强,false,,,,,,,,,C4-已有部分来源需补结构化或补湖北行,05-P1补结构化,高校官网只作辅证仍需PDF原页和湖北官方闭环,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,blocked_until_pdf_hubei_official_review,公开表只保存OCR候选、官网辅证、状态和来源文件相对路径；不保存私有OCR原文、截图路径、登录态或人工确认值。,C4-已有部分来源需补结构化或补湖北行；必须回到PDF原页和湖北官方系统/省招办计划核验，高校官网不得替代湖北官方计划。
