事实证据通道工作台ID,来源事实准出门禁账本,来源准出执行叠加表,来源第一闭环核验结果看板,来源第一闭环字段级公开状态,来源高校官网辅证进度看板,来源期号,来源PDF_SHA256,生成日期,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,是否允许进入私有写回评审,事实工作台序号,来源准出序号,来源执行顺序,页码版面键,来源页码,版面列,准出闭环波次,执行泳道,核验动作层级,第一闭环页列优先级,事实核验动作组,事实通道优先级,事实准出门禁ID,第一闭环事实范围缺口公开账本ID,稳定基座第一闭环明细任务ID,稳定基座第一闭环页列包ID,第一闭环核验结果ID,第一闭环字段核验状态ID,专业行ID,专业组出现ID,院校代码,事实域,事实类型,事实粒度,字段类别,字段事实状态,字段核验优先级,字段事实闭环等级,字段事实阻断等级,PDF原页通道状态,OCR提示通道状态,机器坐标通道状态,高校官网辅证通道状态,湖北官方侧通道状态,冲突处理通道状态,双人复核通道状态,三方闭环通道状态,字段写回评审状态,专业名归属通道状态,专业组边界通道状态,同校高校源进度任务数,同校高校源最高证据层级分布,同校高校源下一批优先级分布,同校高校源留存状态分布,同校高校源候选diff数,同校高校源冲突候选数,同校高校源补缺候选数,是否仍需PDF原页,是否仍需湖北官方侧,是否仍需高校辅证,是否仍需冲突处理,是否仍需双人复核,是否仍需三方闭环,是否仍需专业名归属,是否仍需专业组边界,是否可进入私有写回评审,完成证据要求,当前阻断原因,下一步最小核验动作,公开安全策略
FCFACTCHANNEL-7a3d65707936c190,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,data/working/issue19-first-closure-resolution-execution-overlay-v1.csv,data/working/issue19-first-closure-verification-result-public-ledger.csv,data/working/issue19-first-closure-field-verification-status-public-ledger.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_evidence_channel_workbench_v1,第一闭环事实范围×证据通道工作台,事实范围×PDF/OCR/机器坐标/高校官网/湖北官方/冲突/复核通道,false,false,false,false,false,false,false,false,false,223,196,19,226-left,226,left,R0-W0B0冲突事实先闭环,E1-计划数补缺或偏大优先核验,N2-机器坐标辅助核PDF原页,Q1-补缺或计划数偏大页列先核,A0-W0B0冲突事实先核,00-019-196,FCFACTRESGATE-7a3d65707936c190,FIRSTSCOPE-0daa7933c8895969,FIRSTDETAIL-b32e99b3f89bcaa4,FIRSTPAGE-b55961124bc8610b,FIRSTRESULT-5d778001db4c6aed,FIRSTFIELDSTATUS-462f8c9f5c667a7a,M-a83566d233468121,G-01338c1d774310d5,K486,字段事实,字段事实-专业计划数,第一闭环任务×字段,专业计划数,K0-字段缺口无候选需原页重读,P0-字段无候选原页重读,L1-两字段缺口优先补证,Q1-字段缺口有候选待人工核验,P1-有机器坐标提示，仍待PDF原页人工核验,O4-无PDFOCR但有机器坐标提示,M1-有机器坐标提示可辅助定位,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C4-无可比候选，需人工看图或随页列闭环,not_required_or_task_level_pending,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,not_applicable,not_applicable,2,L3-已有湖北物理结构化或候选diff线索×2,P1-官网补缺线索回页×2,R0-已有公开来源文件或URL留存×2,10,0,29,true,true,false,true,false,true,false,false,false,PDF原页；湖北官方侧；冲突处理；三方闭环,B0同页伴生事实仍缺冲突处理、PDF原页与湖北官方侧闭环,回PDF原页和湖北官方侧核同一事实；有高校官网辅证时只作double check，冲突事实完成双人复核后再评估写回。,not_final；fact_channel_workbench_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation
FCFACTCHANNEL-a4a3256e11f06413,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,data/working/issue19-first-closure-resolution-execution-overlay-v1.csv,data/working/issue19-first-closure-verification-result-public-ledger.csv,data/working/issue19-first-closure-field-verification-status-public-ledger.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_evidence_channel_workbench_v1,第一闭环事实范围×证据通道工作台,事实范围×PDF/OCR/机器坐标/高校官网/湖北官方/冲突/复核通道,false,false,false,false,false,false,false,false,false,224,197,19,226-left,226,left,R0-W0B0冲突事实先闭环,E1-计划数补缺或偏大优先核验,N2-机器坐标辅助核PDF原页,Q1-补缺或计划数偏大页列先核,A0-W0B0冲突事实先核,00-019-197,FCFACTRESGATE-a4a3256e11f06413,FIRSTSCOPE-387082157cb72ee0,FIRSTDETAIL-bb5d3b024be0552c,FIRSTPAGE-b55961124bc8610b,FIRSTRESULT-55aa20be93bc2c64,FIRSTFIELDSTATUS-bd90ba75e4ba6b8e,M-b54865ae837a800d,G-01338c1d774310d5,K486,字段事实,字段事实-专业计划数,第一闭环任务×字段,专业计划数,K0-字段缺口无候选需原页重读,P0-字段无候选原页重读,L1-两字段缺口优先补证,Q1-字段缺口有候选待人工核验,P1-有机器坐标提示，仍待PDF原页人工核验,O4-无PDFOCR但有机器坐标提示,M1-有机器坐标提示可辅助定位,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C4-无可比候选，需人工看图或随页列闭环,not_required_or_task_level_pending,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,not_applicable,not_applicable,2,L3-已有湖北物理结构化或候选diff线索×2,P1-官网补缺线索回页×2,R0-已有公开来源文件或URL留存×2,10,0,29,true,true,false,true,false,true,false,false,false,PDF原页；湖北官方侧；冲突处理；三方闭环,B0同页伴生事实仍缺冲突处理、PDF原页与湖北官方侧闭环,回PDF原页和湖北官方侧核同一事实；有高校官网辅证时只作double check，冲突事实完成双人复核后再评估写回。,not_final；fact_channel_workbench_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation
FCFACTCHANNEL-d1a9c271988ad456,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,data/working/issue19-first-closure-resolution-execution-overlay-v1.csv,data/working/issue19-first-closure-verification-result-public-ledger.csv,data/working/issue19-first-closure-field-verification-status-public-ledger.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_evidence_channel_workbench_v1,第一闭环事实范围×证据通道工作台,事实范围×PDF/OCR/机器坐标/高校官网/湖北官方/冲突/复核通道,false,false,false,false,false,false,false,false,false,225,198,19,226-left,226,left,R0-W0B0冲突事实先闭环,E1-计划数补缺或偏大优先核验,N2-机器坐标辅助核PDF原页,Q1-补缺或计划数偏大页列先核,A0-W0B0冲突事实先核,00-019-198,FCFACTRESGATE-d1a9c271988ad456,FIRSTSCOPE-c0f7354b65b137be,FIRSTDETAIL-d4cdf918277c76bf,FIRSTPAGE-b55961124bc8610b,FIRSTRESULT-8415db734a78deda,FIRSTFIELDSTATUS-fa79d53e6fcc7e52,M-9807e5b6e5757591,G-01338c1d774310d5,K486,字段事实,字段事实-专业计划数,第一闭环任务×字段,专业计划数,K0-字段缺口无候选需原页重读,P0-字段无候选原页重读,L1-两字段缺口优先补证,Q1-字段缺口有候选待人工核验,P1-有机器坐标提示，仍待PDF原页人工核验,O4-无PDFOCR但有机器坐标提示,M1-有机器坐标提示可辅助定位,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C4-无可比候选，需人工看图或随页列闭环,not_required_or_task_level_pending,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,not_applicable,not_applicable,2,L3-已有湖北物理结构化或候选diff线索×2,P1-官网补缺线索回页×2,R0-已有公开来源文件或URL留存×2,10,0,29,true,true,false,true,false,true,false,false,false,PDF原页；湖北官方侧；冲突处理；三方闭环,B0同页伴生事实仍缺冲突处理、PDF原页与湖北官方侧闭环,回PDF原页和湖北官方侧核同一事实；有高校官网辅证时只作double check，冲突事实完成双人复核后再评估写回。,not_final；fact_channel_workbench_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation
FCFACTCHANNEL-058f692a28fee624,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,data/working/issue19-first-closure-resolution-execution-overlay-v1.csv,data/working/issue19-first-closure-verification-result-public-ledger.csv,data/working/issue19-first-closure-field-verification-status-public-ledger.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_evidence_channel_workbench_v1,第一闭环事实范围×证据通道工作台,事实范围×PDF/OCR/机器坐标/高校官网/湖北官方/冲突/复核通道,false,false,false,false,false,false,false,false,false,226,199,19,226-left,226,left,R0-W0B0冲突事实先闭环,E1-计划数补缺或偏大优先核验,N2-机器坐标辅助核PDF原页,Q1-补缺或计划数偏大页列先核,A0-W0B0冲突事实先核,00-019-199,FCFACTRESGATE-058f692a28fee624,FIRSTSCOPE-c858a1a347e7e491,FIRSTDETAIL-d5d208cd0ff1bb9a,FIRSTPAGE-b55961124bc8610b,FIRSTRESULT-263aa29fbb3aa9dc,FIRSTFIELDSTATUS-c4cf7dac5135b0c7,M-896f6185282057cc,G-01338c1d774310d5,K486,字段事实,字段事实-专业计划数,第一闭环任务×字段,专业计划数,K0-字段缺口无候选需原页重读,P0-字段无候选原页重读,L1-两字段缺口优先补证,Q1-字段缺口有候选待人工核验,P1-有机器坐标提示，仍待PDF原页人工核验,O4-无PDFOCR但有机器坐标提示,M1-有机器坐标提示可辅助定位,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C4-无可比候选，需人工看图或随页列闭环,not_required_or_task_level_pending,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,not_applicable,not_applicable,2,L3-已有湖北物理结构化或候选diff线索×2,P1-官网补缺线索回页×2,R0-已有公开来源文件或URL留存×2,10,0,29,true,true,false,true,false,true,false,false,false,PDF原页；湖北官方侧；冲突处理；三方闭环,B0同页伴生事实仍缺冲突处理、PDF原页与湖北官方侧闭环,回PDF原页和湖北官方侧核同一事实；有高校官网辅证时只作double check，冲突事实完成双人复核后再评估写回。,not_final；fact_channel_workbench_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation
FCFACTCHANNEL-32b28dfa0ddac441,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,data/working/issue19-first-closure-resolution-execution-overlay-v1.csv,data/working/issue19-first-closure-verification-result-public-ledger.csv,data/working/issue19-first-closure-field-verification-status-public-ledger.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_evidence_channel_workbench_v1,第一闭环事实范围×证据通道工作台,事实范围×PDF/OCR/机器坐标/高校官网/湖北官方/冲突/复核通道,false,false,false,false,false,false,false,false,false,227,200,19,226-left,226,left,R0-W0B0冲突事实先闭环,E1-计划数补缺或偏大优先核验,N2-机器坐标辅助核PDF原页,Q1-补缺或计划数偏大页列先核,A0-W0B0冲突事实先核,00-019-200,FCFACTRESGATE-32b28dfa0ddac441,FIRSTSCOPE-062611065ee8459f,FIRSTDETAIL-d9c74451cbf525d6,FIRSTPAGE-b55961124bc8610b,FIRSTRESULT-0be481e4bfc4d62d,FIRSTFIELDSTATUS-4917640a65162437,M-b55b42a0731954d9,G-01338c1d774310d5,K486,字段事实,字段事实-专业计划数,第一闭环任务×字段,专业计划数,K0-字段缺口无候选需原页重读,P0-字段无候选原页重读,L1-两字段缺口优先补证,Q1-字段缺口有候选待人工核验,P1-有机器坐标提示，仍待PDF原页人工核验,O4-无PDFOCR但有机器坐标提示,M1-有机器坐标提示可辅助定位,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C4-无可比候选，需人工看图或随页列闭环,not_required_or_task_level_pending,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,not_applicable,not_applicable,2,L3-已有湖北物理结构化或候选diff线索×2,P1-官网补缺线索回页×2,R0-已有公开来源文件或URL留存×2,10,0,29,true,true,false,true,false,true,false,false,false,PDF原页；湖北官方侧；冲突处理；三方闭环,B0同页伴生事实仍缺冲突处理、PDF原页与湖北官方侧闭环,回PDF原页和湖北官方侧核同一事实；有高校官网辅证时只作double check，冲突事实完成双人复核后再评估写回。,not_final；fact_channel_workbench_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation
FCFACTCHANNEL-0b26c2f229a37256,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,data/working/issue19-first-closure-resolution-execution-overlay-v1.csv,data/working/issue19-first-closure-verification-result-public-ledger.csv,data/working/issue19-first-closure-field-verification-status-public-ledger.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_evidence_channel_workbench_v1,第一闭环事实范围×证据通道工作台,事实范围×PDF/OCR/机器坐标/高校官网/湖北官方/冲突/复核通道,false,false,false,false,false,false,false,false,false,228,201,19,226-left,226,left,R0-W0B0冲突事实先闭环,E1-计划数补缺或偏大优先核验,N2-机器坐标辅助核PDF原页,Q1-补缺或计划数偏大页列先核,A0-W0B0冲突事实先核,00-019-201,FCFACTRESGATE-0b26c2f229a37256,FIRSTSCOPE-006d3c723e49f6b7,FIRSTDETAIL-dc40f34e14e25f2f,FIRSTPAGE-b55961124bc8610b,FIRSTRESULT-e097aa1a7b1a6ac7,FIRSTFIELDSTATUS-1ab62431c04dab69,M-da1f5a87edef49c2,G-01338c1d774310d5,K486,字段事实,字段事实-专业计划数,第一闭环任务×字段,专业计划数,K0-字段缺口无候选需原页重读,P0-字段无候选原页重读,L1-两字段缺口优先补证,Q1-字段缺口有候选待人工核验,P1-有机器坐标提示，仍待PDF原页人工核验,O4-无PDFOCR但有机器坐标提示,M1-有机器坐标提示可辅助定位,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C4-无可比候选，需人工看图或随页列闭环,not_required_or_task_level_pending,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,not_applicable,not_applicable,2,L3-已有湖北物理结构化或候选diff线索×2,P1-官网补缺线索回页×2,R0-已有公开来源文件或URL留存×2,10,0,29,true,true,false,true,false,true,false,false,false,PDF原页；湖北官方侧；冲突处理；三方闭环,B0同页伴生事实仍缺冲突处理、PDF原页与湖北官方侧闭环,回PDF原页和湖北官方侧核同一事实；有高校官网辅证时只作double check，冲突事实完成双人复核后再评估写回。,not_final；fact_channel_workbench_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation
FCFACTCHANNEL-f50c8a5d2fe18824,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,data/working/issue19-first-closure-resolution-execution-overlay-v1.csv,data/working/issue19-first-closure-verification-result-public-ledger.csv,data/working/issue19-first-closure-field-verification-status-public-ledger.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_evidence_channel_workbench_v1,第一闭环事实范围×证据通道工作台,事实范围×PDF/OCR/机器坐标/高校官网/湖北官方/冲突/复核通道,false,false,false,false,false,false,false,false,false,229,202,19,226-left,226,left,R0-W0B0冲突事实先闭环,E1-计划数补缺或偏大优先核验,N2-机器坐标辅助核PDF原页,Q1-补缺或计划数偏大页列先核,A0-W0B0冲突事实先核,00-019-202,FCFACTRESGATE-f50c8a5d2fe18824,FIRSTSCOPE-c02325f4288bb769,FIRSTDETAIL-e3f2baf339214a72,FIRSTPAGE-b55961124bc8610b,FIRSTRESULT-bd1ba3d2dbf69970,FIRSTFIELDSTATUS-0b29df070ab9aca4,M-59f2fe4937c929af,G-01338c1d774310d5,K486,字段事实,字段事实-专业计划数,第一闭环任务×字段,专业计划数,K0-字段缺口无候选需原页重读,P0-字段无候选原页重读,L1-两字段缺口优先补证,Q1-字段缺口有候选待人工核验,P1-有机器坐标提示，仍待PDF原页人工核验,O4-无PDFOCR但有机器坐标提示,M1-有机器坐标提示可辅助定位,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C4-无可比候选，需人工看图或随页列闭环,blocked_pending_double_review,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,not_applicable,not_applicable,2,L3-已有湖北物理结构化或候选diff线索×2,P1-官网补缺线索回页×2,R0-已有公开来源文件或URL留存×2,10,0,29,true,true,false,true,true,true,false,false,false,PDF原页；湖北官方侧；冲突处理；双人复核；三方闭环,B0同页伴生事实仍缺冲突处理、PDF原页与湖北官方侧闭环,回PDF原页和湖北官方侧核同一事实；有高校官网辅证时只作double check，冲突事实完成双人复核后再评估写回。,not_final；fact_channel_workbench_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation
FCFACTCHANNEL-c6cb4e1924baf17e,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,data/working/issue19-first-closure-resolution-execution-overlay-v1.csv,data/working/issue19-first-closure-verification-result-public-ledger.csv,data/working/issue19-first-closure-field-verification-status-public-ledger.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_evidence_channel_workbench_v1,第一闭环事实范围×证据通道工作台,事实范围×PDF/OCR/机器坐标/高校官网/湖北官方/冲突/复核通道,false,false,false,false,false,false,false,false,false,230,203,19,226-left,226,left,R0-W0B0冲突事实先闭环,E1-计划数补缺或偏大优先核验,N2-机器坐标辅助核PDF原页,Q1-补缺或计划数偏大页列先核,A0-W0B0冲突事实先核,00-019-203,FCFACTRESGATE-c6cb4e1924baf17e,FIRSTSCOPE-b4eac84572e221f0,FIRSTDETAIL-fb5351ca095fd3ed,FIRSTPAGE-b55961124bc8610b,FIRSTRESULT-6a5c4123bfa51ce4,FIRSTFIELDSTATUS-45cfd886ff2f7c23,M-c3ff06ecc81ab136,G-01338c1d774310d5,K486,字段事实,字段事实-专业计划数,第一闭环任务×字段,专业计划数,K0-字段缺口无候选需原页重读,P0-字段无候选原页重读,L1-两字段缺口优先补证,Q1-字段缺口有候选待人工核验,P1-有机器坐标提示，仍待PDF原页人工核验,O4-无PDFOCR但有机器坐标提示,M1-有机器坐标提示可辅助定位,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C4-无可比候选，需人工看图或随页列闭环,not_required_or_task_level_pending,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,not_applicable,not_applicable,2,L3-已有湖北物理结构化或候选diff线索×2,P1-官网补缺线索回页×2,R0-已有公开来源文件或URL留存×2,10,0,29,true,true,false,true,false,true,false,false,false,PDF原页；湖北官方侧；冲突处理；三方闭环,B0同页伴生事实仍缺冲突处理、PDF原页与湖北官方侧闭环,回PDF原页和湖北官方侧核同一事实；有高校官网辅证时只作double check，冲突事实完成双人复核后再评估写回。,not_final；fact_channel_workbench_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation
FCFACTCHANNEL-9cefaf9d72ce51fa,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,data/working/issue19-first-closure-resolution-execution-overlay-v1.csv,data/working/issue19-first-closure-verification-result-public-ledger.csv,data/working/issue19-first-closure-field-verification-status-public-ledger.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_evidence_channel_workbench_v1,第一闭环事实范围×证据通道工作台,事实范围×PDF/OCR/机器坐标/高校官网/湖北官方/冲突/复核通道,false,false,false,false,false,false,false,false,false,231,204,19,226-left,226,left,R0-W0B0冲突事实先闭环,E1-计划数补缺或偏大优先核验,N1-高校补缺线索回PDF原页,Q1-补缺或计划数偏大页列先核,A0-W0B0冲突事实先核,00-019-204,FCFACTRESGATE-9cefaf9d72ce51fa,FIRSTSCOPE-c2f4813936e350c3,FIRSTDETAIL-0be9752f6cd20305,FIRSTPAGE-b55961124bc8610b,FIRSTRESULT-6aa26d21f54b6eba,FIRSTFIELDSTATUS-190529c92fa56f7f,M-697f5f955ecc00c8,G-01338c1d774310d5,K486,字段事实,字段事实-专业计划数,第一闭环任务×字段,专业计划数,K0-字段缺口无候选需原页重读,P0-字段无候选原页重读,L1-两字段缺口优先补证,Q1-字段缺口有候选待人工核验,P2-有PDFOCR提示，仍待PDF原页人工确认,O2-高校有线索但PDFOCR缺候选,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C1-高校补缺线索，PDF原页缺候选需人工看图,not_required_or_task_level_pending,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,not_applicable,not_applicable,2,L3-已有湖北物理结构化或候选diff线索×2,P1-官网补缺线索回页×2,R0-已有公开来源文件或URL留存×2,10,0,29,true,true,true,true,false,true,false,false,false,PDF原页；湖北官方侧；高校官网辅证；冲突处理；三方闭环,B0同页伴生事实仍缺冲突处理、PDF原页与湖北官方侧闭环,回PDF原页和湖北官方侧核同一事实；有高校官网辅证时只作double check，冲突事实完成双人复核后再评估写回。,not_final；fact_channel_workbench_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation
FCFACTCHANNEL-d42e42cb0ae77446,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,data/working/issue19-first-closure-resolution-execution-overlay-v1.csv,data/working/issue19-first-closure-verification-result-public-ledger.csv,data/working/issue19-first-closure-field-verification-status-public-ledger.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_evidence_channel_workbench_v1,第一闭环事实范围×证据通道工作台,事实范围×PDF/OCR/机器坐标/高校官网/湖北官方/冲突/复核通道,false,false,false,false,false,false,false,false,false,232,205,19,226-left,226,left,R0-W0B0冲突事实先闭环,E1-计划数补缺或偏大优先核验,N1-高校补缺线索回PDF原页,Q1-补缺或计划数偏大页列先核,A0-W0B0冲突事实先核,00-019-205,FCFACTRESGATE-d42e42cb0ae77446,FIRSTSCOPE-5e6fce0aac2323c4,FIRSTDETAIL-0be9752f6cd20305,FIRSTPAGE-b55961124bc8610b,FIRSTRESULT-6aa26d21f54b6eba,FIRSTFIELDSTATUS-2b02e56cf996c5e4,M-697f5f955ecc00c8,G-01338c1d774310d5,K486,字段事实,字段事实-学费,第一闭环任务×字段,学费,K2-OCR候选存在但三方核验未闭环,P3-OCR齐全字段三方闭环,L1-两字段缺口优先补证,Q1-字段缺口有候选待人工核验,P2-有PDFOCR提示，仍待PDF原页人工确认,O2-高校有线索但PDFOCR缺候选,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C1-高校补缺线索，PDF原页缺候选需人工看图,not_required_or_task_level_pending,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,not_applicable,not_applicable,2,L3-已有湖北物理结构化或候选diff线索×2,P1-官网补缺线索回页×2,R0-已有公开来源文件或URL留存×2,10,0,29,true,true,true,true,false,true,false,false,false,PDF原页；湖北官方侧；高校官网辅证；冲突处理；三方闭环,B0同页伴生事实仍缺冲突处理、PDF原页与湖北官方侧闭环,回PDF原页和湖北官方侧核同一事实；有高校官网辅证时只作double check，冲突事实完成双人复核后再评估写回。,not_final；fact_channel_workbench_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation
FCFACTCHANNEL-59c6fe5505f67d3c,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,data/working/issue19-first-closure-resolution-execution-overlay-v1.csv,data/working/issue19-first-closure-verification-result-public-ledger.csv,data/working/issue19-first-closure-field-verification-status-public-ledger.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_evidence_channel_workbench_v1,第一闭环事实范围×证据通道工作台,事实范围×PDF/OCR/机器坐标/高校官网/湖北官方/冲突/复核通道,false,false,false,false,false,false,false,false,false,233,206,19,226-left,226,left,R0-W0B0冲突事实先闭环,E1-计划数补缺或偏大优先核验,N1-高校补缺线索回PDF原页,Q1-补缺或计划数偏大页列先核,A0-W0B0冲突事实先核,00-019-206,FCFACTRESGATE-59c6fe5505f67d3c,FIRSTSCOPE-e8caccf3be9fc5c1,FIRSTDETAIL-0be9752f6cd20305,FIRSTPAGE-b55961124bc8610b,FIRSTRESULT-6aa26d21f54b6eba,FIRSTFIELDSTATUS-f3be994b25d05611,M-697f5f955ecc00c8,G-01338c1d774310d5,K486,字段事实,字段事实-再选科目,第一闭环任务×字段,再选科目,K1-字段缺口有候选待PDF原页和官方核验,P1-字段有候选回看原页和官方,L1-两字段缺口优先补证,Q1-字段缺口有候选待人工核验,P2-有PDFOCR提示，仍待PDF原页人工确认,O2-高校有线索但PDFOCR缺候选,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C1-高校补缺线索，PDF原页缺候选需人工看图,not_required_or_task_level_pending,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,not_applicable,not_applicable,2,L3-已有湖北物理结构化或候选diff线索×2,P1-官网补缺线索回页×2,R0-已有公开来源文件或URL留存×2,10,0,29,true,true,true,true,false,true,false,false,false,PDF原页；湖北官方侧；高校官网辅证；冲突处理；三方闭环,B0同页伴生事实仍缺冲突处理、PDF原页与湖北官方侧闭环,回PDF原页和湖北官方侧核同一事实；有高校官网辅证时只作double check，冲突事实完成双人复核后再评估写回。,not_final；fact_channel_workbench_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation
