第一闭环核验执行队列ID,来源第一闭环页列包,来源第一闭环复核公开账本,来源第一闭环任务复核公开账本,来源第一闭环私有预填公开审计,来源湖北官方公开入口状态快照,来源期号,来源PDF_SHA256,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,执行顺序,执行泳道,执行优先级说明,稳定基座第一闭环页列包ID,稳定基座第一闭环复核公开账本ID,第一闭环私有预填公开审计ID,来源页码,版面列,页码版面键,第一闭环页列优先级,页列总任务数,自动官网辅证任务数,P0人工字段任务数,PDF原页必核任务数,湖北官方侧必核任务数,高校辅证需复核任务数,双人复核任务数,专业计划数字段任务数,再选科目字段任务数,学费字段任务数,高校辅证线索任务数,含高校计划数线索任务数,含高校学费线索任务数,含高校选科线索任务数,公共高校来源文件任务数,公共高校来源文件数,C0冲突任务数,C1官网补缺任务数,C7官网未匹配任务数,EXEC01冲突异常字段数,EXEC02计划数偏大字段数,EXEC03高校辅证字段数,任务级人工动作桶摘要,页列首要核验动作,私有复核页列CSV证据编号,私有复核页列CSV_SHA256,私有复核页列HTML证据编号,私有复核页列HTML_SHA256,私有预填页列CSV证据编号,私有预填页列CSV_SHA256,第一闭环PDF原页完成任务数,第一闭环湖北官方完成任务数,第一闭环高校辅证完成任务数,第一闭环字段事实写回可进入任务数,官方公开计划页可定稿,数智平台可定稿,完成条件,当前阻断原因,字段事实写回状态,公开安全策略,下一步
FIRSTEXEC-870959cd38210971,data/working/issue19-stable-foundation-first-closure-page-side-packet.csv,data/working/issue19-stable-foundation-first-closure-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-task-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-triage-prefill-public-audit.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_execution_queue,PDF页码×版面列,PDF页码×版面列×第一闭环核验执行队列,false,false,false,false,false,false,false,false,23,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核；E1-计划数补缺或偏大优先核验；任务2条，双人复核1条,FIRSTPAGE-15ba87f70c7f53a2,FIRSTREVIEW-15ba87f70c7f53a2,FIRSTPREFILLAUDIT-15ba87f70c7f53a2,137,left,137-left,Q1-补缺或计划数偏大页列先核,2,1,1,2,2,2,1,1,0,0,1,1,0,1,1,1,0,1,0,0,0,1,先看PDF原页是否为空或漏读，再核湖北官方侧；官网只作补缺候选:2,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,first-closure-137-left-csv,d17c66c311ca685ff268e28837b64a8559873953d059f89b2d5e5b9e54281eec,first-closure-137-left-html,444a0fc3836224749c5281e641b283632cad61a6a0a173e85cf4fd5e8fa3d104,FIRST-CLOSURE-PREFILL-CSV-137-left,afe87b96aecb62aa94bd893567c9fc1365c059ba1adef6d50562dd1bca5e36cd,0,0,0,0,false,false,PDF原页记录完成=2；湖北官方侧记录完成=2或记录官方系统不可得状态；高校辅证记录完成=2；双人复核完成=1；字段事实写回复查通过后才可进入下一层,PDF原页记录未完成；湖北官方侧记录未完成或不可得状态未确认；高校辅证记录未完成；双人复核未完成；字段事实写回仍阻断,blocked_until_first_closure_private_review_confirms_values,公开层只保存页列执行顺序、任务计数、证据编号、SHA和门禁；不公开候选值、私有记录值、识别正文或私有路径,按执行顺序在私有核页材料中完成PDF原页、湖北官方侧、高校辅证和双人复核记录，再同步公开进度
FIRSTEXEC-342a80bcffb9ddc6,data/working/issue19-stable-foundation-first-closure-page-side-packet.csv,data/working/issue19-stable-foundation-first-closure-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-task-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-triage-prefill-public-audit.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_execution_queue,PDF页码×版面列,PDF页码×版面列×第一闭环核验执行队列,false,false,false,false,false,false,false,false,24,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核；E1-计划数补缺或偏大优先核验；任务1条，双人复核1条,FIRSTPAGE-1d715f85ac144ecb,FIRSTREVIEW-1d715f85ac144ecb,FIRSTPREFILLAUDIT-1d715f85ac144ecb,14,left,014-left,Q1-补缺或计划数偏大页列先核,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,重点核专业计划数是否误读为学费或串列，并核湖北官方侧:1,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,first-closure-014-left-csv,0566718e0e6c730c071808b181a94393692f12beb92df70f0a5a6fdbc4b921e6,first-closure-014-left-html,6e29982ec725f38c49e07fea91dde1e6bd58414dd7d1132c58f976ed07936f87,FIRST-CLOSURE-PREFILL-CSV-014-left,13ae40fbe4d395cbb927bc1d9eb4effcc1cdac8d6d54f94f3683550767df9346,0,0,0,0,false,false,PDF原页记录完成=1；湖北官方侧记录完成=1或记录官方系统不可得状态；高校辅证记录完成=0；双人复核完成=1；字段事实写回复查通过后才可进入下一层,PDF原页记录未完成；湖北官方侧记录未完成或不可得状态未确认；双人复核未完成；字段事实写回仍阻断,blocked_until_first_closure_private_review_confirms_values,公开层只保存页列执行顺序、任务计数、证据编号、SHA和门禁；不公开候选值、私有记录值、识别正文或私有路径,按执行顺序在私有核页材料中完成PDF原页、湖北官方侧、高校辅证和双人复核记录，再同步公开进度
FIRSTEXEC-8476c4a86c805e7b,data/working/issue19-stable-foundation-first-closure-page-side-packet.csv,data/working/issue19-stable-foundation-first-closure-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-task-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-triage-prefill-public-audit.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_execution_queue,PDF页码×版面列,PDF页码×版面列×第一闭环核验执行队列,false,false,false,false,false,false,false,false,25,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核；E1-计划数补缺或偏大优先核验；任务1条，双人复核1条,FIRSTPAGE-807f1d9e99948b29,FIRSTREVIEW-807f1d9e99948b29,FIRSTPREFILLAUDIT-807f1d9e99948b29,32,right,032-right,Q1-补缺或计划数偏大页列先核,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,重点核专业计划数是否误读为学费或串列，并核湖北官方侧:1,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,first-closure-032-right-csv,da84901515cf0b4838a38ea744dbc3cf037942d2f8f7e94f6716253ea217081a,first-closure-032-right-html,d95dbe32a8905776266ccc384e179d13d816de6df0a7e198b733cd1b3bb5aa24,FIRST-CLOSURE-PREFILL-CSV-032-right,d9508a1c68c0629bc633073b4fe517fe2e4643bb6f2834e8c3f7d1e0b9272fa0,0,0,0,0,false,false,PDF原页记录完成=1；湖北官方侧记录完成=1或记录官方系统不可得状态；高校辅证记录完成=0；双人复核完成=1；字段事实写回复查通过后才可进入下一层,PDF原页记录未完成；湖北官方侧记录未完成或不可得状态未确认；双人复核未完成；字段事实写回仍阻断,blocked_until_first_closure_private_review_confirms_values,公开层只保存页列执行顺序、任务计数、证据编号、SHA和门禁；不公开候选值、私有记录值、识别正文或私有路径,按执行顺序在私有核页材料中完成PDF原页、湖北官方侧、高校辅证和双人复核记录，再同步公开进度
FIRSTEXEC-a393e45e86f3e1a6,data/working/issue19-stable-foundation-first-closure-page-side-packet.csv,data/working/issue19-stable-foundation-first-closure-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-task-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-triage-prefill-public-audit.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_execution_queue,PDF页码×版面列,PDF页码×版面列×第一闭环核验执行队列,false,false,false,false,false,false,false,false,26,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核；E1-计划数补缺或偏大优先核验；任务1条，双人复核1条,FIRSTPAGE-9e2f12395b6c066b,FIRSTREVIEW-9e2f12395b6c066b,FIRSTPREFILLAUDIT-9e2f12395b6c066b,33,right,033-right,Q1-补缺或计划数偏大页列先核,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,重点核专业计划数是否误读为学费或串列，并核湖北官方侧:1,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,first-closure-033-right-csv,07a42cb3ce978d8f816c9f121b8b0992c363256f851911ba3a0fb8f36b107853,first-closure-033-right-html,e6d4d04aa8692ff904c6799f77ebfcd5dfd92e28d6aa7b936c9019f48a360306,FIRST-CLOSURE-PREFILL-CSV-033-right,a8485f512fb6e89610e2eea192b9618b671653d3ab178e557916dc15748b8329,0,0,0,0,false,false,PDF原页记录完成=1；湖北官方侧记录完成=1或记录官方系统不可得状态；高校辅证记录完成=0；双人复核完成=1；字段事实写回复查通过后才可进入下一层,PDF原页记录未完成；湖北官方侧记录未完成或不可得状态未确认；双人复核未完成；字段事实写回仍阻断,blocked_until_first_closure_private_review_confirms_values,公开层只保存页列执行顺序、任务计数、证据编号、SHA和门禁；不公开候选值、私有记录值、识别正文或私有路径,按执行顺序在私有核页材料中完成PDF原页、湖北官方侧、高校辅证和双人复核记录，再同步公开进度
FIRSTEXEC-7a49e3a90213d8a4,data/working/issue19-stable-foundation-first-closure-page-side-packet.csv,data/working/issue19-stable-foundation-first-closure-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-task-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-triage-prefill-public-audit.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_execution_queue,PDF页码×版面列,PDF页码×版面列×第一闭环核验执行队列,false,false,false,false,false,false,false,false,27,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核；E1-计划数补缺或偏大优先核验；任务1条，双人复核1条,FIRSTPAGE-26bbbf78aa76ddbe,FIRSTREVIEW-26bbbf78aa76ddbe,FIRSTPREFILLAUDIT-26bbbf78aa76ddbe,102,left,102-left,Q1-补缺或计划数偏大页列先核,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,重点核专业计划数是否误读为学费或串列，并核湖北官方侧:1,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,first-closure-102-left-csv,1c76961761a019588012d5827ce98d5d322559b56daa557e745de341fa31a14b,first-closure-102-left-html,0da510ab3b9f8c96760796c35005441fa04210ed1ca61c5945a2ce7a7f31f25f,FIRST-CLOSURE-PREFILL-CSV-102-left,815c877041e136a1fb11104ea2f290a551056eb9a8665f5ce259fa27e496ba7f,0,0,0,0,false,false,PDF原页记录完成=1；湖北官方侧记录完成=1或记录官方系统不可得状态；高校辅证记录完成=0；双人复核完成=1；字段事实写回复查通过后才可进入下一层,PDF原页记录未完成；湖北官方侧记录未完成或不可得状态未确认；双人复核未完成；字段事实写回仍阻断,blocked_until_first_closure_private_review_confirms_values,公开层只保存页列执行顺序、任务计数、证据编号、SHA和门禁；不公开候选值、私有记录值、识别正文或私有路径,按执行顺序在私有核页材料中完成PDF原页、湖北官方侧、高校辅证和双人复核记录，再同步公开进度
FIRSTEXEC-8d18898b6158ec1d,data/working/issue19-stable-foundation-first-closure-page-side-packet.csv,data/working/issue19-stable-foundation-first-closure-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-task-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-triage-prefill-public-audit.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_execution_queue,PDF页码×版面列,PDF页码×版面列×第一闭环核验执行队列,false,false,false,false,false,false,false,false,28,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核；E1-计划数补缺或偏大优先核验；任务1条，双人复核1条,FIRSTPAGE-db5ce399a7fd30e8,FIRSTREVIEW-db5ce399a7fd30e8,FIRSTPREFILLAUDIT-db5ce399a7fd30e8,228,left,228-left,Q1-补缺或计划数偏大页列先核,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,重点核专业计划数是否误读为学费或串列，并核湖北官方侧:1,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,first-closure-228-left-csv,47697f63ec4df20ca4bcd7a53bdf2c48289d06d6088bc41bee5e2d62e5d6fb6d,first-closure-228-left-html,e4eabefc9be8d238cb0800e9cfe71bfa31655834e944a7ef09822a5dd9962e31,FIRST-CLOSURE-PREFILL-CSV-228-left,4eea6a43d966a93ab0c2f275e408a0d3851aadda21c66aca1473674b3b8dbbbc,0,0,0,0,false,false,PDF原页记录完成=1；湖北官方侧记录完成=1或记录官方系统不可得状态；高校辅证记录完成=0；双人复核完成=1；字段事实写回复查通过后才可进入下一层,PDF原页记录未完成；湖北官方侧记录未完成或不可得状态未确认；双人复核未完成；字段事实写回仍阻断,blocked_until_first_closure_private_review_confirms_values,公开层只保存页列执行顺序、任务计数、证据编号、SHA和门禁；不公开候选值、私有记录值、识别正文或私有路径,按执行顺序在私有核页材料中完成PDF原页、湖北官方侧、高校辅证和双人复核记录，再同步公开进度
FIRSTEXEC-436561705643ed1d,data/working/issue19-stable-foundation-first-closure-page-side-packet.csv,data/working/issue19-stable-foundation-first-closure-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-task-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-triage-prefill-public-audit.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_execution_queue,PDF页码×版面列,PDF页码×版面列×第一闭环核验执行队列,false,false,false,false,false,false,false,false,29,E2-官网未匹配专业名归属核验,Q2-官网未匹配或高校辅证页列先核；E2-官网未匹配专业名归属核验；任务18条，双人复核17条,FIRSTPAGE-6bd94b5fb0abfec4,FIRSTREVIEW-6bd94b5fb0abfec4,FIRSTPREFILLAUDIT-6bd94b5fb0abfec4,80,right,080-right,Q2-官网未匹配或高校辅证页列先核,18,1,17,18,18,18,17,0,17,0,0,0,0,0,0,0,0,0,1,0,0,17,按高校辅证线索核PDF原页、湖北官方侧和再选科目一致性:17；先确认专业名和限定词归属，再决定是否继续核字段:1,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,first-closure-080-right-csv,294c64716871cf6627b2a5ee531d809b9b7a372d2766779a7f1d4703b3eef2d6,first-closure-080-right-html,46f5aaa70395380f6139226e5f9d2847a28e645ba0bb9e2438ba96ee91bd98be,FIRST-CLOSURE-PREFILL-CSV-080-right,cba2c2dd97897f39187e212f6715596bd71ac5d4248773faa0f2d68e4dfdd7b4,0,0,0,0,false,false,PDF原页记录完成=18；湖北官方侧记录完成=18或记录官方系统不可得状态；高校辅证记录完成=18；双人复核完成=17；字段事实写回复查通过后才可进入下一层,PDF原页记录未完成；湖北官方侧记录未完成或不可得状态未确认；高校辅证记录未完成；双人复核未完成；字段事实写回仍阻断,blocked_until_first_closure_private_review_confirms_values,公开层只保存页列执行顺序、任务计数、证据编号、SHA和门禁；不公开候选值、私有记录值、识别正文或私有路径,按执行顺序在私有核页材料中完成PDF原页、湖北官方侧、高校辅证和双人复核记录，再同步公开进度
FIRSTEXEC-f8f6bd246859ef8f,data/working/issue19-stable-foundation-first-closure-page-side-packet.csv,data/working/issue19-stable-foundation-first-closure-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-task-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-triage-prefill-public-audit.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_execution_queue,PDF页码×版面列,PDF页码×版面列×第一闭环核验执行队列,false,false,false,false,false,false,false,false,30,E2-官网未匹配专业名归属核验,Q2-官网未匹配或高校辅证页列先核；E2-官网未匹配专业名归属核验；任务11条，双人复核0条,FIRSTPAGE-4c8c5f6279a32c04,FIRSTREVIEW-4c8c5f6279a32c04,FIRSTPREFILLAUDIT-4c8c5f6279a32c04,70,right,070-right,Q2-官网未匹配或高校辅证页列先核,11,11,0,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,先确认专业名和限定词归属，再决定是否继续核字段:11,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,first-closure-070-right-csv,4592b37668f26f5e598f62134a7f5eee1dfaccbf5d6f05f9650e1f4d250141dd,first-closure-070-right-html,5c7dd2185cb271b7b92d5c818f50da07c6181dec321d83ed5f6429dd748d9e5f,FIRST-CLOSURE-PREFILL-CSV-070-right,131911333ac5d3b2ba38b7b4f86d81fe077e823bd2ff4e378f768f831d137c1f,0,0,0,0,false,false,PDF原页记录完成=11；湖北官方侧记录完成=11或记录官方系统不可得状态；高校辅证记录完成=11；双人复核完成=0；字段事实写回复查通过后才可进入下一层,PDF原页记录未完成；湖北官方侧记录未完成或不可得状态未确认；高校辅证记录未完成；字段事实写回仍阻断,blocked_until_first_closure_private_review_confirms_values,公开层只保存页列执行顺序、任务计数、证据编号、SHA和门禁；不公开候选值、私有记录值、识别正文或私有路径,按执行顺序在私有核页材料中完成PDF原页、湖北官方侧、高校辅证和双人复核记录，再同步公开进度
FIRSTEXEC-4a81791738da8a88,data/working/issue19-stable-foundation-first-closure-page-side-packet.csv,data/working/issue19-stable-foundation-first-closure-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-task-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-triage-prefill-public-audit.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_execution_queue,PDF页码×版面列,PDF页码×版面列×第一闭环核验执行队列,false,false,false,false,false,false,false,false,31,E2-官网未匹配专业名归属核验,Q2-官网未匹配或高校辅证页列先核；E2-官网未匹配专业名归属核验；任务3条，双人复核0条,FIRSTPAGE-6f905e62249f58a5,FIRSTREVIEW-6f905e62249f58a5,FIRSTPREFILLAUDIT-6f905e62249f58a5,135,right,135-right,Q2-官网未匹配或高校辅证页列先核,3,3,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,先确认专业名和限定词归属，再决定是否继续核字段:3,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,first-closure-135-right-csv,b550fdf8f6699b6925209d7c73a2e59af5b453ea0ede52821460b1d210864446,first-closure-135-right-html,f508cc6e08a5ed12d1100c9c81ddf774f3c3fa19c33eb78ea58f52c740c6b23e,FIRST-CLOSURE-PREFILL-CSV-135-right,f1b2b37a2bd04e59221aff1af74181ad7db359fca3fc4d4a7a4641be33113ced,0,0,0,0,false,false,PDF原页记录完成=3；湖北官方侧记录完成=3或记录官方系统不可得状态；高校辅证记录完成=3；双人复核完成=0；字段事实写回复查通过后才可进入下一层,PDF原页记录未完成；湖北官方侧记录未完成或不可得状态未确认；高校辅证记录未完成；字段事实写回仍阻断,blocked_until_first_closure_private_review_confirms_values,公开层只保存页列执行顺序、任务计数、证据编号、SHA和门禁；不公开候选值、私有记录值、识别正文或私有路径,按执行顺序在私有核页材料中完成PDF原页、湖北官方侧、高校辅证和双人复核记录，再同步公开进度
FIRSTEXEC-b37cd355a198cdbc,data/working/issue19-stable-foundation-first-closure-page-side-packet.csv,data/working/issue19-stable-foundation-first-closure-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-task-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-triage-prefill-public-audit.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_execution_queue,PDF页码×版面列,PDF页码×版面列×第一闭环核验执行队列,false,false,false,false,false,false,false,false,32,E2-官网未匹配专业名归属核验,Q2-官网未匹配或高校辅证页列先核；E2-官网未匹配专业名归属核验；任务2条，双人复核0条,FIRSTPAGE-9a59e69a09baeb3c,FIRSTREVIEW-9a59e69a09baeb3c,FIRSTPREFILLAUDIT-9a59e69a09baeb3c,235,left,235-left,Q2-官网未匹配或高校辅证页列先核,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,先确认专业名和限定词归属，再决定是否继续核字段:2,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,first-closure-235-left-csv,849675d0119a192b524b02a60c17aedb8d1e3b75b45ba0bef5ae7d70d7b1e4d5,first-closure-235-left-html,248aea2dab99510ad32fb79739db4e8771a491705991f577ad4f322d55f20017,FIRST-CLOSURE-PREFILL-CSV-235-left,0d4c365fe3787bdf858077ac80df2892ab1833416fcb8dfb24c85d2408765d4c,0,0,0,0,false,false,PDF原页记录完成=2；湖北官方侧记录完成=2或记录官方系统不可得状态；高校辅证记录完成=2；双人复核完成=0；字段事实写回复查通过后才可进入下一层,PDF原页记录未完成；湖北官方侧记录未完成或不可得状态未确认；高校辅证记录未完成；字段事实写回仍阻断,blocked_until_first_closure_private_review_confirms_values,公开层只保存页列执行顺序、任务计数、证据编号、SHA和门禁；不公开候选值、私有记录值、识别正文或私有路径,按执行顺序在私有核页材料中完成PDF原页、湖北官方侧、高校辅证和双人复核记录，再同步公开进度
FIRSTEXEC-7e311f642ec9d20a,data/working/issue19-stable-foundation-first-closure-page-side-packet.csv,data/working/issue19-stable-foundation-first-closure-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-task-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-triage-prefill-public-audit.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_execution_queue,PDF页码×版面列,PDF页码×版面列×第一闭环核验执行队列,false,false,false,false,false,false,false,false,33,E2-官网未匹配专业名归属核验,Q2-官网未匹配或高校辅证页列先核；E2-官网未匹配专业名归属核验；任务1条，双人复核0条,FIRSTPAGE-71c8a1c59d84716c,FIRSTREVIEW-71c8a1c59d84716c,FIRSTPREFILLAUDIT-71c8a1c59d84716c,36,right,036-right,Q2-官网未匹配或高校辅证页列先核,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,先确认专业名和限定词归属，再决定是否继续核字段:1,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,first-closure-036-right-csv,15d387c0b7493b9d5270e156191c1d925bbbdff82fe558cdd0a08b855bad55c6,first-closure-036-right-html,5510355a5c966fd04c9dff876a437ab43c0e8d298d50e14649b3f8755c40f218,FIRST-CLOSURE-PREFILL-CSV-036-right,3a3bdb329489c001e564735660afe9063f72f080ee3de4f6b9f90bd880a164b4,0,0,0,0,false,false,PDF原页记录完成=1；湖北官方侧记录完成=1或记录官方系统不可得状态；高校辅证记录完成=1；双人复核完成=0；字段事实写回复查通过后才可进入下一层,PDF原页记录未完成；湖北官方侧记录未完成或不可得状态未确认；高校辅证记录未完成；字段事实写回仍阻断,blocked_until_first_closure_private_review_confirms_values,公开层只保存页列执行顺序、任务计数、证据编号、SHA和门禁；不公开候选值、私有记录值、识别正文或私有路径,按执行顺序在私有核页材料中完成PDF原页、湖北官方侧、高校辅证和双人复核记录，再同步公开进度
FIRSTEXEC-f96632d08a87c463,data/working/issue19-stable-foundation-first-closure-page-side-packet.csv,data/working/issue19-stable-foundation-first-closure-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-task-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-triage-prefill-public-audit.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_execution_queue,PDF页码×版面列,PDF页码×版面列×第一闭环核验执行队列,false,false,false,false,false,false,false,false,34,E2-官网未匹配专业名归属核验,Q2-官网未匹配或高校辅证页列先核；E2-官网未匹配专业名归属核验；任务1条，双人复核0条,FIRSTPAGE-45d30b827811919c,FIRSTREVIEW-45d30b827811919c,FIRSTPREFILLAUDIT-45d30b827811919c,57,left,057-left,Q2-官网未匹配或高校辅证页列先核,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,先确认专业名和限定词归属，再决定是否继续核字段:1,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,first-closure-057-left-csv,87a334eda4a4b2139036abf4dd95fa2c1913c71df676d29106b51085e2fffeec,first-closure-057-left-html,95278c81a4212b09d4508563183ba32f5874acbf23f90089c6317e488b44407f,FIRST-CLOSURE-PREFILL-CSV-057-left,28c5bb2590031a200dbb1129a2503ea02c62e0d8d5e5ed1e7447281e0f19825f,0,0,0,0,false,false,PDF原页记录完成=1；湖北官方侧记录完成=1或记录官方系统不可得状态；高校辅证记录完成=1；双人复核完成=0；字段事实写回复查通过后才可进入下一层,PDF原页记录未完成；湖北官方侧记录未完成或不可得状态未确认；高校辅证记录未完成；字段事实写回仍阻断,blocked_until_first_closure_private_review_confirms_values,公开层只保存页列执行顺序、任务计数、证据编号、SHA和门禁；不公开候选值、私有记录值、识别正文或私有路径,按执行顺序在私有核页材料中完成PDF原页、湖北官方侧、高校辅证和双人复核记录，再同步公开进度
