页列底座核页进度公开账本ID,来源页列底座批次执行包表,来源页列底座核验批次表,来源私有批次任务CSV,来源期号,来源PDF_SHA256,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,机器是否允许自动写回主表,机器是否允许自动标记核验完成,是否允许作为志愿推荐依据,是否允许生成学校专业建议,批次总序,批次ID,批次名称,批内页列序号,页列全局风险总序,页列底座核验批次行ID,来源页码,版面列,页码版面键,综合风险优先级桶,页列首要核验动作,包内专业行数,包内字段任务数,字段Q0无候选阻断任务数,字段Q1有候选待人工核验任务数,字段Q2待三方闭环任务数,结构风险事件数,官方查询键碰撞行数,教育部未匹配校名专业行数,官网辅证线索行数,官网计划数冲突行数,OCR行数,OCR低置信度行数,私有页图证据编号,私有页图SHA256,私有批次审阅HTML证据编号,私有批次审阅HTML_SHA256,私有批次审阅任务CSV_SHA256,私有任务CSV_SHA256匹配状态,PDF原页核页记录状态,湖北官方核验记录状态,结构和官方消歧记录状态,高校辅证记录状态,高校辅证是否需要记录,一审记录状态,二审记录状态,双人复核记录状态,私有记录必填项数,私有记录已填项数,私有记录未填项数,私有记录填写进度,页列私有记录进度桶,页列私有记录进度状态,PDF原页核页是否完成,湖北官方核验是否完成,结构和官方消歧是否完成,高校辅证是否完成,页列是否满足升级条件,字段事实写回状态,公开安全策略,下一步
PSFOUNDATIONPROG-d7a1c6071791cbcd,data/working/issue19-page-side-foundation-batch-execution-packets.csv,data/working/issue19-page-side-foundation-verification-batches.csv,private_batch_task_csv_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_review_progress_public_ledger,PDF页码×版面列,PDF页码×版面列×私有核页记录进度,false,false,false,false,false,false,10,PSFOUNDATIONBATCH-884d479a15fdc62f,第10批-页列底座核验,22,247,PSFOUNDATIONBATCHROW-a12ff25e1bf305f4,69,left,069-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,44,132,63,51,18,1,0,0,0,0,181,82,page-069,6ff6e44cf7b51f54a0ccbfffdfbf1abad11b038412355c1cb50eb1d305f246da,ps-foundation-batch-10-html,dc9b413a7cb1bf236e284a7a6e34ec3a2216b4f4ce77398e105257ef6853f90c,ffcfbb16c5a57c30100893836931d3bcbaa0c7860661d39a9d1c3b39e228c3ec,matched_execution_packet_sha,S0-未记录,S0-未记录,S0-未记录,S0-未记录,false,S0-未记录,S0-未记录,D0-未记录,3,0,3,0/3,R0-未开始私有核页记录,pending_private_review_records,false,false,false,false,false,blocked_until_private_records_and_fact_review_closed,公开账本只保存页列状态、计数、证据编号和SHA；不公开识别行内容、页图路径、学校专业明细、字段值、核页记录内容或补充记录内容。,在本地私有任务CSV/HTML中补 PDF 原页、湖北官方、结构消歧和必要高校辅证记录；公开账本只同步填写状态，不自动认定字段事实。
PSFOUNDATIONPROG-59a6684e012ffb41,data/working/issue19-page-side-foundation-batch-execution-packets.csv,data/working/issue19-page-side-foundation-verification-batches.csv,private_batch_task_csv_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_review_progress_public_ledger,PDF页码×版面列,PDF页码×版面列×私有核页记录进度,false,false,false,false,false,false,10,PSFOUNDATIONBATCH-884d479a15fdc62f,第10批-页列底座核验,23,248,PSFOUNDATIONBATCHROW-f3498c429daaeb4c,162,right,162-right,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,23,69,54,15,0,4,0,0,0,0,135,77,page-162,765285f5e35a118ccc456c3fd3d744ff2bde4e4b3343ce9928fb8780b5050d93,ps-foundation-batch-10-html,dc9b413a7cb1bf236e284a7a6e34ec3a2216b4f4ce77398e105257ef6853f90c,ffcfbb16c5a57c30100893836931d3bcbaa0c7860661d39a9d1c3b39e228c3ec,matched_execution_packet_sha,S0-未记录,S0-未记录,S0-未记录,S0-未记录,false,S0-未记录,S0-未记录,D0-未记录,3,0,3,0/3,R0-未开始私有核页记录,pending_private_review_records,false,false,false,false,false,blocked_until_private_records_and_fact_review_closed,公开账本只保存页列状态、计数、证据编号和SHA；不公开识别行内容、页图路径、学校专业明细、字段值、核页记录内容或补充记录内容。,在本地私有任务CSV/HTML中补 PDF 原页、湖北官方、结构消歧和必要高校辅证记录；公开账本只同步填写状态，不自动认定字段事实。
PSFOUNDATIONPROG-53ae7722a622a8a8,data/working/issue19-page-side-foundation-batch-execution-packets.csv,data/working/issue19-page-side-foundation-verification-batches.csv,private_batch_task_csv_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_review_progress_public_ledger,PDF页码×版面列,PDF页码×版面列×私有核页记录进度,false,false,false,false,false,false,10,PSFOUNDATIONBATCH-884d479a15fdc62f,第10批-页列底座核验,24,249,PSFOUNDATIONBATCHROW-6114c89a3a250d1d,126,left,126-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,29,87,48,15,24,1,0,0,0,0,161,81,page-126,9698ae067127b5531e64457c1e9ef221d26c7862897d9e3006f0b5a997a01fe6,ps-foundation-batch-10-html,dc9b413a7cb1bf236e284a7a6e34ec3a2216b4f4ce77398e105257ef6853f90c,ffcfbb16c5a57c30100893836931d3bcbaa0c7860661d39a9d1c3b39e228c3ec,matched_execution_packet_sha,S0-未记录,S0-未记录,S0-未记录,S0-未记录,false,S0-未记录,S0-未记录,D0-未记录,3,0,3,0/3,R0-未开始私有核页记录,pending_private_review_records,false,false,false,false,false,blocked_until_private_records_and_fact_review_closed,公开账本只保存页列状态、计数、证据编号和SHA；不公开识别行内容、页图路径、学校专业明细、字段值、核页记录内容或补充记录内容。,在本地私有任务CSV/HTML中补 PDF 原页、湖北官方、结构消歧和必要高校辅证记录；公开账本只同步填写状态，不自动认定字段事实。
PSFOUNDATIONPROG-fa70cd553d75cffe,data/working/issue19-page-side-foundation-batch-execution-packets.csv,data/working/issue19-page-side-foundation-verification-batches.csv,private_batch_task_csv_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_review_progress_public_ledger,PDF页码×版面列,PDF页码×版面列×私有核页记录进度,false,false,false,false,false,false,10,PSFOUNDATIONBATCH-884d479a15fdc62f,第10批-页列底座核验,25,250,PSFOUNDATIONBATCHROW-f7126ef6da5adb43,219,right,219-right,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,21,63,39,18,6,7,0,0,0,0,126,60,page-219,3db97c778bd071099d2ddfa781a03260a23509c4d87bd8f5ed7b9c2b2bf09620,ps-foundation-batch-10-html,dc9b413a7cb1bf236e284a7a6e34ec3a2216b4f4ce77398e105257ef6853f90c,ffcfbb16c5a57c30100893836931d3bcbaa0c7860661d39a9d1c3b39e228c3ec,matched_execution_packet_sha,S0-未记录,S0-未记录,S0-未记录,S0-未记录,false,S0-未记录,S0-未记录,D0-未记录,3,0,3,0/3,R0-未开始私有核页记录,pending_private_review_records,false,false,false,false,false,blocked_until_private_records_and_fact_review_closed,公开账本只保存页列状态、计数、证据编号和SHA；不公开识别行内容、页图路径、学校专业明细、字段值、核页记录内容或补充记录内容。,在本地私有任务CSV/HTML中补 PDF 原页、湖北官方、结构消歧和必要高校辅证记录；公开账本只同步填写状态，不自动认定字段事实。
PSFOUNDATIONPROG-57274b41214c5024,data/working/issue19-page-side-foundation-batch-execution-packets.csv,data/working/issue19-page-side-foundation-verification-batches.csv,private_batch_task_csv_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_review_progress_public_ledger,PDF页码×版面列,PDF页码×版面列×私有核页记录进度,false,false,false,false,false,false,11,PSFOUNDATIONBATCH-a9211a257aa3170f,第11批-页列底座核验,1,251,PSFOUNDATIONBATCHROW-f19ae0e0f41b0f51,185,right,185-right,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,28,84,39,42,3,0,0,0,0,0,139,69,page-185,42f26da5bbca8a0157a4f9679055b5c20a49161039a9ea1b4d93e32a9310c059,ps-foundation-batch-11-html,ef5bfa5c24600e7d985f4bd6e08782cc40086aa551a067668948b8b6746a55e2,2bf0dea365849756259611a66117f5e2997bf7bb7a536ef939328ec3f8df6d7e,matched_execution_packet_sha,S0-未记录,S0-未记录,S0-未记录,S0-未记录,false,S0-未记录,S0-未记录,D0-未记录,3,0,3,0/3,R0-未开始私有核页记录,pending_private_review_records,false,false,false,false,false,blocked_until_private_records_and_fact_review_closed,公开账本只保存页列状态、计数、证据编号和SHA；不公开识别行内容、页图路径、学校专业明细、字段值、核页记录内容或补充记录内容。,在本地私有任务CSV/HTML中补 PDF 原页、湖北官方、结构消歧和必要高校辅证记录；公开账本只同步填写状态，不自动认定字段事实。
PSFOUNDATIONPROG-1f5b58f6e8df5797,data/working/issue19-page-side-foundation-batch-execution-packets.csv,data/working/issue19-page-side-foundation-verification-batches.csv,private_batch_task_csv_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_review_progress_public_ledger,PDF页码×版面列,PDF页码×版面列×私有核页记录进度,false,false,false,false,false,false,11,PSFOUNDATIONBATCH-a9211a257aa3170f,第11批-页列底座核验,2,252,PSFOUNDATIONBATCHROW-130812fb2889e502,157,left,157-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,24,72,36,33,3,4,0,0,0,0,132,79,page-157,e18e87288da8f60c1e553a32bbd167761a1a84d41a7fe7100290d979c3b77914,ps-foundation-batch-11-html,ef5bfa5c24600e7d985f4bd6e08782cc40086aa551a067668948b8b6746a55e2,2bf0dea365849756259611a66117f5e2997bf7bb7a536ef939328ec3f8df6d7e,matched_execution_packet_sha,S0-未记录,S0-未记录,S0-未记录,S0-未记录,false,S0-未记录,S0-未记录,D0-未记录,3,0,3,0/3,R0-未开始私有核页记录,pending_private_review_records,false,false,false,false,false,blocked_until_private_records_and_fact_review_closed,公开账本只保存页列状态、计数、证据编号和SHA；不公开识别行内容、页图路径、学校专业明细、字段值、核页记录内容或补充记录内容。,在本地私有任务CSV/HTML中补 PDF 原页、湖北官方、结构消歧和必要高校辅证记录；公开账本只同步填写状态，不自动认定字段事实。
PSFOUNDATIONPROG-5fb4038f568aa7fc,data/working/issue19-page-side-foundation-batch-execution-packets.csv,data/working/issue19-page-side-foundation-verification-batches.csv,private_batch_task_csv_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_review_progress_public_ledger,PDF页码×版面列,PDF页码×版面列×私有核页记录进度,false,false,false,false,false,false,11,PSFOUNDATIONBATCH-a9211a257aa3170f,第11批-页列底座核验,3,253,PSFOUNDATIONBATCHROW-d1a9d6b856198429,170,right,170-right,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,32,96,36,60,0,3,0,0,0,0,141,84,page-170,edb6ba0b16271dde3ce3dbb45381671948bc395f129e9e85b73792e15901507d,ps-foundation-batch-11-html,ef5bfa5c24600e7d985f4bd6e08782cc40086aa551a067668948b8b6746a55e2,2bf0dea365849756259611a66117f5e2997bf7bb7a536ef939328ec3f8df6d7e,matched_execution_packet_sha,S0-未记录,S0-未记录,S0-未记录,S0-未记录,false,S0-未记录,S0-未记录,D0-未记录,3,0,3,0/3,R0-未开始私有核页记录,pending_private_review_records,false,false,false,false,false,blocked_until_private_records_and_fact_review_closed,公开账本只保存页列状态、计数、证据编号和SHA；不公开识别行内容、页图路径、学校专业明细、字段值、核页记录内容或补充记录内容。,在本地私有任务CSV/HTML中补 PDF 原页、湖北官方、结构消歧和必要高校辅证记录；公开账本只同步填写状态，不自动认定字段事实。
PSFOUNDATIONPROG-dc0184bd753e59f1,data/working/issue19-page-side-foundation-batch-execution-packets.csv,data/working/issue19-page-side-foundation-verification-batches.csv,private_batch_task_csv_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_review_progress_public_ledger,PDF页码×版面列,PDF页码×版面列×私有核页记录进度,false,false,false,false,false,false,11,PSFOUNDATIONBATCH-a9211a257aa3170f,第11批-页列底座核验,4,254,PSFOUNDATIONBATCHROW-992bae33fbc8d38c,101,left,101-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,22,66,33,21,12,0,0,0,0,0,138,88,page-101,708f6c78ad58d1fa3ab6c380db8bd8c0364ca98bccf9cb7d8ad5c4fc8f01e915,ps-foundation-batch-11-html,ef5bfa5c24600e7d985f4bd6e08782cc40086aa551a067668948b8b6746a55e2,2bf0dea365849756259611a66117f5e2997bf7bb7a536ef939328ec3f8df6d7e,matched_execution_packet_sha,S0-未记录,S0-未记录,S0-未记录,S0-未记录,false,S0-未记录,S0-未记录,D0-未记录,3,0,3,0/3,R0-未开始私有核页记录,pending_private_review_records,false,false,false,false,false,blocked_until_private_records_and_fact_review_closed,公开账本只保存页列状态、计数、证据编号和SHA；不公开识别行内容、页图路径、学校专业明细、字段值、核页记录内容或补充记录内容。,在本地私有任务CSV/HTML中补 PDF 原页、湖北官方、结构消歧和必要高校辅证记录；公开账本只同步填写状态，不自动认定字段事实。
PSFOUNDATIONPROG-b08f739db443f7b6,data/working/issue19-page-side-foundation-batch-execution-packets.csv,data/working/issue19-page-side-foundation-verification-batches.csv,private_batch_task_csv_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_review_progress_public_ledger,PDF页码×版面列,PDF页码×版面列×私有核页记录进度,false,false,false,false,false,false,11,PSFOUNDATIONBATCH-a9211a257aa3170f,第11批-页列底座核验,5,255,PSFOUNDATIONBATCHROW-bcb4d1334f6acca3,49,right,049-right,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,27,81,24,57,0,10,0,0,0,0,123,67,page-049,69a93b78e5a34c45c2f358450422a4e9da4ac6434594c4e2ea1fa6f0b0f072c0,ps-foundation-batch-11-html,ef5bfa5c24600e7d985f4bd6e08782cc40086aa551a067668948b8b6746a55e2,2bf0dea365849756259611a66117f5e2997bf7bb7a536ef939328ec3f8df6d7e,matched_execution_packet_sha,S0-未记录,S0-未记录,S0-未记录,S0-未记录,false,S0-未记录,S0-未记录,D0-未记录,3,0,3,0/3,R0-未开始私有核页记录,pending_private_review_records,false,false,false,false,false,blocked_until_private_records_and_fact_review_closed,公开账本只保存页列状态、计数、证据编号和SHA；不公开识别行内容、页图路径、学校专业明细、字段值、核页记录内容或补充记录内容。,在本地私有任务CSV/HTML中补 PDF 原页、湖北官方、结构消歧和必要高校辅证记录；公开账本只同步填写状态，不自动认定字段事实。
PSFOUNDATIONPROG-1b6d571c7e7ffc4d,data/working/issue19-page-side-foundation-batch-execution-packets.csv,data/working/issue19-page-side-foundation-verification-batches.csv,private_batch_task_csv_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_review_progress_public_ledger,PDF页码×版面列,PDF页码×版面列×私有核页记录进度,false,false,false,false,false,false,11,PSFOUNDATIONBATCH-a9211a257aa3170f,第11批-页列底座核验,6,256,PSFOUNDATIONBATCHROW-f6a55737b5db0b18,81,right,081-right,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,28,84,24,57,3,8,0,13,0,0,133,57,page-081,88e8264c3f18f63a1343fd197fa808d7d42897f73b041c25b2729650a6ed4d8a,ps-foundation-batch-11-html,ef5bfa5c24600e7d985f4bd6e08782cc40086aa551a067668948b8b6746a55e2,2bf0dea365849756259611a66117f5e2997bf7bb7a536ef939328ec3f8df6d7e,matched_execution_packet_sha,S0-未记录,S0-未记录,S0-未记录,S0-未记录,false,S0-未记录,S0-未记录,D0-未记录,3,0,3,0/3,R0-未开始私有核页记录,pending_private_review_records,false,false,false,false,false,blocked_until_private_records_and_fact_review_closed,公开账本只保存页列状态、计数、证据编号和SHA；不公开识别行内容、页图路径、学校专业明细、字段值、核页记录内容或补充记录内容。,在本地私有任务CSV/HTML中补 PDF 原页、湖北官方、结构消歧和必要高校辅证记录；公开账本只同步填写状态，不自动认定字段事实。
PSFOUNDATIONPROG-eb1c9ec2a2ef578e,data/working/issue19-page-side-foundation-batch-execution-packets.csv,data/working/issue19-page-side-foundation-verification-batches.csv,private_batch_task_csv_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_review_progress_public_ledger,PDF页码×版面列,PDF页码×版面列×私有核页记录进度,false,false,false,false,false,false,11,PSFOUNDATIONBATCH-a9211a257aa3170f,第11批-页列底座核验,7,257,PSFOUNDATIONBATCHROW-b36653eea6b2171e,207,right,207-right,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,31,93,24,63,6,6,0,0,0,0,145,70,page-207,3901fdfcc108c9f04fc64bdbf04b3a022806ef01457c934d498767f8e023e73d,ps-foundation-batch-11-html,ef5bfa5c24600e7d985f4bd6e08782cc40086aa551a067668948b8b6746a55e2,2bf0dea365849756259611a66117f5e2997bf7bb7a536ef939328ec3f8df6d7e,matched_execution_packet_sha,S0-未记录,S0-未记录,S0-未记录,S0-未记录,false,S0-未记录,S0-未记录,D0-未记录,3,0,3,0/3,R0-未开始私有核页记录,pending_private_review_records,false,false,false,false,false,blocked_until_private_records_and_fact_review_closed,公开账本只保存页列状态、计数、证据编号和SHA；不公开识别行内容、页图路径、学校专业明细、字段值、核页记录内容或补充记录内容。,在本地私有任务CSV/HTML中补 PDF 原页、湖北官方、结构消歧和必要高校辅证记录；公开账本只同步填写状态，不自动认定字段事实。
PSFOUNDATIONPROG-9d6f6d5a4e571b38,data/working/issue19-page-side-foundation-batch-execution-packets.csv,data/working/issue19-page-side-foundation-verification-batches.csv,private_batch_task_csv_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_review_progress_public_ledger,PDF页码×版面列,PDF页码×版面列×私有核页记录进度,false,false,false,false,false,false,11,PSFOUNDATIONBATCH-a9211a257aa3170f,第11批-页列底座核验,8,258,PSFOUNDATIONBATCHROW-de94b05ed715c76e,49,left,049-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,22,66,21,45,0,4,0,0,0,0,127,76,page-049,69a93b78e5a34c45c2f358450422a4e9da4ac6434594c4e2ea1fa6f0b0f072c0,ps-foundation-batch-11-html,ef5bfa5c24600e7d985f4bd6e08782cc40086aa551a067668948b8b6746a55e2,2bf0dea365849756259611a66117f5e2997bf7bb7a536ef939328ec3f8df6d7e,matched_execution_packet_sha,S0-未记录,S0-未记录,S0-未记录,S0-未记录,false,S0-未记录,S0-未记录,D0-未记录,3,0,3,0/3,R0-未开始私有核页记录,pending_private_review_records,false,false,false,false,false,blocked_until_private_records_and_fact_review_closed,公开账本只保存页列状态、计数、证据编号和SHA；不公开识别行内容、页图路径、学校专业明细、字段值、核页记录内容或补充记录内容。,在本地私有任务CSV/HTML中补 PDF 原页、湖北官方、结构消歧和必要高校辅证记录；公开账本只同步填写状态，不自动认定字段事实。
PSFOUNDATIONPROG-bebbcabf67893a3f,data/working/issue19-page-side-foundation-batch-execution-packets.csv,data/working/issue19-page-side-foundation-verification-batches.csv,private_batch_task_csv_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_review_progress_public_ledger,PDF页码×版面列,PDF页码×版面列×私有核页记录进度,false,false,false,false,false,false,11,PSFOUNDATIONBATCH-a9211a257aa3170f,第11批-页列底座核验,9,259,PSFOUNDATIONBATCHROW-f3a69e47ca51e2b5,220,left,220-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,36,108,21,75,12,2,0,0,0,0,150,79,page-220,2e2edc307f542c2fd33826afcf23ff63b7e9d1ecf282faeed1dd61da733ddd17,ps-foundation-batch-11-html,ef5bfa5c24600e7d985f4bd6e08782cc40086aa551a067668948b8b6746a55e2,2bf0dea365849756259611a66117f5e2997bf7bb7a536ef939328ec3f8df6d7e,matched_execution_packet_sha,S0-未记录,S0-未记录,S0-未记录,S0-未记录,false,S0-未记录,S0-未记录,D0-未记录,3,0,3,0/3,R0-未开始私有核页记录,pending_private_review_records,false,false,false,false,false,blocked_until_private_records_and_fact_review_closed,公开账本只保存页列状态、计数、证据编号和SHA；不公开识别行内容、页图路径、学校专业明细、字段值、核页记录内容或补充记录内容。,在本地私有任务CSV/HTML中补 PDF 原页、湖北官方、结构消歧和必要高校辅证记录；公开账本只同步填写状态，不自动认定字段事实。
PSFOUNDATIONPROG-4de476ad8f16e643,data/working/issue19-page-side-foundation-batch-execution-packets.csv,data/working/issue19-page-side-foundation-verification-batches.csv,private_batch_task_csv_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_review_progress_public_ledger,PDF页码×版面列,PDF页码×版面列×私有核页记录进度,false,false,false,false,false,false,11,PSFOUNDATIONBATCH-a9211a257aa3170f,第11批-页列底座核验,10,260,PSFOUNDATIONBATCHROW-429876b3b0163cf3,114,right,114-right,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,24,72,21,27,24,0,0,0,0,0,142,81,page-114,fb7c88b52463b9e64a1ee613c7ff785dfc68e2f99def776238959cbba0d8058b,ps-foundation-batch-11-html,ef5bfa5c24600e7d985f4bd6e08782cc40086aa551a067668948b8b6746a55e2,2bf0dea365849756259611a66117f5e2997bf7bb7a536ef939328ec3f8df6d7e,matched_execution_packet_sha,S0-未记录,S0-未记录,S0-未记录,S0-未记录,false,S0-未记录,S0-未记录,D0-未记录,3,0,3,0/3,R0-未开始私有核页记录,pending_private_review_records,false,false,false,false,false,blocked_until_private_records_and_fact_review_closed,公开账本只保存页列状态、计数、证据编号和SHA；不公开识别行内容、页图路径、学校专业明细、字段值、核页记录内容或补充记录内容。,在本地私有任务CSV/HTML中补 PDF 原页、湖北官方、结构消歧和必要高校辅证记录；公开账本只同步填写状态，不自动认定字段事实。
PSFOUNDATIONPROG-07cec2044e6db1de,data/working/issue19-page-side-foundation-batch-execution-packets.csv,data/working/issue19-page-side-foundation-verification-batches.csv,private_batch_task_csv_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_review_progress_public_ledger,PDF页码×版面列,PDF页码×版面列×私有核页记录进度,false,false,false,false,false,false,11,PSFOUNDATIONBATCH-a9211a257aa3170f,第11批-页列底座核验,11,261,PSFOUNDATIONBATCHROW-d2886a0942277667,115,left,115-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,34,102,18,84,0,4,0,0,0,0,158,81,page-115,07d33be4d96f76fdeebcf0f829d730f90c41d3f49adae831411f3412a4fad2b5,ps-foundation-batch-11-html,ef5bfa5c24600e7d985f4bd6e08782cc40086aa551a067668948b8b6746a55e2,2bf0dea365849756259611a66117f5e2997bf7bb7a536ef939328ec3f8df6d7e,matched_execution_packet_sha,S0-未记录,S0-未记录,S0-未记录,S0-未记录,false,S0-未记录,S0-未记录,D0-未记录,3,0,3,0/3,R0-未开始私有核页记录,pending_private_review_records,false,false,false,false,false,blocked_until_private_records_and_fact_review_closed,公开账本只保存页列状态、计数、证据编号和SHA；不公开识别行内容、页图路径、学校专业明细、字段值、核页记录内容或补充记录内容。,在本地私有任务CSV/HTML中补 PDF 原页、湖北官方、结构消歧和必要高校辅证记录；公开账本只同步填写状态，不自动认定字段事实。
PSFOUNDATIONPROG-6dae153006faede7,data/working/issue19-page-side-foundation-batch-execution-packets.csv,data/working/issue19-page-side-foundation-verification-batches.csv,private_batch_task_csv_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_review_progress_public_ledger,PDF页码×版面列,PDF页码×版面列×私有核页记录进度,false,false,false,false,false,false,11,PSFOUNDATIONBATCH-a9211a257aa3170f,第11批-页列底座核验,12,262,PSFOUNDATIONBATCHROW-5aaff13006c34f21,228,left,228-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,32,96,18,78,0,0,0,0,0,0,148,80,page-228,8354b79db115b694cb25cfbd96dc6dac5f6b3a5277bd01910847f93d75aa3e6e,ps-foundation-batch-11-html,ef5bfa5c24600e7d985f4bd6e08782cc40086aa551a067668948b8b6746a55e2,2bf0dea365849756259611a66117f5e2997bf7bb7a536ef939328ec3f8df6d7e,matched_execution_packet_sha,S0-未记录,S0-未记录,S0-未记录,S0-未记录,false,S0-未记录,S0-未记录,D0-未记录,3,0,3,0/3,R0-未开始私有核页记录,pending_private_review_records,false,false,false,false,false,blocked_until_private_records_and_fact_review_closed,公开账本只保存页列状态、计数、证据编号和SHA；不公开识别行内容、页图路径、学校专业明细、字段值、核页记录内容或补充记录内容。,在本地私有任务CSV/HTML中补 PDF 原页、湖北官方、结构消歧和必要高校辅证记录；公开账本只同步填写状态，不自动认定字段事实。
