页列底座字段线索公开审计ID,来源页列底座公开核页进度账本,来源字段事实核验任务队列,来源私有字段线索模板,来源期号,来源PDF_SHA256,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,机器是否允许自动写回主表,机器是否允许自动标记核验完成,是否允许作为志愿推荐依据,是否允许生成学校专业建议,批次总序,批次ID,批次名称,批内页列序号,页列全局风险总序,页列底座核验批次行ID,页列底座核页进度公开账本ID,来源页码,版面列,页码版面键,综合风险优先级桶,页列首要核验动作,包内专业行数,包内字段任务数,字段任务回链数,字段任务缺失数,专业行覆盖数,字段名任务分布,字段核验优先级分布,字段事实状态分布,字段事实阻断等级分布,字段线索状态分布,三字段OCR完整状态分布,字段线索非空任务数,字段线索缺失任务数,字段线索多值或冲突任务数,字段PDF待核任务数,湖北官方待核任务数,高校官网线索任务数,私有字段线索模板批次证据编号,私有字段线索模板CSV_SHA256,私有字段线索模板页列记录数,私有字段线索模板批次记录数,私有字段线索材料状态,PDF原页人工确认完成字段数,湖北官方字段完成字段数,高校辅证字段完成字段数,三方一致性可评估字段数,字段事实写回复查可进入字段数,页列是否满足字段复查条件,字段事实写回状态,公开安全策略,下一步
PSFIELDCLUE-54909fd200fdf205,data/working/issue19-page-side-foundation-review-progress-public-ledger.csv,data/working/issue19-field-fact-verification-tasks.csv,private_field_clue_templates_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_field_clue_public_audit,PDF页码×版面列,PDF页码×版面列×字段线索状态审计,false,false,false,false,false,false,8,PSFOUNDATIONBATCH-64acf798aacc69cb,第08批-页列底座核验,1,176,PSFOUNDATIONBATCHROW-504568214de17c37,PSFOUNDATIONPROG-54909fd200fdf205,189,right,189-right,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,22,66,66,0,22,专业计划数:22；再选科目:22；学费:22,P0:25；P1:2；P3:39,K0:25；K1:2；K2:39,Q0:57；Q1:6；Q2:3,C0-无单独线索状态:39；C1-缺线索:25；C4-组级线索:2,T0-三字段线索齐全:3；T1-缺1项:45；T2-缺2项:18,41,25,0,66,66,0,ps-field-clue-batch-08-csv,6e5f231993885a9e1bd7b94d8150b297561fdf98ad7f9242459f16d7a916aa45,66,2088,private_field_clue_template_generated,0,0,0,0,0,false,blocked_until_pdf_hubei_and_required_school_evidence_closed,公开表只保存页列字段任务计数、状态分布、证据编号和SHA；不公开具体读数、识别行内容、页图路径、学校专业明细或人工填写内容。,在本地私有字段线索模板中核 PDF 原页和湖北官方侧；所有线索都保持待人工核验，不自动写回字段事实。
PSFIELDCLUE-6e025915d20356ef,data/working/issue19-page-side-foundation-review-progress-public-ledger.csv,data/working/issue19-field-fact-verification-tasks.csv,private_field_clue_templates_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_field_clue_public_audit,PDF页码×版面列,PDF页码×版面列×字段线索状态审计,false,false,false,false,false,false,8,PSFOUNDATIONBATCH-64acf798aacc69cb,第08批-页列底座核验,2,177,PSFOUNDATIONBATCHROW-f8bb4b740f4a8a3c,PSFOUNDATIONPROG-6e025915d20356ef,171,right,171-right,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,29,87,87,0,29,专业计划数:29；再选科目:29；学费:29,P0:30；P1:6；P3:51,K0:30；K1:6；K2:51,Q0:51；Q1:18；Q2:18,C0-无单独线索状态:51；C1-缺线索:30；C4-组级线索:6,T0-三字段线索齐全:18；T1-缺1项:33；T2-缺2项:33；T3-缺3项:3,57,30,0,87,87,0,ps-field-clue-batch-08-csv,6e5f231993885a9e1bd7b94d8150b297561fdf98ad7f9242459f16d7a916aa45,87,2088,private_field_clue_template_generated,0,0,0,0,0,false,blocked_until_pdf_hubei_and_required_school_evidence_closed,公开表只保存页列字段任务计数、状态分布、证据编号和SHA；不公开具体读数、识别行内容、页图路径、学校专业明细或人工填写内容。,在本地私有字段线索模板中核 PDF 原页和湖北官方侧；所有线索都保持待人工核验，不自动写回字段事实。
PSFIELDCLUE-bc8856f9e750bd5f,data/working/issue19-page-side-foundation-review-progress-public-ledger.csv,data/working/issue19-field-fact-verification-tasks.csv,private_field_clue_templates_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_field_clue_public_audit,PDF页码×版面列,PDF页码×版面列×字段线索状态审计,false,false,false,false,false,false,8,PSFOUNDATIONBATCH-64acf798aacc69cb,第08批-页列底座核验,3,178,PSFOUNDATIONBATCHROW-591eda9be6a15633,PSFOUNDATIONPROG-bc8856f9e750bd5f,81,left,081-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,36,108,108,0,36,专业计划数:36；再选科目:36；学费:36,P0:15；P1:18；P3:75,K0:15；K1:18；K2:75,Q0:45；Q1:54；Q2:9,C0-无单独线索状态:75；C1-缺线索:15；C4-组级线索:18,T0-三字段线索齐全:9；T1-缺1项:99,93,15,0,108,108,6,ps-field-clue-batch-08-csv,6e5f231993885a9e1bd7b94d8150b297561fdf98ad7f9242459f16d7a916aa45,108,2088,private_field_clue_template_generated,0,0,0,0,0,false,blocked_until_pdf_hubei_and_required_school_evidence_closed,公开表只保存页列字段任务计数、状态分布、证据编号和SHA；不公开具体读数、识别行内容、页图路径、学校专业明细或人工填写内容。,在本地私有字段线索模板中核 PDF 原页和湖北官方侧；所有线索都保持待人工核验，不自动写回字段事实。
PSFIELDCLUE-7e604318cba092c4,data/working/issue19-page-side-foundation-review-progress-public-ledger.csv,data/working/issue19-field-fact-verification-tasks.csv,private_field_clue_templates_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_field_clue_public_audit,PDF页码×版面列,PDF页码×版面列×字段线索状态审计,false,false,false,false,false,false,8,PSFOUNDATIONBATCH-64acf798aacc69cb,第08批-页列底座核验,4,179,PSFOUNDATIONBATCHROW-f8118fa9d4511452,PSFOUNDATIONPROG-7e604318cba092c4,209,left,209-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,26,78,78,0,26,专业计划数:26；再选科目:26；学费:26,P0:17；P1:8；P3:53,K0:17；K1:8；K2:53,Q0:45；Q1:24；Q2:9,C0-无单独线索状态:53；C1-缺线索:17；C2-冲突或疑似线索:2；C4-组级线索:5；C5-OCR线索:1,T0-三字段线索齐全:9；T1-缺1项:66；T2-缺2项:3,61,17,2,78,78,6,ps-field-clue-batch-08-csv,6e5f231993885a9e1bd7b94d8150b297561fdf98ad7f9242459f16d7a916aa45,78,2088,private_field_clue_template_generated,0,0,0,0,0,false,blocked_until_pdf_hubei_and_required_school_evidence_closed,公开表只保存页列字段任务计数、状态分布、证据编号和SHA；不公开具体读数、识别行内容、页图路径、学校专业明细或人工填写内容。,在本地私有字段线索模板中核 PDF 原页和湖北官方侧；所有线索都保持待人工核验，不自动写回字段事实。
PSFIELDCLUE-d08674ac8da2f757,data/working/issue19-page-side-foundation-review-progress-public-ledger.csv,data/working/issue19-field-fact-verification-tasks.csv,private_field_clue_templates_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_field_clue_public_audit,PDF页码×版面列,PDF页码×版面列×字段线索状态审计,false,false,false,false,false,false,8,PSFOUNDATIONBATCH-64acf798aacc69cb,第08批-页列底座核验,5,180,PSFOUNDATIONBATCHROW-87fc9605285e3b41,PSFOUNDATIONPROG-d08674ac8da2f757,213,right,213-right,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,32,96,96,0,32,专业计划数:32；再选科目:32；学费:32,P0:27；P1:18；P3:51,K0:27；K1:18；K2:51,Q0:36；Q1:54；Q2:6,C0-无单独线索状态:51；C1-缺线索:27；C2-冲突或疑似线索:8；C4-组级线索:10,T0-三字段线索齐全:6；T1-缺1项:48；T2-缺2项:39；T3-缺3项:3,69,27,8,96,96,0,ps-field-clue-batch-08-csv,6e5f231993885a9e1bd7b94d8150b297561fdf98ad7f9242459f16d7a916aa45,96,2088,private_field_clue_template_generated,0,0,0,0,0,false,blocked_until_pdf_hubei_and_required_school_evidence_closed,公开表只保存页列字段任务计数、状态分布、证据编号和SHA；不公开具体读数、识别行内容、页图路径、学校专业明细或人工填写内容。,在本地私有字段线索模板中核 PDF 原页和湖北官方侧；所有线索都保持待人工核验，不自动写回字段事实。
PSFIELDCLUE-5e4cf227c75feafb,data/working/issue19-page-side-foundation-review-progress-public-ledger.csv,data/working/issue19-field-fact-verification-tasks.csv,private_field_clue_templates_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_field_clue_public_audit,PDF页码×版面列,PDF页码×版面列×字段线索状态审计,false,false,false,false,false,false,8,PSFOUNDATIONBATCH-64acf798aacc69cb,第08批-页列底座核验,6,181,PSFOUNDATIONBATCHROW-a24fbd878d9381ff,PSFOUNDATIONPROG-5e4cf227c75feafb,174,right,174-right,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,24,72,72,0,24,专业计划数:24；再选科目:24；学费:24,P0:20；P1:11；P3:41,K0:20；K1:11；K2:41,Q0:36；Q1:33；Q2:3,C0-无单独线索状态:41；C1-缺线索:20；C4-组级线索:11,T0-三字段线索齐全:3；T1-缺1项:45；T2-缺2项:24,52,20,0,72,72,0,ps-field-clue-batch-08-csv,6e5f231993885a9e1bd7b94d8150b297561fdf98ad7f9242459f16d7a916aa45,72,2088,private_field_clue_template_generated,0,0,0,0,0,false,blocked_until_pdf_hubei_and_required_school_evidence_closed,公开表只保存页列字段任务计数、状态分布、证据编号和SHA；不公开具体读数、识别行内容、页图路径、学校专业明细或人工填写内容。,在本地私有字段线索模板中核 PDF 原页和湖北官方侧；所有线索都保持待人工核验，不自动写回字段事实。
PSFIELDCLUE-b30c03ece20302c2,data/working/issue19-page-side-foundation-review-progress-public-ledger.csv,data/working/issue19-field-fact-verification-tasks.csv,private_field_clue_templates_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_field_clue_public_audit,PDF页码×版面列,PDF页码×版面列×字段线索状态审计,false,false,false,false,false,false,8,PSFOUNDATIONBATCH-64acf798aacc69cb,第08批-页列底座核验,7,182,PSFOUNDATIONBATCHROW-804f43c4be3f261c,PSFOUNDATIONPROG-b30c03ece20302c2,148,left,148-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,29,87,87,0,29,专业计划数:29；再选科目:29；学费:29,P0:20；P1:14；P3:53,K0:20；K1:14；K2:53,Q0:33；Q1:42；Q2:12,C0-无单独线索状态:53；C1-缺线索:20；C4-组级线索:14,T0-三字段线索齐全:12；T1-缺1项:48；T2-缺2项:27,67,20,0,87,87,0,ps-field-clue-batch-08-csv,6e5f231993885a9e1bd7b94d8150b297561fdf98ad7f9242459f16d7a916aa45,87,2088,private_field_clue_template_generated,0,0,0,0,0,false,blocked_until_pdf_hubei_and_required_school_evidence_closed,公开表只保存页列字段任务计数、状态分布、证据编号和SHA；不公开具体读数、识别行内容、页图路径、学校专业明细或人工填写内容。,在本地私有字段线索模板中核 PDF 原页和湖北官方侧；所有线索都保持待人工核验，不自动写回字段事实。
PSFIELDCLUE-aca1c5ffdb39745d,data/working/issue19-page-side-foundation-review-progress-public-ledger.csv,data/working/issue19-field-fact-verification-tasks.csv,private_field_clue_templates_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_field_clue_public_audit,PDF页码×版面列,PDF页码×版面列×字段线索状态审计,false,false,false,false,false,false,8,PSFOUNDATIONBATCH-64acf798aacc69cb,第08批-页列底座核验,8,183,PSFOUNDATIONBATCHROW-3dc2483b007a2f04,PSFOUNDATIONPROG-aca1c5ffdb39745d,33,left,033-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,29,87,87,0,29,专业计划数:29；再选科目:29；学费:29,P0:12；P1:7；P3:68,K0:12；K1:7；K2:68,Q0:33；Q1:21；Q2:33,C0-无单独线索状态:68；C1-缺线索:12；C4-组级线索:7,T0-三字段线索齐全:33；T1-缺1项:51；T2-缺2项:3,75,12,0,87,87,0,ps-field-clue-batch-08-csv,6e5f231993885a9e1bd7b94d8150b297561fdf98ad7f9242459f16d7a916aa45,87,2088,private_field_clue_template_generated,0,0,0,0,0,false,blocked_until_pdf_hubei_and_required_school_evidence_closed,公开表只保存页列字段任务计数、状态分布、证据编号和SHA；不公开具体读数、识别行内容、页图路径、学校专业明细或人工填写内容。,在本地私有字段线索模板中核 PDF 原页和湖北官方侧；所有线索都保持待人工核验，不自动写回字段事实。
PSFIELDCLUE-aa0b7d1c63f9e1ea,data/working/issue19-page-side-foundation-review-progress-public-ledger.csv,data/working/issue19-field-fact-verification-tasks.csv,private_field_clue_templates_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_field_clue_public_audit,PDF页码×版面列,PDF页码×版面列×字段线索状态审计,false,false,false,false,false,false,8,PSFOUNDATIONBATCH-64acf798aacc69cb,第08批-页列底座核验,9,184,PSFOUNDATIONBATCHROW-899ab2e99c19d838,PSFOUNDATIONPROG-aa0b7d1c63f9e1ea,149,right,149-right,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,32,96,96,0,32,专业计划数:32；再选科目:32；学费:32,P0:17；P1:21；P3:58,K0:17；K1:21；K2:58,Q0:30；Q1:60；Q2:6,C0-无单独线索状态:58；C1-缺线索:17；C4-组级线索:20；C5-OCR线索:1,T0-三字段线索齐全:6；T1-缺1项:72；T2-缺2项:15；T3-缺3项:3,79,17,0,96,96,0,ps-field-clue-batch-08-csv,6e5f231993885a9e1bd7b94d8150b297561fdf98ad7f9242459f16d7a916aa45,96,2088,private_field_clue_template_generated,0,0,0,0,0,false,blocked_until_pdf_hubei_and_required_school_evidence_closed,公开表只保存页列字段任务计数、状态分布、证据编号和SHA；不公开具体读数、识别行内容、页图路径、学校专业明细或人工填写内容。,在本地私有字段线索模板中核 PDF 原页和湖北官方侧；所有线索都保持待人工核验，不自动写回字段事实。
PSFIELDCLUE-789e4d280112389e,data/working/issue19-page-side-foundation-review-progress-public-ledger.csv,data/working/issue19-field-fact-verification-tasks.csv,private_field_clue_templates_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_field_clue_public_audit,PDF页码×版面列,PDF页码×版面列×字段线索状态审计,false,false,false,false,false,false,8,PSFOUNDATIONBATCH-64acf798aacc69cb,第08批-页列底座核验,10,185,PSFOUNDATIONBATCHROW-79e077abea835e64,PSFOUNDATIONPROG-789e4d280112389e,211,left,211-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,17,51,51,0,17,专业计划数:17；再选科目:17；学费:17,P0:21；P1:6；P3:24,K0:21；K1:6；K2:24,Q0:30；Q1:18；Q2:3,C0-无单独线索状态:24；C1-缺线索:21；C4-组级线索:4；C5-OCR线索:2,T0-三字段线索齐全:6；T1-缺1项:15；T2-缺2项:30,30,21,0,51,51,0,ps-field-clue-batch-08-csv,6e5f231993885a9e1bd7b94d8150b297561fdf98ad7f9242459f16d7a916aa45,51,2088,private_field_clue_template_generated,0,0,0,0,0,false,blocked_until_pdf_hubei_and_required_school_evidence_closed,公开表只保存页列字段任务计数、状态分布、证据编号和SHA；不公开具体读数、识别行内容、页图路径、学校专业明细或人工填写内容。,在本地私有字段线索模板中核 PDF 原页和湖北官方侧；所有线索都保持待人工核验，不自动写回字段事实。
PSFIELDCLUE-a5b8b3ef441b0b85,data/working/issue19-page-side-foundation-review-progress-public-ledger.csv,data/working/issue19-field-fact-verification-tasks.csv,private_field_clue_templates_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_field_clue_public_audit,PDF页码×版面列,PDF页码×版面列×字段线索状态审计,false,false,false,false,false,false,8,PSFOUNDATIONBATCH-64acf798aacc69cb,第08批-页列底座核验,11,186,PSFOUNDATIONBATCHROW-58168b99699bcf03,PSFOUNDATIONPROG-a5b8b3ef441b0b85,135,left,135-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,41,123,123,0,41,专业计划数:41；再选科目:41；学费:41,P0:13；P1:46；P3:64,K0:13；K1:46；K2:64,Q0:24；Q1:87；Q2:12,C0-无单独线索状态:64；C1-缺线索:13；C2-冲突或疑似线索:2；C3-高校辅证线索:16；C4-组级线索:28,T0-三字段线索齐全:12；T1-缺1项:81；T2-缺2项:30,110,13,2,123,123,36,ps-field-clue-batch-08-csv,6e5f231993885a9e1bd7b94d8150b297561fdf98ad7f9242459f16d7a916aa45,123,2088,private_field_clue_template_generated,0,0,0,0,0,false,blocked_until_pdf_hubei_and_required_school_evidence_closed,公开表只保存页列字段任务计数、状态分布、证据编号和SHA；不公开具体读数、识别行内容、页图路径、学校专业明细或人工填写内容。,在本地私有字段线索模板中核 PDF 原页和湖北官方侧；所有线索都保持待人工核验，不自动写回字段事实。
PSFIELDCLUE-d6028b01eb0b95f5,data/working/issue19-page-side-foundation-review-progress-public-ledger.csv,data/working/issue19-field-fact-verification-tasks.csv,private_field_clue_templates_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_field_clue_public_audit,PDF页码×版面列,PDF页码×版面列×字段线索状态审计,false,false,false,false,false,false,8,PSFOUNDATIONBATCH-64acf798aacc69cb,第08批-页列底座核验,12,187,PSFOUNDATIONBATCHROW-11c827a62288aadc,PSFOUNDATIONPROG-d6028b01eb0b95f5,105,right,105-right,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,27,81,81,0,27,专业计划数:27；再选科目:27；学费:27,P0:14；P1:19；P3:48,K0:14；K1:19；K2:48,Q0:18；Q1:57；Q2:6,C0-无单独线索状态:48；C1-缺线索:14；C4-组级线索:19,T0-三字段线索齐全:6；T1-缺1项:54；T2-缺2项:18；T3-缺3项:3,67,14,0,81,81,0,ps-field-clue-batch-08-csv,6e5f231993885a9e1bd7b94d8150b297561fdf98ad7f9242459f16d7a916aa45,81,2088,private_field_clue_template_generated,0,0,0,0,0,false,blocked_until_pdf_hubei_and_required_school_evidence_closed,公开表只保存页列字段任务计数、状态分布、证据编号和SHA；不公开具体读数、识别行内容、页图路径、学校专业明细或人工填写内容。,在本地私有字段线索模板中核 PDF 原页和湖北官方侧；所有线索都保持待人工核验，不自动写回字段事实。
PSFIELDCLUE-97dfca9deb3d3cbc,data/working/issue19-page-side-foundation-review-progress-public-ledger.csv,data/working/issue19-field-fact-verification-tasks.csv,private_field_clue_templates_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_field_clue_public_audit,PDF页码×版面列,PDF页码×版面列×字段线索状态审计,false,false,false,false,false,false,8,PSFOUNDATIONBATCH-64acf798aacc69cb,第08批-页列底座核验,13,188,PSFOUNDATIONBATCHROW-982ee06d2d255276,PSFOUNDATIONPROG-97dfca9deb3d3cbc,46,left,046-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,25,75,75,0,25,专业计划数:25；再选科目:25；学费:25,P0:24；P1:21；P3:30,K0:24；K1:21；K2:30,Q0:18；Q1:51；Q2:6,C0-无单独线索状态:30；C1-缺线索:24；C4-组级线索:17；C5-OCR线索:4,T0-三字段线索齐全:6；T1-缺1项:15；T2-缺2项:54,51,24,0,75,75,0,ps-field-clue-batch-08-csv,6e5f231993885a9e1bd7b94d8150b297561fdf98ad7f9242459f16d7a916aa45,75,2088,private_field_clue_template_generated,0,0,0,0,0,false,blocked_until_pdf_hubei_and_required_school_evidence_closed,公开表只保存页列字段任务计数、状态分布、证据编号和SHA；不公开具体读数、识别行内容、页图路径、学校专业明细或人工填写内容。,在本地私有字段线索模板中核 PDF 原页和湖北官方侧；所有线索都保持待人工核验，不自动写回字段事实。
PSFIELDCLUE-06e8318a6c2b3cc3,data/working/issue19-page-side-foundation-review-progress-public-ledger.csv,data/working/issue19-field-fact-verification-tasks.csv,private_field_clue_templates_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_field_clue_public_audit,PDF页码×版面列,PDF页码×版面列×字段线索状态审计,false,false,false,false,false,false,8,PSFOUNDATIONBATCH-64acf798aacc69cb,第08批-页列底座核验,14,189,PSFOUNDATIONBATCHROW-d267a5298a98e1d0,PSFOUNDATIONPROG-06e8318a6c2b3cc3,172,right,172-right,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,36,108,108,0,36,专业计划数:36；再选科目:36；学费:36,P0:39；P1:31；P3:38,K0:39；K1:31；K2:38,Q0:15；Q1:93,C0-无单独线索状态:38；C1-缺线索:39；C4-组级线索:31,T1-缺1项:6；T2-缺2项:102,69,39,0,108,108,0,ps-field-clue-batch-08-csv,6e5f231993885a9e1bd7b94d8150b297561fdf98ad7f9242459f16d7a916aa45,108,2088,private_field_clue_template_generated,0,0,0,0,0,false,blocked_until_pdf_hubei_and_required_school_evidence_closed,公开表只保存页列字段任务计数、状态分布、证据编号和SHA；不公开具体读数、识别行内容、页图路径、学校专业明细或人工填写内容。,在本地私有字段线索模板中核 PDF 原页和湖北官方侧；所有线索都保持待人工核验，不自动写回字段事实。
PSFIELDCLUE-d9f65552b8ad0920,data/working/issue19-page-side-foundation-review-progress-public-ledger.csv,data/working/issue19-field-fact-verification-tasks.csv,private_field_clue_templates_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_field_clue_public_audit,PDF页码×版面列,PDF页码×版面列×字段线索状态审计,false,false,false,false,false,false,8,PSFOUNDATIONBATCH-64acf798aacc69cb,第08批-页列底座核验,15,190,PSFOUNDATIONBATCHROW-b7f80cf66aa38e1f,PSFOUNDATIONPROG-d9f65552b8ad0920,152,right,152-right,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,16,48,48,0,16,专业计划数:16；再选科目:16；学费:16,P0:13；P1:9；P3:26,K0:13；K1:9；K2:26,Q0:15；Q1:27；Q2:6,C0-无单独线索状态:26；C1-缺线索:13；C2-冲突或疑似线索:1；C4-组级线索:8,T0-三字段线索齐全:6；T1-缺1项:18；T2-缺2项:24,35,13,1,48,48,0,ps-field-clue-batch-08-csv,6e5f231993885a9e1bd7b94d8150b297561fdf98ad7f9242459f16d7a916aa45,48,2088,private_field_clue_template_generated,0,0,0,0,0,false,blocked_until_pdf_hubei_and_required_school_evidence_closed,公开表只保存页列字段任务计数、状态分布、证据编号和SHA；不公开具体读数、识别行内容、页图路径、学校专业明细或人工填写内容。,在本地私有字段线索模板中核 PDF 原页和湖北官方侧；所有线索都保持待人工核验，不自动写回字段事实。
PSFIELDCLUE-e52b9b6edd66913a,data/working/issue19-page-side-foundation-review-progress-public-ledger.csv,data/working/issue19-field-fact-verification-tasks.csv,private_field_clue_templates_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_field_clue_public_audit,PDF页码×版面列,PDF页码×版面列×字段线索状态审计,false,false,false,false,false,false,8,PSFOUNDATIONBATCH-64acf798aacc69cb,第08批-页列底座核验,16,191,PSFOUNDATIONBATCHROW-5da96e2188c9f8b0,PSFOUNDATIONPROG-e52b9b6edd66913a,191,right,191-right,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,19,57,57,0,19,专业计划数:19；再选科目:19；学费:19,P0:11；P1:13；P3:33,K0:11；K1:13；K2:33,Q0:15；Q1:39；Q2:3,C0-无单独线索状态:33；C1-缺线索:11；C4-组级线索:13,T0-三字段线索齐全:3；T1-缺1项:36；T2-缺2项:18,46,11,0,57,57,0,ps-field-clue-batch-08-csv,6e5f231993885a9e1bd7b94d8150b297561fdf98ad7f9242459f16d7a916aa45,57,2088,private_field_clue_template_generated,0,0,0,0,0,false,blocked_until_pdf_hubei_and_required_school_evidence_closed,公开表只保存页列字段任务计数、状态分布、证据编号和SHA；不公开具体读数、识别行内容、页图路径、学校专业明细或人工填写内容。,在本地私有字段线索模板中核 PDF 原页和湖北官方侧；所有线索都保持待人工核验，不自动写回字段事实。
PSFIELDCLUE-6b0812d2fa61aee3,data/working/issue19-page-side-foundation-review-progress-public-ledger.csv,data/working/issue19-field-fact-verification-tasks.csv,private_field_clue_templates_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_field_clue_public_audit,PDF页码×版面列,PDF页码×版面列×字段线索状态审计,false,false,false,false,false,false,8,PSFOUNDATIONBATCH-64acf798aacc69cb,第08批-页列底座核验,17,192,PSFOUNDATIONBATCHROW-7c5fafe96844549b,PSFOUNDATIONPROG-6b0812d2fa61aee3,161,left,161-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,36,108,108,0,36,专业计划数:36；再选科目:36；学费:36,P0:42；P1:47；P3:19,K0:42；K1:47；K2:19,Q0:9；Q1:99,C0-无单独线索状态:19；C1-缺线索:42；C2-冲突或疑似线索:23；C4-组级线索:24,T1-缺1项:18；T2-缺2项:90,66,42,23,108,108,0,ps-field-clue-batch-08-csv,6e5f231993885a9e1bd7b94d8150b297561fdf98ad7f9242459f16d7a916aa45,108,2088,private_field_clue_template_generated,0,0,0,0,0,false,blocked_until_pdf_hubei_and_required_school_evidence_closed,公开表只保存页列字段任务计数、状态分布、证据编号和SHA；不公开具体读数、识别行内容、页图路径、学校专业明细或人工填写内容。,在本地私有字段线索模板中核 PDF 原页和湖北官方侧；所有线索都保持待人工核验，不自动写回字段事实。
