页列底座全批次公开审计ID,来源页列底座字段线索公开审计,来源私有字段线索模板,来源私有人工复核Overlay,来源期号,来源PDF_SHA256,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,机器是否允许自动写回主表,机器是否允许自动标记核验完成,是否允许作为志愿推荐依据,是否允许生成学校专业建议,批次总序,批次ID,批次名称,批内页列序号,页列全局风险总序,页列底座核验批次行ID,页列底座字段线索公开审计ID,来源页码,版面列,页码版面键,综合风险优先级桶,页列首要核验动作,包内专业行数,包内字段任务数,批次字段任务数,批次专业行覆盖数,批次字段名分布,批次阻断等级分布,批次字段状态分布,批次规范线索非空任务数,批次OCR线索非空任务数,批次多值线索任务数,批次疑似错位线索任务数,批次需PDF原页核验任务数,批次需湖北官方核验任务数,批次需高校辅证任务数,批次可自动写入正式Overlay任务数,批次建议动作分布,批次页列状态,私有批次明细证据编号,私有批次明细CSV_SHA256,私有批次页列记录数,私有批次总记录数,公开安全策略,下一步
PSALLBATCHPUB-ad6df9563d47d521,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_all_batch_review_public_ledger,PDF页码×版面列,PDF页码×版面列×全批次复核审计,false,false,false,false,false,false,12,PSFOUNDATIONBATCH-22ad499f1d05fe67,第12批-页列底座核验,11,286,PSFOUNDATIONBATCHROW-47db69194f4b9ef4,PSFIELDCLUE-2e5aa6e29c0eff0b,188,right,188-right,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,21,63,63,21,专业计划数:21；再选科目:21；学费:21,Q0-字段缺口无候选阻断:24；Q1-字段缺口有候选待人工核验:39,K0-字段缺口无候选需原页重读:28；K1-字段缺口有候选待PDF原页和官方核验:13；K2-OCR候选存在但三方核验未闭环:22,13,22,0,0,63,63,0,0,A1-无线索先人工读PDF原页:24；A2-带线索核PDF原页再核湖北官方:39,S0-批次已生成但未事实核准,batch-12-review-detail,39e53b9aca052309d58380c69ca2ace0f8ed3ea74fdf7a1060d971cd3233b8b5,63,2217,公开表只保存计数、状态分布、SHA和非最终门禁；字段线索、学校专业明细和复核明细只在私有批次详表。,按页列回看PDF原页并核湖北官方系统或省招办计划；通过后再写入正式Overlay。
PSALLBATCHPUB-839851af8ba10883,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_all_batch_review_public_ledger,PDF页码×版面列,PDF页码×版面列×全批次复核审计,false,false,false,false,false,false,12,PSFOUNDATIONBATCH-22ad499f1d05fe67,第12批-页列底座核验,12,287,PSFOUNDATIONBATCHROW-779af1b13df5d97f,PSFIELDCLUE-853b0bcd1ae9d206,188,left,188-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,21,63,63,21,专业计划数:21；再选科目:21；学费:21,Q0-字段缺口无候选阻断:21；Q1-字段缺口有候选待人工核验:18；Q2-OCR字段齐全但PDF和官方未闭环:24,K0-字段缺口无候选需原页重读:13；K1-字段缺口有候选待PDF原页和官方核验:6；K2-OCR候选存在但三方核验未闭环:44,6,44,0,0,63,63,0,0,A1-无线索先人工读PDF原页:21；A2-带线索核PDF原页再核湖北官方:18；A3-OCR齐全但仍需PDF和湖北官方闭环:24,S0-批次已生成但未事实核准,batch-12-review-detail,39e53b9aca052309d58380c69ca2ace0f8ed3ea74fdf7a1060d971cd3233b8b5,63,2217,公开表只保存计数、状态分布、SHA和非最终门禁；字段线索、学校专业明细和复核明细只在私有批次详表。,按页列回看PDF原页并核湖北官方系统或省招办计划；通过后再写入正式Overlay。
PSALLBATCHPUB-666fc906f6ab9747,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_all_batch_review_public_ledger,PDF页码×版面列,PDF页码×版面列×全批次复核审计,false,false,false,false,false,false,12,PSFOUNDATIONBATCH-22ad499f1d05fe67,第12批-页列底座核验,13,288,PSFOUNDATIONBATCHROW-ad09aebdeb7aecee,PSFIELDCLUE-f565d393fd26a634,75,left,075-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,48,144,144,48,专业计划数:48；再选科目:48；学费:48,Q0-字段缺口无候选阻断:18；Q1-字段缺口有候选待人工核验:105；Q2-OCR字段齐全但PDF和官方未闭环:21,K0-字段缺口无候选需原页重读:7；K1-字段缺口有候选待PDF原页和官方核验:36；K2-OCR候选存在但三方核验未闭环:101,36,102,1,0,144,144,0,0,A1-无线索先人工读PDF原页:18；A2-带线索核PDF原页再核湖北官方:105；A3-OCR齐全但仍需PDF和湖北官方闭环:21,S0-批次已生成但未事实核准,batch-12-review-detail,39e53b9aca052309d58380c69ca2ace0f8ed3ea74fdf7a1060d971cd3233b8b5,144,2217,公开表只保存计数、状态分布、SHA和非最终门禁；字段线索、学校专业明细和复核明细只在私有批次详表。,按页列回看PDF原页并核湖北官方系统或省招办计划；通过后再写入正式Overlay。
PSALLBATCHPUB-21aba66a771abc12,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_all_batch_review_public_ledger,PDF页码×版面列,PDF页码×版面列×全批次复核审计,false,false,false,false,false,false,12,PSFOUNDATIONBATCH-22ad499f1d05fe67,第12批-页列底座核验,14,289,PSFOUNDATIONBATCHROW-3d2b2a890d54b1fb,PSFIELDCLUE-23db43f83bf73b01,154,right,154-right,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,23,69,69,23,专业计划数:23；再选科目:23；学费:23,Q0-字段缺口无候选阻断:15；Q1-字段缺口有候选待人工核验:54,K0-字段缺口无候选需原页重读:24；K1-字段缺口有候选待PDF原页和官方核验:18；K2-OCR候选存在但三方核验未闭环:27,18,27,14,0,69,69,0,0,A1-无线索先人工读PDF原页:15；A2-带线索核PDF原页再核湖北官方:54,S0-批次已生成但未事实核准,batch-12-review-detail,39e53b9aca052309d58380c69ca2ace0f8ed3ea74fdf7a1060d971cd3233b8b5,69,2217,公开表只保存计数、状态分布、SHA和非最终门禁；字段线索、学校专业明细和复核明细只在私有批次详表。,按页列回看PDF原页并核湖北官方系统或省招办计划；通过后再写入正式Overlay。
PSALLBATCHPUB-8fd56b0329ab97fe,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_all_batch_review_public_ledger,PDF页码×版面列,PDF页码×版面列×全批次复核审计,false,false,false,false,false,false,12,PSFOUNDATIONBATCH-22ad499f1d05fe67,第12批-页列底座核验,15,290,PSFOUNDATIONBATCHROW-8e87fde28645c160,PSFIELDCLUE-6be719aa41e21055,17,right,017-right,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,29,87,87,29,专业计划数:29；再选科目:29；学费:29,Q0-字段缺口无候选阻断:12；Q1-字段缺口有候选待人工核验:54；Q2-OCR字段齐全但PDF和官方未闭环:21,K0-字段缺口无候选需原页重读:8；K1-字段缺口有候选待PDF原页和官方核验:18；K2-OCR候选存在但三方核验未闭环:61,18,62,0,0,87,87,48,0,A1-无线索先人工读PDF原页:12；A2-带线索核PDF原页再核湖北官方:54；A3-OCR齐全但仍需PDF和湖北官方闭环:21,S0-批次已生成但未事实核准,batch-12-review-detail,39e53b9aca052309d58380c69ca2ace0f8ed3ea74fdf7a1060d971cd3233b8b5,87,2217,公开表只保存计数、状态分布、SHA和非最终门禁；字段线索、学校专业明细和复核明细只在私有批次详表。,按页列回看PDF原页并核湖北官方系统或省招办计划；通过后再写入正式Overlay。
PSALLBATCHPUB-aa677a5da49cd5b0,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_all_batch_review_public_ledger,PDF页码×版面列,PDF页码×版面列×全批次复核审计,false,false,false,false,false,false,12,PSFOUNDATIONBATCH-22ad499f1d05fe67,第12批-页列底座核验,16,291,PSFOUNDATIONBATCHROW-34b1af1a789c2028,PSFIELDCLUE-c33f066d1cd7261c,72,right,072-right,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,28,84,84,28,专业计划数:28；再选科目:28；学费:28,Q0-字段缺口无候选阻断:12；Q1-字段缺口有候选待人工核验:57；Q2-OCR字段齐全但PDF和官方未闭环:15,K0-字段缺口无候选需原页重读:6；K1-字段缺口有候选待PDF原页和官方核验:19；K2-OCR候选存在但三方核验未闭环:59,19,59,0,0,84,84,0,0,A1-无线索先人工读PDF原页:12；A2-带线索核PDF原页再核湖北官方:57；A3-OCR齐全但仍需PDF和湖北官方闭环:15,S0-批次已生成但未事实核准,batch-12-review-detail,39e53b9aca052309d58380c69ca2ace0f8ed3ea74fdf7a1060d971cd3233b8b5,84,2217,公开表只保存计数、状态分布、SHA和非最终门禁；字段线索、学校专业明细和复核明细只在私有批次详表。,按页列回看PDF原页并核湖北官方系统或省招办计划；通过后再写入正式Overlay。
PSALLBATCHPUB-2a293a74ea416e26,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_all_batch_review_public_ledger,PDF页码×版面列,PDF页码×版面列×全批次复核审计,false,false,false,false,false,false,12,PSFOUNDATIONBATCH-22ad499f1d05fe67,第12批-页列底座核验,17,292,PSFOUNDATIONBATCHROW-fcfcd455dcf37179,PSFIELDCLUE-d4c6b3a311bf3e7a,66,right,066-right,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,28,84,84,28,专业计划数:28；再选科目:28；学费:28,Q0-字段缺口无候选阻断:9；Q1-字段缺口有候选待人工核验:57；Q2-OCR字段齐全但PDF和官方未闭环:18,K0-字段缺口无候选需原页重读:3；K1-字段缺口有候选待PDF原页和官方核验:19；K2-OCR候选存在但三方核验未闭环:62,19,62,0,0,84,84,0,0,A1-无线索先人工读PDF原页:9；A2-带线索核PDF原页再核湖北官方:57；A3-OCR齐全但仍需PDF和湖北官方闭环:18,S0-批次已生成但未事实核准,batch-12-review-detail,39e53b9aca052309d58380c69ca2ace0f8ed3ea74fdf7a1060d971cd3233b8b5,84,2217,公开表只保存计数、状态分布、SHA和非最终门禁；字段线索、学校专业明细和复核明细只在私有批次详表。,按页列回看PDF原页并核湖北官方系统或省招办计划；通过后再写入正式Overlay。
PSALLBATCHPUB-beaddc970a49f40b,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_all_batch_review_public_ledger,PDF页码×版面列,PDF页码×版面列×全批次复核审计,false,false,false,false,false,false,12,PSFOUNDATIONBATCH-22ad499f1d05fe67,第12批-页列底座核验,18,293,PSFOUNDATIONBATCHROW-d3bbd027ccc26d9a,PSFIELDCLUE-ff87551e9185d643,77,left,077-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,42,126,126,42,专业计划数:42；再选科目:42；学费:42,Q0-字段缺口无候选阻断:6；Q1-字段缺口有候选待人工核验:117；Q2-OCR字段齐全但PDF和官方未闭环:3,K0-字段缺口无候选需原页重读:3；K1-字段缺口有候选待PDF原页和官方核验:40；K2-OCR候选存在但三方核验未闭环:83,40,85,0,0,126,126,0,0,A1-无线索先人工读PDF原页:6；A2-带线索核PDF原页再核湖北官方:117；A3-OCR齐全但仍需PDF和湖北官方闭环:3,S0-批次已生成但未事实核准,batch-12-review-detail,39e53b9aca052309d58380c69ca2ace0f8ed3ea74fdf7a1060d971cd3233b8b5,126,2217,公开表只保存计数、状态分布、SHA和非最终门禁；字段线索、学校专业明细和复核明细只在私有批次详表。,按页列回看PDF原页并核湖北官方系统或省招办计划；通过后再写入正式Overlay。
PSALLBATCHPUB-72467c7580989edf,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_all_batch_review_public_ledger,PDF页码×版面列,PDF页码×版面列×全批次复核审计,false,false,false,false,false,false,12,PSFOUNDATIONBATCH-22ad499f1d05fe67,第12批-页列底座核验,19,294,PSFOUNDATIONBATCHROW-25c22a917eac1d92,PSFIELDCLUE-4ee7bc96417d5d85,150,left,150-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,22,66,66,22,专业计划数:22；再选科目:22；学费:22,Q0-字段缺口无候选阻断:3；Q1-字段缺口有候选待人工核验:60；Q2-OCR字段齐全但PDF和官方未闭环:3,K0-字段缺口无候选需原页重读:12；K1-字段缺口有候选待PDF原页和官方核验:20；K2-OCR候选存在但三方核验未闭环:34,20,34,0,0,66,66,0,0,A1-无线索先人工读PDF原页:3；A2-带线索核PDF原页再核湖北官方:60；A3-OCR齐全但仍需PDF和湖北官方闭环:3,S0-批次已生成但未事实核准,batch-12-review-detail,39e53b9aca052309d58380c69ca2ace0f8ed3ea74fdf7a1060d971cd3233b8b5,66,2217,公开表只保存计数、状态分布、SHA和非最终门禁；字段线索、学校专业明细和复核明细只在私有批次详表。,按页列回看PDF原页并核湖北官方系统或省招办计划；通过后再写入正式Overlay。
PSALLBATCHPUB-5760ef9c062f0676,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_all_batch_review_public_ledger,PDF页码×版面列,PDF页码×版面列×全批次复核审计,false,false,false,false,false,false,12,PSFOUNDATIONBATCH-22ad499f1d05fe67,第12批-页列底座核验,20,295,PSFOUNDATIONBATCHROW-d1d2f1e0e82363de,PSFIELDCLUE-e3826c85d282347d,215,left,215-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,12,36,36,12,专业计划数:12；再选科目:12；学费:12,Q1-字段缺口有候选待人工核验:33；Q2-OCR字段齐全但PDF和官方未闭环:3,K0-字段缺口无候选需原页重读:6；K1-字段缺口有候选待PDF原页和官方核验:11；K2-OCR候选存在但三方核验未闭环:19,11,19,0,0,36,36,0,0,A2-带线索核PDF原页再核湖北官方:33；A3-OCR齐全但仍需PDF和湖北官方闭环:3,S0-批次已生成但未事实核准,batch-12-review-detail,39e53b9aca052309d58380c69ca2ace0f8ed3ea74fdf7a1060d971cd3233b8b5,36,2217,公开表只保存计数、状态分布、SHA和非最终门禁；字段线索、学校专业明细和复核明细只在私有批次详表。,按页列回看PDF原页并核湖北官方系统或省招办计划；通过后再写入正式Overlay。
PSALLBATCHPUB-c2507a18c7a9a20e,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_all_batch_review_public_ledger,PDF页码×版面列,PDF页码×版面列×全批次复核审计,false,false,false,false,false,false,12,PSFOUNDATIONBATCH-22ad499f1d05fe67,第12批-页列底座核验,21,296,PSFOUNDATIONBATCHROW-961b6112425a4176,PSFIELDCLUE-12cc5ebcc8e83ee6,228,right,228-right,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,40,120,120,40,专业计划数:40；再选科目:40；学费:40,Q0-字段缺口无候选阻断:117；Q1-字段缺口有候选待人工核验:3,K0-字段缺口无候选需原页重读:79；K1-字段缺口有候选待PDF原页和官方核验:1；K2-OCR候选存在但三方核验未闭环:40,1,40,0,0,120,120,0,0,A1-无线索先人工读PDF原页:117；A2-带线索核PDF原页再核湖北官方:3,S0-批次已生成但未事实核准,batch-12-review-detail,39e53b9aca052309d58380c69ca2ace0f8ed3ea74fdf7a1060d971cd3233b8b5,120,2217,公开表只保存计数、状态分布、SHA和非最终门禁；字段线索、学校专业明细和复核明细只在私有批次详表。,按页列回看PDF原页并核湖北官方系统或省招办计划；通过后再写入正式Overlay。
PSALLBATCHPUB-5d82287a6cebeb96,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_all_batch_review_public_ledger,PDF页码×版面列,PDF页码×版面列×全批次复核审计,false,false,false,false,false,false,12,PSFOUNDATIONBATCH-22ad499f1d05fe67,第12批-页列底座核验,22,297,PSFOUNDATIONBATCHROW-5a58a8adf15acaaf,PSFIELDCLUE-676f633765be3b25,96,right,096-right,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,35,105,105,35,专业计划数:35；再选科目:35；学费:35,Q0-字段缺口无候选阻断:90；Q1-字段缺口有候选待人工核验:15,K0-字段缺口无候选需原页重读:60；K1-字段缺口有候选待PDF原页和官方核验:5；K2-OCR候选存在但三方核验未闭环:40,5,41,1,0,105,105,12,0,A1-无线索先人工读PDF原页:90；A2-带线索核PDF原页再核湖北官方:15,S0-批次已生成但未事实核准,batch-12-review-detail,39e53b9aca052309d58380c69ca2ace0f8ed3ea74fdf7a1060d971cd3233b8b5,105,2217,公开表只保存计数、状态分布、SHA和非最终门禁；字段线索、学校专业明细和复核明细只在私有批次详表。,按页列回看PDF原页并核湖北官方系统或省招办计划；通过后再写入正式Overlay。
PSALLBATCHPUB-b1e092decd1d33aa,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_all_batch_review_public_ledger,PDF页码×版面列,PDF页码×版面列×全批次复核审计,false,false,false,false,false,false,12,PSFOUNDATIONBATCH-22ad499f1d05fe67,第12批-页列底座核验,23,298,PSFOUNDATIONBATCHROW-6f288ed69a8dfb1d,PSFIELDCLUE-438148ad282de251,155,right,155-right,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,22,66,66,22,专业计划数:22；再选科目:22；学费:22,Q0-字段缺口无候选阻断:66,K0-字段缺口无候选需原页重读:33；K2-OCR候选存在但三方核验未闭环:33,0,33,0,0,66,66,0,0,A1-无线索先人工读PDF原页:66,S0-批次已生成但未事实核准,batch-12-review-detail,39e53b9aca052309d58380c69ca2ace0f8ed3ea74fdf7a1060d971cd3233b8b5,66,2217,公开表只保存计数、状态分布、SHA和非最终门禁；字段线索、学校专业明细和复核明细只在私有批次详表。,按页列回看PDF原页并核湖北官方系统或省招办计划；通过后再写入正式Overlay。
PSALLBATCHPUB-dbef0b435a1ade30,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_all_batch_review_public_ledger,PDF页码×版面列,PDF页码×版面列×全批次复核审计,false,false,false,false,false,false,12,PSFOUNDATIONBATCH-22ad499f1d05fe67,第12批-页列底座核验,24,299,PSFOUNDATIONBATCHROW-8dfe39a24f293998,PSFIELDCLUE-d290dfbbe74ab478,37,right,037-right,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,25,75,75,25,专业计划数:25；再选科目:25；学费:25,Q0-字段缺口无候选阻断:66；Q1-字段缺口有候选待人工核验:6；Q2-OCR字段齐全但PDF和官方未闭环:3,K0-字段缺口无候选需原页重读:32；K1-字段缺口有候选待PDF原页和官方核验:2；K2-OCR候选存在但三方核验未闭环:41,2,41,0,0,75,75,0,0,A1-无线索先人工读PDF原页:66；A2-带线索核PDF原页再核湖北官方:6；A3-OCR齐全但仍需PDF和湖北官方闭环:3,S0-批次已生成但未事实核准,batch-12-review-detail,39e53b9aca052309d58380c69ca2ace0f8ed3ea74fdf7a1060d971cd3233b8b5,75,2217,公开表只保存计数、状态分布、SHA和非最终门禁；字段线索、学校专业明细和复核明细只在私有批次详表。,按页列回看PDF原页并核湖北官方系统或省招办计划；通过后再写入正式Overlay。
PSALLBATCHPUB-7afa2f642723f19b,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_all_batch_review_public_ledger,PDF页码×版面列,PDF页码×版面列×全批次复核审计,false,false,false,false,false,false,12,PSFOUNDATIONBATCH-22ad499f1d05fe67,第12批-页列底座核验,25,300,PSFOUNDATIONBATCHROW-f7181dc3ba0c0835,PSFIELDCLUE-1c2ce019b4180491,50,right,050-right,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,22,66,66,22,专业计划数:22；再选科目:22；学费:22,Q0-字段缺口无候选阻断:66,K0-字段缺口无候选需原页重读:45；K2-OCR候选存在但三方核验未闭环:21,0,21,0,0,66,66,0,0,A1-无线索先人工读PDF原页:66,S0-批次已生成但未事实核准,batch-12-review-detail,39e53b9aca052309d58380c69ca2ace0f8ed3ea74fdf7a1060d971cd3233b8b5,66,2217,公开表只保存计数、状态分布、SHA和非最终门禁；字段线索、学校专业明细和复核明细只在私有批次详表。,按页列回看PDF原页并核湖北官方系统或省招办计划；通过后再写入正式Overlay。
PSALLBATCHPUB-e8a0c6dbb96fc2ce,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_all_batch_review_public_ledger,PDF页码×版面列,PDF页码×版面列×全批次复核审计,false,false,false,false,false,false,13,PSFOUNDATIONBATCH-f981a0286f35f826,第13批-页列底座核验,1,301,PSFOUNDATIONBATCHROW-bc1a76526daa8ad0,PSFIELDCLUE-be2eb7a85da68026,115,right,115-right,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,20,60,60,20,专业计划数:20；再选科目:20；学费:20,Q0-字段缺口无候选阻断:60,K0-字段缺口无候选需原页重读:29；K2-OCR候选存在但三方核验未闭环:31,0,31,0,0,60,60,0,0,A1-无线索先人工读PDF原页:60,S0-批次已生成但未事实核准,batch-13-review-detail,1dd32342b7c73d43d8806b79d8b8d632988d20cf6af9ee4c59da7c1a7b10e028,60,2127,公开表只保存计数、状态分布、SHA和非最终门禁；字段线索、学校专业明细和复核明细只在私有批次详表。,按页列回看PDF原页并核湖北官方系统或省招办计划；通过后再写入正式Overlay。
PSALLBATCHPUB-14a64bfe2278760f,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_all_batch_review_public_ledger,PDF页码×版面列,PDF页码×版面列×全批次复核审计,false,false,false,false,false,false,13,PSFOUNDATIONBATCH-f981a0286f35f826,第13批-页列底座核验,2,302,PSFOUNDATIONBATCHROW-20d2cbed5940a8ca,PSFIELDCLUE-7b26de1c39bb9739,170,left,170-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,29,87,87,29,专业计划数:29；再选科目:29；学费:29,Q0-字段缺口无候选阻断:60；Q1-字段缺口有候选待人工核验:27,K0-字段缺口无候选需原页重读:39；K1-字段缺口有候选待PDF原页和官方核验:9；K2-OCR候选存在但三方核验未闭环:39,9,39,0,0,87,87,0,0,A1-无线索先人工读PDF原页:60；A2-带线索核PDF原页再核湖北官方:27,S0-批次已生成但未事实核准,batch-13-review-detail,1dd32342b7c73d43d8806b79d8b8d632988d20cf6af9ee4c59da7c1a7b10e028,87,2127,公开表只保存计数、状态分布、SHA和非最终门禁；字段线索、学校专业明细和复核明细只在私有批次详表。,按页列回看PDF原页并核湖北官方系统或省招办计划；通过后再写入正式Overlay。
PSALLBATCHPUB-97dc8949d7bf6f0a,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_all_batch_review_public_ledger,PDF页码×版面列,PDF页码×版面列×全批次复核审计,false,false,false,false,false,false,13,PSFOUNDATIONBATCH-f981a0286f35f826,第13批-页列底座核验,3,303,PSFOUNDATIONBATCHROW-e70d892b67a2f39c,PSFIELDCLUE-8d76d672dca36dd7,54,right,054-right,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,28,84,84,28,专业计划数:28；再选科目:28；学费:28,Q0-字段缺口无候选阻断:60；Q1-字段缺口有候选待人工核验:24,K0-字段缺口无候选需原页重读:47；K1-字段缺口有候选待PDF原页和官方核验:8；K2-OCR候选存在但三方核验未闭环:29,8,29,0,0,84,84,0,0,A1-无线索先人工读PDF原页:60；A2-带线索核PDF原页再核湖北官方:24,S0-批次已生成但未事实核准,batch-13-review-detail,1dd32342b7c73d43d8806b79d8b8d632988d20cf6af9ee4c59da7c1a7b10e028,84,2127,公开表只保存计数、状态分布、SHA和非最终门禁；字段线索、学校专业明细和复核明细只在私有批次详表。,按页列回看PDF原页并核湖北官方系统或省招办计划；通过后再写入正式Overlay。
