稳定基座最小人工闭环任务ID,来源P0即时字段确认公开账本,来源P0页列执行进度公开账本,来源稳定基座逐专业筛选视图,来源自动交叉核验工作台,来源湖北官方公开入口状态快照,来源期号,来源PDF_SHA256,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,P0即时字段确认公开账本ID,P0字段即时复核任务ID,专业行ID,专业组出现ID,院校代码,院校名称OCR,院校专业组代码OCR规范化,来源页码,版面列,页码版面键,字段名,专业组内专业序号,专业代号OCR,专业名称及备注短摘,人工核验泳道,人工核验方式,执行批次,页列执行进度桶,裁图证据编号,裁图文件SHA256,裁图规格SHA256,裁图bbox归一化,是否需要双人复核,是否有高校字段线索,是否裁图OCR与机器候选冲突,是否裁图OCR与高校辅证冲突,是否机器高校冲突,高校官网证据强度,高校官网证据匹配状态,高校官网来源状态,同专业官网辅证自动动作,PDF原页核页状态,湖北官方系统或省招办计划核验状态,高校官网或招生章程辅证状态,三方字段一致性状态,字段事实写回状态,最小人工闭环阶段,人工必做步骤,人工工作量压缩方式,公开安全策略,下一步
STABLEMANUAL-9271b89d898c47f7,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,data/working/issue19-p0-immediate-page-execution-progress-public-ledger.csv,data/working/issue19-stable-foundation-major-screening-view.csv,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_minimal_manual_closure_workbench,逐专业招生明细,逐专业招生明细×P0字段×最小人工闭环,false,false,false,false,false,false,false,P0FCONF-9271b89d898c47f7,P0IMMEDIATE-d8de3b4413c57564,M-0ac9b5a602344842,G-6e9473528416f9fc,F176,河北大学,F17604,98,left,098-left,专业计划数,7,18,测控技术与仪器（办学地点：七一路校F177河北工程大学（公办）（河北）,M5-多值或双人复核常规核页,双人复核,EXEC-04-多值坐标冲突核页,R0-未开始PDF和湖北官方核验,P0CROP-fa81ec9a94a87272,74e422df5122669f41026a47ce7840a743607bf8223763675b76f1666254c500,48640d38dd18837356a50d847fed2ee55fe23abe3f915876ca442075429c3a0f,x=0.043000-0.552000;y_bottom_origin=0.591454-0.832959,true,false,false,false,false,,,,,pending_manual_pdf_review,pending_hubei_official_review,not_applicable_no_school_field_clue,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,H0-P0即时字段核页,PDF原页逐字段读数；湖北官方系统或省招办计划逐字段核验；双人复核,按PDF页码×版面列集中核页，同一页列内字段一起完成；只公开状态不公开人工读数。,公开表保存任务ID、证据SHA、bbox和状态；不保存图片路径、OCR原文、人工读数、登录态或个人信息。,先完成PDF原页读数，再等湖北官方系统/省招办计划字段核验；字段一致前不得写回主表。
STABLEMANUAL-4e7bbef62c3d0a3e,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,data/working/issue19-p0-immediate-page-execution-progress-public-ledger.csv,data/working/issue19-stable-foundation-major-screening-view.csv,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_minimal_manual_closure_workbench,逐专业招生明细,逐专业招生明细×P0字段×最小人工闭环,false,false,false,false,false,false,false,P0FCONF-4e7bbef62c3d0a3e,P0IMMEDIATE-9b240bacae418a89,M-1347e3927aa6e1cc,G-4484bb65a4efaa91,F177,河北工程大学,F17705,98,left,098-left,专业计划数,21,34,治金工程（不招色盲且不招单色识别不全者）,M5-多值或双人复核常规核页,双人复核,EXEC-04-多值坐标冲突核页,R0-未开始PDF和湖北官方核验,P0CROP-32058009cf5656ad,3c649488bcc3d52ecb837d4aba67cd6a0c2aa32ed2df737b21aa1e23199ce787,ce7b6c376f46b7d32d21ed06710ee8149be9224b4d3750c6065690916ec1426c,x=0.043000-0.552000;y_bottom_origin=0.026046-0.428878,true,false,false,false,false,,,,,pending_manual_pdf_review,pending_hubei_official_review,not_applicable_no_school_field_clue,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,H0-P0即时字段核页,PDF原页逐字段读数；湖北官方系统或省招办计划逐字段核验；双人复核,按PDF页码×版面列集中核页，同一页列内字段一起完成；只公开状态不公开人工读数。,公开表保存任务ID、证据SHA、bbox和状态；不保存图片路径、OCR原文、人工读数、登录态或个人信息。,先完成PDF原页读数，再等湖北官方系统/省招办计划字段核验；字段一致前不得写回主表。
STABLEMANUAL-6f63826ff90a328b,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,data/working/issue19-p0-immediate-page-execution-progress-public-ledger.csv,data/working/issue19-stable-foundation-major-screening-view.csv,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_minimal_manual_closure_workbench,逐专业招生明细,逐专业招生明细×P0字段×最小人工闭环,false,false,false,false,false,false,false,P0FCONF-6f63826ff90a328b,P0IMMEDIATE-a0dc2b4e08fd52ea,M-8806c4ff47d9f746,G-4484bb65a4efaa91,F177,河北工程大学,F17705,98,left,098-left,专业计划数,11,24,遥感科学与技术,M5-多值或双人复核常规核页,双人复核,EXEC-04-多值坐标冲突核页,R0-未开始PDF和湖北官方核验,P0CROP-c6eb849041d03c10,509c0fe397fcd7c85090f2bb2ad709192b9a15bd8013210ad0f99dd55571bb9f,0a1e0d518061d25659ce8ed383fff712deb966db785372bfaada691ff264c654,x=0.043000-0.552000;y_bottom_origin=0.196080-0.428878,true,false,false,false,false,,,,,pending_manual_pdf_review,pending_hubei_official_review,not_applicable_no_school_field_clue,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,H0-P0即时字段核页,PDF原页逐字段读数；湖北官方系统或省招办计划逐字段核验；双人复核,按PDF页码×版面列集中核页，同一页列内字段一起完成；只公开状态不公开人工读数。,公开表保存任务ID、证据SHA、bbox和状态；不保存图片路径、OCR原文、人工读数、登录态或个人信息。,先完成PDF原页读数，再等湖北官方系统/省招办计划字段核验；字段一致前不得写回主表。
STABLEMANUAL-9444cca26fc6450b,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,data/working/issue19-p0-immediate-page-execution-progress-public-ledger.csv,data/working/issue19-stable-foundation-major-screening-view.csv,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_minimal_manual_closure_workbench,逐专业招生明细,逐专业招生明细×P0字段×最小人工闭环,false,false,false,false,false,false,false,P0FCONF-9444cca26fc6450b,P0IMMEDIATE-8746b7685f561c97,M-0398578f85caf611,G-8921c728181c04ba,F177,河北工程大学,F17706,98,right,098-right,专业计划数,1,47,数据科学与大数据技术（中外合作》学（与新西兰曼努考联合理工学院合作，采用4+0双学位培养模式）F178 河北地质大学（公亦）（河北）,M5-多值或双人复核常规核页,双人复核,EXEC-04-多值坐标冲突核页,R0-未开始PDF和湖北官方核验,P0CROP-8cd79e2232a5ebca,de354b33436a7504d07e81bb5f50fb135d8b328929a7da9535d394c8ea277a54,e3593e5c97df0825b151fee18746849a18e15855216c86b63cd6582d5031ed2c,x=0.448000-0.957000;y_bottom_origin=0.585503-0.718140,true,false,false,false,false,,,,,pending_manual_pdf_review,pending_hubei_official_review,not_applicable_no_school_field_clue,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,H0-P0即时字段核页,PDF原页逐字段读数；湖北官方系统或省招办计划逐字段核验；双人复核,按PDF页码×版面列集中核页，同一页列内字段一起完成；只公开状态不公开人工读数。,公开表保存任务ID、证据SHA、bbox和状态；不保存图片路径、OCR原文、人工读数、登录态或个人信息。,先完成PDF原页读数，再等湖北官方系统/省招办计划字段核验；字段一致前不得写回主表。
STABLEMANUAL-3620896e228f4291,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,data/working/issue19-p0-immediate-page-execution-progress-public-ledger.csv,data/working/issue19-stable-foundation-major-screening-view.csv,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_minimal_manual_closure_workbench,逐专业招生明细,逐专业招生明细×P0字段×最小人工闭环,false,false,false,false,false,false,false,P0FCONF-3620896e228f4291,P0IMMEDIATE-a0d53b13edda3fbb,M-858ecb0319ca132a,G-898051ca43c21818,F178,河北地质大学,F17806,98,right,098-right,专业计划数,1,24,计算机科学与技术P179 河北工业大学（公办）（天津）,M5-多值或双人复核常规核页,双人复核,EXEC-04-多值坐标冲突核页,R0-未开始PDF和湖北官方核验,P0CROP-5d1d5f480cb15994,6354bd65dd8c7152b36099e565f94eeda56cb9c4ae95a97a281bf09523482a05,e8e20d303eb1a9a836cd02f5e5d35e1caddd641c97e11a05a02fc5502a854a34,x=0.448000-0.957000;y_bottom_origin=0.307857-0.421628,true,false,false,false,false,,,,,pending_manual_pdf_review,pending_hubei_official_review,not_applicable_no_school_field_clue,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,H0-P0即时字段核页,PDF原页逐字段读数；湖北官方系统或省招办计划逐字段核验；双人复核,按PDF页码×版面列集中核页，同一页列内字段一起完成；只公开状态不公开人工读数。,公开表保存任务ID、证据SHA、bbox和状态；不保存图片路径、OCR原文、人工读数、登录态或个人信息。,先完成PDF原页读数，再等湖北官方系统/省招办计划字段核验；字段一致前不得写回主表。
STABLEMANUAL-a53459de6be2d5c8,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,data/working/issue19-p0-immediate-page-execution-progress-public-ledger.csv,data/working/issue19-stable-foundation-major-screening-view.csv,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_minimal_manual_closure_workbench,逐专业招生明细,逐专业招生明细×P0字段×最小人工闭环,false,false,false,false,false,false,false,P0FCONF-a53459de6be2d5c8,P0IMMEDIATE-bb7359a4dffb2cd6,M-d1fad1f01c37c8b5,G-bec9dab04835d705,F181,河北科技大学,F18121,100,right,100-right,专业计划数,1,21,制药工程（不招色觉异常（含色弱、色盲）考生）,M5-多值或双人复核常规核页,双人复核,EXEC-04-多值坐标冲突核页,R0-未开始PDF和湖北官方核验,P0CROP-c45f390bd212444a,91f03d617d59ddedb12707dc160bef557fe81969ac2e6e2d17569a2dfd2a899a,0bd871587e6cca0ef27f0861db82e6f8c9bf93f61664729a39d996b771137b3d,x=0.448000-0.957000;y_bottom_origin=0.050756-0.254477,true,false,false,false,false,,,,,pending_manual_pdf_review,pending_hubei_official_review,not_applicable_no_school_field_clue,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,H0-P0即时字段核页,PDF原页逐字段读数；湖北官方系统或省招办计划逐字段核验；双人复核,按PDF页码×版面列集中核页，同一页列内字段一起完成；只公开状态不公开人工读数。,公开表保存任务ID、证据SHA、bbox和状态；不保存图片路径、OCR原文、人工读数、登录态或个人信息。,先完成PDF原页读数，再等湖北官方系统/省招办计划字段核验；字段一致前不得写回主表。
STABLEMANUAL-a83d2ecbfdf4a112,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,data/working/issue19-p0-immediate-page-execution-progress-public-ledger.csv,data/working/issue19-stable-foundation-major-screening-view.csv,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_minimal_manual_closure_workbench,逐专业招生明细,逐专业招生明细×P0字段×最小人工闭环,false,false,false,false,false,false,false,P0FCONF-a83d2ecbfdf4a112,P0IMMEDIATE-da6648bb2651ba51,M-6588db3b1ac55ea0,G-0c3799c0b1290089,F198,石家庄铁道大学,F19807,102,right,102-right,专业计划数,6,22,电气工程及其自动化（办学地点：龙山校区）,M5-多值或双人复核常规核页,双人复核,EXEC-04-多值坐标冲突核页,R0-未开始PDF和湖北官方核验,P0CROP-761dbaafd6f7075d,80d6f30fc3bb3dcda2702b5ccad63c657808bf386d590af8d7aa40834770cf52,a606f4fdca79539674c29fdef92bc83aff38b788dcb64125fa4a6bf74226ca7a,x=0.448000-0.957000;y_bottom_origin=0.365816-0.582965,true,false,false,false,false,,,,,pending_manual_pdf_review,pending_hubei_official_review,not_applicable_no_school_field_clue,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,H0-P0即时字段核页,PDF原页逐字段读数；湖北官方系统或省招办计划逐字段核验；双人复核,按PDF页码×版面列集中核页，同一页列内字段一起完成；只公开状态不公开人工读数。,公开表保存任务ID、证据SHA、bbox和状态；不保存图片路径、OCR原文、人工读数、登录态或个人信息。,先完成PDF原页读数，再等湖北官方系统/省招办计划字段核验；字段一致前不得写回主表。
STABLEMANUAL-35e32f4e8b78770c,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,data/working/issue19-p0-immediate-page-execution-progress-public-ledger.csv,data/working/issue19-stable-foundation-major-screening-view.csv,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_minimal_manual_closure_workbench,逐专业招生明细,逐专业招生明细×P0字段×最小人工闭环,false,false,false,false,false,false,false,P0FCONF-35e32f4e8b78770c,P0IMMEDIATE-fc7b85a20f666fba,M-749a58345fefd3ce,G-0703afa0d65eccf4,F198,石家庄铁道大学,F19806,102,right,102-right,专业计划数,1,16,英语（考生高考英语成绩不低于110分（满分以 150分计）：外语语种：英语：办学地点：龙山校区）,M2-裁图OCR未稳定补读人工看图,双人复核,EXEC-04-多值坐标冲突核页,R0-未开始PDF和湖北官方核验,P0CROP-9edce444cab88263,eaae62d04c257a267dde64dbbbeb221d70127e55757c048b8aa0cd0725f9aa37,6301cd3a37ea666c84fc69841898e687f4aa9a05ee52c0d6c883c44d434069fd,x=0.448000-0.957000;y_bottom_origin=0.507151-0.630930,true,false,false,false,false,,,,,pending_manual_pdf_review,pending_hubei_official_review,not_applicable_no_school_field_clue,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,H0-P0即时字段核页,PDF原页逐字段读数；湖北官方系统或省招办计划逐字段核验；双人复核,按PDF页码×版面列集中核页，同一页列内字段一起完成；只公开状态不公开人工读数。,公开表保存任务ID、证据SHA、bbox和状态；不保存图片路径、OCR原文、人工读数、登录态或个人信息。,先完成PDF原页读数，再等湖北官方系统/省招办计划字段核验；字段一致前不得写回主表。
STABLEMANUAL-b63f81aa33ccc291,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,data/working/issue19-p0-immediate-page-execution-progress-public-ledger.csv,data/working/issue19-stable-foundation-major-screening-view.csv,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_minimal_manual_closure_workbench,逐专业招生明细,逐专业招生明细×P0字段×最小人工闭环,false,false,false,false,false,false,false,P0FCONF-b63f81aa33ccc291,P0IMMEDIATE-2e72b9231d8a3d67,M-a54902627558e423,G-56038b58609a0b1d,F198,石家庄铁道大学,F19805,102,right,102-right,专业计划数,1,11,工程管理（不能准确识别红、黄、绿、蓝、紫各种颜色中任何一种颜色单号线、按键、信号灯、几何图形者不子录取；办学地点：龙山校区）,M2-裁图OCR未稳定补读人工看图,双人复核,EXEC-04-多值坐标冲突核页,R0-未开始PDF和湖北官方核验,P0CROP-49c1317b6b52c35b,0b3179dcb2bd1c7a19d8d6912556e1593accce36c5cc40d5ccf95ea54e6fb50d,a33198f7c7bc30b12201c60df60d8124064310f154fe5238139af64b93a552b7,x=0.448000-0.957000;y_bottom_origin=0.726224-0.861939,true,false,false,false,false,,,,,pending_manual_pdf_review,pending_hubei_official_review,not_applicable_no_school_field_clue,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,H0-P0即时字段核页,PDF原页逐字段读数；湖北官方系统或省招办计划逐字段核验；双人复核,按PDF页码×版面列集中核页，同一页列内字段一起完成；只公开状态不公开人工读数。,公开表保存任务ID、证据SHA、bbox和状态；不保存图片路径、OCR原文、人工读数、登录态或个人信息。,先完成PDF原页读数，再等湖北官方系统/省招办计划字段核验；字段一致前不得写回主表。
STABLEMANUAL-5a2af3c7bad99c72,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,data/working/issue19-p0-immediate-page-execution-progress-public-ledger.csv,data/working/issue19-stable-foundation-major-screening-view.csv,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_minimal_manual_closure_workbench,逐专业招生明细,逐专业招生明细×P0字段×最小人工闭环,false,false,false,false,false,false,false,P0FCONF-5a2af3c7bad99c72,P0IMMEDIATE-41b1b5feccd49606,M-b7b8c040e788687e,G-9e8255f82e2f2164,F210,河北工业职业技术大学,F21005,104,left,104-left,专业计划数,2,07,消防工程技术,M5-多值或双人复核常规核页,双人复核,EXEC-04-多值坐标冲突核页,R0-未开始PDF和湖北官方核验,P0CROP-7ea63b6a4c6d1258,c2fcdf8df58a3751ac1befb2ebd06388533c85bc84cccf6a8dcfbb1c3f23f5bf,f86d679cce095b748ffef315b958ee7c000e1b31788bc39eb7fb4899c13f5f33,x=0.043000-0.552000;y_bottom_origin=0.025909-0.149826,true,false,false,false,false,,,,,pending_manual_pdf_review,pending_hubei_official_review,not_applicable_no_school_field_clue,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,H0-P0即时字段核页,PDF原页逐字段读数；湖北官方系统或省招办计划逐字段核验；双人复核,按PDF页码×版面列集中核页，同一页列内字段一起完成；只公开状态不公开人工读数。,公开表保存任务ID、证据SHA、bbox和状态；不保存图片路径、OCR原文、人工读数、登录态或个人信息。,先完成PDF原页读数，再等湖北官方系统/省招办计划字段核验；字段一致前不得写回主表。
STABLEMANUAL-6b995200d89f8504,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,data/working/issue19-p0-immediate-page-execution-progress-public-ledger.csv,data/working/issue19-stable-foundation-major-screening-view.csv,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_minimal_manual_closure_workbench,逐专业招生明细,逐专业招生明细×P0字段×最小人工闭环,false,false,false,false,false,false,false,P0FCONF-6b995200d89f8504,P0IMMEDIATE-9ec04331e2062e77,M-2b93def32749e44e,G-8a68f87a04b237ec,F248,河北医科大学临床学院,F24802,104,right,104-right,专业计划数,1,02,临床医学（不招收色盲色弱考生；学制：五年）,M5-多值或双人复核常规核页,双人复核,EXEC-04-多值坐标冲突核页,R0-未开始PDF和湖北官方核验,P0CROP-b59856cb2996fdc9,9a83a3ea9b2f2b038a97d99176407c49f3c4de9d2dffa0c33a16da412dc18b6d,7095d765bb7bfdb9e9590e5d6e3ce85fd9374174fb7303dd329ec4487914dda6,x=0.448000-0.957000;y_bottom_origin=0.387965-0.511735,true,false,false,false,false,,,,,pending_manual_pdf_review,pending_hubei_official_review,not_applicable_no_school_field_clue,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,H0-P0即时字段核页,PDF原页逐字段读数；湖北官方系统或省招办计划逐字段核验；双人复核,按PDF页码×版面列集中核页，同一页列内字段一起完成；只公开状态不公开人工读数。,公开表保存任务ID、证据SHA、bbox和状态；不保存图片路径、OCR原文、人工读数、登录态或个人信息。,先完成PDF原页读数，再等湖北官方系统/省招办计划字段核验；字段一致前不得写回主表。
STABLEMANUAL-0c1a316c25a88dd8,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,data/working/issue19-p0-immediate-page-execution-progress-public-ledger.csv,data/working/issue19-stable-foundation-major-screening-view.csv,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_minimal_manual_closure_workbench,逐专业招生明细,逐专业招生明细×P0字段×最小人工闭环,false,false,false,false,false,false,false,P0FCONF-0c1a316c25a88dd8,P0IMMEDIATE-4c44242f4d47e2ba,M-5a39c72f0406bb41,G-9ce9e7dee0789358,F241,河北科技学院,F24101,104,right,104-right,专业计划数,1,01,人工智能（办学地点：唐山校区）F242河北外国语学院（民办）（河北）,M5-多值或双人复核常规核页,双人复核,EXEC-04-多值坐标冲突核页,R0-未开始PDF和湖北官方核验,P0CROP-5dc3a02d5af7811c,3732b66a05a28eb22cc87fe0cc3985b39536bc15a56ee099b40dc91772042f6f,a4ebb0ddcd4f4bfcbdd131a122a2578e2636e45bb36063cc2e5a99b5828006a2,x=0.448000-0.957000;y_bottom_origin=0.697504-0.808061,true,false,false,false,false,,,,,pending_manual_pdf_review,pending_hubei_official_review,not_applicable_no_school_field_clue,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,H0-P0即时字段核页,PDF原页逐字段读数；湖北官方系统或省招办计划逐字段核验；双人复核,按PDF页码×版面列集中核页，同一页列内字段一起完成；只公开状态不公开人工读数。,公开表保存任务ID、证据SHA、bbox和状态；不保存图片路径、OCR原文、人工读数、登录态或个人信息。,先完成PDF原页读数，再等湖北官方系统/省招办计划字段核验；字段一致前不得写回主表。
STABLEMANUAL-d66ba208061311b2,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,data/working/issue19-p0-immediate-page-execution-progress-public-ledger.csv,data/working/issue19-stable-foundation-major-screening-view.csv,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_minimal_manual_closure_workbench,逐专业招生明细,逐专业招生明细×P0字段×最小人工闭环,false,false,false,false,false,false,false,P0FCONF-d66ba208061311b2,P0IMMEDIATE-938c0abf7cc749b6,M-846dbd42076583bb,G-f625976ab98b890b,F244,华北理工大学轻工学院,F24402,104,right,104-right,专业计划数,2,04,计算机科学与技术（办学地点：滨海校F248 河北医科大学临床学院（独立）（河北）,M5-多值或双人复核常规核页,双人复核,EXEC-04-多值坐标冲突核页,R0-未开始PDF和湖北官方核验,P0CROP-c11dd2a4a9e6cbdc,378bc87c2d31ab47f260f1efe22f4495a17dc08dd36af514ba12121961c3a4c6,60ce8e3ee73e13134b5a2551ec7054e158d485e04c5c9a2ef37863ff968565c6,x=0.448000-0.957000;y_bottom_origin=0.440111-0.582965,true,false,false,false,false,,,,,pending_manual_pdf_review,pending_hubei_official_review,not_applicable_no_school_field_clue,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,H0-P0即时字段核页,PDF原页逐字段读数；湖北官方系统或省招办计划逐字段核验；双人复核,按PDF页码×版面列集中核页，同一页列内字段一起完成；只公开状态不公开人工读数。,公开表保存任务ID、证据SHA、bbox和状态；不保存图片路径、OCR原文、人工读数、登录态或个人信息。,先完成PDF原页读数，再等湖北官方系统/省招办计划字段核验；字段一致前不得写回主表。
STABLEMANUAL-a58234773420c86c,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,data/working/issue19-p0-immediate-page-execution-progress-public-ledger.csv,data/working/issue19-stable-foundation-major-screening-view.csv,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_minimal_manual_closure_workbench,逐专业招生明细,逐专业招生明细×P0字段×最小人工闭环,false,false,false,false,false,false,false,P0FCONF-a58234773420c86c,P0IMMEDIATE-6ebadb99076b5c2f,M-8b4858b0e2eb0d2c,G-3b1c3445c910c87a,F252,河北石油职业技术大学,F25201,104,right,104-right,专业计划数,2,02,石油工程技术F254 石家庄铁道大学四方学院（独立）（河院校专业组及业代号北,M5-多值或双人复核常规核页,双人复核,EXEC-04-多值坐标冲突核页,R0-未开始PDF和湖北官方核验,P0CROP-9af11dcef4a44ed2,4036d3b05fcedb4b6726b0a64792c1d2c3a34da3570ba7b92ccfd40f180b26b3,a027fadae17b7b7b446edac004dfa6e54feb3d498d90931a284f220648468663,x=0.448000-0.957000;y_bottom_origin=0.000000-0.130918,true,false,false,false,false,,,,,pending_manual_pdf_review,pending_hubei_official_review,not_applicable_no_school_field_clue,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,H0-P0即时字段核页,PDF原页逐字段读数；湖北官方系统或省招办计划逐字段核验；双人复核,按PDF页码×版面列集中核页，同一页列内字段一起完成；只公开状态不公开人工读数。,公开表保存任务ID、证据SHA、bbox和状态；不保存图片路径、OCR原文、人工读数、登录态或个人信息。,先完成PDF原页读数，再等湖北官方系统/省招办计划字段核验；字段一致前不得写回主表。
