第一闭环事实动作包准出门禁ID,来源第一闭环事实动作包,来源第一闭环事实准出门禁账本,来源第一闭环事实证据通道工作台,来源期号,来源PDF_SHA256,生成日期,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,是否允许进入私有写回评审,是否可以自动闭环,准出门禁序号,事实动作包ID,事实动作包序号,页码版面键,来源页码,版面列,准出闭环波次,执行泳道,第一闭环页列优先级,事实核验动作组,动作组排序,包执行优先级,动作包事实数,动作包字段事实数,动作包专业名归属事实数,动作包专业组边界事实数,专业计划数字段事实数,学费字段事实数,再选科目字段事实数,待人工判定字段事实数,涉及任务数,涉及字段状态数,涉及专业行数,涉及专业组出现数,涉及院校代码数,PDF原页待补事实数,湖北官方侧待补事实数,高校辅证待补事实数,冲突待处理事实数,双人复核待完成事实数,三方闭环待完成事实数,专业名归属待闭环事实数,专业组边界待闭环事实数,可进入私有写回评审事实数,动作包准出状态,动作包主缺口桶,动作包准出阻断等级,事实准出状态分布,事实准出阻断等级分布,PDF原页通道状态分布,OCR提示通道状态分布,机器坐标通道状态分布,高校官网辅证通道状态分布,湖北官方侧通道状态分布,冲突处理通道状态分布,双人复核通道状态分布,三方闭环通道状态分布,专业名归属通道状态分布,专业组边界通道状态分布,事实集合SHA16,任务集合SHA16,字段状态集合SHA16,院校代码集合SHA16,准出完成条件,下一步动作包准出动作,公开安全策略
FCFACTPACKGATE-1e21d7369cb1b1ce,data/working/issue19-first-closure-fact-action-packets-v1-public-ledger.csv,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,data/working/issue19-first-closure-fact-evidence-channel-workbench-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_action_packet_resolution_gate_v1,第一闭环事实动作包×动作包准出门禁,页列动作包×PDF原页×湖北官方侧×高校辅证×冲突/复核/三方闭环,false,false,false,false,false,false,false,false,false,false,25,FCFACTPACK-883736d135951edb,25,141-left,141,left,R2-双人复核事实先闭环,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,A2-专业组边界事实随页先核,2,016-02,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,blocked_missing_required_evidence,G3-专业组边界待闭环,R1-结构事实阻断,blocked_structure_pdf_hubei×1,G2-结构事实PDF湖北官方先行×1,blocked_pending_pdf_page_review×1,not_applicable_structure_fact_pdf_hubei_first×1,not_applicable_structure_fact_pdf_hubei_first×1,not_applicable_or_sidecar_only×1,blocked_pending_hubei_official_plan_review×1,blocked_conflict_review_not_closed_or_not_required×1,not_required_or_task_level_pending×1,blocked_pending_three_way_closure×1,not_applicable×1,pending_pdf_hubei_closure×1,7e2991547ee40cf2,,,,PDF原页、湖北官方侧、必要高校辅证、冲突处理、双人复核、三方闭环均完成后，仅可进入私有写回评审；仍不得直接用于推荐。×1,先核页列和专业组边界，再继续组内字段闭环。,not_final；action_packet_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation；hubei_official_required
FCFACTPACKGATE-0054aece50b26a39,data/working/issue19-first-closure-fact-action-packets-v1-public-ledger.csv,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,data/working/issue19-first-closure-fact-evidence-channel-workbench-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_action_packet_resolution_gate_v1,第一闭环事实动作包×动作包准出门禁,页列动作包×PDF原页×湖北官方侧×高校辅证×冲突/复核/三方闭环,false,false,false,false,false,false,false,false,false,false,26,FCFACTPACK-ead258a5bd1e1a31,26,141-left,141,left,R2-双人复核事实先闭环,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,A3-双人复核事实先核,3,016-03,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,blocked_missing_required_evidence,G1-双人复核待完成,R2-双人复核阻断,blocked_double_review_pdf_hubei×1,G3-双人复核待完成×1,P1-有机器坐标提示，仍待PDF原页人工核验×1,O4-无PDFOCR但有机器坐标提示×1,M1-有机器坐标提示可辅助定位×1,S0-无高校字段线索，本任务高校辅证不适用×1,pending_hubei_official_review×1,C4-无可比候选，需人工看图或随页列闭环×1,blocked_pending_double_review×1,pending_private_three_way_field_confirmation×1,not_applicable×1,not_applicable×1,d8021c07f00afb7f,8456ebe59668b16d,916daceeb1a5e6a5,81d0516c6aeec304,PDF原页、湖北官方侧、必要高校辅证、冲突处理、双人复核、三方闭环均完成后，仅可进入私有写回评审；仍不得直接用于推荐。×1,先完成双人复核，再回补 PDF 原页、湖北官方侧和三方闭环状态。,not_final；action_packet_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation；hubei_official_required
FCFACTPACKGATE-2b25099e44b1894c,data/working/issue19-first-closure-fact-action-packets-v1-public-ledger.csv,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,data/working/issue19-first-closure-fact-evidence-channel-workbench-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_action_packet_resolution_gate_v1,第一闭环事实动作包×动作包准出门禁,页列动作包×PDF原页×湖北官方侧×高校辅证×冲突/复核/三方闭环,false,false,false,false,false,false,false,false,false,false,27,FCFACTPACK-454511d61992bc85,27,205-left,205,left,R2-双人复核事实先闭环,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,A2-专业组边界事实随页先核,2,017-02,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,blocked_missing_required_evidence,G3-专业组边界待闭环,R1-结构事实阻断,blocked_structure_pdf_hubei×1,G2-结构事实PDF湖北官方先行×1,blocked_pending_pdf_page_review×1,not_applicable_structure_fact_pdf_hubei_first×1,not_applicable_structure_fact_pdf_hubei_first×1,not_applicable_or_sidecar_only×1,blocked_pending_hubei_official_plan_review×1,blocked_conflict_review_not_closed_or_not_required×1,not_required_or_task_level_pending×1,blocked_pending_three_way_closure×1,not_applicable×1,pending_pdf_hubei_closure×1,3da49bc641d462e4,,,,PDF原页、湖北官方侧、必要高校辅证、冲突处理、双人复核、三方闭环均完成后，仅可进入私有写回评审；仍不得直接用于推荐。×1,先核页列和专业组边界，再继续组内字段闭环。,not_final；action_packet_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation；hubei_official_required
FCFACTPACKGATE-6d463b3a745f9774,data/working/issue19-first-closure-fact-action-packets-v1-public-ledger.csv,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,data/working/issue19-first-closure-fact-evidence-channel-workbench-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_action_packet_resolution_gate_v1,第一闭环事实动作包×动作包准出门禁,页列动作包×PDF原页×湖北官方侧×高校辅证×冲突/复核/三方闭环,false,false,false,false,false,false,false,false,false,false,28,FCFACTPACK-67186dec7deb1397,28,205-left,205,left,R2-双人复核事实先闭环,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,A3-双人复核事实先核,3,017-03,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,blocked_missing_required_evidence,G1-双人复核待完成,R2-双人复核阻断,blocked_double_review_pdf_hubei×1,G3-双人复核待完成×1,P1-有机器坐标提示，仍待PDF原页人工核验×1,O4-无PDFOCR但有机器坐标提示×1,M1-有机器坐标提示可辅助定位×1,S0-无高校字段线索，本任务高校辅证不适用×1,pending_hubei_official_review×1,C4-无可比候选，需人工看图或随页列闭环×1,blocked_pending_double_review×1,pending_private_three_way_field_confirmation×1,not_applicable×1,not_applicable×1,95551084835b728d,eed634392a7f10ce,49d93e38b097ce8f,ffbb1621e8910f25,PDF原页、湖北官方侧、必要高校辅证、冲突处理、双人复核、三方闭环均完成后，仅可进入私有写回评审；仍不得直接用于推荐。×1,先完成双人复核，再回补 PDF 原页、湖北官方侧和三方闭环状态。,not_final；action_packet_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation；hubei_official_required
FCFACTPACKGATE-1b46457110e77bb9,data/working/issue19-first-closure-fact-action-packets-v1-public-ledger.csv,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,data/working/issue19-first-closure-fact-evidence-channel-workbench-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_action_packet_resolution_gate_v1,第一闭环事实动作包×动作包准出门禁,页列动作包×PDF原页×湖北官方侧×高校辅证×冲突/复核/三方闭环,false,false,false,false,false,false,false,false,false,false,29,FCFACTPACK-e4f763360d52c8ad,29,235-right,235,right,R2-双人复核事实先闭环,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,A2-专业组边界事实随页先核,2,018-02,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,blocked_missing_required_evidence,G3-专业组边界待闭环,R1-结构事实阻断,blocked_structure_pdf_hubei×1,G2-结构事实PDF湖北官方先行×1,blocked_pending_pdf_page_review×1,not_applicable_structure_fact_pdf_hubei_first×1,not_applicable_structure_fact_pdf_hubei_first×1,not_applicable_or_sidecar_only×1,blocked_pending_hubei_official_plan_review×1,blocked_conflict_review_not_closed_or_not_required×1,not_required_or_task_level_pending×1,blocked_pending_three_way_closure×1,not_applicable×1,pending_pdf_hubei_closure×1,30e6cb3709239b46,,,,PDF原页、湖北官方侧、必要高校辅证、冲突处理、双人复核、三方闭环均完成后，仅可进入私有写回评审；仍不得直接用于推荐。×1,先核页列和专业组边界，再继续组内字段闭环。,not_final；action_packet_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation；hubei_official_required
FCFACTPACKGATE-37786114ef2bf407,data/working/issue19-first-closure-fact-action-packets-v1-public-ledger.csv,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,data/working/issue19-first-closure-fact-evidence-channel-workbench-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_action_packet_resolution_gate_v1,第一闭环事实动作包×动作包准出门禁,页列动作包×PDF原页×湖北官方侧×高校辅证×冲突/复核/三方闭环,false,false,false,false,false,false,false,false,false,false,30,FCFACTPACK-e0510f353f8956ad,30,235-right,235,right,R2-双人复核事实先闭环,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,A3-双人复核事实先核,3,018-03,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,blocked_missing_required_evidence,G1-双人复核待完成,R2-双人复核阻断,blocked_double_review_pdf_hubei×1,G3-双人复核待完成×1,P1-有机器坐标提示，仍待PDF原页人工核验×1,O4-无PDFOCR但有机器坐标提示×1,M1-有机器坐标提示可辅助定位×1,S0-无高校字段线索，本任务高校辅证不适用×1,pending_hubei_official_review×1,C4-无可比候选，需人工看图或随页列闭环×1,blocked_pending_double_review×1,pending_private_three_way_field_confirmation×1,not_applicable×1,not_applicable×1,1017561353dbe8da,9bd3bff993132c7d,85123bf623ffb673,e266f95730db6cb1,PDF原页、湖北官方侧、必要高校辅证、冲突处理、双人复核、三方闭环均完成后，仅可进入私有写回评审；仍不得直接用于推荐。×1,先完成双人复核，再回补 PDF 原页、湖北官方侧和三方闭环状态。,not_final；action_packet_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation；hubei_official_required
FCFACTPACKGATE-fca3e48dca0759cb,data/working/issue19-first-closure-fact-action-packets-v1-public-ledger.csv,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,data/working/issue19-first-closure-fact-evidence-channel-workbench-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_action_packet_resolution_gate_v1,第一闭环事实动作包×动作包准出门禁,页列动作包×PDF原页×湖北官方侧×高校辅证×冲突/复核/三方闭环,false,false,false,false,false,false,false,false,false,false,31,FCFACTPACK-235373058c665a4e,31,226-left,226,left,R0-W0B0冲突事实先闭环,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,A0-W0B0冲突事实先核,0,019-00,80,78,1,1,38,20,20,0,39,78,20,2,2,80,80,57,80,6,80,1,1,0,blocked_missing_required_evidence,G0-冲突待处理,R0-W0B0冲突阻断,blocked_b0_companion_pdf_hubei×75；blocked_w0_b0_core_pdf_hubei×5,G0-W0B0核心事实优先阻断×5；G1-B0同页伴生事实阻断×75,P0-有冲突线索，PDF原页优先人工核验×3；P1-有机器坐标提示，仍待PDF原页人工核验×13；P2-有PDFOCR提示，仍待PDF原页人工确认×57；P3-无稳定OCR提示，需人工看PDF原页×6；blocked_pending_pdf_page_review×1,O0-PDFOCR与高校辅证冲突×3；O2-高校有线索但PDFOCR缺候选×54；O3-仅PDFOCR候选待人工核页×3；O4-无PDFOCR但有机器坐标提示×13；O5-无公开OCR候选提示×6；not_applicable_structure_fact_pdf_hubei_first×1,M0-无机器坐标提示×66；M1-有机器坐标提示可辅助定位×13；not_applicable_structure_fact_pdf_hubei_first×1,S1-有高校辅证线索或自动官网任务，待私有辅证记录×79；pdf_hubei_first_school_source_later×1,blocked_pending_hubei_official_plan_review×1；pending_hubei_official_review×79,C0-PDFOCR与高校辅证冲突，必须回PDF原页和湖北官方侧×3；C1-高校补缺线索，PDF原页缺候选需人工看图×54；C3-仅PDFOCR候选，需人工核页×3；C4-无可比候选，需人工看图或随页列闭环×19；blocked_b0_conflict_not_closed×1,blocked_pending_double_review×6；not_required_or_task_level_pending×74,blocked_pending_three_way_closure×1；pending_private_three_way_field_confirmation×79,not_applicable×79；pending_pdf_hubei_closure×1,not_applicable×79；pending_pdf_hubei_closure×1,23a8c690fb8f2c1b,00ee5b0b21524c73,90bf583500cf7c4e,d1c755ba46cca36f,PDF原页、湖北官方侧、必要高校辅证、冲突处理、双人复核、三方闭环均完成后，仅可进入私有写回评审；仍不得直接用于推荐。×80,先核 PDF 原页和湖北官方侧；冲突字段或结构事实必须双人复核后才能进入写回评审。,not_final；action_packet_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation；hubei_official_required
FCFACTPACKGATE-1e591537215ffb9d,data/working/issue19-first-closure-fact-action-packets-v1-public-ledger.csv,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,data/working/issue19-first-closure-fact-evidence-channel-workbench-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_action_packet_resolution_gate_v1,第一闭环事实动作包×动作包准出门禁,页列动作包×PDF原页×湖北官方侧×高校辅证×冲突/复核/三方闭环,false,false,false,false,false,false,false,false,false,false,32,FCFACTPACK-bf219bda1ae1a4fa,32,109-left,109,left,R2-双人复核事实先闭环,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,A2-专业组边界事实随页先核,2,020-02,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,blocked_missing_required_evidence,G3-专业组边界待闭环,R1-结构事实阻断,blocked_structure_pdf_hubei×1,G2-结构事实PDF湖北官方先行×1,blocked_pending_pdf_page_review×1,not_applicable_structure_fact_pdf_hubei_first×1,not_applicable_structure_fact_pdf_hubei_first×1,not_applicable_or_sidecar_only×1,blocked_pending_hubei_official_plan_review×1,blocked_conflict_review_not_closed_or_not_required×1,not_required_or_task_level_pending×1,blocked_pending_three_way_closure×1,not_applicable×1,pending_pdf_hubei_closure×1,fedcb03580c29350,,,,PDF原页、湖北官方侧、必要高校辅证、冲突处理、双人复核、三方闭环均完成后，仅可进入私有写回评审；仍不得直接用于推荐。×1,先核页列和专业组边界，再继续组内字段闭环。,not_final；action_packet_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation；hubei_official_required
FCFACTPACKGATE-ec2e7cb457c91b8e,data/working/issue19-first-closure-fact-action-packets-v1-public-ledger.csv,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,data/working/issue19-first-closure-fact-evidence-channel-workbench-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_action_packet_resolution_gate_v1,第一闭环事实动作包×动作包准出门禁,页列动作包×PDF原页×湖北官方侧×高校辅证×冲突/复核/三方闭环,false,false,false,false,false,false,false,false,false,false,33,FCFACTPACK-a44320fe2bf53fb6,33,109-left,109,left,R2-双人复核事实先闭环,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,A3-双人复核事实先核,3,020-03,2,2,0,0,2,0,0,0,2,2,2,1,1,2,2,0,0,2,2,0,0,0,blocked_missing_required_evidence,G1-双人复核待完成,R2-双人复核阻断,blocked_double_review_pdf_hubei×2,G3-双人复核待完成×2,P3-无稳定OCR提示，需人工看PDF原页×2,O5-无公开OCR候选提示×2,M0-无机器坐标提示×2,S1-有高校辅证线索或自动官网任务，待私有辅证记录×2,pending_hubei_official_review×2,C4-无可比候选，需人工看图或随页列闭环×2,blocked_pending_double_review×2,pending_private_three_way_field_confirmation×2,not_applicable×2,not_applicable×2,16c096bca754ef79,81695a4d06dd2eba,1bb72baaf21ff7ef,53ebdedba422190c,PDF原页、湖北官方侧、必要高校辅证、冲突处理、双人复核、三方闭环均完成后，仅可进入私有写回评审；仍不得直接用于推荐。×2,先完成双人复核，再回补 PDF 原页、湖北官方侧和三方闭环状态。,not_final；action_packet_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation；hubei_official_required
FCFACTPACKGATE-7b60b8daff1137c3,data/working/issue19-first-closure-fact-action-packets-v1-public-ledger.csv,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,data/working/issue19-first-closure-fact-evidence-channel-workbench-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_action_packet_resolution_gate_v1,第一闭环事实动作包×动作包准出门禁,页列动作包×PDF原页×湖北官方侧×高校辅证×冲突/复核/三方闭环,false,false,false,false,false,false,false,false,false,false,34,FCFACTPACK-2f8105d578dbfe47,34,109-left,109,left,R2-双人复核事实先闭环,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,A4-无稳定OCR人工看图,4,020-04,2,2,0,0,2,0,0,0,2,2,2,1,1,2,2,0,0,0,2,0,0,0,blocked_missing_required_evidence,G5-PDF湖北官方待闭环,R3-人工看图阻断,blocked_manual_image_pdf_hubei×2,G4-人工看图待完成×2,P3-无稳定OCR提示，需人工看PDF原页×2,O5-无公开OCR候选提示×2,M0-无机器坐标提示×2,S1-有高校辅证线索或自动官网任务，待私有辅证记录×2,pending_hubei_official_review×2,C4-无可比候选，需人工看图或随页列闭环×2,not_required_or_task_level_pending×2,pending_private_three_way_field_confirmation×2,not_applicable×2,not_applicable×2,efd067dcaecd3bc0,dee7d9a69cff8a0a,1c8e51f3f3276e6b,53ebdedba422190c,PDF原页、湖北官方侧、必要高校辅证、冲突处理、双人复核、三方闭环均完成后，仅可进入私有写回评审；仍不得直接用于推荐。×2,按 PDF 原页和湖北官方侧逐项核验；完成前不得写回字段事实或作为推荐依据。,not_final；action_packet_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation；hubei_official_required
FCFACTPACKGATE-25a5a3b0fa36fb18,data/working/issue19-first-closure-fact-action-packets-v1-public-ledger.csv,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,data/working/issue19-first-closure-fact-evidence-channel-workbench-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_action_packet_resolution_gate_v1,第一闭环事实动作包×动作包准出门禁,页列动作包×PDF原页×湖北官方侧×高校辅证×冲突/复核/三方闭环,false,false,false,false,false,false,false,false,false,false,35,FCFACTPACK-276a70be04fcd7ef,35,109-left,109,left,R2-双人复核事实先闭环,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,A6-高校辅证提示回接,6,020-06,10,10,0,0,4,4,2,0,4,10,4,1,1,10,10,10,0,0,10,0,0,0,blocked_missing_required_evidence,G4-高校辅证待补,R4-高校辅证回接阻断,blocked_regular_pdf_hubei×10,G6-常规PDF湖北官方闭环待完成×10,P2-有PDFOCR提示，仍待PDF原页人工确认×10,O1-PDFOCR与高校辅证有一致字段但仍待官方闭环×10,M0-无机器坐标提示×10,S1-有高校辅证线索或自动官网任务，待私有辅证记录×10,pending_hubei_official_review×10,C2-多源有一致线索，仍待湖北官方侧闭环×10,not_required_or_task_level_pending×10,pending_private_three_way_field_confirmation×10,not_applicable×10,not_applicable×10,7654355a7e656ab2,e32890cb9640935b,52240fb3263c67a9,53ebdedba422190c,PDF原页、湖北官方侧、必要高校辅证、冲突处理、双人复核、三方闭环均完成后，仅可进入私有写回评审；仍不得直接用于推荐。×10,先把高校官网辅证接入核验材料，但不得替代湖北官方计划定稿。,not_final；action_packet_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation；hubei_official_required
FCFACTPACKGATE-3e1db7002ef15d24,data/working/issue19-first-closure-fact-action-packets-v1-public-ledger.csv,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,data/working/issue19-first-closure-fact-evidence-channel-workbench-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_action_packet_resolution_gate_v1,第一闭环事实动作包×动作包准出门禁,页列动作包×PDF原页×湖北官方侧×高校辅证×冲突/复核/三方闭环,false,false,false,false,false,false,false,false,false,false,36,FCFACTPACK-4bca1ee7a0a70b78,36,226-right,226,right,R0-W0B0冲突事实先闭环,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,A0-W0B0冲突事实先核,0,021-00,9,8,0,1,4,2,2,0,4,8,2,2,1,9,9,6,9,3,9,0,1,0,blocked_missing_required_evidence,G0-冲突待处理,R0-W0B0冲突阻断,blocked_b0_companion_pdf_hubei×2；blocked_w0_b0_core_pdf_hubei×7,G0-W0B0核心事实优先阻断×7；G1-B0同页伴生事实阻断×2,P0-有冲突线索，PDF原页优先人工核验×6；P3-无稳定OCR提示，需人工看PDF原页×2；blocked_pending_pdf_page_review×1,O0-PDFOCR与高校辅证冲突×6；O5-无公开OCR候选提示×2；not_applicable_structure_fact_pdf_hubei_first×1,M0-无机器坐标提示×8；not_applicable_structure_fact_pdf_hubei_first×1,S1-有高校辅证线索或自动官网任务，待私有辅证记录×8；pdf_hubei_first_school_source_later×1,blocked_pending_hubei_official_plan_review×1；pending_hubei_official_review×8,C0-PDFOCR与高校辅证冲突，必须回PDF原页和湖北官方侧×6；C4-无可比候选，需人工看图或随页列闭环×2；blocked_b0_conflict_not_closed×1,blocked_pending_double_review×3；not_required_or_task_level_pending×6,blocked_pending_three_way_closure×1；pending_private_three_way_field_confirmation×8,not_applicable×9,not_applicable×8；pending_pdf_hubei_closure×1,8eb66ea92673a2ee,03906792757ef5d9,eed252d23350f219,640082c04be96da9,PDF原页、湖北官方侧、必要高校辅证、冲突处理、双人复核、三方闭环均完成后，仅可进入私有写回评审；仍不得直接用于推荐。×9,先核 PDF 原页和湖北官方侧；冲突字段或结构事实必须双人复核后才能进入写回评审。,not_final；action_packet_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation；hubei_official_required
FCFACTPACKGATE-7e790142ca558304,data/working/issue19-first-closure-fact-action-packets-v1-public-ledger.csv,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,data/working/issue19-first-closure-fact-evidence-channel-workbench-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_action_packet_resolution_gate_v1,第一闭环事实动作包×动作包准出门禁,页列动作包×PDF原页×湖北官方侧×高校辅证×冲突/复核/三方闭环,false,false,false,false,false,false,false,false,false,false,37,FCFACTPACK-19ed2c2b3f0e1883,37,038-right,38,right,R2-双人复核事实先闭环,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,A2-专业组边界事实随页先核,2,022-02,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,blocked_missing_required_evidence,G3-专业组边界待闭环,R1-结构事实阻断,blocked_structure_pdf_hubei×1,G2-结构事实PDF湖北官方先行×1,blocked_pending_pdf_page_review×1,not_applicable_structure_fact_pdf_hubei_first×1,not_applicable_structure_fact_pdf_hubei_first×1,not_applicable_or_sidecar_only×1,blocked_pending_hubei_official_plan_review×1,blocked_conflict_review_not_closed_or_not_required×1,not_required_or_task_level_pending×1,blocked_pending_three_way_closure×1,not_applicable×1,pending_pdf_hubei_closure×1,1cea7c93527c4a1b,,,,PDF原页、湖北官方侧、必要高校辅证、冲突处理、双人复核、三方闭环均完成后，仅可进入私有写回评审；仍不得直接用于推荐。×1,先核页列和专业组边界，再继续组内字段闭环。,not_final；action_packet_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation；hubei_official_required
