未匹配校名解析ID,来源教育部学校属性逐专业核验表,来源教育部未匹配学校支持清单,来源三年投档线索旁挂表,来源期号,来源PDF_SHA256,数据阶段,主表粒度,最终可用,可进入下一阶段,专业行ID,专业组出现ID,院校代码,院校名称OCR,院校专业组代码OCR规范化,来源页码,版面列,专业组内专业序号,专业代号OCR,专业名称及备注短摘,涉及同校名专业明细数,涉及同校名专业组数,同校名来源页码集合,原未匹配疑似风险类型,历史同代码校名候选,历史候选命中年份,教育部相似校名候选,最高教育部相似度,OCR规则修正候选,候选综合等级,机器能否自动替换校名,不得进入原因,下一步核验动作
UNMATCHEDSCHOOL-5dbaa0d769edd097,data/working/issue19-moe-school-attribute-major-detail.csv,data/working/issue19-moe-school-attribute-unmatched-schools.csv,data/working/issue19-major-line-historical-toudang-sidecar.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_moe_unmatched_school_resolution_major_detail,逐专业招生明细,false,false,M-106364880e519813,G-37780408a06148ee,F424,山东,F42401,166,left,1,01,临床医学（不招色盲色弱：学制：五年）,4,1,166,校名未匹配待人工核验,,,,,,R1-校名截断，优先用历史同代码候选和PDF原页核名,false,教育部名单未匹配；历史同代码和相似校名只能作为核名线索，不能自动替换2026招生计划校名,回看PDF原页校名，并用湖北官方系统、学校官网或招生章程确认学校全称、性质、校区和2026招生计划口径
UNMATCHEDSCHOOL-259471253bbfa48a,data/working/issue19-moe-school-attribute-major-detail.csv,data/working/issue19-moe-school-attribute-unmatched-schools.csv,data/working/issue19-major-line-historical-toudang-sidecar.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_moe_unmatched_school_resolution_major_detail,逐专业招生明细,false,false,M-68cd2df5f8317f0a,G-37780408a06148ee,F424,山东,F42401,166,left,2,02,生物技术（不招色盲色弱）,4,1,166,校名未匹配待人工核验,,,,,,R1-校名截断，优先用历史同代码候选和PDF原页核名,false,教育部名单未匹配；历史同代码和相似校名只能作为核名线索，不能自动替换2026招生计划校名,回看PDF原页校名，并用湖北官方系统、学校官网或招生章程确认学校全称、性质、校区和2026招生计划口径
UNMATCHEDSCHOOL-674e2eef95fb1434,data/working/issue19-moe-school-attribute-major-detail.csv,data/working/issue19-moe-school-attribute-unmatched-schools.csv,data/working/issue19-major-line-historical-toudang-sidecar.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_moe_unmatched_school_resolution_major_detail,逐专业招生明细,false,false,M-2852ae0fbf966953,G-37780408a06148ee,F424,山东,F42401,166,left,3,03,食品质量与安全,4,1,166,校名未匹配待人工核验,,,,,,R1-校名截断，优先用历史同代码候选和PDF原页核名,false,教育部名单未匹配；历史同代码和相似校名只能作为核名线索，不能自动替换2026招生计划校名,回看PDF原页校名，并用湖北官方系统、学校官网或招生章程确认学校全称、性质、校区和2026招生计划口径
UNMATCHEDSCHOOL-ced918585eef015d,data/working/issue19-moe-school-attribute-major-detail.csv,data/working/issue19-moe-school-attribute-unmatched-schools.csv,data/working/issue19-major-line-historical-toudang-sidecar.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_moe_unmatched_school_resolution_major_detail,逐专业招生明细,false,false,M-60d1d396052bfda4,G-37780408a06148ee,F424,山东,F42401,166,left,4,04,护理学（不招色盲色弱）H425 山东第一医科大学（公办）（山东）,4,1,166,校名未匹配待人工核验,,,,,,R1-校名截断，优先用历史同代码候选和PDF原页核名,false,教育部名单未匹配；历史同代码和相似校名只能作为核名线索，不能自动替换2026招生计划校名,回看PDF原页校名，并用湖北官方系统、学校官网或招生章程确认学校全称、性质、校区和2026招生计划口径
UNMATCHEDSCHOOL-13359de32f7208a3,data/working/issue19-moe-school-attribute-major-detail.csv,data/working/issue19-moe-school-attribute-unmatched-schools.csv,data/working/issue19-major-line-historical-toudang-sidecar.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_moe_unmatched_school_resolution_major_detail,逐专业招生明细,false,false,M-99a9f0dcb8c2b43d,G-e40fe52e6e3997f2,H425,山东,H42505,166,left,1,05,运动康复（泰安校区）,13,13,166,校名未匹配待人工核验,山东第一医科大学,2023；2024；2025,,,,R1-校名截断，优先用历史同代码候选和PDF原页核名,false,教育部名单未匹配；历史同代码和相似校名只能作为核名线索，不能自动替换2026招生计划校名,回看PDF原页校名，并用湖北官方系统、学校官网或招生章程确认学校全称、性质、校区和2026招生计划口径
UNMATCHEDSCHOOL-83db76ee25207f1b,data/working/issue19-moe-school-attribute-major-detail.csv,data/working/issue19-moe-school-attribute-unmatched-schools.csv,data/working/issue19-major-line-historical-toudang-sidecar.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_moe_unmatched_school_resolution_major_detail,逐专业招生明细,false,false,M-0b9416fc36810c00,G-15591b6ae8ede956,H425,山东,H42506,166,left,1,06,药学（济南校区，不招色盲色弱）,13,13,166,校名未匹配待人工核验,山东第一医科大学,2024；2025,,,,R1-校名截断，优先用历史同代码候选和PDF原页核名,false,教育部名单未匹配；历史同代码和相似校名只能作为核名线索，不能自动替换2026招生计划校名,回看PDF原页校名，并用湖北官方系统、学校官网或招生章程确认学校全称、性质、校区和2026招生计划口径
UNMATCHEDSCHOOL-2652adfbebbe6cb3,data/working/issue19-moe-school-attribute-major-detail.csv,data/working/issue19-moe-school-attribute-unmatched-schools.csv,data/working/issue19-major-line-historical-toudang-sidecar.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_moe_unmatched_school_resolution_major_detail,逐专业招生明细,false,false,M-8d7e5e052bf60c12,G-6177b2b380900c72,H425,山东,H42507,166,left,1,07,中药学（济南校区，不招色盲色弱）,13,13,166,校名未匹配待人工核验,山东第一医科大学,2024；2025,,,,R1-校名截断，优先用历史同代码候选和PDF原页核名,false,教育部名单未匹配；历史同代码和相似校名只能作为核名线索，不能自动替换2026招生计划校名,回看PDF原页校名，并用湖北官方系统、学校官网或招生章程确认学校全称、性质、校区和2026招生计划口径
UNMATCHEDSCHOOL-4bcd10da60bcf1fc,data/working/issue19-moe-school-attribute-major-detail.csv,data/working/issue19-moe-school-attribute-unmatched-schools.csv,data/working/issue19-major-line-historical-toudang-sidecar.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_moe_unmatched_school_resolution_major_detail,逐专业招生明细,false,false,M-bdee9baf32d6821e,G-89e220dfc9024da3,H425,山东,H42508,166,left,1,08,生物医学科学（济南校区，不招色盲色,13,13,166,校名未匹配待人工核验,山东第一医科大学,2024；2025,,,,R1-校名截断，优先用历史同代码候选和PDF原页核名,false,教育部名单未匹配；历史同代码和相似校名只能作为核名线索，不能自动替换2026招生计划校名,回看PDF原页校名，并用湖北官方系统、学校官网或招生章程确认学校全称、性质、校区和2026招生计划口径
UNMATCHEDSCHOOL-3ab2a1bf01dd61c0,data/working/issue19-moe-school-attribute-major-detail.csv,data/working/issue19-moe-school-attribute-unmatched-schools.csv,data/working/issue19-major-line-historical-toudang-sidecar.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_moe_unmatched_school_resolution_major_detail,逐专业招生明细,false,false,M-ebb8a00c16e017eb,G-6efaaa997610d9a4,H425,山东,H42509,166,left,1,09,实验动物学（济南校区，不招色盲色,13,13,166,校名未匹配待人工核验,山东第；山东第一医科大学,2024；2025,,,,R1-校名截断，优先用历史同代码候选和PDF原页核名,false,教育部名单未匹配；历史同代码和相似校名只能作为核名线索，不能自动替换2026招生计划校名,回看PDF原页校名，并用湖北官方系统、学校官网或招生章程确认学校全称、性质、校区和2026招生计划口径
UNMATCHEDSCHOOL-b0250565dd9e38d5,data/working/issue19-moe-school-attribute-major-detail.csv,data/working/issue19-moe-school-attribute-unmatched-schools.csv,data/working/issue19-major-line-historical-toudang-sidecar.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_moe_unmatched_school_resolution_major_detail,逐专业招生明细,false,false,M-b112ebde790b84ec,G-f65f5686fd545705,H425,山东,H42510,166,left,1,10,床医学（济南校区，不招色盲色弱；学制：五年）,13,13,166,校名未匹配待人工核验,山东第一医科大学,2025,,,,R1-校名截断，优先用历史同代码候选和PDF原页核名,false,教育部名单未匹配；历史同代码和相似校名只能作为核名线索，不能自动替换2026招生计划校名,回看PDF原页校名，并用湖北官方系统、学校官网或招生章程确认学校全称、性质、校区和2026招生计划口径
UNMATCHEDSCHOOL-ab8027eed39acc26,data/working/issue19-moe-school-attribute-major-detail.csv,data/working/issue19-moe-school-attribute-unmatched-schools.csv,data/working/issue19-major-line-historical-toudang-sidecar.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_moe_unmatched_school_resolution_major_detail,逐专业招生明细,false,false,M-6a02540900c9036c,G-229d60d8774c7d47,H425,山东,H42512,166,left,1,12,医学影像技术（泰安校区，不招色盲色,13,13,166,校名未匹配待人工核验,山东第一医科大学,2025,,,,R1-校名截断，优先用历史同代码候选和PDF原页核名,false,教育部名单未匹配；历史同代码和相似校名只能作为核名线索，不能自动替换2026招生计划校名,回看PDF原页校名，并用湖北官方系统、学校官网或招生章程确认学校全称、性质、校区和2026招生计划口径
UNMATCHEDSCHOOL-dc9e95440bc32815,data/working/issue19-moe-school-attribute-major-detail.csv,data/working/issue19-moe-school-attribute-unmatched-schools.csv,data/working/issue19-major-line-historical-toudang-sidecar.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_moe_unmatched_school_resolution_major_detail,逐专业招生明细,false,false,M-d9da51fb810473a6,G-e890eae6ebaa2199,H425,山东,H42513,166,left,1,13,护理学（泰安校区，不招色盲色弱）,13,13,166,校名未匹配待人工核验,山东第一医科大学,2025,,,,R1-校名截断，优先用历史同代码候选和PDF原页核名,false,教育部名单未匹配；历史同代码和相似校名只能作为核名线索，不能自动替换2026招生计划校名,回看PDF原页校名，并用湖北官方系统、学校官网或招生章程确认学校全称、性质、校区和2026招生计划口径
UNMATCHEDSCHOOL-0ebb134ff643af1c,data/working/issue19-moe-school-attribute-major-detail.csv,data/working/issue19-moe-school-attribute-unmatched-schools.csv,data/working/issue19-major-line-historical-toudang-sidecar.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_moe_unmatched_school_resolution_major_detail,逐专业招生明细,false,false,M-134de8076523c31f,G-66ccb49f1d338ea6,H425,山东,H42514,166,left,1,14,應复物理治疗（泰安校区，不招色盲色,13,13,166,校名未匹配待人工核验,,,,,,R1-校名截断，优先用历史同代码候选和PDF原页核名,false,教育部名单未匹配；历史同代码和相似校名只能作为核名线索，不能自动替换2026招生计划校名,回看PDF原页校名，并用湖北官方系统、学校官网或招生章程确认学校全称、性质、校区和2026招生计划口径
UNMATCHEDSCHOOL-7a1f462d09384d8e,data/working/issue19-moe-school-attribute-major-detail.csv,data/working/issue19-moe-school-attribute-unmatched-schools.csv,data/working/issue19-major-line-historical-toudang-sidecar.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_moe_unmatched_school_resolution_major_detail,逐专业招生明细,false,false,M-4c40e8d829cf8bb1,G-dd4ffc277bca277f,H425,山东,H42515,166,left,1,15,生物制药（泰安校区，不招色盲色弱）,13,13,166,校名未匹配待人工核验,,,,,,R1-校名截断，优先用历史同代码候选和PDF原页核名,false,教育部名单未匹配；历史同代码和相似校名只能作为核名线索，不能自动替换2026招生计划校名,回看PDF原页校名，并用湖北官方系统、学校官网或招生章程确认学校全称、性质、校区和2026招生计划口径
UNMATCHEDSCHOOL-ce3b86a2a165faa7,data/working/issue19-moe-school-attribute-major-detail.csv,data/working/issue19-moe-school-attribute-unmatched-schools.csv,data/working/issue19-major-line-historical-toudang-sidecar.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_moe_unmatched_school_resolution_major_detail,逐专业招生明细,false,false,M-d903398c948cc6cb,G-fcab4b96ba3f6fb0,H425,山东,H42516,166,left,1,16,计算机科学与技术（泰安校区）,13,13,166,校名未匹配待人工核验,,,,,,R1-校名截断，优先用历史同代码候选和PDF原页核名,false,教育部名单未匹配；历史同代码和相似校名只能作为核名线索，不能自动替换2026招生计划校名,回看PDF原页校名，并用湖北官方系统、学校官网或招生章程确认学校全称、性质、校区和2026招生计划口径
UNMATCHEDSCHOOL-67b4d91ed758c93a,data/working/issue19-moe-school-attribute-major-detail.csv,data/working/issue19-moe-school-attribute-unmatched-schools.csv,data/working/issue19-major-line-historical-toudang-sidecar.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_moe_unmatched_school_resolution_major_detail,逐专业招生明细,false,false,M-78bb79286c37e292,G-fd9c708a1f14dbce,H425,山东,H42517,166,left,1,17,生物医药数据科学（济南校区，不招色盲色弱）,13,13,166,校名未匹配待人工核验,,,,,,R1-校名截断，优先用历史同代码候选和PDF原页核名,false,教育部名单未匹配；历史同代码和相似校名只能作为核名线索，不能自动替换2026招生计划校名,回看PDF原页校名，并用湖北官方系统、学校官网或招生章程确认学校全称、性质、校区和2026招生计划口径
UNMATCHEDSCHOOL-f74802c3217d57c8,data/working/issue19-moe-school-attribute-major-detail.csv,data/working/issue19-moe-school-attribute-unmatched-schools.csv,data/working/issue19-major-line-historical-toudang-sidecar.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_moe_unmatched_school_resolution_major_detail,逐专业招生明细,false,false,M-62a17e902a3a99a4,G-75dd0ca50529e12d,H425,山东,H42518,166,left,1,18,制药工程（泰安校区，不招色盲色弱）H426 山东医药大学（公办）（山东）,13,13,166,校名未匹配待人工核验,,,,,,R1-校名截断，优先用历史同代码候选和PDF原页核名,false,教育部名单未匹配；历史同代码和相似校名只能作为核名线索，不能自动替换2026招生计划校名,回看PDF原页校名，并用湖北官方系统、学校官网或招生章程确认学校全称、性质、校区和2026招生计划口径
UNMATCHEDSCHOOL-a2485697252e453a,data/working/issue19-moe-school-attribute-major-detail.csv,data/working/issue19-moe-school-attribute-unmatched-schools.csv,data/working/issue19-major-line-historical-toudang-sidecar.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_moe_unmatched_school_resolution_major_detail,逐专业招生明细,false,false,M-ed17c2e1b3823a36,G-4faf8e6f4911d37c,H426,山东医药大学,H42602,166,left,1,02,临床医学（不招收色直、色弱考生；办学地点：烟台校区：学制：五年）,4,3,166,特殊院校或校名OCR待核,滨州医学院,2023；2024；2025,山东中医药大学:0.92；山东大学:0.80；山西中医药大学:0.77,0.92,,R2-有历史同代码校名候选，需核2026是否更名或组号沿用,false,教育部名单未匹配；历史同代码和相似校名只能作为核名线索，不能自动替换2026招生计划校名,回看PDF原页校名，并用湖北官方系统、学校官网或招生章程确认学校全称、性质、校区和2026招生计划口径
UNMATCHEDSCHOOL-326afcf1d182a718,data/working/issue19-moe-school-attribute-major-detail.csv,data/working/issue19-moe-school-attribute-unmatched-schools.csv,data/working/issue19-major-line-historical-toudang-sidecar.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_moe_unmatched_school_resolution_major_detail,逐专业招生明细,false,false,M-d1cf9a539371a8e7,G-4faf8e6f4911d37c,H426,山东医药大学,H42602,166,left,2,03,预防医学（不招收色直、色弱考生；办学地点：烟台校区：学制：五年）,4,3,166,特殊院校或校名OCR待核,滨州医学院,2023；2024；2025,山东中医药大学:0.92；山东大学:0.80；山西中医药大学:0.77,0.92,,R2-有历史同代码校名候选，需核2026是否更名或组号沿用,false,教育部名单未匹配；历史同代码和相似校名只能作为核名线索，不能自动替换2026招生计划校名,回看PDF原页校名，并用湖北官方系统、学校官网或招生章程确认学校全称、性质、校区和2026招生计划口径
UNMATCHEDSCHOOL-dfe6eec630ce9d40,data/working/issue19-moe-school-attribute-major-detail.csv,data/working/issue19-moe-school-attribute-unmatched-schools.csv,data/working/issue19-major-line-historical-toudang-sidecar.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_moe_unmatched_school_resolution_major_detail,逐专业招生明细,false,false,M-9c6c723f9359b74a,G-3f3a288ebf2464e8,H426,山东医药大学,H42603,166,left,1,04,眼视光学（不招收色盲、色弱考生；办学地点：烟台校区）,4,3,166,特殊院校或校名OCR待核,滨州医学院,2023；2025,山东中医药大学:0.92；山东大学:0.80；山西中医药大学:0.77,0.92,,R2-有历史同代码校名候选，需核2026是否更名或组号沿用,false,教育部名单未匹配；历史同代码和相似校名只能作为核名线索，不能自动替换2026招生计划校名,回看PDF原页校名，并用湖北官方系统、学校官网或招生章程确认学校全称、性质、校区和2026招生计划口径
UNMATCHEDSCHOOL-2aae0f98a433ad93,data/working/issue19-moe-school-attribute-major-detail.csv,data/working/issue19-moe-school-attribute-unmatched-schools.csv,data/working/issue19-major-line-historical-toudang-sidecar.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_moe_unmatched_school_resolution_major_detail,逐专业招生明细,false,false,M-284a68bf19e8867b,G-d05ddaa256a9b01c,H426,山东医药大学,H42604,166,left,1,05,康复工程（不招收色盲、色弱考生；办学地点：烟台校区）資高院校专业组及表业代号H427 山东中医药大学（公办）（山东）,4,3,166,特殊院校或校名OCR待核,滨州医学院,2023,山东中医药大学:0.92；山东大学:0.80；山西中医药大学:0.77,0.92,,R2-有历史同代码校名候选，需核2026是否更名或组号沿用,false,教育部名单未匹配；历史同代码和相似校名只能作为核名线索，不能自动替换2026招生计划校名,回看PDF原页校名，并用湖北官方系统、学校官网或招生章程确认学校全称、性质、校区和2026招生计划口径
UNMATCHEDSCHOOL-1159017f49cf2c70,data/working/issue19-moe-school-attribute-major-detail.csv,data/working/issue19-moe-school-attribute-unmatched-schools.csv,data/working/issue19-major-line-historical-toudang-sidecar.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_moe_unmatched_school_resolution_major_detail,逐专业招生明细,false,false,M-a06e87ddc239e661,G-7313a061eecc3a22,T434,魯东大学,T43402,167,right,1,04,经济学,3,1,167,特殊院校或校名OCR待核,,,鲁东大学:1.00；东北大学:0.75；东华大学:0.75；东南大学:0.75；山东大学:0.75,1.00,鲁东大学,R3-仅有教育部相似校名候选，需人工核OCR,false,教育部名单未匹配；历史同代码和相似校名只能作为核名线索，不能自动替换2026招生计划校名,回看PDF原页校名，并用湖北官方系统、学校官网或招生章程确认学校全称、性质、校区和2026招生计划口径
UNMATCHEDSCHOOL-9bdba2cd8bd52019,data/working/issue19-moe-school-attribute-major-detail.csv,data/working/issue19-moe-school-attribute-unmatched-schools.csv,data/working/issue19-major-line-historical-toudang-sidecar.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_moe_unmatched_school_resolution_major_detail,逐专业招生明细,false,false,M-486db546d1c4bd0a,G-7313a061eecc3a22,T434,魯东大学,T43402,167,right,2,05,国际经济与贸易,3,1,167,特殊院校或校名OCR待核,,,鲁东大学:1.00；东北大学:0.75；东华大学:0.75；东南大学:0.75；山东大学:0.75,1.00,鲁东大学,R3-仅有教育部相似校名候选，需人工核OCR,false,教育部名单未匹配；历史同代码和相似校名只能作为核名线索，不能自动替换2026招生计划校名,回看PDF原页校名，并用湖北官方系统、学校官网或招生章程确认学校全称、性质、校区和2026招生计划口径
UNMATCHEDSCHOOL-ec658b1e0ba0d96b,data/working/issue19-moe-school-attribute-major-detail.csv,data/working/issue19-moe-school-attribute-unmatched-schools.csv,data/working/issue19-major-line-historical-toudang-sidecar.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_moe_unmatched_school_resolution_major_detail,逐专业招生明细,false,false,M-a334738badc902b0,G-7313a061eecc3a22,T434,魯东大学,T43402,167,right,3,06,旅游管理（文旅规划与创意策划方向）,3,1,167,特殊院校或校名OCR待核,,,鲁东大学:1.00；东北大学:0.75；东华大学:0.75；东南大学:0.75；山东大学:0.75,1.00,鲁东大学,R3-仅有教育部相似校名候选，需人工核OCR,false,教育部名单未匹配；历史同代码和相似校名只能作为核名线索，不能自动替换2026招生计划校名,回看PDF原页校名，并用湖北官方系统、学校官网或招生章程确认学校全称、性质、校区和2026招生计划口径
UNMATCHEDSCHOOL-1a061146b28380a1,data/working/issue19-moe-school-attribute-major-detail.csv,data/working/issue19-moe-school-attribute-unmatched-schools.csv,data/working/issue19-major-line-historical-toudang-sidecar.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_moe_unmatched_school_resolution_major_detail,逐专业招生明细,false,false,M-cc8ca95455be8ae4,G-c3d442f89a907f61,F434,晉东大学,F43404,168,left,1,27,船舶与海洋工程（中外合作办学）（与韩国蔚山大学合作办学）H435 临沂大学（公办）（山东）,1,1,168,特殊院校或校名OCR待核,,,东北大学:0.75；东华大学:0.75；东南大学:0.75；山东大学:0.75；鲁东大学:0.75,0.75,,R3-仅有教育部相似校名候选，需人工核OCR,false,教育部名单未匹配；历史同代码和相似校名只能作为核名线索，不能自动替换2026招生计划校名,回看PDF原页校名，并用湖北官方系统、学校官网或招生章程确认学校全称、性质、校区和2026招生计划口径
UNMATCHEDSCHOOL-28675f1c386af11c,data/working/issue19-moe-school-attribute-major-detail.csv,data/working/issue19-moe-school-attribute-unmatched-schools.csv,data/working/issue19-major-line-historical-toudang-sidecar.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_moe_unmatched_school_resolution_major_detail,逐专业招生明细,false,false,M-44d24664e7a75fd3,G-4dfd9c6d477116c5,T486,齐魯医药学院,T48602,170,left,1,02,监床医学（办学地点：周村校区；学制：,1,1,170,特殊院校或校名OCR待核,,,齐鲁医药学院:1.00,1.00,齐鲁医药学院,R3-仅有教育部相似校名候选，需人工核OCR,false,教育部名单未匹配；历史同代码和相似校名只能作为核名线索，不能自动替换2026招生计划校名,回看PDF原页校名，并用湖北官方系统、学校官网或招生章程确认学校全称、性质、校区和2026招生计划口径
UNMATCHEDSCHOOL-73c6bd5827b95eb1,data/working/issue19-moe-school-attribute-major-detail.csv,data/working/issue19-moe-school-attribute-unmatched-schools.csv,data/working/issue19-major-line-historical-toudang-sidecar.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_moe_unmatched_school_resolution_major_detail,逐专业招生明细,false,false,M-1d9da5b279618955,G-58c6b7e528fbc683,H561,路阳师范学院,H56102,175,left,1,02,化妆品技术与工程,3,1,175,特殊院校或校名OCR待核,洛阳师范学院,2023；2024；2025,洛阳师范学院:1.00；南阳师范学院:0.83；咸阳师范学院:0.83；安阳师范学院:0.83；朝阳师范学院:0.83,1.00,洛阳师范学院,R2-历史同代码候选与教育部相似候选交叉命中,false,教育部名单未匹配；历史同代码和相似校名只能作为核名线索，不能自动替换2026招生计划校名,回看PDF原页校名，并用湖北官方系统、学校官网或招生章程确认学校全称、性质、校区和2026招生计划口径
UNMATCHEDSCHOOL-fd9dcdbb55096fa8,data/working/issue19-moe-school-attribute-major-detail.csv,data/working/issue19-moe-school-attribute-unmatched-schools.csv,data/working/issue19-major-line-historical-toudang-sidecar.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_moe_unmatched_school_resolution_major_detail,逐专业招生明细,false,false,M-976717380f35e554,G-58c6b7e528fbc683,H561,路阳师范学院,H56102,175,left,2,03,电信工程及管理,3,1,175,特殊院校或校名OCR待核,洛阳师范学院,2023；2024；2025,洛阳师范学院:1.00；南阳师范学院:0.83；咸阳师范学院:0.83；安阳师范学院:0.83；朝阳师范学院:0.83,1.00,洛阳师范学院,R2-历史同代码候选与教育部相似候选交叉命中,false,教育部名单未匹配；历史同代码和相似校名只能作为核名线索，不能自动替换2026招生计划校名,回看PDF原页校名，并用湖北官方系统、学校官网或招生章程确认学校全称、性质、校区和2026招生计划口径
UNMATCHEDSCHOOL-a6215d49c82f359f,data/working/issue19-moe-school-attribute-major-detail.csv,data/working/issue19-moe-school-attribute-unmatched-schools.csv,data/working/issue19-major-line-historical-toudang-sidecar.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_moe_unmatched_school_resolution_major_detail,逐专业招生明细,false,false,M-6cac87a80ddb2c56,G-58c6b7e528fbc683,H561,路阳师范学院,H56102,175,left,3,04,交通设备与控制工程H562 商丘师范学院（公办）（河南）,3,1,175,特殊院校或校名OCR待核,洛阳师范学院,2023；2024；2025,洛阳师范学院:1.00；南阳师范学院:0.83；咸阳师范学院:0.83；安阳师范学院:0.83；朝阳师范学院:0.83,1.00,洛阳师范学院,R2-历史同代码候选与教育部相似候选交叉命中,false,教育部名单未匹配；历史同代码和相似校名只能作为核名线索，不能自动替换2026招生计划校名,回看PDF原页校名，并用湖北官方系统、学校官网或招生章程确认学校全称、性质、校区和2026招生计划口径
UNMATCHEDSCHOOL-fd72e9c97e39be66,data/working/issue19-moe-school-attribute-major-detail.csv,data/working/issue19-moe-school-attribute-unmatched-schools.csv,data/working/issue19-major-line-historical-toudang-sidecar.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_moe_unmatched_school_resolution_major_detail,逐专业招生明细,false,false,M-730ae7b6b9cdcc97,G-91113f93b9b0ad79,H619,玫北医学院,H61901,177,right,1,01,医学影像技术（办学地点：平原校区）,3,2,177,特殊院校或校名OCR待核,新乡医学院三全学院；豫北医学院,2023；2024；2025,豫北医学院:1.00；川北医学院:0.80；湖北医药学院:0.73,1.00,豫北医学院,R2-历史同代码候选与教育部相似候选交叉命中,false,教育部名单未匹配；历史同代码和相似校名只能作为核名线索，不能自动替换2026招生计划校名,回看PDF原页校名，并用湖北官方系统、学校官网或招生章程确认学校全称、性质、校区和2026招生计划口径
