第一闭环事实进度页列汇总ID,来源第一闭环事实进度账本,来源第一闭环公开证据地图,来源期号,来源PDF_SHA256,生成日期,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,页列汇总序号,来源页码,版面列,页码版面键,执行泳道,页列主阻断,事实范围数,字段事实数,专业名归属事实数,专业组边界事实数,涉及任务数,涉及专业行数,涉及院校代码数,事实类型分布,字段类别分布,PDF原页进度桶分布,OCR提示进度桶分布,机器坐标进度桶分布,高校官网辅证进度桶分布,冲突进度桶分布,湖北官方侧进度桶分布,双人复核进度桶分布,B0冲突事实数,需要双人复核事实数,需要人工看图事实数,私有页图SHA256,私有OCR文本SHA256,私有页列CSV_SHA256,私有页列HTML_SHA256,事实范围集合SHA16,任务集合SHA16,专业行集合SHA16,院校代码集合SHA16,PDF原页核页状态,湖北官方系统或省招办计划核验状态,高校官网源状态,字段事实写回状态,完成条件,页列下一步核验动作,公开安全策略
FCFACTPAGE-2fe31f8f7c0833de,data/working/issue19-first-closure-fact-progress-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-public-evidence-map.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_progress_public_ledger,第一闭环事实进度页列汇总,PDF页码×版面列,false,false,false,false,false,false,false,false,23,135,left,135-left,E0-冲突异常双人优先核验,B0-PDFOCR与高校辅证冲突,22,21,0,1,10,10,1,专业组边界事实×1；字段事实-专业计划数×10；字段事实-再选科目×1；字段事实-学费×10,专业计划数×10；再选科目×1；学费×10,P0-有冲突线索，PDF原页优先人工核验×21；pending_pdf_page_review×1,O0-PDFOCR与高校辅证冲突×21；OZ-页列或事实级待人工核验×1,M0-无机器坐标提示×21；MZ-无任务级机器坐标提示×1,S1-有高校辅证线索或自动官网任务，待私有辅证记录×21；for_double_check_only_not_official_plan_replacement×1,C0-PDFOCR与高校辅证冲突，必须回PDF原页和湖北官方侧×21；P0-整页列高冲突，先双人核PDF原页与湖北官方侧×1,pending_hubei_official_plan_review×22,pending_double_review×22,22,22,21,c6bdb619e23f376d0be395e803de9ece928e0219c77a08dfad956006dc4773cd,0be10230dee9f8ffb9631d0486efde85f7e345cad7355fe982a3de60748a24d9,3749a224b2d361f77757e776c625bc6688aab2940536d9471d3902ed66198374,31f6b15770ceec253c9ed1b8b1ca1324b255b21d36302715cbf1d1c8e4bbd97b,b9997a61561ca9b5,4b5c932e832ca2fe,eeafb1981fa3e20d,8920ff86c3af081e,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,PDF原页、湖北官方侧、必要高校辅证和三方一致性均闭环后，才可进入字段写回评估。,先按私有页列材料核PDF原页；冲突字段必须双人复核，并等待湖北官方侧记录后再判定。,not_final；fact_progress_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCFACTPAGE-4a81791738da8a88,data/working/issue19-first-closure-fact-progress-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-public-evidence-map.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_progress_public_ledger,第一闭环事实进度页列汇总,PDF页码×版面列,false,false,false,false,false,false,false,false,24,135,right,135-right,E2-官网未匹配专业名归属核验,B1-缺PDFOCR候选需人工看图,8,4,3,1,3,3,1,专业名归属事实×3；专业组边界事实×1；字段事实-专业计划数×1；字段事实-学费×1；字段事实-待人工判定字段×2,专业计划数×1；专业计划数；学费×1；学费×1；待人工判定字段×4,P2-有PDFOCR提示，仍待PDF原页人工确认×3；P3-无稳定OCR提示，需人工看PDF原页×4；pending_pdf_page_review×1,O3-仅PDFOCR候选待人工核页×3；O5-无公开OCR候选提示×4；OZ-页列或事实级待人工核验×1,M0-无机器坐标提示×7；MZ-无任务级机器坐标提示×1,S1-有高校辅证线索或自动官网任务，待私有辅证记录×7；for_double_check_only_not_official_plan_replacement×1,C3-仅PDFOCR候选，需人工核页×3；C4-无可比候选，需人工看图或随页列闭环×4；G2-专业组边界待闭环×1,pending_hubei_official_plan_review×8,double_review_not_required×7；double_review_not_required_or_task_level×1,0,0,6,c6bdb619e23f376d0be395e803de9ece928e0219c77a08dfad956006dc4773cd,0be10230dee9f8ffb9631d0486efde85f7e345cad7355fe982a3de60748a24d9,b550fdf8f6699b6925209d7c73a2e59af5b453ea0ede52821460b1d210864446,f508cc6e08a5ed12d1100c9c81ddf774f3c3fa19c33eb78ea58f52c740c6b23e,da97f41ae748a1ab,d5b1dfe8be2afe4d,803142ec4b7aef27,8920ff86c3af081e,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,PDF原页、湖北官方侧、必要高校辅证和三方一致性均闭环后，才可进入字段写回评估。,先人工看PDF原页补字段记录；再回连湖北官方侧和高校辅证记录。,not_final；fact_progress_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCFACTPAGE-870959cd38210971,data/working/issue19-first-closure-fact-progress-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-public-evidence-map.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_progress_public_ledger,第一闭环事实进度页列汇总,PDF页码×版面列,false,false,false,false,false,false,false,false,25,137,left,137-left,E1-计划数补缺或偏大优先核验,B1-缺PDFOCR候选需人工看图,5,4,0,1,2,1,1,专业组边界事实×1；字段事实-专业计划数×2；字段事实-再选科目×1；字段事实-学费×1,专业计划数×2；再选科目×1；学费×1,P2-有PDFOCR提示，仍待PDF原页人工确认×3；P3-无稳定OCR提示，需人工看PDF原页×1；pending_pdf_page_review×1,O2-高校有线索但PDFOCR缺候选×3；O5-无公开OCR候选提示×1；OZ-页列或事实级待人工核验×1,M0-无机器坐标提示×4；MZ-无任务级机器坐标提示×1,S1-有高校辅证线索或自动官网任务，待私有辅证记录×4；for_double_check_only_not_official_plan_replacement×1,C1-高校补缺线索，PDF原页缺候选需人工看图×3；C4-无可比候选，需人工看图或随页列闭环×1；G2-专业组边界待闭环×1,pending_hubei_official_plan_review×5,double_review_not_required×3；double_review_not_required_or_task_level×1；pending_double_review×1,0,1,4,35edae1167745f43f2b7b2907fa17a4150c9e60938893ca1d78a41a4a3895e40,cdf690a0ad7024134f4106f13b158ff7680097db5b3441bd4debf41df886a7e4,d17c66c311ca685ff268e28837b64a8559873953d059f89b2d5e5b9e54281eec,444a0fc3836224749c5281e641b283632cad61a6a0a173e85cf4fd5e8fa3d104,27622eab2374d378,af4d5f2b44d41379,eabcde9f6c6e9cfd,573261a7e560eca8,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,PDF原页、湖北官方侧、必要高校辅证和三方一致性均闭环后，才可进入字段写回评估。,先人工看PDF原页补字段记录；再回连湖北官方侧和高校辅证记录。,not_final；fact_progress_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCFACTPAGE-14b8d8af7e604892,data/working/issue19-first-closure-fact-progress-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-public-evidence-map.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_progress_public_ledger,第一闭环事实进度页列汇总,PDF页码×版面列,false,false,false,false,false,false,false,false,26,137,right,137-right,E0-冲突异常双人优先核验,B0-PDFOCR与高校辅证冲突,4,3,0,1,1,1,1,专业组边界事实×1；字段事实-专业计划数×1；字段事实-再选科目×1；字段事实-学费×1,专业计划数×1；再选科目×1；学费×1,P0-有冲突线索，PDF原页优先人工核验×3；pending_pdf_page_review×1,O0-PDFOCR与高校辅证冲突×3；OZ-页列或事实级待人工核验×1,M0-无机器坐标提示×3；MZ-无任务级机器坐标提示×1,S1-有高校辅证线索或自动官网任务，待私有辅证记录×3；for_double_check_only_not_official_plan_replacement×1,C0-PDFOCR与高校辅证冲突，必须回PDF原页和湖北官方侧×3；P3-单点冲突，随同页列材料完成核验×1,pending_hubei_official_plan_review×4,pending_double_review×4,4,4,3,35edae1167745f43f2b7b2907fa17a4150c9e60938893ca1d78a41a4a3895e40,cdf690a0ad7024134f4106f13b158ff7680097db5b3441bd4debf41df886a7e4,1e3869e64f8ae8274d7523e73512578c6a09d32b9fab351b612bc6178ca740e0,48cfec58e00b283afc47cb5de9ec3915fedf243d60acae136c44f2d62a125706,cef159c36a36333b,5ca8c98107449f25,a896beb783dce6a0,67c655f4d9411562,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,PDF原页、湖北官方侧、必要高校辅证和三方一致性均闭环后，才可进入字段写回评估。,先按私有页列材料核PDF原页；冲突字段必须双人复核，并等待湖北官方侧记录后再判定。,not_final；fact_progress_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCFACTPAGE-eadd6c09a4933f3e,data/working/issue19-first-closure-fact-progress-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-public-evidence-map.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_progress_public_ledger,第一闭环事实进度页列汇总,PDF页码×版面列,false,false,false,false,false,false,false,false,27,141,left,141-left,E0-冲突异常双人优先核验,B2-机器坐标候选辅助核页,2,1,0,1,1,1,1,专业组边界事实×1；字段事实-学费×1,学费×1,P1-有机器坐标提示，仍待PDF原页人工核验×1；pending_pdf_page_review×1,O4-无PDFOCR但有机器坐标提示×1；OZ-页列或事实级待人工核验×1,M1-有机器坐标提示可辅助定位×1；MZ-无任务级机器坐标提示×1,S0-无高校字段线索，本任务高校辅证不适用×1；for_double_check_only_not_official_plan_replacement×1,C4-无可比候选，需人工看图或随页列闭环×1；G2-专业组边界待闭环×1,pending_hubei_official_plan_review×2,double_review_not_required_or_task_level×1；pending_double_review×1,0,1,1,22182c55e2db4678755153c2a0ed3cb41cee018fa8c82047daecdfb5b8dddf1c,94f874410d026387cecd147b47d4e6f0549193af2988136a9a02cb6018c18ab0,6a02e5d4aad83cbf33eb0bb41eed5c934ae6135e87d2e678c25063e78409239d,45820c8f8ba3399f4016a10cc434d0ce350e89a4ef185b963f220a321501a102,6d000962804a7b23,8456ebe59668b16d,6e49fd4e722d3164,81d0516c6aeec304,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,PDF原页、湖北官方侧、必要高校辅证和三方一致性均闭环后，才可进入字段写回评估。,按机器坐标提示定位字段，但仍以PDF原页人工记录和湖北官方侧为准。,not_final；fact_progress_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCFACTPAGE-670dd8fd3630cdb9,data/working/issue19-first-closure-fact-progress-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-public-evidence-map.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_progress_public_ledger,第一闭环事实进度页列汇总,PDF页码×版面列,false,false,false,false,false,false,false,false,28,169,right,169-right,E0-冲突异常双人优先核验,B0-PDFOCR与高校辅证冲突,37,35,1,1,22,12,1,专业名归属事实×1；专业组边界事实×1；字段事实-专业计划数×22；字段事实-再选科目×1；字段事实-学费×12,专业计划数×22；专业计划数；学费×1；再选科目×1；学费×12,P0-有冲突线索，PDF原页优先人工核验×2；P2-有PDFOCR提示，仍待PDF原页人工确认×24；P3-无稳定OCR提示，需人工看PDF原页×10；pending_pdf_page_review×1,O0-PDFOCR与高校辅证冲突×2；O2-高校有线索但PDFOCR缺候选×21；O3-仅PDFOCR候选待人工核页×3；O5-无公开OCR候选提示×10；OZ-页列或事实级待人工核验×1,M0-无机器坐标提示×36；MZ-无任务级机器坐标提示×1,S1-有高校辅证线索或自动官网任务，待私有辅证记录×36；for_double_check_only_not_official_plan_replacement×1,C0-PDFOCR与高校辅证冲突，必须回PDF原页和湖北官方侧×2；C1-高校补缺线索，PDF原页缺候选需人工看图×21；C3-仅PDFOCR候选，需人工核页×3；C4-无可比候选，需人工看图或随页列闭环×10；P1-多字段冲突或双人复核较多，优先核PDF原页×1,pending_hubei_official_plan_review×37,double_review_not_required×25；pending_double_review×12,37,12,35,68154a8768710ed161ae9744da6f34c0186a97e0ea1823cd0bea01436a70a3f1,18292a8fa070135424a25d704f78f3bd8e18d0b477ce5beff8c5e3dd4049be34,8d2e621c1b192890a6ee204ea288ca2f979404c32a58ac367530244a088095f1,8f76daa094e9532b6f2e5717633405c9ad40efeb51a699229d1170cbbb3dfef7,5aa1793e9d49dbe9,f450896d976d918f,5d69476fa4cd2520,e33aa8070796cc4b,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,PDF原页、湖北官方侧、必要高校辅证和三方一致性均闭环后，才可进入字段写回评估。,先按私有页列材料核PDF原页；冲突字段必须双人复核，并等待湖北官方侧记录后再判定。,not_final；fact_progress_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCFACTPAGE-802cdb191c00122c,data/working/issue19-first-closure-fact-progress-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-public-evidence-map.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_progress_public_ledger,第一闭环事实进度页列汇总,PDF页码×版面列,false,false,false,false,false,false,false,false,29,194,left,194-left,E0-冲突异常双人优先核验,B2-机器坐标候选辅助核页,8,7,0,1,7,7,1,专业组边界事实×1；字段事实-专业计划数×7,专业计划数×7,P1-有机器坐标提示，仍待PDF原页人工核验×7；pending_pdf_page_review×1,O4-无PDFOCR但有机器坐标提示×7；OZ-页列或事实级待人工核验×1,M1-有机器坐标提示可辅助定位×7；MZ-无任务级机器坐标提示×1,S0-无高校字段线索，本任务高校辅证不适用×7；for_double_check_only_not_official_plan_replacement×1,C4-无可比候选，需人工看图或随页列闭环×7；G2-专业组边界待闭环×1,pending_hubei_official_plan_review×8,double_review_not_required_or_task_level×1；pending_double_review×7,0,7,7,64fbd70faa0dca2fb2415b2a49ba1f7f25ccc69d3d1eb2ba39f8cb1d41740af5,963bfd5d139aeaa5f300824b936e6514af9c2e6ce31091b975ab985cb23112cd,0646856acb8b004c45b556286bf09d98ae809e203be99423b2a36a04e91ea5bc,e7781154fae6bbe5b553661aabda3ec74ea6fc082340725f62fa7a33cd26ea0a,f669578709ffaf75,d863a28d6b83c275,2355d17be3f48ad9,9404a186764f4c68,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,PDF原页、湖北官方侧、必要高校辅证和三方一致性均闭环后，才可进入字段写回评估。,按机器坐标提示定位字段，但仍以PDF原页人工记录和湖北官方侧为准。,not_final；fact_progress_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCFACTPAGE-f236d4d82a7316c1,data/working/issue19-first-closure-fact-progress-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-public-evidence-map.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_progress_public_ledger,第一闭环事实进度页列汇总,PDF页码×版面列,false,false,false,false,false,false,false,false,30,199,left,199-left,E0-冲突异常双人优先核验,B0-PDFOCR与高校辅证冲突,13,11,1,1,5,5,1,专业名归属事实×1；专业组边界事实×1；字段事实-专业计划数×4；字段事实-再选科目×3；字段事实-学费×4,专业计划数×5；再选科目×3；学费×4,P0-有冲突线索，PDF原页优先人工核验×9；P1-有机器坐标提示，仍待PDF原页人工核验×1；P2-有PDFOCR提示，仍待PDF原页人工确认×2；pending_pdf_page_review×1,O0-PDFOCR与高校辅证冲突×9；O3-仅PDFOCR候选待人工核页×2；O4-无PDFOCR但有机器坐标提示×1；OZ-页列或事实级待人工核验×1,M0-无机器坐标提示×11；M1-有机器坐标提示可辅助定位×1；MZ-无任务级机器坐标提示×1,S1-有高校辅证线索或自动官网任务，待私有辅证记录×12；for_double_check_only_not_official_plan_replacement×1,C0-PDFOCR与高校辅证冲突，必须回PDF原页和湖北官方侧×9；C3-仅PDFOCR候选，需人工核页×2；C4-无可比候选，需人工看图或随页列闭环×1；P1-多字段冲突或双人复核较多，优先核PDF原页×1,pending_hubei_official_plan_review×13,double_review_not_required×2；pending_double_review×11,13,11,11,04a13d07b958a2165704e51511b21dd8118c1335395644eb673a1f635a140903,2ae6fc4cdede1ac2acb60fa71836d17c1e43d420f4e29bff25a05f11f53a114c,ba674bdd41297d68a49abd28a56f76e55b8864c5cbafbbc0534e5b53c281c715,0015fb47a28280a4de32d77adfa128c2f8e0553efcf7633c4d50ed66f8d2e7c4,abdbddc44f6fe8b0,35d5e9e75dc9c4b6,6f1f70c7ae43e060,fb61c7c1175189cf,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,PDF原页、湖北官方侧、必要高校辅证和三方一致性均闭环后，才可进入字段写回评估。,先按私有页列材料核PDF原页；冲突字段必须双人复核，并等待湖北官方侧记录后再判定。,not_final；fact_progress_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCFACTPAGE-36e4a9241ca624bf,data/working/issue19-first-closure-fact-progress-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-public-evidence-map.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_progress_public_ledger,第一闭环事实进度页列汇总,PDF页码×版面列,false,false,false,false,false,false,false,false,31,205,left,205-left,E0-冲突异常双人优先核验,B2-机器坐标候选辅助核页,2,1,0,1,1,1,1,专业组边界事实×1；字段事实-学费×1,学费×1,P1-有机器坐标提示，仍待PDF原页人工核验×1；pending_pdf_page_review×1,O4-无PDFOCR但有机器坐标提示×1；OZ-页列或事实级待人工核验×1,M1-有机器坐标提示可辅助定位×1；MZ-无任务级机器坐标提示×1,S0-无高校字段线索，本任务高校辅证不适用×1；for_double_check_only_not_official_plan_replacement×1,C4-无可比候选，需人工看图或随页列闭环×1；G2-专业组边界待闭环×1,pending_hubei_official_plan_review×2,double_review_not_required_or_task_level×1；pending_double_review×1,0,1,1,b89e9405dbd6efc5b626a92bd1110b77f8195e746d404c9168660d2296be3481,7fe4f48f35c55a64d1999d37f6328acdc90b400b660b6fabeef66680ad6153ed,9eb6d939c8286f6bd270991ef25eb46247ebf527dc690519dc8d204a2ee650d0,6d5e6874917a821081f60eccf685f3db7ba2e320c1f3dd04945f660523dff738,8f9a26ce251bcf1e,eed634392a7f10ce,6314091b189ae6be,ffbb1621e8910f25,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,PDF原页、湖北官方侧、必要高校辅证和三方一致性均闭环后，才可进入字段写回评估。,按机器坐标提示定位字段，但仍以PDF原页人工记录和湖北官方侧为准。,not_final；fact_progress_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCFACTPAGE-5b77311f3134fdd6,data/working/issue19-first-closure-fact-progress-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-public-evidence-map.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_progress_public_ledger,第一闭环事实进度页列汇总,PDF页码×版面列,false,false,false,false,false,false,false,false,32,209,right,209-right,E0-冲突异常双人优先核验,B0-PDFOCR与高校辅证冲突,31,27,3,1,13,9,1,专业名归属事实×3；专业组边界事实×1；字段事实-专业计划数×12；字段事实-再选科目×6；字段事实-学费×9,专业计划数×12；专业计划数；学费×2；再选科目×6；学费×10,P0-有冲突线索，PDF原页优先人工核验×6；P2-有PDFOCR提示，仍待PDF原页人工确认×20；P3-无稳定OCR提示，需人工看PDF原页×4；pending_pdf_page_review×1,O0-PDFOCR与高校辅证冲突×6；O1-PDFOCR与高校辅证有一致字段但仍待官方闭环×12；O3-仅PDFOCR候选待人工核页×8；O5-无公开OCR候选提示×4；OZ-页列或事实级待人工核验×1,M0-无机器坐标提示×30；MZ-无任务级机器坐标提示×1,S1-有高校辅证线索或自动官网任务，待私有辅证记录×30；for_double_check_only_not_official_plan_replacement×1,C0-PDFOCR与高校辅证冲突，必须回PDF原页和湖北官方侧×6；C2-多源有一致线索，仍待湖北官方侧闭环×12；C3-仅PDFOCR候选，需人工核页×8；C4-无可比候选，需人工看图或随页列闭环×4；P1-多字段冲突或双人复核较多，优先核PDF原页×1,pending_hubei_official_plan_review×31,double_review_not_required×22；pending_double_review×9,31,9,27,337319545a8e1edf5715aaa7b029ef8d17fe80c292f94c3f2029acb31192c0c6,520d92ba4334d4b40d89fb3db44c45f283e2cfeba5ac01c717626e097c981217,d7b17679040dde852a21d99e6832761c22ba853179cac937c841d37b330b5ea6,d5d80ff32bf32c3dfaa19ab7e2924539b58d862306db70265cbfc85031d89081,1980f09f4e49e694,2b6dac3f008ab633,abdc89ef99063878,a764f5f65a608731,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,PDF原页、湖北官方侧、必要高校辅证和三方一致性均闭环后，才可进入字段写回评估。,先按私有页列材料核PDF原页；冲突字段必须双人复核，并等待湖北官方侧记录后再判定。,not_final；fact_progress_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCFACTPAGE-73b0a25fb79c3ba0,data/working/issue19-first-closure-fact-progress-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-public-evidence-map.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_progress_public_ledger,第一闭环事实进度页列汇总,PDF页码×版面列,false,false,false,false,false,false,false,false,33,226,left,226-left,E1-计划数补缺或偏大优先核验,B0-PDFOCR与高校辅证冲突,80,78,1,1,39,20,2,专业名归属事实×1；专业组边界事实×1；字段事实-专业计划数×38；字段事实-再选科目×20；字段事实-学费×20,专业计划数×38；再选科目×20；学费×20；学费；再选科目×1,P0-有冲突线索，PDF原页优先人工核验×3；P1-有机器坐标提示，仍待PDF原页人工核验×13；P2-有PDFOCR提示，仍待PDF原页人工确认×57；P3-无稳定OCR提示，需人工看PDF原页×6；pending_pdf_page_review×1,O0-PDFOCR与高校辅证冲突×3；O2-高校有线索但PDFOCR缺候选×54；O3-仅PDFOCR候选待人工核页×3；O4-无PDFOCR但有机器坐标提示×13；O5-无公开OCR候选提示×6；OZ-页列或事实级待人工核验×1,M0-无机器坐标提示×66；M1-有机器坐标提示可辅助定位×13；MZ-无任务级机器坐标提示×1,S1-有高校辅证线索或自动官网任务，待私有辅证记录×79；for_double_check_only_not_official_plan_replacement×1,C0-PDFOCR与高校辅证冲突，必须回PDF原页和湖北官方侧×3；C1-高校补缺线索，PDF原页缺候选需人工看图×54；C3-仅PDFOCR候选，需人工核页×3；C4-无可比候选，需人工看图或随页列闭环×19；P1-多字段冲突或双人复核较多，优先核PDF原页×1,pending_hubei_official_plan_review×80,double_review_not_required×74；pending_double_review×6,80,6,78,73ef360e7be622ca02a9ca899f1258fa97cafa1f495d4fe787929a8a75f042ab,45fefb3ba866c44d30fb0a050453d4a27945f5cff66e1a3f0bb336155eb42a97,7345d98c1d0708be2cf5c24dd141580ea36b28c34b4b3738c093b80f4c002ee8,1746ce9f2e5b4c5913211eafdae9f110013a85874a4b7081cddb611027ab2090,23a8c690fb8f2c1b,00ee5b0b21524c73,979a35ea62021076,d1c755ba46cca36f,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,PDF原页、湖北官方侧、必要高校辅证和三方一致性均闭环后，才可进入字段写回评估。,先按私有页列材料核PDF原页；冲突字段必须双人复核，并等待湖北官方侧记录后再判定。,not_final；fact_progress_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCFACTPAGE-9458745b1415558a,data/working/issue19-first-closure-fact-progress-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-public-evidence-map.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_progress_public_ledger,第一闭环事实进度页列汇总,PDF页码×版面列,false,false,false,false,false,false,false,false,34,226,right,226-right,E1-计划数补缺或偏大优先核验,B0-PDFOCR与高校辅证冲突,9,8,0,1,4,2,1,专业组边界事实×1；字段事实-专业计划数×4；字段事实-再选科目×2；字段事实-学费×2,专业计划数×4；再选科目×2；学费×2,P0-有冲突线索，PDF原页优先人工核验×6；P3-无稳定OCR提示，需人工看PDF原页×2；pending_pdf_page_review×1,O0-PDFOCR与高校辅证冲突×6；O5-无公开OCR候选提示×2；OZ-页列或事实级待人工核验×1,M0-无机器坐标提示×8；MZ-无任务级机器坐标提示×1,S1-有高校辅证线索或自动官网任务，待私有辅证记录×8；for_double_check_only_not_official_plan_replacement×1,C0-PDFOCR与高校辅证冲突，必须回PDF原页和湖北官方侧×6；C4-无可比候选，需人工看图或随页列闭环×2；P1-多字段冲突或双人复核较多，优先核PDF原页×1,pending_hubei_official_plan_review×9,double_review_not_required×6；pending_double_review×3,9,3,8,73ef360e7be622ca02a9ca899f1258fa97cafa1f495d4fe787929a8a75f042ab,45fefb3ba866c44d30fb0a050453d4a27945f5cff66e1a3f0bb336155eb42a97,33109f0093ab3e76404a85a10aee6187eab51f596b25297a0c6c98c71a4ef8f4,4e5741a67b646aa0b75a2fca8e332929677fc60e47832cfa4f0bce9ecac0ea7a,8eb66ea92673a2ee,03906792757ef5d9,32b2095c6859d7c9,640082c04be96da9,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,PDF原页、湖北官方侧、必要高校辅证和三方一致性均闭环后，才可进入字段写回评估。,先按私有页列材料核PDF原页；冲突字段必须双人复核，并等待湖北官方侧记录后再判定。,not_final；fact_progress_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
